tick_id,day,settlement_id,resident_id,dialect_id,phrase_token,remembered_phrase,relationship_before,relationship_after,memory_age_days,saved_relationship_summary,restored_phrase,visible_after_restore,persistent_relationship_key
1686,106,orchard,Ivo,orchard-dialect-9,orchard:ivo:19:6:5,orchard:ivo:19:0:5,0.98,0.98,38,Ivo remembers orchard:ivo:19:0:5 with trust 0.96,orchard:ivo:19:0:5,True,ssrm.v41.relationship.orchard.Ivo
1688,106,riverbend,Ari,riverbend-dialect-9,riverbend:ari:19:8:5,riverbend:ari:19:2:5,0.98,0.98,38,Ari remembers riverbend:ari:19:2:5 with trust 0.96,riverbend:ari:19:2:5,True,ssrm.v41.relationship.riverbend.Ari
1690,106,archive,Nia,archive-dialect-9,archive:nia:19:10:5,archive:nia:19:4:5,0.98,0.98,26,Nia remembers archive:nia:19:4:5 with trust 0.96,archive:nia:19:4:5,True,ssrm.v41.relationship.archive.Nia
1692,106,orchard,Ivo,orchard-dialect-9,orchard:ivo:19:12:5,orchard:ivo:19:6:5,0.98,0.98,26,Ivo remembers orchard:ivo:19:6:5 with trust 0.96,orchard:ivo:19:6:5,True,ssrm.v41.relationship.orchard.Ivo
1694,106,riverbend,Ari,riverbend-dialect-9,riverbend:ari:19:14:5,riverbend:ari:19:8:5,0.98,0.98,26,Ari remembers riverbend:ari:19:8:5 with trust 0.96,riverbend:ari:19:8:5,True,ssrm.v41.relationship.riverbend.Ari
1696,107,archive,Toma,archive-dialect-9,archive:toma:20:0:5,archive:toma:18:14:5,0.98,0.98,22,Toma remembers archive:toma:18:14:5 with trust 0.90,archive:toma:18:14:5,True,ssrm.v41.relationship.archive.Toma
1697,107,signal,Milo,signal-dialect-9,signal:milo:20:1:5,signal:milo:18:15:5,0.98,0.98,26,Milo remembers signal:milo:18:15:5 with trust 0.86,signal:milo:18:15:5,True,ssrm.v41.relationship.signal.Milo
1698,107,orchard,Mara,orchard-dialect-9,orchard:mara:20:2:5,orchard:mara:18:10:5,0.98,0.98,22,Mara remembers orchard:mara:18:10:5 with trust 0.89,orchard:mara:18:10:5,True,ssrm.v41.relationship.orchard.Mara
1699,107,repair_ring,Juno,repair_ring-dialect-9,repair_ring:juno:20:3:5,repair_ring:juno:18:5:5,0.98,0.98,29,Juno remembers repair_ring:juno:18:5:5 with trust 0.86,repair_ring:juno:18:5:5,True,ssrm.v41.relationship.repair_ring.Juno
1700,107,riverbend,Lio,riverbend-dialect-9,riverbend:lio:20:4:5,riverbend:lio:18:12:5,0.98,0.98,24,Lio remembers riverbend:lio:18:12:5 with trust 0.88,riverbend:lio:18:12:5,True,ssrm.v41.relationship.riverbend.Lio
1702,107,archive,Toma,archive-dialect-9,archive:toma:20:6:5,archive:toma:20:0:5,0.98,0.98,22,Toma remembers archive:toma:20:0:5 with trust 0.90,archive:toma:20:0:5,True,ssrm.v41.relationship.archive.Toma
1704,107,orchard,Mara,orchard-dialect-9,orchard:mara:20:8:5,orchard:mara:20:2:5,0.98,0.98,22,Mara remembers orchard:mara:20:2:5 with trust 0.90,orchard:mara:20:2:5,True,ssrm.v41.relationship.orchard.Mara
1706,107,riverbend,Lio,riverbend-dialect-9,riverbend:lio:20:10:5,riverbend:lio:20:4:5,0.98,0.98,22,Lio remembers riverbend:lio:20:4:5 with trust 0.88,riverbend:lio:20:4:5,True,ssrm.v41.relationship.riverbend.Lio
1707,107,roofward,Fay,roofward-dialect-9,roofward:fay:20:11:5,roofward:fay:18:13:5,0.98,0.98,20,Fay remembers roofward:fay:18:13:5 with trust 0.84,roofward:fay:18:13:5,True,ssrm.v41.relationship.roofward.Fay
1708,107,archive,Toma,archive-dialect-9,archive:toma:20:12:5,archive:toma:20:6:5,0.98,0.98,22,Toma remembers archive:toma:20:6:5 with trust 0.91,archive:toma:20:6:5,True,ssrm.v41.relationship.archive.Toma
1709,107,signal,Milo,signal-dialect-9,signal:milo:20:13:5,signal:milo:20:1:5,0.98,0.98,24,Milo remembers signal:milo:20:1:5 with trust 0.86,signal:milo:20:1:5,True,ssrm.v41.relationship.signal.Milo
1710,107,orchard,Mara,orchard-dialect-9,orchard:mara:20:14:5,orchard:mara:20:8:5,0.98,0.98,22,Mara remembers orchard:mara:20:8:5 with trust 0.90,orchard:mara:20:8:5,True,ssrm.v41.relationship.orchard.Mara
1711,107,repair_ring,Juno,repair_ring-dialect-9,repair_ring:juno:20:15:5,repair_ring:juno:20:3:5,0.98,0.98,26,Juno remembers repair_ring:juno:20:3:5 with trust 0.86,repair_ring:juno:20:3:5,True,ssrm.v41.relationship.repair_ring.Juno
1712,108,riverbend,Ari,riverbend-dialect-9,riverbend:ari:21:0:5,riverbend:ari:19:14:5,0.98,0.98,28,Ari remembers riverbend:ari:19:14:5 with trust 0.96,riverbend:ari:19:14:5,True,ssrm.v41.relationship.riverbend.Ari
1714,108,archive,Nia,archive-dialect-9,archive:nia:21:2:5,archive:nia:19:10:5,0.98,0.98,28,Nia remembers archive:nia:19:10:5 with trust 0.96,archive:nia:19:10:5,True,ssrm.v41.relationship.archive.Nia
1716,108,orchard,Ivo,orchard-dialect-9,orchard:ivo:21:4:5,orchard:ivo:19:12:5,0.98,0.98,28,Ivo remembers orchard:ivo:19:12:5 with trust 0.96,orchard:ivo:19:12:5,True,ssrm.v41.relationship.orchard.Ivo
1718,108,riverbend,Ari,riverbend-dialect-9,riverbend:ari:21:6:5,riverbend:ari:21:0:5,0.98,0.98,28,Ari remembers riverbend:ari:21:0:5 with trust 0.96,riverbend:ari:21:0:5,True,ssrm.v41.relationship.riverbend.Ari
1720,108,archive,Nia,archive-dialect-9,archive:nia:21:8:5,archive:nia:21:2:5,0.98,0.98,28,Nia remembers archive:nia:21:2:5 with trust 0.96,archive:nia:21:2:5,True,ssrm.v41.relationship.archive.Nia
1722,108,orchard,Ivo,orchard-dialect-9,orchard:ivo:21:10:5,orchard:ivo:21:4:5,0.98,0.98,26,Ivo remembers orchard:ivo:21:4:5 with trust 0.96,orchard:ivo:21:4:5,True,ssrm.v41.relationship.orchard.Ivo
1724,108,riverbend,Ari,riverbend-dialect-9,riverbend:ari:21:12:5,riverbend:ari:21:6:5,0.98,0.98,26,Ari remembers riverbend:ari:21:6:5 with trust 0.96,riverbend:ari:21:6:5,True,ssrm.v41.relationship.riverbend.Ari
1726,108,archive,Nia,archive-dialect-9,archive:nia:21:14:5,archive:nia:21:8:5,0.98,0.98,26,Nia remembers archive:nia:21:8:5 with trust 0.96,archive:nia:21:8:5,True,ssrm.v41.relationship.archive.Nia
1728,109,orchard,Mara,orchard-dialect-9,orchard:mara:22:0:5,orchard:mara:20:14:5,0.98,0.98,22,Mara remembers orchard:mara:20:14:5 with trust 0.91,orchard:mara:20:14:5,True,ssrm.v41.relationship.orchard.Mara
1729,109,repair_ring,Juno,repair_ring-dialect-9,repair_ring:juno:22:1:5,repair_ring:juno:20:15:5,0.98,0.98,28,Juno remembers repair_ring:juno:20:15:5 with trust 0.86,repair_ring:juno:20:15:5,True,ssrm.v41.relationship.repair_ring.Juno
1730,109,riverbend,Lio,riverbend-dialect-9,riverbend:lio:22:2:5,riverbend:lio:20:10:5,0.98,0.98,24,Lio remembers riverbend:lio:20:10:5 with trust 0.88,riverbend:lio:20:10:5,True,ssrm.v41.relationship.riverbend.Lio
1732,109,archive,Toma,archive-dialect-9,archive:toma:22:4:5,archive:toma:20:12:5,0.98,0.98,22,Toma remembers archive:toma:20:12:5 with trust 0.92,archive:toma:20:12:5,True,ssrm.v41.relationship.archive.Toma
1734,109,orchard,Mara,orchard-dialect-9,orchard:mara:22:6:5,orchard:mara:22:0:5,0.98,0.98,22,Mara remembers orchard:mara:22:0:5 with trust 0.91,orchard:mara:22:0:5,True,ssrm.v41.relationship.orchard.Mara
1736,109,riverbend,Lio,riverbend-dialect-9,riverbend:lio:22:8:5,riverbend:lio:22:2:5,0.98,0.98,22,Lio remembers riverbend:lio:22:2:5 with trust 0.89,riverbend:lio:22:2:5,True,ssrm.v41.relationship.riverbend.Lio
1737,109,roofward,Fay,roofward-dialect-9,roofward:fay:22:9:5,roofward:fay:20:11:5,0.98,0.98,22,Fay remembers roofward:fay:20:11:5 with trust 0.84,roofward:fay:20:11:5,True,ssrm.v41.relationship.roofward.Fay
1738,109,archive,Toma,archive-dialect-9,archive:toma:22:10:5,archive:toma:22:4:5,0.98,0.98,22,Toma remembers archive:toma:22:4:5 with trust 0.92,archive:toma:22:4:5,True,ssrm.v41.relationship.archive.Toma
1739,109,signal,Milo,signal-dialect-9,signal:milo:22:11:5,signal:milo:20:13:5,0.98,0.98,24,Milo remembers signal:milo:20:13:5 with trust 0.86,signal:milo:20:13:5,True,ssrm.v41.relationship.signal.Milo
1740,109,orchard,Mara,orchard-dialect-9,orchard:mara:22:12:5,orchard:mara:22:6:5,0.98,0.98,22,Mara remembers orchard:mara:22:6:5 with trust 0.92,orchard:mara:22:6:5,True,ssrm.v41.relationship.orchard.Mara
1741,109,repair_ring,Juno,repair_ring-dialect-9,repair_ring:juno:22:13:5,repair_ring:juno:22:1:5,0.98,0.98,26,Juno remembers repair_ring:juno:22:1:5 with trust 0.86,repair_ring:juno:22:1:5,True,ssrm.v41.relationship.repair_ring.Juno
1742,109,riverbend,Lio,riverbend-dialect-9,riverbend:lio:22:14:5,riverbend:lio:22:8:5,0.98,0.98,22,Lio remembers riverbend:lio:22:8:5 with trust 0.89,riverbend:lio:22:8:5,True,ssrm.v41.relationship.riverbend.Lio
1744,110,signal,Milo,signal-dialect-9,signal:milo:23:0:5,signal:milo:22:11:5,0.98,0.98,23,Milo remembers signal:milo:22:11:5 with trust 0.87,signal:milo:22:11:5,True,ssrm.v41.relationship.signal.Milo
1745,110,orchard,Mara,orchard-dialect-9,orchard:mara:23:1:5,orchard:mara:22:12:5,0.98,0.98,21,Mara remembers orchard:mara:22:12:5 with trust 0.92,orchard:mara:22:12:5,True,ssrm.v41.relationship.orchard.Mara
1746,110,repair_ring,Juno,repair_ring-dialect-9,repair_ring:juno:23:2:5,repair_ring:juno:22:13:5,0.98,0.98,25,Juno remembers repair_ring:juno:22:13:5 with trust 0.86,repair_ring:juno:22:13:5,True,ssrm.v41.relationship.repair_ring.Juno
1748,110,roofward,Fay,roofward-dialect-9,roofward:fay:23:4:5,roofward:fay:22:9:5,0.98,0.98,21,Fay remembers roofward:fay:22:9:5 with trust 0.85,roofward:fay:22:9:5,True,ssrm.v41.relationship.roofward.Fay
1750,110,signal,Milo,signal-dialect-9,signal:milo:23:6:5,signal:milo:23:0:5,0.98,0.98,21,Milo remembers signal:milo:23:0:5 with trust 0.87,signal:milo:23:0:5,True,ssrm.v41.relationship.signal.Milo
1752,110,repair_ring,Juno,repair_ring-dialect-9,repair_ring:juno:23:8:5,repair_ring:juno:23:2:5,0.98,0.98,23,Juno remembers repair_ring:juno:23:2:5 with trust 0.87,repair_ring:juno:23:2:5,True,ssrm.v41.relationship.repair_ring.Juno
1753,110,riverbend,Lio,riverbend-dialect-9,riverbend:lio:23:9:5,riverbend:lio:22:14:5,0.98,0.98,23,Lio remembers riverbend:lio:22:14:5 with trust 0.89,riverbend:lio:22:14:5,True,ssrm.v41.relationship.riverbend.Lio
1754,110,roofward,Fay,roofward-dialect-9,roofward:fay:23:10:5,roofward:fay:23:4:5,0.98,0.98,21,Fay remembers roofward:fay:23:4:5 with trust 0.85,roofward:fay:23:4:5,True,ssrm.v41.relationship.roofward.Fay
1755,110,archive,Toma,archive-dialect-9,archive:toma:23:11:5,archive:toma:22:10:5,0.98,0.98,21,Toma remembers archive:toma:22:10:5 with trust 0.92,archive:toma:22:10:5,True,ssrm.v41.relationship.archive.Toma
1756,110,signal,Milo,signal-dialect-9,signal:milo:23:12:5,signal:milo:23:6:5,0.98,0.98,21,Milo remembers signal:milo:23:6:5 with trust 0.88,signal:milo:23:6:5,True,ssrm.v41.relationship.signal.Milo
1757,110,orchard,Mara,orchard-dialect-9,orchard:mara:23:13:5,orchard:mara:23:1:5,0.98,0.98,21,Mara remembers orchard:mara:23:1:5 with trust 0.92,orchard:mara:23:1:5,True,ssrm.v41.relationship.orchard.Mara
1758,110,repair_ring,Juno,repair_ring-dialect-9,repair_ring:juno:23:14:5,repair_ring:juno:23:8:5,0.98,0.98,21,Juno remembers repair_ring:juno:23:8:5 with trust 0.87,repair_ring:juno:23:8:5,True,ssrm.v41.relationship.repair_ring.Juno
1760,111,roofward,Sera,roofward-dialect-9,roofward:sera:24:0:5,roofward:sera:12:14:5,0.98,0.98,38,Sera remembers roofward:sera:12:14:5 with trust 0.96,roofward:sera:12:14:5,True,ssrm.v41.relationship.roofward.Sera
1762,111,signal,Ren,signal-dialect-9,signal:ren:24:2:5,signal:ren:12:10:5,0.98,0.98,38,Ren remembers signal:ren:12:10:5 with trust 0.96,signal:ren:12:10:5,True,ssrm.v41.relationship.signal.Ren
1764,111,repair_ring,Pax,repair_ring-dialect-9,repair_ring:pax:24:4:5,repair_ring:pax:12:12:5,0.98,0.98,38,Pax remembers repair_ring:pax:12:12:5 with trust 0.96,repair_ring:pax:12:12:5,True,ssrm.v41.relationship.repair_ring.Pax
1766,111,roofward,Sera,roofward-dialect-9,roofward:sera:24:6:5,roofward:sera:24:0:5,0.98,0.98,38,Sera remembers roofward:sera:24:0:5 with trust 0.96,roofward:sera:24:0:5,True,ssrm.v41.relationship.roofward.Sera
1768,111,signal,Ren,signal-dialect-9,signal:ren:24:8:5,signal:ren:24:2:5,0.98,0.98,38,Ren remembers signal:ren:24:2:5 with trust 0.96,signal:ren:24:2:5,True,ssrm.v41.relationship.signal.Ren
1770,111,repair_ring,Pax,repair_ring-dialect-9,repair_ring:pax:24:10:5,repair_ring:pax:24:4:5,0.98,0.98,36,Pax remembers repair_ring:pax:24:4:5 with trust 0.96,repair_ring:pax:24:4:5,True,ssrm.v41.relationship.repair_ring.Pax
1772,111,roofward,Sera,roofward-dialect-9,roofward:sera:24:12:5,roofward:sera:24:6:5,0.98,0.98,36,Sera remembers roofward:sera:24:6:5 with trust 0.96,roofward:sera:24:6:5,True,ssrm.v41.relationship.roofward.Sera
1774,111,signal,Ren,signal-dialect-9,signal:ren:24:14:5,signal:ren:24:8:5,0.98,0.98,36,Ren remembers signal:ren:24:8:5 with trust 0.96,signal:ren:24:8:5,True,ssrm.v41.relationship.signal.Ren
1776,112,repair_ring,Juno,repair_ring-dialect-9,repair_ring:juno:25:0:5,repair_ring:juno:23:14:5,0.98,0.98,22,Juno remembers repair_ring:juno:23:14:5 with trust 0.88,repair_ring:juno:23:14:5,True,ssrm.v41.relationship.repair_ring.Juno
1778,112,roofward,Fay,roofward-dialect-9,roofward:fay:25:2:5,roofward:fay:23:10:5,0.98,0.98,22,Fay remembers roofward:fay:23:10:5 with trust 0.85,roofward:fay:23:10:5,True,ssrm.v41.relationship.roofward.Fay
1780,112,signal,Milo,signal-dialect-9,signal:milo:25:4:5,signal:milo:23:12:5,0.98,0.98,22,Milo remembers signal:milo:23:12:5 with trust 0.89,signal:milo:23:12:5,True,ssrm.v41.relationship.signal.Milo
1782,112,repair_ring,Juno,repair_ring-dialect-9,repair_ring:juno:25:6:5,repair_ring:juno:25:0:5,0.98,0.98,22,Juno remembers repair_ring:juno:25:0:5 with trust 0.88,repair_ring:juno:25:0:5,True,ssrm.v41.relationship.repair_ring.Juno
1783,112,riverbend,Lio,riverbend-dialect-9,riverbend:lio:25:7:5,riverbend:lio:23:9:5,0.98,0.98,23,Lio remembers riverbend:lio:23:9:5 with trust 0.89,riverbend:lio:23:9:5,True,ssrm.v41.relationship.riverbend.Lio
1784,112,roofward,Fay,roofward-dialect-9,roofward:fay:25:8:5,roofward:fay:25:2:5,0.98,0.98,22,Fay remembers roofward:fay:25:2:5 with trust 0.85,roofward:fay:25:2:5,True,ssrm.v41.relationship.roofward.Fay
1785,112,archive,Toma,archive-dialect-9,archive:toma:25:9:5,archive:toma:23:11:5,0.98,0.98,23,Toma remembers archive:toma:23:11:5 with trust 0.92,archive:toma:23:11:5,True,ssrm.v41.relationship.archive.Toma
1786,112,signal,Milo,signal-dialect-9,signal:milo:25:10:5,signal:milo:25:4:5,0.98,0.98,22,Milo remembers signal:milo:25:4:5 with trust 0.89,signal:milo:25:4:5,True,ssrm.v41.relationship.signal.Milo
1787,112,orchard,Mara,orchard-dialect-9,orchard:mara:25:11:5,orchard:mara:23:13:5,0.98,0.98,22,Mara remembers orchard:mara:23:13:5 with trust 0.92,orchard:mara:23:13:5,True,ssrm.v41.relationship.orchard.Mara
1788,112,repair_ring,Juno,repair_ring-dialect-9,repair_ring:juno:25:12:5,repair_ring:juno:25:6:5,0.98,0.98,22,Juno remembers repair_ring:juno:25:6:5 with trust 0.88,repair_ring:juno:25:6:5,True,ssrm.v41.relationship.repair_ring.Juno
1790,112,roofward,Fay,roofward-dialect-9,roofward:fay:25:14:5,roofward:fay:25:8:5,0.98,0.98,22,Fay remembers roofward:fay:25:8:5 with trust 0.85,roofward:fay:25:8:5,True,ssrm.v41.relationship.roofward.Fay
1792,113,signal,Ren,signal-dialect-9,signal:ren:26:0:5,signal:ren:24:14:5,0.98,0.98,38,Ren remembers signal:ren:24:14:5 with trust 0.96,signal:ren:24:14:5,True,ssrm.v41.relationship.signal.Ren
1794,113,repair_ring,Pax,repair_ring-dialect-9,repair_ring:pax:26:2:5,repair_ring:pax:24:10:5,0.98,0.98,38,Pax remembers repair_ring:pax:24:10:5 with trust 0.96,repair_ring:pax:24:10:5,True,ssrm.v41.relationship.repair_ring.Pax
1796,113,roofward,Sera,roofward-dialect-9,roofward:sera:26:4:5,roofward:sera:24:12:5,0.98,0.98,38,Sera remembers roofward:sera:24:12:5 with trust 0.96,roofward:sera:24:12:5,True,ssrm.v41.relationship.roofward.Sera
1798,113,signal,Ren,signal-dialect-9,signal:ren:26:6:5,signal:ren:26:0:5,0.98,0.98,38,Ren remembers signal:ren:26:0:5 with trust 0.96,signal:ren:26:0:5,True,ssrm.v41.relationship.signal.Ren
1800,113,repair_ring,Pax,repair_ring-dialect-9,repair_ring:pax:26:8:5,repair_ring:pax:26:2:5,0.98,0.98,38,Pax remembers repair_ring:pax:26:2:5 with trust 0.96,repair_ring:pax:26:2:5,True,ssrm.v41.relationship.repair_ring.Pax
1802,113,roofward,Sera,roofward-dialect-9,roofward:sera:26:10:5,roofward:sera:26:4:5,0.98,0.98,36,Sera remembers roofward:sera:26:4:5 with trust 0.96,roofward:sera:26:4:5,True,ssrm.v41.relationship.roofward.Sera
1804,113,signal,Ren,signal-dialect-9,signal:ren:26:12:5,signal:ren:26:6:5,0.98,0.98,36,Ren remembers signal:ren:26:6:5 with trust 0.96,signal:ren:26:6:5,True,ssrm.v41.relationship.signal.Ren
1806,113,repair_ring,Pax,repair_ring-dialect-9,repair_ring:pax:26:14:5,repair_ring:pax:26:8:5,0.98,0.98,36,Pax remembers repair_ring:pax:26:8:5 with trust 0.96,repair_ring:pax:26:8:5,True,ssrm.v41.relationship.repair_ring.Pax
1808,114,roofward,Fay,roofward-dialect-9,roofward:fay:27:0:5,roofward:fay:25:14:5,0.98,0.98,22,Fay remembers roofward:fay:25:14:5 with trust 0.86,roofward:fay:25:14:5,True,ssrm.v41.relationship.roofward.Fay
1810,114,signal,Milo,signal-dialect-9,signal:milo:27:2:5,signal:milo:25:10:5,0.98,0.98,22,Milo remembers signal:milo:25:10:5 with trust 0.89,signal:milo:25:10:5,True,ssrm.v41.relationship.signal.Milo
1812,114,repair_ring,Juno,repair_ring-dialect-9,repair_ring:juno:27:4:5,repair_ring:juno:25:12:5,0.98,0.98,22,Juno remembers repair_ring:juno:25:12:5 with trust 0.89,repair_ring:juno:25:12:5,True,ssrm.v41.relationship.repair_ring.Juno
1813,114,riverbend,Lio,riverbend-dialect-9,riverbend:lio:27:5:5,riverbend:lio:25:7:5,0.98,0.98,25,Lio remembers riverbend:lio:25:7:5 with trust 0.89,riverbend:lio:25:7:5,True,ssrm.v41.relationship.riverbend.Lio
1814,114,roofward,Fay,roofward-dialect-9,roofward:fay:27:6:5,roofward:fay:27:0:5,0.98,0.98,22,Fay remembers roofward:fay:27:0:5 with trust 0.86,roofward:fay:27:0:5,True,ssrm.v41.relationship.roofward.Fay
1815,114,archive,Toma,archive-dialect-9,archive:toma:27:7:5,archive:toma:25:9:5,0.98,0.98,25,Toma remembers archive:toma:25:9:5 with trust 0.92,archive:toma:25:9:5,True,ssrm.v41.relationship.archive.Toma
1816,114,signal,Milo,signal-dialect-9,signal:milo:27:8:5,signal:milo:27:2:5,0.98,0.98,22,Milo remembers signal:milo:27:2:5 with trust 0.90,signal:milo:27:2:5,True,ssrm.v41.relationship.signal.Milo
1817,114,orchard,Mara,orchard-dialect-9,orchard:mara:27:9:5,orchard:mara:25:11:5,0.98,0.98,22,Mara remembers orchard:mara:25:11:5 with trust 0.92,orchard:mara:25:11:5,True,ssrm.v41.relationship.orchard.Mara
1818,114,repair_ring,Juno,repair_ring-dialect-9,repair_ring:juno:27:10:5,repair_ring:juno:27:4:5,0.98,0.98,22,Juno remembers repair_ring:juno:27:4:5 with trust 0.89,repair_ring:juno:27:4:5,True,ssrm.v41.relationship.repair_ring.Juno
1820,114,roofward,Fay,roofward-dialect-9,roofward:fay:27:12:5,roofward:fay:27:6:5,0.98,0.98,22,Fay remembers roofward:fay:27:6:5 with trust 0.87,roofward:fay:27:6:5,True,ssrm.v41.relationship.roofward.Fay
1822,114,signal,Milo,signal-dialect-9,signal:milo:27:14:5,signal:milo:27:8:5,0.98,0.98,22,Milo remembers signal:milo:27:8:5 with trust 0.90,signal:milo:27:8:5,True,ssrm.v41.relationship.signal.Milo
1824,115,repair_ring,Pax,repair_ring-dialect-9,repair_ring:pax:28:0:5,repair_ring:pax:26:14:5,0.98,0.98,38,Pax remembers repair_ring:pax:26:14:5 with trust 0.96,repair_ring:pax:26:14:5,True,ssrm.v41.relationship.repair_ring.Pax
1826,115,roofward,Sera,roofward-dialect-9,roofward:sera:28:2:5,roofward:sera:26:10:5,0.98,0.98,38,Sera remembers roofward:sera:26:10:5 with trust 0.96,roofward:sera:26:10:5,True,ssrm.v41.relationship.roofward.Sera
1828,115,signal,Ren,signal-dialect-9,signal:ren:28:4:5,signal:ren:26:12:5,0.98,0.98,38,Ren remembers signal:ren:26:12:5 with trust 0.96,signal:ren:26:12:5,True,ssrm.v41.relationship.signal.Ren
1830,115,repair_ring,Pax,repair_ring-dialect-9,repair_ring:pax:28:6:5,repair_ring:pax:28:0:5,0.98,0.98,38,Pax remembers repair_ring:pax:28:0:5 with trust 0.96,repair_ring:pax:28:0:5,True,ssrm.v41.relationship.repair_ring.Pax
1832,115,roofward,Sera,roofward-dialect-9,roofward:sera:28:8:5,roofward:sera:28:2:5,0.98,0.98,38,Sera remembers roofward:sera:28:2:5 with trust 0.96,roofward:sera:28:2:5,True,ssrm.v41.relationship.roofward.Sera
1834,115,signal,Ren,signal-dialect-9,signal:ren:28:10:5,signal:ren:28:4:5,0.98,0.98,36,Ren remembers signal:ren:28:4:5 with trust 0.96,signal:ren:28:4:5,True,ssrm.v41.relationship.signal.Ren
1836,115,repair_ring,Pax,repair_ring-dialect-9,repair_ring:pax:28:12:5,repair_ring:pax:28:6:5,0.98,0.98,36,Pax remembers repair_ring:pax:28:6:5 with trust 0.96,repair_ring:pax:28:6:5,True,ssrm.v41.relationship.repair_ring.Pax
1838,115,roofward,Sera,roofward-dialect-9,roofward:sera:28:14:5,roofward:sera:28:8:5,0.98,0.98,36,Sera remembers roofward:sera:28:8:5 with trust 0.96,roofward:sera:28:8:5,True,ssrm.v41.relationship.roofward.Sera
1840,116,signal,Milo,signal-dialect-9,signal:milo:0:0:5,signal:milo:27:14:5,0.98,0.98,22,Milo remembers signal:milo:27:14:5 with trust 0.91,signal:milo:27:14:5,True,ssrm.v41.relationship.signal.Milo
1842,116,repair_ring,Juno,repair_ring-dialect-9,repair_ring:juno:0:2:5,repair_ring:juno:27:10:5,0.98,0.98,22,Juno remembers repair_ring:juno:27:10:5 with trust 0.89,repair_ring:juno:27:10:5,True,ssrm.v41.relationship.repair_ring.Juno
1843,116,riverbend,Lio,riverbend-dialect-9,riverbend:lio:0:3:5,riverbend:lio:27:5:5,0.98,0.98,27,Lio remembers riverbend:lio:27:5:5 with trust 0.89,riverbend:lio:27:5:5,True,ssrm.v41.relationship.riverbend.Lio
1844,116,roofward,Fay,roofward-dialect-9,roofward:fay:0:4:5,roofward:fay:27:12:5,0.98,0.98,22,Fay remembers roofward:fay:27:12:5 with trust 0.88,roofward:fay:27:12:5,True,ssrm.v41.relationship.roofward.Fay
1845,116,archive,Toma,archive-dialect-9,archive:toma:0:5:5,archive:toma:27:7:5,0.98,0.98,26,Toma remembers archive:toma:27:7:5 with trust 0.92,archive:toma:27:7:5,True,ssrm.v41.relationship.archive.Toma
1846,116,signal,Milo,signal-dialect-9,signal:milo:0:6:5,signal:milo:0:0:5,0.98,0.98,22,Milo remembers signal:milo:0:0:5 with trust 0.91,signal:milo:0:0:5,True,ssrm.v41.relationship.signal.Milo
1847,116,orchard,Mara,orchard-dialect-9,orchard:mara:0:7:5,orchard:mara:27:9:5,0.98,0.98,24,Mara remembers orchard:mara:27:9:5 with trust 0.92,orchard:mara:27:9:5,True,ssrm.v41.relationship.orchard.Mara
1848,116,repair_ring,Juno,repair_ring-dialect-9,repair_ring:juno:0:8:5,repair_ring:juno:0:2:5,0.98,0.98,22,Juno remembers repair_ring:juno:0:2:5 with trust 0.90,repair_ring:juno:0:2:5,True,ssrm.v41.relationship.repair_ring.Juno
1850,116,roofward,Fay,roofward-dialect-9,roofward:fay:0:10:5,roofward:fay:0:4:5,0.98,0.98,22,Fay remembers roofward:fay:0:4:5 with trust 0.88,roofward:fay:0:4:5,True,ssrm.v41.relationship.roofward.Fay
1852,116,signal,Milo,signal-dialect-9,signal:milo:0:12:5,signal:milo:0:6:5,0.98,0.98,22,Milo remembers signal:milo:0:6:5 with trust 0.92,signal:milo:0:6:5,True,ssrm.v41.relationship.signal.Milo
1854,116,repair_ring,Juno,repair_ring-dialect-9,repair_ring:juno:0:14:5,repair_ring:juno:0:8:5,0.98,0.98,22,Juno remembers repair_ring:juno:0:8:5 with trust 0.90,repair_ring:juno:0:8:5,True,ssrm.v41.relationship.repair_ring.Juno
1855,116,riverbend,Lio,riverbend-dialect-9,riverbend:lio:0:15:5,riverbend:lio:0:3:5,0.98,0.98,26,Lio remembers riverbend:lio:0:3:5 with trust 0.89,riverbend:lio:0:3:5,True,ssrm.v41.relationship.riverbend.Lio
1856,117,roofward,Sera,roofward-dialect-9,roofward:sera:1:0:5,roofward:sera:28:14:5,0.98,0.98,38,Sera remembers roofward:sera:28:14:5 with trust 0.96,roofward:sera:28:14:5,True,ssrm.v41.relationship.roofward.Sera
1858,117,signal,Ren,signal-dialect-9,signal:ren:1:2:5,signal:ren:28:10:5,0.98,0.98,38,Ren remembers signal:ren:28:10:5 with trust 0.96,signal:ren:28:10:5,True,ssrm.v41.relationship.signal.Ren
1860,117,repair_ring,Pax,repair_ring-dialect-9,repair_ring:pax:1:4:5,repair_ring:pax:28:12:5,0.98,0.98,38,Pax remembers repair_ring:pax:28:12:5 with trust 0.96,repair_ring:pax:28:12:5,True,ssrm.v41.relationship.repair_ring.Pax
1862,117,roofward,Sera,roofward-dialect-9,roofward:sera:1:6:5,roofward:sera:1:0:5,0.98,0.98,38,Sera remembers roofward:sera:1:0:5 with trust 0.96,roofward:sera:1:0:5,True,ssrm.v41.relationship.roofward.Sera
1864,117,signal,Ren,signal-dialect-9,signal:ren:1:8:5,signal:ren:1:2:5,0.98,0.98,38,Ren remembers signal:ren:1:2:5 with trust 0.96,signal:ren:1:2:5,True,ssrm.v41.relationship.signal.Ren
