tick,day,resident,cause_action,direct_effect,delayed_effect,affected_resource,recovery_path,causal_chain_id,chain_scrubbable,non_magical_trust_repair
3715,207,Ari,offer_help,trust warms,dashboard schedule/debt changes after restore,care,apologize,chain:ari:offer_help:207:07,True,True
3716,207,Fay,borrow_tool,trust cools,dashboard schedule/debt changes after restore,tool time,return tool,chain:fay:borrow_tool:207:08,True,True
3717,207,Milo,return_tool,trust warms,dashboard schedule/debt changes after restore,water,give space,chain:milo:return_tool:207:09,True,True
3718,207,Sera,interrupt_work,trust cools,dashboard schedule/debt changes after restore,fiber,offer help,chain:sera:interrupt_work:207:10,True,True
3719,207,Tovan,wait_offscreen,trust warms,dashboard schedule/debt changes after restore,wood,wait,chain:tovan:wait_offscreen:207:11,True,True
3720,207,Nia,repair_trust,trust warms,dashboard schedule/debt changes after restore,herb,finish owed work,chain:nia:repair_trust:207:12,True,True
3721,207,Ari,move,trust warms,movement only,care,apologize,chain:ari:move:207:13,True,True
3722,207,Fay,talk,trust warms,movement only,tool time,return tool,chain:fay:talk:207:14,True,True
3723,207,Milo,offer_help,trust warms,dashboard schedule/debt changes after restore,water,give space,chain:milo:offer_help:207:15,True,True
3724,207,Sera,borrow_tool,trust cools,dashboard schedule/debt changes after restore,fiber,offer help,chain:sera:borrow_tool:207:16,True,True
3725,207,Tovan,return_tool,trust warms,dashboard schedule/debt changes after restore,wood,wait,chain:tovan:return_tool:207:17,True,True
3726,208,Nia,wait_offscreen,trust warms,dashboard schedule/debt changes after restore,care,finish owed work,chain:nia:wait_offscreen:208:00,True,True
3727,208,Ari,repair_trust,trust warms,dashboard schedule/debt changes after restore,tool time,apologize,chain:ari:repair_trust:208:01,True,True
3728,208,Fay,move,trust warms,movement only,water,return tool,chain:fay:move:208:02,True,True
3729,208,Milo,talk,trust warms,movement only,fiber,give space,chain:milo:talk:208:03,True,True
3730,208,Sera,offer_help,trust warms,dashboard schedule/debt changes after restore,wood,offer help,chain:sera:offer_help:208:04,True,True
3731,208,Tovan,borrow_tool,trust cools,dashboard schedule/debt changes after restore,herb,wait,chain:tovan:borrow_tool:208:05,True,True
3732,208,Nia,return_tool,trust warms,dashboard schedule/debt changes after restore,care,finish owed work,chain:nia:return_tool:208:06,True,True
3733,208,Ari,interrupt_work,trust cools,dashboard schedule/debt changes after restore,tool time,apologize,chain:ari:interrupt_work:208:07,True,True
3734,208,Fay,wait_offscreen,trust warms,dashboard schedule/debt changes after restore,water,return tool,chain:fay:wait_offscreen:208:08,True,True
3735,208,Milo,repair_trust,trust warms,dashboard schedule/debt changes after restore,fiber,give space,chain:milo:repair_trust:208:09,True,True
3736,208,Sera,move,trust warms,movement only,wood,offer help,chain:sera:move:208:10,True,True
3737,208,Tovan,talk,trust warms,movement only,herb,wait,chain:tovan:talk:208:11,True,True
3738,208,Nia,offer_help,trust warms,dashboard schedule/debt changes after restore,care,finish owed work,chain:nia:offer_help:208:12,True,True
3739,208,Ari,borrow_tool,trust cools,dashboard schedule/debt changes after restore,tool time,apologize,chain:ari:borrow_tool:208:13,True,True
3740,208,Fay,return_tool,trust warms,dashboard schedule/debt changes after restore,water,return tool,chain:fay:return_tool:208:14,True,True
3741,208,Milo,interrupt_work,trust cools,dashboard schedule/debt changes after restore,fiber,give space,chain:milo:interrupt_work:208:15,True,True
3742,208,Sera,wait_offscreen,trust warms,dashboard schedule/debt changes after restore,wood,offer help,chain:sera:wait_offscreen:208:16,True,True
3743,208,Tovan,repair_trust,trust warms,dashboard schedule/debt changes after restore,herb,wait,chain:tovan:repair_trust:208:17,True,True
3744,209,Nia,talk,trust warms,movement only,tool time,finish owed work,chain:nia:talk:209:00,True,True
3745,209,Ari,offer_help,trust warms,dashboard schedule/debt changes after restore,water,apologize,chain:ari:offer_help:209:01,True,True
3746,209,Fay,borrow_tool,trust cools,dashboard schedule/debt changes after restore,fiber,return tool,chain:fay:borrow_tool:209:02,True,True
3747,209,Milo,return_tool,trust warms,dashboard schedule/debt changes after restore,wood,give space,chain:milo:return_tool:209:03,True,True
3748,209,Sera,interrupt_work,trust cools,dashboard schedule/debt changes after restore,herb,offer help,chain:sera:interrupt_work:209:04,True,True
3749,209,Tovan,wait_offscreen,trust warms,dashboard schedule/debt changes after restore,care,wait,chain:tovan:wait_offscreen:209:05,True,True
3750,209,Nia,repair_trust,trust warms,dashboard schedule/debt changes after restore,tool time,finish owed work,chain:nia:repair_trust:209:06,True,True
3751,209,Ari,move,trust warms,movement only,water,apologize,chain:ari:move:209:07,True,True
3752,209,Fay,talk,trust warms,movement only,fiber,return tool,chain:fay:talk:209:08,True,True
3753,209,Milo,offer_help,trust warms,dashboard schedule/debt changes after restore,wood,give space,chain:milo:offer_help:209:09,True,True
3754,209,Sera,borrow_tool,trust cools,dashboard schedule/debt changes after restore,herb,offer help,chain:sera:borrow_tool:209:10,True,True
3755,209,Tovan,return_tool,trust warms,dashboard schedule/debt changes after restore,care,wait,chain:tovan:return_tool:209:11,True,True
3756,209,Nia,interrupt_work,trust cools,dashboard schedule/debt changes after restore,tool time,finish owed work,chain:nia:interrupt_work:209:12,True,True
3757,209,Ari,wait_offscreen,trust warms,dashboard schedule/debt changes after restore,water,apologize,chain:ari:wait_offscreen:209:13,True,True
3758,209,Fay,repair_trust,trust warms,dashboard schedule/debt changes after restore,fiber,return tool,chain:fay:repair_trust:209:14,True,True
3759,209,Milo,move,trust warms,movement only,wood,give space,chain:milo:move:209:15,True,True
3760,209,Sera,talk,trust warms,movement only,herb,offer help,chain:sera:talk:209:16,True,True
3761,209,Tovan,offer_help,trust warms,dashboard schedule/debt changes after restore,care,wait,chain:tovan:offer_help:209:17,True,True
3762,210,Nia,return_tool,trust warms,dashboard schedule/debt changes after restore,water,finish owed work,chain:nia:return_tool:210:00,True,True
3763,210,Ari,interrupt_work,trust cools,dashboard schedule/debt changes after restore,fiber,apologize,chain:ari:interrupt_work:210:01,True,True
3764,210,Fay,wait_offscreen,trust warms,dashboard schedule/debt changes after restore,wood,return tool,chain:fay:wait_offscreen:210:02,True,True
3765,210,Milo,repair_trust,trust warms,dashboard schedule/debt changes after restore,herb,give space,chain:milo:repair_trust:210:03,True,True
3766,210,Sera,move,trust warms,movement only,care,offer help,chain:sera:move:210:04,True,True
3767,210,Tovan,talk,trust warms,movement only,tool time,wait,chain:tovan:talk:210:05,True,True
3768,210,Nia,offer_help,trust warms,dashboard schedule/debt changes after restore,water,finish owed work,chain:nia:offer_help:210:06,True,True
3769,210,Ari,borrow_tool,trust cools,dashboard schedule/debt changes after restore,fiber,apologize,chain:ari:borrow_tool:210:07,True,True
3770,210,Fay,return_tool,trust warms,dashboard schedule/debt changes after restore,wood,return tool,chain:fay:return_tool:210:08,True,True
3771,210,Milo,interrupt_work,trust cools,dashboard schedule/debt changes after restore,herb,give space,chain:milo:interrupt_work:210:09,True,True
3772,210,Sera,wait_offscreen,trust warms,dashboard schedule/debt changes after restore,care,offer help,chain:sera:wait_offscreen:210:10,True,True
3773,210,Tovan,repair_trust,trust warms,dashboard schedule/debt changes after restore,tool time,wait,chain:tovan:repair_trust:210:11,True,True
3774,210,Nia,move,trust warms,movement only,water,finish owed work,chain:nia:move:210:12,True,True
3775,210,Ari,talk,trust warms,movement only,fiber,apologize,chain:ari:talk:210:13,True,True
3776,210,Fay,offer_help,trust warms,dashboard schedule/debt changes after restore,wood,return tool,chain:fay:offer_help:210:14,True,True
3777,210,Milo,borrow_tool,trust cools,dashboard schedule/debt changes after restore,herb,give space,chain:milo:borrow_tool:210:15,True,True
3778,210,Sera,return_tool,trust warms,dashboard schedule/debt changes after restore,care,offer help,chain:sera:return_tool:210:16,True,True
3779,210,Tovan,interrupt_work,trust cools,dashboard schedule/debt changes after restore,tool time,wait,chain:tovan:interrupt_work:210:17,True,True
3780,211,Nia,repair_trust,trust warms,dashboard schedule/debt changes after restore,fiber,finish owed work,chain:nia:repair_trust:211:00,True,True
3781,211,Ari,move,trust warms,movement only,wood,apologize,chain:ari:move:211:01,True,True
3782,211,Fay,talk,trust warms,movement only,herb,return tool,chain:fay:talk:211:02,True,True
3783,211,Milo,offer_help,trust warms,dashboard schedule/debt changes after restore,care,give space,chain:milo:offer_help:211:03,True,True
3784,211,Sera,borrow_tool,trust cools,dashboard schedule/debt changes after restore,tool time,offer help,chain:sera:borrow_tool:211:04,True,True
3785,211,Tovan,return_tool,trust warms,dashboard schedule/debt changes after restore,water,wait,chain:tovan:return_tool:211:05,True,True
3786,211,Nia,interrupt_work,trust cools,dashboard schedule/debt changes after restore,fiber,finish owed work,chain:nia:interrupt_work:211:06,True,True
3787,211,Ari,wait_offscreen,trust warms,dashboard schedule/debt changes after restore,wood,apologize,chain:ari:wait_offscreen:211:07,True,True
3788,211,Fay,repair_trust,trust warms,dashboard schedule/debt changes after restore,herb,return tool,chain:fay:repair_trust:211:08,True,True
3789,211,Milo,move,trust warms,movement only,care,give space,chain:milo:move:211:09,True,True
3790,211,Sera,talk,trust warms,movement only,tool time,offer help,chain:sera:talk:211:10,True,True
3791,211,Tovan,offer_help,trust warms,dashboard schedule/debt changes after restore,water,wait,chain:tovan:offer_help:211:11,True,True
3792,211,Nia,borrow_tool,trust cools,dashboard schedule/debt changes after restore,fiber,finish owed work,chain:nia:borrow_tool:211:12,True,True
3793,211,Ari,return_tool,trust warms,dashboard schedule/debt changes after restore,wood,apologize,chain:ari:return_tool:211:13,True,True
3794,211,Fay,interrupt_work,trust cools,dashboard schedule/debt changes after restore,herb,return tool,chain:fay:interrupt_work:211:14,True,True
3795,211,Milo,wait_offscreen,trust warms,dashboard schedule/debt changes after restore,care,give space,chain:milo:wait_offscreen:211:15,True,True
3796,211,Sera,repair_trust,trust warms,dashboard schedule/debt changes after restore,tool time,offer help,chain:sera:repair_trust:211:16,True,True
3797,211,Tovan,move,trust warms,movement only,water,wait,chain:tovan:move:211:17,True,True
3798,212,Nia,offer_help,trust warms,dashboard schedule/debt changes after restore,wood,finish owed work,chain:nia:offer_help:212:00,True,True
3799,212,Ari,borrow_tool,trust cools,dashboard schedule/debt changes after restore,herb,apologize,chain:ari:borrow_tool:212:01,True,True
3800,212,Fay,return_tool,trust warms,dashboard schedule/debt changes after restore,care,return tool,chain:fay:return_tool:212:02,True,True
3801,212,Milo,interrupt_work,trust cools,dashboard schedule/debt changes after restore,tool time,give space,chain:milo:interrupt_work:212:03,True,True
3802,212,Sera,wait_offscreen,trust warms,dashboard schedule/debt changes after restore,water,offer help,chain:sera:wait_offscreen:212:04,True,True
3803,212,Tovan,repair_trust,trust warms,dashboard schedule/debt changes after restore,fiber,wait,chain:tovan:repair_trust:212:05,True,True
3804,212,Nia,move,trust warms,movement only,wood,finish owed work,chain:nia:move:212:06,True,True
3805,212,Ari,talk,trust warms,movement only,herb,apologize,chain:ari:talk:212:07,True,True
3806,212,Fay,offer_help,trust warms,dashboard schedule/debt changes after restore,care,return tool,chain:fay:offer_help:212:08,True,True
3807,212,Milo,borrow_tool,trust cools,dashboard schedule/debt changes after restore,tool time,give space,chain:milo:borrow_tool:212:09,True,True
3808,212,Sera,return_tool,trust warms,dashboard schedule/debt changes after restore,water,offer help,chain:sera:return_tool:212:10,True,True
3809,212,Tovan,interrupt_work,trust cools,dashboard schedule/debt changes after restore,fiber,wait,chain:tovan:interrupt_work:212:11,True,True
3810,212,Nia,wait_offscreen,trust warms,dashboard schedule/debt changes after restore,wood,finish owed work,chain:nia:wait_offscreen:212:12,True,True
3811,212,Ari,repair_trust,trust warms,dashboard schedule/debt changes after restore,herb,apologize,chain:ari:repair_trust:212:13,True,True
3812,212,Fay,move,trust warms,movement only,care,return tool,chain:fay:move:212:14,True,True
3813,212,Milo,talk,trust warms,movement only,tool time,give space,chain:milo:talk:212:15,True,True
3814,212,Sera,offer_help,trust warms,dashboard schedule/debt changes after restore,water,offer help,chain:sera:offer_help:212:16,True,True
3815,212,Tovan,borrow_tool,trust cools,dashboard schedule/debt changes after restore,fiber,wait,chain:tovan:borrow_tool:212:17,True,True
3816,213,Nia,interrupt_work,trust cools,dashboard schedule/debt changes after restore,herb,finish owed work,chain:nia:interrupt_work:213:00,True,True
3817,213,Ari,wait_offscreen,trust warms,dashboard schedule/debt changes after restore,care,apologize,chain:ari:wait_offscreen:213:01,True,True
3818,213,Fay,repair_trust,trust warms,dashboard schedule/debt changes after restore,tool time,return tool,chain:fay:repair_trust:213:02,True,True
3819,213,Milo,move,trust warms,movement only,water,give space,chain:milo:move:213:03,True,True
3820,213,Sera,talk,trust warms,movement only,fiber,offer help,chain:sera:talk:213:04,True,True
3821,213,Tovan,offer_help,trust warms,dashboard schedule/debt changes after restore,wood,wait,chain:tovan:offer_help:213:05,True,True
3822,213,Nia,borrow_tool,trust cools,dashboard schedule/debt changes after restore,herb,finish owed work,chain:nia:borrow_tool:213:06,True,True
3823,213,Ari,return_tool,trust warms,dashboard schedule/debt changes after restore,care,apologize,chain:ari:return_tool:213:07,True,True
3824,213,Fay,interrupt_work,trust cools,dashboard schedule/debt changes after restore,tool time,return tool,chain:fay:interrupt_work:213:08,True,True
3825,213,Milo,wait_offscreen,trust warms,dashboard schedule/debt changes after restore,water,give space,chain:milo:wait_offscreen:213:09,True,True
3826,213,Sera,repair_trust,trust warms,dashboard schedule/debt changes after restore,fiber,offer help,chain:sera:repair_trust:213:10,True,True
3827,213,Tovan,move,trust warms,movement only,wood,wait,chain:tovan:move:213:11,True,True
3828,213,Nia,talk,trust warms,movement only,herb,finish owed work,chain:nia:talk:213:12,True,True
3829,213,Ari,offer_help,trust warms,dashboard schedule/debt changes after restore,care,apologize,chain:ari:offer_help:213:13,True,True
3830,213,Fay,borrow_tool,trust cools,dashboard schedule/debt changes after restore,tool time,return tool,chain:fay:borrow_tool:213:14,True,True
3831,213,Milo,return_tool,trust warms,dashboard schedule/debt changes after restore,water,give space,chain:milo:return_tool:213:15,True,True
3832,213,Sera,interrupt_work,trust cools,dashboard schedule/debt changes after restore,fiber,offer help,chain:sera:interrupt_work:213:16,True,True
3833,213,Tovan,wait_offscreen,trust warms,dashboard schedule/debt changes after restore,wood,wait,chain:tovan:wait_offscreen:213:17,True,True
3834,214,Nia,move,trust warms,movement only,care,finish owed work,chain:nia:move:214:00,True,True
3835,214,Ari,talk,trust warms,movement only,tool time,apologize,chain:ari:talk:214:01,True,True
3836,214,Fay,offer_help,trust warms,dashboard schedule/debt changes after restore,water,return tool,chain:fay:offer_help:214:02,True,True
3837,214,Milo,borrow_tool,trust cools,dashboard schedule/debt changes after restore,fiber,give space,chain:milo:borrow_tool:214:03,True,True
3838,214,Sera,return_tool,trust warms,dashboard schedule/debt changes after restore,wood,offer help,chain:sera:return_tool:214:04,True,True
3839,214,Tovan,interrupt_work,trust cools,dashboard schedule/debt changes after restore,herb,wait,chain:tovan:interrupt_work:214:05,True,True
3840,214,Nia,wait_offscreen,trust warms,dashboard schedule/debt changes after restore,care,finish owed work,chain:nia:wait_offscreen:214:06,True,True
3841,214,Ari,repair_trust,trust warms,dashboard schedule/debt changes after restore,tool time,apologize,chain:ari:repair_trust:214:07,True,True
3842,214,Fay,move,trust warms,movement only,water,return tool,chain:fay:move:214:08,True,True
3843,214,Milo,talk,trust warms,movement only,fiber,give space,chain:milo:talk:214:09,True,True
3844,214,Sera,offer_help,trust warms,dashboard schedule/debt changes after restore,wood,offer help,chain:sera:offer_help:214:10,True,True
3845,214,Tovan,borrow_tool,trust cools,dashboard schedule/debt changes after restore,herb,wait,chain:tovan:borrow_tool:214:11,True,True
3846,214,Nia,return_tool,trust warms,dashboard schedule/debt changes after restore,care,finish owed work,chain:nia:return_tool:214:12,True,True
3847,214,Ari,interrupt_work,trust cools,dashboard schedule/debt changes after restore,tool time,apologize,chain:ari:interrupt_work:214:13,True,True
3848,214,Fay,wait_offscreen,trust warms,dashboard schedule/debt changes after restore,water,return tool,chain:fay:wait_offscreen:214:14,True,True
3849,214,Milo,repair_trust,trust warms,dashboard schedule/debt changes after restore,fiber,give space,chain:milo:repair_trust:214:15,True,True
3850,214,Sera,move,trust warms,movement only,wood,offer help,chain:sera:move:214:16,True,True
3851,214,Tovan,talk,trust warms,movement only,herb,wait,chain:tovan:talk:214:17,True,True
3852,215,Nia,borrow_tool,trust cools,dashboard schedule/debt changes after restore,tool time,finish owed work,chain:nia:borrow_tool:215:00,True,True
3853,215,Ari,return_tool,trust warms,dashboard schedule/debt changes after restore,water,apologize,chain:ari:return_tool:215:01,True,True
3854,215,Fay,interrupt_work,trust cools,dashboard schedule/debt changes after restore,fiber,return tool,chain:fay:interrupt_work:215:02,True,True
3855,215,Milo,wait_offscreen,trust warms,dashboard schedule/debt changes after restore,wood,give space,chain:milo:wait_offscreen:215:03,True,True
3856,215,Sera,repair_trust,trust warms,dashboard schedule/debt changes after restore,herb,offer help,chain:sera:repair_trust:215:04,True,True
3857,215,Tovan,move,trust warms,movement only,care,wait,chain:tovan:move:215:05,True,True
3858,215,Nia,talk,trust warms,movement only,tool time,finish owed work,chain:nia:talk:215:06,True,True
3859,215,Ari,offer_help,trust warms,dashboard schedule/debt changes after restore,water,apologize,chain:ari:offer_help:215:07,True,True
3860,215,Fay,borrow_tool,trust cools,dashboard schedule/debt changes after restore,fiber,return tool,chain:fay:borrow_tool:215:08,True,True
3861,215,Milo,return_tool,trust warms,dashboard schedule/debt changes after restore,wood,give space,chain:milo:return_tool:215:09,True,True
3862,215,Sera,interrupt_work,trust cools,dashboard schedule/debt changes after restore,herb,offer help,chain:sera:interrupt_work:215:10,True,True
3863,215,Tovan,wait_offscreen,trust warms,dashboard schedule/debt changes after restore,care,wait,chain:tovan:wait_offscreen:215:11,True,True
3864,215,Nia,repair_trust,trust warms,dashboard schedule/debt changes after restore,tool time,finish owed work,chain:nia:repair_trust:215:12,True,True
3865,215,Ari,move,trust warms,movement only,water,apologize,chain:ari:move:215:13,True,True
3866,215,Fay,talk,trust warms,movement only,fiber,return tool,chain:fay:talk:215:14,True,True
3867,215,Milo,offer_help,trust warms,dashboard schedule/debt changes after restore,wood,give space,chain:milo:offer_help:215:15,True,True
3868,215,Sera,borrow_tool,trust cools,dashboard schedule/debt changes after restore,herb,offer help,chain:sera:borrow_tool:215:16,True,True
3869,215,Tovan,return_tool,trust warms,dashboard schedule/debt changes after restore,care,wait,chain:tovan:return_tool:215:17,True,True
3870,216,Nia,wait_offscreen,trust warms,dashboard schedule/debt changes after restore,water,finish owed work,chain:nia:wait_offscreen:216:00,True,True
3871,216,Ari,repair_trust,trust warms,dashboard schedule/debt changes after restore,fiber,apologize,chain:ari:repair_trust:216:01,True,True
3872,216,Fay,move,trust warms,movement only,wood,return tool,chain:fay:move:216:02,True,True
3873,216,Milo,talk,trust warms,movement only,herb,give space,chain:milo:talk:216:03,True,True
3874,216,Sera,offer_help,trust warms,dashboard schedule/debt changes after restore,care,offer help,chain:sera:offer_help:216:04,True,True
3875,216,Tovan,borrow_tool,trust cools,dashboard schedule/debt changes after restore,tool time,wait,chain:tovan:borrow_tool:216:05,True,True
3876,216,Nia,return_tool,trust warms,dashboard schedule/debt changes after restore,water,finish owed work,chain:nia:return_tool:216:06,True,True
3877,216,Ari,interrupt_work,trust cools,dashboard schedule/debt changes after restore,fiber,apologize,chain:ari:interrupt_work:216:07,True,True
3878,216,Fay,wait_offscreen,trust warms,dashboard schedule/debt changes after restore,wood,return tool,chain:fay:wait_offscreen:216:08,True,True
3879,216,Milo,repair_trust,trust warms,dashboard schedule/debt changes after restore,herb,give space,chain:milo:repair_trust:216:09,True,True
3880,216,Sera,move,trust warms,movement only,care,offer help,chain:sera:move:216:10,True,True
3881,216,Tovan,talk,trust warms,movement only,tool time,wait,chain:tovan:talk:216:11,True,True
3882,216,Nia,offer_help,trust warms,dashboard schedule/debt changes after restore,water,finish owed work,chain:nia:offer_help:216:12,True,True
3883,216,Ari,borrow_tool,trust cools,dashboard schedule/debt changes after restore,fiber,apologize,chain:ari:borrow_tool:216:13,True,True
3884,216,Fay,return_tool,trust warms,dashboard schedule/debt changes after restore,wood,return tool,chain:fay:return_tool:216:14,True,True
3885,216,Milo,interrupt_work,trust cools,dashboard schedule/debt changes after restore,herb,give space,chain:milo:interrupt_work:216:15,True,True
3886,216,Sera,wait_offscreen,trust warms,dashboard schedule/debt changes after restore,care,offer help,chain:sera:wait_offscreen:216:16,True,True
3887,216,Tovan,repair_trust,trust warms,dashboard schedule/debt changes after restore,tool time,wait,chain:tovan:repair_trust:216:17,True,True
3888,217,Nia,talk,trust warms,movement only,fiber,finish owed work,chain:nia:talk:217:00,True,True
3889,217,Ari,offer_help,trust warms,dashboard schedule/debt changes after restore,wood,apologize,chain:ari:offer_help:217:01,True,True
3890,217,Fay,borrow_tool,trust cools,dashboard schedule/debt changes after restore,herb,return tool,chain:fay:borrow_tool:217:02,True,True
3891,217,Milo,return_tool,trust warms,dashboard schedule/debt changes after restore,care,give space,chain:milo:return_tool:217:03,True,True
3892,217,Sera,interrupt_work,trust cools,dashboard schedule/debt changes after restore,tool time,offer help,chain:sera:interrupt_work:217:04,True,True
3893,217,Tovan,wait_offscreen,trust warms,dashboard schedule/debt changes after restore,water,wait,chain:tovan:wait_offscreen:217:05,True,True
3894,217,Nia,repair_trust,trust warms,dashboard schedule/debt changes after restore,fiber,finish owed work,chain:nia:repair_trust:217:06,True,True
3895,217,Ari,move,trust warms,movement only,wood,apologize,chain:ari:move:217:07,True,True
3896,217,Fay,talk,trust warms,movement only,herb,return tool,chain:fay:talk:217:08,True,True
3897,217,Milo,offer_help,trust warms,dashboard schedule/debt changes after restore,care,give space,chain:milo:offer_help:217:09,True,True
3898,217,Sera,borrow_tool,trust cools,dashboard schedule/debt changes after restore,tool time,offer help,chain:sera:borrow_tool:217:10,True,True
3899,217,Tovan,return_tool,trust warms,dashboard schedule/debt changes after restore,water,wait,chain:tovan:return_tool:217:11,True,True
3900,217,Nia,interrupt_work,trust cools,dashboard schedule/debt changes after restore,fiber,finish owed work,chain:nia:interrupt_work:217:12,True,True
3901,217,Ari,wait_offscreen,trust warms,dashboard schedule/debt changes after restore,wood,apologize,chain:ari:wait_offscreen:217:13,True,True
3902,217,Fay,repair_trust,trust warms,dashboard schedule/debt changes after restore,herb,return tool,chain:fay:repair_trust:217:14,True,True
3903,217,Milo,move,trust warms,movement only,care,give space,chain:milo:move:217:15,True,True
3904,217,Sera,talk,trust warms,movement only,tool time,offer help,chain:sera:talk:217:16,True,True
3905,217,Tovan,offer_help,trust warms,dashboard schedule/debt changes after restore,water,wait,chain:tovan:offer_help:217:17,True,True
3906,218,Nia,return_tool,trust warms,dashboard schedule/debt changes after restore,wood,finish owed work,chain:nia:return_tool:218:00,True,True
3907,218,Ari,interrupt_work,trust cools,dashboard schedule/debt changes after restore,herb,apologize,chain:ari:interrupt_work:218:01,True,True
3908,218,Fay,wait_offscreen,trust warms,dashboard schedule/debt changes after restore,care,return tool,chain:fay:wait_offscreen:218:02,True,True
3909,218,Milo,repair_trust,trust warms,dashboard schedule/debt changes after restore,tool time,give space,chain:milo:repair_trust:218:03,True,True
3910,218,Sera,move,trust warms,movement only,water,offer help,chain:sera:move:218:04,True,True
3911,218,Tovan,talk,trust warms,movement only,fiber,wait,chain:tovan:talk:218:05,True,True
3912,218,Nia,offer_help,trust warms,dashboard schedule/debt changes after restore,wood,finish owed work,chain:nia:offer_help:218:06,True,True
3913,218,Ari,borrow_tool,trust cools,dashboard schedule/debt changes after restore,herb,apologize,chain:ari:borrow_tool:218:07,True,True
3914,218,Fay,return_tool,trust warms,dashboard schedule/debt changes after restore,care,return tool,chain:fay:return_tool:218:08,True,True
3915,218,Milo,interrupt_work,trust cools,dashboard schedule/debt changes after restore,tool time,give space,chain:milo:interrupt_work:218:09,True,True
3916,218,Sera,wait_offscreen,trust warms,dashboard schedule/debt changes after restore,water,offer help,chain:sera:wait_offscreen:218:10,True,True
3917,218,Tovan,repair_trust,trust warms,dashboard schedule/debt changes after restore,fiber,wait,chain:tovan:repair_trust:218:11,True,True
3918,218,Nia,move,trust warms,movement only,wood,finish owed work,chain:nia:move:218:12,True,True
3919,218,Ari,talk,trust warms,movement only,herb,apologize,chain:ari:talk:218:13,True,True
3920,218,Fay,offer_help,trust warms,dashboard schedule/debt changes after restore,care,return tool,chain:fay:offer_help:218:14,True,True
3921,218,Milo,borrow_tool,trust cools,dashboard schedule/debt changes after restore,tool time,give space,chain:milo:borrow_tool:218:15,True,True
3922,218,Sera,return_tool,trust warms,dashboard schedule/debt changes after restore,water,offer help,chain:sera:return_tool:218:16,True,True
3923,218,Tovan,interrupt_work,trust cools,dashboard schedule/debt changes after restore,fiber,wait,chain:tovan:interrupt_work:218:17,True,True
3924,219,Nia,repair_trust,trust warms,dashboard schedule/debt changes after restore,herb,finish owed work,chain:nia:repair_trust:219:00,True,True
3925,219,Ari,move,trust warms,movement only,care,apologize,chain:ari:move:219:01,True,True
3926,219,Fay,talk,trust warms,movement only,tool time,return tool,chain:fay:talk:219:02,True,True
3927,219,Milo,offer_help,trust warms,dashboard schedule/debt changes after restore,water,give space,chain:milo:offer_help:219:03,True,True
3928,219,Sera,borrow_tool,trust cools,dashboard schedule/debt changes after restore,fiber,offer help,chain:sera:borrow_tool:219:04,True,True
3929,219,Tovan,return_tool,trust warms,dashboard schedule/debt changes after restore,wood,wait,chain:tovan:return_tool:219:05,True,True
3930,219,Nia,interrupt_work,trust cools,dashboard schedule/debt changes after restore,herb,finish owed work,chain:nia:interrupt_work:219:06,True,True
3931,219,Ari,wait_offscreen,trust warms,dashboard schedule/debt changes after restore,care,apologize,chain:ari:wait_offscreen:219:07,True,True
3932,219,Fay,repair_trust,trust warms,dashboard schedule/debt changes after restore,tool time,return tool,chain:fay:repair_trust:219:08,True,True
3933,219,Milo,move,trust warms,movement only,water,give space,chain:milo:move:219:09,True,True
3934,219,Sera,talk,trust warms,movement only,fiber,offer help,chain:sera:talk:219:10,True,True
3935,219,Tovan,offer_help,trust warms,dashboard schedule/debt changes after restore,wood,wait,chain:tovan:offer_help:219:11,True,True
3936,219,Nia,borrow_tool,trust cools,dashboard schedule/debt changes after restore,herb,finish owed work,chain:nia:borrow_tool:219:12,True,True
3937,219,Ari,return_tool,trust warms,dashboard schedule/debt changes after restore,care,apologize,chain:ari:return_tool:219:13,True,True
3938,219,Fay,interrupt_work,trust cools,dashboard schedule/debt changes after restore,tool time,return tool,chain:fay:interrupt_work:219:14,True,True
3939,219,Milo,wait_offscreen,trust warms,dashboard schedule/debt changes after restore,water,give space,chain:milo:wait_offscreen:219:15,True,True
3940,219,Sera,repair_trust,trust warms,dashboard schedule/debt changes after restore,fiber,offer help,chain:sera:repair_trust:219:16,True,True
3941,219,Tovan,move,trust warms,movement only,wood,wait,chain:tovan:move:219:17,True,True
3942,220,Nia,offer_help,trust warms,dashboard schedule/debt changes after restore,care,finish owed work,chain:nia:offer_help:220:00,True,True
3943,220,Ari,borrow_tool,trust cools,dashboard schedule/debt changes after restore,tool time,apologize,chain:ari:borrow_tool:220:01,True,True
3944,220,Fay,return_tool,trust warms,dashboard schedule/debt changes after restore,water,return tool,chain:fay:return_tool:220:02,True,True
3945,220,Milo,interrupt_work,trust cools,dashboard schedule/debt changes after restore,fiber,give space,chain:milo:interrupt_work:220:03,True,True
3946,220,Sera,wait_offscreen,trust warms,dashboard schedule/debt changes after restore,wood,offer help,chain:sera:wait_offscreen:220:04,True,True
3947,220,Tovan,repair_trust,trust warms,dashboard schedule/debt changes after restore,herb,wait,chain:tovan:repair_trust:220:05,True,True
3948,220,Nia,move,trust warms,movement only,care,finish owed work,chain:nia:move:220:06,True,True
3949,220,Ari,talk,trust warms,movement only,tool time,apologize,chain:ari:talk:220:07,True,True
