tick_id,day,settlement_id,resident_id,body_issue,proposed_treatment,consent_state,consent_reason,autonomy_pressure,trust_before,trust_after,treatment_performed,treatment_blocked,refusal_respected,body_delta,distress_bounded,visible_consent_prompt
1792,113,signal,Ren,wetness,offer dry cloth,granted,clear prompt and resident trust sufficient,0.2898,0.96,0.96,True,False,True,0.036,True,True
1796,113,roofward,Sera,cold,offer warm wrap,granted,clear prompt and resident trust sufficient,0.28056,0.96,0.96,True,False,True,0.03,True,True
1798,113,signal,Ren,soreness,offer careful bandage,granted,clear prompt and resident trust sufficient,0.20112,0.96,0.96,True,False,True,0.018,True,True
1800,113,repair_ring,Pax,fatigue,invite rest,granted,clear prompt and resident trust sufficient,0.27,0.96,0.96,True,False,True,0.0,True,True
1801,113,riverbend,Ari,cold,offer warm wrap,granted,clear prompt and resident trust sufficient,0.18638,0.96,0.96,True,False,True,0.097,True,True
1804,113,signal,Ren,overload,offer quiet space,granted,clear prompt and resident trust sufficient,0.45244,0.96,0.96,True,False,True,0.102,True,True
1805,113,orchard,Ivo,fatigue,invite rest,granted,clear prompt and resident trust sufficient,0.19188,0.96,0.96,True,False,True,0.0,True,True
1808,114,roofward,Fay,soreness,offer careful bandage,granted,clear prompt and resident trust sufficient,0.27,0.852,0.862,True,False,True,0.018,True,True
1812,114,repair_ring,Juno,wetness,offer dry cloth,granted,clear prompt and resident trust sufficient,0.28188,0.882,0.892,True,False,True,0.012,True,True
1816,114,signal,Milo,cold,offer warm wrap,granted,clear prompt and resident trust sufficient,0.27264,0.888,0.898,True,False,True,0.097,True,True
1820,114,roofward,Fay,fatigue,invite rest,deferred,finish current queued task first,0.27132,0.862,0.866,False,True,True,0.004,True,True
1824,115,repair_ring,Pax,overload,offer quiet space,granted,clear prompt and resident trust sufficient,0.27132,0.96,0.96,True,False,True,0.006,True,True
1828,115,signal,Ren,soreness,offer careful bandage,granted,clear prompt and resident trust sufficient,0.18,0.96,0.96,True,False,True,0.018,True,True
1831,115,riverbend,Ari,cold,offer warm wrap,granted,clear prompt and resident trust sufficient,0.1877,0.96,0.96,True,False,True,0.097,True,True
1832,115,roofward,Sera,wetness,offer dry cloth,granted,clear prompt and resident trust sufficient,0.28188,0.96,0.96,True,False,True,0.006,True,True
1835,115,orchard,Ivo,fatigue,invite rest,granted,clear prompt and resident trust sufficient,0.1932,0.96,0.96,True,False,True,0.0,True,True
1836,115,repair_ring,Pax,cold,offer warm wrap,granted,clear prompt and resident trust sufficient,0.27,0.96,0.96,True,False,True,0.102,True,True
1838,115,roofward,Sera,soreness,offer careful bandage,granted,clear prompt and resident trust sufficient,0.1932,0.96,0.96,True,False,True,0.109,True,True
1840,116,signal,Milo,fatigue,invite rest,granted,clear prompt and resident trust sufficient,0.27396,0.898,0.908,True,False,True,0.0,True,True
1844,116,roofward,Fay,overload,offer quiet space,granted,clear prompt and resident trust sufficient,0.27264,0.866,0.876,True,False,True,0.012,True,True
1848,116,repair_ring,Juno,soreness,offer careful bandage,granted,clear prompt and resident trust sufficient,0.4432,0.892,0.902,True,False,True,0.093,True,True
1852,116,signal,Milo,wetness,offer dry cloth,granted,clear prompt and resident trust sufficient,0.27528,0.908,0.918,True,False,True,0.072,True,True
1856,117,roofward,Sera,cold,offer warm wrap,granted,clear prompt and resident trust sufficient,0.28452,0.96,0.96,True,False,True,0.012,True,True
1858,117,signal,Ren,soreness,offer careful bandage,refused,offer rest before aid,0.18132,0.96,0.96,False,True,True,0.0,True,True
1860,117,repair_ring,Pax,fatigue,invite rest,granted,clear prompt and resident trust sufficient,0.27132,0.96,0.96,True,False,True,0.0,True,True
1861,117,riverbend,Ari,cold,offer warm wrap,granted,clear prompt and resident trust sufficient,0.18902,0.96,0.96,True,False,True,0.009,True,True
1864,117,signal,Ren,overload,offer quiet space,granted,clear prompt and resident trust sufficient,0.27264,0.96,0.96,True,False,True,0.012,True,True
1865,117,orchard,Ivo,fatigue,invite rest,granted,clear prompt and resident trust sufficient,0.19452,0.96,0.96,True,False,True,0.0,True,True
1868,117,roofward,Sera,soreness,offer careful bandage,granted,clear prompt and resident trust sufficient,0.19584,0.96,0.96,True,False,True,0.107,True,True
1872,118,repair_ring,Juno,wetness,offer dry cloth,deferred,finish current queued task first,0.28452,0.902,0.906,False,True,True,0.006,True,True
1876,118,signal,Milo,cold,offer warm wrap,granted,clear prompt and resident trust sufficient,0.2766,0.918,0.928,True,False,True,0.097,True,True
1880,118,roofward,Fay,fatigue,invite rest,granted,clear prompt and resident trust sufficient,0.27,0.876,0.886,True,False,True,0.0,True,True
1884,118,repair_ring,Juno,overload,offer quiet space,granted,clear prompt and resident trust sufficient,0.28584,0.906,0.916,True,False,True,0.072,True,True
1888,119,signal,Ren,soreness,offer careful bandage,granted,clear prompt and resident trust sufficient,0.18,0.96,0.96,True,False,True,0.018,True,True
1891,119,riverbend,Ari,cold,offer warm wrap,granted,clear prompt and resident trust sufficient,0.19034,0.96,0.96,True,False,True,0.0,True,True
1892,119,roofward,Sera,wetness,offer dry cloth,refused,explain treatment first,0.44716,0.96,0.96,False,True,True,0.009,True,True
1895,119,orchard,Ivo,fatigue,invite rest,granted,clear prompt and resident trust sufficient,0.19584,0.96,0.96,True,False,True,0.0,True,True
1896,119,repair_ring,Pax,cold,offer warm wrap,refused,ask before bandage,0.27264,0.96,0.96,False,True,True,0.006,True,True
1898,119,roofward,Sera,soreness,offer careful bandage,granted,clear prompt and resident trust sufficient,0.19848,0.96,0.96,True,False,True,0.018,True,True
1900,119,signal,Ren,fatigue,invite rest,granted,clear prompt and resident trust sufficient,0.27132,0.96,0.96,True,False,True,0.0,True,True
1902,119,repair_ring,Pax,wetness,offer dry cloth,granted,clear prompt and resident trust sufficient,0.18396,0.96,0.96,True,False,True,0.072,True,True
1904,120,archive,Nia,overload,offer quiet space,granted,clear prompt and resident trust sufficient,0.1833,0.96,0.96,True,False,True,0.015,True,True
1908,120,riverbend,Ari,soreness,offer careful bandage,refused,ask before touching sore wrist,0.28166,0.96,0.96,False,True,True,-0.003,True,True
1911,120,signal,Ren,cold,offer warm wrap,granted,clear prompt and resident trust sufficient,0.18264,0.96,0.96,True,False,True,0.097,True,True
1912,120,orchard,Ivo,wetness,offer dry cloth,refused,keep distance while muddy,0.28716,0.96,0.96,False,True,True,-0.005,True,True
1914,120,riverbend,Ari,overload,offer quiet space,granted,clear prompt and resident trust sufficient,0.35298,0.96,0.96,True,False,True,0.059,True,True
1916,120,archive,Nia,cold,offer warm wrap,granted,clear prompt and resident trust sufficient,0.27,0.96,0.96,True,False,True,0.006,True,True
1918,120,orchard,Ivo,soreness,offer careful bandage,granted,clear prompt and resident trust sufficient,0.19848,0.96,0.96,True,False,True,0.109,True,True
1920,121,riverbend,Lio,fatigue,invite rest,granted,clear prompt and resident trust sufficient,0.27396,0.886,0.896,True,False,True,0.0,True,True
1924,121,orchard,Mara,overload,offer quiet space,deferred,finish current queued task first,0.27264,0.916,0.92,False,True,True,0.009,True,True
1928,121,archive,Toma,soreness,offer careful bandage,granted,clear prompt and resident trust sufficient,0.2832,0.916,0.926,True,False,True,0.006,True,True
1932,121,riverbend,Lio,wetness,offer dry cloth,granted,clear prompt and resident trust sufficient,0.27528,0.896,0.906,True,False,True,0.095,True,True
1936,122,orchard,Ivo,cold,offer warm wrap,granted,clear prompt and resident trust sufficient,0.4498,0.96,0.96,True,False,True,0.057,True,True
1940,122,archive,Nia,fatigue,invite rest,granted,clear prompt and resident trust sufficient,0.27132,0.96,0.96,True,False,True,0.0,True,True
1941,122,signal,Ren,cold,offer warm wrap,granted,clear prompt and resident trust sufficient,0.18396,0.96,0.96,True,False,True,0.097,True,True
1944,122,riverbend,Ari,overload,offer quiet space,granted,clear prompt and resident trust sufficient,0.18,0.96,0.96,True,False,True,0.0,True,True
1948,122,orchard,Ivo,soreness,offer careful bandage,granted,clear prompt and resident trust sufficient,0.20112,0.96,0.96,True,False,True,0.109,True,True
1951,122,roofward,Sera,cold,offer warm wrap,granted,clear prompt and resident trust sufficient,0.1998,0.96,0.96,True,False,True,0.018,True,True
1952,123,archive,Toma,wetness,offer dry cloth,granted,clear prompt and resident trust sufficient,0.28452,0.926,0.936,True,False,True,0.006,True,True
1956,123,riverbend,Lio,cold,offer warm wrap,refused,ask before touching sore wrist,0.2766,0.906,0.91,False,True,True,-0.003,True,True
1960,123,orchard,Mara,fatigue,invite rest,granted,clear prompt and resident trust sufficient,0.27066,0.92,0.93,True,False,True,0.028,True,True
1964,123,archive,Toma,overload,offer quiet space,refused,do not interrupt recall,0.28584,0.936,0.94,False,True,True,0.009,True,True
1968,124,riverbend,Ari,soreness,offer careful bandage,granted,clear prompt and resident trust sufficient,0.27,0.96,0.96,True,False,True,0.072,True,True
1971,124,signal,Ren,cold,offer warm wrap,granted,clear prompt and resident trust sufficient,0.18528,0.96,0.96,True,False,True,0.097,True,True
1972,124,orchard,Ivo,wetness,offer dry cloth,granted,clear prompt and resident trust sufficient,0.29244,0.96,0.96,True,False,True,0.095,True,True
1974,124,riverbend,Ari,overload,offer quiet space,granted,clear prompt and resident trust sufficient,0.18132,0.96,0.96,True,False,True,0.006,True,True
1976,124,archive,Nia,cold,offer warm wrap,deferred,finish current queued task first,0.27264,0.96,0.96,False,True,True,0.006,True,True
1978,124,orchard,Ivo,soreness,offer careful bandage,granted,clear prompt and resident trust sufficient,0.20376,0.96,0.96,True,False,True,0.022,True,True
1980,124,riverbend,Ari,fatigue,invite rest,granted,clear prompt and resident trust sufficient,0.43,0.96,0.96,True,False,True,0.0,True,True
1981,124,roofward,Sera,cold,offer warm wrap,granted,clear prompt and resident trust sufficient,0.20112,0.96,0.96,True,False,True,0.0,True,True
1984,125,orchard,Mara,overload,offer quiet space,refused,keep distance while muddy,0.27198,0.93,0.934,False,True,True,0.009,True,True
1988,125,archive,Toma,soreness,offer careful bandage,granted,clear prompt and resident trust sufficient,0.28386,0.94,0.95,True,False,True,0.024,True,True
1992,125,riverbend,Lio,wetness,offer dry cloth,granted,clear prompt and resident trust sufficient,0.27792,0.91,0.92,True,False,True,0.095,True,True
1996,125,orchard,Mara,cold,offer warm wrap,granted,clear prompt and resident trust sufficient,0.27,0.934,0.944,True,False,True,0.072,True,True
2000,126,archive,Nia,fatigue,invite rest,refused,do not interrupt recall,0.27396,0.96,0.96,False,True,True,-0.013,True,True
2001,126,signal,Ren,cold,offer warm wrap,refused,offer rest before aid,0.1866,0.96,0.96,False,True,True,-0.003,True,True
2004,126,riverbend,Ari,overload,offer quiet space,granted,clear prompt and resident trust sufficient,0.18132,0.96,0.96,True,False,True,0.006,True,True
2008,126,orchard,Ivo,soreness,offer careful bandage,granted,clear prompt and resident trust sufficient,0.20508,0.96,0.96,True,False,True,0.0,True,True
2011,126,roofward,Sera,cold,offer warm wrap,granted,clear prompt and resident trust sufficient,0.20244,0.96,0.96,True,False,True,0.0,True,True
2012,126,archive,Nia,wetness,offer dry cloth,granted,clear prompt and resident trust sufficient,0.27528,0.96,0.96,True,False,True,0.102,True,True
2015,126,repair_ring,Pax,fatigue,invite rest,granted,clear prompt and resident trust sufficient,0.18528,0.96,0.96,True,False,True,0.004,True,True
2016,127,riverbend,Lio,cold,offer warm wrap,granted,clear prompt and resident trust sufficient,0.27924,0.92,0.93,True,False,True,0.097,True,True
2020,127,orchard,Mara,fatigue,invite rest,granted,clear prompt and resident trust sufficient,0.27132,0.944,0.954,True,False,True,0.004,True,True
2024,127,archive,Toma,overload,offer quiet space,granted,clear prompt and resident trust sufficient,0.44518,0.95,0.96,True,False,True,0.069,True,True
2028,127,riverbend,Lio,soreness,offer careful bandage,deferred,finish current queued task first,0.28056,0.93,0.934,False,True,True,0.009,True,True
2032,128,orchard,Ivo,wetness,offer dry cloth,refused,keep distance while muddy,0.2964,0.96,0.96,False,True,True,-0.005,True,True
2034,128,riverbend,Ari,overload,offer quiet space,refused,ask before touching sore wrist,0.18,0.96,0.96,False,True,True,0.0,True,True
2036,128,archive,Nia,cold,offer warm wrap,granted,clear prompt and resident trust sufficient,0.2766,0.96,0.96,True,False,True,0.012,True,True
2038,128,orchard,Ivo,soreness,offer careful bandage,granted,clear prompt and resident trust sufficient,0.20772,0.96,0.96,True,False,True,0.018,True,True
2040,128,riverbend,Ari,fatigue,invite rest,granted,clear prompt and resident trust sufficient,0.27,0.96,0.96,True,False,True,0.006,True,True
2041,128,roofward,Sera,cold,offer warm wrap,granted,clear prompt and resident trust sufficient,0.20376,0.96,0.96,True,False,True,0.0,True,True
2044,128,orchard,Ivo,overload,offer quiet space,granted,clear prompt and resident trust sufficient,0.29904,0.96,0.96,True,False,True,0.109,True,True
2045,128,repair_ring,Pax,fatigue,invite rest,granted,clear prompt and resident trust sufficient,0.1866,0.96,0.96,True,False,True,0.0,True,True
