tick_id,day,tick,season,source_region,destination_region,resource,source_stock_before,requested,delivered,source_stock_after,destination_stock_after,route_blocked,visible_delivery_ledger
595,38,3,autumn_wind,roofward,archive_quarter,thread,3.9595,0.38,0.361,3.5985,21.317,False,roofward->archive_quarter:thread:0.36
596,38,4,autumn_wind,archive_quarter,signal_ridge,paper,0.94018,0.28,0.266,0.67418,22.025,False,archive_quarter->signal_ridge:paper:0.27
597,38,5,autumn_wind,signal_ridge,orchard_fen,oil,0.31918,0.38,0.0,0.31918,9.3965,False,signal_ridge->orchard_fen:oil:0.00
598,38,6,autumn_wind,orchard_fen,riverbend,oil,9.3965,0.28,0.266,9.1305,32.703,False,orchard_fen->riverbend:oil:0.27
599,38,7,autumn_wind,riverbend,roofward,planks,0.71658,0.33,0.3135,0.40308,22.096,False,riverbend->roofward:planks:0.31
600,38,8,autumn_wind,roofward,archive_quarter,herbs,1.13542,0.43,0.4085,0.72692,21.7825,False,roofward->archive_quarter:herbs:0.41
601,38,9,autumn_wind,archive_quarter,signal_ridge,wire,2.5505,0.33,0.3135,2.237,17.833,False,archive_quarter->signal_ridge:wire:0.31
602,38,10,autumn_wind,signal_ridge,orchard_fen,oil,0.47262,0.43,0.4085,0.06412,9.539,False,signal_ridge->orchard_fen:oil:0.41
603,38,11,autumn_wind,orchard_fen,riverbend,seeds,4.9163,0.33,0.3135,4.6028,19.25854,False,orchard_fen->riverbend:seeds:0.31
604,38,12,autumn_wind,riverbend,roofward,water,4.7055,0.38,0.361,4.3445,20.592,False,riverbend->roofward:water:0.36
605,38,13,autumn_wind,roofward,archive_quarter,herbs,0.87844,0.28,0.266,0.61244,22.0485,False,roofward->archive_quarter:herbs:0.27
606,38,14,autumn_wind,archive_quarter,signal_ridge,paper,0.74922,0.38,0.361,0.38822,22.386,False,archive_quarter->signal_ridge:paper:0.36
607,38,15,autumn_wind,signal_ridge,orchard_fen,planks,0.092,0.28,0.0,0.092,24.303,False,signal_ridge->orchard_fen:planks:0.00
608,39,0,autumn_wind,orchard_fen,roofward,water,2.3635,0.43,0.4085,1.955,21.0005,False,orchard_fen->roofward:water:0.41
609,39,1,autumn_wind,riverbend,archive_quarter,planks,0.59328,0.28,0.266,0.32728,17.307,False,riverbend->archive_quarter:planks:0.27
610,39,2,autumn_wind,roofward,signal_ridge,herbs,0.65032,0.38,0.361,0.28932,25.7945,False,roofward->signal_ridge:herbs:0.36
611,39,3,autumn_wind,archive_quarter,orchard_fen,planks,17.307,0.28,0.266,17.041,24.569,False,archive_quarter->orchard_fen:planks:0.27
612,39,4,autumn_wind,signal_ridge,riverbend,oil,0.14064,0.38,0.0,0.14064,32.703,False,signal_ridge->riverbend:oil:0.00
613,39,5,autumn_wind,orchard_fen,roofward,seeds,4.7938,0.28,0.266,4.5278,22.90194,False,orchard_fen->roofward:seeds:0.27
614,39,6,autumn_wind,riverbend,archive_quarter,thread,1.3845,0.33,0.3135,1.071,21.6305,False,riverbend->archive_quarter:thread:0.31
615,39,7,autumn_wind,roofward,signal_ridge,herbs,0.3272,0.43,0.0,0.3272,25.7945,False,roofward->signal_ridge:herbs:0.00
616,39,8,autumn_wind,archive_quarter,orchard_fen,paper,0.46366,0.33,0.3135,0.15016,25.607,False,archive_quarter->orchard_fen:paper:0.31
617,39,9,autumn_wind,signal_ridge,riverbend,oil,0.1788,0.43,0.0,0.1788,32.703,False,signal_ridge->riverbend:oil:0.00
618,39,10,autumn_wind,orchard_fen,roofward,seeds,4.6806,0.33,0.3135,4.3671,23.21544,False,orchard_fen->roofward:seeds:0.31
619,39,11,autumn_wind,riverbend,archive_quarter,planks,0.40336,0.38,0.361,0.04236,17.402,False,riverbend->archive_quarter:planks:0.36
620,39,12,autumn_wind,roofward,signal_ridge,wire,0.23,0.28,0.0,0.23,17.833,False,roofward->signal_ridge:wire:0.00
621,39,13,autumn_wind,archive_quarter,orchard_fen,paper,0.30104,0.38,0.0,0.30104,25.607,False,archive_quarter->orchard_fen:paper:0.00
622,39,14,autumn_wind,signal_ridge,riverbend,oil,0.21696,0.28,0.0,0.21696,32.703,False,signal_ridge->riverbend:oil:0.00
623,39,15,autumn_wind,orchard_fen,roofward,water,1.955,0.38,0.361,1.594,21.3615,False,orchard_fen->roofward:water:0.36
624,40,0,autumn_wind,riverbend,roofward,water,4.3445,0.28,0.266,4.0785,21.6275,False,riverbend->roofward:water:0.27
625,40,1,autumn_wind,roofward,archive_quarter,herbs,0.5166,0.38,0.361,0.1556,22.4095,False,roofward->archive_quarter:herbs:0.36
626,40,2,autumn_wind,archive_quarter,signal_ridge,paper,0.33876,0.28,0.266,0.07276,22.652,False,archive_quarter->signal_ridge:paper:0.27
627,40,3,autumn_wind,signal_ridge,orchard_fen,planks,0.092,0.38,0.0,0.092,24.569,False,signal_ridge->orchard_fen:planks:0.00
628,40,4,autumn_wind,orchard_fen,riverbend,seeds,4.4433,0.28,0.266,4.1773,19.52454,False,orchard_fen->riverbend:seeds:0.27
629,40,5,autumn_wind,riverbend,roofward,planks,0.23256,0.33,0.0,0.23256,22.096,False,riverbend->roofward:planks:0.00
630,40,6,autumn_wind,roofward,archive_quarter,thread,3.5985,0.43,0.4085,3.19,22.039,False,roofward->archive_quarter:thread:0.41
631,40,7,autumn_wind,archive_quarter,signal_ridge,paper,0.11048,0.33,0.0,0.11048,22.652,False,archive_quarter->signal_ridge:paper:0.00
632,40,8,autumn_wind,signal_ridge,orchard_fen,oil,0.29368,0.43,0.0,0.29368,9.539,False,signal_ridge->orchard_fen:oil:0.00
633,40,9,autumn_wind,orchard_fen,riverbend,oil,9.539,0.33,0.3135,9.2255,33.0165,False,orchard_fen->riverbend:oil:0.31
634,40,10,autumn_wind,riverbend,roofward,planks,0.38472,0.38,0.361,0.02372,22.457,False,riverbend->roofward:planks:0.36
635,40,11,autumn_wind,roofward,archive_quarter,herbs,0.23136,0.28,0.0,0.23136,22.4095,False,roofward->archive_quarter:herbs:0.00
636,40,12,autumn_wind,archive_quarter,signal_ridge,wire,2.237,0.38,0.361,1.876,18.194,False,archive_quarter->signal_ridge:wire:0.36
637,40,13,autumn_wind,signal_ridge,orchard_fen,oil,0.44712,0.28,0.266,0.18112,9.4915,False,signal_ridge->orchard_fen:oil:0.27
638,40,14,autumn_wind,orchard_fen,riverbend,seeds,4.2533,0.38,0.361,3.8923,19.88554,False,orchard_fen->riverbend:seeds:0.36
639,40,15,autumn_wind,riverbend,roofward,water,4.0785,0.43,0.4085,3.67,22.036,False,riverbend->roofward:water:0.41
640,41,0,autumn_wind,roofward,signal_ridge,wire,0.23,0.38,0.0,0.23,18.194,False,roofward->signal_ridge:wire:0.00
641,41,1,autumn_wind,archive_quarter,orchard_fen,paper,0.29908,0.28,0.266,0.03308,25.873,False,archive_quarter->orchard_fen:paper:0.27
642,41,2,autumn_wind,signal_ridge,riverbend,oil,0.21948,0.38,0.0,0.21948,33.0165,False,signal_ridge->riverbend:oil:0.00
643,41,3,autumn_wind,orchard_fen,roofward,water,1.594,0.28,0.266,1.328,22.302,False,orchard_fen->roofward:water:0.27
644,41,4,autumn_wind,riverbend,archive_quarter,planks,0.0996,0.33,0.0,0.0996,17.402,False,riverbend->archive_quarter:planks:0.00
645,41,5,autumn_wind,roofward,signal_ridge,herbs,0.42076,0.43,0.0,0.42076,25.7945,False,roofward->signal_ridge:herbs:0.00
646,41,6,autumn_wind,archive_quarter,orchard_fen,planks,17.402,0.33,0.3135,17.0885,24.8825,False,archive_quarter->orchard_fen:planks:0.31
647,41,7,autumn_wind,signal_ridge,riverbend,oil,0.25784,0.43,0.0,0.25784,33.0165,False,signal_ridge->riverbend:oil:0.00
648,41,8,autumn_wind,orchard_fen,roofward,seeds,3.9687,0.33,0.3135,3.6552,23.52894,False,orchard_fen->roofward:seeds:0.31
649,41,9,autumn_wind,riverbend,archive_quarter,thread,1.071,0.38,0.361,0.71,22.4,False,riverbend->archive_quarter:thread:0.36
650,41,10,autumn_wind,roofward,signal_ridge,herbs,0.57228,0.28,0.266,0.30628,26.0605,False,roofward->signal_ridge:herbs:0.27
651,41,11,autumn_wind,archive_quarter,orchard_fen,paper,0.10852,0.38,0.0,0.10852,25.873,False,archive_quarter->orchard_fen:paper:0.00
652,41,12,autumn_wind,signal_ridge,riverbend,oil,0.2962,0.28,0.266,0.0302,33.2825,False,signal_ridge->riverbend:oil:0.27
653,41,13,autumn_wind,orchard_fen,roofward,seeds,3.808,0.38,0.361,3.447,23.88994,False,orchard_fen->roofward:seeds:0.36
654,41,14,autumn_wind,riverbend,archive_quarter,planks,0.17528,0.43,0.0,0.17528,17.0885,False,riverbend->archive_quarter:planks:0.00
655,41,15,autumn_wind,roofward,signal_ridge,wire,0.23,0.33,0.0,0.23,18.194,False,roofward->signal_ridge:wire:0.00
656,42,0,autumn_wind,signal_ridge,orchard_fen,planks,0.092,0.33,0.0,0.092,24.8825,False,signal_ridge->orchard_fen:planks:0.00
657,42,1,autumn_wind,orchard_fen,riverbend,seeds,3.60044,0.43,0.4085,3.19194,20.29404,False,orchard_fen->riverbend:seeds:0.41
658,42,2,autumn_wind,riverbend,roofward,planks,0.21348,0.28,0.0,0.21348,22.457,False,riverbend->roofward:planks:0.00
659,42,3,autumn_wind,roofward,archive_quarter,thread,3.19,0.38,0.361,2.829,22.761,False,roofward->archive_quarter:thread:0.36
660,42,4,autumn_wind,archive_quarter,signal_ridge,paper,0.1462,0.28,0.0,0.1462,22.652,False,archive_quarter->signal_ridge:paper:0.00
661,42,5,autumn_wind,signal_ridge,orchard_fen,oil,0.2188,0.38,0.0,0.2188,9.4915,False,signal_ridge->orchard_fen:oil:0.00
662,42,6,autumn_wind,orchard_fen,riverbend,oil,9.4915,0.28,0.266,9.2255,33.5485,False,orchard_fen->riverbend:oil:0.27
663,42,7,autumn_wind,riverbend,roofward,planks,0.25168,0.33,0.0,0.25168,22.457,False,riverbend->roofward:planks:0.00
664,42,8,autumn_wind,roofward,archive_quarter,herbs,0.42024,0.43,0.0,0.42024,22.4095,False,roofward->archive_quarter:herbs:0.00
665,42,9,autumn_wind,archive_quarter,signal_ridge,wire,1.876,0.33,0.3135,1.5625,18.5075,False,archive_quarter->signal_ridge:wire:0.31
666,42,10,autumn_wind,signal_ridge,orchard_fen,oil,0.36968,0.43,0.0,0.36968,9.2255,False,signal_ridge->orchard_fen:oil:0.00
667,42,11,autumn_wind,orchard_fen,riverbend,seeds,3.26866,0.33,0.3135,2.95516,20.60754,False,orchard_fen->riverbend:seeds:0.31
668,42,12,autumn_wind,riverbend,roofward,water,3.67,0.38,0.361,3.309,22.663,False,riverbend->roofward:water:0.36
669,42,13,autumn_wind,roofward,archive_quarter,herbs,0.5724,0.28,0.266,0.3064,22.6755,False,roofward->archive_quarter:herbs:0.27
670,42,14,autumn_wind,archive_quarter,signal_ridge,paper,0.22156,0.38,0.0,0.22156,22.652,False,archive_quarter->signal_ridge:paper:0.00
671,42,15,autumn_wind,signal_ridge,orchard_fen,planks,0.092,0.28,0.0,0.092,24.8825,False,signal_ridge->orchard_fen:planks:0.00
672,43,0,autumn_wind,orchard_fen,roofward,water,1.328,0.43,0.4085,0.9195,23.0715,False,orchard_fen->roofward:water:0.41
673,43,1,autumn_wind,riverbend,archive_quarter,planks,0.44268,0.28,0.266,0.17668,17.3545,False,riverbend->archive_quarter:planks:0.27
674,43,2,autumn_wind,roofward,signal_ridge,herbs,0.34444,0.38,0.0,0.34444,26.0605,False,roofward->signal_ridge:herbs:0.00
675,43,3,autumn_wind,archive_quarter,orchard_fen,planks,17.3545,0.28,0.266,17.0885,25.1485,False,archive_quarter->orchard_fen:planks:0.27
676,43,4,autumn_wind,signal_ridge,riverbend,oil,0.44492,0.38,0.361,0.08392,33.9095,False,signal_ridge->riverbend:oil:0.36
677,43,5,autumn_wind,orchard_fen,roofward,seeds,3.14696,0.28,0.266,2.88096,24.15594,False,orchard_fen->roofward:seeds:0.27
678,43,6,autumn_wind,riverbend,archive_quarter,thread,0.71,0.33,0.3135,0.3965,23.0745,False,riverbend->archive_quarter:thread:0.31
679,43,7,autumn_wind,roofward,signal_ridge,herbs,0.38248,0.43,0.0,0.38248,26.0605,False,roofward->signal_ridge:herbs:0.00
680,43,8,autumn_wind,archive_quarter,orchard_fen,paper,0.29732,0.33,0.0,0.29732,25.873,False,archive_quarter->orchard_fen:paper:0.00
681,43,9,autumn_wind,signal_ridge,riverbend,oil,0.12144,0.43,0.0,0.12144,33.9095,False,signal_ridge->riverbend:oil:0.00
682,43,10,autumn_wind,orchard_fen,roofward,seeds,3.0344,0.33,0.3135,2.7209,24.46944,False,orchard_fen->roofward:seeds:0.31
683,43,11,autumn_wind,riverbend,archive_quarter,planks,0.25308,0.38,0.0,0.25308,17.0885,False,riverbend->archive_quarter:planks:0.00
684,43,12,autumn_wind,roofward,signal_ridge,wire,0.23,0.28,0.0,0.23,18.5075,False,roofward->signal_ridge:wire:0.00
685,43,13,autumn_wind,archive_quarter,orchard_fen,paper,0.44884,0.38,0.361,0.08784,26.234,False,archive_quarter->orchard_fen:paper:0.36
686,43,14,autumn_wind,signal_ridge,riverbend,oil,0.15896,0.28,0.0,0.15896,33.9095,False,signal_ridge->riverbend:oil:0.00
687,43,15,autumn_wind,orchard_fen,roofward,water,0.9195,0.38,0.361,0.5585,23.4325,False,orchard_fen->roofward:water:0.36
688,44,0,autumn_wind,riverbend,roofward,water,3.309,0.28,0.266,3.043,23.6985,False,riverbend->roofward:water:0.27
689,44,1,autumn_wind,roofward,archive_quarter,herbs,0.57268,0.38,0.361,0.21168,23.0365,False,roofward->archive_quarter:herbs:0.36
690,44,2,autumn_wind,archive_quarter,signal_ridge,paper,0.12572,0.28,0.0,0.12572,22.652,False,archive_quarter->signal_ridge:paper:0.00
691,44,3,autumn_wind,signal_ridge,orchard_fen,planks,0.092,0.38,0.0,0.092,25.1485,False,signal_ridge->orchard_fen:planks:0.00
692,44,4,autumn_wind,orchard_fen,riverbend,seeds,2.79742,0.28,0.266,2.53142,20.87354,False,orchard_fen->riverbend:seeds:0.27
693,44,5,autumn_wind,riverbend,roofward,planks,0.44408,0.33,0.3135,0.13058,22.7705,False,riverbend->roofward:planks:0.31
694,44,6,autumn_wind,roofward,archive_quarter,thread,2.829,0.43,0.4085,2.4205,23.483,False,roofward->archive_quarter:thread:0.41
695,44,7,autumn_wind,archive_quarter,signal_ridge,paper,0.1636,0.33,0.0,0.1636,22.652,False,archive_quarter->signal_ridge:paper:0.00
696,44,8,autumn_wind,signal_ridge,orchard_fen,oil,0.2344,0.43,0.0,0.2344,9.2255,False,signal_ridge->orchard_fen:oil:0.00
697,44,9,autumn_wind,orchard_fen,riverbend,oil,9.2255,0.33,0.3135,8.912,34.223,False,orchard_fen->riverbend:oil:0.31
698,44,10,autumn_wind,riverbend,roofward,planks,0.28338,0.38,0.0,0.28338,22.7705,False,riverbend->roofward:planks:0.00
699,44,11,autumn_wind,roofward,archive_quarter,herbs,0.28776,0.28,0.266,0.02176,23.3025,False,roofward->archive_quarter:herbs:0.27
700,44,12,autumn_wind,archive_quarter,signal_ridge,wire,1.5625,0.38,0.361,1.2015,18.8685,False,archive_quarter->signal_ridge:wire:0.36
701,44,13,autumn_wind,signal_ridge,orchard_fen,oil,0.38528,0.28,0.266,0.11928,9.178,False,signal_ridge->orchard_fen:oil:0.27
702,44,14,autumn_wind,orchard_fen,riverbend,seeds,2.60774,0.38,0.361,2.24674,21.23454,False,orchard_fen->riverbend:seeds:0.36
703,44,15,autumn_wind,riverbend,roofward,water,3.043,0.43,0.4085,2.6345,24.107,False,riverbend->roofward:water:0.41
704,45,0,autumn_wind,roofward,signal_ridge,wire,0.23,0.38,0.0,0.23,18.8685,False,roofward->signal_ridge:wire:0.00
705,45,1,autumn_wind,archive_quarter,orchard_fen,paper,0.353,0.28,0.266,0.087,26.5,False,archive_quarter->orchard_fen:paper:0.27
706,45,2,autumn_wind,signal_ridge,riverbend,oil,0.157,0.38,0.0,0.157,34.223,False,signal_ridge->riverbend:oil:0.00
707,45,3,autumn_wind,orchard_fen,roofward,water,0.5585,0.28,0.266,0.2925,24.373,False,orchard_fen->roofward:water:0.27
708,45,4,autumn_wind,riverbend,archive_quarter,planks,0.35958,0.33,0.3135,0.04608,17.402,False,riverbend->archive_quarter:planks:0.31
709,45,5,autumn_wind,roofward,signal_ridge,herbs,0.21196,0.43,0.0,0.21196,26.0605,False,roofward->signal_ridge:herbs:0.00
710,45,6,autumn_wind,archive_quarter,orchard_fen,planks,17.402,0.33,0.3135,17.0885,25.462,False,archive_quarter->orchard_fen:planks:0.31
711,45,7,autumn_wind,signal_ridge,riverbend,oil,0.19472,0.43,0.0,0.19472,34.223,False,signal_ridge->riverbend:oil:0.00
712,45,8,autumn_wind,orchard_fen,roofward,seeds,2.32346,0.33,0.3135,2.00996,24.78294,False,orchard_fen->roofward:seeds:0.31
713,45,9,autumn_wind,riverbend,archive_quarter,thread,0.3965,0.38,0.361,0.0355,23.844,False,riverbend->archive_quarter:thread:0.36
714,45,10,autumn_wind,roofward,signal_ridge,herbs,0.36412,0.28,0.266,0.09812,26.3265,False,roofward->signal_ridge:herbs:0.27
715,45,11,autumn_wind,archive_quarter,orchard_fen,paper,0.16276,0.38,0.0,0.16276,26.5,False,archive_quarter->orchard_fen:paper:0.00
716,45,12,autumn_wind,signal_ridge,riverbend,oil,0.23244,0.28,0.0,0.23244,34.223,False,signal_ridge->riverbend:oil:0.00
717,45,13,autumn_wind,orchard_fen,roofward,seeds,2.1634,0.38,0.361,1.8024,25.14394,False,orchard_fen->roofward:seeds:0.36
718,45,14,autumn_wind,riverbend,archive_quarter,planks,0.12208,0.43,0.0,0.12208,17.0885,False,riverbend->archive_quarter:planks:0.00
719,45,15,autumn_wind,roofward,signal_ridge,wire,0.23,0.33,0.0,0.23,18.8685,False,roofward->signal_ridge:wire:0.00
720,46,0,autumn_wind,archive_quarter,signal_ridge,wire,1.2015,0.28,0.266,0.9355,19.1345,False,archive_quarter->signal_ridge:wire:0.27
721,46,1,autumn_wind,signal_ridge,orchard_fen,oil,0.38332,0.38,0.361,0.02232,9.539,False,signal_ridge->orchard_fen:oil:0.36
722,46,2,autumn_wind,orchard_fen,riverbend,seeds,1.84076,0.28,0.266,1.57476,21.50054,False,orchard_fen->riverbend:seeds:0.27
723,46,3,autumn_wind,riverbend,roofward,water,2.6345,0.33,0.3135,2.321,24.6865,False,riverbend->roofward:water:0.31
724,46,4,autumn_wind,roofward,archive_quarter,herbs,0.174,0.43,0.0,0.174,23.3025,False,roofward->archive_quarter:herbs:0.00
725,46,5,autumn_wind,archive_quarter,signal_ridge,paper,0.35216,0.33,0.3135,0.03866,22.9655,False,archive_quarter->signal_ridge:paper:0.31
726,46,6,autumn_wind,signal_ridge,orchard_fen,planks,0.092,0.43,0.0,0.092,25.462,False,signal_ridge->orchard_fen:planks:0.00
727,46,7,autumn_wind,orchard_fen,riverbend,seeds,1.61312,0.33,0.3135,1.29962,21.81404,False,orchard_fen->riverbend:seeds:0.31
728,46,8,autumn_wind,riverbend,roofward,planks,0.19848,0.38,0.0,0.19848,22.7705,False,riverbend->roofward:planks:0.00
729,46,9,autumn_wind,roofward,archive_quarter,thread,2.4205,0.28,0.266,2.1545,24.11,False,roofward->archive_quarter:thread:0.27
730,46,10,autumn_wind,archive_quarter,signal_ridge,paper,0.19018,0.38,0.0,0.19018,22.9655,False,archive_quarter->signal_ridge:paper:0.00
731,46,11,autumn_wind,signal_ridge,orchard_fen,oil,0.09776,0.28,0.0,0.09776,9.539,False,signal_ridge->orchard_fen:oil:0.00
732,46,12,autumn_wind,orchard_fen,riverbend,oil,9.539,0.38,0.361,9.178,34.584,False,orchard_fen->riverbend:oil:0.36
733,46,13,autumn_wind,riverbend,roofward,planks,0.35128,0.43,0.0,0.35128,22.7705,False,riverbend->roofward:planks:0.00
734,46,14,autumn_wind,roofward,archive_quarter,herbs,0.24968,0.33,0.0,0.24968,23.3025,False,roofward->archive_quarter:herbs:0.00
735,46,15,autumn_wind,archive_quarter,signal_ridge,wire,0.9355,0.43,0.4085,0.527,19.543,False,archive_quarter->signal_ridge:wire:0.41
736,47,0,autumn_wind,signal_ridge,riverbend,oil,0.13548,0.38,0.0,0.13548,34.584,False,signal_ridge->riverbend:oil:0.00
737,47,1,autumn_wind,orchard_fen,roofward,seeds,1.49142,0.28,0.266,1.22542,25.40994,False,orchard_fen->roofward:seeds:0.27
738,47,2,autumn_wind,riverbend,archive_quarter,planks,0.38948,0.33,0.3135,0.07598,17.402,False,riverbend->archive_quarter:planks:0.31
739,47,3,autumn_wind,roofward,signal_ridge,wire,0.23,0.43,0.0,0.23,19.543,False,roofward->signal_ridge:wire:0.00
740,47,4,autumn_wind,archive_quarter,orchard_fen,paper,0.26574,0.33,0.0,0.26574,26.5,False,archive_quarter->orchard_fen:paper:0.00
741,47,5,autumn_wind,signal_ridge,riverbend,oil,0.28636,0.43,0.0,0.28636,34.584,False,signal_ridge->riverbend:oil:0.00
742,47,6,autumn_wind,orchard_fen,roofward,water,0.2925,0.33,0.0,0.2925,24.6865,False,orchard_fen->roofward:water:0.00
743,47,7,autumn_wind,riverbend,archive_quarter,planks,0.11418,0.38,0.0,0.11418,17.402,False,riverbend->archive_quarter:planks:0.00
744,47,8,autumn_wind,roofward,signal_ridge,herbs,0.32576,0.28,0.266,0.05976,26.5925,False,roofward->signal_ridge:herbs:0.27
745,47,9,autumn_wind,archive_quarter,orchard_fen,planks,17.402,0.38,0.361,17.041,25.823,False,archive_quarter->orchard_fen:planks:0.36
746,47,10,autumn_wind,signal_ridge,riverbend,oil,0.43724,0.28,0.266,0.17124,34.85,False,signal_ridge->riverbend:oil:0.27
747,47,11,autumn_wind,orchard_fen,roofward,seeds,1.30214,0.38,0.361,0.94114,25.77094,False,orchard_fen->roofward:seeds:0.36
748,47,12,autumn_wind,riverbend,archive_quarter,thread,0.0355,0.43,0.0,0.0355,24.11,False,riverbend->archive_quarter:thread:0.00
749,47,13,autumn_wind,roofward,signal_ridge,herbs,0.21192,0.33,0.0,0.21192,26.5925,False,roofward->signal_ridge:herbs:0.00
750,47,14,autumn_wind,archive_quarter,orchard_fen,paper,0.3411,0.43,0.0,0.3411,26.5,False,archive_quarter->orchard_fen:paper:0.00
751,47,15,autumn_wind,signal_ridge,riverbend,oil,0.20896,0.33,0.0,0.20896,34.85,False,signal_ridge->riverbend:oil:0.00
752,48,0,autumn_wind,riverbend,roofward,water,2.321,0.28,0.266,2.055,24.9525,False,riverbend->roofward:water:0.27
753,48,1,autumn_wind,roofward,archive_quarter,herbs,0.36472,0.38,0.0,0.36472,23.3025,False,roofward->archive_quarter:herbs:0.00
754,48,2,autumn_wind,archive_quarter,signal_ridge,paper,0.37914,0.28,0.266,0.11314,23.2315,False,archive_quarter->signal_ridge:paper:0.27
755,48,3,autumn_wind,signal_ridge,orchard_fen,planks,0.092,0.38,0.0,0.092,25.823,False,signal_ridge->orchard_fen:planks:0.00
756,48,4,autumn_wind,orchard_fen,riverbend,seeds,0.97866,0.28,0.266,0.71266,22.08004,False,orchard_fen->riverbend:seeds:0.27
757,48,5,autumn_wind,riverbend,roofward,planks,0.34418,0.33,0.3135,0.03068,23.084,False,riverbend->roofward:planks:0.31
758,48,6,autumn_wind,roofward,archive_quarter,thread,2.1545,0.43,0.4085,1.746,24.5185,False,roofward->archive_quarter:thread:0.41
759,48,7,autumn_wind,archive_quarter,signal_ridge,paper,0.15118,0.33,0.0,0.15118,23.2315,False,archive_quarter->signal_ridge:paper:0.00
760,48,8,autumn_wind,signal_ridge,orchard_fen,oil,0.28472,0.43,0.0,0.28472,9.178,False,signal_ridge->orchard_fen:oil:0.00
761,48,9,autumn_wind,orchard_fen,riverbend,oil,9.178,0.33,0.3135,8.8645,35.1635,False,orchard_fen->riverbend:oil:0.31
762,48,10,autumn_wind,riverbend,roofward,planks,0.18412,0.38,0.0,0.18412,23.084,False,riverbend->roofward:planks:0.00
763,48,11,autumn_wind,roofward,archive_quarter,herbs,0.44112,0.28,0.266,0.17512,23.5685,False,roofward->archive_quarter:herbs:0.27
764,48,12,autumn_wind,archive_quarter,signal_ridge,wire,0.527,0.38,0.361,0.166,19.904,False,archive_quarter->signal_ridge:wire:0.36
765,48,13,autumn_wind,signal_ridge,orchard_fen,oil,0.43624,0.28,0.266,0.17024,9.1305,False,signal_ridge->orchard_fen:oil:0.27
766,48,14,autumn_wind,orchard_fen,riverbend,seeds,0.7877,0.38,0.361,0.4267,22.44104,False,orchard_fen->riverbend:seeds:0.36
767,48,15,autumn_wind,riverbend,roofward,water,2.055,0.43,0.4085,1.6465,25.361,False,riverbend->roofward:water:0.41
768,49,0,winter_cold,roofward,signal_ridge,wire,0.23,0.38,0.0,0.23,19.904,False,roofward->signal_ridge:wire:0.00
769,49,1,winter_cold,archive_quarter,orchard_fen,paper,0.31514,0.28,0.2464,0.06874,26.7464,False,archive_quarter->orchard_fen:paper:0.25
770,49,2,winter_cold,signal_ridge,riverbend,oil,0.3046,0.38,0.0,0.3046,35.1635,False,signal_ridge->riverbend:oil:0.00
771,49,3,winter_cold,orchard_fen,roofward,water,0.2925,0.28,0.2464,0.0461,25.6074,False,orchard_fen->roofward:water:0.25
772,49,4,winter_cold,riverbend,archive_quarter,planks,0.25408,0.33,0.0,0.25408,17.041,False,riverbend->archive_quarter:planks:0.00
773,49,5,winter_cold,roofward,signal_ridge,herbs,0.33332,0.43,0.0,0.33332,26.5925,False,roofward->signal_ridge:herbs:0.00
774,49,6,winter_cold,archive_quarter,orchard_fen,planks,17.041,0.33,0.2904,16.7506,26.1134,False,archive_quarter->orchard_fen:planks:0.29
775,49,7,winter_cold,signal_ridge,riverbend,oil,0.43896,0.43,0.3784,0.06056,35.5419,False,signal_ridge->riverbend:oil:0.38
776,49,8,winter_cold,orchard_fen,roofward,seeds,0.49062,0.33,0.2904,0.20022,26.06134,False,orchard_fen->roofward:seeds:0.29
777,49,9,winter_cold,riverbend,archive_quarter,thread,0.0355,0.38,0.0,0.0355,24.5185,False,riverbend->archive_quarter:thread:0.00
778,49,10,winter_cold,roofward,signal_ridge,herbs,0.45988,0.28,0.2464,0.21348,26.8389,False,roofward->signal_ridge:herbs:0.25
779,49,11,winter_cold,archive_quarter,orchard_fen,paper,0.1317,0.38,0.0,0.1317,26.7464,False,archive_quarter->orchard_fen:paper:0.00
780,49,12,winter_cold,signal_ridge,riverbend,oil,0.19492,0.28,0.0,0.19492,35.5419,False,signal_ridge->riverbend:oil:0.00
781,49,13,winter_cold,orchard_fen,roofward,seeds,0.32806,0.38,0.0,0.32806,26.06134,False,orchard_fen->roofward:seeds:0.00
782,49,14,winter_cold,riverbend,archive_quarter,planks,0.31728,0.43,0.0,0.31728,16.7506,True,riverbend->archive_quarter:planks:0.00
783,49,15,winter_cold,roofward,signal_ridge,wire,0.23,0.33,0.0,0.23,19.904,False,roofward->signal_ridge:wire:0.00
784,50,0,winter_cold,archive_quarter,signal_ridge,wire,0.166,0.28,0.0,0.166,19.904,False,archive_quarter->signal_ridge:wire:0.00
785,50,1,winter_cold,signal_ridge,orchard_fen,oil,0.42324,0.38,0.3344,0.08884,9.56858,False,signal_ridge->orchard_fen:oil:0.33
786,50,2,winter_cold,orchard_fen,riverbend,seeds,0.36002,0.28,0.2464,0.11362,22.68744,False,orchard_fen->riverbend:seeds:0.25
787,50,3,winter_cold,riverbend,roofward,water,1.6465,0.33,0.2904,1.3561,25.8978,False,riverbend->roofward:water:0.29
788,50,4,winter_cold,roofward,archive_quarter,herbs,0.27656,0.43,0.0,0.27656,23.5685,False,roofward->archive_quarter:herbs:0.00
