tick_id,day,route_id,agent,choice_label,trust_before,trust_delta,trust_after,route_recovery_delta,followup_due,consequence_visible
932,67,roofward_archive,Fay,ask to keep direct route,0.92,0.018,0.92,0.012,False,True
933,67,archive_signal,Milo,ask to keep direct route,0.89,0.0,0.89,0.0,False,False
934,67,signal_orchard,Milo,ask to keep direct route,0.908,0.0,0.908,0.0,False,False
935,67,orchard_riverbend,Ari,ask to keep direct route,0.92,0.0,0.92,0.0,False,False
936,67,central_repair_ring,Juno,ask to keep direct route,0.92,0.018,0.92,0.012,False,True
937,67,riverbend_roofward,Fay,ask to keep direct route,0.92,0.0,0.92,0.0,False,False
938,68,roofward_archive,Fay,ask to keep direct route,0.92,0.0,0.92,0.0,False,False
939,68,archive_signal,Milo,ask to keep direct route,0.89,0.018,0.908,0.012,True,True
940,68,signal_orchard,Milo,ask to merge detour,0.908,0.0,0.908,0.0,False,False
941,68,orchard_riverbend,Ari,ask to keep direct route,0.92,0.0,0.92,0.0,False,False
942,68,central_repair_ring,Juno,ask to keep direct route,0.92,0.018,0.92,0.012,True,True
943,68,riverbend_roofward,Fay,ask to keep direct route,0.92,0.0,0.92,0.0,False,False
944,68,roofward_archive,Fay,ask to keep direct route,0.92,0.0,0.92,0.0,False,False
945,68,archive_signal,Milo,ask to keep direct route,0.908,0.018,0.92,0.012,False,True
946,68,signal_orchard,Milo,ask to keep direct route,0.908,0.018,0.92,0.012,True,True
947,68,orchard_riverbend,Ari,ask to keep direct route,0.92,0.0,0.92,0.0,False,False
948,68,central_repair_ring,Juno,ask to keep direct route,0.92,0.018,0.92,0.012,False,True
949,68,riverbend_roofward,Fay,ask to keep direct route,0.92,0.0,0.92,0.0,False,False
950,68,roofward_archive,Fay,ask to merge detour,0.92,0.018,0.92,0.012,True,True
951,68,archive_signal,Milo,ask to keep direct route,0.92,0.018,0.92,0.012,False,True
952,69,signal_orchard,Milo,ask to keep direct route,0.92,0.0,0.92,0.0,False,False
953,69,orchard_riverbend,Ari,ask to keep direct route,0.92,0.018,0.92,0.012,False,True
954,69,central_repair_ring,Juno,ask to merge detour,0.92,0.0,0.92,0.0,False,False
955,69,riverbend_roofward,Fay,ask to keep direct route,0.92,0.0,0.92,0.0,False,False
956,69,roofward_archive,Fay,ask to keep direct route,0.92,0.018,0.92,0.012,False,True
957,69,archive_signal,Milo,ask to keep direct route,0.92,0.0,0.92,0.0,False,False
958,69,signal_orchard,Milo,ask to keep direct route,0.92,0.0,0.92,0.0,False,False
959,69,orchard_riverbend,Ari,ask to keep direct route,0.92,0.0,0.92,0.0,False,False
960,69,central_repair_ring,Juno,ask to keep direct route,0.92,0.018,0.92,0.012,False,True
961,69,riverbend_roofward,Fay,ask to keep direct route,0.92,0.0,0.92,0.0,False,False
962,69,roofward_archive,Fay,ask to keep direct route,0.92,0.0,0.92,0.0,False,False
963,69,archive_signal,Milo,ask to keep direct route,0.92,0.0,0.92,0.0,False,False
964,69,signal_orchard,Milo,ask to merge detour,0.92,0.018,0.92,0.012,False,True
965,69,orchard_riverbend,Ari,ask to keep direct route,0.92,0.0,0.92,0.0,False,False
966,70,central_repair_ring,Juno,ask to keep direct route,0.92,0.0,0.92,0.0,False,False
967,70,riverbend_roofward,Fay,ask to keep direct route,0.92,0.018,0.92,0.012,True,True
968,70,roofward_archive,Fay,ask to merge detour,0.92,0.0,0.92,0.0,False,False
969,70,archive_signal,Milo,ask to keep direct route,0.92,0.0,0.92,0.0,False,False
970,70,signal_orchard,Milo,ask to keep direct route,0.92,0.018,0.92,0.012,False,True
971,70,orchard_riverbend,Ari,ask to keep direct route,0.92,0.0,0.92,0.0,False,False
972,70,central_repair_ring,Juno,ask to keep direct route,0.92,0.0,0.92,0.0,False,False
973,70,riverbend_roofward,Fay,ask to keep direct route,0.92,0.018,0.92,0.012,False,True
974,70,roofward_archive,Fay,ask to keep direct route,0.92,0.018,0.92,0.012,False,True
975,70,archive_signal,Milo,ask to keep direct route,0.92,0.0,0.92,0.0,False,False
976,70,signal_orchard,Milo,ask to keep direct route,0.92,0.018,0.92,0.012,True,True
977,70,orchard_riverbend,Ari,ask to keep direct route,0.92,0.0,0.92,0.0,False,False
978,70,central_repair_ring,Juno,ask to merge detour,0.92,0.018,0.92,0.012,True,True
979,70,riverbend_roofward,Fay,ask to keep direct route,0.92,0.018,0.92,0.012,False,True
980,71,roofward_archive,Fay,ask to keep direct route,0.92,0.0,0.92,0.0,False,False
981,71,archive_signal,Milo,ask to keep direct route,0.92,0.018,0.92,0.012,True,True
982,71,signal_orchard,Milo,ask to merge detour,0.92,0.0,0.92,0.0,False,False
983,71,orchard_riverbend,Ari,ask to keep direct route,0.92,0.0,0.92,0.0,False,False
984,71,central_repair_ring,Juno,ask to keep direct route,0.92,-0.012,0.908,-0.004,False,True
985,71,riverbend_roofward,Fay,ask to keep direct route,0.92,0.0,0.92,0.0,False,False
986,71,roofward_archive,Fay,ask to keep direct route,0.92,0.0,0.92,0.0,False,False
987,71,archive_signal,Milo,ask to keep direct route,0.92,0.0,0.92,0.0,False,False
988,71,signal_orchard,Milo,ask to keep direct route,0.92,0.018,0.92,0.012,False,True
989,71,orchard_riverbend,Ari,ask to keep direct route,0.92,0.0,0.92,0.0,False,False
990,71,central_repair_ring,Juno,ask to keep direct route,0.908,0.0,0.908,0.0,False,False
991,71,riverbend_roofward,Fay,ask to keep direct route,0.92,0.0,0.92,0.0,False,False
992,71,roofward_archive,Fay,ask to keep direct route,0.92,0.018,0.92,0.012,True,True
993,71,archive_signal,Milo,ask to keep direct route,0.92,0.0,0.92,0.0,False,False
994,72,orchard_riverbend,Ivo,ask to keep direct route,0.92,0.0,0.92,0.0,False,False
995,72,central_repair_ring,Pax,ask to merge detour,0.884,0.018,0.902,0.012,False,True
996,72,riverbend_roofward,Ari,ask to keep direct route,0.92,0.0,0.92,0.0,False,False
997,72,roofward_archive,Nia,ask to keep direct route,0.92,0.0,0.92,0.0,False,False
998,72,archive_signal,Nia,ask to keep direct route,0.92,0.018,0.92,0.012,False,True
999,72,signal_orchard,Ivo,ask to keep direct route,0.92,0.0,0.92,0.0,False,False
1000,72,orchard_riverbend,Ivo,ask to keep direct route,0.92,0.0,0.92,0.0,False,False
1001,72,central_repair_ring,Pax,ask to keep direct route,0.902,0.0,0.902,0.0,False,False
1002,72,riverbend_roofward,Ari,ask to merge detour,0.92,0.018,0.92,0.012,True,True
1003,72,roofward_archive,Nia,ask to keep direct route,0.92,0.0,0.92,0.0,False,False
1004,72,archive_signal,Nia,ask to keep direct route,0.92,0.0,0.92,0.0,False,False
1005,72,signal_orchard,Ivo,ask to keep direct route,0.92,0.0,0.92,0.0,False,False
1006,72,orchard_riverbend,Ivo,ask to merge detour,0.92,0.018,0.92,0.012,True,True
1007,72,central_repair_ring,Pax,ask to keep direct route,0.902,0.0,0.902,0.0,False,False
