tick_id,day,session_id,settlement_id,resident_id,project_id,failure_mode,failure_trigger,work_integrity_before,work_integrity_after,recovery_action,recovery_option_visible,failed_work_not_erased,retry_available,relationship_damage_bounded,recovered_enough_to_continue
3161,176,session-030,glass_harbor,Nia,35100ce116,lamp sputter,path/tool/material uncertainty,0.845,0.854,swap worn tool,True,True,True,True,True
3162,176,session-030,cinder_garden,Pax,cfb8cd3fed,basket spill,path/tool/material uncertainty,0.94,0.94,restore material,True,True,True,True,True
3164,176,session-030,orchid_engine,Eli,3f711d3e3b,valve knock,path/tool/material uncertainty,0.94,0.94,step back,True,True,True,True,True
3166,176,session-030,glass_harbor,Oren,f949aa8fd3,fog seal leak,explicit recovery step,0.94,0.94,swap worn tool,True,True,True,True,True
3168,177,session-030,orchid_engine,Dax,8d36ca6708,orchid dim,path/tool/material uncertainty,0.94,0.94,swap worn tool,True,True,True,True,True
3169,177,session-030,moss_ward,Tala,690cd7241e,wet footing,explicit recovery step,0.878,0.899,restore material,True,True,True,True,True
3170,177,session-030,glass_harbor,Nia,24a6670b6c,net tear,path/tool/material uncertainty,0.94,0.94,schedule retry,True,True,True,True,True
3172,177,session-030,lichen_bridge,Rin,48fc2b7680,rope slack,path/tool/material uncertainty,0.94,0.94,ask resident lead,True,True,True,True,True
3174,177,session-030,moss_ward,Ari,da0f22a6f5,ledger miscopy,path/tool/material uncertainty,0.94,0.94,restore material,True,True,True,True,True
3175,177,session-030,glass_harbor,Oren,9f03b2f23d,lamp sputter,path/tool/material uncertainty,0.851,0.86,schedule retry,True,True,True,True,True
3176,177,session-030,cinder_garden,Vale,58b08d67ce,basket spill,explicit recovery step,0.94,0.94,step back,True,True,True,True,True
3177,177,session-030,lichen_bridge,Sol,6a6945c048,token shortage,path/tool/material uncertainty,0.932,0.94,ask resident lead,True,True,True,True,True
3178,177,session-030,orchid_engine,Bea,1a39418cc8,valve knock,path/tool/material uncertainty,0.94,0.94,swap worn tool,True,True,True,True,True
3180,177,session-030,glass_harbor,Puck,19e61c2da4,fog seal leak,path/tool/material uncertainty,0.94,0.94,schedule retry,True,True,True,True,True
3182,177,session-030,lichen_bridge,Kio,0c14394478,bell mistune,path/tool/material uncertainty,0.94,0.94,ask resident lead,True,True,True,True,True
3183,177,session-030,orchid_engine,Cai,80ecb7dbcd,orchid dim,explicit recovery step,0.896,0.911,swap worn tool,True,True,True,True,True
3184,177,session-030,moss_ward,Milo,4f19e26857,wet footing,path/tool/material uncertainty,0.94,0.94,restore material,True,True,True,True,True
3186,178,session-030,lichen_bridge,Sol,85cb036eb5,rope slack,explicit recovery step,0.94,0.94,restore material,True,True,True,True,True
3188,178,session-030,moss_ward,Fay,6a7b5adb25,ledger miscopy,path/tool/material uncertainty,0.94,0.94,step back,True,True,True,True,True
3190,178,session-030,cinder_garden,Wren,81aa359945,basket spill,path/tool/material uncertainty,0.94,0.94,swap worn tool,True,True,True,True,True
3192,178,session-030,orchid_engine,Cai,2fe151eb17,valve knock,path/tool/material uncertainty,0.94,0.94,schedule retry,True,True,True,True,True
3193,178,session-030,moss_ward,Milo,b03af16c10,cord snap,explicit recovery step,0.821,0.842,step back,True,True,True,True,True
3194,178,session-030,glass_harbor,Sera,768a4d2ad8,fog seal leak,path/tool/material uncertainty,0.94,0.94,ask resident lead,True,True,True,True,True
3196,178,session-030,lichen_bridge,Luma,450c18baea,bell mistune,path/tool/material uncertainty,0.94,0.94,restore material,True,True,True,True,True
3197,178,session-030,orchid_engine,Dax,363676d602,orchid dim,path/tool/material uncertainty,0.836,0.845,schedule retry,True,True,True,True,True
3198,178,session-030,moss_ward,Tala,572744cec7,wet footing,path/tool/material uncertainty,0.94,0.94,step back,True,True,True,True,True
3200,178,session-030,cinder_garden,Pax,1e5830ef22,calendar mismatch,explicit recovery step,0.94,0.94,swap worn tool,True,True,True,True,True
3202,178,session-030,orchid_engine,Eli,a3b8dc6d55,gear jam,path/tool/material uncertainty,0.94,0.94,schedule retry,True,True,True,True,True
3204,179,session-030,cinder_garden,Juno,f754fc777c,basket spill,path/tool/material uncertainty,0.94,0.94,schedule retry,True,True,True,True,True
3206,179,session-030,orchid_engine,Dax,947f5c8b39,valve knock,path/tool/material uncertainty,0.94,0.94,ask resident lead,True,True,True,True,True
3208,179,session-030,glass_harbor,Nia,7d03d3d3f1,fog seal leak,path/tool/material uncertainty,0.94,0.94,restore material,True,True,True,True,True
3209,179,session-030,cinder_garden,Pax,2ac4db2919,heat spike,path/tool/material uncertainty,0.893,0.902,schedule retry,True,True,True,True,True
3210,179,session-030,lichen_bridge,Rin,b522b59c7e,bell mistune,explicit recovery step,0.94,0.94,step back,True,True,True,True,True
3211,179,session-030,orchid_engine,Eli,e4ebf8a5c3,orchid dim,path/tool/material uncertainty,0.854,0.863,ask resident lead,True,True,True,True,True
3212,179,session-030,moss_ward,Ari,acb2c21249,wet footing,path/tool/material uncertainty,0.94,0.94,swap worn tool,True,True,True,True,True
3213,179,session-030,glass_harbor,Oren,65ab173ea1,net tear,path/tool/material uncertainty,0.935,0.94,restore material,True,True,True,True,True
3214,179,session-030,cinder_garden,Vale,7525471538,calendar mismatch,path/tool/material uncertainty,0.94,0.94,schedule retry,True,True,True,True,True
3216,179,session-030,orchid_engine,Bea,a0d3597080,gear jam,path/tool/material uncertainty,0.94,0.94,ask resident lead,True,True,True,True,True
3217,179,session-030,moss_ward,Fay,72cfe9f03b,ledger miscopy,explicit recovery step,0.884,0.905,swap worn tool,True,True,True,True,True
3218,179,session-030,glass_harbor,Puck,d99abac1ce,lamp sputter,path/tool/material uncertainty,0.94,0.94,restore material,True,True,True,True,True
3219,179,session-030,cinder_garden,Wren,efccb1106a,basket spill,path/tool/material uncertainty,0.869,0.878,schedule retry,True,True,True,True,True
3220,179,session-030,lichen_bridge,Kio,096f63fbc9,token shortage,path/tool/material uncertainty,0.94,0.94,step back,True,True,True,True,True
3222,180,session-030,glass_harbor,Oren,f949aa8fd3,fog seal leak,path/tool/material uncertainty,0.94,0.94,step back,True,True,True,True,True
3224,180,session-030,lichen_bridge,Sol,910495b9ec,bell mistune,path/tool/material uncertainty,0.94,0.94,swap worn tool,True,True,True,True,True
3226,180,session-030,moss_ward,Fay,9c82c8d116,wet footing,path/tool/material uncertainty,0.94,0.94,schedule retry,True,True,True,True,True
3227,180,session-030,glass_harbor,Puck,4a73f95e3d,net tear,explicit recovery step,0.893,0.914,step back,True,True,True,True,True
3228,180,session-030,cinder_garden,Wren,9ee5bba78b,calendar mismatch,path/tool/material uncertainty,0.94,0.94,ask resident lead,True,True,True,True,True
3230,180,session-030,orchid_engine,Cai,aa06bc447d,gear jam,path/tool/material uncertainty,0.94,0.94,restore material,True,True,True,True,True
3232,180,session-030,glass_harbor,Sera,35df557118,lamp sputter,path/tool/material uncertainty,0.94,0.94,step back,True,True,True,True,True
3234,180,session-030,lichen_bridge,Luma,a72c4caf94,token shortage,explicit recovery step,0.94,0.94,swap worn tool,True,True,True,True,True
3236,180,session-030,moss_ward,Tala,ab7eb655b8,cord snap,path/tool/material uncertainty,0.94,0.94,schedule retry,True,True,True,True,True
3238,180,session-030,cinder_garden,Pax,cfb8cd3fed,heat spike,path/tool/material uncertainty,0.94,0.94,ask resident lead,True,True,True,True,True
3239,180,session-030,lichen_bridge,Rin,d21d02a5bc,bell mistune,path/tool/material uncertainty,0.857,0.866,swap worn tool,True,True,True,True,True
3240,181,session-031,moss_ward,Milo,4f19e26857,wet footing,path/tool/material uncertainty,0.94,0.94,ask resident lead,True,True,True,True,True
3242,181,session-031,cinder_garden,Juno,9c5554028b,calendar mismatch,path/tool/material uncertainty,0.94,0.94,restore material,True,True,True,True,True
3243,181,session-031,lichen_bridge,Luma,5fbf6bf7bd,rope slack,path/tool/material uncertainty,0.842,0.851,schedule retry,True,True,True,True,True
3244,181,session-031,orchid_engine,Dax,8d36ca6708,gear jam,explicit recovery step,0.94,0.94,step back,True,True,True,True,True
3245,181,session-031,moss_ward,Tala,690cd7241e,ledger miscopy,path/tool/material uncertainty,0.899,0.908,ask resident lead,True,True,True,True,True
3246,181,session-031,glass_harbor,Nia,24a6670b6c,lamp sputter,path/tool/material uncertainty,0.94,0.94,swap worn tool,True,True,True,True,True
3248,181,session-031,lichen_bridge,Rin,48fc2b7680,token shortage,path/tool/material uncertainty,0.94,0.94,schedule retry,True,True,True,True,True
3250,181,session-031,moss_ward,Ari,da0f22a6f5,cord snap,path/tool/material uncertainty,0.94,0.94,ask resident lead,True,True,True,True,True
3251,181,session-031,glass_harbor,Oren,9f03b2f23d,fog seal leak,explicit recovery step,0.86,0.881,swap worn tool,True,True,True,True,True
3252,181,session-031,cinder_garden,Vale,58b08d67ce,heat spike,path/tool/material uncertainty,0.94,0.94,restore material,True,True,True,True,True
3254,181,session-031,orchid_engine,Bea,1a39418cc8,orchid dim,path/tool/material uncertainty,0.94,0.94,step back,True,True,True,True,True
3255,181,session-031,moss_ward,Fay,cbe617b6af,wet footing,path/tool/material uncertainty,0.809,0.818,ask resident lead,True,True,True,True,True
3256,181,session-031,glass_harbor,Puck,19e61c2da4,net tear,path/tool/material uncertainty,0.94,0.94,swap worn tool,True,True,True,True,True
3258,182,session-031,orchid_engine,Eli,a3b8dc6d55,gear jam,path/tool/material uncertainty,0.94,0.94,swap worn tool,True,True,True,True,True
3260,182,session-031,glass_harbor,Oren,d2b7153668,lamp sputter,path/tool/material uncertainty,0.94,0.94,schedule retry,True,True,True,True,True
3261,182,session-031,cinder_garden,Vale,b4da23a954,basket spill,explicit recovery step,0.83,0.845,step back,True,True,True,True,True
3262,182,session-031,lichen_bridge,Sol,85cb036eb5,token shortage,path/tool/material uncertainty,0.94,0.94,ask resident lead,True,True,True,True,True
3264,182,session-031,moss_ward,Fay,6a7b5adb25,cord snap,path/tool/material uncertainty,0.94,0.94,restore material,True,True,True,True,True
3265,182,session-031,glass_harbor,Puck,c10ea1470a,fog seal leak,path/tool/material uncertainty,0.848,0.857,schedule retry,True,True,True,True,True
3266,182,session-031,cinder_garden,Wren,81aa359945,heat spike,path/tool/material uncertainty,0.94,0.94,step back,True,True,True,True,True
3268,182,session-031,orchid_engine,Cai,2fe151eb17,orchid dim,explicit recovery step,0.94,0.94,swap worn tool,True,True,True,True,True
3270,182,session-031,glass_harbor,Sera,768a4d2ad8,net tear,path/tool/material uncertainty,0.94,0.94,schedule retry,True,True,True,True,True
3272,182,session-031,lichen_bridge,Luma,450c18baea,rope slack,path/tool/material uncertainty,0.94,0.94,ask resident lead,True,True,True,True,True
3274,182,session-031,moss_ward,Tala,572744cec7,ledger miscopy,path/tool/material uncertainty,0.94,0.94,restore material,True,True,True,True,True
3275,182,session-031,glass_harbor,Nia,2c46e6f05e,lamp sputter,explicit recovery step,0.881,0.902,schedule retry,True,True,True,True,True
3276,183,session-031,lichen_bridge,Kio,096f63fbc9,token shortage,path/tool/material uncertainty,0.94,0.94,restore material,True,True,True,True,True
3277,183,session-031,orchid_engine,Cai,7b17b6bca2,valve knock,path/tool/material uncertainty,0.878,0.887,schedule retry,True,True,True,True,True
3278,183,session-031,moss_ward,Milo,42164b006a,cord snap,explicit recovery step,0.94,0.94,step back,True,True,True,True,True
3279,183,session-031,glass_harbor,Sera,b557cb5ab1,fog seal leak,path/tool/material uncertainty,0.818,0.827,ask resident lead,True,True,True,True,True
3280,183,session-031,cinder_garden,Juno,f754fc777c,heat spike,path/tool/material uncertainty,0.94,0.94,swap worn tool,True,True,True,True,True
3282,183,session-031,orchid_engine,Dax,947f5c8b39,orchid dim,path/tool/material uncertainty,0.94,0.94,schedule retry,True,True,True,True,True
3284,183,session-031,glass_harbor,Nia,7d03d3d3f1,net tear,path/tool/material uncertainty,0.94,0.94,ask resident lead,True,True,True,True,True
3285,183,session-031,cinder_garden,Pax,2ac4db2919,calendar mismatch,explicit recovery step,0.902,0.923,swap worn tool,True,True,True,True,True
3286,183,session-031,lichen_bridge,Rin,b522b59c7e,rope slack,path/tool/material uncertainty,0.94,0.94,restore material,True,True,True,True,True
3288,183,session-031,moss_ward,Ari,acb2c21249,ledger miscopy,path/tool/material uncertainty,0.94,0.94,step back,True,True,True,True,True
3289,183,session-031,glass_harbor,Oren,65ab173ea1,lamp sputter,path/tool/material uncertainty,0.94,0.94,ask resident lead,True,True,True,True,True
3290,183,session-031,cinder_garden,Vale,7525471538,basket spill,path/tool/material uncertainty,0.94,0.94,swap worn tool,True,True,True,True,True
3292,183,session-031,orchid_engine,Bea,a0d3597080,valve knock,explicit recovery step,0.94,0.94,schedule retry,True,True,True,True,True
3294,184,session-031,cinder_garden,Pax,cfb8cd3fed,heat spike,path/tool/material uncertainty,0.94,0.94,schedule retry,True,True,True,True,True
3295,184,session-031,lichen_bridge,Rin,d21d02a5bc,bell mistune,explicit recovery step,0.866,0.887,step back,True,True,True,True,True
3296,184,session-031,orchid_engine,Eli,3f711d3e3b,orchid dim,path/tool/material uncertainty,0.94,0.94,ask resident lead,True,True,True,True,True
3298,184,session-031,glass_harbor,Oren,f949aa8fd3,net tear,path/tool/material uncertainty,0.94,0.94,restore material,True,True,True,True,True
3300,184,session-031,lichen_bridge,Sol,910495b9ec,rope slack,path/tool/material uncertainty,0.94,0.94,step back,True,True,True,True,True
3301,184,session-031,orchid_engine,Bea,d5a5690d8e,gear jam,path/tool/material uncertainty,0.848,0.857,ask resident lead,True,True,True,True,True
3302,184,session-031,moss_ward,Fay,9c82c8d116,ledger miscopy,explicit recovery step,0.94,0.94,swap worn tool,True,True,True,True,True
3304,184,session-031,cinder_garden,Wren,9ee5bba78b,basket spill,path/tool/material uncertainty,0.94,0.94,schedule retry,True,True,True,True,True
3306,184,session-031,orchid_engine,Cai,aa06bc447d,valve knock,path/tool/material uncertainty,0.94,0.94,ask resident lead,True,True,True,True,True
3308,184,session-031,glass_harbor,Sera,35df557118,fog seal leak,path/tool/material uncertainty,0.94,0.94,restore material,True,True,True,True,True
3309,184,session-031,cinder_garden,Juno,a3cdbd8180,heat spike,explicit recovery step,0.839,0.86,schedule retry,True,True,True,True,True
3310,184,session-031,lichen_bridge,Luma,a72c4caf94,bell mistune,path/tool/material uncertainty,0.94,0.94,step back,True,True,True,True,True
3311,184,session-031,orchid_engine,Dax,e5be4a3317,orchid dim,path/tool/material uncertainty,0.908,0.917,ask resident lead,True,True,True,True,True
3312,185,session-031,glass_harbor,Puck,19e61c2da4,net tear,explicit recovery step,0.94,0.94,step back,True,True,True,True,True
3313,185,session-031,cinder_garden,Wren,b1df32837e,calendar mismatch,path/tool/material uncertainty,0.869,0.878,ask resident lead,True,True,True,True,True
3314,185,session-031,lichen_bridge,Kio,0c14394478,rope slack,path/tool/material uncertainty,0.94,0.94,swap worn tool,True,True,True,True,True
3315,185,session-031,orchid_engine,Cai,80ecb7dbcd,gear jam,path/tool/material uncertainty,0.911,0.92,restore material,True,True,True,True,True
3316,185,session-031,moss_ward,Milo,4f19e26857,ledger miscopy,path/tool/material uncertainty,0.94,0.94,schedule retry,True,True,True,True,True
3318,185,session-031,cinder_garden,Juno,9c5554028b,basket spill,path/tool/material uncertainty,0.94,0.94,ask resident lead,True,True,True,True,True
3319,185,session-031,lichen_bridge,Luma,5fbf6bf7bd,token shortage,explicit recovery step,0.851,0.872,swap worn tool,True,True,True,True,True
3320,185,session-031,orchid_engine,Dax,8d36ca6708,valve knock,path/tool/material uncertainty,0.94,0.94,restore material,True,True,True,True,True
3322,185,session-031,glass_harbor,Nia,24a6670b6c,fog seal leak,path/tool/material uncertainty,0.94,0.94,step back,True,True,True,True,True
3323,185,session-031,cinder_garden,Pax,9dfff354ca,heat spike,path/tool/material uncertainty,0.887,0.896,ask resident lead,True,True,True,True,True
3324,185,session-031,lichen_bridge,Rin,48fc2b7680,bell mistune,path/tool/material uncertainty,0.94,0.94,swap worn tool,True,True,True,True,True
3326,185,session-031,moss_ward,Ari,da0f22a6f5,wet footing,explicit recovery step,0.94,0.94,schedule retry,True,True,True,True,True
3328,185,session-031,cinder_garden,Vale,58b08d67ce,calendar mismatch,path/tool/material uncertainty,0.94,0.94,ask resident lead,True,True,True,True,True
3330,186,session-031,moss_ward,Tala,572744cec7,ledger miscopy,path/tool/material uncertainty,0.94,0.94,ask resident lead,True,True,True,True,True
3331,186,session-031,glass_harbor,Nia,2c46e6f05e,lamp sputter,path/tool/material uncertainty,0.902,0.911,swap worn tool,True,True,True,True,True
3332,186,session-031,cinder_garden,Pax,1e5830ef22,basket spill,path/tool/material uncertainty,0.94,0.94,restore material,True,True,True,True,True
3334,186,session-031,orchid_engine,Eli,a3b8dc6d55,valve knock,path/tool/material uncertainty,0.94,0.94,step back,True,True,True,True,True
3336,186,session-031,glass_harbor,Oren,d2b7153668,fog seal leak,explicit recovery step,0.94,0.94,swap worn tool,True,True,True,True,True
3338,186,session-031,lichen_bridge,Sol,85cb036eb5,bell mistune,path/tool/material uncertainty,0.94,0.94,schedule retry,True,True,True,True,True
3340,186,session-031,moss_ward,Fay,6a7b5adb25,wet footing,path/tool/material uncertainty,0.94,0.94,ask resident lead,True,True,True,True,True
3342,186,session-031,cinder_garden,Wren,81aa359945,calendar mismatch,path/tool/material uncertainty,0.94,0.94,restore material,True,True,True,True,True
3343,186,session-031,lichen_bridge,Kio,ebef679159,rope slack,explicit recovery step,0.914,0.935,schedule retry,True,True,True,True,True
3344,186,session-031,orchid_engine,Cai,2fe151eb17,gear jam,path/tool/material uncertainty,0.94,0.94,step back,True,True,True,True,True
3345,186,session-031,moss_ward,Milo,b03af16c10,ledger miscopy,path/tool/material uncertainty,0.842,0.851,ask resident lead,True,True,True,True,True
3346,186,session-031,glass_harbor,Sera,768a4d2ad8,lamp sputter,path/tool/material uncertainty,0.94,0.94,swap worn tool,True,True,True,True,True
3347,186,session-031,cinder_garden,Juno,2b1e35e8a1,basket spill,path/tool/material uncertainty,0.94,0.94,restore material,True,True,True,True,True
3348,187,session-032,orchid_engine,Bea,a0d3597080,valve knock,path/tool/material uncertainty,0.94,0.94,swap worn tool,True,True,True,True,True
3350,187,session-032,glass_harbor,Puck,d99abac1ce,fog seal leak,path/tool/material uncertainty,0.94,0.94,schedule retry,True,True,True,True,True
3352,187,session-032,lichen_bridge,Kio,096f63fbc9,bell mistune,path/tool/material uncertainty,0.94,0.94,ask resident lead,True,True,True,True,True
3353,187,session-032,orchid_engine,Cai,7b17b6bca2,orchid dim,explicit recovery step,0.887,0.902,swap worn tool,True,True,True,True,True
3354,187,session-032,moss_ward,Milo,42164b006a,wet footing,path/tool/material uncertainty,0.94,0.94,restore material,True,True,True,True,True
3356,187,session-032,cinder_garden,Juno,f754fc777c,calendar mismatch,path/tool/material uncertainty,0.94,0.94,step back,True,True,True,True,True
3358,187,session-032,orchid_engine,Dax,947f5c8b39,gear jam,path/tool/material uncertainty,0.94,0.94,swap worn tool,True,True,True,True,True
3360,187,session-032,glass_harbor,Nia,7d03d3d3f1,lamp sputter,explicit recovery step,0.94,0.94,schedule retry,True,True,True,True,True
3362,187,session-032,lichen_bridge,Rin,b522b59c7e,token shortage,path/tool/material uncertainty,0.94,0.94,ask resident lead,True,True,True,True,True
3364,187,session-032,moss_ward,Ari,acb2c21249,cord snap,path/tool/material uncertainty,0.94,0.94,restore material,True,True,True,True,True
3366,188,session-032,lichen_bridge,Luma,a72c4caf94,bell mistune,path/tool/material uncertainty,0.94,0.94,restore material,True,True,True,True,True
3367,188,session-032,orchid_engine,Dax,e5be4a3317,orchid dim,path/tool/material uncertainty,0.917,0.926,schedule retry,True,True,True,True,True
3368,188,session-032,moss_ward,Tala,ab7eb655b8,wet footing,path/tool/material uncertainty,0.94,0.94,step back,True,True,True,True,True
3370,188,session-032,cinder_garden,Pax,cfb8cd3fed,calendar mismatch,explicit recovery step,0.94,0.94,swap worn tool,True,True,True,True,True
3371,188,session-032,lichen_bridge,Rin,d21d02a5bc,rope slack,path/tool/material uncertainty,0.887,0.896,restore material,True,True,True,True,True
3372,188,session-032,orchid_engine,Eli,3f711d3e3b,gear jam,path/tool/material uncertainty,0.94,0.94,schedule retry,True,True,True,True,True
3374,188,session-032,glass_harbor,Oren,f949aa8fd3,lamp sputter,path/tool/material uncertainty,0.94,0.94,ask resident lead,True,True,True,True,True
3376,188,session-032,lichen_bridge,Sol,910495b9ec,token shortage,path/tool/material uncertainty,0.94,0.94,restore material,True,True,True,True,True
3377,188,session-032,orchid_engine,Bea,d5a5690d8e,valve knock,explicit recovery step,0.857,0.878,schedule retry,True,True,True,True,True
3378,188,session-032,moss_ward,Fay,9c82c8d116,cord snap,path/tool/material uncertainty,0.94,0.94,step back,True,True,True,True,True
3379,188,session-032,glass_harbor,Puck,4a73f95e3d,fog seal leak,path/tool/material uncertainty,0.914,0.923,ask resident lead,True,True,True,True,True
3380,188,session-032,cinder_garden,Wren,9ee5bba78b,heat spike,path/tool/material uncertainty,0.94,0.94,swap worn tool,True,True,True,True,True
3382,188,session-032,orchid_engine,Cai,aa06bc447d,orchid dim,path/tool/material uncertainty,0.94,0.94,schedule retry,True,True,True,True,True
3383,188,session-032,moss_ward,Milo,214b5191fa,wet footing,path/tool/material uncertainty,0.89,0.899,step back,True,True,True,True,True
3384,189,session-032,cinder_garden,Vale,58b08d67ce,calendar mismatch,path/tool/material uncertainty,0.94,0.94,schedule retry,True,True,True,True,True
3386,189,session-032,orchid_engine,Bea,1a39418cc8,gear jam,path/tool/material uncertainty,0.94,0.94,ask resident lead,True,True,True,True,True
3387,189,session-032,moss_ward,Fay,cbe617b6af,ledger miscopy,explicit recovery step,0.818,0.839,swap worn tool,True,True,True,True,True
3388,189,session-032,glass_harbor,Puck,19e61c2da4,lamp sputter,path/tool/material uncertainty,0.94,0.94,restore material,True,True,True,True,True
3389,189,session-032,cinder_garden,Wren,b1df32837e,basket spill,path/tool/material uncertainty,0.878,0.887,schedule retry,True,True,True,True,True
3390,189,session-032,lichen_bridge,Kio,0c14394478,token shortage,path/tool/material uncertainty,0.94,0.94,step back,True,True,True,True,True
3392,189,session-032,moss_ward,Milo,4f19e26857,cord snap,path/tool/material uncertainty,0.94,0.94,swap worn tool,True,True,True,True,True
3394,189,session-032,cinder_garden,Juno,9c5554028b,heat spike,explicit recovery step,0.94,0.94,schedule retry,True,True,True,True,True
3395,189,session-032,lichen_bridge,Luma,5fbf6bf7bd,bell mistune,path/tool/material uncertainty,0.872,0.881,step back,True,True,True,True,True
3396,189,session-032,orchid_engine,Dax,8d36ca6708,orchid dim,path/tool/material uncertainty,0.94,0.94,ask resident lead,True,True,True,True,True
3398,189,session-032,glass_harbor,Nia,24a6670b6c,net tear,path/tool/material uncertainty,0.94,0.94,restore material,True,True,True,True,True
3400,189,session-032,lichen_bridge,Rin,48fc2b7680,rope slack,path/tool/material uncertainty,0.94,0.94,step back,True,True,True,True,True
3401,189,session-032,orchid_engine,Eli,86759406ca,gear jam,explicit recovery step,0.914,0.935,ask resident lead,True,True,True,True,True
3402,190,session-032,glass_harbor,Sera,768a4d2ad8,lamp sputter,path/tool/material uncertainty,0.94,0.94,step back,True,True,True,True,True
3404,190,session-032,lichen_bridge,Luma,450c18baea,token shortage,explicit recovery step,0.94,0.94,swap worn tool,True,True,True,True,True
3406,190,session-032,moss_ward,Tala,572744cec7,cord snap,path/tool/material uncertainty,0.94,0.94,schedule retry,True,True,True,True,True
3408,190,session-032,cinder_garden,Pax,1e5830ef22,heat spike,path/tool/material uncertainty,0.94,0.94,ask resident lead,True,True,True,True,True
3410,190,session-032,orchid_engine,Eli,a3b8dc6d55,orchid dim,path/tool/material uncertainty,0.94,0.94,restore material,True,True,True,True,True
3411,190,session-032,moss_ward,Ari,2378d81ec8,wet footing,explicit recovery step,0.911,0.932,schedule retry,True,True,True,True,True
3412,190,session-032,glass_harbor,Oren,d2b7153668,net tear,path/tool/material uncertainty,0.94,0.94,step back,True,True,True,True,True
3413,190,session-032,cinder_garden,Vale,b4da23a954,calendar mismatch,path/tool/material uncertainty,0.845,0.854,ask resident lead,True,True,True,True,True
3414,190,session-032,lichen_bridge,Sol,85cb036eb5,rope slack,path/tool/material uncertainty,0.94,0.94,swap worn tool,True,True,True,True,True
3416,190,session-032,moss_ward,Fay,6a7b5adb25,ledger miscopy,path/tool/material uncertainty,0.94,0.94,schedule retry,True,True,True,True,True
3417,190,session-032,glass_harbor,Puck,c10ea1470a,lamp sputter,path/tool/material uncertainty,0.857,0.866,step back,True,True,True,True,True
3418,190,session-032,cinder_garden,Wren,81aa359945,basket spill,explicit recovery step,0.94,0.94,ask resident lead,True,True,True,True,True
3420,191,session-032,moss_ward,Ari,acb2c21249,cord snap,path/tool/material uncertainty,0.94,0.94,ask resident lead,True,True,True,True,True
3421,191,session-032,glass_harbor,Oren,65ab173ea1,fog seal leak,explicit recovery step,0.94,0.94,swap worn tool,True,True,True,True,True
3422,191,session-032,cinder_garden,Vale,7525471538,heat spike,path/tool/material uncertainty,0.94,0.94,restore material,True,True,True,True,True
3424,191,session-032,orchid_engine,Bea,a0d3597080,orchid dim,path/tool/material uncertainty,0.94,0.94,step back,True,True,True,True,True
3425,191,session-032,moss_ward,Fay,72cfe9f03b,wet footing,path/tool/material uncertainty,0.905,0.914,ask resident lead,True,True,True,True,True
3426,191,session-032,glass_harbor,Puck,d99abac1ce,net tear,path/tool/material uncertainty,0.94,0.94,swap worn tool,True,True,True,True,True
3428,191,session-032,lichen_bridge,Kio,096f63fbc9,rope slack,explicit recovery step,0.94,0.94,schedule retry,True,True,True,True,True
3429,191,session-032,orchid_engine,Cai,7b17b6bca2,gear jam,path/tool/material uncertainty,0.902,0.911,step back,True,True,True,True,True
3430,191,session-032,moss_ward,Milo,42164b006a,ledger miscopy,path/tool/material uncertainty,0.94,0.94,ask resident lead,True,True,True,True,True
3432,191,session-032,cinder_garden,Juno,f754fc777c,basket spill,path/tool/material uncertainty,0.94,0.94,restore material,True,True,True,True,True
3434,191,session-032,orchid_engine,Dax,947f5c8b39,valve knock,path/tool/material uncertainty,0.94,0.94,step back,True,True,True,True,True
3435,191,session-032,moss_ward,Tala,f91d6085d8,cord snap,explicit recovery step,0.869,0.89,ask resident lead,True,True,True,True,True
3436,191,session-032,glass_harbor,Nia,7d03d3d3f1,fog seal leak,path/tool/material uncertainty,0.94,0.94,swap worn tool,True,True,True,True,True
3438,192,session-032,orchid_engine,Cai,aa06bc447d,orchid dim,explicit recovery step,0.94,0.94,swap worn tool,True,True,True,True,True
3440,192,session-032,glass_harbor,Sera,35df557118,net tear,path/tool/material uncertainty,0.94,0.94,schedule retry,True,True,True,True,True
3442,192,session-032,lichen_bridge,Luma,a72c4caf94,rope slack,path/tool/material uncertainty,0.94,0.94,ask resident lead,True,True,True,True,True
3444,192,session-032,moss_ward,Tala,ab7eb655b8,ledger miscopy,path/tool/material uncertainty,0.94,0.94,restore material,True,True,True,True,True
3445,192,session-032,glass_harbor,Nia,35100ce116,lamp sputter,explicit recovery step,0.854,0.875,schedule retry,True,True,True,True,True
3446,192,session-032,cinder_garden,Pax,cfb8cd3fed,basket spill,path/tool/material uncertainty,0.94,0.94,step back,True,True,True,True,True
3447,192,session-032,lichen_bridge,Rin,d21d02a5bc,token shortage,path/tool/material uncertainty,0.896,0.905,ask resident lead,True,True,True,True,True
3448,192,session-032,orchid_engine,Eli,3f711d3e3b,valve knock,path/tool/material uncertainty,0.94,0.94,swap worn tool,True,True,True,True,True
3450,192,session-032,glass_harbor,Oren,f949aa8fd3,fog seal leak,path/tool/material uncertainty,0.94,0.94,schedule retry,True,True,True,True,True
3452,192,session-032,lichen_bridge,Sol,910495b9ec,bell mistune,explicit recovery step,0.94,0.94,ask resident lead,True,True,True,True,True
3454,192,session-032,moss_ward,Fay,9c82c8d116,wet footing,path/tool/material uncertainty,0.94,0.94,restore material,True,True,True,True,True
