tick_id,day,settlement_id,resident_id,plan_id,turn_number,plan_state,avatar_offer,resident_counter,agreed_next_step,plan_quality_before,plan_quality_after,trust_before,trust_after,multi_turn_visible,history_not_erased
2276,127,cinder_garden,Juno,cb871646e2,3,countered,translate phrase,do not cross seed rows,revise plan around cool bowl shared,0.92,0.92,0.94,0.94,True,True
2278,127,orchid_engine,Dax,321a59adad,3,accepted,wait for resident lead,orchid keeper decides,resident keeps lead; avatar waits,0.92,0.92,0.94,0.94,True,True
2279,127,moss_ward,Tala,249a0f11fe,3,deferred,carry object,do not move root ledger,schedule later with phrase marker,0.92,0.92,0.94,0.94,True,True
2280,127,glass_harbor,Nia,dcd23c0ee9,3,refused,repair together,net keeper decides,resident keeps lead; avatar waits,0.92,0.92,0.94,0.94,True,True
2282,127,lichen_bridge,Rin,642e9fbb5f,2,countered,translate phrase,do not step on tension rope,revise plan around meal room welcomes,0.92,0.92,0.94,0.94,True,True
2283,127,orchid_engine,Eli,a152503186,4,revised,step back,keep gear lane open,revise plan around do not turn valve key,0.92,0.92,0.94,0.94,True,True
2284,127,moss_ward,Ari,df32eb159f,4,accepted,wait for resident lead,rain path first,resident keeps lead; avatar waits,0.92,0.92,0.94,0.94,True,True
2285,127,glass_harbor,Oren,ce92fe45db,4,deferred,carry object,do not dim lamp,schedule later with phrase marker,0.92,0.92,0.94,0.94,True,True
2286,128,lichen_bridge,Kio,4710a27bc0,3,proposed,watch route,signal keeper answers,do first safe step for rope kit,0.92,0.92,0.94,0.94,True,True
2287,128,orchid_engine,Cai,c23686065f,1,countered,translate phrase,orchid keeper decides,revise plan around keep gear lane open,0.92,0.92,0.94,0.94,True,True
2288,128,moss_ward,Milo,8a73e3834f,1,revised,step back,do not move root ledger,revise plan around rain path first,0.92,0.92,0.94,0.94,True,True
2290,128,cinder_garden,Juno,850402fb63,4,deferred,carry object,cool bowl shared,schedule later with phrase marker,0.92,0.92,0.94,0.94,True,True
2291,128,lichen_bridge,Luma,9173f4ac5a,4,refused,repair together,do not step on tension rope,resident keeps lead; avatar waits,0.92,0.92,0.94,0.94,True,True
2292,128,orchid_engine,Dax,659e909284,2,proposed,watch route,keep gear lane open,do first safe step for valve key,0.92,0.92,0.94,0.94,True,True
2294,128,glass_harbor,Nia,672fc92cc5,1,revised,step back,do not dim lamp,revise plan around tea before crossing,0.92,0.92,0.94,0.94,True,True
2295,128,cinder_garden,Pax,406efb60a8,1,accepted,wait for resident lead,shade caller leads,resident keeps lead; avatar waits,0.92,0.92,0.94,0.94,True,True
2296,128,lichen_bridge,Rin,32a1fab6f5,1,deferred,carry object,meal room welcomes,schedule later with phrase marker,0.92,0.92,0.94,0.94,True,True
2297,128,orchid_engine,Eli,974b2f2bdc,3,refused,repair together,do not turn valve key,resident keeps lead; avatar waits,0.92,0.92,0.94,0.94,True,True
2298,128,moss_ward,Ari,db62a2862f,2,proposed,watch route,ask before loom repair,do first safe step for rain jar,0.92,0.92,0.94,0.94,True,True
2300,128,cinder_garden,Vale,829ebbed82,2,revised,step back,do not cross seed rows,revise plan around cool bowl shared,0.92,0.92,0.94,0.94,True,True
2301,128,lichen_bridge,Sol,ba0302d2fe,2,accepted,wait for resident lead,signal keeper answers,resident keeps lead; avatar waits,0.92,0.92,0.94,0.94,True,True
2302,128,orchid_engine,Bea,9cdb25ae79,4,deferred,carry object,orchid keeper decides,schedule later with phrase marker,0.92,0.92,0.94,0.94,True,True
2304,129,cinder_garden,Juno,df4b67fedb,3,countered,translate phrase,shade caller leads,revise plan around do not cross seed rows,0.92,0.92,0.94,0.94,True,True
2306,129,orchid_engine,Dax,5fac10b87b,1,accepted,wait for resident lead,do not turn valve key,resident keeps lead; avatar waits,0.92,0.92,0.94,0.94,True,True
2307,129,moss_ward,Tala,f02eca3d52,3,deferred,carry object,ask before loom repair,schedule later with phrase marker,0.92,0.92,0.94,0.94,True,True
2308,129,glass_harbor,Nia,a691cfd757,2,refused,repair together,tea before crossing,resident keeps lead; avatar waits,0.92,0.92,0.94,0.94,True,True
2309,129,cinder_garden,Pax,2f8125981f,4,proposed,watch route,do not cross seed rows,do first safe step for shade pole,0.92,0.92,0.94,0.94,True,True
2310,129,lichen_bridge,Rin,206ea97602,3,countered,translate phrase,signal keeper answers,revise plan around do not step on tension rope,0.92,0.92,0.94,0.94,True,True
2312,129,moss_ward,Ari,00ac8f47ae,4,accepted,wait for resident lead,do not move root ledger,resident keeps lead; avatar waits,0.92,0.92,0.94,0.94,True,True
2313,129,glass_harbor,Oren,ecbeab6239,3,deferred,carry object,net keeper decides,schedule later with phrase marker,0.92,0.92,0.94,0.94,True,True
2314,129,cinder_garden,Vale,2cf6830ee1,1,refused,repair together,cool bowl shared,resident keeps lead; avatar waits,0.92,0.92,0.94,0.94,True,True
2316,129,orchid_engine,Bea,b5e17a7ea9,2,countered,translate phrase,keep gear lane open,revise plan around do not turn valve key,0.92,0.92,0.94,0.94,True,True
2317,129,moss_ward,Fay,8645031828,1,revised,step back,rain path first,revise plan around ask before loom repair,0.92,0.92,0.94,0.94,True,True
2318,129,glass_harbor,Puck,1eee2c4d76,4,accepted,wait for resident lead,do not dim lamp,resident keeps lead; avatar waits,0.92,0.92,0.94,0.94,True,True
2319,129,cinder_garden,Wren,905cb8bcf9,2,deferred,carry object,shade caller leads,schedule later with phrase marker,0.92,0.92,0.94,0.94,True,True
2320,129,lichen_bridge,Kio,22f76ce355,4,refused,repair together,meal room welcomes,resident keeps lead; avatar waits,0.92,0.92,0.94,0.94,True,True
2322,130,glass_harbor,Nia,1ab850bdcb,1,revised,step back,net keeper decides,revise plan around do not dim lamp,0.92,0.92,0.94,0.94,True,True
2324,130,lichen_bridge,Rin,bcb4a887b6,1,deferred,carry object,do not step on tension rope,schedule later with phrase marker,0.92,0.92,0.94,0.94,True,True
2325,130,orchid_engine,Eli,3ed3a86e3e,3,refused,repair together,keep gear lane open,resident keeps lead; avatar waits,0.92,0.92,0.94,0.94,True,True
2326,130,moss_ward,Ari,60756233e2,2,proposed,watch route,rain path first,do first safe step for rain jar,0.92,0.92,0.94,0.94,True,True
2328,130,cinder_garden,Vale,073837a08c,3,revised,step back,shade caller leads,revise plan around do not cross seed rows,0.92,0.92,0.94,0.94,True,True
2329,130,lichen_bridge,Sol,aed81af3bf,2,accepted,wait for resident lead,meal room welcomes,resident keeps lead; avatar waits,0.92,0.92,0.94,0.94,True,True
2330,130,orchid_engine,Bea,ad7d728da2,4,deferred,carry object,do not turn valve key,schedule later with phrase marker,0.92,0.92,0.94,0.94,True,True
2331,130,moss_ward,Fay,41667f2833,3,refused,repair together,ask before loom repair,resident keeps lead; avatar waits,0.92,0.92,0.94,0.94,True,True
2332,130,glass_harbor,Puck,d7c9131eeb,2,proposed,watch route,tea before crossing,do first safe step for brass lantern,0.92,0.92,0.94,0.94,True,True
2334,130,lichen_bridge,Kio,ea996dbe21,3,revised,step back,signal keeper answers,revise plan around do not step on tension rope,0.92,0.92,0.94,0.94,True,True
2335,130,orchid_engine,Cai,7683768b76,1,accepted,wait for resident lead,orchid keeper decides,resident keeps lead; avatar waits,0.92,0.92,0.94,0.94,True,True
2336,130,moss_ward,Milo,6995feaf93,4,deferred,carry object,do not move root ledger,schedule later with phrase marker,0.92,0.92,0.94,0.94,True,True
2338,130,cinder_garden,Juno,fcef601c52,4,proposed,watch route,cool bowl shared,do first safe step for shade pole,0.92,0.92,0.94,0.94,True,True
2339,130,lichen_bridge,Luma,16d25241d4,4,countered,translate phrase,do not step on tension rope,revise plan around meal room welcomes,0.92,0.92,0.94,0.94,True,True
2340,131,moss_ward,Ari,1ec4793bce,1,accepted,wait for resident lead,ask before loom repair,resident keeps lead; avatar waits,0.92,0.92,0.94,0.94,True,True
2341,131,glass_harbor,Oren,cfa90223ea,3,deferred,carry object,tea before crossing,schedule later with phrase marker,0.92,0.92,0.94,0.94,True,True
2342,131,cinder_garden,Vale,714df26f26,1,refused,repair together,do not cross seed rows,resident keeps lead; avatar waits,0.92,0.92,0.94,0.94,True,True
2343,131,lichen_bridge,Sol,86d93e5838,1,proposed,watch route,signal keeper answers,do first safe step for rope kit,0.92,0.92,0.94,0.94,True,True
2344,131,orchid_engine,Bea,cd71d39806,2,countered,translate phrase,orchid keeper decides,revise plan around keep gear lane open,0.92,0.92,0.94,0.94,True,True
2346,131,glass_harbor,Puck,7643d60faa,4,accepted,wait for resident lead,net keeper decides,resident keeps lead; avatar waits,0.92,0.92,0.94,0.94,True,True
2347,131,cinder_garden,Wren,7b13e61ff3,2,deferred,carry object,cool bowl shared,schedule later with phrase marker,0.92,0.92,0.94,0.94,True,True
2348,131,lichen_bridge,Kio,a6ed6be031,2,refused,repair together,do not step on tension rope,resident keeps lead; avatar waits,0.92,0.92,0.94,0.94,True,True
2350,131,moss_ward,Milo,2bdab728eb,2,countered,translate phrase,rain path first,revise plan around ask before loom repair,0.92,0.92,0.94,0.94,True,True
2351,131,glass_harbor,Sera,097bdd44b1,1,revised,step back,do not dim lamp,revise plan around tea before crossing,0.92,0.92,0.94,0.94,True,True
2352,131,cinder_garden,Juno,a3b8f79769,3,accepted,wait for resident lead,shade caller leads,resident keeps lead; avatar waits,0.92,0.92,0.94,0.94,True,True
2353,131,lichen_bridge,Luma,0cabcd8879,3,deferred,carry object,meal room welcomes,schedule later with phrase marker,0.92,0.92,0.94,0.94,True,True
2354,131,orchid_engine,Dax,ae04e303fd,3,refused,repair together,do not turn valve key,resident keeps lead; avatar waits,0.92,0.92,0.94,0.94,True,True
2356,131,glass_harbor,Nia,656b979ad1,2,countered,translate phrase,tea before crossing,revise plan around net keeper decides,0.92,0.92,0.94,0.94,True,True
2357,131,cinder_garden,Pax,cd8a7ae837,4,revised,step back,do not cross seed rows,revise plan around cool bowl shared,0.92,0.92,0.94,0.94,True,True
2358,132,orchid_engine,Bea,dadc790806,4,deferred,carry object,keep gear lane open,schedule later with phrase marker,0.92,0.92,0.94,0.94,True,True
2359,132,moss_ward,Fay,4d106964bb,3,refused,repair together,rain path first,resident keeps lead; avatar waits,0.92,0.92,0.94,0.94,True,True
2360,132,glass_harbor,Puck,31ff0a798e,3,proposed,watch route,do not dim lamp,do first safe step for brass lantern,0.92,0.92,0.94,0.94,True,True
2362,132,lichen_bridge,Kio,7837246f77,4,revised,step back,meal room welcomes,revise plan around signal keeper answers,0.92,0.92,0.94,0.94,True,True
2363,132,orchid_engine,Cai,4a9130f0d6,1,accepted,wait for resident lead,do not turn valve key,resident keeps lead; avatar waits,0.92,0.92,0.94,0.94,True,True
2364,132,moss_ward,Milo,4cd91fc4a6,4,deferred,carry object,ask before loom repair,schedule later with phrase marker,0.92,0.92,0.94,0.94,True,True
2365,132,glass_harbor,Sera,d162a65bac,4,refused,repair together,tea before crossing,resident keeps lead; avatar waits,0.92,0.92,0.94,0.94,True,True
2366,132,cinder_garden,Juno,d8cbd6d210,1,proposed,watch route,do not cross seed rows,do first safe step for shade pole,0.92,0.92,0.94,0.94,True,True
2368,132,orchid_engine,Dax,ec8bc8ad1a,2,revised,step back,orchid keeper decides,revise plan around keep gear lane open,0.92,0.92,0.94,0.94,True,True
2369,132,moss_ward,Tala,a608d5cd7c,1,accepted,wait for resident lead,do not move root ledger,resident keeps lead; avatar waits,0.92,0.92,0.94,0.94,True,True
2370,132,glass_harbor,Nia,686a1cddbf,1,deferred,carry object,net keeper decides,schedule later with phrase marker,0.92,0.92,0.94,0.94,True,True
2372,132,lichen_bridge,Rin,a16b3f9b4a,1,proposed,watch route,do not step on tension rope,do first safe step for rope kit,0.92,0.92,0.94,0.94,True,True
2373,132,orchid_engine,Eli,2bd5eaea57,3,countered,translate phrase,keep gear lane open,revise plan around do not turn valve key,0.92,0.92,0.94,0.94,True,True
2374,132,moss_ward,Ari,33d2480da6,2,revised,step back,rain path first,revise plan around ask before loom repair,0.92,0.92,0.94,0.94,True,True
2375,132,glass_harbor,Oren,4ea7a4e176,2,accepted,wait for resident lead,do not dim lamp,resident keeps lead; avatar waits,0.92,0.92,0.94,0.94,True,True
2376,133,lichen_bridge,Kio,d94593bc2b,2,refused,repair together,signal keeper answers,resident keeps lead; avatar waits,0.92,0.92,0.94,0.94,True,True
2377,133,orchid_engine,Cai,b6e7edb75c,4,proposed,watch route,orchid keeper decides,do first safe step for valve key,0.92,0.92,0.94,0.94,True,True
2378,133,moss_ward,Milo,66d4994b3d,3,countered,translate phrase,do not move root ledger,revise plan around rain path first,0.92,0.92,0.94,0.94,True,True
2380,133,cinder_garden,Juno,2b1a416baf,2,accepted,wait for resident lead,cool bowl shared,resident keeps lead; avatar waits,0.92,0.92,0.94,0.94,True,True
2381,133,lichen_bridge,Luma,3b524dcd4b,3,deferred,carry object,do not step on tension rope,schedule later with phrase marker,0.92,0.92,0.94,0.94,True,True
2382,133,orchid_engine,Dax,100462f2ef,1,refused,repair together,keep gear lane open,resident keeps lead; avatar waits,0.92,0.92,0.94,0.94,True,True
2384,133,glass_harbor,Nia,e09151da58,3,countered,translate phrase,do not dim lamp,revise plan around tea before crossing,0.92,0.92,0.94,0.94,True,True
2385,133,cinder_garden,Pax,f524046e4b,3,revised,step back,shade caller leads,revise plan around do not cross seed rows,0.92,0.92,0.94,0.94,True,True
2386,133,lichen_bridge,Rin,ba661aa90c,4,accepted,wait for resident lead,meal room welcomes,resident keeps lead; avatar waits,0.92,0.92,0.94,0.94,True,True
2387,133,orchid_engine,Eli,237d598d82,2,deferred,carry object,do not turn valve key,schedule later with phrase marker,0.92,0.92,0.94,0.94,True,True
2388,133,moss_ward,Ari,28683969fd,4,refused,repair together,ask before loom repair,resident keeps lead; avatar waits,0.92,0.92,0.94,0.94,True,True
2390,133,cinder_garden,Vale,2fada6ad9f,4,countered,translate phrase,do not cross seed rows,revise plan around cool bowl shared,0.92,0.92,0.94,0.94,True,True
2391,133,lichen_bridge,Sol,c3667b0042,1,revised,step back,signal keeper answers,revise plan around do not step on tension rope,0.92,0.92,0.94,0.94,True,True
2392,133,orchid_engine,Bea,308f2e30cb,3,accepted,wait for resident lead,orchid keeper decides,resident keeps lead; avatar waits,0.92,0.92,0.94,0.94,True,True
2394,134,cinder_garden,Juno,0b112d61bf,1,proposed,watch route,shade caller leads,do first safe step for shade pole,0.92,0.92,0.94,0.94,True,True
2396,134,orchid_engine,Dax,6305558cf0,4,revised,step back,do not turn valve key,revise plan around orchid keeper decides,0.92,0.92,0.94,0.94,True,True
2397,134,moss_ward,Tala,0ed9b42aa0,1,accepted,wait for resident lead,ask before loom repair,resident keeps lead; avatar waits,0.92,0.92,0.94,0.94,True,True
2398,134,glass_harbor,Nia,52bd7e9764,4,deferred,carry object,tea before crossing,schedule later with phrase marker,0.92,0.92,0.94,0.94,True,True
2399,134,cinder_garden,Pax,9b026f3cd4,2,refused,repair together,do not cross seed rows,resident keeps lead; avatar waits,0.92,0.92,0.94,0.94,True,True
2400,134,lichen_bridge,Rin,44d4894341,2,proposed,watch route,signal keeper answers,do first safe step for rope kit,0.92,0.92,0.94,0.94,True,True
2402,134,moss_ward,Ari,91d95e689f,2,revised,step back,do not move root ledger,revise plan around rain path first,0.92,0.92,0.94,0.94,True,True
2403,134,glass_harbor,Oren,684357ca65,1,accepted,wait for resident lead,net keeper decides,resident keeps lead; avatar waits,0.92,0.92,0.94,0.94,True,True
2404,134,cinder_garden,Vale,da20337be2,3,deferred,carry object,cool bowl shared,schedule later with phrase marker,0.92,0.92,0.94,0.94,True,True
2406,134,orchid_engine,Bea,e3eb6f5eb5,1,proposed,watch route,keep gear lane open,do first safe step for valve key,0.92,0.92,0.94,0.94,True,True
2407,134,moss_ward,Fay,7b676688ae,3,countered,translate phrase,rain path first,revise plan around ask before loom repair,0.92,0.92,0.94,0.94,True,True
2408,134,glass_harbor,Puck,52cad03b34,2,revised,step back,do not dim lamp,revise plan around tea before crossing,0.92,0.92,0.94,0.94,True,True
2409,134,cinder_garden,Wren,766fa70632,4,accepted,wait for resident lead,shade caller leads,resident keeps lead; avatar waits,0.92,0.92,0.94,0.94,True,True
2410,134,lichen_bridge,Kio,13ea2c625c,3,deferred,carry object,meal room welcomes,schedule later with phrase marker,0.92,0.92,0.94,0.94,True,True
2412,135,glass_harbor,Nia,9b1e3ba5b6,3,countered,translate phrase,net keeper decides,revise plan around do not dim lamp,0.92,0.92,0.94,0.94,True,True
2414,135,lichen_bridge,Rin,ea83f56be5,4,accepted,wait for resident lead,do not step on tension rope,resident keeps lead; avatar waits,0.92,0.92,0.94,0.94,True,True
2415,135,orchid_engine,Eli,20f610880e,2,deferred,carry object,keep gear lane open,schedule later with phrase marker,0.92,0.92,0.94,0.94,True,True
2416,135,moss_ward,Ari,70c3f24370,4,refused,repair together,rain path first,resident keeps lead; avatar waits,0.92,0.92,0.94,0.94,True,True
2418,135,cinder_garden,Vale,7fe4153b8c,1,countered,translate phrase,shade caller leads,revise plan around do not cross seed rows,0.92,0.92,0.94,0.94,True,True
2419,135,lichen_bridge,Sol,1669869fc7,1,revised,step back,meal room welcomes,revise plan around signal keeper answers,0.92,0.92,0.94,0.94,True,True
2420,135,orchid_engine,Bea,bd9ce34ef9,3,accepted,wait for resident lead,do not turn valve key,resident keeps lead; avatar waits,0.92,0.92,0.94,0.94,True,True
2421,135,moss_ward,Fay,94b8f0d2aa,1,deferred,carry object,ask before loom repair,schedule later with phrase marker,0.92,0.92,0.94,0.94,True,True
2422,135,glass_harbor,Puck,3e7236ff0d,4,refused,repair together,tea before crossing,resident keeps lead; avatar waits,0.92,0.92,0.94,0.94,True,True
2424,135,lichen_bridge,Kio,9b3795b70e,2,countered,translate phrase,signal keeper answers,revise plan around do not step on tension rope,0.92,0.92,0.94,0.94,True,True
2425,135,orchid_engine,Cai,8114818adc,4,revised,step back,orchid keeper decides,revise plan around keep gear lane open,0.92,0.92,0.94,0.94,True,True
2426,135,moss_ward,Milo,a584b3aa9e,2,accepted,wait for resident lead,do not move root ledger,resident keeps lead; avatar waits,0.92,0.92,0.94,0.94,True,True
2428,135,cinder_garden,Juno,40cadb2078,2,refused,repair together,cool bowl shared,resident keeps lead; avatar waits,0.92,0.92,0.94,0.94,True,True
2429,135,lichen_bridge,Luma,30766e3c8f,3,proposed,watch route,do not step on tension rope,do first safe step for rope kit,0.92,0.92,0.94,0.94,True,True
2430,136,moss_ward,Ari,0700aff8d1,3,revised,step back,ask before loom repair,revise plan around do not move root ledger,0.92,0.92,0.94,0.94,True,True
2431,136,glass_harbor,Oren,a42e6e7db8,1,accepted,wait for resident lead,tea before crossing,resident keeps lead; avatar waits,0.92,0.92,0.94,0.94,True,True
2432,136,cinder_garden,Vale,85be8b7876,3,deferred,carry object,do not cross seed rows,schedule later with phrase marker,0.92,0.92,0.94,0.94,True,True
2433,136,lichen_bridge,Sol,7bfe41a486,4,refused,repair together,signal keeper answers,resident keeps lead; avatar waits,0.92,0.92,0.94,0.94,True,True
2434,136,orchid_engine,Bea,26d3a2b370,1,proposed,watch route,orchid keeper decides,do first safe step for valve key,0.92,0.92,0.94,0.94,True,True
2436,136,glass_harbor,Puck,84a8328159,2,revised,step back,net keeper decides,revise plan around do not dim lamp,0.92,0.92,0.94,0.94,True,True
2437,136,cinder_garden,Wren,c0d02da892,4,accepted,wait for resident lead,cool bowl shared,resident keeps lead; avatar waits,0.92,0.92,0.94,0.94,True,True
2438,136,lichen_bridge,Kio,f31d02b3f3,1,deferred,carry object,do not step on tension rope,schedule later with phrase marker,0.92,0.92,0.94,0.94,True,True
2440,136,moss_ward,Milo,d4e41975bd,4,proposed,watch route,rain path first,do first safe step for rain jar,0.92,0.92,0.94,0.94,True,True
2441,136,glass_harbor,Sera,127cc53878,3,countered,translate phrase,do not dim lamp,revise plan around tea before crossing,0.92,0.92,0.94,0.94,True,True
2442,136,cinder_garden,Juno,2386116e9f,1,revised,step back,shade caller leads,revise plan around do not cross seed rows,0.92,0.92,0.94,0.94,True,True
2443,136,lichen_bridge,Luma,00f695e39b,2,accepted,wait for resident lead,meal room welcomes,resident keeps lead; avatar waits,0.92,0.92,0.94,0.94,True,True
2444,136,orchid_engine,Dax,fb858f9fec,2,deferred,carry object,do not turn valve key,schedule later with phrase marker,0.92,0.92,0.94,0.94,True,True
2446,136,glass_harbor,Nia,6ccb60747c,4,proposed,watch route,tea before crossing,do first safe step for brass lantern,0.92,0.92,0.94,0.94,True,True
2447,136,cinder_garden,Pax,f43834915b,2,countered,translate phrase,do not cross seed rows,revise plan around cool bowl shared,0.92,0.92,0.94,0.94,True,True
2448,137,orchid_engine,Bea,321595886c,3,accepted,wait for resident lead,keep gear lane open,resident keeps lead; avatar waits,0.92,0.92,0.94,0.94,True,True
2449,137,moss_ward,Fay,4e2638803a,1,deferred,carry object,rain path first,schedule later with phrase marker,0.92,0.92,0.94,0.94,True,True
2450,137,glass_harbor,Puck,3e1a67aede,1,refused,repair together,do not dim lamp,resident keeps lead; avatar waits,0.92,0.92,0.94,0.94,True,True
2452,137,lichen_bridge,Kio,92ce3cc715,3,countered,translate phrase,meal room welcomes,revise plan around signal keeper answers,0.92,0.92,0.94,0.94,True,True
2453,137,orchid_engine,Cai,716d48897a,4,revised,step back,do not turn valve key,revise plan around orchid keeper decides,0.92,0.92,0.94,0.94,True,True
2454,137,moss_ward,Milo,af8350eb5a,2,accepted,wait for resident lead,ask before loom repair,resident keeps lead; avatar waits,0.92,0.92,0.94,0.94,True,True
2455,137,glass_harbor,Sera,2d28b7fde7,2,deferred,carry object,tea before crossing,schedule later with phrase marker,0.92,0.92,0.94,0.94,True,True
2456,137,cinder_garden,Juno,c3eceb65fd,3,refused,repair together,do not cross seed rows,resident keeps lead; avatar waits,0.92,0.92,0.94,0.94,True,True
2458,137,orchid_engine,Dax,5ff812d039,1,countered,translate phrase,orchid keeper decides,revise plan around keep gear lane open,0.92,0.92,0.94,0.94,True,True
2459,137,moss_ward,Tala,70318ea5c3,3,revised,step back,do not move root ledger,revise plan around rain path first,0.92,0.92,0.94,0.94,True,True
2460,137,glass_harbor,Nia,a4f71f41a7,3,accepted,wait for resident lead,net keeper decides,resident keeps lead; avatar waits,0.92,0.92,0.94,0.94,True,True
2462,137,lichen_bridge,Rin,d3da4d972a,4,refused,repair together,do not step on tension rope,resident keeps lead; avatar waits,0.92,0.92,0.94,0.94,True,True
2463,137,orchid_engine,Eli,7e90753061,2,proposed,watch route,keep gear lane open,do first safe step for valve key,0.92,0.92,0.94,0.94,True,True
2464,137,moss_ward,Ari,9b9465f385,4,countered,translate phrase,rain path first,revise plan around ask before loom repair,0.92,0.92,0.94,0.94,True,True
2465,137,glass_harbor,Oren,3d8388d810,4,revised,step back,do not dim lamp,revise plan around tea before crossing,0.92,0.92,0.94,0.94,True,True
2466,138,lichen_bridge,Kio,e5bfcffe97,1,deferred,carry object,signal keeper answers,schedule later with phrase marker,0.92,0.92,0.94,0.94,True,True
2467,138,orchid_engine,Cai,51f49781ac,3,refused,repair together,orchid keeper decides,resident keeps lead; avatar waits,0.92,0.92,0.94,0.94,True,True
2468,138,moss_ward,Milo,41860ef865,1,proposed,watch route,do not move root ledger,do first safe step for rain jar,0.92,0.92,0.94,0.94,True,True
2470,138,cinder_garden,Juno,abe660091b,4,revised,step back,cool bowl shared,revise plan around shade caller leads,0.92,0.92,0.94,0.94,True,True
2471,138,lichen_bridge,Luma,618a9c7432,2,accepted,wait for resident lead,do not step on tension rope,resident keeps lead; avatar waits,0.92,0.92,0.94,0.94,True,True
2472,138,orchid_engine,Dax,a27450a86f,4,deferred,carry object,keep gear lane open,schedule later with phrase marker,0.92,0.92,0.94,0.94,True,True
2474,138,glass_harbor,Nia,98fc663acf,1,proposed,watch route,do not dim lamp,do first safe step for brass lantern,0.92,0.92,0.94,0.94,True,True
2475,138,cinder_garden,Pax,fd6df32325,1,countered,translate phrase,shade caller leads,revise plan around do not cross seed rows,0.92,0.92,0.94,0.94,True,True
2476,138,lichen_bridge,Rin,22b3cf9c45,3,revised,step back,meal room welcomes,revise plan around signal keeper answers,0.92,0.92,0.94,0.94,True,True
2477,138,orchid_engine,Eli,87aab9717b,1,accepted,wait for resident lead,do not turn valve key,resident keeps lead; avatar waits,0.92,0.92,0.94,0.94,True,True
2478,138,moss_ward,Ari,45532fb55a,2,deferred,carry object,ask before loom repair,schedule later with phrase marker,0.92,0.92,0.94,0.94,True,True
2480,138,cinder_garden,Vale,34914627c2,2,proposed,watch route,do not cross seed rows,do first safe step for shade pole,0.92,0.92,0.94,0.94,True,True
2481,138,lichen_bridge,Sol,63b64972b4,4,countered,translate phrase,signal keeper answers,revise plan around do not step on tension rope,0.92,0.92,0.94,0.94,True,True
2482,138,orchid_engine,Bea,de8e48b4e3,2,revised,step back,orchid keeper decides,revise plan around keep gear lane open,0.92,0.92,0.94,0.94,True,True
2484,139,cinder_garden,Juno,59aff31304,3,refused,repair together,shade caller leads,resident keeps lead; avatar waits,0.92,0.92,0.94,0.94,True,True
2486,139,orchid_engine,Dax,52d35a25df,3,countered,translate phrase,do not turn valve key,revise plan around orchid keeper decides,0.92,0.92,0.94,0.94,True,True
2487,139,moss_ward,Tala,f8392a00d7,3,revised,step back,ask before loom repair,revise plan around do not move root ledger,0.92,0.92,0.94,0.94,True,True
2488,139,glass_harbor,Nia,df97bfee9d,2,accepted,wait for resident lead,tea before crossing,resident keeps lead; avatar waits,0.92,0.92,0.94,0.94,True,True
2489,139,cinder_garden,Pax,ca639058a9,4,deferred,carry object,do not cross seed rows,schedule later with phrase marker,0.92,0.92,0.94,0.94,True,True
2490,139,lichen_bridge,Rin,48d7cc208c,1,refused,repair together,signal keeper answers,resident keeps lead; avatar waits,0.92,0.92,0.94,0.94,True,True
2492,139,moss_ward,Ari,0f0c07fd22,4,countered,translate phrase,do not move root ledger,revise plan around rain path first,0.92,0.92,0.94,0.94,True,True
2493,139,glass_harbor,Oren,cf10a582b3,3,revised,step back,net keeper decides,revise plan around do not dim lamp,0.92,0.92,0.94,0.94,True,True
2494,139,cinder_garden,Vale,f33d158d3f,1,accepted,wait for resident lead,cool bowl shared,resident keeps lead; avatar waits,0.92,0.92,0.94,0.94,True,True
2496,139,orchid_engine,Bea,c70e1f5f40,4,refused,repair together,keep gear lane open,resident keeps lead; avatar waits,0.92,0.92,0.94,0.94,True,True
2497,139,moss_ward,Fay,dfc30a23c5,1,proposed,watch route,rain path first,do first safe step for rain jar,0.92,0.92,0.94,0.94,True,True
2498,139,glass_harbor,Puck,4414f3fbce,4,countered,translate phrase,do not dim lamp,revise plan around tea before crossing,0.92,0.92,0.94,0.94,True,True
2499,139,cinder_garden,Wren,8b84e57e99,2,revised,step back,shade caller leads,revise plan around do not cross seed rows,0.92,0.92,0.94,0.94,True,True
2500,139,lichen_bridge,Kio,5d33dd48a4,2,accepted,wait for resident lead,meal room welcomes,resident keeps lead; avatar waits,0.92,0.92,0.94,0.94,True,True
2502,140,glass_harbor,Nia,09c265701f,1,proposed,watch route,net keeper decides,do first safe step for brass lantern,0.92,0.92,0.94,0.94,True,True
2504,140,lichen_bridge,Rin,793e568b46,3,revised,step back,do not step on tension rope,revise plan around meal room welcomes,0.92,0.92,0.94,0.94,True,True
2505,140,orchid_engine,Eli,9208211fa0,1,accepted,wait for resident lead,keep gear lane open,resident keeps lead; avatar waits,0.92,0.92,0.94,0.94,True,True
2506,140,moss_ward,Ari,cc69842f87,2,deferred,carry object,rain path first,schedule later with phrase marker,0.92,0.92,0.94,0.94,True,True
2508,140,cinder_garden,Vale,a95b845209,3,proposed,watch route,shade caller leads,do first safe step for shade pole,0.92,0.92,0.94,0.94,True,True
2509,140,lichen_bridge,Sol,fa279cc0b6,4,countered,translate phrase,meal room welcomes,revise plan around signal keeper answers,0.92,0.92,0.94,0.94,True,True
