tick_id,day,tick,route_id,speaker,listener,dialogue_choice,keyframe_index,pose,gesture,gaze_target,mouth_shape,screen_x,screen_y,animation_visible,private_workspace_sealed
724,61,4,archive_signal,Nia,Milo,ask merge,1,guarded crossed arms,route point,avatar,rest,0.38,0.355,True,True
725,61,5,signal_orchard,Ivo,Milo,none,3,relieved reset stance,small nod,route board,rest,0.494,0.425,False,True
726,61,6,orchard_riverbend,Ivo,Ari,none,5,relieved reset stance,small nod,route board,rest,0.608,0.495,True,True
727,61,7,central_repair_ring,Pax,Juno,ask rollback,1,guarded crossed arms,open palm,avatar,pause,0.722,0.355,True,True
728,61,8,riverbend_roofward,Ari,Fay,none,3,listening tilt,small nod,route board,rest,0.18,0.425,True,True
729,61,9,roofward_archive,Nia,Fay,none,5,guarded crossed arms,small nod,route board,rest,0.294,0.495,True,True
730,61,10,archive_signal,Nia,Milo,ask merge,1,guarded crossed arms,route point,avatar,short syllable,0.408,0.355,True,True
731,61,11,signal_orchard,Ivo,Milo,none,3,relieved reset stance,small nod,route board,rest,0.522,0.425,True,True
732,62,0,orchard_riverbend,Ivo,Ari,none,0,relieved reset stance,small nod,route board,rest,0.58,0.32,True,True
733,62,1,central_repair_ring,Pax,Juno,ask rollback,2,relieved reset stance,tight grip,avatar,pause,0.694,0.39,True,True
734,62,2,riverbend_roofward,Ari,Fay,none,4,listening tilt,small nod,route board,rest,0.208,0.46,True,True
735,62,3,roofward_archive,Nia,Fay,ask rollback,0,open forward lean,tight grip,avatar,pause,0.322,0.32,True,True
736,62,4,archive_signal,Nia,Milo,ask merge,2,relieved reset stance,step back,avatar,short syllable,0.38,0.39,True,True
737,62,5,signal_orchard,Ivo,Milo,none,4,relieved reset stance,small nod,route board,rest,0.494,0.46,True,True
738,62,6,orchard_riverbend,Ivo,Ari,none,0,relieved reset stance,small nod,route board,rest,0.608,0.32,True,True
739,62,7,central_repair_ring,Pax,Juno,ask rollback,2,relieved reset stance,tight grip,avatar,soft close,0.722,0.39,True,True
740,62,8,riverbend_roofward,Ari,Fay,none,4,listening tilt,small nod,route board,rest,0.18,0.46,False,True
741,62,9,roofward_archive,Nia,Fay,ask merge,0,open forward lean,tight grip,avatar,soft close,0.294,0.32,True,True
742,62,10,archive_signal,Nia,Milo,ask merge,2,relieved reset stance,step back,avatar,long syllable,0.408,0.39,True,True
743,62,11,signal_orchard,Ivo,Milo,none,4,relieved reset stance,small nod,route board,rest,0.522,0.46,True,True
744,63,0,orchard_riverbend,Ivo,Ari,none,1,relieved reset stance,small nod,route board,rest,0.58,0.355,True,True
745,63,1,central_repair_ring,Pax,Juno,ask rollback,3,careful pointing,small nod,avatar,soft close,0.694,0.425,True,True
746,63,2,riverbend_roofward,Ari,Fay,ask merge,5,route-board reach,two-hand offer,avatar,long syllable,0.208,0.495,True,True
747,63,3,roofward_archive,Nia,Fay,none,1,relieved reset stance,small nod,route board,rest,0.322,0.355,True,True
748,63,4,archive_signal,Nia,Milo,ask rollback,3,careful pointing,two-hand offer,avatar,long syllable,0.38,0.425,True,True
749,63,5,signal_orchard,Ivo,Milo,none,5,relieved reset stance,small nod,route board,rest,0.494,0.495,True,True
750,63,6,orchard_riverbend,Ivo,Ari,none,1,relieved reset stance,small nod,route board,rest,0.608,0.355,False,True
751,63,7,central_repair_ring,Pax,Juno,ask rollback,3,careful pointing,small nod,avatar,rest,0.722,0.425,True,True
752,63,8,riverbend_roofward,Ari,Fay,ask rollback,5,route-board reach,two-hand offer,avatar,pause,0.18,0.495,True,True
753,63,9,roofward_archive,Nia,Fay,none,1,careful pointing,small nod,route board,rest,0.294,0.355,True,True
754,63,10,archive_signal,Nia,Milo,ask rollback,3,careful pointing,two-hand offer,avatar,pause,0.408,0.425,True,True
755,63,11,signal_orchard,Ivo,Milo,none,5,relieved reset stance,small nod,route board,rest,0.522,0.495,False,True
756,64,0,orchard_riverbend,Ivo,Ari,none,2,relieved reset stance,small nod,route board,rest,0.58,0.39,True,True
757,64,1,central_repair_ring,Pax,Juno,ask rollback,4,listening tilt,route point,avatar,rest,0.694,0.46,True,True
758,64,2,riverbend_roofward,Ari,Fay,none,0,route-board reach,small nod,route board,rest,0.208,0.32,True,True
759,64,3,roofward_archive,Nia,Fay,none,2,careful pointing,small nod,route board,rest,0.322,0.39,True,True
760,64,4,archive_signal,Nia,Milo,ask rollback,4,listening tilt,open palm,avatar,pause,0.38,0.46,True,True
761,64,5,signal_orchard,Ivo,Milo,none,0,relieved reset stance,small nod,route board,rest,0.494,0.32,True,True
762,64,6,orchard_riverbend,Ivo,Ari,none,2,relieved reset stance,small nod,route board,rest,0.608,0.39,True,True
763,64,7,central_repair_ring,Pax,Juno,ask rollback,4,listening tilt,route point,avatar,short syllable,0.722,0.46,True,True
764,64,8,riverbend_roofward,Ari,Fay,none,0,route-board reach,small nod,route board,rest,0.18,0.32,True,True
765,64,9,roofward_archive,Nia,Fay,none,2,listening tilt,small nod,route board,rest,0.294,0.39,False,True
766,64,10,archive_signal,Nia,Milo,ask rollback,4,listening tilt,open palm,avatar,soft close,0.408,0.46,True,True
767,64,11,signal_orchard,Ivo,Milo,none,0,relieved reset stance,small nod,route board,rest,0.522,0.32,True,True
768,65,0,orchard_riverbend,Ivo,Ari,none,3,relieved reset stance,small nod,route board,rest,0.58,0.425,True,True
769,65,1,central_repair_ring,Pax,Juno,ask rollback,5,route-board reach,step back,avatar,short syllable,0.694,0.495,True,True
770,65,2,riverbend_roofward,Ari,Fay,none,1,route-board reach,small nod,route board,rest,0.208,0.355,False,True
771,65,3,roofward_archive,Nia,Fay,none,3,listening tilt,small nod,route board,rest,0.322,0.425,True,True
772,65,4,archive_signal,Nia,Milo,ask rollback,5,route-board reach,tight grip,avatar,soft close,0.38,0.495,True,True
773,65,5,signal_orchard,Ivo,Milo,none,1,relieved reset stance,small nod,route board,rest,0.494,0.355,True,True
774,65,6,orchard_riverbend,Ivo,Ari,none,3,relieved reset stance,small nod,route board,rest,0.608,0.425,True,True
775,65,7,central_repair_ring,Pax,Juno,ask rollback,5,route-board reach,step back,avatar,long syllable,0.722,0.495,True,True
776,65,8,riverbend_roofward,Ari,Fay,none,1,route-board reach,small nod,route board,rest,0.18,0.355,True,True
777,65,9,roofward_archive,Nia,Fay,none,3,route-board reach,small nod,route board,rest,0.294,0.425,True,True
778,65,10,archive_signal,Nia,Milo,ask rollback,5,route-board reach,tight grip,avatar,rest,0.408,0.495,True,True
779,65,11,signal_orchard,Ivo,Milo,none,1,relieved reset stance,small nod,route board,rest,0.522,0.355,True,True
780,66,0,central_repair_ring,Juno,Pax,none,5,route-board reach,small nod,route board,rest,0.68,0.495,False,True
781,66,1,riverbend_roofward,Fay,Ari,ask merge,1,guarded crossed arms,tight grip,avatar,long syllable,0.194,0.355,True,True
782,66,2,roofward_archive,Fay,Nia,none,3,guarded crossed arms,small nod,route board,rest,0.308,0.425,True,True
783,66,3,archive_signal,Milo,Nia,none,5,relieved reset stance,small nod,route board,rest,0.422,0.495,True,True
784,66,4,signal_orchard,Milo,Ivo,ask merge,1,guarded crossed arms,step back,avatar,rest,0.48,0.355,True,True
785,66,5,orchard_riverbend,Ari,Ivo,none,3,route-board reach,small nod,route board,rest,0.594,0.425,False,True
786,66,6,central_repair_ring,Juno,Pax,none,5,route-board reach,small nod,route board,rest,0.708,0.495,True,True
787,66,7,riverbend_roofward,Fay,Ari,ask merge,1,guarded crossed arms,tight grip,avatar,pause,0.222,0.355,True,True
788,66,8,roofward_archive,Fay,Nia,none,3,guarded crossed arms,small nod,route board,rest,0.28,0.425,True,True
789,66,9,archive_signal,Milo,Nia,none,5,guarded crossed arms,small nod,route board,rest,0.394,0.495,True,True
790,66,10,signal_orchard,Milo,Ivo,ask rollback,1,guarded crossed arms,step back,avatar,short syllable,0.508,0.355,True,True
791,66,11,orchard_riverbend,Ari,Ivo,none,3,route-board reach,small nod,route board,rest,0.622,0.425,True,True
792,67,0,central_repair_ring,Juno,Pax,ask rollback,0,open forward lean,two-hand offer,avatar,rest,0.68,0.32,True,True
793,67,1,riverbend_roofward,Fay,Ari,ask merge,2,relieved reset stance,small nod,avatar,pause,0.194,0.39,True,True
794,67,2,roofward_archive,Fay,Nia,none,4,relieved reset stance,small nod,route board,rest,0.308,0.46,True,True
795,67,3,archive_signal,Milo,Nia,none,0,guarded crossed arms,small nod,route board,rest,0.422,0.32,False,True
796,67,4,signal_orchard,Milo,Ivo,ask rollback,2,relieved reset stance,two-hand offer,avatar,short syllable,0.48,0.39,True,True
797,67,5,orchard_riverbend,Ari,Ivo,none,4,route-board reach,small nod,route board,rest,0.594,0.46,True,True
798,67,6,central_repair_ring,Juno,Pax,ask rollback,0,open forward lean,two-hand offer,avatar,short syllable,0.708,0.32,True,True
799,67,7,riverbend_roofward,Fay,Ari,ask merge,2,relieved reset stance,small nod,avatar,soft close,0.222,0.39,True,True
800,67,8,roofward_archive,Fay,Nia,none,4,relieved reset stance,small nod,route board,rest,0.28,0.46,False,True
801,67,9,archive_signal,Milo,Nia,none,0,relieved reset stance,small nod,route board,rest,0.394,0.32,True,True
802,67,10,signal_orchard,Milo,Ivo,ask rollback,2,relieved reset stance,two-hand offer,avatar,long syllable,0.508,0.39,True,True
803,67,11,orchard_riverbend,Ari,Ivo,none,4,route-board reach,small nod,route board,rest,0.622,0.46,True,True
804,68,0,central_repair_ring,Juno,Pax,none,1,open forward lean,small nod,route board,rest,0.68,0.355,True,True
805,68,1,riverbend_roofward,Fay,Ari,ask merge,3,careful pointing,route point,avatar,soft close,0.194,0.425,True,True
806,68,2,roofward_archive,Fay,Nia,none,5,careful pointing,small nod,route board,rest,0.308,0.495,True,True
807,68,3,archive_signal,Milo,Nia,none,1,relieved reset stance,small nod,route board,rest,0.422,0.355,True,True
808,68,4,signal_orchard,Milo,Ivo,ask rollback,3,careful pointing,open palm,avatar,long syllable,0.48,0.425,True,True
809,68,5,orchard_riverbend,Ari,Ivo,ask merge,5,route-board reach,route point,avatar,rest,0.594,0.495,True,True
810,68,6,central_repair_ring,Juno,Pax,none,1,open forward lean,small nod,route board,rest,0.708,0.355,False,True
811,68,7,riverbend_roofward,Fay,Ari,ask rollback,3,careful pointing,route point,avatar,rest,0.222,0.425,True,True
812,68,8,roofward_archive,Fay,Nia,none,5,careful pointing,small nod,route board,rest,0.28,0.495,True,True
813,68,9,archive_signal,Milo,Nia,none,1,careful pointing,small nod,route board,rest,0.394,0.355,True,True
814,68,10,signal_orchard,Milo,Ivo,ask rollback,3,careful pointing,open palm,avatar,pause,0.508,0.425,True,True
815,68,11,orchard_riverbend,Ari,Ivo,ask merge,5,route-board reach,route point,avatar,short syllable,0.622,0.495,True,True
816,69,0,central_repair_ring,Juno,Pax,none,2,open forward lean,small nod,route board,rest,0.68,0.39,True,True
817,69,1,riverbend_roofward,Fay,Ari,ask rollback,4,listening tilt,step back,avatar,rest,0.194,0.46,True,True
818,69,2,roofward_archive,Fay,Nia,none,0,listening tilt,small nod,route board,rest,0.308,0.32,True,True
819,69,3,archive_signal,Milo,Nia,none,2,careful pointing,small nod,route board,rest,0.422,0.39,True,True
820,69,4,signal_orchard,Milo,Ivo,ask rollback,4,listening tilt,tight grip,avatar,pause,0.48,0.46,True,True
821,69,5,orchard_riverbend,Ari,Ivo,none,0,route-board reach,small nod,route board,rest,0.594,0.32,True,True
822,69,6,central_repair_ring,Juno,Pax,none,2,open forward lean,small nod,route board,rest,0.708,0.39,True,True
823,69,7,riverbend_roofward,Fay,Ari,ask rollback,4,listening tilt,step back,avatar,short syllable,0.222,0.46,True,True
824,69,8,roofward_archive,Fay,Nia,none,0,listening tilt,small nod,route board,rest,0.28,0.32,True,True
825,69,9,archive_signal,Milo,Nia,none,2,listening tilt,small nod,route board,rest,0.394,0.39,False,True
826,69,10,signal_orchard,Milo,Ivo,ask rollback,4,listening tilt,tight grip,avatar,soft close,0.508,0.46,True,True
827,69,11,orchard_riverbend,Ari,Ivo,none,0,route-board reach,small nod,route board,rest,0.622,0.32,True,True
828,70,0,central_repair_ring,Juno,Pax,none,3,open forward lean,small nod,route board,rest,0.68,0.425,True,True
829,70,1,riverbend_roofward,Fay,Ari,ask rollback,5,route-board reach,two-hand offer,avatar,short syllable,0.194,0.495,True,True
830,70,2,roofward_archive,Fay,Nia,none,1,route-board reach,small nod,route board,rest,0.308,0.355,False,True
831,70,3,archive_signal,Milo,Nia,ask rollback,3,careful pointing,two-hand offer,avatar,short syllable,0.422,0.425,True,True
832,70,4,signal_orchard,Milo,Ivo,ask rollback,5,route-board reach,small nod,avatar,soft close,0.48,0.495,True,True
833,70,5,orchard_riverbend,Ari,Ivo,none,1,route-board reach,small nod,route board,rest,0.594,0.355,True,True
834,70,6,central_repair_ring,Juno,Pax,none,3,open forward lean,small nod,route board,rest,0.708,0.425,True,True
835,70,7,riverbend_roofward,Fay,Ari,ask rollback,5,route-board reach,two-hand offer,avatar,long syllable,0.222,0.495,True,True
836,70,8,roofward_archive,Fay,Nia,none,1,route-board reach,small nod,route board,rest,0.28,0.355,True,True
837,70,9,archive_signal,Milo,Nia,ask merge,3,careful pointing,two-hand offer,avatar,long syllable,0.394,0.425,True,True
838,70,10,signal_orchard,Milo,Ivo,ask rollback,5,route-board reach,small nod,avatar,rest,0.508,0.495,True,True
839,70,11,orchard_riverbend,Ari,Ivo,none,1,route-board reach,small nod,route board,rest,0.622,0.355,True,True
840,71,0,central_repair_ring,Juno,Pax,none,4,open forward lean,small nod,route board,rest,0.68,0.46,False,True
841,71,1,riverbend_roofward,Fay,Ari,ask rollback,0,open forward lean,open palm,avatar,short syllable,0.194,0.32,True,True
842,71,2,roofward_archive,Fay,Nia,ask merge,2,relieved reset stance,route point,avatar,soft close,0.308,0.39,True,True
843,71,3,archive_signal,Milo,Nia,none,4,route-board reach,small nod,route board,rest,0.422,0.46,True,True
844,71,4,signal_orchard,Milo,Ivo,ask rollback,0,open forward lean,route point,avatar,soft close,0.48,0.32,True,True
845,71,5,orchard_riverbend,Ari,Ivo,none,2,route-board reach,small nod,route board,rest,0.594,0.39,False,True
846,71,6,central_repair_ring,Juno,Pax,none,4,open forward lean,small nod,route board,rest,0.708,0.46,True,True
847,71,7,riverbend_roofward,Fay,Ari,ask rollback,0,open forward lean,open palm,avatar,long syllable,0.222,0.32,True,True
848,71,8,roofward_archive,Fay,Nia,ask rollback,2,relieved reset stance,route point,avatar,rest,0.28,0.39,True,True
849,71,9,archive_signal,Milo,Nia,none,4,open forward lean,small nod,route board,rest,0.394,0.46,True,True
850,71,10,signal_orchard,Milo,Ivo,ask rollback,0,open forward lean,route point,avatar,rest,0.508,0.32,True,True
851,71,11,orchard_riverbend,Ari,Ivo,none,2,route-board reach,small nod,route board,rest,0.622,0.39,True,True
852,72,0,riverbend_roofward,Ari,Fay,ask rollback,0,open forward lean,open palm,avatar,rest,0.18,0.32,True,True
853,72,1,roofward_archive,Nia,Fay,ask merge,2,relieved reset stance,route point,avatar,pause,0.294,0.39,True,True
854,72,2,archive_signal,Nia,Milo,none,4,guarded crossed arms,small nod,route board,rest,0.408,0.46,True,True
855,72,3,signal_orchard,Ivo,Milo,none,0,relieved reset stance,small nod,route board,rest,0.522,0.32,False,True
856,72,4,orchard_riverbend,Ivo,Ari,ask merge,2,relieved reset stance,open palm,avatar,short syllable,0.58,0.39,True,True
857,72,5,central_repair_ring,Pax,Juno,none,4,route-board reach,small nod,route board,rest,0.694,0.46,True,True
858,72,6,riverbend_roofward,Ari,Fay,ask rollback,0,open forward lean,open palm,avatar,short syllable,0.208,0.32,True,True
859,72,7,roofward_archive,Nia,Fay,ask merge,2,relieved reset stance,route point,avatar,soft close,0.322,0.39,True,True
860,72,8,archive_signal,Nia,Milo,none,4,guarded crossed arms,small nod,route board,rest,0.38,0.46,False,True
861,72,9,signal_orchard,Ivo,Milo,none,0,guarded crossed arms,small nod,route board,rest,0.494,0.32,True,True
862,72,10,orchard_riverbend,Ivo,Ari,ask merge,2,relieved reset stance,open palm,avatar,long syllable,0.608,0.39,True,True
863,72,11,central_repair_ring,Pax,Juno,none,4,open forward lean,small nod,route board,rest,0.722,0.46,True,True
864,73,0,riverbend_roofward,Ari,Fay,none,1,open forward lean,small nod,route board,rest,0.18,0.355,True,True
865,73,1,roofward_archive,Nia,Fay,ask merge,3,careful pointing,step back,avatar,soft close,0.294,0.425,True,True
866,73,2,archive_signal,Nia,Milo,none,5,guarded crossed arms,small nod,route board,rest,0.408,0.495,True,True
867,73,3,signal_orchard,Ivo,Milo,none,1,guarded crossed arms,small nod,route board,rest,0.522,0.355,True,True
868,73,4,orchard_riverbend,Ivo,Ari,ask merge,3,careful pointing,tight grip,avatar,long syllable,0.58,0.425,True,True
869,73,5,central_repair_ring,Pax,Juno,none,5,guarded crossed arms,small nod,route board,rest,0.694,0.495,True,True
870,73,6,riverbend_roofward,Ari,Fay,none,1,open forward lean,small nod,route board,rest,0.208,0.355,False,True
871,73,7,roofward_archive,Nia,Fay,ask merge,3,careful pointing,step back,avatar,rest,0.322,0.425,True,True
872,73,8,archive_signal,Nia,Milo,none,5,careful pointing,small nod,route board,rest,0.38,0.495,True,True
873,73,9,signal_orchard,Ivo,Milo,none,1,open forward lean,small nod,route board,rest,0.494,0.355,True,True
874,73,10,orchard_riverbend,Ivo,Ari,ask rollback,3,careful pointing,tight grip,avatar,pause,0.608,0.425,True,True
875,73,11,central_repair_ring,Pax,Juno,none,5,guarded crossed arms,small nod,route board,rest,0.722,0.495,False,True
876,74,0,riverbend_roofward,Ari,Fay,none,2,open forward lean,small nod,route board,rest,0.18,0.39,True,True
877,74,1,roofward_archive,Nia,Fay,ask merge,4,listening tilt,two-hand offer,avatar,rest,0.294,0.46,True,True
878,74,2,archive_signal,Nia,Milo,none,0,listening tilt,small nod,route board,rest,0.408,0.32,True,True
879,74,3,signal_orchard,Ivo,Milo,none,2,open forward lean,small nod,route board,rest,0.522,0.39,True,True
880,74,4,orchard_riverbend,Ivo,Ari,ask rollback,4,listening tilt,small nod,avatar,pause,0.58,0.46,True,True
881,74,5,central_repair_ring,Pax,Juno,none,0,guarded crossed arms,small nod,route board,rest,0.694,0.32,True,True
882,74,6,riverbend_roofward,Ari,Fay,none,2,open forward lean,small nod,route board,rest,0.208,0.39,True,True
883,74,7,roofward_archive,Nia,Fay,ask merge,4,listening tilt,two-hand offer,avatar,short syllable,0.322,0.46,True,True
884,74,8,archive_signal,Nia,Milo,none,0,listening tilt,small nod,route board,rest,0.38,0.32,True,True
885,74,9,signal_orchard,Ivo,Milo,none,2,listening tilt,small nod,route board,rest,0.494,0.39,False,True
886,74,10,orchard_riverbend,Ivo,Ari,ask rollback,4,listening tilt,small nod,avatar,soft close,0.608,0.46,True,True
887,74,11,central_repair_ring,Pax,Juno,none,0,guarded crossed arms,small nod,route board,rest,0.722,0.32,True,True
888,75,0,riverbend_roofward,Ari,Fay,none,3,open forward lean,small nod,route board,rest,0.18,0.425,True,True
889,75,1,roofward_archive,Nia,Fay,ask merge,5,route-board reach,open palm,avatar,short syllable,0.294,0.495,True,True
890,75,2,archive_signal,Nia,Milo,none,1,route-board reach,small nod,route board,rest,0.408,0.355,False,True
891,75,3,signal_orchard,Ivo,Milo,none,3,listening tilt,small nod,route board,rest,0.522,0.425,True,True
892,75,4,orchard_riverbend,Ivo,Ari,ask rollback,5,route-board reach,route point,avatar,soft close,0.58,0.495,True,True
893,75,5,central_repair_ring,Pax,Juno,none,1,guarded crossed arms,small nod,route board,rest,0.694,0.355,True,True
894,75,6,riverbend_roofward,Ari,Fay,none,3,open forward lean,small nod,route board,rest,0.208,0.425,True,True
895,75,7,roofward_archive,Nia,Fay,ask rollback,5,route-board reach,open palm,avatar,long syllable,0.322,0.495,True,True
896,75,8,archive_signal,Nia,Milo,none,1,open forward lean,small nod,route board,rest,0.38,0.355,True,True
897,75,9,signal_orchard,Ivo,Milo,none,3,route-board reach,small nod,route board,rest,0.494,0.425,True,True
898,75,10,orchard_riverbend,Ivo,Ari,ask rollback,5,route-board reach,route point,avatar,rest,0.608,0.495,True,True
899,75,11,central_repair_ring,Pax,Juno,none,1,guarded crossed arms,small nod,route board,rest,0.722,0.355,True,True
900,76,0,riverbend_roofward,Ari,Fay,none,4,open forward lean,small nod,route board,rest,0.18,0.46,False,True
901,76,1,roofward_archive,Nia,Fay,ask rollback,0,open forward lean,tight grip,avatar,short syllable,0.294,0.32,True,True
902,76,2,archive_signal,Nia,Milo,none,2,open forward lean,small nod,route board,rest,0.408,0.39,True,True
903,76,3,signal_orchard,Ivo,Milo,none,4,route-board reach,small nod,route board,rest,0.522,0.46,True,True
904,76,4,orchard_riverbend,Ivo,Ari,ask rollback,0,open forward lean,step back,avatar,soft close,0.58,0.32,True,True
905,76,5,central_repair_ring,Pax,Juno,ask merge,2,relieved reset stance,tight grip,avatar,long syllable,0.694,0.39,True,True
906,76,6,riverbend_roofward,Ari,Fay,none,4,open forward lean,small nod,route board,rest,0.208,0.46,True,True
907,76,7,roofward_archive,Nia,Fay,ask rollback,0,open forward lean,tight grip,avatar,long syllable,0.322,0.32,True,True
908,76,8,archive_signal,Nia,Milo,none,2,open forward lean,small nod,route board,rest,0.38,0.39,True,True
909,76,9,signal_orchard,Ivo,Milo,none,4,open forward lean,small nod,route board,rest,0.494,0.46,True,True
910,76,10,orchard_riverbend,Ivo,Ari,ask rollback,0,open forward lean,step back,avatar,rest,0.608,0.32,True,True
911,76,11,central_repair_ring,Pax,Juno,ask merge,2,relieved reset stance,tight grip,avatar,pause,0.722,0.39,True,True
912,77,0,riverbend_roofward,Ari,Fay,none,5,open forward lean,small nod,route board,rest,0.18,0.495,True,True
913,77,1,roofward_archive,Nia,Fay,ask rollback,1,guarded crossed arms,small nod,avatar,long syllable,0.294,0.355,True,True
914,77,2,archive_signal,Nia,Milo,none,3,guarded crossed arms,small nod,route board,rest,0.408,0.425,True,True
915,77,3,signal_orchard,Ivo,Milo,none,5,open forward lean,small nod,route board,rest,0.522,0.495,False,True
916,77,4,orchard_riverbend,Ivo,Ari,ask rollback,1,guarded crossed arms,two-hand offer,avatar,rest,0.58,0.355,True,True
917,77,5,central_repair_ring,Pax,Juno,none,3,relieved reset stance,small nod,route board,rest,0.694,0.425,True,True
918,77,6,riverbend_roofward,Ari,Fay,none,5,open forward lean,small nod,route board,rest,0.208,0.495,True,True
919,77,7,roofward_archive,Nia,Fay,ask rollback,1,guarded crossed arms,small nod,avatar,pause,0.322,0.355,True,True
920,77,8,archive_signal,Nia,Milo,none,3,guarded crossed arms,small nod,route board,rest,0.38,0.425,False,True
921,77,9,signal_orchard,Ivo,Milo,none,5,guarded crossed arms,small nod,route board,rest,0.494,0.495,True,True
922,77,10,orchard_riverbend,Ivo,Ari,ask rollback,1,guarded crossed arms,two-hand offer,avatar,short syllable,0.608,0.355,True,True
923,77,11,central_repair_ring,Pax,Juno,none,3,relieved reset stance,small nod,route board,rest,0.722,0.425,True,True
924,78,0,roofward_archive,Fay,Nia,none,1,relieved reset stance,small nod,route board,rest,0.28,0.355,True,True
925,78,1,archive_signal,Milo,Nia,ask rollback,3,careful pointing,two-hand offer,avatar,soft close,0.394,0.425,True,True
926,78,2,signal_orchard,Milo,Ivo,ask rollback,5,route-board reach,small nod,avatar,long syllable,0.508,0.495,True,True
927,78,3,orchard_riverbend,Ari,Ivo,none,1,open forward lean,small nod,route board,rest,0.622,0.355,True,True
928,78,4,central_repair_ring,Juno,Pax,ask merge,3,careful pointing,small nod,avatar,long syllable,0.68,0.425,True,True
929,78,5,riverbend_roofward,Fay,Ari,none,5,relieved reset stance,small nod,route board,rest,0.194,0.495,True,True
930,78,6,roofward_archive,Fay,Nia,none,1,relieved reset stance,small nod,route board,rest,0.308,0.355,False,True
931,78,7,archive_signal,Milo,Nia,ask rollback,3,careful pointing,two-hand offer,avatar,rest,0.422,0.425,True,True
932,78,8,signal_orchard,Milo,Ivo,ask rollback,5,route-board reach,small nod,avatar,pause,0.48,0.495,True,True
933,78,9,orchard_riverbend,Ari,Ivo,none,1,open forward lean,small nod,route board,rest,0.594,0.355,True,True
934,78,10,central_repair_ring,Juno,Pax,ask merge,3,careful pointing,small nod,avatar,pause,0.708,0.425,True,True
935,78,11,riverbend_roofward,Fay,Ari,none,5,relieved reset stance,small nod,route board,rest,0.222,0.495,False,True
936,79,0,roofward_archive,Fay,Nia,none,2,relieved reset stance,small nod,route board,rest,0.28,0.39,True,True
937,79,1,archive_signal,Milo,Nia,ask rollback,4,listening tilt,open palm,avatar,rest,0.394,0.46,True,True
938,79,2,signal_orchard,Milo,Ivo,none,0,listening tilt,small nod,route board,rest,0.508,0.32,True,True
939,79,3,orchard_riverbend,Ari,Ivo,none,2,open forward lean,small nod,route board,rest,0.622,0.39,True,True
940,79,4,central_repair_ring,Juno,Pax,ask merge,4,listening tilt,route point,avatar,pause,0.68,0.46,True,True
941,79,5,riverbend_roofward,Fay,Ari,none,0,relieved reset stance,small nod,route board,rest,0.194,0.32,True,True
942,79,6,roofward_archive,Fay,Nia,none,2,relieved reset stance,small nod,route board,rest,0.308,0.39,True,True
943,79,7,archive_signal,Milo,Nia,ask rollback,4,listening tilt,open palm,avatar,short syllable,0.422,0.46,True,True
944,79,8,signal_orchard,Milo,Ivo,none,0,listening tilt,small nod,route board,rest,0.48,0.32,True,True
945,79,9,orchard_riverbend,Ari,Ivo,none,2,open forward lean,small nod,route board,rest,0.594,0.39,False,True
946,79,10,central_repair_ring,Juno,Pax,ask merge,4,listening tilt,route point,avatar,soft close,0.708,0.46,True,True
947,79,11,riverbend_roofward,Fay,Ari,none,0,relieved reset stance,small nod,route board,rest,0.222,0.32,True,True
948,80,0,roofward_archive,Fay,Nia,ask rollback,3,careful pointing,step back,avatar,pause,0.28,0.425,True,True
949,80,1,archive_signal,Milo,Nia,ask rollback,5,route-board reach,tight grip,avatar,short syllable,0.394,0.495,True,True
950,80,2,signal_orchard,Milo,Ivo,none,1,route-board reach,small nod,route board,rest,0.508,0.355,False,True
951,80,3,orchard_riverbend,Ari,Ivo,none,3,open forward lean,small nod,route board,rest,0.622,0.425,True,True
952,80,4,central_repair_ring,Juno,Pax,ask merge,5,route-board reach,step back,avatar,soft close,0.68,0.495,True,True
953,80,5,riverbend_roofward,Fay,Ari,none,1,careful pointing,small nod,route board,rest,0.194,0.355,True,True
954,80,6,roofward_archive,Fay,Nia,ask rollback,3,careful pointing,step back,avatar,soft close,0.308,0.425,True,True
955,80,7,archive_signal,Milo,Nia,ask rollback,5,route-board reach,tight grip,avatar,long syllable,0.422,0.495,True,True
956,80,8,signal_orchard,Milo,Ivo,none,1,route-board reach,small nod,route board,rest,0.48,0.355,True,True
957,80,9,orchard_riverbend,Ari,Ivo,none,3,open forward lean,small nod,route board,rest,0.594,0.425,True,True
958,80,10,central_repair_ring,Juno,Pax,ask rollback,5,route-board reach,step back,avatar,rest,0.708,0.495,True,True
959,80,11,riverbend_roofward,Fay,Ari,none,1,careful pointing,small nod,route board,rest,0.222,0.355,True,True
960,81,0,roofward_archive,Fay,Nia,none,4,careful pointing,small nod,route board,rest,0.28,0.46,False,True
961,81,1,archive_signal,Milo,Nia,ask rollback,0,open forward lean,small nod,avatar,short syllable,0.394,0.32,True,True
962,81,2,signal_orchard,Milo,Ivo,none,2,open forward lean,small nod,route board,rest,0.508,0.39,True,True
963,81,3,orchard_riverbend,Ari,Ivo,none,4,open forward lean,small nod,route board,rest,0.622,0.46,True,True
964,81,4,central_repair_ring,Juno,Pax,ask rollback,0,open forward lean,two-hand offer,avatar,soft close,0.68,0.32,True,True
965,81,5,riverbend_roofward,Fay,Ari,ask merge,2,relieved reset stance,small nod,avatar,long syllable,0.194,0.39,True,True
