tick,day,active_panel,selected_resident,selected_tick,filter_text,visible_columns,panel_patch,keyboard_shortcut,export_ready,private_workspace_hidden
4872,271,schedule diff,Nia,4872,resident:Nia event:repair_trust,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""tool loan"", ""memory"": ""nia:tool_loan:audit:d271:s12"", ""panel"": ""schedule diff"", ""resident"": ""Nia"", ""snapshot"": ""ssrm:v59:audit:snapshot:d271:t04872"", ""tick"": 4872}",x,True,True
4873,271,invariant,Ari,4873,resident:Ari event:move,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""repair promise"", ""memory"": ""ari:repair_promise:audit:d271:s13"", ""panel"": ""invariant"", ""resident"": ""Ari"", ""snapshot"": ""ssrm:v59:audit:snapshot:d271:t04873"", ""tick"": 4873}",j/k,True,True
4874,271,dashboard,Fay,4874,resident:Fay event:talk,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""care favor"", ""memory"": ""fay:care_favor:audit:d271:s14"", ""panel"": ""dashboard"", ""resident"": ""Fay"", ""snapshot"": ""ssrm:v59:audit:snapshot:d271:t04874"", ""tick"": 4874}",m,True,True
4875,271,resident index,Milo,4875,resident:Milo event:offer_help,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""tool loan"", ""memory"": ""milo:tool_loan:audit:d271:s15"", ""panel"": ""resident index"", ""resident"": ""Milo"", ""snapshot"": ""ssrm:v59:audit:snapshot:d271:t04875"", ""tick"": 4875}",s,True,True
4876,271,schedule diff,Sera,4876,resident:Sera event:borrow_tool,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""repair promise"", ""memory"": ""sera:repair_promise:audit:d271:s16"", ""panel"": ""schedule diff"", ""resident"": ""Sera"", ""snapshot"": ""ssrm:v59:audit:snapshot:d271:t04876"", ""tick"": 4876}",e,True,True
4877,271,invariant,Tovan,4877,resident:Tovan event:return_tool,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""care favor"", ""memory"": ""tovan:care_favor:audit:d271:s17"", ""panel"": ""invariant"", ""resident"": ""Tovan"", ""snapshot"": ""ssrm:v59:audit:snapshot:d271:t04877"", ""tick"": 4877}",r,True,True
4878,272,causality,Nia,4878,resident:Nia event:wait_offscreen,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""tool loan"", ""memory"": ""nia:tool_loan:audit:d272:s00"", ""panel"": ""causality"", ""resident"": ""Nia"", ""snapshot"": ""ssrm:v59:audit:snapshot:d272:t04878"", ""tick"": 4878}",e,True,True
4879,272,scrubber,Ari,4879,resident:Ari event:repair_trust,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""repair promise"", ""memory"": ""ari:repair_promise:audit:d272:s01"", ""panel"": ""scrubber"", ""resident"": ""Ari"", ""snapshot"": ""ssrm:v59:audit:snapshot:d272:t04879"", ""tick"": 4879}",r,True,True
4880,272,memory debt,Fay,4880,resident:Fay event:move,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""care favor"", ""memory"": ""fay:care_favor:audit:d272:s02"", ""panel"": ""memory debt"", ""resident"": ""Fay"", ""snapshot"": ""ssrm:v59:audit:snapshot:d272:t04880"", ""tick"": 4880}",d,True,True
4881,272,snapshot,Milo,4881,resident:Milo event:talk,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""tool loan"", ""memory"": ""milo:tool_loan:audit:d272:s03"", ""panel"": ""snapshot"", ""resident"": ""Milo"", ""snapshot"": ""ssrm:v59:audit:snapshot:d272:t04881"", ""tick"": 4881}",x,True,True
4882,272,causality,Sera,4882,resident:Sera event:offer_help,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""repair promise"", ""memory"": ""sera:repair_promise:audit:d272:s04"", ""panel"": ""causality"", ""resident"": ""Sera"", ""snapshot"": ""ssrm:v59:audit:snapshot:d272:t04882"", ""tick"": 4882}",j/k,True,True
4883,272,scrubber,Tovan,4883,resident:Tovan event:borrow_tool,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""care favor"", ""memory"": ""tovan:care_favor:audit:d272:s05"", ""panel"": ""scrubber"", ""resident"": ""Tovan"", ""snapshot"": ""ssrm:v59:audit:snapshot:d272:t04883"", ""tick"": 4883}",m,True,True
4884,272,memory debt,Nia,4884,resident:Nia event:return_tool,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""tool loan"", ""memory"": ""nia:tool_loan:audit:d272:s06"", ""panel"": ""memory debt"", ""resident"": ""Nia"", ""snapshot"": ""ssrm:v59:audit:snapshot:d272:t04884"", ""tick"": 4884}",s,True,True
4885,272,snapshot,Ari,4885,resident:Ari event:interrupt_work,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""repair promise"", ""memory"": ""ari:repair_promise:audit:d272:s07"", ""panel"": ""snapshot"", ""resident"": ""Ari"", ""snapshot"": ""ssrm:v59:audit:snapshot:d272:t04885"", ""tick"": 4885}",e,True,True
4886,272,causality,Fay,4886,resident:Fay event:wait_offscreen,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""care favor"", ""memory"": ""fay:care_favor:audit:d272:s08"", ""panel"": ""causality"", ""resident"": ""Fay"", ""snapshot"": ""ssrm:v59:audit:snapshot:d272:t04886"", ""tick"": 4886}",r,True,True
4887,272,scrubber,Milo,4887,resident:Milo event:repair_trust,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""tool loan"", ""memory"": ""milo:tool_loan:audit:d272:s09"", ""panel"": ""scrubber"", ""resident"": ""Milo"", ""snapshot"": ""ssrm:v59:audit:snapshot:d272:t04887"", ""tick"": 4887}",d,True,True
4888,272,memory debt,Sera,4888,resident:Sera event:move,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""repair promise"", ""memory"": ""sera:repair_promise:audit:d272:s10"", ""panel"": ""memory debt"", ""resident"": ""Sera"", ""snapshot"": ""ssrm:v59:audit:snapshot:d272:t04888"", ""tick"": 4888}",x,True,True
4889,272,snapshot,Tovan,4889,resident:Tovan event:talk,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""care favor"", ""memory"": ""tovan:care_favor:audit:d272:s11"", ""panel"": ""snapshot"", ""resident"": ""Tovan"", ""snapshot"": ""ssrm:v59:audit:snapshot:d272:t04889"", ""tick"": 4889}",j/k,True,True
4890,272,causality,Nia,4890,resident:Nia event:offer_help,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""tool loan"", ""memory"": ""nia:tool_loan:audit:d272:s12"", ""panel"": ""causality"", ""resident"": ""Nia"", ""snapshot"": ""ssrm:v59:audit:snapshot:d272:t04890"", ""tick"": 4890}",m,True,True
4891,272,scrubber,Ari,4891,resident:Ari event:borrow_tool,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""repair promise"", ""memory"": ""ari:repair_promise:audit:d272:s13"", ""panel"": ""scrubber"", ""resident"": ""Ari"", ""snapshot"": ""ssrm:v59:audit:snapshot:d272:t04891"", ""tick"": 4891}",s,True,True
4892,272,memory debt,Fay,4892,resident:Fay event:return_tool,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""care favor"", ""memory"": ""fay:care_favor:audit:d272:s14"", ""panel"": ""memory debt"", ""resident"": ""Fay"", ""snapshot"": ""ssrm:v59:audit:snapshot:d272:t04892"", ""tick"": 4892}",e,True,True
4893,272,snapshot,Milo,4893,resident:Milo event:interrupt_work,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""tool loan"", ""memory"": ""milo:tool_loan:audit:d272:s15"", ""panel"": ""snapshot"", ""resident"": ""Milo"", ""snapshot"": ""ssrm:v59:audit:snapshot:d272:t04893"", ""tick"": 4893}",r,True,True
4894,272,causality,Sera,4894,resident:Sera event:wait_offscreen,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""repair promise"", ""memory"": ""sera:repair_promise:audit:d272:s16"", ""panel"": ""causality"", ""resident"": ""Sera"", ""snapshot"": ""ssrm:v59:audit:snapshot:d272:t04894"", ""tick"": 4894}",d,True,True
4895,272,scrubber,Tovan,4895,resident:Tovan event:repair_trust,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""care favor"", ""memory"": ""tovan:care_favor:audit:d272:s17"", ""panel"": ""scrubber"", ""resident"": ""Tovan"", ""snapshot"": ""ssrm:v59:audit:snapshot:d272:t04895"", ""tick"": 4895}",x,True,True
4896,273,resident index,Nia,4896,resident:Nia event:talk,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""tool loan"", ""memory"": ""nia:tool_loan:audit:d273:s00"", ""panel"": ""resident index"", ""resident"": ""Nia"", ""snapshot"": ""ssrm:v59:audit:snapshot:d273:t04896"", ""tick"": 4896}",d,True,True
4897,273,schedule diff,Ari,4897,resident:Ari event:offer_help,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""repair promise"", ""memory"": ""ari:repair_promise:audit:d273:s01"", ""panel"": ""schedule diff"", ""resident"": ""Ari"", ""snapshot"": ""ssrm:v59:audit:snapshot:d273:t04897"", ""tick"": 4897}",x,True,True
4898,273,invariant,Fay,4898,resident:Fay event:borrow_tool,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""care favor"", ""memory"": ""fay:care_favor:audit:d273:s02"", ""panel"": ""invariant"", ""resident"": ""Fay"", ""snapshot"": ""ssrm:v59:audit:snapshot:d273:t04898"", ""tick"": 4898}",j/k,True,True
4899,273,dashboard,Milo,4899,resident:Milo event:return_tool,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""tool loan"", ""memory"": ""milo:tool_loan:audit:d273:s03"", ""panel"": ""dashboard"", ""resident"": ""Milo"", ""snapshot"": ""ssrm:v59:audit:snapshot:d273:t04899"", ""tick"": 4899}",m,True,True
4900,273,resident index,Sera,4900,resident:Sera event:interrupt_work,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""repair promise"", ""memory"": ""sera:repair_promise:audit:d273:s04"", ""panel"": ""resident index"", ""resident"": ""Sera"", ""snapshot"": ""ssrm:v59:audit:snapshot:d273:t04900"", ""tick"": 4900}",s,True,True
4901,273,schedule diff,Tovan,4901,resident:Tovan event:wait_offscreen,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""care favor"", ""memory"": ""tovan:care_favor:audit:d273:s05"", ""panel"": ""schedule diff"", ""resident"": ""Tovan"", ""snapshot"": ""ssrm:v59:audit:snapshot:d273:t04901"", ""tick"": 4901}",e,True,True
4902,273,invariant,Nia,4902,resident:Nia event:repair_trust,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""tool loan"", ""memory"": ""nia:tool_loan:audit:d273:s06"", ""panel"": ""invariant"", ""resident"": ""Nia"", ""snapshot"": ""ssrm:v59:audit:snapshot:d273:t04902"", ""tick"": 4902}",r,True,True
4903,273,dashboard,Ari,4903,resident:Ari event:move,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""repair promise"", ""memory"": ""ari:repair_promise:audit:d273:s07"", ""panel"": ""dashboard"", ""resident"": ""Ari"", ""snapshot"": ""ssrm:v59:audit:snapshot:d273:t04903"", ""tick"": 4903}",d,True,True
4904,273,resident index,Fay,4904,resident:Fay event:talk,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""care favor"", ""memory"": ""fay:care_favor:audit:d273:s08"", ""panel"": ""resident index"", ""resident"": ""Fay"", ""snapshot"": ""ssrm:v59:audit:snapshot:d273:t04904"", ""tick"": 4904}",x,True,True
4905,273,schedule diff,Milo,4905,resident:Milo event:offer_help,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""tool loan"", ""memory"": ""milo:tool_loan:audit:d273:s09"", ""panel"": ""schedule diff"", ""resident"": ""Milo"", ""snapshot"": ""ssrm:v59:audit:snapshot:d273:t04905"", ""tick"": 4905}",j/k,True,True
4906,273,invariant,Sera,4906,resident:Sera event:borrow_tool,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""repair promise"", ""memory"": ""sera:repair_promise:audit:d273:s10"", ""panel"": ""invariant"", ""resident"": ""Sera"", ""snapshot"": ""ssrm:v59:audit:snapshot:d273:t04906"", ""tick"": 4906}",m,True,True
4907,273,dashboard,Tovan,4907,resident:Tovan event:return_tool,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""care favor"", ""memory"": ""tovan:care_favor:audit:d273:s11"", ""panel"": ""dashboard"", ""resident"": ""Tovan"", ""snapshot"": ""ssrm:v59:audit:snapshot:d273:t04907"", ""tick"": 4907}",s,True,True
4908,273,resident index,Nia,4908,resident:Nia event:interrupt_work,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""tool loan"", ""memory"": ""nia:tool_loan:audit:d273:s12"", ""panel"": ""resident index"", ""resident"": ""Nia"", ""snapshot"": ""ssrm:v59:audit:snapshot:d273:t04908"", ""tick"": 4908}",e,True,True
4909,273,schedule diff,Ari,4909,resident:Ari event:wait_offscreen,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""repair promise"", ""memory"": ""ari:repair_promise:audit:d273:s13"", ""panel"": ""schedule diff"", ""resident"": ""Ari"", ""snapshot"": ""ssrm:v59:audit:snapshot:d273:t04909"", ""tick"": 4909}",r,True,True
4910,273,invariant,Fay,4910,resident:Fay event:repair_trust,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""care favor"", ""memory"": ""fay:care_favor:audit:d273:s14"", ""panel"": ""invariant"", ""resident"": ""Fay"", ""snapshot"": ""ssrm:v59:audit:snapshot:d273:t04910"", ""tick"": 4910}",d,True,True
4911,273,dashboard,Milo,4911,resident:Milo event:move,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""tool loan"", ""memory"": ""milo:tool_loan:audit:d273:s15"", ""panel"": ""dashboard"", ""resident"": ""Milo"", ""snapshot"": ""ssrm:v59:audit:snapshot:d273:t04911"", ""tick"": 4911}",x,True,True
4912,273,resident index,Sera,4912,resident:Sera event:talk,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""repair promise"", ""memory"": ""sera:repair_promise:audit:d273:s16"", ""panel"": ""resident index"", ""resident"": ""Sera"", ""snapshot"": ""ssrm:v59:audit:snapshot:d273:t04912"", ""tick"": 4912}",j/k,True,True
4913,273,schedule diff,Tovan,4913,resident:Tovan event:offer_help,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""care favor"", ""memory"": ""tovan:care_favor:audit:d273:s17"", ""panel"": ""schedule diff"", ""resident"": ""Tovan"", ""snapshot"": ""ssrm:v59:audit:snapshot:d273:t04913"", ""tick"": 4913}",m,True,True
4914,274,snapshot,Nia,4914,resident:Nia event:return_tool,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""tool loan"", ""memory"": ""nia:tool_loan:audit:d274:s00"", ""panel"": ""snapshot"", ""resident"": ""Nia"", ""snapshot"": ""ssrm:v59:audit:snapshot:d274:t04914"", ""tick"": 4914}",j/k,True,True
4915,274,causality,Ari,4915,resident:Ari event:interrupt_work,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""repair promise"", ""memory"": ""ari:repair_promise:audit:d274:s01"", ""panel"": ""causality"", ""resident"": ""Ari"", ""snapshot"": ""ssrm:v59:audit:snapshot:d274:t04915"", ""tick"": 4915}",m,True,True
4916,274,scrubber,Fay,4916,resident:Fay event:wait_offscreen,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""care favor"", ""memory"": ""fay:care_favor:audit:d274:s02"", ""panel"": ""scrubber"", ""resident"": ""Fay"", ""snapshot"": ""ssrm:v59:audit:snapshot:d274:t04916"", ""tick"": 4916}",s,True,True
4917,274,memory debt,Milo,4917,resident:Milo event:repair_trust,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""tool loan"", ""memory"": ""milo:tool_loan:audit:d274:s03"", ""panel"": ""memory debt"", ""resident"": ""Milo"", ""snapshot"": ""ssrm:v59:audit:snapshot:d274:t04917"", ""tick"": 4917}",e,True,True
4918,274,snapshot,Sera,4918,resident:Sera event:move,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""repair promise"", ""memory"": ""sera:repair_promise:audit:d274:s04"", ""panel"": ""snapshot"", ""resident"": ""Sera"", ""snapshot"": ""ssrm:v59:audit:snapshot:d274:t04918"", ""tick"": 4918}",r,True,True
4919,274,causality,Tovan,4919,resident:Tovan event:talk,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""care favor"", ""memory"": ""tovan:care_favor:audit:d274:s05"", ""panel"": ""causality"", ""resident"": ""Tovan"", ""snapshot"": ""ssrm:v59:audit:snapshot:d274:t04919"", ""tick"": 4919}",d,True,True
4920,274,scrubber,Nia,4920,resident:Nia event:offer_help,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""tool loan"", ""memory"": ""nia:tool_loan:audit:d274:s06"", ""panel"": ""scrubber"", ""resident"": ""Nia"", ""snapshot"": ""ssrm:v59:audit:snapshot:d274:t04920"", ""tick"": 4920}",x,True,True
4921,274,memory debt,Ari,4921,resident:Ari event:borrow_tool,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""repair promise"", ""memory"": ""ari:repair_promise:audit:d274:s07"", ""panel"": ""memory debt"", ""resident"": ""Ari"", ""snapshot"": ""ssrm:v59:audit:snapshot:d274:t04921"", ""tick"": 4921}",j/k,True,True
4922,274,snapshot,Fay,4922,resident:Fay event:return_tool,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""care favor"", ""memory"": ""fay:care_favor:audit:d274:s08"", ""panel"": ""snapshot"", ""resident"": ""Fay"", ""snapshot"": ""ssrm:v59:audit:snapshot:d274:t04922"", ""tick"": 4922}",m,True,True
4923,274,causality,Milo,4923,resident:Milo event:interrupt_work,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""tool loan"", ""memory"": ""milo:tool_loan:audit:d274:s09"", ""panel"": ""causality"", ""resident"": ""Milo"", ""snapshot"": ""ssrm:v59:audit:snapshot:d274:t04923"", ""tick"": 4923}",s,True,True
4924,274,scrubber,Sera,4924,resident:Sera event:wait_offscreen,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""repair promise"", ""memory"": ""sera:repair_promise:audit:d274:s10"", ""panel"": ""scrubber"", ""resident"": ""Sera"", ""snapshot"": ""ssrm:v59:audit:snapshot:d274:t04924"", ""tick"": 4924}",e,True,True
4925,274,memory debt,Tovan,4925,resident:Tovan event:repair_trust,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""care favor"", ""memory"": ""tovan:care_favor:audit:d274:s11"", ""panel"": ""memory debt"", ""resident"": ""Tovan"", ""snapshot"": ""ssrm:v59:audit:snapshot:d274:t04925"", ""tick"": 4925}",r,True,True
4926,274,snapshot,Nia,4926,resident:Nia event:move,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""tool loan"", ""memory"": ""nia:tool_loan:audit:d274:s12"", ""panel"": ""snapshot"", ""resident"": ""Nia"", ""snapshot"": ""ssrm:v59:audit:snapshot:d274:t04926"", ""tick"": 4926}",d,True,True
4927,274,causality,Ari,4927,resident:Ari event:talk,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""repair promise"", ""memory"": ""ari:repair_promise:audit:d274:s13"", ""panel"": ""causality"", ""resident"": ""Ari"", ""snapshot"": ""ssrm:v59:audit:snapshot:d274:t04927"", ""tick"": 4927}",x,True,True
4928,274,scrubber,Fay,4928,resident:Fay event:offer_help,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""care favor"", ""memory"": ""fay:care_favor:audit:d274:s14"", ""panel"": ""scrubber"", ""resident"": ""Fay"", ""snapshot"": ""ssrm:v59:audit:snapshot:d274:t04928"", ""tick"": 4928}",j/k,True,True
4929,274,memory debt,Milo,4929,resident:Milo event:borrow_tool,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""tool loan"", ""memory"": ""milo:tool_loan:audit:d274:s15"", ""panel"": ""memory debt"", ""resident"": ""Milo"", ""snapshot"": ""ssrm:v59:audit:snapshot:d274:t04929"", ""tick"": 4929}",m,True,True
4930,274,snapshot,Sera,4930,resident:Sera event:return_tool,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""repair promise"", ""memory"": ""sera:repair_promise:audit:d274:s16"", ""panel"": ""snapshot"", ""resident"": ""Sera"", ""snapshot"": ""ssrm:v59:audit:snapshot:d274:t04930"", ""tick"": 4930}",s,True,True
4931,274,causality,Tovan,4931,resident:Tovan event:interrupt_work,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""care favor"", ""memory"": ""tovan:care_favor:audit:d274:s17"", ""panel"": ""causality"", ""resident"": ""Tovan"", ""snapshot"": ""ssrm:v59:audit:snapshot:d274:t04931"", ""tick"": 4931}",e,True,True
4932,275,dashboard,Nia,4932,resident:Nia event:repair_trust,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""tool loan"", ""memory"": ""nia:tool_loan:audit:d275:s00"", ""panel"": ""dashboard"", ""resident"": ""Nia"", ""snapshot"": ""ssrm:v59:audit:snapshot:d275:t04932"", ""tick"": 4932}",s,True,True
4933,275,resident index,Ari,4933,resident:Ari event:move,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""repair promise"", ""memory"": ""ari:repair_promise:audit:d275:s01"", ""panel"": ""resident index"", ""resident"": ""Ari"", ""snapshot"": ""ssrm:v59:audit:snapshot:d275:t04933"", ""tick"": 4933}",e,True,True
4934,275,schedule diff,Fay,4934,resident:Fay event:talk,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""care favor"", ""memory"": ""fay:care_favor:audit:d275:s02"", ""panel"": ""schedule diff"", ""resident"": ""Fay"", ""snapshot"": ""ssrm:v59:audit:snapshot:d275:t04934"", ""tick"": 4934}",r,True,True
4935,275,invariant,Milo,4935,resident:Milo event:offer_help,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""tool loan"", ""memory"": ""milo:tool_loan:audit:d275:s03"", ""panel"": ""invariant"", ""resident"": ""Milo"", ""snapshot"": ""ssrm:v59:audit:snapshot:d275:t04935"", ""tick"": 4935}",d,True,True
4936,275,dashboard,Sera,4936,resident:Sera event:borrow_tool,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""repair promise"", ""memory"": ""sera:repair_promise:audit:d275:s04"", ""panel"": ""dashboard"", ""resident"": ""Sera"", ""snapshot"": ""ssrm:v59:audit:snapshot:d275:t04936"", ""tick"": 4936}",x,True,True
4937,275,resident index,Tovan,4937,resident:Tovan event:return_tool,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""care favor"", ""memory"": ""tovan:care_favor:audit:d275:s05"", ""panel"": ""resident index"", ""resident"": ""Tovan"", ""snapshot"": ""ssrm:v59:audit:snapshot:d275:t04937"", ""tick"": 4937}",j/k,True,True
4938,275,schedule diff,Nia,4938,resident:Nia event:interrupt_work,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""tool loan"", ""memory"": ""nia:tool_loan:audit:d275:s06"", ""panel"": ""schedule diff"", ""resident"": ""Nia"", ""snapshot"": ""ssrm:v59:audit:snapshot:d275:t04938"", ""tick"": 4938}",m,True,True
4939,275,invariant,Ari,4939,resident:Ari event:wait_offscreen,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""repair promise"", ""memory"": ""ari:repair_promise:audit:d275:s07"", ""panel"": ""invariant"", ""resident"": ""Ari"", ""snapshot"": ""ssrm:v59:audit:snapshot:d275:t04939"", ""tick"": 4939}",s,True,True
4940,275,dashboard,Fay,4940,resident:Fay event:repair_trust,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""care favor"", ""memory"": ""fay:care_favor:audit:d275:s08"", ""panel"": ""dashboard"", ""resident"": ""Fay"", ""snapshot"": ""ssrm:v59:audit:snapshot:d275:t04940"", ""tick"": 4940}",e,True,True
4941,275,resident index,Milo,4941,resident:Milo event:move,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""tool loan"", ""memory"": ""milo:tool_loan:audit:d275:s09"", ""panel"": ""resident index"", ""resident"": ""Milo"", ""snapshot"": ""ssrm:v59:audit:snapshot:d275:t04941"", ""tick"": 4941}",r,True,True
4942,275,schedule diff,Sera,4942,resident:Sera event:talk,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""repair promise"", ""memory"": ""sera:repair_promise:audit:d275:s10"", ""panel"": ""schedule diff"", ""resident"": ""Sera"", ""snapshot"": ""ssrm:v59:audit:snapshot:d275:t04942"", ""tick"": 4942}",d,True,True
4943,275,invariant,Tovan,4943,resident:Tovan event:offer_help,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""care favor"", ""memory"": ""tovan:care_favor:audit:d275:s11"", ""panel"": ""invariant"", ""resident"": ""Tovan"", ""snapshot"": ""ssrm:v59:audit:snapshot:d275:t04943"", ""tick"": 4943}",x,True,True
4944,275,dashboard,Nia,4944,resident:Nia event:borrow_tool,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""tool loan"", ""memory"": ""nia:tool_loan:audit:d275:s12"", ""panel"": ""dashboard"", ""resident"": ""Nia"", ""snapshot"": ""ssrm:v59:audit:snapshot:d275:t04944"", ""tick"": 4944}",j/k,True,True
4945,275,resident index,Ari,4945,resident:Ari event:return_tool,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""repair promise"", ""memory"": ""ari:repair_promise:audit:d275:s13"", ""panel"": ""resident index"", ""resident"": ""Ari"", ""snapshot"": ""ssrm:v59:audit:snapshot:d275:t04945"", ""tick"": 4945}",m,True,True
4946,275,schedule diff,Fay,4946,resident:Fay event:interrupt_work,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""care favor"", ""memory"": ""fay:care_favor:audit:d275:s14"", ""panel"": ""schedule diff"", ""resident"": ""Fay"", ""snapshot"": ""ssrm:v59:audit:snapshot:d275:t04946"", ""tick"": 4946}",s,True,True
4947,275,invariant,Milo,4947,resident:Milo event:wait_offscreen,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""tool loan"", ""memory"": ""milo:tool_loan:audit:d275:s15"", ""panel"": ""invariant"", ""resident"": ""Milo"", ""snapshot"": ""ssrm:v59:audit:snapshot:d275:t04947"", ""tick"": 4947}",e,True,True
4948,275,dashboard,Sera,4948,resident:Sera event:repair_trust,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""repair promise"", ""memory"": ""sera:repair_promise:audit:d275:s16"", ""panel"": ""dashboard"", ""resident"": ""Sera"", ""snapshot"": ""ssrm:v59:audit:snapshot:d275:t04948"", ""tick"": 4948}",r,True,True
4949,275,resident index,Tovan,4949,resident:Tovan event:move,"tick,resident,event,memory,debt,schedule,snapshot,invariant","{""debt"": ""care favor"", ""memory"": ""tovan:care_favor:audit:d275:s17"", ""panel"": ""resident index"", ""resident"": ""Tovan"", ""snapshot"": ""ssrm:v59:audit:snapshot:d275:t04949"", ""tick"": 4949}",d,True,True
