tick_id,day,settlement_id,resident_id,avatar_action,local_lexeme,public_translation,reply_line,dialect_conditioned,references_culture,references_technology,references_memory,private_workspace_hidden
663,56,riverbend,Lio,give_space,riverbend-give-sp-0,riverbend-give-sp-0: ask before crossing wet tools,Lio: route engines made this route possible; move with care through plank-listening-avatar waiting myth and ask before crossing wet tools.,True,True,True,True,True
664,56,roofward,Fay,ask_memory,roofward-ask-mem-1,roofward-ask-mem-1: wait before taking ledgers,Fay: our civic observatories still keep the avatar-waiting story and sun-ledger-trade witness.,True,True,True,True,True
665,56,archive,Toma,rest_near_resident,archive-rest-ne-2,archive-rest-ne-2: ask before touching signal spools,Toma: memory looms made this route possible; move with care through spool-naming-boundary asking and ask before touching signal spools.,True,True,True,True,True
666,56,signal,Milo,enter_world,signal-enter-w-3,signal-enter-w-3: light before haste,Milo: signal lenses made this route possible; move with care through lantern-turning-child naming and light before haste.,True,True,True,True,True
667,56,orchard,Mara,ask_local_word,orchard-ask-loc-4,orchard-ask-loc-4: keep tomorrow dry,"Mara: in orchard-dialect-8, orchard-ask-loc-4 carries dry seed continuity, satchel-vow-seasonal repair, and keep tomorrow dry.",True,True,False,True,True
668,56,repair_ring,Juno,request_tool,repair_ring-request-5,repair_ring-request-5: give hands room near sparks,Juno: repair_ring-request-5 means ask first. Our spark-distance-object blessing and give hands room near sparks are carried by kiln alloys.,True,True,True,True,True
669,56,riverbend,Lio,enter_world,riverbend-enter-w-6,riverbend-enter-w-6: ask before crossing wet tools,Lio: route engines made this route possible; move with care through plank-listening-avatar waiting myth and ask before crossing wet tools.,True,True,True,True,True
670,56,roofward,Fay,ask_local_word,roofward-ask-loc-7,roofward-ask-loc-7: wait before taking ledgers,"Fay: in roofward-dialect-8, roofward-ask-loc-7 carries herb preservation, sun-ledger-trade witness, and wait before taking ledgers.",True,True,False,True,True
671,56,archive,Toma,request_tool,archive-request-8,archive-request-8: ask before touching signal spools,Toma: archive-request-8 means ask first. Our spool-naming-boundary asking and ask before touching signal spools are carried by memory looms.,True,True,True,True,True
672,57,signal,Ren,follow_route,signal-follow--9,signal-follow--9: light before haste,Ren: signal lenses made this route possible; move with care through lantern-turning-child naming and light before haste.,True,True,True,True,True
673,57,orchard,Ivo,mark_map,orchard-mark-ma-10,orchard-mark-ma-10: keep tomorrow dry,Ivo: water clocks made this route possible; move with care through satchel-vow-seasonal repair and keep tomorrow dry.,True,True,True,True,True
674,57,repair_ring,Pax,leave_gift,repair_ring-leave-g-11,repair_ring-leave-g-11: give hands room near sparks,Pax: gift recorded through spark-distance-object blessing; next visit begins warmer under give hands room near sparks.,True,True,False,True,True
675,57,riverbend,Ari,follow_route,riverbend-follow--12,riverbend-follow--12: ask before crossing wet tools,Ari: route engines made this route possible; move with care through plank-listening-avatar waiting myth and ask before crossing wet tools.,True,True,True,True,True
676,57,roofward,Sera,mark_map,roofward-mark-ma-0,roofward-mark-ma-0: wait before taking ledgers,Sera: civic observatories made this route possible; move with care through sun-ledger-trade witness and wait before taking ledgers.,True,True,True,True,True
677,57,archive,Nia,leave_gift,archive-leave-g-1,archive-leave-g-1: ask before touching signal spools,Nia: gift recorded through spool-naming-boundary asking; next visit begins warmer under ask before touching signal spools.,True,True,False,True,True
678,57,signal,Ren,inspect_ritual,signal-inspect-2,signal-inspect-2: light before haste,Ren: signal lenses made this route possible; move with care through lantern-turning-child naming and light before haste.,True,True,True,True,True
679,57,orchard,Ivo,offer_help,orchard-offer-h-3,orchard-offer-h-3: keep tomorrow dry,Ivo: help is welcome when it follows keep tomorrow dry; water clocks made the work shareable.,True,True,True,True,True
680,57,repair_ring,Pax,move_near_object,repair_ring-move-ne-4,repair_ring-move-ne-4: give hands room near sparks,"Pax: slow steps. The spark-distance-object blessing says owned things need room, and kiln alloys records that memory.",True,True,True,False,True
681,57,riverbend,Ari,inspect_ritual,riverbend-inspect-5,riverbend-inspect-5: ask before crossing wet tools,Ari: route engines made this route possible; move with care through plank-listening-avatar waiting myth and ask before crossing wet tools.,True,True,True,True,True
682,57,roofward,Sera,offer_help,roofward-offer-h-6,roofward-offer-h-6: wait before taking ledgers,Sera: help is welcome when it follows wait before taking ledgers; civic observatories made the work shareable.,True,True,True,True,True
683,57,archive,Nia,move_near_object,archive-move-ne-7,archive-move-ne-7: ask before touching signal spools,"Nia: slow steps. The spool-naming-boundary asking says owned things need room, and memory looms records that memory.",True,True,True,False,True
684,58,signal,Milo,ask_memory,signal-ask-mem-8,signal-ask-mem-8: light before haste,Milo: our signal lenses still keep the avatar-waiting story and lantern-turning-child naming.,True,True,True,True,True
685,58,orchard,Mara,rest_near_resident,orchard-rest-ne-9,orchard-rest-ne-9: keep tomorrow dry,Mara: water clocks made this route possible; move with care through satchel-vow-seasonal repair and keep tomorrow dry.,True,True,True,True,True
686,58,repair_ring,Juno,enter_world,repair_ring-enter-w-10,repair_ring-enter-w-10: give hands room near sparks,Juno: kiln alloys made this route possible; move with care through spark-distance-object blessing and give hands room near sparks.,True,True,True,True,True
687,58,riverbend,Lio,ask_memory,riverbend-ask-mem-11,riverbend-ask-mem-11: ask before crossing wet tools,Lio: our route engines still keep the avatar-waiting story and plank-listening-avatar waiting myth.,True,True,True,True,True
688,58,roofward,Fay,rest_near_resident,roofward-rest-ne-12,roofward-rest-ne-12: wait before taking ledgers,Fay: civic observatories made this route possible; move with care through sun-ledger-trade witness and wait before taking ledgers.,True,True,True,True,True
689,58,archive,Toma,enter_world,archive-enter-w-0,archive-enter-w-0: ask before touching signal spools,Toma: memory looms made this route possible; move with care through spool-naming-boundary asking and ask before touching signal spools.,True,True,True,True,True
690,58,signal,Milo,ask_local_word,signal-ask-loc-1,signal-ask-loc-1: light before haste,"Milo: in signal-dialect-8, signal-ask-loc-1 carries path visibility, lantern-turning-child naming, and light before haste.",True,True,False,True,True
691,58,orchard,Mara,request_tool,orchard-request-2,orchard-request-2: keep tomorrow dry,Mara: orchard-request-2 means ask first. Our satchel-vow-seasonal repair and keep tomorrow dry are carried by water clocks.,True,True,True,True,True
692,58,repair_ring,Juno,give_space,repair_ring-give-sp-3,repair_ring-give-sp-3: give hands room near sparks,Juno: kiln alloys made this route possible; move with care through spark-distance-object blessing and give hands room near sparks.,True,True,True,True,True
693,58,riverbend,Lio,ask_local_word,riverbend-ask-loc-4,riverbend-ask-loc-4: ask before crossing wet tools,"Lio: in riverbend-dialect-8, riverbend-ask-loc-4 carries dry crossing, plank-listening-avatar waiting myth, and ask before crossing wet tools.",True,True,False,True,True
694,58,roofward,Fay,request_tool,roofward-request-5,roofward-request-5: wait before taking ledgers,Fay: roofward-request-5 means ask first. Our sun-ledger-trade witness and wait before taking ledgers are carried by civic observatories.,True,True,True,True,True
695,58,archive,Toma,give_space,archive-give-sp-6,archive-give-sp-6: ask before touching signal spools,Toma: memory looms made this route possible; move with care through spool-naming-boundary asking and ask before touching signal spools.,True,True,True,True,True
696,59,signal,Ren,mark_map,signal-mark-ma-7,signal-mark-ma-7: light before haste,Ren: signal lenses made this route possible; move with care through lantern-turning-child naming and light before haste.,True,True,True,True,True
697,59,orchard,Ivo,leave_gift,orchard-leave-g-8,orchard-leave-g-8: keep tomorrow dry,Ivo: gift recorded through satchel-vow-seasonal repair; next visit begins warmer under keep tomorrow dry.,True,True,False,True,True
698,59,repair_ring,Pax,inspect_ritual,repair_ring-inspect-9,repair_ring-inspect-9: give hands room near sparks,Pax: kiln alloys made this route possible; move with care through spark-distance-object blessing and give hands room near sparks.,True,True,True,True,True
699,59,riverbend,Ari,mark_map,riverbend-mark-ma-10,riverbend-mark-ma-10: ask before crossing wet tools,Ari: route engines made this route possible; move with care through plank-listening-avatar waiting myth and ask before crossing wet tools.,True,True,True,True,True
700,59,roofward,Sera,leave_gift,roofward-leave-g-11,roofward-leave-g-11: wait before taking ledgers,Sera: gift recorded through sun-ledger-trade witness; next visit begins warmer under wait before taking ledgers.,True,True,False,True,True
701,59,archive,Nia,inspect_ritual,archive-inspect-12,archive-inspect-12: ask before touching signal spools,Nia: memory looms made this route possible; move with care through spool-naming-boundary asking and ask before touching signal spools.,True,True,True,True,True
702,59,signal,Ren,offer_help,signal-offer-h-0,signal-offer-h-0: light before haste,Ren: help is welcome when it follows light before haste; signal lenses made the work shareable.,True,True,True,True,True
703,59,orchard,Ivo,move_near_object,orchard-move-ne-1,orchard-move-ne-1: keep tomorrow dry,"Ivo: slow steps. The satchel-vow-seasonal repair says owned things need room, and water clocks records that memory.",True,True,True,False,True
704,59,repair_ring,Pax,follow_route,repair_ring-follow--2,repair_ring-follow--2: give hands room near sparks,Pax: kiln alloys made this route possible; move with care through spark-distance-object blessing and give hands room near sparks.,True,True,True,True,True
705,59,riverbend,Ari,offer_help,riverbend-offer-h-3,riverbend-offer-h-3: ask before crossing wet tools,Ari: help is welcome when it follows ask before crossing wet tools; route engines made the work shareable.,True,True,True,True,True
706,59,roofward,Sera,move_near_object,roofward-move-ne-4,roofward-move-ne-4: wait before taking ledgers,"Sera: slow steps. The sun-ledger-trade witness says owned things need room, and civic observatories records that memory.",True,True,True,False,True
707,59,archive,Nia,follow_route,archive-follow--5,archive-follow--5: ask before touching signal spools,Nia: memory looms made this route possible; move with care through spool-naming-boundary asking and ask before touching signal spools.,True,True,True,True,True
708,60,orchard,Ivo,leave_gift,orchard-leave-g-6,orchard-leave-g-6: keep tomorrow dry,Ivo: gift recorded through satchel-vow-seasonal repair; next visit begins warmer under keep tomorrow dry.,True,True,False,True,True
709,60,repair_ring,Pax,inspect_ritual,repair_ring-inspect-7,repair_ring-inspect-7: give hands room near sparks,Pax: kiln alloys made this route possible; move with care through spark-distance-object blessing and give hands room near sparks.,True,True,True,True,True
710,60,riverbend,Ari,mark_map,riverbend-mark-ma-8,riverbend-mark-ma-8: ask before crossing wet tools,Ari: route engines made this route possible; move with care through plank-listening-avatar waiting myth and ask before crossing wet tools.,True,True,True,True,True
711,60,roofward,Sera,leave_gift,roofward-leave-g-9,roofward-leave-g-9: wait before taking ledgers,Sera: gift recorded through sun-ledger-trade witness; next visit begins warmer under wait before taking ledgers.,True,True,False,True,True
712,60,archive,Nia,inspect_ritual,archive-inspect-10,archive-inspect-10: ask before touching signal spools,Nia: memory looms made this route possible; move with care through spool-naming-boundary asking and ask before touching signal spools.,True,True,True,True,True
713,60,signal,Ren,offer_help,signal-offer-h-11,signal-offer-h-11: light before haste,Ren: help is welcome when it follows light before haste; signal lenses made the work shareable.,True,True,True,True,True
714,60,orchard,Ivo,move_near_object,orchard-move-ne-12,orchard-move-ne-12: keep tomorrow dry,"Ivo: slow steps. The satchel-vow-seasonal repair says owned things need room, and water clocks records that memory.",True,True,True,False,True
715,60,repair_ring,Pax,follow_route,repair_ring-follow--0,repair_ring-follow--0: give hands room near sparks,Pax: kiln alloys made this route possible; move with care through spark-distance-object blessing and give hands room near sparks.,True,True,True,True,True
716,60,riverbend,Ari,offer_help,riverbend-offer-h-1,riverbend-offer-h-1: ask before crossing wet tools,Ari: help is welcome when it follows ask before crossing wet tools; route engines made the work shareable.,True,True,True,True,True
717,60,roofward,Sera,move_near_object,roofward-move-ne-2,roofward-move-ne-2: wait before taking ledgers,"Sera: slow steps. The sun-ledger-trade witness says owned things need room, and civic observatories records that memory.",True,True,True,False,True
718,60,archive,Nia,follow_route,archive-follow--3,archive-follow--3: ask before touching signal spools,Nia: memory looms made this route possible; move with care through spool-naming-boundary asking and ask before touching signal spools.,True,True,True,True,True
719,60,signal,Ren,mark_map,signal-mark-ma-4,signal-mark-ma-4: light before haste,Ren: signal lenses made this route possible; move with care through lantern-turning-child naming and light before haste.,True,True,True,True,True
720,61,orchard,Mara,enter_world,orchard-enter-w-5,orchard-enter-w-5: keep tomorrow dry,Mara: water clocks made this route possible; move with care through satchel-vow-seasonal repair and keep tomorrow dry.,True,True,True,True,True
721,61,repair_ring,Juno,ask_local_word,repair_ring-ask-loc-6,repair_ring-ask-loc-6: give hands room near sparks,"Juno: in repair_ring-dialect-8, repair_ring-ask-loc-6 carries safe repair space, spark-distance-object blessing, and give hands room near sparks.",True,True,False,True,True
722,61,riverbend,Lio,rest_near_resident,riverbend-rest-ne-7,riverbend-rest-ne-7: ask before crossing wet tools,Lio: route engines made this route possible; move with care through plank-listening-avatar waiting myth and ask before crossing wet tools.,True,True,True,True,True
723,61,roofward,Fay,enter_world,roofward-enter-w-8,roofward-enter-w-8: wait before taking ledgers,Fay: civic observatories made this route possible; move with care through sun-ledger-trade witness and wait before taking ledgers.,True,True,True,True,True
724,61,archive,Toma,ask_local_word,archive-ask-loc-9,archive-ask-loc-9: ask before touching signal spools,"Toma: in archive-dialect-8, archive-ask-loc-9 carries signal memory, spool-naming-boundary asking, and ask before touching signal spools.",True,True,False,True,True
725,61,signal,Milo,request_tool,signal-request-10,signal-request-10: light before haste,Milo: signal-request-10 means ask first. Our lantern-turning-child naming and light before haste are carried by signal lenses.,True,True,True,True,True
726,61,orchard,Mara,give_space,orchard-give-sp-11,orchard-give-sp-11: keep tomorrow dry,Mara: water clocks made this route possible; move with care through satchel-vow-seasonal repair and keep tomorrow dry.,True,True,True,True,True
727,61,repair_ring,Juno,ask_memory,repair_ring-ask-mem-12,repair_ring-ask-mem-12: give hands room near sparks,Juno: our kiln alloys still keep the avatar-waiting story and spark-distance-object blessing.,True,True,True,True,True
728,61,riverbend,Lio,request_tool,riverbend-request-0,riverbend-request-0: ask before crossing wet tools,Lio: riverbend-request-0 means ask first. Our plank-listening-avatar waiting myth and ask before crossing wet tools are carried by route engines.,True,True,True,True,True
729,61,roofward,Fay,give_space,roofward-give-sp-1,roofward-give-sp-1: wait before taking ledgers,Fay: civic observatories made this route possible; move with care through sun-ledger-trade witness and wait before taking ledgers.,True,True,True,True,True
730,61,archive,Toma,ask_memory,archive-ask-mem-2,archive-ask-mem-2: ask before touching signal spools,Toma: our memory looms still keep the avatar-waiting story and spool-naming-boundary asking.,True,True,True,True,True
731,61,signal,Milo,rest_near_resident,signal-rest-ne-3,signal-rest-ne-3: light before haste,Milo: signal lenses made this route possible; move with care through lantern-turning-child naming and light before haste.,True,True,True,True,True
732,62,orchard,Ivo,inspect_ritual,orchard-inspect-4,orchard-inspect-4: keep tomorrow dry,Ivo: water clocks made this route possible; move with care through satchel-vow-seasonal repair and keep tomorrow dry.,True,True,True,True,True
733,62,repair_ring,Pax,offer_help,repair_ring-offer-h-5,repair_ring-offer-h-5: give hands room near sparks,Pax: help is welcome when it follows give hands room near sparks; kiln alloys made the work shareable.,True,True,True,True,True
734,62,riverbend,Ari,leave_gift,riverbend-leave-g-6,riverbend-leave-g-6: ask before crossing wet tools,Ari: gift recorded through plank-listening-avatar waiting myth; next visit begins warmer under ask before crossing wet tools.,True,True,False,True,True
735,62,roofward,Sera,inspect_ritual,roofward-inspect-7,roofward-inspect-7: wait before taking ledgers,Sera: civic observatories made this route possible; move with care through sun-ledger-trade witness and wait before taking ledgers.,True,True,True,True,True
736,62,archive,Nia,offer_help,archive-offer-h-8,archive-offer-h-8: ask before touching signal spools,Nia: help is welcome when it follows ask before touching signal spools; memory looms made the work shareable.,True,True,True,True,True
737,62,signal,Ren,move_near_object,signal-move-ne-9,signal-move-ne-9: light before haste,"Ren: slow steps. The lantern-turning-child naming says owned things need room, and signal lenses records that memory.",True,True,True,False,True
738,62,orchard,Ivo,follow_route,orchard-follow--10,orchard-follow--10: keep tomorrow dry,Ivo: water clocks made this route possible; move with care through satchel-vow-seasonal repair and keep tomorrow dry.,True,True,True,True,True
739,62,repair_ring,Pax,mark_map,repair_ring-mark-ma-11,repair_ring-mark-ma-11: give hands room near sparks,Pax: kiln alloys made this route possible; move with care through spark-distance-object blessing and give hands room near sparks.,True,True,True,True,True
740,62,riverbend,Ari,move_near_object,riverbend-move-ne-12,riverbend-move-ne-12: ask before crossing wet tools,"Ari: slow steps. The plank-listening-avatar waiting myth says owned things need room, and route engines records that memory.",True,True,True,False,True
741,62,roofward,Sera,follow_route,roofward-follow--0,roofward-follow--0: wait before taking ledgers,Sera: civic observatories made this route possible; move with care through sun-ledger-trade witness and wait before taking ledgers.,True,True,True,True,True
742,62,archive,Nia,mark_map,archive-mark-ma-1,archive-mark-ma-1: ask before touching signal spools,Nia: memory looms made this route possible; move with care through spool-naming-boundary asking and ask before touching signal spools.,True,True,True,True,True
743,62,signal,Ren,leave_gift,signal-leave-g-2,signal-leave-g-2: light before haste,Ren: gift recorded through lantern-turning-child naming; next visit begins warmer under light before haste.,True,True,False,True,True
744,63,orchard,Mara,ask_local_word,orchard-ask-loc-3,orchard-ask-loc-3: keep tomorrow dry,"Mara: in orchard-dialect-8, orchard-ask-loc-3 carries dry seed continuity, satchel-vow-seasonal repair, and keep tomorrow dry.",True,True,False,True,True
745,63,repair_ring,Juno,request_tool,repair_ring-request-4,repair_ring-request-4: give hands room near sparks,Juno: repair_ring-request-4 means ask first. Our spark-distance-object blessing and give hands room near sparks are carried by kiln alloys.,True,True,True,True,True
746,63,riverbend,Lio,enter_world,riverbend-enter-w-5,riverbend-enter-w-5: ask before crossing wet tools,Lio: route engines made this route possible; move with care through plank-listening-avatar waiting myth and ask before crossing wet tools.,True,True,True,True,True
747,63,roofward,Fay,ask_local_word,roofward-ask-loc-6,roofward-ask-loc-6: wait before taking ledgers,"Fay: in roofward-dialect-8, roofward-ask-loc-6 carries herb preservation, sun-ledger-trade witness, and wait before taking ledgers.",True,True,False,True,True
748,63,archive,Toma,request_tool,archive-request-7,archive-request-7: ask before touching signal spools,Toma: archive-request-7 means ask first. Our spool-naming-boundary asking and ask before touching signal spools are carried by memory looms.,True,True,True,True,True
749,63,signal,Milo,give_space,signal-give-sp-8,signal-give-sp-8: light before haste,Milo: signal lenses made this route possible; move with care through lantern-turning-child naming and light before haste.,True,True,True,True,True
750,63,orchard,Mara,ask_memory,orchard-ask-mem-9,orchard-ask-mem-9: keep tomorrow dry,Mara: our water clocks still keep the avatar-waiting story and satchel-vow-seasonal repair.,True,True,True,True,True
751,63,repair_ring,Juno,rest_near_resident,repair_ring-rest-ne-10,repair_ring-rest-ne-10: give hands room near sparks,Juno: kiln alloys made this route possible; move with care through spark-distance-object blessing and give hands room near sparks.,True,True,True,True,True
752,63,riverbend,Lio,give_space,riverbend-give-sp-11,riverbend-give-sp-11: ask before crossing wet tools,Lio: route engines made this route possible; move with care through plank-listening-avatar waiting myth and ask before crossing wet tools.,True,True,True,True,True
753,63,roofward,Fay,ask_memory,roofward-ask-mem-12,roofward-ask-mem-12: wait before taking ledgers,Fay: our civic observatories still keep the avatar-waiting story and sun-ledger-trade witness.,True,True,True,True,True
754,63,archive,Toma,rest_near_resident,archive-rest-ne-0,archive-rest-ne-0: ask before touching signal spools,Toma: memory looms made this route possible; move with care through spool-naming-boundary asking and ask before touching signal spools.,True,True,True,True,True
755,63,signal,Milo,enter_world,signal-enter-w-1,signal-enter-w-1: light before haste,Milo: signal lenses made this route possible; move with care through lantern-turning-child naming and light before haste.,True,True,True,True,True
756,64,orchard,Ivo,offer_help,orchard-offer-h-2,orchard-offer-h-2: keep tomorrow dry,Ivo: help is welcome when it follows keep tomorrow dry; water clocks made the work shareable.,True,True,True,True,True
757,64,repair_ring,Pax,move_near_object,repair_ring-move-ne-3,repair_ring-move-ne-3: give hands room near sparks,"Pax: slow steps. The spark-distance-object blessing says owned things need room, and kiln alloys records that memory.",True,True,True,False,True
758,64,riverbend,Ari,inspect_ritual,riverbend-inspect-4,riverbend-inspect-4: ask before crossing wet tools,Ari: route engines made this route possible; move with care through plank-listening-avatar waiting myth and ask before crossing wet tools.,True,True,True,True,True
759,64,roofward,Sera,offer_help,roofward-offer-h-5,roofward-offer-h-5: wait before taking ledgers,Sera: help is welcome when it follows wait before taking ledgers; civic observatories made the work shareable.,True,True,True,True,True
760,64,archive,Nia,move_near_object,archive-move-ne-6,archive-move-ne-6: ask before touching signal spools,"Nia: slow steps. The spool-naming-boundary asking says owned things need room, and memory looms records that memory.",True,True,True,False,True
761,64,signal,Ren,follow_route,signal-follow--7,signal-follow--7: light before haste,Ren: signal lenses made this route possible; move with care through lantern-turning-child naming and light before haste.,True,True,True,True,True
762,64,orchard,Ivo,mark_map,orchard-mark-ma-8,orchard-mark-ma-8: keep tomorrow dry,Ivo: water clocks made this route possible; move with care through satchel-vow-seasonal repair and keep tomorrow dry.,True,True,True,True,True
763,64,repair_ring,Pax,leave_gift,repair_ring-leave-g-9,repair_ring-leave-g-9: give hands room near sparks,Pax: gift recorded through spark-distance-object blessing; next visit begins warmer under give hands room near sparks.,True,True,False,True,True
764,64,riverbend,Ari,follow_route,riverbend-follow--10,riverbend-follow--10: ask before crossing wet tools,Ari: route engines made this route possible; move with care through plank-listening-avatar waiting myth and ask before crossing wet tools.,True,True,True,True,True
765,64,roofward,Sera,mark_map,roofward-mark-ma-11,roofward-mark-ma-11: wait before taking ledgers,Sera: civic observatories made this route possible; move with care through sun-ledger-trade witness and wait before taking ledgers.,True,True,True,True,True
766,64,archive,Nia,leave_gift,archive-leave-g-12,archive-leave-g-12: ask before touching signal spools,Nia: gift recorded through spool-naming-boundary asking; next visit begins warmer under ask before touching signal spools.,True,True,False,True,True
767,64,signal,Ren,inspect_ritual,signal-inspect-0,signal-inspect-0: light before haste,Ren: signal lenses made this route possible; move with care through lantern-turning-child naming and light before haste.,True,True,True,True,True
768,65,orchard,Mara,request_tool,orchard-request-1,orchard-request-1: keep tomorrow dry,Mara: orchard-request-1 means ask first. Our satchel-vow-seasonal repair and keep tomorrow dry are carried by water clocks.,True,True,True,True,True
769,65,repair_ring,Juno,give_space,repair_ring-give-sp-2,repair_ring-give-sp-2: give hands room near sparks,Juno: kiln alloys made this route possible; move with care through spark-distance-object blessing and give hands room near sparks.,True,True,True,True,True
770,65,riverbend,Lio,ask_local_word,riverbend-ask-loc-3,riverbend-ask-loc-3: ask before crossing wet tools,"Lio: in riverbend-dialect-8, riverbend-ask-loc-3 carries dry crossing, plank-listening-avatar waiting myth, and ask before crossing wet tools.",True,True,False,True,True
771,65,roofward,Fay,request_tool,roofward-request-4,roofward-request-4: wait before taking ledgers,Fay: roofward-request-4 means ask first. Our sun-ledger-trade witness and wait before taking ledgers are carried by civic observatories.,True,True,True,True,True
772,65,archive,Toma,give_space,archive-give-sp-5,archive-give-sp-5: ask before touching signal spools,Toma: memory looms made this route possible; move with care through spool-naming-boundary asking and ask before touching signal spools.,True,True,True,True,True
773,65,signal,Milo,ask_memory,signal-ask-mem-6,signal-ask-mem-6: light before haste,Milo: our signal lenses still keep the avatar-waiting story and lantern-turning-child naming.,True,True,True,True,True
774,65,orchard,Mara,rest_near_resident,orchard-rest-ne-7,orchard-rest-ne-7: keep tomorrow dry,Mara: water clocks made this route possible; move with care through satchel-vow-seasonal repair and keep tomorrow dry.,True,True,True,True,True
775,65,repair_ring,Juno,enter_world,repair_ring-enter-w-8,repair_ring-enter-w-8: give hands room near sparks,Juno: kiln alloys made this route possible; move with care through spark-distance-object blessing and give hands room near sparks.,True,True,True,True,True
776,65,riverbend,Lio,ask_memory,riverbend-ask-mem-9,riverbend-ask-mem-9: ask before crossing wet tools,Lio: our route engines still keep the avatar-waiting story and plank-listening-avatar waiting myth.,True,True,True,True,True
777,65,roofward,Fay,rest_near_resident,roofward-rest-ne-10,roofward-rest-ne-10: wait before taking ledgers,Fay: civic observatories made this route possible; move with care through sun-ledger-trade witness and wait before taking ledgers.,True,True,True,True,True
778,65,archive,Toma,enter_world,archive-enter-w-11,archive-enter-w-11: ask before touching signal spools,Toma: memory looms made this route possible; move with care through spool-naming-boundary asking and ask before touching signal spools.,True,True,True,True,True
779,65,signal,Milo,ask_local_word,signal-ask-loc-12,signal-ask-loc-12: light before haste,"Milo: in signal-dialect-8, signal-ask-loc-12 carries path visibility, lantern-turning-child naming, and light before haste.",True,True,False,True,True
780,66,repair_ring,Juno,give_space,repair_ring-give-sp-0,repair_ring-give-sp-0: give hands room near sparks,Juno: kiln alloys made this route possible; move with care through spark-distance-object blessing and give hands room near sparks.,True,True,True,True,True
781,66,riverbend,Lio,ask_local_word,riverbend-ask-loc-1,riverbend-ask-loc-1: ask before crossing wet tools,"Lio: in riverbend-dialect-8, riverbend-ask-loc-1 carries dry crossing, plank-listening-avatar waiting myth, and ask before crossing wet tools.",True,True,False,True,True
782,66,roofward,Fay,request_tool,roofward-request-2,roofward-request-2: wait before taking ledgers,Fay: roofward-request-2 means ask first. Our sun-ledger-trade witness and wait before taking ledgers are carried by civic observatories.,True,True,True,True,True
783,66,archive,Toma,give_space,archive-give-sp-3,archive-give-sp-3: ask before touching signal spools,Toma: memory looms made this route possible; move with care through spool-naming-boundary asking and ask before touching signal spools.,True,True,True,True,True
784,66,signal,Milo,ask_memory,signal-ask-mem-4,signal-ask-mem-4: light before haste,Milo: our signal lenses still keep the avatar-waiting story and lantern-turning-child naming.,True,True,True,True,True
785,66,orchard,Mara,rest_near_resident,orchard-rest-ne-5,orchard-rest-ne-5: keep tomorrow dry,Mara: water clocks made this route possible; move with care through satchel-vow-seasonal repair and keep tomorrow dry.,True,True,True,True,True
786,66,repair_ring,Juno,enter_world,repair_ring-enter-w-6,repair_ring-enter-w-6: give hands room near sparks,Juno: kiln alloys made this route possible; move with care through spark-distance-object blessing and give hands room near sparks.,True,True,True,True,True
787,66,riverbend,Lio,ask_memory,riverbend-ask-mem-7,riverbend-ask-mem-7: ask before crossing wet tools,Lio: our route engines still keep the avatar-waiting story and plank-listening-avatar waiting myth.,True,True,True,True,True
788,66,roofward,Fay,rest_near_resident,roofward-rest-ne-8,roofward-rest-ne-8: wait before taking ledgers,Fay: civic observatories made this route possible; move with care through sun-ledger-trade witness and wait before taking ledgers.,True,True,True,True,True
789,66,archive,Toma,enter_world,archive-enter-w-9,archive-enter-w-9: ask before touching signal spools,Toma: memory looms made this route possible; move with care through spool-naming-boundary asking and ask before touching signal spools.,True,True,True,True,True
790,66,signal,Milo,ask_local_word,signal-ask-loc-10,signal-ask-loc-10: light before haste,"Milo: in signal-dialect-8, signal-ask-loc-10 carries path visibility, lantern-turning-child naming, and light before haste.",True,True,False,True,True
791,66,orchard,Mara,request_tool,orchard-request-11,orchard-request-11: keep tomorrow dry,Mara: orchard-request-11 means ask first. Our satchel-vow-seasonal repair and keep tomorrow dry are carried by water clocks.,True,True,True,True,True
792,67,repair_ring,Pax,follow_route,repair_ring-follow--12,repair_ring-follow--12: give hands room near sparks,Pax: kiln alloys made this route possible; move with care through spark-distance-object blessing and give hands room near sparks.,True,True,True,True,True
793,67,riverbend,Ari,offer_help,riverbend-offer-h-0,riverbend-offer-h-0: ask before crossing wet tools,Ari: help is welcome when it follows ask before crossing wet tools; route engines made the work shareable.,True,True,True,True,True
794,67,roofward,Sera,move_near_object,roofward-move-ne-1,roofward-move-ne-1: wait before taking ledgers,"Sera: slow steps. The sun-ledger-trade witness says owned things need room, and civic observatories records that memory.",True,True,True,False,True
795,67,archive,Nia,follow_route,archive-follow--2,archive-follow--2: ask before touching signal spools,Nia: memory looms made this route possible; move with care through spool-naming-boundary asking and ask before touching signal spools.,True,True,True,True,True
796,67,signal,Ren,mark_map,signal-mark-ma-3,signal-mark-ma-3: light before haste,Ren: signal lenses made this route possible; move with care through lantern-turning-child naming and light before haste.,True,True,True,True,True
797,67,orchard,Ivo,leave_gift,orchard-leave-g-4,orchard-leave-g-4: keep tomorrow dry,Ivo: gift recorded through satchel-vow-seasonal repair; next visit begins warmer under keep tomorrow dry.,True,True,False,True,True
798,67,repair_ring,Pax,inspect_ritual,repair_ring-inspect-5,repair_ring-inspect-5: give hands room near sparks,Pax: kiln alloys made this route possible; move with care through spark-distance-object blessing and give hands room near sparks.,True,True,True,True,True
