tick_id,day,infrastructure_id,sight_cue,sound_cue,smell_cue,temperature_cue,wetness_cue,body_cue,rhythm_marker,sensory_bound_to_infrastructure
702,40,river_mill_bridge,steady structure,work rhythm,soil and water,mild air,dry surface,fatigued maintenance posture,flower-node,True
703,40,roof_greenhouse_cistern,steady structure,quiet upkeep,soil and water,warm work air,dry surface,fatigued maintenance posture,maintenance-pulse,True
704,40,archive_public_kiosk,steady structure,work rhythm,oil and paper,mild air,dry surface,skilled work posture,maintenance-pulse,True
705,40,dusk_signal_workshop,visible cracks,quiet upkeep,oil and paper,mild air,dry surface,fatigued maintenance posture,maintenance-pulse,True
706,40,river_mill_bridge,steady structure,quiet upkeep,soil and water,mild air,dry surface,fatigued maintenance posture,flower-node,True
707,40,roof_greenhouse_cistern,steady structure,work rhythm,wet wood,warm work air,wet surface,fatigued maintenance posture,maintenance-pulse,True
708,40,archive_public_kiosk,steady structure,quiet upkeep,wet wood,mild air,wet surface,watchful idle,maintenance-pulse,True
709,40,dusk_signal_workshop,visible cracks,work rhythm,oil and paper,mild air,dry surface,fatigued maintenance posture,maintenance-pulse,True
710,40,river_mill_bridge,steady structure,work rhythm,soil and water,mild air,dry surface,fatigued maintenance posture,flower-node,True
711,40,roof_greenhouse_cistern,visible cracks,work rhythm,soil and water,warm work air,dry surface,fatigued maintenance posture,maintenance-pulse,True
712,40,archive_public_kiosk,steady structure,quiet upkeep,oil and paper,mild air,dry surface,watchful idle,maintenance-pulse,True
713,40,dusk_signal_workshop,visible cracks,work rhythm,oil and paper,mild air,dry surface,fatigued maintenance posture,maintenance-pulse,True
714,40,river_mill_bridge,steady structure,quiet upkeep,soil and water,mild air,dry surface,fatigued maintenance posture,flower-node,True
715,40,roof_greenhouse_cistern,visible cracks,quiet upkeep,soil and water,warm work air,dry surface,fatigued maintenance posture,maintenance-pulse,True
716,40,archive_public_kiosk,steady structure,work rhythm,wet wood,mild air,wet surface,skilled work posture,maintenance-pulse,True
717,40,dusk_signal_workshop,visible cracks,quiet upkeep,wet wood,mild air,wet surface,fatigued maintenance posture,maintenance-pulse,True
718,40,river_mill_bridge,steady structure,quiet upkeep,soil and water,mild air,dry surface,fatigued maintenance posture,flower-node,True
719,40,roof_greenhouse_cistern,steady structure,quiet upkeep,soil and water,warm work air,dry surface,watchful idle,ambient-rate,True
720,41,archive_public_kiosk,steady structure,quiet upkeep,oil and paper,mild air,dry surface,watchful idle,flower-node,True
721,41,dusk_signal_workshop,visible cracks,quiet upkeep,oil and paper,mild air,dry surface,fatigued maintenance posture,maintenance-pulse,True
722,41,river_mill_bridge,steady structure,work rhythm,soil and water,mild air,dry surface,fatigued maintenance posture,maintenance-pulse,True
723,41,roof_greenhouse_cistern,steady structure,quiet upkeep,soil and water,warm work air,dry surface,fatigued maintenance posture,maintenance-pulse,True
724,41,archive_public_kiosk,steady structure,quiet upkeep,wet wood,mild air,wet surface,watchful idle,flower-node,True
725,41,dusk_signal_workshop,visible cracks,work rhythm,wet wood,mild air,wet surface,fatigued maintenance posture,maintenance-pulse,True
726,41,river_mill_bridge,steady structure,quiet upkeep,soil and water,mild air,dry surface,fatigued maintenance posture,maintenance-pulse,True
727,41,roof_greenhouse_cistern,steady structure,quiet upkeep,soil and water,warm work air,dry surface,fatigued maintenance posture,maintenance-pulse,True
728,41,archive_public_kiosk,steady structure,work rhythm,oil and paper,mild air,dry surface,skilled work posture,flower-node,True
729,41,dusk_signal_workshop,visible cracks,quiet upkeep,oil and paper,mild air,dry surface,fatigued maintenance posture,maintenance-pulse,True
730,41,river_mill_bridge,steady structure,quiet upkeep,soil and water,mild air,dry surface,fatigued maintenance posture,maintenance-pulse,True
731,41,roof_greenhouse_cistern,steady structure,work rhythm,soil and water,warm work air,dry surface,fatigued maintenance posture,maintenance-pulse,True
732,41,archive_public_kiosk,visible cracks,quiet upkeep,oil and paper,cold draft,wet surface,fatigued maintenance posture,flower-node,True
733,41,dusk_signal_workshop,steady structure,quiet upkeep,wet wood,mild air,wet surface,fatigued maintenance posture,maintenance-pulse,True
734,41,river_mill_bridge,steady structure,work rhythm,wet wood,mild air,wet surface,fatigued maintenance posture,maintenance-pulse,True
735,41,roof_greenhouse_cistern,steady structure,quiet upkeep,soil and water,warm work air,dry surface,fatigued maintenance posture,maintenance-pulse,True
736,41,archive_public_kiosk,visible cracks,quiet upkeep,oil and paper,mild air,dry surface,fatigued maintenance posture,flower-node,True
737,41,dusk_signal_workshop,steady structure,quiet upkeep,oil and paper,mild air,dry surface,fatigued maintenance posture,ambient-rate,True
738,42,river_mill_bridge,steady structure,quiet upkeep,soil and water,mild air,dry surface,watchful idle,flower-node,True
739,42,roof_greenhouse_cistern,steady structure,quiet upkeep,soil and water,warm work air,dry surface,fatigued maintenance posture,maintenance-pulse,True
740,42,archive_public_kiosk,visible cracks,work rhythm,oil and paper,mild air,dry surface,fatigued maintenance posture,maintenance-pulse,True
741,42,dusk_signal_workshop,steady structure,quiet upkeep,wet wood,mild air,wet surface,watchful idle,maintenance-pulse,True
742,42,river_mill_bridge,steady structure,quiet upkeep,wet wood,mild air,wet surface,watchful idle,flower-node,True
743,42,roof_greenhouse_cistern,steady structure,work rhythm,soil and water,cold draft,wet surface,fatigued maintenance posture,maintenance-pulse,True
744,42,archive_public_kiosk,visible cracks,work rhythm,oil and paper,mild air,dry surface,fatigued maintenance posture,maintenance-pulse,True
745,42,dusk_signal_workshop,steady structure,quiet upkeep,oil and paper,mild air,dry surface,watchful idle,maintenance-pulse,True
746,42,river_mill_bridge,steady structure,work rhythm,soil and water,mild air,dry surface,fatigued maintenance posture,flower-node,True
747,42,roof_greenhouse_cistern,steady structure,quiet upkeep,soil and water,warm work air,dry surface,watchful idle,maintenance-pulse,True
748,42,archive_public_kiosk,visible cracks,quiet upkeep,oil and paper,mild air,dry surface,fatigued maintenance posture,maintenance-pulse,True
749,42,dusk_signal_workshop,steady structure,work rhythm,oil and paper,mild air,dry surface,skilled work posture,maintenance-pulse,True
750,42,river_mill_bridge,steady structure,quiet upkeep,wet wood,mild air,wet surface,fatigued maintenance posture,flower-node,True
751,42,roof_greenhouse_cistern,steady structure,quiet upkeep,wet wood,warm work air,wet surface,watchful idle,maintenance-pulse,True
752,42,archive_public_kiosk,visible cracks,work rhythm,oil and paper,mild air,dry surface,fatigued maintenance posture,maintenance-pulse,True
753,42,dusk_signal_workshop,steady structure,work rhythm,oil and paper,mild air,dry surface,skilled work posture,maintenance-pulse,True
754,42,river_mill_bridge,steady structure,quiet upkeep,soil and water,mild air,dry surface,fatigued maintenance posture,flower-node,True
755,42,roof_greenhouse_cistern,steady structure,work rhythm,soil and water,warm work air,dry surface,skilled work posture,maintenance-pulse,True
756,43,archive_public_kiosk,visible cracks,quiet upkeep,oil and paper,mild air,dry surface,fatigued maintenance posture,flower-node,True
757,43,dusk_signal_workshop,steady structure,quiet upkeep,oil and paper,mild air,dry surface,watchful idle,maintenance-pulse,True
758,43,river_mill_bridge,steady structure,work rhythm,wet wood,mild air,wet surface,fatigued maintenance posture,maintenance-pulse,True
759,43,roof_greenhouse_cistern,steady structure,quiet upkeep,wet wood,warm work air,wet surface,watchful idle,maintenance-pulse,True
760,43,archive_public_kiosk,steady structure,quiet upkeep,oil and paper,mild air,dry surface,fatigued maintenance posture,flower-node,True
761,43,dusk_signal_workshop,steady structure,work rhythm,oil and paper,mild air,dry surface,skilled work posture,maintenance-pulse,True
762,43,river_mill_bridge,steady structure,quiet upkeep,soil and water,mild air,dry surface,fatigued maintenance posture,maintenance-pulse,True
763,43,roof_greenhouse_cistern,steady structure,quiet upkeep,soil and water,warm work air,dry surface,watchful idle,maintenance-pulse,True
764,43,archive_public_kiosk,steady structure,work rhythm,oil and paper,mild air,dry surface,fatigued maintenance posture,flower-node,True
765,43,dusk_signal_workshop,steady structure,quiet upkeep,oil and paper,mild air,dry surface,watchful idle,maintenance-pulse,True
766,43,river_mill_bridge,steady structure,quiet upkeep,soil and water,mild air,dry surface,fatigued maintenance posture,maintenance-pulse,True
767,43,roof_greenhouse_cistern,steady structure,work rhythm,wet wood,warm work air,wet surface,fatigued maintenance posture,maintenance-pulse,True
768,43,archive_public_kiosk,steady structure,quiet upkeep,wet wood,mild air,wet surface,fatigued maintenance posture,flower-node,True
769,43,dusk_signal_workshop,steady structure,quiet upkeep,oil and paper,mild air,dry surface,watchful idle,maintenance-pulse,True
770,43,river_mill_bridge,steady structure,work rhythm,soil and water,mild air,dry surface,fatigued maintenance posture,maintenance-pulse,True
771,43,roof_greenhouse_cistern,visible cracks,quiet upkeep,soil and water,warm work air,dry surface,fatigued maintenance posture,maintenance-pulse,True
772,43,archive_public_kiosk,steady structure,quiet upkeep,oil and paper,mild air,dry surface,fatigued maintenance posture,flower-node,True
773,43,dusk_signal_workshop,steady structure,quiet upkeep,oil and paper,mild air,dry surface,watchful idle,ambient-rate,True
774,44,roof_greenhouse_cistern,visible cracks,quiet upkeep,soil and water,warm work air,dry surface,fatigued maintenance posture,flower-node,True
775,44,archive_public_kiosk,steady structure,quiet upkeep,wet wood,mild air,wet surface,fatigued maintenance posture,maintenance-pulse,True
776,44,dusk_signal_workshop,steady structure,work rhythm,wet wood,mild air,wet surface,skilled work posture,maintenance-pulse,True
777,44,river_mill_bridge,steady structure,quiet upkeep,soil and water,mild air,dry surface,fatigued maintenance posture,maintenance-pulse,True
778,44,roof_greenhouse_cistern,steady structure,quiet upkeep,soil and water,cold draft,wet surface,watchful idle,flower-node,True
779,44,archive_public_kiosk,steady structure,work rhythm,oil and paper,mild air,dry surface,skilled work posture,maintenance-pulse,True
780,44,dusk_signal_workshop,steady structure,quiet upkeep,oil and paper,mild air,dry surface,watchful idle,maintenance-pulse,True
781,44,river_mill_bridge,steady structure,quiet upkeep,soil and water,mild air,dry surface,fatigued maintenance posture,maintenance-pulse,True
782,44,roof_greenhouse_cistern,steady structure,work rhythm,soil and water,warm work air,dry surface,skilled work posture,flower-node,True
783,44,archive_public_kiosk,steady structure,quiet upkeep,oil and paper,mild air,dry surface,watchful idle,maintenance-pulse,True
784,44,dusk_signal_workshop,steady structure,quiet upkeep,wet wood,mild air,wet surface,watchful idle,maintenance-pulse,True
785,44,river_mill_bridge,visible cracks,work rhythm,wet wood,mild air,wet surface,fatigued maintenance posture,maintenance-pulse,True
786,44,roof_greenhouse_cistern,steady structure,quiet upkeep,soil and water,warm work air,dry surface,watchful idle,flower-node,True
787,44,archive_public_kiosk,steady structure,quiet upkeep,oil and paper,mild air,dry surface,watchful idle,maintenance-pulse,True
788,44,dusk_signal_workshop,steady structure,work rhythm,oil and paper,mild air,dry surface,skilled work posture,maintenance-pulse,True
789,44,river_mill_bridge,visible cracks,quiet upkeep,soil and water,mild air,dry surface,fatigued maintenance posture,maintenance-pulse,True
790,44,roof_greenhouse_cistern,steady structure,quiet upkeep,soil and water,warm work air,dry surface,watchful idle,flower-node,True
791,44,archive_public_kiosk,steady structure,quiet upkeep,oil and paper,cold draft,wet surface,watchful idle,ambient-rate,True
792,45,dusk_signal_workshop,steady structure,quiet upkeep,wet wood,mild air,wet surface,watchful idle,flower-node,True
793,45,river_mill_bridge,visible cracks,quiet upkeep,wet wood,mild air,wet surface,fatigued maintenance posture,maintenance-pulse,True
794,45,roof_greenhouse_cistern,steady structure,work rhythm,soil and water,warm work air,dry surface,skilled work posture,maintenance-pulse,True
795,45,archive_public_kiosk,steady structure,work rhythm,oil and paper,mild air,dry surface,skilled work posture,maintenance-pulse,True
796,45,dusk_signal_workshop,steady structure,quiet upkeep,oil and paper,mild air,dry surface,watchful idle,flower-node,True
797,45,river_mill_bridge,visible cracks,work rhythm,soil and water,mild air,dry surface,fatigued maintenance posture,maintenance-pulse,True
798,45,roof_greenhouse_cistern,steady structure,quiet upkeep,soil and water,warm work air,dry surface,watchful idle,maintenance-pulse,True
799,45,archive_public_kiosk,steady structure,quiet upkeep,oil and paper,mild air,dry surface,watchful idle,maintenance-pulse,True
800,45,dusk_signal_workshop,steady structure,work rhythm,oil and paper,mild air,dry surface,skilled work posture,flower-node,True
801,45,river_mill_bridge,visible cracks,quiet upkeep,wet wood,mild air,wet surface,fatigued maintenance posture,maintenance-pulse,True
802,45,roof_greenhouse_cistern,steady structure,quiet upkeep,wet wood,warm work air,wet surface,watchful idle,maintenance-pulse,True
803,45,archive_public_kiosk,steady structure,work rhythm,oil and paper,mild air,dry surface,skilled work posture,maintenance-pulse,True
804,45,dusk_signal_workshop,steady structure,work rhythm,oil and paper,mild air,dry surface,skilled work posture,flower-node,True
805,45,river_mill_bridge,steady structure,quiet upkeep,soil and water,mild air,dry surface,fatigued maintenance posture,maintenance-pulse,True
806,45,roof_greenhouse_cistern,steady structure,work rhythm,soil and water,warm work air,dry surface,skilled work posture,maintenance-pulse,True
807,45,archive_public_kiosk,steady structure,quiet upkeep,oil and paper,mild air,dry surface,watchful idle,maintenance-pulse,True
808,45,dusk_signal_workshop,steady structure,quiet upkeep,oil and paper,mild air,dry surface,fatigued maintenance posture,flower-node,True
809,45,river_mill_bridge,steady structure,quiet upkeep,soil and water,mild air,dry surface,fatigued maintenance posture,ambient-rate,True
810,46,roof_greenhouse_cistern,steady structure,quiet upkeep,wet wood,warm work air,wet surface,watchful idle,flower-node,True
811,46,archive_public_kiosk,steady structure,quiet upkeep,oil and paper,mild air,dry surface,watchful idle,maintenance-pulse,True
812,46,dusk_signal_workshop,steady structure,work rhythm,oil and paper,mild air,dry surface,fatigued maintenance posture,maintenance-pulse,True
813,46,river_mill_bridge,steady structure,quiet upkeep,soil and water,cold draft,wet surface,watchful idle,maintenance-pulse,True
814,46,roof_greenhouse_cistern,steady structure,quiet upkeep,soil and water,warm work air,dry surface,watchful idle,flower-node,True
815,46,archive_public_kiosk,steady structure,work rhythm,oil and paper,mild air,dry surface,skilled work posture,maintenance-pulse,True
816,46,dusk_signal_workshop,steady structure,quiet upkeep,oil and paper,mild air,dry surface,fatigued maintenance posture,maintenance-pulse,True
817,46,river_mill_bridge,steady structure,quiet upkeep,soil and water,mild air,dry surface,watchful idle,maintenance-pulse,True
818,46,roof_greenhouse_cistern,steady structure,work rhythm,wet wood,warm work air,wet surface,skilled work posture,flower-node,True
819,46,archive_public_kiosk,steady structure,quiet upkeep,wet wood,mild air,wet surface,watchful idle,maintenance-pulse,True
820,46,dusk_signal_workshop,steady structure,quiet upkeep,oil and paper,mild air,dry surface,fatigued maintenance posture,maintenance-pulse,True
821,46,river_mill_bridge,steady structure,work rhythm,soil and water,mild air,dry surface,skilled work posture,maintenance-pulse,True
822,46,roof_greenhouse_cistern,steady structure,quiet upkeep,soil and water,warm work air,dry surface,watchful idle,flower-node,True
823,46,archive_public_kiosk,steady structure,quiet upkeep,oil and paper,mild air,dry surface,watchful idle,maintenance-pulse,True
824,46,dusk_signal_workshop,steady structure,work rhythm,oil and paper,mild air,dry surface,fatigued maintenance posture,maintenance-pulse,True
825,46,river_mill_bridge,steady structure,quiet upkeep,soil and water,mild air,dry surface,watchful idle,maintenance-pulse,True
826,46,roof_greenhouse_cistern,steady structure,quiet upkeep,soil and water,cold draft,wet surface,watchful idle,flower-node,True
827,46,archive_public_kiosk,steady structure,quiet upkeep,wet wood,mild air,wet surface,watchful idle,ambient-rate,True
828,47,dusk_signal_workshop,steady structure,work rhythm,oil and paper,mild air,dry surface,skilled work posture,flower-node,True
829,47,river_mill_bridge,steady structure,quiet upkeep,soil and water,mild air,dry surface,watchful idle,maintenance-pulse,True
830,47,roof_greenhouse_cistern,steady structure,work rhythm,soil and water,warm work air,dry surface,skilled work posture,maintenance-pulse,True
831,47,archive_public_kiosk,steady structure,quiet upkeep,oil and paper,mild air,dry surface,watchful idle,maintenance-pulse,True
832,47,dusk_signal_workshop,steady structure,quiet upkeep,oil and paper,mild air,dry surface,watchful idle,flower-node,True
833,47,river_mill_bridge,steady structure,work rhythm,soil and water,mild air,dry surface,skilled work posture,maintenance-pulse,True
834,47,roof_greenhouse_cistern,steady structure,quiet upkeep,soil and water,warm work air,dry surface,watchful idle,maintenance-pulse,True
835,47,archive_public_kiosk,steady structure,quiet upkeep,wet wood,mild air,wet surface,watchful idle,maintenance-pulse,True
836,47,dusk_signal_workshop,steady structure,work rhythm,wet wood,mild air,wet surface,skilled work posture,flower-node,True
837,47,river_mill_bridge,steady structure,quiet upkeep,soil and water,cold draft,wet surface,watchful idle,maintenance-pulse,True
838,47,roof_greenhouse_cistern,steady structure,quiet upkeep,soil and water,warm work air,dry surface,watchful idle,maintenance-pulse,True
839,47,archive_public_kiosk,steady structure,work rhythm,oil and paper,mild air,dry surface,skilled work posture,maintenance-pulse,True
840,47,dusk_signal_workshop,steady structure,quiet upkeep,oil and paper,mild air,dry surface,watchful idle,flower-node,True
841,47,river_mill_bridge,steady structure,work rhythm,soil and water,mild air,dry surface,skilled work posture,maintenance-pulse,True
842,47,roof_greenhouse_cistern,steady structure,work rhythm,soil and water,warm work air,dry surface,skilled work posture,maintenance-pulse,True
843,47,archive_public_kiosk,steady structure,quiet upkeep,oil and paper,mild air,dry surface,watchful idle,maintenance-pulse,True
844,47,dusk_signal_workshop,steady structure,quiet upkeep,wet wood,mild air,wet surface,watchful idle,flower-node,True
845,47,river_mill_bridge,steady structure,quiet upkeep,wet wood,mild air,wet surface,watchful idle,ambient-rate,True
846,48,archive_public_kiosk,steady structure,work rhythm,oil and paper,mild air,dry surface,skilled work posture,flower-node,True
847,48,dusk_signal_workshop,steady structure,quiet upkeep,oil and paper,mild air,dry surface,watchful idle,maintenance-pulse,True
848,48,river_mill_bridge,steady structure,work rhythm,soil and water,cold draft,wet surface,skilled work posture,maintenance-pulse,True
849,48,roof_greenhouse_cistern,steady structure,quiet upkeep,soil and water,warm work air,dry surface,watchful idle,maintenance-pulse,True
850,48,archive_public_kiosk,steady structure,quiet upkeep,oil and paper,mild air,dry surface,watchful idle,flower-node,True
851,48,dusk_signal_workshop,steady structure,work rhythm,oil and paper,mild air,dry surface,fatigued maintenance posture,maintenance-pulse,True
852,48,river_mill_bridge,steady structure,quiet upkeep,wet wood,mild air,wet surface,watchful idle,maintenance-pulse,True
853,48,roof_greenhouse_cistern,steady structure,quiet upkeep,wet wood,warm work air,wet surface,watchful idle,maintenance-pulse,True
854,48,archive_public_kiosk,steady structure,work rhythm,oil and paper,mild air,dry surface,skilled work posture,flower-node,True
855,48,dusk_signal_workshop,visible cracks,work rhythm,oil and paper,mild air,dry surface,fatigued maintenance posture,maintenance-pulse,True
856,48,river_mill_bridge,steady structure,quiet upkeep,soil and water,mild air,dry surface,watchful idle,maintenance-pulse,True
857,48,roof_greenhouse_cistern,steady structure,work rhythm,soil and water,warm work air,dry surface,skilled work posture,maintenance-pulse,True
858,48,archive_public_kiosk,steady structure,quiet upkeep,oil and paper,mild air,dry surface,watchful idle,flower-node,True
859,48,dusk_signal_workshop,steady structure,quiet upkeep,oil and paper,mild air,dry surface,watchful idle,maintenance-pulse,True
860,48,river_mill_bridge,steady structure,work rhythm,soil and water,mild air,dry surface,skilled work posture,maintenance-pulse,True
861,48,roof_greenhouse_cistern,steady structure,quiet upkeep,wet wood,warm work air,wet surface,watchful idle,maintenance-pulse,True
862,48,archive_public_kiosk,steady structure,quiet upkeep,wet wood,mild air,wet surface,watchful idle,flower-node,True
863,48,dusk_signal_workshop,steady structure,quiet upkeep,oil and paper,mild air,dry surface,watchful idle,ambient-rate,True
