tick_id,day,session_id,settlement_id,resident_id,site_id,sprite_x_before,sprite_y_before,sprite_x_after,sprite_y_after,animation_frame_index,easing_label,path_progress_before,path_progress_after,body_pose,sensory_overlay,animated_path_visible
0,1,canvas-session-001,lichen_bridge,Luma,meal_room,106,104,118,116,0,cautious-step,0.377419,0.416129,reaching,bowl clink; lichen soup; warm steam,True
3193,178,canvas-session-030,lichen_bridge,Luma,rope_bridge,280,292,268,292,1,ease-in-out,0.677419,0.696774,walking,rope strain; damp rope; wet breeze,True
3194,178,canvas-session-030,orchid_engine,Dax,gear_wash,320,140,320,152,2,ease-in-out,0.754839,0.774194,reaching,gear brush; gear oil; warm damp,True
3195,178,canvas-session-030,moss_ward,Tala,root_alcove,248,160,260,148,3,cautious-step,0.677419,0.716129,walking,root drip; root ink; cool still,True
3196,178,canvas-session-030,glass_harbor,Nia,lamp_pier,304,188,292,200,4,ease-in-out,0.445161,0.483871,walking,lamp hiss; lamp oil; salt cold,True
3197,178,canvas-session-030,cinder_garden,Pax,ash_path,228,240,228,252,5,ease-in-out,0.819355,0.83871,walking,ash crunch; cool ash; hot edge,True
3198,178,canvas-session-030,lichen_bridge,Rin,meal_room,268,292,280,280,6,cautious-step,0.658065,0.696774,reaching,bowl clink; lichen soup; warm steam,True
3199,178,canvas-session-030,orchid_engine,Eli,engine_ring,332,152,320,140,7,ease-in-out,0.677419,0.716129,walking,valve pulse; warm iron; hot dry,True
3200,178,canvas-session-030,moss_ward,Ari,blanket_room,248,160,248,160,8,ease-in-out,1.0,1.0,walking,loom creak; warm wool; warm dry,True
3201,178,canvas-session-030,glass_harbor,Oren,fog_rail,304,188,316,176,9,cautious-step,0.674194,0.712903,walking,fog bell; cold fog; chilled wet,True
3202,178,canvas-session-030,cinder_garden,Vale,seed_shelf,240,228,228,220,10,ease-in-out,0.754839,0.787097,reaching,seed rattle; seed oil; warm dry,True
3203,178,canvas-session-030,lichen_bridge,Sol,signal_post,256,304,256,316,11,ease-in-out,0.890323,0.909677,walking,bell hum; bell tin; cool mist,True
3204,179,canvas-session-030,moss_ward,Tala,rain_gate,260,148,248,160,0,cautious-step,0.464516,0.503226,reaching,rain taps; wet moss; cold damp,True
3205,179,canvas-session-030,glass_harbor,Nia,net_room,292,200,292,200,1,ease-in-out,1.0,1.0,walking,net rasp; salt fiber; mild damp,True
3206,179,canvas-session-030,cinder_garden,Pax,shade_tent,228,252,240,240,2,ease-in-out,0.696774,0.735484,walking,cloth flap; dry shade; soft warm,True
3207,179,canvas-session-030,lichen_bridge,Rin,rope_bridge,280,280,268,292,3,cautious-step,0.658065,0.696774,walking,rope strain; damp rope; wet breeze,True
3208,179,canvas-session-030,orchid_engine,Eli,gear_wash,320,140,320,152,4,ease-in-out,0.754839,0.774194,reaching,gear brush; gear oil; warm damp,True
3209,179,canvas-session-030,moss_ward,Ari,root_alcove,248,160,260,148,5,ease-in-out,0.677419,0.716129,walking,root drip; root ink; cool still,True
3210,179,canvas-session-030,glass_harbor,Oren,lamp_pier,316,176,304,188,6,cautious-step,0.406452,0.445161,walking,lamp hiss; lamp oil; salt cold,True
3211,179,canvas-session-030,cinder_garden,Vale,ash_path,228,220,228,232,7,ease-in-out,0.787097,0.806452,walking,ash crunch; cool ash; hot edge,True
3212,179,canvas-session-030,lichen_bridge,Sol,meal_room,256,316,268,304,8,ease-in-out,0.6,0.63871,reaching,bowl clink; lichen soup; warm steam,True
3213,179,canvas-session-030,orchid_engine,Bea,engine_ring,332,164,320,152,9,cautious-step,0.658065,0.696774,walking,valve pulse; warm iron; hot dry,True
3214,179,canvas-session-030,moss_ward,Fay,blanket_room,260,148,248,160,10,ease-in-out,0.96129,1.0,walking,loom creak; warm wool; warm dry,True
3215,179,canvas-session-030,glass_harbor,Puck,fog_rail,304,188,316,176,11,ease-in-out,0.674194,0.712903,walking,fog bell; cold fog; chilled wet,True
3216,179,canvas-session-030,cinder_garden,Wren,seed_shelf,228,228,216,220,0,cautious-step,0.774194,0.806452,reaching,seed rattle; seed oil; warm dry,True
3217,179,canvas-session-030,lichen_bridge,Kio,signal_post,256,304,256,316,1,ease-in-out,0.890323,0.909677,walking,bell hum; bell tin; cool mist,True
3218,179,canvas-session-030,orchid_engine,Cai,orchid_bay,332,164,344,164,2,ease-in-out,0.806452,0.825806,walking,steam sigh; orchid oil; humid warm,True
3219,179,canvas-session-030,moss_ward,Milo,rain_gate,260,148,248,160,3,cautious-step,0.464516,0.503226,walking,rain taps; wet moss; cold damp,True
3220,179,canvas-session-030,glass_harbor,Sera,net_room,292,200,292,200,4,ease-in-out,1.0,1.0,reaching,net rasp; salt fiber; mild damp,True
3221,179,canvas-session-030,cinder_garden,Juno,shade_tent,240,240,252,240,5,ease-in-out,0.735484,0.754839,walking,cloth flap; dry shade; soft warm,True
3222,180,canvas-session-030,orchid_engine,Bea,gear_wash,320,152,320,164,6,cautious-step,0.774194,0.793548,reaching,gear brush; gear oil; warm damp,True
3223,180,canvas-session-030,moss_ward,Fay,root_alcove,248,160,260,148,7,ease-in-out,0.677419,0.716129,walking,root drip; root ink; cool still,True
3224,180,canvas-session-030,glass_harbor,Puck,lamp_pier,316,176,304,188,8,ease-in-out,0.406452,0.445161,walking,lamp hiss; lamp oil; salt cold,True
3225,180,canvas-session-030,cinder_garden,Wren,ash_path,216,220,228,232,9,cautious-step,0.767742,0.806452,walking,ash crunch; cool ash; hot edge,True
3226,180,canvas-session-030,lichen_bridge,Kio,meal_room,256,316,268,304,10,ease-in-out,0.6,0.63871,reaching,bowl clink; lichen soup; warm steam,True
3227,180,canvas-session-030,orchid_engine,Cai,engine_ring,344,164,332,152,11,ease-in-out,0.63871,0.677419,walking,valve pulse; warm iron; hot dry,True
3228,180,canvas-session-030,moss_ward,Milo,blanket_room,248,160,248,160,0,cautious-step,1.0,1.0,walking,loom creak; warm wool; warm dry,True
3229,180,canvas-session-030,glass_harbor,Sera,fog_rail,292,200,304,188,1,ease-in-out,0.635484,0.674194,walking,fog bell; cold fog; chilled wet,True
3230,180,canvas-session-030,cinder_garden,Juno,seed_shelf,252,240,240,228,2,ease-in-out,0.716129,0.754839,reaching,seed rattle; seed oil; warm dry,True
3231,180,canvas-session-030,lichen_bridge,Luma,signal_post,268,292,256,304,3,cautious-step,0.851613,0.890323,walking,bell hum; bell tin; cool mist,True
3232,180,canvas-session-030,orchid_engine,Dax,orchid_bay,320,152,332,164,4,ease-in-out,0.767742,0.806452,walking,steam sigh; orchid oil; humid warm,True
3233,180,canvas-session-030,moss_ward,Tala,rain_gate,248,160,236,172,5,ease-in-out,0.503226,0.541935,walking,rain taps; wet moss; cold damp,True
3234,180,canvas-session-030,glass_harbor,Nia,net_room,292,200,292,200,6,cautious-step,1.0,1.0,reaching,net rasp; salt fiber; mild damp,True
3235,180,canvas-session-030,cinder_garden,Pax,shade_tent,240,240,252,240,7,ease-in-out,0.735484,0.754839,walking,cloth flap; dry shade; soft warm,True
3236,180,canvas-session-030,lichen_bridge,Rin,rope_bridge,268,292,256,292,8,ease-in-out,0.696774,0.716129,walking,rope strain; damp rope; wet breeze,True
3237,180,canvas-session-030,orchid_engine,Eli,gear_wash,320,152,320,164,9,cautious-step,0.774194,0.793548,walking,gear brush; gear oil; warm damp,True
3238,180,canvas-session-030,moss_ward,Ari,root_alcove,260,148,272,136,10,ease-in-out,0.716129,0.754839,reaching,root drip; root ink; cool still,True
3239,180,canvas-session-030,glass_harbor,Oren,lamp_pier,304,188,292,200,11,ease-in-out,0.445161,0.483871,walking,lamp hiss; lamp oil; salt cold,True
3240,181,canvas-session-031,lichen_bridge,Luma,meal_room,256,304,268,292,0,cautious-step,0.619355,0.658065,reaching,bowl clink; lichen soup; warm steam,True
3241,181,canvas-session-031,orchid_engine,Dax,engine_ring,332,164,320,152,1,ease-in-out,0.658065,0.696774,walking,valve pulse; warm iron; hot dry,True
3242,181,canvas-session-031,moss_ward,Tala,blanket_room,236,172,248,160,2,ease-in-out,0.96129,1.0,walking,loom creak; warm wool; warm dry,True
3243,181,canvas-session-031,glass_harbor,Nia,fog_rail,292,200,304,188,3,cautious-step,0.635484,0.674194,walking,fog bell; cold fog; chilled wet,True
3244,181,canvas-session-031,cinder_garden,Pax,seed_shelf,252,240,240,228,4,ease-in-out,0.716129,0.754839,reaching,seed rattle; seed oil; warm dry,True
3245,181,canvas-session-031,lichen_bridge,Rin,signal_post,256,292,256,304,5,ease-in-out,0.870968,0.890323,walking,bell hum; bell tin; cool mist,True
3246,181,canvas-session-031,orchid_engine,Eli,orchid_bay,320,164,332,164,6,cautious-step,0.787097,0.806452,walking,steam sigh; orchid oil; humid warm,True
3247,181,canvas-session-031,moss_ward,Ari,rain_gate,272,136,260,148,7,ease-in-out,0.425806,0.464516,walking,rain taps; wet moss; cold damp,True
3248,181,canvas-session-031,glass_harbor,Oren,net_room,292,200,292,200,8,ease-in-out,1.0,1.0,reaching,net rasp; salt fiber; mild damp,True
3249,181,canvas-session-031,cinder_garden,Vale,shade_tent,228,232,240,240,9,cautious-step,0.703226,0.735484,walking,cloth flap; dry shade; soft warm,True
3250,181,canvas-session-031,lichen_bridge,Sol,rope_bridge,268,304,256,292,10,ease-in-out,0.677419,0.716129,walking,rope strain; damp rope; wet breeze,True
3251,181,canvas-session-031,orchid_engine,Bea,gear_wash,320,164,320,176,11,ease-in-out,0.793548,0.812903,walking,gear brush; gear oil; warm damp,True
3252,181,canvas-session-031,moss_ward,Fay,root_alcove,260,148,272,136,0,cautious-step,0.716129,0.754839,reaching,root drip; root ink; cool still,True
3253,181,canvas-session-031,glass_harbor,Puck,lamp_pier,304,188,292,200,1,ease-in-out,0.445161,0.483871,walking,lamp hiss; lamp oil; salt cold,True
3254,181,canvas-session-031,cinder_garden,Wren,ash_path,228,232,228,244,2,ease-in-out,0.806452,0.825806,walking,ash crunch; cool ash; hot edge,True
3255,181,canvas-session-031,lichen_bridge,Kio,meal_room,268,304,280,292,3,cautious-step,0.63871,0.677419,walking,bowl clink; lichen soup; warm steam,True
3256,181,canvas-session-031,orchid_engine,Cai,engine_ring,332,152,320,140,4,ease-in-out,0.677419,0.716129,reaching,valve pulse; warm iron; hot dry,True
3257,181,canvas-session-031,moss_ward,Milo,blanket_room,248,160,248,160,5,ease-in-out,1.0,1.0,walking,loom creak; warm wool; warm dry,True
3258,182,canvas-session-031,cinder_garden,Vale,seed_shelf,240,240,228,228,6,cautious-step,0.735484,0.774194,reaching,seed rattle; seed oil; warm dry,True
3259,182,canvas-session-031,lichen_bridge,Sol,signal_post,256,292,256,304,7,ease-in-out,0.870968,0.890323,walking,bell hum; bell tin; cool mist,True
3260,182,canvas-session-031,orchid_engine,Bea,orchid_bay,320,176,332,164,8,ease-in-out,0.767742,0.806452,walking,steam sigh; orchid oil; humid warm,True
3261,182,canvas-session-031,moss_ward,Fay,rain_gate,272,136,260,148,9,cautious-step,0.425806,0.464516,walking,rain taps; wet moss; cold damp,True
3262,182,canvas-session-031,glass_harbor,Puck,net_room,292,200,292,200,10,ease-in-out,1.0,1.0,reaching,net rasp; salt fiber; mild damp,True
3263,182,canvas-session-031,cinder_garden,Wren,shade_tent,228,244,240,240,11,ease-in-out,0.709677,0.735484,walking,cloth flap; dry shade; soft warm,True
3264,182,canvas-session-031,lichen_bridge,Kio,rope_bridge,280,292,268,292,0,cautious-step,0.677419,0.696774,walking,rope strain; damp rope; wet breeze,True
3265,182,canvas-session-031,orchid_engine,Cai,gear_wash,320,140,320,152,1,ease-in-out,0.754839,0.774194,walking,gear brush; gear oil; warm damp,True
3266,182,canvas-session-031,moss_ward,Milo,root_alcove,248,160,260,148,2,ease-in-out,0.677419,0.716129,reaching,root drip; root ink; cool still,True
3267,182,canvas-session-031,glass_harbor,Sera,lamp_pier,304,188,292,200,3,cautious-step,0.445161,0.483871,walking,lamp hiss; lamp oil; salt cold,True
3268,182,canvas-session-031,cinder_garden,Juno,ash_path,240,228,228,240,4,ease-in-out,0.780645,0.819355,walking,ash crunch; cool ash; hot edge,True
3269,182,canvas-session-031,lichen_bridge,Luma,meal_room,268,292,280,280,5,ease-in-out,0.658065,0.696774,walking,bowl clink; lichen soup; warm steam,True
3270,182,canvas-session-031,orchid_engine,Dax,engine_ring,320,152,308,140,6,cautious-step,0.696774,0.735484,reaching,valve pulse; warm iron; hot dry,True
3271,182,canvas-session-031,moss_ward,Tala,blanket_room,248,160,248,160,7,ease-in-out,1.0,1.0,walking,loom creak; warm wool; warm dry,True
3272,182,canvas-session-031,glass_harbor,Nia,fog_rail,304,188,316,176,8,ease-in-out,0.674194,0.712903,walking,fog bell; cold fog; chilled wet,True
3273,182,canvas-session-031,cinder_garden,Pax,seed_shelf,240,228,228,220,9,cautious-step,0.754839,0.787097,walking,seed rattle; seed oil; warm dry,True
3274,182,canvas-session-031,lichen_bridge,Rin,signal_post,256,304,256,316,10,ease-in-out,0.890323,0.909677,reaching,bell hum; bell tin; cool mist,True
3275,182,canvas-session-031,orchid_engine,Eli,orchid_bay,332,164,344,164,11,ease-in-out,0.806452,0.825806,walking,steam sigh; orchid oil; humid warm,True
3276,183,canvas-session-031,glass_harbor,Sera,net_room,292,200,292,200,0,cautious-step,1.0,1.0,reaching,net rasp; salt fiber; mild damp,True
3277,183,canvas-session-031,cinder_garden,Juno,shade_tent,228,240,240,240,1,ease-in-out,0.716129,0.735484,walking,cloth flap; dry shade; soft warm,True
3278,183,canvas-session-031,lichen_bridge,Luma,rope_bridge,280,280,268,292,2,ease-in-out,0.658065,0.696774,walking,rope strain; damp rope; wet breeze,True
3279,183,canvas-session-031,orchid_engine,Dax,gear_wash,308,140,320,152,3,cautious-step,0.735484,0.774194,walking,gear brush; gear oil; warm damp,True
3280,183,canvas-session-031,moss_ward,Tala,root_alcove,248,160,260,148,4,ease-in-out,0.677419,0.716129,reaching,root drip; root ink; cool still,True
3281,183,canvas-session-031,glass_harbor,Nia,lamp_pier,316,176,304,188,5,ease-in-out,0.406452,0.445161,walking,lamp hiss; lamp oil; salt cold,True
3282,183,canvas-session-031,cinder_garden,Pax,ash_path,228,220,228,232,6,cautious-step,0.787097,0.806452,walking,ash crunch; cool ash; hot edge,True
3283,183,canvas-session-031,lichen_bridge,Rin,meal_room,256,316,268,304,7,ease-in-out,0.6,0.63871,walking,bowl clink; lichen soup; warm steam,True
3284,183,canvas-session-031,orchid_engine,Eli,engine_ring,344,164,332,152,8,ease-in-out,0.63871,0.677419,reaching,valve pulse; warm iron; hot dry,True
3285,183,canvas-session-031,moss_ward,Ari,blanket_room,260,148,248,160,9,cautious-step,0.96129,1.0,walking,loom creak; warm wool; warm dry,True
3286,183,canvas-session-031,glass_harbor,Oren,fog_rail,292,200,304,188,10,ease-in-out,0.635484,0.674194,walking,fog bell; cold fog; chilled wet,True
3287,183,canvas-session-031,cinder_garden,Vale,seed_shelf,228,228,216,220,11,ease-in-out,0.774194,0.806452,walking,seed rattle; seed oil; warm dry,True
3288,183,canvas-session-031,lichen_bridge,Sol,signal_post,256,304,256,316,0,cautious-step,0.890323,0.909677,reaching,bell hum; bell tin; cool mist,True
3289,183,canvas-session-031,orchid_engine,Bea,orchid_bay,332,164,344,164,1,ease-in-out,0.806452,0.825806,walking,steam sigh; orchid oil; humid warm,True
3290,183,canvas-session-031,moss_ward,Fay,rain_gate,260,148,248,160,2,ease-in-out,0.464516,0.503226,walking,rain taps; wet moss; cold damp,True
3291,183,canvas-session-031,glass_harbor,Puck,net_room,292,200,292,200,3,cautious-step,1.0,1.0,walking,net rasp; salt fiber; mild damp,True
3292,183,canvas-session-031,cinder_garden,Wren,shade_tent,240,240,252,240,4,ease-in-out,0.735484,0.754839,reaching,cloth flap; dry shade; soft warm,True
3293,183,canvas-session-031,lichen_bridge,Kio,rope_bridge,268,292,256,292,5,ease-in-out,0.696774,0.716129,walking,rope strain; damp rope; wet breeze,True
3294,184,canvas-session-031,moss_ward,Ari,root_alcove,248,160,260,148,6,cautious-step,0.677419,0.716129,reaching,root drip; root ink; cool still,True
3295,184,canvas-session-031,glass_harbor,Oren,lamp_pier,304,188,292,200,7,ease-in-out,0.445161,0.483871,walking,lamp hiss; lamp oil; salt cold,True
3296,184,canvas-session-031,cinder_garden,Vale,ash_path,216,220,228,232,8,ease-in-out,0.767742,0.806452,walking,ash crunch; cool ash; hot edge,True
3297,184,canvas-session-031,lichen_bridge,Sol,meal_room,256,316,268,304,9,cautious-step,0.6,0.63871,walking,bowl clink; lichen soup; warm steam,True
3298,184,canvas-session-031,orchid_engine,Bea,engine_ring,344,164,332,152,10,ease-in-out,0.63871,0.677419,reaching,valve pulse; warm iron; hot dry,True
3299,184,canvas-session-031,moss_ward,Fay,blanket_room,248,160,248,160,11,ease-in-out,1.0,1.0,walking,loom creak; warm wool; warm dry,True
3300,184,canvas-session-031,glass_harbor,Puck,fog_rail,292,200,304,188,0,cautious-step,0.635484,0.674194,walking,fog bell; cold fog; chilled wet,True
3301,184,canvas-session-031,cinder_garden,Wren,seed_shelf,252,240,240,228,1,ease-in-out,0.716129,0.754839,walking,seed rattle; seed oil; warm dry,True
3302,184,canvas-session-031,lichen_bridge,Kio,signal_post,256,292,256,304,2,ease-in-out,0.870968,0.890323,reaching,bell hum; bell tin; cool mist,True
3303,184,canvas-session-031,orchid_engine,Cai,orchid_bay,320,152,332,164,3,cautious-step,0.767742,0.806452,walking,steam sigh; orchid oil; humid warm,True
3304,184,canvas-session-031,moss_ward,Milo,rain_gate,260,148,248,160,4,ease-in-out,0.464516,0.503226,walking,rain taps; wet moss; cold damp,True
3305,184,canvas-session-031,glass_harbor,Sera,net_room,292,200,292,200,5,ease-in-out,1.0,1.0,walking,net rasp; salt fiber; mild damp,True
3306,184,canvas-session-031,cinder_garden,Juno,shade_tent,240,240,252,240,6,cautious-step,0.735484,0.754839,reaching,cloth flap; dry shade; soft warm,True
3307,184,canvas-session-031,lichen_bridge,Luma,rope_bridge,268,292,256,292,7,ease-in-out,0.696774,0.716129,walking,rope strain; damp rope; wet breeze,True
3308,184,canvas-session-031,orchid_engine,Dax,gear_wash,320,152,320,164,8,ease-in-out,0.774194,0.793548,walking,gear brush; gear oil; warm damp,True
3309,184,canvas-session-031,moss_ward,Tala,root_alcove,260,148,272,136,9,cautious-step,0.716129,0.754839,walking,root drip; root ink; cool still,True
3310,184,canvas-session-031,glass_harbor,Nia,lamp_pier,304,188,292,200,10,ease-in-out,0.445161,0.483871,reaching,lamp hiss; lamp oil; salt cold,True
3311,184,canvas-session-031,cinder_garden,Pax,ash_path,228,232,228,244,11,ease-in-out,0.806452,0.825806,walking,ash crunch; cool ash; hot edge,True
3312,185,canvas-session-031,orchid_engine,Cai,engine_ring,332,164,320,152,0,cautious-step,0.658065,0.696774,reaching,valve pulse; warm iron; hot dry,True
3313,185,canvas-session-031,moss_ward,Milo,blanket_room,248,160,248,160,1,ease-in-out,1.0,1.0,walking,loom creak; warm wool; warm dry,True
3314,185,canvas-session-031,glass_harbor,Sera,fog_rail,292,200,304,188,2,ease-in-out,0.635484,0.674194,walking,fog bell; cold fog; chilled wet,True
3315,185,canvas-session-031,cinder_garden,Juno,seed_shelf,252,240,240,228,3,cautious-step,0.716129,0.754839,walking,seed rattle; seed oil; warm dry,True
3316,185,canvas-session-031,lichen_bridge,Luma,signal_post,256,292,256,304,4,ease-in-out,0.870968,0.890323,reaching,bell hum; bell tin; cool mist,True
3317,185,canvas-session-031,orchid_engine,Dax,orchid_bay,320,164,332,164,5,ease-in-out,0.787097,0.806452,walking,steam sigh; orchid oil; humid warm,True
3318,185,canvas-session-031,moss_ward,Tala,rain_gate,272,136,260,148,6,cautious-step,0.425806,0.464516,walking,rain taps; wet moss; cold damp,True
3319,185,canvas-session-031,glass_harbor,Nia,net_room,292,200,292,200,7,ease-in-out,1.0,1.0,walking,net rasp; salt fiber; mild damp,True
3320,185,canvas-session-031,cinder_garden,Pax,shade_tent,228,244,240,240,8,ease-in-out,0.709677,0.735484,reaching,cloth flap; dry shade; soft warm,True
3321,185,canvas-session-031,lichen_bridge,Rin,rope_bridge,268,304,256,292,9,cautious-step,0.677419,0.716129,walking,rope strain; damp rope; wet breeze,True
3322,185,canvas-session-031,orchid_engine,Eli,gear_wash,332,152,320,164,10,ease-in-out,0.754839,0.793548,walking,gear brush; gear oil; warm damp,True
3323,185,canvas-session-031,moss_ward,Ari,root_alcove,260,148,272,136,11,ease-in-out,0.716129,0.754839,walking,root drip; root ink; cool still,True
3324,185,canvas-session-031,glass_harbor,Oren,lamp_pier,292,200,280,212,0,cautious-step,0.483871,0.522581,reaching,lamp hiss; lamp oil; salt cold,True
3325,185,canvas-session-031,cinder_garden,Vale,ash_path,228,232,228,244,1,ease-in-out,0.806452,0.825806,walking,ash crunch; cool ash; hot edge,True
3326,185,canvas-session-031,lichen_bridge,Sol,meal_room,268,304,280,292,2,ease-in-out,0.63871,0.677419,walking,bowl clink; lichen soup; warm steam,True
3327,185,canvas-session-031,orchid_engine,Bea,engine_ring,332,152,320,140,3,cautious-step,0.677419,0.716129,walking,valve pulse; warm iron; hot dry,True
3328,185,canvas-session-031,moss_ward,Fay,blanket_room,248,160,248,160,4,ease-in-out,1.0,1.0,reaching,loom creak; warm wool; warm dry,True
3329,185,canvas-session-031,glass_harbor,Puck,fog_rail,304,188,316,176,5,ease-in-out,0.674194,0.712903,walking,fog bell; cold fog; chilled wet,True
3330,186,canvas-session-031,lichen_bridge,Rin,signal_post,256,292,256,304,6,cautious-step,0.870968,0.890323,reaching,bell hum; bell tin; cool mist,True
3331,186,canvas-session-031,orchid_engine,Eli,orchid_bay,320,164,332,164,7,ease-in-out,0.787097,0.806452,walking,steam sigh; orchid oil; humid warm,True
3332,186,canvas-session-031,moss_ward,Ari,rain_gate,272,136,260,148,8,ease-in-out,0.425806,0.464516,walking,rain taps; wet moss; cold damp,True
3333,186,canvas-session-031,glass_harbor,Oren,net_room,280,212,292,200,9,cautious-step,0.96129,1.0,walking,net rasp; salt fiber; mild damp,True
3334,186,canvas-session-031,cinder_garden,Vale,shade_tent,228,244,240,240,10,ease-in-out,0.709677,0.735484,reaching,cloth flap; dry shade; soft warm,True
3335,186,canvas-session-031,lichen_bridge,Sol,rope_bridge,280,292,268,292,11,ease-in-out,0.677419,0.696774,walking,rope strain; damp rope; wet breeze,True
3336,186,canvas-session-031,orchid_engine,Bea,gear_wash,320,140,320,152,0,cautious-step,0.754839,0.774194,walking,gear brush; gear oil; warm damp,True
3337,186,canvas-session-031,moss_ward,Fay,root_alcove,248,160,260,148,1,ease-in-out,0.677419,0.716129,walking,root drip; root ink; cool still,True
3338,186,canvas-session-031,glass_harbor,Puck,lamp_pier,316,176,304,188,2,ease-in-out,0.406452,0.445161,reaching,lamp hiss; lamp oil; salt cold,True
3339,186,canvas-session-031,cinder_garden,Wren,ash_path,240,228,228,240,3,cautious-step,0.780645,0.819355,walking,ash crunch; cool ash; hot edge,True
3340,186,canvas-session-031,lichen_bridge,Kio,meal_room,256,304,268,292,4,ease-in-out,0.619355,0.658065,walking,bowl clink; lichen soup; warm steam,True
3341,186,canvas-session-031,orchid_engine,Cai,engine_ring,320,152,308,140,5,ease-in-out,0.696774,0.735484,walking,valve pulse; warm iron; hot dry,True
3342,186,canvas-session-031,moss_ward,Milo,blanket_room,248,160,248,160,6,cautious-step,1.0,1.0,reaching,loom creak; warm wool; warm dry,True
3343,186,canvas-session-031,glass_harbor,Sera,fog_rail,304,188,316,176,7,ease-in-out,0.674194,0.712903,walking,fog bell; cold fog; chilled wet,True
3344,186,canvas-session-031,cinder_garden,Juno,seed_shelf,240,228,228,220,8,ease-in-out,0.754839,0.787097,walking,seed rattle; seed oil; warm dry,True
3345,186,canvas-session-031,lichen_bridge,Luma,signal_post,256,304,256,316,9,cautious-step,0.890323,0.909677,walking,bell hum; bell tin; cool mist,True
3346,186,canvas-session-031,orchid_engine,Dax,orchid_bay,332,164,344,164,10,ease-in-out,0.806452,0.825806,reaching,steam sigh; orchid oil; humid warm,True
3347,186,canvas-session-031,moss_ward,Tala,rain_gate,260,148,248,160,11,ease-in-out,0.464516,0.503226,walking,rain taps; wet moss; cold damp,True
3348,187,canvas-session-032,cinder_garden,Wren,shade_tent,228,240,240,240,0,cautious-step,0.716129,0.735484,reaching,cloth flap; dry shade; soft warm,True
3349,187,canvas-session-032,lichen_bridge,Kio,rope_bridge,268,292,256,292,1,ease-in-out,0.696774,0.716129,walking,rope strain; damp rope; wet breeze,True
3350,187,canvas-session-032,orchid_engine,Cai,gear_wash,308,140,320,152,2,ease-in-out,0.735484,0.774194,walking,gear brush; gear oil; warm damp,True
3351,187,canvas-session-032,moss_ward,Milo,root_alcove,248,160,260,148,3,cautious-step,0.677419,0.716129,walking,root drip; root ink; cool still,True
3352,187,canvas-session-032,glass_harbor,Sera,lamp_pier,316,176,304,188,4,ease-in-out,0.406452,0.445161,reaching,lamp hiss; lamp oil; salt cold,True
3353,187,canvas-session-032,cinder_garden,Juno,ash_path,228,220,228,232,5,ease-in-out,0.787097,0.806452,walking,ash crunch; cool ash; hot edge,True
3354,187,canvas-session-032,lichen_bridge,Luma,meal_room,256,316,268,304,6,cautious-step,0.6,0.63871,walking,bowl clink; lichen soup; warm steam,True
3355,187,canvas-session-032,orchid_engine,Dax,engine_ring,344,164,332,152,7,ease-in-out,0.63871,0.677419,walking,valve pulse; warm iron; hot dry,True
3356,187,canvas-session-032,moss_ward,Tala,blanket_room,248,160,248,160,8,ease-in-out,1.0,1.0,reaching,loom creak; warm wool; warm dry,True
3357,187,canvas-session-032,glass_harbor,Nia,fog_rail,292,200,304,188,9,cautious-step,0.635484,0.674194,walking,fog bell; cold fog; chilled wet,True
3358,187,canvas-session-032,cinder_garden,Pax,seed_shelf,240,240,228,228,10,ease-in-out,0.735484,0.774194,walking,seed rattle; seed oil; warm dry,True
3359,187,canvas-session-032,lichen_bridge,Rin,signal_post,256,304,256,316,11,ease-in-out,0.890323,0.909677,walking,bell hum; bell tin; cool mist,True
3360,187,canvas-session-032,orchid_engine,Eli,orchid_bay,332,164,344,164,0,cautious-step,0.806452,0.825806,reaching,steam sigh; orchid oil; humid warm,True
3361,187,canvas-session-032,moss_ward,Ari,rain_gate,260,148,248,160,1,ease-in-out,0.464516,0.503226,walking,rain taps; wet moss; cold damp,True
3362,187,canvas-session-032,glass_harbor,Oren,net_room,292,200,292,200,2,ease-in-out,1.0,1.0,walking,net rasp; salt fiber; mild damp,True
3363,187,canvas-session-032,cinder_garden,Vale,shade_tent,240,240,252,240,3,cautious-step,0.735484,0.754839,walking,cloth flap; dry shade; soft warm,True
3364,187,canvas-session-032,lichen_bridge,Sol,rope_bridge,268,292,256,292,4,ease-in-out,0.696774,0.716129,reaching,rope strain; damp rope; wet breeze,True
3365,187,canvas-session-032,orchid_engine,Bea,gear_wash,320,152,320,164,5,ease-in-out,0.774194,0.793548,walking,gear brush; gear oil; warm damp,True
3366,188,canvas-session-032,glass_harbor,Nia,lamp_pier,304,188,292,200,6,cautious-step,0.445161,0.483871,reaching,lamp hiss; lamp oil; salt cold,True
3367,188,canvas-session-032,cinder_garden,Pax,ash_path,228,228,228,240,7,ease-in-out,0.8,0.819355,walking,ash crunch; cool ash; hot edge,True
3368,188,canvas-session-032,lichen_bridge,Rin,meal_room,256,316,268,304,8,ease-in-out,0.6,0.63871,walking,bowl clink; lichen soup; warm steam,True
3369,188,canvas-session-032,orchid_engine,Eli,engine_ring,344,164,332,152,9,cautious-step,0.63871,0.677419,walking,valve pulse; warm iron; hot dry,True
3370,188,canvas-session-032,moss_ward,Ari,blanket_room,248,160,248,160,10,ease-in-out,1.0,1.0,reaching,loom creak; warm wool; warm dry,True
