tick_id,day,tick,route_id,control_surface,keyboard_input,pointer_input,option_count,selected_option,previous_route_choice,updated_route_choice,valid_selection,live_mutation_visible,local_storage_key
520,33,8,signal_orchard,route radio buttons + map path highlight,none,none,2,dusk road,dusk road,dusk road,True,False,ssrm_v30_route_choice_signal_orchard
521,33,9,orchard_riverbend,route radio buttons + map path highlight,ArrowRight+Enter,tap detour,2,market plank route,market plank route,market plank route,True,True,ssrm_v30_route_choice_orchard_riverbend
522,33,10,central_repair_ring,route radio buttons + map path highlight,none,none,2,outer bell path,outer bell path,outer bell path,True,False,ssrm_v30_route_choice_central_repair_ring
523,33,11,riverbend_roofward,route radio buttons + map path highlight,none,none,2,river ford,river ford,river ford,True,False,ssrm_v30_route_choice_riverbend_roofward
524,33,12,roofward_archive,route radio buttons + map path highlight,ArrowRight+Enter,tap detour,2,cool archive lane,cool archive lane,cool archive lane,True,True,ssrm_v30_route_choice_roofward_archive
525,33,13,archive_signal,route radio buttons + map path highlight,ArrowRight+Enter,tap detour,2,stone kiosk path,stone kiosk path,stone kiosk path,True,True,ssrm_v30_route_choice_archive_signal
526,33,14,signal_orchard,route radio buttons + map path highlight,none,none,2,dusk road,dusk road,dusk road,True,False,ssrm_v30_route_choice_signal_orchard
527,33,15,orchard_riverbend,route radio buttons + map path highlight,none,none,2,market plank route,market plank route,market plank route,True,False,ssrm_v30_route_choice_orchard_riverbend
528,34,0,central_repair_ring,route radio buttons + map path highlight,none,none,2,outer bell path,outer bell path,outer bell path,True,False,ssrm_v30_route_choice_central_repair_ring
529,34,1,riverbend_roofward,route radio buttons + map path highlight,ArrowRight+Enter,tap direct,2,river ford,river ford,river ford,True,True,ssrm_v30_route_choice_riverbend_roofward
530,34,2,roofward_archive,route radio buttons + map path highlight,ArrowRight+Enter,tap detour,2,cool archive lane,cool archive lane,cool archive lane,True,True,ssrm_v30_route_choice_roofward_archive
531,34,3,archive_signal,route radio buttons + map path highlight,none,none,2,stone kiosk path,stone kiosk path,stone kiosk path,True,False,ssrm_v30_route_choice_archive_signal
532,34,4,signal_orchard,route radio buttons + map path highlight,none,none,2,dusk road,dusk road,dusk road,True,False,ssrm_v30_route_choice_signal_orchard
533,34,5,orchard_riverbend,route radio buttons + map path highlight,ArrowRight+Enter,tap direct,2,fen track,market plank route,fen track,True,True,ssrm_v30_route_choice_orchard_riverbend
534,34,6,central_repair_ring,route radio buttons + map path highlight,none,none,2,outer bell path,outer bell path,outer bell path,True,False,ssrm_v30_route_choice_central_repair_ring
535,34,7,riverbend_roofward,route radio buttons + map path highlight,none,none,2,river ford,river ford,river ford,True,False,ssrm_v30_route_choice_riverbend_roofward
536,34,8,roofward_archive,route radio buttons + map path highlight,none,none,2,cool archive lane,cool archive lane,cool archive lane,True,False,ssrm_v30_route_choice_roofward_archive
537,34,9,archive_signal,route radio buttons + map path highlight,ArrowRight+Enter,tap detour,2,stone kiosk path,stone kiosk path,stone kiosk path,True,True,ssrm_v30_route_choice_archive_signal
538,34,10,signal_orchard,route radio buttons + map path highlight,none,none,2,dusk road,dusk road,dusk road,True,False,ssrm_v30_route_choice_signal_orchard
539,34,11,orchard_riverbend,route radio buttons + map path highlight,none,none,2,fen track,fen track,fen track,True,False,ssrm_v30_route_choice_orchard_riverbend
540,34,12,central_repair_ring,route radio buttons + map path highlight,none,none,2,outer bell path,outer bell path,outer bell path,True,False,ssrm_v30_route_choice_central_repair_ring
541,34,13,riverbend_roofward,route radio buttons + map path highlight,ArrowRight+Enter,tap detour,2,orchard ridge detour,river ford,orchard ridge detour,True,True,ssrm_v30_route_choice_riverbend_roofward
542,34,14,roofward_archive,route radio buttons + map path highlight,none,none,2,cool archive lane,cool archive lane,cool archive lane,True,False,ssrm_v30_route_choice_roofward_archive
543,34,15,archive_signal,route radio buttons + map path highlight,none,none,2,stone kiosk path,stone kiosk path,stone kiosk path,True,False,ssrm_v30_route_choice_archive_signal
544,35,0,signal_orchard,route radio buttons + map path highlight,none,none,2,dusk road,dusk road,dusk road,True,False,ssrm_v30_route_choice_signal_orchard
545,35,1,orchard_riverbend,route radio buttons + map path highlight,ArrowRight+Enter,tap direct,2,fen track,fen track,fen track,True,True,ssrm_v30_route_choice_orchard_riverbend
546,35,2,central_repair_ring,route radio buttons + map path highlight,none,none,2,outer bell path,outer bell path,outer bell path,True,False,ssrm_v30_route_choice_central_repair_ring
547,35,3,riverbend_roofward,route radio buttons + map path highlight,none,none,2,orchard ridge detour,orchard ridge detour,orchard ridge detour,True,False,ssrm_v30_route_choice_riverbend_roofward
548,35,4,roofward_archive,route radio buttons + map path highlight,none,none,2,cool archive lane,cool archive lane,cool archive lane,True,False,ssrm_v30_route_choice_roofward_archive
549,35,5,archive_signal,route radio buttons + map path highlight,ArrowRight+Enter,tap direct,2,paper lane,stone kiosk path,paper lane,True,True,ssrm_v30_route_choice_archive_signal
550,35,6,signal_orchard,route radio buttons + map path highlight,none,none,2,dusk road,dusk road,dusk road,True,False,ssrm_v30_route_choice_signal_orchard
551,35,7,orchard_riverbend,route radio buttons + map path highlight,none,none,2,fen track,fen track,fen track,True,False,ssrm_v30_route_choice_orchard_riverbend
552,35,8,central_repair_ring,route radio buttons + map path highlight,none,none,2,outer bell path,outer bell path,outer bell path,True,False,ssrm_v30_route_choice_central_repair_ring
553,35,9,riverbend_roofward,route radio buttons + map path highlight,ArrowRight+Enter,tap detour,2,orchard ridge detour,orchard ridge detour,orchard ridge detour,True,True,ssrm_v30_route_choice_riverbend_roofward
554,35,10,roofward_archive,route radio buttons + map path highlight,none,none,2,cool archive lane,cool archive lane,cool archive lane,True,False,ssrm_v30_route_choice_roofward_archive
555,35,11,archive_signal,route radio buttons + map path highlight,none,none,2,paper lane,paper lane,paper lane,True,False,ssrm_v30_route_choice_archive_signal
556,35,12,signal_orchard,route radio buttons + map path highlight,none,none,2,dusk road,dusk road,dusk road,True,False,ssrm_v30_route_choice_signal_orchard
557,35,13,orchard_riverbend,route radio buttons + map path highlight,ArrowRight+Enter,tap detour,2,market plank route,fen track,market plank route,True,True,ssrm_v30_route_choice_orchard_riverbend
558,35,14,central_repair_ring,route radio buttons + map path highlight,ArrowRight+Enter,tap detour,2,outer bell path,outer bell path,outer bell path,True,True,ssrm_v30_route_choice_central_repair_ring
559,35,15,riverbend_roofward,route radio buttons + map path highlight,none,none,2,orchard ridge detour,orchard ridge detour,orchard ridge detour,True,False,ssrm_v30_route_choice_riverbend_roofward
560,36,0,archive_signal,route radio buttons + map path highlight,none,none,2,paper lane,paper lane,paper lane,True,False,ssrm_v30_route_choice_archive_signal
561,36,1,signal_orchard,route radio buttons + map path highlight,ArrowRight+Enter,tap direct,2,dusk road,dusk road,dusk road,True,True,ssrm_v30_route_choice_signal_orchard
562,36,2,orchard_riverbend,route radio buttons + map path highlight,none,none,2,market plank route,market plank route,market plank route,True,False,ssrm_v30_route_choice_orchard_riverbend
563,36,3,central_repair_ring,route radio buttons + map path highlight,ArrowRight+Enter,tap detour,2,outer bell path,outer bell path,outer bell path,True,True,ssrm_v30_route_choice_central_repair_ring
564,36,4,riverbend_roofward,route radio buttons + map path highlight,none,none,2,orchard ridge detour,orchard ridge detour,orchard ridge detour,True,False,ssrm_v30_route_choice_riverbend_roofward
565,36,5,roofward_archive,route radio buttons + map path highlight,ArrowRight+Enter,tap direct,2,glass stair,cool archive lane,glass stair,True,True,ssrm_v30_route_choice_roofward_archive
566,36,6,archive_signal,route radio buttons + map path highlight,none,none,2,paper lane,paper lane,paper lane,True,False,ssrm_v30_route_choice_archive_signal
567,36,7,signal_orchard,route radio buttons + map path highlight,none,none,2,dusk road,dusk road,dusk road,True,False,ssrm_v30_route_choice_signal_orchard
568,36,8,orchard_riverbend,route radio buttons + map path highlight,none,none,2,market plank route,market plank route,market plank route,True,False,ssrm_v30_route_choice_orchard_riverbend
569,36,9,central_repair_ring,route radio buttons + map path highlight,ArrowRight+Enter,tap detour,2,outer bell path,outer bell path,outer bell path,True,True,ssrm_v30_route_choice_central_repair_ring
570,36,10,riverbend_roofward,route radio buttons + map path highlight,ArrowRight+Enter,tap detour,2,orchard ridge detour,orchard ridge detour,orchard ridge detour,True,True,ssrm_v30_route_choice_riverbend_roofward
571,36,11,roofward_archive,route radio buttons + map path highlight,none,none,2,glass stair,glass stair,glass stair,True,False,ssrm_v30_route_choice_roofward_archive
572,36,12,archive_signal,route radio buttons + map path highlight,none,none,2,paper lane,paper lane,paper lane,True,False,ssrm_v30_route_choice_archive_signal
573,36,13,signal_orchard,route radio buttons + map path highlight,ArrowRight+Enter,tap detour,2,river lantern loop,dusk road,river lantern loop,True,True,ssrm_v30_route_choice_signal_orchard
574,36,14,orchard_riverbend,route radio buttons + map path highlight,ArrowRight+Enter,tap detour,2,market plank route,market plank route,market plank route,True,True,ssrm_v30_route_choice_orchard_riverbend
575,36,15,central_repair_ring,route radio buttons + map path highlight,none,none,2,outer bell path,outer bell path,outer bell path,True,False,ssrm_v30_route_choice_central_repair_ring
576,37,0,riverbend_roofward,route radio buttons + map path highlight,none,none,2,orchard ridge detour,orchard ridge detour,orchard ridge detour,True,False,ssrm_v30_route_choice_riverbend_roofward
577,37,1,roofward_archive,route radio buttons + map path highlight,ArrowRight+Enter,tap detour,2,cool archive lane,glass stair,cool archive lane,True,True,ssrm_v30_route_choice_roofward_archive
578,37,2,archive_signal,route radio buttons + map path highlight,none,none,2,paper lane,paper lane,paper lane,True,False,ssrm_v30_route_choice_archive_signal
579,37,3,signal_orchard,route radio buttons + map path highlight,none,none,2,river lantern loop,river lantern loop,river lantern loop,True,False,ssrm_v30_route_choice_signal_orchard
580,37,4,orchard_riverbend,route radio buttons + map path highlight,ArrowRight+Enter,tap detour,2,market plank route,market plank route,market plank route,True,True,ssrm_v30_route_choice_orchard_riverbend
581,37,5,central_repair_ring,route radio buttons + map path highlight,ArrowRight+Enter,tap detour,2,outer bell path,outer bell path,outer bell path,True,True,ssrm_v30_route_choice_central_repair_ring
582,37,6,riverbend_roofward,route radio buttons + map path highlight,none,none,2,orchard ridge detour,orchard ridge detour,orchard ridge detour,True,False,ssrm_v30_route_choice_riverbend_roofward
583,37,7,roofward_archive,route radio buttons + map path highlight,none,none,2,cool archive lane,cool archive lane,cool archive lane,True,False,ssrm_v30_route_choice_roofward_archive
584,37,8,archive_signal,route radio buttons + map path highlight,none,none,2,paper lane,paper lane,paper lane,True,False,ssrm_v30_route_choice_archive_signal
585,37,9,signal_orchard,route radio buttons + map path highlight,ArrowRight+Enter,tap detour,2,river lantern loop,river lantern loop,river lantern loop,True,True,ssrm_v30_route_choice_signal_orchard
586,37,10,orchard_riverbend,route radio buttons + map path highlight,none,none,2,market plank route,market plank route,market plank route,True,False,ssrm_v30_route_choice_orchard_riverbend
587,37,11,central_repair_ring,route radio buttons + map path highlight,none,none,2,outer bell path,outer bell path,outer bell path,True,False,ssrm_v30_route_choice_central_repair_ring
588,37,12,riverbend_roofward,route radio buttons + map path highlight,none,none,2,orchard ridge detour,orchard ridge detour,orchard ridge detour,True,False,ssrm_v30_route_choice_riverbend_roofward
589,37,13,roofward_archive,route radio buttons + map path highlight,ArrowRight+Enter,tap detour,2,cool archive lane,cool archive lane,cool archive lane,True,True,ssrm_v30_route_choice_roofward_archive
590,37,14,archive_signal,route radio buttons + map path highlight,none,none,2,paper lane,paper lane,paper lane,True,False,ssrm_v30_route_choice_archive_signal
591,37,15,signal_orchard,route radio buttons + map path highlight,none,none,2,river lantern loop,river lantern loop,river lantern loop,True,False,ssrm_v30_route_choice_signal_orchard
592,38,0,orchard_riverbend,route radio buttons + map path highlight,none,none,2,market plank route,market plank route,market plank route,True,False,ssrm_v30_route_choice_orchard_riverbend
593,38,1,central_repair_ring,route radio buttons + map path highlight,ArrowRight+Enter,tap detour,2,outer bell path,outer bell path,outer bell path,True,True,ssrm_v30_route_choice_central_repair_ring
594,38,2,riverbend_roofward,route radio buttons + map path highlight,none,none,2,orchard ridge detour,orchard ridge detour,orchard ridge detour,True,False,ssrm_v30_route_choice_riverbend_roofward
595,38,3,roofward_archive,route radio buttons + map path highlight,none,none,2,cool archive lane,cool archive lane,cool archive lane,True,False,ssrm_v30_route_choice_roofward_archive
596,38,4,archive_signal,route radio buttons + map path highlight,none,none,2,paper lane,paper lane,paper lane,True,False,ssrm_v30_route_choice_archive_signal
597,38,5,signal_orchard,route radio buttons + map path highlight,ArrowRight+Enter,tap detour,2,river lantern loop,river lantern loop,river lantern loop,True,True,ssrm_v30_route_choice_signal_orchard
598,38,6,orchard_riverbend,route radio buttons + map path highlight,none,none,2,market plank route,market plank route,market plank route,True,False,ssrm_v30_route_choice_orchard_riverbend
599,38,7,central_repair_ring,route radio buttons + map path highlight,none,none,2,outer bell path,outer bell path,outer bell path,True,False,ssrm_v30_route_choice_central_repair_ring
600,38,8,riverbend_roofward,route radio buttons + map path highlight,none,none,2,orchard ridge detour,orchard ridge detour,orchard ridge detour,True,False,ssrm_v30_route_choice_riverbend_roofward
601,38,9,roofward_archive,route radio buttons + map path highlight,ArrowRight+Enter,tap detour,2,cool archive lane,cool archive lane,cool archive lane,True,True,ssrm_v30_route_choice_roofward_archive
602,38,10,archive_signal,route radio buttons + map path highlight,none,none,2,paper lane,paper lane,paper lane,True,False,ssrm_v30_route_choice_archive_signal
603,38,11,signal_orchard,route radio buttons + map path highlight,none,none,2,river lantern loop,river lantern loop,river lantern loop,True,False,ssrm_v30_route_choice_signal_orchard
604,38,12,orchard_riverbend,route radio buttons + map path highlight,none,none,2,market plank route,market plank route,market plank route,True,False,ssrm_v30_route_choice_orchard_riverbend
605,38,13,central_repair_ring,route radio buttons + map path highlight,ArrowRight+Enter,tap direct,2,inner repair yard,outer bell path,inner repair yard,True,True,ssrm_v30_route_choice_central_repair_ring
606,38,14,riverbend_roofward,route radio buttons + map path highlight,none,none,2,orchard ridge detour,orchard ridge detour,orchard ridge detour,True,False,ssrm_v30_route_choice_riverbend_roofward
607,38,15,roofward_archive,route radio buttons + map path highlight,none,none,2,cool archive lane,cool archive lane,cool archive lane,True,False,ssrm_v30_route_choice_roofward_archive
608,39,0,archive_signal,route radio buttons + map path highlight,none,none,2,paper lane,paper lane,paper lane,True,False,ssrm_v30_route_choice_archive_signal
609,39,1,signal_orchard,route radio buttons + map path highlight,ArrowRight+Enter,tap detour,2,river lantern loop,river lantern loop,river lantern loop,True,True,ssrm_v30_route_choice_signal_orchard
610,39,2,orchard_riverbend,route radio buttons + map path highlight,none,none,2,market plank route,market plank route,market plank route,True,False,ssrm_v30_route_choice_orchard_riverbend
611,39,3,central_repair_ring,route radio buttons + map path highlight,none,none,2,inner repair yard,inner repair yard,inner repair yard,True,False,ssrm_v30_route_choice_central_repair_ring
612,39,4,riverbend_roofward,route radio buttons + map path highlight,none,none,2,orchard ridge detour,orchard ridge detour,orchard ridge detour,True,False,ssrm_v30_route_choice_riverbend_roofward
613,39,5,roofward_archive,route radio buttons + map path highlight,ArrowRight+Enter,tap detour,2,cool archive lane,cool archive lane,cool archive lane,True,True,ssrm_v30_route_choice_roofward_archive
614,39,6,archive_signal,route radio buttons + map path highlight,ArrowRight+Enter,tap detour,2,stone kiosk path,paper lane,stone kiosk path,True,True,ssrm_v30_route_choice_archive_signal
615,39,7,signal_orchard,route radio buttons + map path highlight,none,none,2,river lantern loop,river lantern loop,river lantern loop,True,False,ssrm_v30_route_choice_signal_orchard
616,39,8,orchard_riverbend,route radio buttons + map path highlight,none,none,2,market plank route,market plank route,market plank route,True,False,ssrm_v30_route_choice_orchard_riverbend
617,39,9,central_repair_ring,route radio buttons + map path highlight,ArrowRight+Enter,tap detour,2,outer bell path,inner repair yard,outer bell path,True,True,ssrm_v30_route_choice_central_repair_ring
618,39,10,riverbend_roofward,route radio buttons + map path highlight,none,none,2,orchard ridge detour,orchard ridge detour,orchard ridge detour,True,False,ssrm_v30_route_choice_riverbend_roofward
619,39,11,roofward_archive,route radio buttons + map path highlight,none,none,2,cool archive lane,cool archive lane,cool archive lane,True,False,ssrm_v30_route_choice_roofward_archive
620,39,12,archive_signal,route radio buttons + map path highlight,ArrowRight+Enter,tap detour,2,stone kiosk path,stone kiosk path,stone kiosk path,True,True,ssrm_v30_route_choice_archive_signal
621,39,13,signal_orchard,route radio buttons + map path highlight,ArrowRight+Enter,tap detour,2,river lantern loop,river lantern loop,river lantern loop,True,True,ssrm_v30_route_choice_signal_orchard
622,39,14,orchard_riverbend,route radio buttons + map path highlight,none,none,2,market plank route,market plank route,market plank route,True,False,ssrm_v30_route_choice_orchard_riverbend
623,39,15,central_repair_ring,route radio buttons + map path highlight,none,none,2,outer bell path,outer bell path,outer bell path,True,False,ssrm_v30_route_choice_central_repair_ring
624,40,0,riverbend_roofward,route radio buttons + map path highlight,none,none,2,orchard ridge detour,orchard ridge detour,orchard ridge detour,True,False,ssrm_v30_route_choice_riverbend_roofward
625,40,1,roofward_archive,route radio buttons + map path highlight,ArrowRight+Enter,tap direct,2,glass stair,cool archive lane,glass stair,True,True,ssrm_v30_route_choice_roofward_archive
626,40,2,archive_signal,route radio buttons + map path highlight,ArrowRight+Enter,tap detour,2,stone kiosk path,stone kiosk path,stone kiosk path,True,True,ssrm_v30_route_choice_archive_signal
627,40,3,signal_orchard,route radio buttons + map path highlight,none,none,2,river lantern loop,river lantern loop,river lantern loop,True,False,ssrm_v30_route_choice_signal_orchard
628,40,4,orchard_riverbend,route radio buttons + map path highlight,none,none,2,market plank route,market plank route,market plank route,True,False,ssrm_v30_route_choice_orchard_riverbend
629,40,5,central_repair_ring,route radio buttons + map path highlight,ArrowRight+Enter,tap detour,2,outer bell path,outer bell path,outer bell path,False,False,ssrm_v30_route_choice_central_repair_ring
630,40,6,riverbend_roofward,route radio buttons + map path highlight,ArrowRight+Enter,tap detour,2,orchard ridge detour,orchard ridge detour,orchard ridge detour,True,True,ssrm_v30_route_choice_riverbend_roofward
631,40,7,roofward_archive,route radio buttons + map path highlight,none,none,2,glass stair,glass stair,glass stair,True,False,ssrm_v30_route_choice_roofward_archive
632,40,8,archive_signal,route radio buttons + map path highlight,none,none,2,stone kiosk path,stone kiosk path,stone kiosk path,True,False,ssrm_v30_route_choice_archive_signal
633,40,9,signal_orchard,route radio buttons + map path highlight,ArrowRight+Enter,tap detour,2,river lantern loop,river lantern loop,river lantern loop,True,True,ssrm_v30_route_choice_signal_orchard
634,40,10,orchard_riverbend,route radio buttons + map path highlight,none,none,2,market plank route,market plank route,market plank route,True,False,ssrm_v30_route_choice_orchard_riverbend
635,40,11,central_repair_ring,route radio buttons + map path highlight,none,none,2,outer bell path,outer bell path,outer bell path,True,False,ssrm_v30_route_choice_central_repair_ring
636,40,12,riverbend_roofward,route radio buttons + map path highlight,ArrowRight+Enter,tap detour,2,orchard ridge detour,orchard ridge detour,orchard ridge detour,True,True,ssrm_v30_route_choice_riverbend_roofward
637,40,13,roofward_archive,route radio buttons + map path highlight,ArrowRight+Enter,tap detour,2,cool archive lane,glass stair,cool archive lane,True,True,ssrm_v30_route_choice_roofward_archive
638,40,14,archive_signal,route radio buttons + map path highlight,none,none,2,stone kiosk path,stone kiosk path,stone kiosk path,True,False,ssrm_v30_route_choice_archive_signal
639,40,15,signal_orchard,route radio buttons + map path highlight,none,none,2,river lantern loop,river lantern loop,river lantern loop,True,False,ssrm_v30_route_choice_signal_orchard
640,41,0,orchard_riverbend,route radio buttons + map path highlight,none,none,2,market plank route,market plank route,market plank route,True,False,ssrm_v30_route_choice_orchard_riverbend
641,41,1,central_repair_ring,route radio buttons + map path highlight,ArrowRight+Enter,tap detour,2,outer bell path,outer bell path,outer bell path,True,True,ssrm_v30_route_choice_central_repair_ring
642,41,2,riverbend_roofward,route radio buttons + map path highlight,none,none,2,orchard ridge detour,orchard ridge detour,orchard ridge detour,True,False,ssrm_v30_route_choice_riverbend_roofward
643,41,3,roofward_archive,route radio buttons + map path highlight,none,none,2,cool archive lane,cool archive lane,cool archive lane,True,False,ssrm_v30_route_choice_roofward_archive
644,41,4,archive_signal,route radio buttons + map path highlight,none,none,2,stone kiosk path,stone kiosk path,stone kiosk path,True,False,ssrm_v30_route_choice_archive_signal
645,41,5,signal_orchard,route radio buttons + map path highlight,ArrowRight+Enter,tap detour,2,river lantern loop,river lantern loop,river lantern loop,True,True,ssrm_v30_route_choice_signal_orchard
646,41,6,orchard_riverbend,route radio buttons + map path highlight,none,none,2,market plank route,market plank route,market plank route,True,False,ssrm_v30_route_choice_orchard_riverbend
647,41,7,central_repair_ring,route radio buttons + map path highlight,none,none,2,outer bell path,outer bell path,outer bell path,True,False,ssrm_v30_route_choice_central_repair_ring
648,41,8,riverbend_roofward,route radio buttons + map path highlight,none,none,2,orchard ridge detour,orchard ridge detour,orchard ridge detour,True,False,ssrm_v30_route_choice_riverbend_roofward
649,41,9,roofward_archive,route radio buttons + map path highlight,ArrowRight+Enter,tap direct,2,glass stair,cool archive lane,glass stair,True,True,ssrm_v30_route_choice_roofward_archive
650,41,10,archive_signal,route radio buttons + map path highlight,none,none,2,stone kiosk path,stone kiosk path,stone kiosk path,True,False,ssrm_v30_route_choice_archive_signal
651,41,11,signal_orchard,route radio buttons + map path highlight,none,none,2,river lantern loop,river lantern loop,river lantern loop,True,False,ssrm_v30_route_choice_signal_orchard
652,41,12,orchard_riverbend,route radio buttons + map path highlight,none,none,2,market plank route,market plank route,market plank route,True,False,ssrm_v30_route_choice_orchard_riverbend
653,41,13,central_repair_ring,route radio buttons + map path highlight,ArrowRight+Enter,tap detour,2,outer bell path,outer bell path,outer bell path,True,True,ssrm_v30_route_choice_central_repair_ring
654,41,14,riverbend_roofward,route radio buttons + map path highlight,none,none,2,orchard ridge detour,orchard ridge detour,orchard ridge detour,True,False,ssrm_v30_route_choice_riverbend_roofward
655,41,15,roofward_archive,route radio buttons + map path highlight,none,none,2,glass stair,glass stair,glass stair,True,False,ssrm_v30_route_choice_roofward_archive
656,42,0,signal_orchard,route radio buttons + map path highlight,none,none,2,river lantern loop,river lantern loop,river lantern loop,True,False,ssrm_v30_route_choice_signal_orchard
657,42,1,orchard_riverbend,route radio buttons + map path highlight,ArrowRight+Enter,tap detour,2,market plank route,market plank route,market plank route,True,True,ssrm_v30_route_choice_orchard_riverbend
658,42,2,central_repair_ring,route radio buttons + map path highlight,none,none,2,outer bell path,outer bell path,outer bell path,True,False,ssrm_v30_route_choice_central_repair_ring
659,42,3,riverbend_roofward,route radio buttons + map path highlight,none,none,2,orchard ridge detour,orchard ridge detour,orchard ridge detour,True,False,ssrm_v30_route_choice_riverbend_roofward
660,42,4,roofward_archive,route radio buttons + map path highlight,none,none,2,glass stair,glass stair,glass stair,True,False,ssrm_v30_route_choice_roofward_archive
661,42,5,archive_signal,route radio buttons + map path highlight,ArrowRight+Enter,tap direct,2,paper lane,stone kiosk path,paper lane,True,True,ssrm_v30_route_choice_archive_signal
662,42,6,signal_orchard,route radio buttons + map path highlight,none,none,2,river lantern loop,river lantern loop,river lantern loop,True,False,ssrm_v30_route_choice_signal_orchard
663,42,7,orchard_riverbend,route radio buttons + map path highlight,none,none,2,market plank route,market plank route,market plank route,True,False,ssrm_v30_route_choice_orchard_riverbend
664,42,8,central_repair_ring,route radio buttons + map path highlight,none,none,2,outer bell path,outer bell path,outer bell path,True,False,ssrm_v30_route_choice_central_repair_ring
665,42,9,riverbend_roofward,route radio buttons + map path highlight,ArrowRight+Enter,tap detour,2,orchard ridge detour,orchard ridge detour,orchard ridge detour,True,True,ssrm_v30_route_choice_riverbend_roofward
666,42,10,roofward_archive,route radio buttons + map path highlight,none,none,2,glass stair,glass stair,glass stair,True,False,ssrm_v30_route_choice_roofward_archive
667,42,11,archive_signal,route radio buttons + map path highlight,none,none,2,paper lane,paper lane,paper lane,True,False,ssrm_v30_route_choice_archive_signal
668,42,12,signal_orchard,route radio buttons + map path highlight,none,none,2,river lantern loop,river lantern loop,river lantern loop,True,False,ssrm_v30_route_choice_signal_orchard
669,42,13,orchard_riverbend,route radio buttons + map path highlight,ArrowRight+Enter,tap detour,2,market plank route,market plank route,market plank route,True,True,ssrm_v30_route_choice_orchard_riverbend
670,42,14,central_repair_ring,route radio buttons + map path highlight,ArrowRight+Enter,tap detour,2,outer bell path,outer bell path,outer bell path,True,True,ssrm_v30_route_choice_central_repair_ring
671,42,15,riverbend_roofward,route radio buttons + map path highlight,none,none,2,orchard ridge detour,orchard ridge detour,orchard ridge detour,True,False,ssrm_v30_route_choice_riverbend_roofward
672,43,0,roofward_archive,route radio buttons + map path highlight,none,none,2,glass stair,glass stair,glass stair,True,False,ssrm_v30_route_choice_roofward_archive
673,43,1,archive_signal,route radio buttons + map path highlight,ArrowRight+Enter,tap detour,2,stone kiosk path,paper lane,stone kiosk path,True,True,ssrm_v30_route_choice_archive_signal
674,43,2,signal_orchard,route radio buttons + map path highlight,none,none,2,river lantern loop,river lantern loop,river lantern loop,True,False,ssrm_v30_route_choice_signal_orchard
675,43,3,orchard_riverbend,route radio buttons + map path highlight,none,none,2,market plank route,market plank route,market plank route,True,False,ssrm_v30_route_choice_orchard_riverbend
676,43,4,central_repair_ring,route radio buttons + map path highlight,ArrowRight+Enter,tap detour,2,outer bell path,outer bell path,outer bell path,True,True,ssrm_v30_route_choice_central_repair_ring
677,43,5,riverbend_roofward,route radio buttons + map path highlight,ArrowRight+Enter,tap detour,2,orchard ridge detour,orchard ridge detour,orchard ridge detour,True,True,ssrm_v30_route_choice_riverbend_roofward
678,43,6,roofward_archive,route radio buttons + map path highlight,none,none,2,glass stair,glass stair,glass stair,True,False,ssrm_v30_route_choice_roofward_archive
679,43,7,archive_signal,route radio buttons + map path highlight,none,none,2,stone kiosk path,stone kiosk path,stone kiosk path,True,False,ssrm_v30_route_choice_archive_signal
680,43,8,signal_orchard,route radio buttons + map path highlight,none,none,2,river lantern loop,river lantern loop,river lantern loop,True,False,ssrm_v30_route_choice_signal_orchard
681,43,9,orchard_riverbend,route radio buttons + map path highlight,ArrowRight+Enter,tap direct,2,fen track,market plank route,fen track,True,True,ssrm_v30_route_choice_orchard_riverbend
682,43,10,central_repair_ring,route radio buttons + map path highlight,none,none,2,outer bell path,outer bell path,outer bell path,True,False,ssrm_v30_route_choice_central_repair_ring
683,43,11,riverbend_roofward,route radio buttons + map path highlight,none,none,2,orchard ridge detour,orchard ridge detour,orchard ridge detour,True,False,ssrm_v30_route_choice_riverbend_roofward
684,43,12,roofward_archive,route radio buttons + map path highlight,none,none,2,glass stair,glass stair,glass stair,True,False,ssrm_v30_route_choice_roofward_archive
685,43,13,archive_signal,route radio buttons + map path highlight,ArrowRight+Enter,tap detour,2,stone kiosk path,stone kiosk path,stone kiosk path,True,True,ssrm_v30_route_choice_archive_signal
686,43,14,signal_orchard,route radio buttons + map path highlight,none,none,2,river lantern loop,river lantern loop,river lantern loop,True,False,ssrm_v30_route_choice_signal_orchard
687,43,15,orchard_riverbend,route radio buttons + map path highlight,none,none,2,fen track,fen track,fen track,True,False,ssrm_v30_route_choice_orchard_riverbend
688,44,0,central_repair_ring,route radio buttons + map path highlight,none,none,2,outer bell path,outer bell path,outer bell path,True,False,ssrm_v30_route_choice_central_repair_ring
689,44,1,riverbend_roofward,route radio buttons + map path highlight,ArrowRight+Enter,tap detour,2,orchard ridge detour,orchard ridge detour,orchard ridge detour,True,True,ssrm_v30_route_choice_riverbend_roofward
690,44,2,roofward_archive,route radio buttons + map path highlight,none,none,2,glass stair,glass stair,glass stair,True,False,ssrm_v30_route_choice_roofward_archive
691,44,3,archive_signal,route radio buttons + map path highlight,none,none,2,stone kiosk path,stone kiosk path,stone kiosk path,True,False,ssrm_v30_route_choice_archive_signal
