tick_id,day,route_id,agent,posture_before,posture_after,gaze,distance,gesture,reaction_trigger,body_language_visible,persists_after_reload
818,59,central_repair_ring,Juno,open forward lean,open forward lean,toward route board,0.34,open palm,merge,True,False
819,59,riverbend_roofward,Fay,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
820,59,roofward_archive,Fay,open forward lean,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
821,59,archive_signal,Milo,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
822,59,signal_orchard,Milo,open forward lean,open forward lean,toward route board,0.34,open palm,merge,True,False
823,59,orchard_riverbend,Ari,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
824,59,central_repair_ring,Juno,open forward lean,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
825,59,riverbend_roofward,Fay,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
826,60,archive_signal,Nia,open forward lean,open forward lean,side glance,0.34,open palm,reload,True,True
827,60,signal_orchard,Ivo,open forward lean,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
828,60,orchard_riverbend,Ivo,open forward lean,open forward lean,toward route board,0.34,open palm,merge,True,False
829,60,central_repair_ring,Pax,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
830,60,riverbend_roofward,Ari,open forward lean,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
831,60,roofward_archive,Nia,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
832,60,archive_signal,Nia,open forward lean,open forward lean,toward route board,0.34,open palm,merge,True,False
833,60,signal_orchard,Ivo,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
834,60,orchard_riverbend,Ivo,open forward lean,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
835,60,central_repair_ring,Pax,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
836,60,riverbend_roofward,Ari,open forward lean,open forward lean,toward route board,0.34,open palm,merge,True,False
837,60,roofward_archive,Nia,open forward lean,open forward lean,side glance,0.34,open palm,reload,True,True
838,60,archive_signal,Nia,open forward lean,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
839,60,signal_orchard,Ivo,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
840,61,orchard_riverbend,Ivo,open forward lean,open forward lean,toward avatar,0.34,open palm,dialogue,True,True
841,61,central_repair_ring,Pax,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
842,61,riverbend_roofward,Ari,open forward lean,open forward lean,toward route board,0.34,open palm,merge,True,False
843,61,roofward_archive,Nia,open forward lean,relieved reset stance,toward avatar,0.34,open palm,dialogue,True,False
844,61,archive_signal,Nia,relieved reset stance,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
845,61,signal_orchard,Ivo,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
846,61,orchard_riverbend,Ivo,open forward lean,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
847,61,central_repair_ring,Pax,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
848,61,riverbend_roofward,Ari,open forward lean,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
849,61,roofward_archive,Nia,open forward lean,relieved reset stance,toward avatar,0.34,open palm,dialogue,True,False
850,61,archive_signal,Nia,relieved reset stance,open forward lean,toward route board,0.34,open palm,merge,True,False
851,61,signal_orchard,Ivo,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
852,61,orchard_riverbend,Ivo,open forward lean,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
853,61,central_repair_ring,Pax,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
854,62,riverbend_roofward,Ari,open forward lean,open forward lean,side glance,0.34,open palm,reload,True,True
855,62,roofward_archive,Nia,open forward lean,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
856,62,archive_signal,Nia,open forward lean,open forward lean,toward route board,0.34,open palm,merge,True,False
857,62,signal_orchard,Ivo,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
858,62,orchard_riverbend,Ivo,open forward lean,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
859,62,central_repair_ring,Pax,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
860,62,riverbend_roofward,Ari,open forward lean,open forward lean,toward route board,0.34,open palm,merge,True,False
861,62,roofward_archive,Nia,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
862,62,archive_signal,Nia,open forward lean,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
863,62,signal_orchard,Ivo,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
864,62,orchard_riverbend,Ivo,open forward lean,open forward lean,toward route board,0.34,open palm,merge,True,False
865,62,central_repair_ring,Pax,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
866,62,riverbend_roofward,Ari,open forward lean,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
867,62,roofward_archive,Nia,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
868,63,archive_signal,Nia,open forward lean,open forward lean,toward avatar,0.34,open palm,dialogue,True,True
869,63,signal_orchard,Ivo,open forward lean,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
870,63,orchard_riverbend,Ivo,open forward lean,open forward lean,toward route board,0.34,open palm,merge,True,False
871,63,central_repair_ring,Pax,open forward lean,relieved reset stance,toward avatar,0.34,open palm,dialogue,True,False
872,63,riverbend_roofward,Ari,open forward lean,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
873,63,roofward_archive,Nia,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
874,63,archive_signal,Nia,open forward lean,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
875,63,signal_orchard,Ivo,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
876,63,orchard_riverbend,Ivo,open forward lean,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
877,63,central_repair_ring,Pax,relieved reset stance,relieved reset stance,toward avatar,0.34,open palm,dialogue,True,False
878,63,riverbend_roofward,Ari,open forward lean,open forward lean,toward route board,0.34,open palm,merge,True,False
879,63,roofward_archive,Nia,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
880,63,archive_signal,Nia,open forward lean,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
881,63,signal_orchard,Ivo,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
882,64,orchard_riverbend,Ivo,open forward lean,open forward lean,side glance,0.34,open palm,reload,True,True
883,64,central_repair_ring,Pax,relieved reset stance,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
884,64,riverbend_roofward,Ari,open forward lean,open forward lean,toward route board,0.34,open palm,merge,True,False
885,64,roofward_archive,Nia,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
886,64,archive_signal,Nia,open forward lean,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
887,64,signal_orchard,Ivo,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
888,64,orchard_riverbend,Ivo,open forward lean,open forward lean,toward route board,0.34,open palm,merge,True,False
889,64,central_repair_ring,Pax,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
890,64,riverbend_roofward,Ari,open forward lean,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
891,64,roofward_archive,Nia,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
892,64,archive_signal,Nia,open forward lean,open forward lean,toward route board,0.34,open palm,merge,True,False
893,64,signal_orchard,Ivo,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
894,64,orchard_riverbend,Ivo,open forward lean,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
895,64,central_repair_ring,Pax,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
896,65,riverbend_roofward,Ari,open forward lean,open forward lean,toward avatar,0.34,open palm,dialogue,True,True
897,65,roofward_archive,Nia,open forward lean,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
898,65,archive_signal,Nia,open forward lean,open forward lean,toward route board,0.34,open palm,merge,True,False
899,65,signal_orchard,Ivo,open forward lean,relieved reset stance,side glance,0.34,open palm,rollback,True,True
900,65,orchard_riverbend,Ivo,relieved reset stance,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
901,65,central_repair_ring,Pax,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
902,65,riverbend_roofward,Ari,open forward lean,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
903,65,roofward_archive,Nia,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
904,65,archive_signal,Nia,open forward lean,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
905,65,signal_orchard,Ivo,open forward lean,relieved reset stance,toward avatar,0.34,open palm,dialogue,True,False
906,65,orchard_riverbend,Ivo,relieved reset stance,open forward lean,toward route board,0.34,open palm,merge,True,False
907,65,central_repair_ring,Pax,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
908,65,riverbend_roofward,Ari,open forward lean,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
909,65,roofward_archive,Nia,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
910,66,signal_orchard,Milo,open forward lean,open forward lean,side glance,0.34,open palm,reload,True,True
911,66,orchard_riverbend,Ari,open forward lean,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
912,66,central_repair_ring,Juno,open forward lean,open forward lean,toward route board,0.34,open palm,merge,True,False
913,66,riverbend_roofward,Fay,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
914,66,roofward_archive,Fay,open forward lean,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
915,66,archive_signal,Milo,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
916,66,signal_orchard,Milo,open forward lean,open forward lean,toward route board,0.34,open palm,merge,True,False
917,66,orchard_riverbend,Ari,open forward lean,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
918,66,central_repair_ring,Juno,open forward lean,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
919,66,riverbend_roofward,Fay,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
920,66,roofward_archive,Fay,open forward lean,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
921,66,archive_signal,Milo,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
922,66,signal_orchard,Milo,open forward lean,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
923,66,orchard_riverbend,Ari,open forward lean,relieved reset stance,toward avatar,0.34,open palm,dialogue,True,False
924,67,central_repair_ring,Juno,open forward lean,open forward lean,side glance,0.34,open palm,reload,True,True
925,67,riverbend_roofward,Fay,open forward lean,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
926,67,roofward_archive,Fay,open forward lean,open forward lean,toward route board,0.34,open palm,merge,True,False
927,67,archive_signal,Milo,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
928,67,signal_orchard,Milo,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
929,67,orchard_riverbend,Ari,relieved reset stance,open forward lean,side glance,0.34,open palm,ambient,False,False
930,67,central_repair_ring,Juno,open forward lean,open forward lean,toward route board,0.34,open palm,merge,True,True
931,67,riverbend_roofward,Fay,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
932,67,roofward_archive,Fay,open forward lean,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
933,67,archive_signal,Milo,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
934,67,signal_orchard,Milo,open forward lean,open forward lean,toward route board,0.34,open palm,merge,True,False
935,67,orchard_riverbend,Ari,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
936,67,central_repair_ring,Juno,open forward lean,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
937,67,riverbend_roofward,Fay,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
938,68,roofward_archive,Fay,open forward lean,open forward lean,side glance,0.34,open palm,reload,True,True
939,68,archive_signal,Milo,open forward lean,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
940,68,signal_orchard,Milo,open forward lean,open forward lean,toward route board,0.34,open palm,merge,True,False
941,68,orchard_riverbend,Ari,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
942,68,central_repair_ring,Juno,open forward lean,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
943,68,riverbend_roofward,Fay,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
944,68,roofward_archive,Fay,open forward lean,open forward lean,toward route board,0.34,open palm,merge,True,False
945,68,archive_signal,Milo,open forward lean,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
946,68,signal_orchard,Milo,open forward lean,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
947,68,orchard_riverbend,Ari,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
948,68,central_repair_ring,Juno,open forward lean,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
949,68,riverbend_roofward,Fay,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
950,68,roofward_archive,Fay,open forward lean,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
951,68,archive_signal,Milo,open forward lean,relieved reset stance,toward avatar,0.34,open palm,dialogue,True,False
952,69,signal_orchard,Milo,relieved reset stance,open forward lean,side glance,0.34,open palm,reload,True,True
953,69,orchard_riverbend,Ari,open forward lean,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
954,69,central_repair_ring,Juno,open forward lean,open forward lean,toward route board,0.34,open palm,merge,True,False
955,69,riverbend_roofward,Fay,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
956,69,roofward_archive,Fay,open forward lean,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
957,69,archive_signal,Milo,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
958,69,signal_orchard,Milo,open forward lean,open forward lean,toward route board,0.34,open palm,merge,True,False
959,69,orchard_riverbend,Ari,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
960,69,central_repair_ring,Juno,open forward lean,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
961,69,riverbend_roofward,Fay,open forward lean,open forward lean,side glance,0.34,open palm,reload,True,True
962,69,roofward_archive,Fay,open forward lean,open forward lean,toward route board,0.34,open palm,merge,True,False
963,69,archive_signal,Milo,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
964,69,signal_orchard,Milo,open forward lean,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
965,69,orchard_riverbend,Ari,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
966,70,central_repair_ring,Juno,open forward lean,open forward lean,side glance,0.34,open palm,reload,True,True
967,70,riverbend_roofward,Fay,open forward lean,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
968,70,roofward_archive,Fay,open forward lean,open forward lean,toward route board,0.34,open palm,merge,True,False
969,70,archive_signal,Milo,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
970,70,signal_orchard,Milo,open forward lean,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
971,70,orchard_riverbend,Ari,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
972,70,central_repair_ring,Juno,open forward lean,open forward lean,toward route board,0.34,open palm,merge,True,False
973,70,riverbend_roofward,Fay,open forward lean,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
974,70,roofward_archive,Fay,open forward lean,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
975,70,archive_signal,Milo,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
976,70,signal_orchard,Milo,open forward lean,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
977,70,orchard_riverbend,Ari,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
978,70,central_repair_ring,Juno,open forward lean,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
979,70,riverbend_roofward,Fay,open forward lean,relieved reset stance,toward avatar,0.34,open palm,dialogue,True,False
980,71,roofward_archive,Fay,relieved reset stance,open forward lean,side glance,0.34,open palm,reload,True,True
981,71,archive_signal,Milo,open forward lean,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
982,71,signal_orchard,Milo,open forward lean,open forward lean,toward route board,0.34,open palm,merge,True,False
983,71,orchard_riverbend,Ari,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
984,71,central_repair_ring,Juno,open forward lean,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
985,71,riverbend_roofward,Fay,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
986,71,roofward_archive,Fay,open forward lean,open forward lean,toward route board,0.34,open palm,merge,True,False
987,71,archive_signal,Milo,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
988,71,signal_orchard,Milo,open forward lean,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
989,71,orchard_riverbend,Ari,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
990,71,central_repair_ring,Juno,open forward lean,open forward lean,toward route board,0.34,open palm,merge,True,False
991,71,riverbend_roofward,Fay,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
992,71,roofward_archive,Fay,open forward lean,open forward lean,toward avatar,0.34,open palm,dialogue,True,True
993,71,archive_signal,Milo,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
994,72,orchard_riverbend,Ivo,open forward lean,open forward lean,side glance,0.34,open palm,reload,True,True
995,72,central_repair_ring,Pax,open forward lean,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
996,72,riverbend_roofward,Ari,open forward lean,open forward lean,toward route board,0.34,open palm,merge,True,False
997,72,roofward_archive,Nia,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
998,72,archive_signal,Nia,open forward lean,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
999,72,signal_orchard,Ivo,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
1000,72,orchard_riverbend,Ivo,open forward lean,open forward lean,toward route board,0.34,open palm,merge,True,False
1001,72,central_repair_ring,Pax,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
1002,72,riverbend_roofward,Ari,open forward lean,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
1003,72,roofward_archive,Nia,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
1004,72,archive_signal,Nia,open forward lean,open forward lean,toward route board,0.34,open palm,merge,True,False
1005,72,signal_orchard,Ivo,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
1006,72,orchard_riverbend,Ivo,open forward lean,open forward lean,toward avatar,0.34,open palm,dialogue,True,False
1007,72,central_repair_ring,Pax,open forward lean,open forward lean,side glance,0.34,open palm,ambient,False,False
