tick,day,slot,avatar_room,selected_resident,loop_frame,scheduler_frame,action_frame,memory_frame,offscreen_frame,consequence_frame,dashboard_frame,replay_frame,single_world_state_object,boundary_visible
3811,212,13,arrival court,Tovan,3811,3811,3811,3811,3811,3811,3811,906,True,True
3812,212,14,tool alcove,Nia,3812,3812,3812,3812,3812,3812,3812,906,True,True
3813,212,15,rain court,Ari,3813,3813,3813,3813,3813,3813,3813,906,True,True
3814,212,16,fiber loft,Fay,3814,3814,3814,3814,3814,3814,3814,906,True,True
3815,212,17,west hearth,Milo,3815,3815,3815,3815,3815,3815,3815,907,True,True
3816,213,0,arrival court,Sera,3816,3816,3816,3816,3816,3816,3816,908,True,True
3817,213,1,tool alcove,Tovan,3817,3817,3817,3817,3817,3817,3817,908,True,True
3818,213,2,rain court,Nia,3818,3818,3818,3818,3818,3818,3818,908,True,True
3819,213,3,fiber loft,Ari,3819,3819,3819,3819,3819,3819,3819,908,True,True
3820,213,4,west hearth,Fay,3820,3820,3820,3820,3820,3820,3820,908,True,True
3821,213,5,river gate,Milo,3821,3821,3821,3821,3821,3821,3821,908,True,True
3822,213,6,arrival court,Sera,3822,3822,3822,3822,3822,3822,3822,909,True,True
3823,213,7,tool alcove,Tovan,3823,3823,3823,3823,3823,3823,3823,909,True,True
3824,213,8,rain court,Nia,3824,3824,3824,3824,3824,3824,3824,909,True,True
3825,213,9,fiber loft,Ari,3825,3825,3825,3825,3825,3825,3825,909,True,True
3826,213,10,west hearth,Fay,3826,3826,3826,3826,3826,3826,3826,909,True,True
3827,213,11,river gate,Milo,3827,3827,3827,3827,3827,3827,3827,909,True,True
3828,213,12,arrival court,Sera,3828,3828,3828,3828,3828,3828,3828,909,True,True
3829,213,13,tool alcove,Tovan,3829,3829,3829,3829,3829,3829,3829,910,True,True
3830,213,14,rain court,Nia,3830,3830,3830,3830,3830,3830,3830,910,True,True
3831,213,15,fiber loft,Ari,3831,3831,3831,3831,3831,3831,3831,910,True,True
3832,213,16,west hearth,Fay,3832,3832,3832,3832,3832,3832,3832,910,True,True
3833,213,17,river gate,Milo,3833,3833,3833,3833,3833,3833,3833,911,True,True
3834,214,0,tool alcove,Sera,3834,3834,3834,3834,3834,3834,3834,912,True,True
3835,214,1,rain court,Tovan,3835,3835,3835,3835,3835,3835,3835,912,True,True
3836,214,2,fiber loft,Nia,3836,3836,3836,3836,3836,3836,3836,913,True,True
3837,214,3,west hearth,Ari,3837,3837,3837,3837,3837,3837,3837,913,True,True
3838,214,4,river gate,Fay,3838,3838,3838,3838,3838,3838,3838,913,True,True
3839,214,5,arrival court,Milo,3839,3839,3839,3839,3839,3839,3839,913,True,True
3840,214,6,tool alcove,Sera,3840,3840,3840,3840,3840,3840,3840,913,True,True
3841,214,7,rain court,Tovan,3841,3841,3841,3841,3841,3841,3841,913,True,True
3842,214,8,fiber loft,Nia,3842,3842,3842,3842,3842,3842,3842,913,True,True
3843,214,9,west hearth,Ari,3843,3843,3843,3843,3843,3843,3843,914,True,True
3844,214,10,river gate,Fay,3844,3844,3844,3844,3844,3844,3844,914,True,True
3845,214,11,arrival court,Milo,3845,3845,3845,3845,3845,3845,3845,914,True,True
3846,214,12,tool alcove,Sera,3846,3846,3846,3846,3846,3846,3846,914,True,True
3847,214,13,rain court,Tovan,3847,3847,3847,3847,3847,3847,3847,914,True,True
3848,214,14,fiber loft,Nia,3848,3848,3848,3848,3848,3848,3848,914,True,True
3849,214,15,west hearth,Ari,3849,3849,3849,3849,3849,3849,3849,914,True,True
3850,214,16,river gate,Fay,3850,3850,3850,3850,3850,3850,3850,915,True,True
3851,214,17,arrival court,Milo,3851,3851,3851,3851,3851,3851,3851,916,True,True
3852,215,0,rain court,Sera,3852,3852,3852,3852,3852,3852,3852,917,True,True
3853,215,1,fiber loft,Tovan,3853,3853,3853,3853,3853,3853,3853,917,True,True
3854,215,2,west hearth,Nia,3854,3854,3854,3854,3854,3854,3854,917,True,True
3855,215,3,river gate,Ari,3855,3855,3855,3855,3855,3855,3855,917,True,True
3856,215,4,arrival court,Fay,3856,3856,3856,3856,3856,3856,3856,917,True,True
3857,215,5,tool alcove,Milo,3857,3857,3857,3857,3857,3857,3857,918,True,True
3858,215,6,rain court,Sera,3858,3858,3858,3858,3858,3858,3858,918,True,True
3859,215,7,fiber loft,Tovan,3859,3859,3859,3859,3859,3859,3859,918,True,True
3860,215,8,west hearth,Nia,3860,3860,3860,3860,3860,3860,3860,918,True,True
3861,215,9,river gate,Ari,3861,3861,3861,3861,3861,3861,3861,918,True,True
3862,215,10,arrival court,Fay,3862,3862,3862,3862,3862,3862,3862,918,True,True
3863,215,11,tool alcove,Milo,3863,3863,3863,3863,3863,3863,3863,918,True,True
3864,215,12,rain court,Sera,3864,3864,3864,3864,3864,3864,3864,919,True,True
3865,215,13,fiber loft,Tovan,3865,3865,3865,3865,3865,3865,3865,919,True,True
3866,215,14,west hearth,Nia,3866,3866,3866,3866,3866,3866,3866,919,True,True
3867,215,15,river gate,Ari,3867,3867,3867,3867,3867,3867,3867,919,True,True
3868,215,16,arrival court,Fay,3868,3868,3868,3868,3868,3868,3868,919,True,True
3869,215,17,tool alcove,Milo,3869,3869,3869,3869,3869,3869,3869,920,True,True
3870,216,0,fiber loft,Sera,3870,3870,3870,3870,3870,3870,3870,921,True,True
3871,216,1,west hearth,Tovan,3871,3871,3871,3871,3871,3871,3871,922,True,True
3872,216,2,river gate,Nia,3872,3872,3872,3872,3872,3872,3872,922,True,True
3873,216,3,arrival court,Ari,3873,3873,3873,3873,3873,3873,3873,922,True,True
3874,216,4,tool alcove,Fay,3874,3874,3874,3874,3874,3874,3874,922,True,True
3875,216,5,rain court,Milo,3875,3875,3875,3875,3875,3875,3875,922,True,True
3876,216,6,fiber loft,Sera,3876,3876,3876,3876,3876,3876,3876,922,True,True
3877,216,7,west hearth,Tovan,3877,3877,3877,3877,3877,3877,3877,922,True,True
3878,216,8,river gate,Nia,3878,3878,3878,3878,3878,3878,3878,923,True,True
3879,216,9,arrival court,Ari,3879,3879,3879,3879,3879,3879,3879,923,True,True
3880,216,10,tool alcove,Fay,3880,3880,3880,3880,3880,3880,3880,923,True,True
3881,216,11,rain court,Milo,3881,3881,3881,3881,3881,3881,3881,923,True,True
3882,216,12,fiber loft,Sera,3882,3882,3882,3882,3882,3882,3882,923,True,True
3883,216,13,west hearth,Tovan,3883,3883,3883,3883,3883,3883,3883,923,True,True
3884,216,14,river gate,Nia,3884,3884,3884,3884,3884,3884,3884,923,True,True
3885,216,15,arrival court,Ari,3885,3885,3885,3885,3885,3885,3885,924,True,True
3886,216,16,tool alcove,Fay,3886,3886,3886,3886,3886,3886,3886,924,True,True
3887,216,17,rain court,Milo,3887,3887,3887,3887,3887,3887,3887,925,True,True
3888,217,0,west hearth,Sera,3888,3888,3888,3888,3888,3888,3888,926,True,True
3889,217,1,river gate,Tovan,3889,3889,3889,3889,3889,3889,3889,926,True,True
3890,217,2,arrival court,Nia,3890,3890,3890,3890,3890,3890,3890,926,True,True
3891,217,3,tool alcove,Ari,3891,3891,3891,3891,3891,3891,3891,926,True,True
3892,217,4,rain court,Fay,3892,3892,3892,3892,3892,3892,3892,927,True,True
3893,217,5,fiber loft,Milo,3893,3893,3893,3893,3893,3893,3893,927,True,True
3894,217,6,west hearth,Sera,3894,3894,3894,3894,3894,3894,3894,927,True,True
3895,217,7,river gate,Tovan,3895,3895,3895,3895,3895,3895,3895,927,True,True
3896,217,8,arrival court,Nia,3896,3896,3896,3896,3896,3896,3896,927,True,True
3897,217,9,tool alcove,Ari,3897,3897,3897,3897,3897,3897,3897,927,True,True
3898,217,10,rain court,Fay,3898,3898,3898,3898,3898,3898,3898,927,True,True
3899,217,11,fiber loft,Milo,3899,3899,3899,3899,3899,3899,3899,928,True,True
3900,217,12,west hearth,Sera,3900,3900,3900,3900,3900,3900,3900,928,True,True
3901,217,13,river gate,Tovan,3901,3901,3901,3901,3901,3901,3901,928,True,True
3902,217,14,arrival court,Nia,3902,3902,3902,3902,3902,3902,3902,928,True,True
3903,217,15,tool alcove,Ari,3903,3903,3903,3903,3903,3903,3903,928,True,True
3904,217,16,rain court,Fay,3904,3904,3904,3904,3904,3904,3904,928,True,True
3905,217,17,fiber loft,Milo,3905,3905,3905,3905,3905,3905,3905,929,True,True
3906,218,0,river gate,Sera,3906,3906,3906,3906,3906,3906,3906,930,True,True
3907,218,1,arrival court,Tovan,3907,3907,3907,3907,3907,3907,3907,930,True,True
3908,218,2,tool alcove,Nia,3908,3908,3908,3908,3908,3908,3908,930,True,True
3909,218,3,rain court,Ari,3909,3909,3909,3909,3909,3909,3909,930,True,True
3910,218,4,fiber loft,Fay,3910,3910,3910,3910,3910,3910,3910,930,True,True
3911,218,5,west hearth,Milo,3911,3911,3911,3911,3911,3911,3911,930,True,True
3912,218,6,river gate,Sera,3912,3912,3912,3912,3912,3912,3912,930,True,True
3913,218,7,arrival court,Tovan,3913,3913,3913,3913,3913,3913,3913,931,True,True
3914,218,8,tool alcove,Nia,3914,3914,3914,3914,3914,3914,3914,931,True,True
3915,218,9,rain court,Ari,3915,3915,3915,3915,3915,3915,3915,931,True,True
3916,218,10,fiber loft,Fay,3916,3916,3916,3916,3916,3916,3916,931,True,True
3917,218,11,west hearth,Milo,3917,3917,3917,3917,3917,3917,3917,931,True,True
3918,218,12,river gate,Sera,3918,3918,3918,3918,3918,3918,3918,931,True,True
3919,218,13,arrival court,Tovan,3919,3919,3919,3919,3919,3919,3919,931,True,True
3920,218,14,tool alcove,Nia,3920,3920,3920,3920,3920,3920,3920,932,True,True
3921,218,15,rain court,Ari,3921,3921,3921,3921,3921,3921,3921,932,True,True
3922,218,16,fiber loft,Fay,3922,3922,3922,3922,3922,3922,3922,932,True,True
3923,218,17,west hearth,Milo,3923,3923,3923,3923,3923,3923,3923,933,True,True
3924,219,0,arrival court,Sera,3924,3924,3924,3924,3924,3924,3924,934,True,True
3925,219,1,tool alcove,Tovan,3925,3925,3925,3925,3925,3925,3925,934,True,True
3926,219,2,rain court,Nia,3926,3926,3926,3926,3926,3926,3926,934,True,True
3927,219,3,fiber loft,Ari,3927,3927,3927,3927,3927,3927,3927,935,True,True
3928,219,4,west hearth,Fay,3928,3928,3928,3928,3928,3928,3928,935,True,True
3929,219,5,river gate,Milo,3929,3929,3929,3929,3929,3929,3929,935,True,True
3930,219,6,arrival court,Sera,3930,3930,3930,3930,3930,3930,3930,935,True,True
3931,219,7,tool alcove,Tovan,3931,3931,3931,3931,3931,3931,3931,935,True,True
3932,219,8,rain court,Nia,3932,3932,3932,3932,3932,3932,3932,935,True,True
3933,219,9,fiber loft,Ari,3933,3933,3933,3933,3933,3933,3933,935,True,True
3934,219,10,west hearth,Fay,3934,3934,3934,3934,3934,3934,3934,936,True,True
3935,219,11,river gate,Milo,3935,3935,3935,3935,3935,3935,3935,936,True,True
3936,219,12,arrival court,Sera,3936,3936,3936,3936,3936,3936,3936,936,True,True
3937,219,13,tool alcove,Tovan,3937,3937,3937,3937,3937,3937,3937,936,True,True
3938,219,14,rain court,Nia,3938,3938,3938,3938,3938,3938,3938,936,True,True
3939,219,15,fiber loft,Ari,3939,3939,3939,3939,3939,3939,3939,936,True,True
3940,219,16,west hearth,Fay,3940,3940,3940,3940,3940,3940,3940,936,True,True
3941,219,17,river gate,Milo,3941,3941,3941,3941,3941,3941,3941,937,True,True
3942,220,0,tool alcove,Sera,3942,3942,3942,3942,3942,3942,3942,938,True,True
3943,220,1,rain court,Tovan,3943,3943,3943,3943,3943,3943,3943,938,True,True
3944,220,2,fiber loft,Nia,3944,3944,3944,3944,3944,3944,3944,938,True,True
3945,220,3,west hearth,Ari,3945,3945,3945,3945,3945,3945,3945,938,True,True
3946,220,4,river gate,Fay,3946,3946,3946,3946,3946,3946,3946,938,True,True
3947,220,5,arrival court,Milo,3947,3947,3947,3947,3947,3947,3947,938,True,True
3948,220,6,tool alcove,Sera,3948,3948,3948,3948,3948,3948,3948,939,True,True
3949,220,7,rain court,Tovan,3949,3949,3949,3949,3949,3949,3949,939,True,True
3950,220,8,fiber loft,Nia,3950,3950,3950,3950,3950,3950,3950,939,True,True
3951,220,9,west hearth,Ari,3951,3951,3951,3951,3951,3951,3951,939,True,True
3952,220,10,river gate,Fay,3952,3952,3952,3952,3952,3952,3952,939,True,True
3953,220,11,arrival court,Milo,3953,3953,3953,3953,3953,3953,3953,939,True,True
3954,220,12,tool alcove,Sera,3954,3954,3954,3954,3954,3954,3954,939,True,True
3955,220,13,rain court,Tovan,3955,3955,3955,3955,3955,3955,3955,940,True,True
3956,220,14,fiber loft,Nia,3956,3956,3956,3956,3956,3956,3956,940,True,True
3957,220,15,west hearth,Ari,3957,3957,3957,3957,3957,3957,3957,940,True,True
3958,220,16,river gate,Fay,3958,3958,3958,3958,3958,3958,3958,940,True,True
3959,220,17,arrival court,Milo,3959,3959,3959,3959,3959,3959,3959,941,True,True
3960,221,0,rain court,Sera,3960,3960,3960,3960,3960,3960,3960,942,True,True
3961,221,1,fiber loft,Tovan,3961,3961,3961,3961,3961,3961,3961,942,True,True
3962,221,2,west hearth,Nia,3962,3962,3962,3962,3962,3962,3962,943,True,True
3963,221,3,river gate,Ari,3963,3963,3963,3963,3963,3963,3963,943,True,True
3964,221,4,arrival court,Fay,3964,3964,3964,3964,3964,3964,3964,943,True,True
3965,221,5,tool alcove,Milo,3965,3965,3965,3965,3965,3965,3965,943,True,True
3966,221,6,rain court,Sera,3966,3966,3966,3966,3966,3966,3966,943,True,True
3967,221,7,fiber loft,Tovan,3967,3967,3967,3967,3967,3967,3967,943,True,True
3968,221,8,west hearth,Nia,3968,3968,3968,3968,3968,3968,3968,943,True,True
3969,221,9,river gate,Ari,3969,3969,3969,3969,3969,3969,3969,944,True,True
3970,221,10,arrival court,Fay,3970,3970,3970,3970,3970,3970,3970,944,True,True
3971,221,11,tool alcove,Milo,3971,3971,3971,3971,3971,3971,3971,944,True,True
3972,221,12,rain court,Sera,3972,3972,3972,3972,3972,3972,3972,944,True,True
3973,221,13,fiber loft,Tovan,3973,3973,3973,3973,3973,3973,3973,944,True,True
3974,221,14,west hearth,Nia,3974,3974,3974,3974,3974,3974,3974,944,True,True
3975,221,15,river gate,Ari,3975,3975,3975,3975,3975,3975,3975,944,True,True
3976,221,16,arrival court,Fay,3976,3976,3976,3976,3976,3976,3976,945,True,True
3977,221,17,tool alcove,Milo,3977,3977,3977,3977,3977,3977,3977,946,True,True
3978,222,0,fiber loft,Sera,3978,3978,3978,3978,3978,3978,3978,947,True,True
3979,222,1,west hearth,Tovan,3979,3979,3979,3979,3979,3979,3979,947,True,True
3980,222,2,river gate,Nia,3980,3980,3980,3980,3980,3980,3980,947,True,True
3981,222,3,arrival court,Ari,3981,3981,3981,3981,3981,3981,3981,947,True,True
3982,222,4,tool alcove,Fay,3982,3982,3982,3982,3982,3982,3982,947,True,True
3983,222,5,rain court,Milo,3983,3983,3983,3983,3983,3983,3983,948,True,True
3984,222,6,fiber loft,Sera,3984,3984,3984,3984,3984,3984,3984,948,True,True
3985,222,7,west hearth,Tovan,3985,3985,3985,3985,3985,3985,3985,948,True,True
3986,222,8,river gate,Nia,3986,3986,3986,3986,3986,3986,3986,948,True,True
3987,222,9,arrival court,Ari,3987,3987,3987,3987,3987,3987,3987,948,True,True
3988,222,10,tool alcove,Fay,3988,3988,3988,3988,3988,3988,3988,948,True,True
3989,222,11,rain court,Milo,3989,3989,3989,3989,3989,3989,3989,948,True,True
3990,222,12,fiber loft,Sera,3990,3990,3990,3990,3990,3990,3990,949,True,True
3991,222,13,west hearth,Tovan,3991,3991,3991,3991,3991,3991,3991,949,True,True
3992,222,14,river gate,Nia,3992,3992,3992,3992,3992,3992,3992,949,True,True
3993,222,15,arrival court,Ari,3993,3993,3993,3993,3993,3993,3993,949,True,True
3994,222,16,tool alcove,Fay,3994,3994,3994,3994,3994,3994,3994,949,True,True
3995,222,17,rain court,Milo,3995,3995,3995,3995,3995,3995,3995,950,True,True
3996,223,0,west hearth,Sera,3996,3996,3996,3996,3996,3996,3996,951,True,True
3997,223,1,river gate,Tovan,3997,3997,3997,3997,3997,3997,3997,952,True,True
3998,223,2,arrival court,Nia,3998,3998,3998,3998,3998,3998,3998,952,True,True
3999,223,3,tool alcove,Ari,3999,3999,3999,3999,3999,3999,3999,952,True,True
4000,223,4,rain court,Fay,4000,4000,4000,4000,4000,4000,4000,952,True,True
4001,223,5,fiber loft,Milo,4001,4001,4001,4001,4001,4001,4001,952,True,True
4002,223,6,west hearth,Sera,4002,4002,4002,4002,4002,4002,4002,952,True,True
4003,223,7,river gate,Tovan,4003,4003,4003,4003,4003,4003,4003,952,True,True
4004,223,8,arrival court,Nia,4004,4004,4004,4004,4004,4004,4004,953,True,True
4005,223,9,tool alcove,Ari,4005,4005,4005,4005,4005,4005,4005,953,True,True
4006,223,10,rain court,Fay,4006,4006,4006,4006,4006,4006,4006,953,True,True
4007,223,11,fiber loft,Milo,4007,4007,4007,4007,4007,4007,4007,953,True,True
4008,223,12,west hearth,Sera,4008,4008,4008,4008,4008,4008,4008,953,True,True
4009,223,13,river gate,Tovan,4009,4009,4009,4009,4009,4009,4009,953,True,True
4010,223,14,arrival court,Nia,4010,4010,4010,4010,4010,4010,4010,953,True,True
4011,223,15,tool alcove,Ari,4011,4011,4011,4011,4011,4011,4011,954,True,True
4012,223,16,rain court,Fay,4012,4012,4012,4012,4012,4012,4012,954,True,True
4013,223,17,fiber loft,Milo,4013,4013,4013,4013,4013,4013,4013,955,True,True
4014,224,0,river gate,Sera,4014,4014,4014,4014,4014,4014,4014,956,True,True
4015,224,1,arrival court,Tovan,4015,4015,4015,4015,4015,4015,4015,956,True,True
4016,224,2,tool alcove,Nia,4016,4016,4016,4016,4016,4016,4016,956,True,True
4017,224,3,rain court,Ari,4017,4017,4017,4017,4017,4017,4017,956,True,True
4018,224,4,fiber loft,Fay,4018,4018,4018,4018,4018,4018,4018,957,True,True
4019,224,5,west hearth,Milo,4019,4019,4019,4019,4019,4019,4019,957,True,True
4020,224,6,river gate,Sera,4020,4020,4020,4020,4020,4020,4020,957,True,True
4021,224,7,arrival court,Tovan,4021,4021,4021,4021,4021,4021,4021,957,True,True
4022,224,8,tool alcove,Nia,4022,4022,4022,4022,4022,4022,4022,957,True,True
4023,224,9,rain court,Ari,4023,4023,4023,4023,4023,4023,4023,957,True,True
4024,224,10,fiber loft,Fay,4024,4024,4024,4024,4024,4024,4024,957,True,True
4025,224,11,west hearth,Milo,4025,4025,4025,4025,4025,4025,4025,958,True,True
4026,224,12,river gate,Sera,4026,4026,4026,4026,4026,4026,4026,958,True,True
4027,224,13,arrival court,Tovan,4027,4027,4027,4027,4027,4027,4027,958,True,True
4028,224,14,tool alcove,Nia,4028,4028,4028,4028,4028,4028,4028,958,True,True
4029,224,15,rain court,Ari,4029,4029,4029,4029,4029,4029,4029,958,True,True
4030,224,16,fiber loft,Fay,4030,4030,4030,4030,4030,4030,4030,958,True,True
4031,224,17,west hearth,Milo,4031,4031,4031,4031,4031,4031,4031,959,True,True
4032,225,0,arrival court,Sera,4032,4032,4032,4032,4032,4032,4032,960,True,True
4033,225,1,tool alcove,Tovan,4033,4033,4033,4033,4033,4033,4033,960,True,True
4034,225,2,rain court,Nia,4034,4034,4034,4034,4034,4034,4034,960,True,True
4035,225,3,fiber loft,Ari,4035,4035,4035,4035,4035,4035,4035,960,True,True
4036,225,4,west hearth,Fay,4036,4036,4036,4036,4036,4036,4036,960,True,True
4037,225,5,river gate,Milo,4037,4037,4037,4037,4037,4037,4037,960,True,True
4038,225,6,arrival court,Sera,4038,4038,4038,4038,4038,4038,4038,960,True,True
4039,225,7,tool alcove,Tovan,4039,4039,4039,4039,4039,4039,4039,961,True,True
4040,225,8,rain court,Nia,4040,4040,4040,4040,4040,4040,4040,961,True,True
4041,225,9,fiber loft,Ari,4041,4041,4041,4041,4041,4041,4041,961,True,True
4042,225,10,west hearth,Fay,4042,4042,4042,4042,4042,4042,4042,961,True,True
4043,225,11,river gate,Milo,4043,4043,4043,4043,4043,4043,4043,961,True,True
4044,225,12,arrival court,Sera,4044,4044,4044,4044,4044,4044,4044,961,True,True
4045,225,13,tool alcove,Tovan,4045,4045,4045,4045,4045,4045,4045,961,True,True
4046,225,14,rain court,Nia,4046,4046,4046,4046,4046,4046,4046,962,True,True
4047,225,15,fiber loft,Ari,4047,4047,4047,4047,4047,4047,4047,962,True,True
4048,225,16,west hearth,Fay,4048,4048,4048,4048,4048,4048,4048,962,True,True
4049,225,17,river gate,Milo,4049,4049,4049,4049,4049,4049,4049,963,True,True
4050,226,0,tool alcove,Sera,4050,4050,4050,4050,4050,4050,4050,964,True,True
4051,226,1,rain court,Tovan,4051,4051,4051,4051,4051,4051,4051,964,True,True
4052,226,2,fiber loft,Nia,4052,4052,4052,4052,4052,4052,4052,964,True,True
4053,226,3,west hearth,Ari,4053,4053,4053,4053,4053,4053,4053,965,True,True
4054,226,4,river gate,Fay,4054,4054,4054,4054,4054,4054,4054,965,True,True
4055,226,5,arrival court,Milo,4055,4055,4055,4055,4055,4055,4055,965,True,True
4056,226,6,tool alcove,Sera,4056,4056,4056,4056,4056,4056,4056,965,True,True
4057,226,7,rain court,Tovan,4057,4057,4057,4057,4057,4057,4057,965,True,True
4058,226,8,fiber loft,Nia,4058,4058,4058,4058,4058,4058,4058,965,True,True
4059,226,9,west hearth,Ari,4059,4059,4059,4059,4059,4059,4059,965,True,True
4060,226,10,river gate,Fay,4060,4060,4060,4060,4060,4060,4060,966,True,True
4061,226,11,arrival court,Milo,4061,4061,4061,4061,4061,4061,4061,966,True,True
4062,226,12,tool alcove,Sera,4062,4062,4062,4062,4062,4062,4062,966,True,True
4063,226,13,rain court,Tovan,4063,4063,4063,4063,4063,4063,4063,966,True,True
4064,226,14,fiber loft,Nia,4064,4064,4064,4064,4064,4064,4064,966,True,True
4065,226,15,west hearth,Ari,4065,4065,4065,4065,4065,4065,4065,966,True,True
4066,226,16,river gate,Fay,4066,4066,4066,4066,4066,4066,4066,966,True,True
4067,226,17,arrival court,Milo,4067,4067,4067,4067,4067,4067,4067,967,True,True
4068,227,0,rain court,Sera,4068,4068,4068,4068,4068,4068,4068,968,True,True
4069,227,1,fiber loft,Tovan,4069,4069,4069,4069,4069,4069,4069,968,True,True
4070,227,2,west hearth,Nia,4070,4070,4070,4070,4070,4070,4070,968,True,True
4071,227,3,river gate,Ari,4071,4071,4071,4071,4071,4071,4071,968,True,True
4072,227,4,arrival court,Fay,4072,4072,4072,4072,4072,4072,4072,968,True,True
4073,227,5,tool alcove,Milo,4073,4073,4073,4073,4073,4073,4073,968,True,True
4074,227,6,rain court,Sera,4074,4074,4074,4074,4074,4074,4074,969,True,True
4075,227,7,fiber loft,Tovan,4075,4075,4075,4075,4075,4075,4075,969,True,True
4076,227,8,west hearth,Nia,4076,4076,4076,4076,4076,4076,4076,969,True,True
4077,227,9,river gate,Ari,4077,4077,4077,4077,4077,4077,4077,969,True,True
4078,227,10,arrival court,Fay,4078,4078,4078,4078,4078,4078,4078,969,True,True
4079,227,11,tool alcove,Milo,4079,4079,4079,4079,4079,4079,4079,969,True,True
4080,227,12,rain court,Sera,4080,4080,4080,4080,4080,4080,4080,969,True,True
4081,227,13,fiber loft,Tovan,4081,4081,4081,4081,4081,4081,4081,970,True,True
4082,227,14,west hearth,Nia,4082,4082,4082,4082,4082,4082,4082,970,True,True
4083,227,15,river gate,Ari,4083,4083,4083,4083,4083,4083,4083,970,True,True
4084,227,16,arrival court,Fay,4084,4084,4084,4084,4084,4084,4084,970,True,True
4085,227,17,tool alcove,Milo,4085,4085,4085,4085,4085,4085,4085,971,True,True
4086,228,0,fiber loft,Sera,4086,4086,4086,4086,4086,4086,4086,972,True,True
4087,228,1,west hearth,Tovan,4087,4087,4087,4087,4087,4087,4087,972,True,True
4088,228,2,river gate,Nia,4088,4088,4088,4088,4088,4088,4088,973,True,True
4089,228,3,arrival court,Ari,4089,4089,4089,4089,4089,4089,4089,973,True,True
4090,228,4,tool alcove,Fay,4090,4090,4090,4090,4090,4090,4090,973,True,True
4091,228,5,rain court,Milo,4091,4091,4091,4091,4091,4091,4091,973,True,True
4092,228,6,fiber loft,Sera,4092,4092,4092,4092,4092,4092,4092,973,True,True
4093,228,7,west hearth,Tovan,4093,4093,4093,4093,4093,4093,4093,973,True,True
4094,228,8,river gate,Nia,4094,4094,4094,4094,4094,4094,4094,973,True,True
4095,228,9,arrival court,Ari,4095,4095,4095,4095,4095,4095,4095,974,True,True
4096,228,10,tool alcove,Fay,4096,4096,4096,4096,4096,4096,4096,974,True,True
4097,228,11,rain court,Milo,4097,4097,4097,4097,4097,4097,4097,974,True,True
4098,228,12,fiber loft,Sera,4098,4098,4098,4098,4098,4098,4098,974,True,True
4099,228,13,west hearth,Tovan,4099,4099,4099,4099,4099,4099,4099,974,True,True
4100,228,14,river gate,Nia,4100,4100,4100,4100,4100,4100,4100,974,True,True
4101,228,15,arrival court,Ari,4101,4101,4101,4101,4101,4101,4101,974,True,True
4102,228,16,tool alcove,Fay,4102,4102,4102,4102,4102,4102,4102,975,True,True
4103,228,17,rain court,Milo,4103,4103,4103,4103,4103,4103,4103,976,True,True
4104,229,0,west hearth,Sera,4104,4104,4104,4104,4104,4104,4104,977,True,True
4105,229,1,river gate,Tovan,4105,4105,4105,4105,4105,4105,4105,977,True,True
4106,229,2,arrival court,Nia,4106,4106,4106,4106,4106,4106,4106,977,True,True
4107,229,3,tool alcove,Ari,4107,4107,4107,4107,4107,4107,4107,977,True,True
4108,229,4,rain court,Fay,4108,4108,4108,4108,4108,4108,4108,977,True,True
4109,229,5,fiber loft,Milo,4109,4109,4109,4109,4109,4109,4109,978,True,True
4110,229,6,west hearth,Sera,4110,4110,4110,4110,4110,4110,4110,978,True,True
4111,229,7,river gate,Tovan,4111,4111,4111,4111,4111,4111,4111,978,True,True
4112,229,8,arrival court,Nia,4112,4112,4112,4112,4112,4112,4112,978,True,True
4113,229,9,tool alcove,Ari,4113,4113,4113,4113,4113,4113,4113,978,True,True
4114,229,10,rain court,Fay,4114,4114,4114,4114,4114,4114,4114,978,True,True
4115,229,11,fiber loft,Milo,4115,4115,4115,4115,4115,4115,4115,978,True,True
4116,229,12,west hearth,Sera,4116,4116,4116,4116,4116,4116,4116,979,True,True
4117,229,13,river gate,Tovan,4117,4117,4117,4117,4117,4117,4117,979,True,True
4118,229,14,arrival court,Nia,4118,4118,4118,4118,4118,4118,4118,979,True,True
4119,229,15,tool alcove,Ari,4119,4119,4119,4119,4119,4119,4119,979,True,True
4120,229,16,rain court,Fay,4120,4120,4120,4120,4120,4120,4120,979,True,True
4121,229,17,fiber loft,Milo,4121,4121,4121,4121,4121,4121,4121,980,True,True
4122,230,0,river gate,Sera,4122,4122,4122,4122,4122,4122,4122,981,True,True
4123,230,1,arrival court,Tovan,4123,4123,4123,4123,4123,4123,4123,982,True,True
4124,230,2,tool alcove,Nia,4124,4124,4124,4124,4124,4124,4124,982,True,True
4125,230,3,rain court,Ari,4125,4125,4125,4125,4125,4125,4125,982,True,True
4126,230,4,fiber loft,Fay,4126,4126,4126,4126,4126,4126,4126,982,True,True
4127,230,5,west hearth,Milo,4127,4127,4127,4127,4127,4127,4127,982,True,True
4128,230,6,river gate,Sera,4128,4128,4128,4128,4128,4128,4128,982,True,True
4129,230,7,arrival court,Tovan,4129,4129,4129,4129,4129,4129,4129,982,True,True
4130,230,8,tool alcove,Nia,4130,4130,4130,4130,4130,4130,4130,983,True,True
4131,230,9,rain court,Ari,4131,4131,4131,4131,4131,4131,4131,983,True,True
4132,230,10,fiber loft,Fay,4132,4132,4132,4132,4132,4132,4132,983,True,True
