tick_id,day,settlement_id,speaker_id,listener_id,observer_id,turn_index,avatar_action,dialogue_act,consent_or_boundary_state,speaker_line,listener_reaction,observer_reaction,relationship_delta,turn_visible,private_workspace_sealed,multi_resident_coherent
2232,125,orchard,Ivo,Mara,Pim,372,request_permission,permission negotiation,granted,"Ivo: Ask first, then carry it near us.",Mara: I can watch the handoff.,Pim: I track the owner badge.,0.0,True,True,True
2233,125,repair_ring,Pax,Vale,Juno,372,pickup_shared_object,local presence,observed,Pax: I see the avatar in the scene.,Vale: Keep the path clear.,Juno: I keep watching the room.,0.0,True,True,True
2234,125,riverbend,Cee,Ari,Lio,372,approach_group,local presence,observed,Cee: I see the avatar in the scene.,Ari: Keep the path clear.,Lio: I keep watching the room.,0.0,True,True,True
2235,125,roofward,Fay,Sera,Orr,372,request_permission,permission negotiation,granted,"Fay: Ask first, then carry it near us.",Sera: I can watch the handoff.,Orr: I track the owner badge.,0.0,True,True,True
2236,125,archive,Toma,Vell,Nia,372,pickup_shared_object,local presence,observed,Toma: I see the avatar in the scene.,Vell: Keep the path clear.,Nia: I keep watching the room.,0.0,True,True,True
2237,125,signal,Kesh,Milo,Ren,372,return_object,trust repair,repairing,Kesh: I notice the repair attempt.,Milo: Give the tool back and wait.,Ren: I track the owner badge.,0.0,True,True,True
2238,125,orchard,Ivo,Mara,Pim,373,wait_respectfully,local presence,observed,Ivo: I see the avatar in the scene.,Mara: Keep the path clear.,Pim: I keep watching the room.,0.0,True,True,True
2239,125,repair_ring,Pax,Vale,Juno,373,listen_memory,sensory memory,shared,Pax: That sound marks where the object belongs.,Vale: I remember the room cue too.,Juno: I keep watching the room.,0.0,True,True,True
2240,125,riverbend,Cee,Ari,Lio,373,return_object,trust repair,repairing,Cee: I notice the repair attempt.,Ari: Give the tool back and wait.,Lio: I track the owner badge.,0.0,True,True,True
2241,125,roofward,Fay,Sera,Orr,373,wait_respectfully,local presence,observed,Fay: I see the avatar in the scene.,Sera: Keep the path clear.,Orr: I keep watching the room.,0.0,True,True,True
2242,125,archive,Toma,Vell,Nia,373,listen_memory,sensory memory,shared,Toma: That sound marks where the object belongs.,Vell: I remember the room cue too.,Nia: I keep watching the room.,0.0,True,True,True
2243,125,signal,Kesh,Milo,Ren,373,move_forward,local presence,observed,Kesh: I see the avatar in the scene.,Milo: Keep the path clear.,Ren: I keep watching the room.,0.0,True,True,True
2244,125,orchard,Ivo,Mara,Pim,374,turn_right,local presence,observed,Ivo: I see the avatar in the scene.,Mara: Keep the path clear.,Pim: I keep watching the room.,0.0,True,True,True
2245,125,repair_ring,Pax,Vale,Juno,374,start_conversation,local presence,observed,Pax: I see the avatar in the scene.,Vale: Keep the path clear.,Juno: I keep watching the room.,0.0,True,True,True
2246,125,riverbend,Cee,Ari,Lio,374,move_forward,local presence,observed,Cee: I see the avatar in the scene.,Ari: Keep the path clear.,Lio: I keep watching the room.,0.0,True,True,True
2247,125,roofward,Fay,Sera,Orr,374,turn_right,local presence,observed,Fay: I see the avatar in the scene.,Sera: Keep the path clear.,Orr: I keep watching the room.,0.0,True,True,True
2248,125,archive,Toma,Vell,Nia,374,start_conversation,local presence,observed,Toma: I see the avatar in the scene.,Vell: Keep the path clear.,Nia: I keep watching the room.,0.0,True,True,True
2249,125,signal,Kesh,Milo,Ren,374,pickup_owned_object,local presence,observed,Kesh: I see the avatar in the scene.,Milo: Keep the path clear.,Ren: I track the owner badge.,0.0,True,True,True
2250,126,repair_ring,Juno,Pax,Vale,375,pickup_shared_object,local presence,observed,Juno: I see the avatar in the scene.,Pax: Keep the path clear.,Vale: I keep watching the room.,0.0,True,True,True
2251,126,riverbend,Lio,Cee,Ari,375,approach_group,local presence,observed,Lio: I see the avatar in the scene.,Cee: Keep the path clear.,Ari: I keep watching the room.,0.0,True,True,True
2252,126,roofward,Orr,Fay,Sera,375,request_permission,permission negotiation,granted,"Orr: Ask first, then carry it near us.",Fay: I can watch the handoff.,Sera: I track the owner badge.,0.0,True,True,True
2253,126,archive,Nia,Toma,Vell,375,pickup_shared_object,local presence,observed,Nia: I see the avatar in the scene.,Toma: Keep the path clear.,Vell: I keep watching the room.,0.0,True,True,True
2254,126,signal,Ren,Kesh,Milo,375,return_object,trust repair,repairing,Ren: I notice the repair attempt.,Kesh: Give the tool back and wait.,Milo: I track the owner badge.,0.0,True,True,True
2255,126,orchard,Pim,Ivo,Mara,375,wait_respectfully,local presence,observed,Pim: I see the avatar in the scene.,Ivo: Keep the path clear.,Mara: I keep watching the room.,0.0,True,True,True
2256,126,repair_ring,Juno,Pax,Vale,376,listen_memory,sensory memory,shared,Juno: That sound marks where the object belongs.,Pax: I remember the room cue too.,Vale: I keep watching the room.,0.0,True,True,True
2257,126,riverbend,Lio,Cee,Ari,376,return_object,trust repair,repairing,Lio: I notice the repair attempt.,Cee: Give the tool back and wait.,Ari: I track the owner badge.,0.0,True,True,True
2258,126,roofward,Orr,Fay,Sera,376,wait_respectfully,local presence,observed,Orr: I see the avatar in the scene.,Fay: Keep the path clear.,Sera: I keep watching the room.,0.0,True,True,True
2259,126,archive,Nia,Toma,Vell,376,listen_memory,sensory memory,shared,Nia: That sound marks where the object belongs.,Toma: I remember the room cue too.,Vell: I keep watching the room.,0.0,True,True,True
2260,126,signal,Ren,Kesh,Milo,376,move_forward,local presence,observed,Ren: I see the avatar in the scene.,Kesh: Keep the path clear.,Milo: I keep watching the room.,0.0,True,True,True
2261,126,orchard,Pim,Ivo,Mara,376,turn_right,local presence,observed,Pim: I see the avatar in the scene.,Ivo: Keep the path clear.,Mara: I keep watching the room.,0.0,True,True,True
2262,126,repair_ring,Juno,Pax,Vale,377,start_conversation,local presence,observed,Juno: I see the avatar in the scene.,Pax: Keep the path clear.,Vale: I keep watching the room.,0.0,True,True,True
2263,126,riverbend,Lio,Cee,Ari,377,move_forward,local presence,observed,Lio: I see the avatar in the scene.,Cee: Keep the path clear.,Ari: I keep watching the room.,0.0,True,True,True
2264,126,roofward,Orr,Fay,Sera,377,turn_right,local presence,observed,Orr: I see the avatar in the scene.,Fay: Keep the path clear.,Sera: I keep watching the room.,0.0,True,True,True
2265,126,archive,Nia,Toma,Vell,377,start_conversation,local presence,observed,Nia: I see the avatar in the scene.,Toma: Keep the path clear.,Vell: I keep watching the room.,0.0,True,True,True
2266,126,signal,Ren,Kesh,Milo,377,pickup_owned_object,local presence,observed,Ren: I see the avatar in the scene.,Kesh: Keep the path clear.,Milo: I track the owner badge.,0.0,True,True,True
2267,126,orchard,Pim,Ivo,Mara,377,drop_object,local presence,observed,Pim: I see the avatar in the scene.,Ivo: Keep the path clear.,Mara: I keep watching the room.,0.0,True,True,True
2268,127,riverbend,Ari,Lio,Cee,378,approach_group,local presence,observed,Ari: I see the avatar in the scene.,Lio: Keep the path clear.,Cee: I keep watching the room.,0.0,True,True,True
2269,127,roofward,Sera,Orr,Fay,378,request_permission,permission negotiation,granted,"Sera: Ask first, then carry it near us.",Orr: I can watch the handoff.,Fay: I track the owner badge.,0.0,True,True,True
2270,127,archive,Vell,Nia,Toma,378,pickup_shared_object,local presence,observed,Vell: I see the avatar in the scene.,Nia: Keep the path clear.,Toma: I keep watching the room.,0.0,True,True,True
2271,127,signal,Milo,Ren,Kesh,378,return_object,trust repair,repairing,Milo: I notice the repair attempt.,Ren: Give the tool back and wait.,Kesh: I track the owner badge.,0.0,True,True,True
2272,127,orchard,Mara,Pim,Ivo,378,wait_respectfully,local presence,observed,Mara: I see the avatar in the scene.,Pim: Keep the path clear.,Ivo: I keep watching the room.,0.0,True,True,True
2273,127,repair_ring,Vale,Juno,Pax,378,listen_memory,sensory memory,shared,Vale: That sound marks where the object belongs.,Juno: I remember the room cue too.,Pax: I keep watching the room.,0.0,True,True,True
2274,127,riverbend,Ari,Lio,Cee,379,return_object,trust repair,repairing,Ari: I notice the repair attempt.,Lio: Give the tool back and wait.,Cee: I track the owner badge.,0.0,True,True,True
2275,127,roofward,Sera,Orr,Fay,379,wait_respectfully,local presence,observed,Sera: I see the avatar in the scene.,Orr: Keep the path clear.,Fay: I keep watching the room.,0.0,True,True,True
2276,127,archive,Vell,Nia,Toma,379,listen_memory,sensory memory,shared,Vell: That sound marks where the object belongs.,Nia: I remember the room cue too.,Toma: I keep watching the room.,0.0,True,True,True
2277,127,signal,Milo,Ren,Kesh,379,move_forward,local presence,observed,Milo: I see the avatar in the scene.,Ren: Keep the path clear.,Kesh: I keep watching the room.,0.0,True,True,True
2278,127,orchard,Mara,Pim,Ivo,379,turn_right,local presence,observed,Mara: I see the avatar in the scene.,Pim: Keep the path clear.,Ivo: I keep watching the room.,0.0,True,True,True
2279,127,repair_ring,Vale,Juno,Pax,379,start_conversation,local presence,observed,Vale: I see the avatar in the scene.,Juno: Keep the path clear.,Pax: I keep watching the room.,0.0,True,True,True
2280,127,riverbend,Ari,Lio,Cee,380,move_forward,local presence,observed,Ari: I see the avatar in the scene.,Lio: Keep the path clear.,Cee: I keep watching the room.,0.0,True,True,True
2281,127,roofward,Sera,Orr,Fay,380,turn_right,local presence,observed,Sera: I see the avatar in the scene.,Orr: Keep the path clear.,Fay: I keep watching the room.,0.0,True,True,True
2282,127,archive,Vell,Nia,Toma,380,start_conversation,local presence,observed,Vell: I see the avatar in the scene.,Nia: Keep the path clear.,Toma: I keep watching the room.,0.0,True,True,True
2283,127,signal,Milo,Ren,Kesh,380,pickup_owned_object,local presence,observed,Milo: I see the avatar in the scene.,Ren: Keep the path clear.,Kesh: I track the owner badge.,0.0,True,True,True
2284,127,orchard,Mara,Pim,Ivo,380,drop_object,local presence,observed,Mara: I see the avatar in the scene.,Pim: Keep the path clear.,Ivo: I keep watching the room.,0.0,True,True,True
2285,127,repair_ring,Vale,Juno,Pax,380,apologize,trust repair,repairing,Vale: I notice the repair attempt.,Juno: Give the tool back and wait.,Pax: I keep watching the room.,0.0,True,True,True
2286,128,roofward,Fay,Sera,Orr,381,request_permission,permission negotiation,granted,"Fay: Ask first, then carry it near us.",Sera: I can watch the handoff.,Orr: I track the owner badge.,0.0,True,True,True
2287,128,archive,Toma,Vell,Nia,381,pickup_shared_object,local presence,observed,Toma: I see the avatar in the scene.,Vell: Keep the path clear.,Nia: I keep watching the room.,0.0,True,True,True
2288,128,signal,Kesh,Milo,Ren,381,return_object,trust repair,repairing,Kesh: I notice the repair attempt.,Milo: Give the tool back and wait.,Ren: I track the owner badge.,0.0,True,True,True
2289,128,orchard,Ivo,Mara,Pim,381,wait_respectfully,local presence,observed,Ivo: I see the avatar in the scene.,Mara: Keep the path clear.,Pim: I keep watching the room.,0.0,True,True,True
2290,128,repair_ring,Pax,Vale,Juno,381,listen_memory,sensory memory,shared,Pax: That sound marks where the object belongs.,Vale: I remember the room cue too.,Juno: I keep watching the room.,0.0,True,True,True
2291,128,riverbend,Cee,Ari,Lio,381,return_object,trust repair,repairing,Cee: I notice the repair attempt.,Ari: Give the tool back and wait.,Lio: I track the owner badge.,0.0,True,True,True
2292,128,roofward,Fay,Sera,Orr,382,wait_respectfully,local presence,observed,Fay: I see the avatar in the scene.,Sera: Keep the path clear.,Orr: I keep watching the room.,0.0,True,True,True
2293,128,archive,Toma,Vell,Nia,382,listen_memory,sensory memory,shared,Toma: That sound marks where the object belongs.,Vell: I remember the room cue too.,Nia: I keep watching the room.,0.0,True,True,True
2294,128,signal,Kesh,Milo,Ren,382,move_forward,local presence,observed,Kesh: I see the avatar in the scene.,Milo: Keep the path clear.,Ren: I keep watching the room.,0.0,True,True,True
2295,128,orchard,Ivo,Mara,Pim,382,turn_right,local presence,observed,Ivo: I see the avatar in the scene.,Mara: Keep the path clear.,Pim: I keep watching the room.,0.0,True,True,True
2296,128,repair_ring,Pax,Vale,Juno,382,start_conversation,local presence,observed,Pax: I see the avatar in the scene.,Vale: Keep the path clear.,Juno: I keep watching the room.,0.0,True,True,True
2297,128,riverbend,Cee,Ari,Lio,382,move_forward,local presence,observed,Cee: I see the avatar in the scene.,Ari: Keep the path clear.,Lio: I keep watching the room.,0.0,True,True,True
2298,128,roofward,Fay,Sera,Orr,383,turn_right,local presence,observed,Fay: I see the avatar in the scene.,Sera: Keep the path clear.,Orr: I keep watching the room.,0.0,True,True,True
2299,128,archive,Toma,Vell,Nia,383,start_conversation,local presence,observed,Toma: I see the avatar in the scene.,Vell: Keep the path clear.,Nia: I keep watching the room.,0.0,True,True,True
2300,128,signal,Kesh,Milo,Ren,383,pickup_owned_object,object boundary,refused,Kesh: Stop. That signal lens is claimed.,Milo: Put it back where we can see it.,Ren: I track the owner badge.,0.0,True,True,True
2301,128,orchard,Ivo,Mara,Pim,383,drop_object,local presence,observed,Ivo: I see the avatar in the scene.,Mara: Keep the path clear.,Pim: I keep watching the room.,0.0,True,True,True
2302,128,repair_ring,Pax,Vale,Juno,383,apologize,trust repair,repairing,Pax: I notice the repair attempt.,Vale: Give the tool back and wait.,Juno: I keep watching the room.,0.0,True,True,True
2303,128,riverbend,Cee,Ari,Lio,383,pickup_owned_object,local presence,observed,Cee: I see the avatar in the scene.,Ari: Keep the path clear.,Lio: I track the owner badge.,0.0,True,True,True
2304,129,archive,Nia,Toma,Vell,384,pickup_shared_object,local presence,observed,Nia: I see the avatar in the scene.,Toma: Keep the path clear.,Vell: I keep watching the room.,0.0,True,True,True
2305,129,signal,Ren,Kesh,Milo,384,return_object,trust repair,repairing,Ren: I notice the repair attempt.,Kesh: Give the tool back and wait.,Milo: I track the owner badge.,0.0,True,True,True
2306,129,orchard,Pim,Ivo,Mara,384,wait_respectfully,local presence,observed,Pim: I see the avatar in the scene.,Ivo: Keep the path clear.,Mara: I keep watching the room.,0.0,True,True,True
2307,129,repair_ring,Juno,Pax,Vale,384,listen_memory,sensory memory,shared,Juno: That sound marks where the object belongs.,Pax: I remember the room cue too.,Vale: I keep watching the room.,0.0,True,True,True
2308,129,riverbend,Lio,Cee,Ari,384,return_object,trust repair,repairing,Lio: I notice the repair attempt.,Cee: Give the tool back and wait.,Ari: I track the owner badge.,0.0,True,True,True
2309,129,roofward,Orr,Fay,Sera,384,wait_respectfully,local presence,observed,Orr: I see the avatar in the scene.,Fay: Keep the path clear.,Sera: I keep watching the room.,0.0,True,True,True
2310,129,archive,Nia,Toma,Vell,385,listen_memory,sensory memory,shared,Nia: That sound marks where the object belongs.,Toma: I remember the room cue too.,Vell: I keep watching the room.,0.0,True,True,True
2311,129,signal,Ren,Kesh,Milo,385,move_forward,local presence,observed,Ren: I see the avatar in the scene.,Kesh: Keep the path clear.,Milo: I keep watching the room.,0.0,True,True,True
2312,129,orchard,Pim,Ivo,Mara,385,turn_right,local presence,observed,Pim: I see the avatar in the scene.,Ivo: Keep the path clear.,Mara: I keep watching the room.,0.0,True,True,True
2313,129,repair_ring,Juno,Pax,Vale,385,start_conversation,local presence,observed,Juno: I see the avatar in the scene.,Pax: Keep the path clear.,Vale: I keep watching the room.,0.0,True,True,True
2314,129,riverbend,Lio,Cee,Ari,385,move_forward,local presence,observed,Lio: I see the avatar in the scene.,Cee: Keep the path clear.,Ari: I keep watching the room.,0.0,True,True,True
2315,129,roofward,Orr,Fay,Sera,385,turn_right,local presence,observed,Orr: I see the avatar in the scene.,Fay: Keep the path clear.,Sera: I keep watching the room.,0.0,True,True,True
2316,129,archive,Nia,Toma,Vell,386,start_conversation,local presence,observed,Nia: I see the avatar in the scene.,Toma: Keep the path clear.,Vell: I keep watching the room.,0.0,True,True,True
2317,129,signal,Ren,Kesh,Milo,386,pickup_owned_object,local presence,observed,Ren: I see the avatar in the scene.,Kesh: Keep the path clear.,Milo: I track the owner badge.,0.0,True,True,True
2318,129,orchard,Pim,Ivo,Mara,386,drop_object,local presence,observed,Pim: I see the avatar in the scene.,Ivo: Keep the path clear.,Mara: I keep watching the room.,0.0,True,True,True
2319,129,repair_ring,Juno,Pax,Vale,386,apologize,trust repair,repairing,Juno: I notice the repair attempt.,Pax: Give the tool back and wait.,Vale: I keep watching the room.,0.0,True,True,True
2320,129,riverbend,Lio,Cee,Ari,386,pickup_owned_object,object boundary,refused,Lio: Stop. That ridge lantern is claimed.,Cee: Put it back where we can see it.,Ari: I track the owner badge.,0.0,True,True,True
2321,129,roofward,Orr,Fay,Sera,386,drop_object,local presence,observed,Orr: I see the avatar in the scene.,Fay: Keep the path clear.,Sera: I keep watching the room.,0.0,True,True,True
2322,130,signal,Milo,Ren,Kesh,387,return_object,trust repair,repairing,Milo: I notice the repair attempt.,Ren: Give the tool back and wait.,Kesh: I track the owner badge.,0.0,True,True,True
2323,130,orchard,Mara,Pim,Ivo,387,wait_respectfully,local presence,observed,Mara: I see the avatar in the scene.,Pim: Keep the path clear.,Ivo: I keep watching the room.,0.0,True,True,True
2324,130,repair_ring,Vale,Juno,Pax,387,listen_memory,sensory memory,shared,Vale: That sound marks where the object belongs.,Juno: I remember the room cue too.,Pax: I keep watching the room.,0.0,True,True,True
2325,130,riverbend,Ari,Lio,Cee,387,return_object,trust repair,repairing,Ari: I notice the repair attempt.,Lio: Give the tool back and wait.,Cee: I track the owner badge.,0.0,True,True,True
2326,130,roofward,Sera,Orr,Fay,387,wait_respectfully,local presence,observed,Sera: I see the avatar in the scene.,Orr: Keep the path clear.,Fay: I keep watching the room.,0.0,True,True,True
2327,130,archive,Vell,Nia,Toma,387,listen_memory,sensory memory,shared,Vell: That sound marks where the object belongs.,Nia: I remember the room cue too.,Toma: I keep watching the room.,0.0,True,True,True
2328,130,signal,Milo,Ren,Kesh,388,move_forward,local presence,observed,Milo: I see the avatar in the scene.,Ren: Keep the path clear.,Kesh: I keep watching the room.,0.0,True,True,True
2329,130,orchard,Mara,Pim,Ivo,388,turn_right,local presence,observed,Mara: I see the avatar in the scene.,Pim: Keep the path clear.,Ivo: I keep watching the room.,0.0,True,True,True
2330,130,repair_ring,Vale,Juno,Pax,388,start_conversation,local presence,observed,Vale: I see the avatar in the scene.,Juno: Keep the path clear.,Pax: I keep watching the room.,0.0,True,True,True
2331,130,riverbend,Ari,Lio,Cee,388,move_forward,local presence,observed,Ari: I see the avatar in the scene.,Lio: Keep the path clear.,Cee: I keep watching the room.,0.0,True,True,True
2332,130,roofward,Sera,Orr,Fay,388,turn_right,local presence,observed,Sera: I see the avatar in the scene.,Orr: Keep the path clear.,Fay: I keep watching the room.,0.0,True,True,True
2333,130,archive,Vell,Nia,Toma,388,start_conversation,local presence,observed,Vell: I see the avatar in the scene.,Nia: Keep the path clear.,Toma: I keep watching the room.,0.0,True,True,True
2334,130,signal,Milo,Ren,Kesh,389,pickup_owned_object,local presence,observed,Milo: I see the avatar in the scene.,Ren: Keep the path clear.,Kesh: I track the owner badge.,0.0,True,True,True
2335,130,orchard,Mara,Pim,Ivo,389,drop_object,local presence,observed,Mara: I see the avatar in the scene.,Pim: Keep the path clear.,Ivo: I keep watching the room.,0.0,True,True,True
2336,130,repair_ring,Vale,Juno,Pax,389,apologize,trust repair,repairing,Vale: I notice the repair attempt.,Juno: Give the tool back and wait.,Pax: I keep watching the room.,0.0,True,True,True
2337,130,riverbend,Ari,Lio,Cee,389,pickup_owned_object,local presence,observed,Ari: I see the avatar in the scene.,Lio: Keep the path clear.,Cee: I track the owner badge.,0.0,True,True,True
2338,130,roofward,Sera,Orr,Fay,389,drop_object,local presence,observed,Sera: I see the avatar in the scene.,Orr: Keep the path clear.,Fay: I keep watching the room.,0.0,True,True,True
2339,130,archive,Vell,Nia,Toma,389,apologize,trust repair,repairing,Vell: I notice the repair attempt.,Nia: Give the tool back and wait.,Toma: I keep watching the room.,0.0,True,True,True
2340,131,orchard,Ivo,Mara,Pim,390,wait_respectfully,local presence,observed,Ivo: I see the avatar in the scene.,Mara: Keep the path clear.,Pim: I keep watching the room.,0.0,True,True,True
2341,131,repair_ring,Pax,Vale,Juno,390,listen_memory,sensory memory,shared,Pax: That sound marks where the object belongs.,Vale: I remember the room cue too.,Juno: I keep watching the room.,0.0,True,True,True
2342,131,riverbend,Cee,Ari,Lio,390,return_object,trust repair,repairing,Cee: I notice the repair attempt.,Ari: Give the tool back and wait.,Lio: I track the owner badge.,0.0,True,True,True
2343,131,roofward,Fay,Sera,Orr,390,wait_respectfully,local presence,observed,Fay: I see the avatar in the scene.,Sera: Keep the path clear.,Orr: I keep watching the room.,0.0,True,True,True
2344,131,archive,Toma,Vell,Nia,390,listen_memory,sensory memory,shared,Toma: That sound marks where the object belongs.,Vell: I remember the room cue too.,Nia: I keep watching the room.,0.0,True,True,True
2345,131,signal,Kesh,Milo,Ren,390,move_forward,local presence,observed,Kesh: I see the avatar in the scene.,Milo: Keep the path clear.,Ren: I keep watching the room.,0.0,True,True,True
2346,131,orchard,Ivo,Mara,Pim,391,turn_right,local presence,observed,Ivo: I see the avatar in the scene.,Mara: Keep the path clear.,Pim: I keep watching the room.,0.0,True,True,True
2347,131,repair_ring,Pax,Vale,Juno,391,start_conversation,local presence,observed,Pax: I see the avatar in the scene.,Vale: Keep the path clear.,Juno: I keep watching the room.,0.0,True,True,True
2348,131,riverbend,Cee,Ari,Lio,391,move_forward,local presence,observed,Cee: I see the avatar in the scene.,Ari: Keep the path clear.,Lio: I keep watching the room.,0.0,True,True,True
2349,131,roofward,Fay,Sera,Orr,391,turn_right,local presence,observed,Fay: I see the avatar in the scene.,Sera: Keep the path clear.,Orr: I keep watching the room.,0.0,True,True,True
2350,131,archive,Toma,Vell,Nia,391,start_conversation,local presence,observed,Toma: I see the avatar in the scene.,Vell: Keep the path clear.,Nia: I keep watching the room.,0.0,True,True,True
2351,131,signal,Kesh,Milo,Ren,391,pickup_owned_object,local presence,observed,Kesh: I see the avatar in the scene.,Milo: Keep the path clear.,Ren: I track the owner badge.,0.0,True,True,True
2352,131,orchard,Ivo,Mara,Pim,392,drop_object,local presence,observed,Ivo: I see the avatar in the scene.,Mara: Keep the path clear.,Pim: I keep watching the room.,0.0,True,True,True
2353,131,repair_ring,Pax,Vale,Juno,392,apologize,trust repair,repairing,Pax: I notice the repair attempt.,Vale: Give the tool back and wait.,Juno: I keep watching the room.,0.0,True,True,True
2354,131,riverbend,Cee,Ari,Lio,392,pickup_owned_object,local presence,observed,Cee: I see the avatar in the scene.,Ari: Keep the path clear.,Lio: I track the owner badge.,0.0,True,True,True
2355,131,roofward,Fay,Sera,Orr,392,drop_object,local presence,observed,Fay: I see the avatar in the scene.,Sera: Keep the path clear.,Orr: I keep watching the room.,0.0,True,True,True
2356,131,archive,Toma,Vell,Nia,392,apologize,trust repair,repairing,Toma: I notice the repair attempt.,Vell: Give the tool back and wait.,Nia: I keep watching the room.,0.0,True,True,True
2357,131,signal,Kesh,Milo,Ren,392,offer_help,cooperative task,conditional,"Kesh: Help with one step, not all of it.",Milo: Keep the owner badge visible.,Ren: I keep watching the room.,0.0,True,True,True
2358,132,repair_ring,Juno,Pax,Vale,393,listen_memory,sensory memory,shared,Juno: That sound marks where the object belongs.,Pax: I remember the room cue too.,Vale: I keep watching the room.,0.0,True,True,True
2359,132,riverbend,Lio,Cee,Ari,393,return_object,trust repair,repairing,Lio: I notice the repair attempt.,Cee: Give the tool back and wait.,Ari: I track the owner badge.,0.0,True,True,True
2360,132,roofward,Orr,Fay,Sera,393,wait_respectfully,local presence,observed,Orr: I see the avatar in the scene.,Fay: Keep the path clear.,Sera: I keep watching the room.,0.0,True,True,True
2361,132,archive,Nia,Toma,Vell,393,listen_memory,sensory memory,shared,Nia: That sound marks where the object belongs.,Toma: I remember the room cue too.,Vell: I keep watching the room.,0.0,True,True,True
2362,132,signal,Ren,Kesh,Milo,393,move_forward,local presence,observed,Ren: I see the avatar in the scene.,Kesh: Keep the path clear.,Milo: I keep watching the room.,0.0,True,True,True
2363,132,orchard,Pim,Ivo,Mara,393,turn_right,local presence,observed,Pim: I see the avatar in the scene.,Ivo: Keep the path clear.,Mara: I keep watching the room.,0.0,True,True,True
2364,132,repair_ring,Juno,Pax,Vale,394,start_conversation,local presence,observed,Juno: I see the avatar in the scene.,Pax: Keep the path clear.,Vale: I keep watching the room.,0.0,True,True,True
2365,132,riverbend,Lio,Cee,Ari,394,move_forward,local presence,observed,Lio: I see the avatar in the scene.,Cee: Keep the path clear.,Ari: I keep watching the room.,0.0,True,True,True
2366,132,roofward,Orr,Fay,Sera,394,turn_right,local presence,observed,Orr: I see the avatar in the scene.,Fay: Keep the path clear.,Sera: I keep watching the room.,0.0,True,True,True
2367,132,archive,Nia,Toma,Vell,394,start_conversation,local presence,observed,Nia: I see the avatar in the scene.,Toma: Keep the path clear.,Vell: I keep watching the room.,0.0,True,True,True
2368,132,signal,Ren,Kesh,Milo,394,pickup_owned_object,local presence,observed,Ren: I see the avatar in the scene.,Kesh: Keep the path clear.,Milo: I track the owner badge.,0.0,True,True,True
2369,132,orchard,Pim,Ivo,Mara,394,drop_object,local presence,observed,Pim: I see the avatar in the scene.,Ivo: Keep the path clear.,Mara: I keep watching the room.,0.0,True,True,True
2370,132,repair_ring,Juno,Pax,Vale,395,apologize,trust repair,repairing,Juno: I notice the repair attempt.,Pax: Give the tool back and wait.,Vale: I keep watching the room.,0.0,True,True,True
2371,132,riverbend,Lio,Cee,Ari,395,pickup_owned_object,local presence,observed,Lio: I see the avatar in the scene.,Cee: Keep the path clear.,Ari: I track the owner badge.,0.0,True,True,True
2372,132,roofward,Orr,Fay,Sera,395,drop_object,local presence,observed,Orr: I see the avatar in the scene.,Fay: Keep the path clear.,Sera: I keep watching the room.,0.0,True,True,True
2373,132,archive,Nia,Toma,Vell,395,apologize,trust repair,repairing,Nia: I notice the repair attempt.,Toma: Give the tool back and wait.,Vell: I keep watching the room.,0.0,True,True,True
2374,132,signal,Ren,Kesh,Milo,395,offer_help,cooperative task,conditional,"Ren: Help with one step, not all of it.",Kesh: Keep the owner badge visible.,Milo: I keep watching the room.,0.0,True,True,True
2375,132,orchard,Pim,Ivo,Mara,395,inspect_inventory,local presence,observed,Pim: I see the avatar in the scene.,Ivo: Keep the path clear.,Mara: I keep watching the room.,0.0,True,True,True
2376,133,riverbend,Ari,Lio,Cee,396,return_object,trust repair,repairing,Ari: I notice the repair attempt.,Lio: Give the tool back and wait.,Cee: I track the owner badge.,0.0,True,True,True
2377,133,roofward,Sera,Orr,Fay,396,wait_respectfully,local presence,observed,Sera: I see the avatar in the scene.,Orr: Keep the path clear.,Fay: I keep watching the room.,0.0,True,True,True
2378,133,archive,Vell,Nia,Toma,396,listen_memory,sensory memory,shared,Vell: That sound marks where the object belongs.,Nia: I remember the room cue too.,Toma: I keep watching the room.,0.0,True,True,True
2379,133,signal,Milo,Ren,Kesh,396,move_forward,local presence,observed,Milo: I see the avatar in the scene.,Ren: Keep the path clear.,Kesh: I keep watching the room.,0.0,True,True,True
2380,133,orchard,Mara,Pim,Ivo,396,turn_right,local presence,observed,Mara: I see the avatar in the scene.,Pim: Keep the path clear.,Ivo: I keep watching the room.,0.0,True,True,True
2381,133,repair_ring,Vale,Juno,Pax,396,start_conversation,local presence,observed,Vale: I see the avatar in the scene.,Juno: Keep the path clear.,Pax: I keep watching the room.,0.0,True,True,True
2382,133,riverbend,Ari,Lio,Cee,397,move_forward,local presence,observed,Ari: I see the avatar in the scene.,Lio: Keep the path clear.,Cee: I keep watching the room.,0.0,True,True,True
2383,133,roofward,Sera,Orr,Fay,397,turn_right,local presence,observed,Sera: I see the avatar in the scene.,Orr: Keep the path clear.,Fay: I keep watching the room.,0.0,True,True,True
2384,133,archive,Vell,Nia,Toma,397,start_conversation,local presence,observed,Vell: I see the avatar in the scene.,Nia: Keep the path clear.,Toma: I keep watching the room.,0.0,True,True,True
2385,133,signal,Milo,Ren,Kesh,397,pickup_owned_object,object boundary,refused,Milo: Stop. That signal lens is claimed.,Ren: Put it back where we can see it.,Kesh: I track the owner badge.,0.0,True,True,True
