tick_id,day,season,resource,from_region,to_region,migration_amount,ecology_before,ecology_after,migration_cause,feedback_visible,care_action
682,43,autumn_wind,fish,orchard_fen,roofward,0.11056,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
683,43,autumn_wind,fish,riverbend,archive_quarter,0.1112,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
684,43,autumn_wind,fish,roofward,signal_ridge,0.11184,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
685,43,autumn_wind,fish,archive_quarter,orchard_fen,0.11248,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
686,43,autumn_wind,fish,signal_ridge,riverbend,0.11392,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
687,43,autumn_wind,fish,orchard_fen,roofward,0.11056,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
688,44,autumn_wind,fish,riverbend,archive_quarter,0.1112,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
689,44,autumn_wind,fish,roofward,signal_ridge,0.11184,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
690,44,autumn_wind,fish,archive_quarter,orchard_fen,0.11248,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
691,44,autumn_wind,fish,signal_ridge,riverbend,0.11312,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
692,44,autumn_wind,fish,orchard_fen,roofward,0.11136,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
693,44,autumn_wind,fish,riverbend,archive_quarter,0.1112,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
694,44,autumn_wind,fish,roofward,signal_ridge,0.11184,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
695,44,autumn_wind,fish,archive_quarter,orchard_fen,0.11248,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
696,44,autumn_wind,fish,signal_ridge,riverbend,0.11312,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
697,44,autumn_wind,fish,orchard_fen,roofward,0.11136,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
698,44,autumn_wind,fish,riverbend,archive_quarter,0.1112,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
699,44,autumn_wind,fish,roofward,signal_ridge,0.11184,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
700,44,autumn_wind,fish,archive_quarter,orchard_fen,0.11248,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
701,44,autumn_wind,fish,signal_ridge,riverbend,0.11312,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
702,44,autumn_wind,fish,orchard_fen,roofward,0.11136,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
703,44,autumn_wind,fish,riverbend,archive_quarter,0.1112,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
704,45,autumn_wind,fish,roofward,signal_ridge,0.11184,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
705,45,autumn_wind,fish,archive_quarter,orchard_fen,0.11248,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
706,45,autumn_wind,fish,signal_ridge,riverbend,0.11312,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
707,45,autumn_wind,fish,orchard_fen,roofward,0.11056,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
708,45,autumn_wind,fish,riverbend,archive_quarter,0.112,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
709,45,autumn_wind,fish,roofward,signal_ridge,0.11184,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
710,45,autumn_wind,fish,archive_quarter,orchard_fen,0.11248,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
711,45,autumn_wind,fish,signal_ridge,riverbend,0.11312,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
712,45,autumn_wind,fish,orchard_fen,roofward,0.11056,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
713,45,autumn_wind,fish,riverbend,archive_quarter,0.112,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
714,45,autumn_wind,fish,roofward,signal_ridge,0.11184,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
715,45,autumn_wind,fish,archive_quarter,orchard_fen,0.11248,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
716,45,autumn_wind,fish,signal_ridge,riverbend,0.11312,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
717,45,autumn_wind,fish,orchard_fen,roofward,0.11056,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
718,45,autumn_wind,fish,riverbend,archive_quarter,0.112,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
719,45,autumn_wind,fish,roofward,signal_ridge,0.11184,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
720,46,autumn_wind,fish,archive_quarter,orchard_fen,0.11248,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
721,46,autumn_wind,fish,signal_ridge,riverbend,0.11312,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
722,46,autumn_wind,fish,orchard_fen,roofward,0.11056,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
723,46,autumn_wind,fish,riverbend,archive_quarter,0.1112,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
724,46,autumn_wind,fish,roofward,signal_ridge,0.11264,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
725,46,autumn_wind,fish,archive_quarter,orchard_fen,0.11248,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
726,46,autumn_wind,fish,signal_ridge,riverbend,0.11312,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
727,46,autumn_wind,fish,orchard_fen,roofward,0.11056,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
728,46,autumn_wind,fish,riverbend,archive_quarter,0.1112,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
729,46,autumn_wind,fish,roofward,signal_ridge,0.11264,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
730,46,autumn_wind,fish,archive_quarter,orchard_fen,0.11248,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
731,46,autumn_wind,fish,signal_ridge,riverbend,0.11312,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
732,46,autumn_wind,fish,orchard_fen,roofward,0.11056,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
733,46,autumn_wind,fish,riverbend,archive_quarter,0.1112,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
734,46,autumn_wind,fish,roofward,signal_ridge,0.11264,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
735,46,autumn_wind,fish,archive_quarter,orchard_fen,0.11248,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
736,47,autumn_wind,fish,signal_ridge,riverbend,0.11312,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
737,47,autumn_wind,fish,orchard_fen,roofward,0.11056,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
738,47,autumn_wind,fish,riverbend,archive_quarter,0.1112,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
739,47,autumn_wind,fish,roofward,signal_ridge,0.11184,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
740,47,autumn_wind,fish,archive_quarter,orchard_fen,0.11328,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
741,47,autumn_wind,fish,signal_ridge,riverbend,0.11312,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
742,47,autumn_wind,fish,orchard_fen,roofward,0.11056,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
743,47,autumn_wind,fish,riverbend,archive_quarter,0.1112,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
744,47,autumn_wind,fish,roofward,signal_ridge,0.11184,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
745,47,autumn_wind,fish,archive_quarter,orchard_fen,0.11328,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
746,47,autumn_wind,fish,signal_ridge,riverbend,0.11312,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
747,47,autumn_wind,fish,orchard_fen,roofward,0.11056,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
748,47,autumn_wind,fish,riverbend,archive_quarter,0.1112,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
749,47,autumn_wind,fish,roofward,signal_ridge,0.11184,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
750,47,autumn_wind,fish,archive_quarter,orchard_fen,0.11328,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
751,47,autumn_wind,fish,signal_ridge,riverbend,0.11312,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
752,48,autumn_wind,fish,riverbend,archive_quarter,0.11056,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
753,48,autumn_wind,fish,roofward,signal_ridge,0.1112,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
754,48,autumn_wind,fish,archive_quarter,orchard_fen,0.11184,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
755,48,autumn_wind,fish,signal_ridge,riverbend,0.11248,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
756,48,autumn_wind,fish,orchard_fen,roofward,0.11392,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
757,48,autumn_wind,fish,riverbend,archive_quarter,0.11056,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
758,48,autumn_wind,fish,roofward,signal_ridge,0.1112,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
759,48,autumn_wind,fish,archive_quarter,orchard_fen,0.11184,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
760,48,autumn_wind,fish,signal_ridge,riverbend,0.11248,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
761,48,autumn_wind,fish,orchard_fen,roofward,0.11392,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
762,48,autumn_wind,fish,riverbend,archive_quarter,0.11056,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
763,48,autumn_wind,fish,roofward,signal_ridge,0.1112,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
764,48,autumn_wind,fish,archive_quarter,orchard_fen,0.11184,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
765,48,autumn_wind,fish,signal_ridge,riverbend,0.11248,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
766,48,autumn_wind,fish,orchard_fen,roofward,0.11392,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
767,48,autumn_wind,fish,riverbend,archive_quarter,0.11056,0.94,0.94,autumn_wind resource movement,True,open fish passage / shade seeds / ration oil
768,49,winter_cold,oil,roofward,signal_ridge,0.10304,0.94,0.94,winter_cold resource movement,True,open fish passage / shade seeds / ration oil
769,49,winter_cold,oil,archive_quarter,orchard_fen,0.0,0.94,0.94,none,False,none
770,49,winter_cold,oil,signal_ridge,riverbend,0.0,0.94,0.94,none,False,none
771,49,winter_cold,oil,orchard_fen,roofward,0.0,0.94,0.94,none,False,none
772,49,winter_cold,oil,riverbend,archive_quarter,0.0,0.94,0.94,none,False,none
773,49,winter_cold,oil,roofward,signal_ridge,0.10304,0.94,0.94,winter_cold resource movement,True,open fish passage / shade seeds / ration oil
774,49,winter_cold,oil,archive_quarter,orchard_fen,0.0,0.94,0.94,none,False,none
775,49,winter_cold,oil,signal_ridge,riverbend,0.0,0.94,0.94,none,False,none
776,49,winter_cold,oil,orchard_fen,roofward,0.0,0.94,0.94,none,False,none
777,49,winter_cold,oil,riverbend,archive_quarter,0.0,0.94,0.94,none,False,none
778,49,winter_cold,oil,roofward,signal_ridge,0.10304,0.94,0.94,winter_cold resource movement,True,open fish passage / shade seeds / ration oil
779,49,winter_cold,oil,archive_quarter,orchard_fen,0.0,0.94,0.94,none,False,none
780,49,winter_cold,oil,signal_ridge,riverbend,0.0,0.94,0.94,none,False,none
781,49,winter_cold,oil,orchard_fen,roofward,0.0,0.94,0.94,none,False,none
782,49,winter_cold,oil,riverbend,archive_quarter,0.0,0.94,0.937,none,False,none
783,49,winter_cold,oil,roofward,signal_ridge,0.10304,0.94,0.94,winter_cold resource movement,True,open fish passage / shade seeds / ration oil
784,50,winter_cold,oil,archive_quarter,orchard_fen,0.10368,0.94,0.94,winter_cold resource movement,True,open fish passage / shade seeds / ration oil
785,50,winter_cold,oil,signal_ridge,riverbend,0.0,0.94,0.94,none,False,none
786,50,winter_cold,oil,orchard_fen,roofward,0.0,0.94,0.94,none,False,none
787,50,winter_cold,oil,riverbend,archive_quarter,0.0,0.937,0.94,none,False,none
788,50,winter_cold,oil,roofward,signal_ridge,0.0,0.94,0.94,none,False,none
789,50,winter_cold,oil,archive_quarter,orchard_fen,0.10368,0.94,0.94,winter_cold resource movement,True,open fish passage / shade seeds / ration oil
790,50,winter_cold,oil,signal_ridge,riverbend,0.0,0.94,0.94,none,False,none
791,50,winter_cold,oil,orchard_fen,roofward,0.0,0.94,0.94,none,False,none
792,50,winter_cold,oil,riverbend,archive_quarter,0.0,0.94,0.94,none,False,none
793,50,winter_cold,oil,roofward,signal_ridge,0.0,0.94,0.94,none,False,none
794,50,winter_cold,oil,archive_quarter,orchard_fen,0.10368,0.94,0.94,winter_cold resource movement,True,open fish passage / shade seeds / ration oil
795,50,winter_cold,oil,signal_ridge,riverbend,0.0,0.94,0.94,none,False,none
796,50,winter_cold,oil,orchard_fen,roofward,0.0,0.94,0.94,none,False,none
797,50,winter_cold,oil,riverbend,archive_quarter,0.0,0.94,0.94,none,False,none
798,50,winter_cold,oil,roofward,signal_ridge,0.0,0.94,0.94,none,False,none
799,50,winter_cold,oil,archive_quarter,orchard_fen,0.10368,0.94,0.94,winter_cold resource movement,True,open fish passage / shade seeds / ration oil
800,51,winter_cold,oil,signal_ridge,riverbend,0.10432,0.94,0.94,winter_cold resource movement,True,open fish passage / shade seeds / ration oil
801,51,winter_cold,oil,orchard_fen,roofward,0.0,0.94,0.94,none,False,none
802,51,winter_cold,oil,riverbend,archive_quarter,0.0,0.94,0.94,none,False,none
803,51,winter_cold,oil,roofward,signal_ridge,0.0,0.94,0.94,none,False,none
804,51,winter_cold,oil,archive_quarter,orchard_fen,0.0,0.94,0.94,none,False,none
805,51,winter_cold,oil,signal_ridge,riverbend,0.10432,0.94,0.94,winter_cold resource movement,True,open fish passage / shade seeds / ration oil
806,51,winter_cold,oil,orchard_fen,roofward,0.0,0.94,0.94,none,False,none
807,51,winter_cold,oil,riverbend,archive_quarter,0.0,0.94,0.94,none,False,none
808,51,winter_cold,oil,roofward,signal_ridge,0.0,0.94,0.94,none,False,none
809,51,winter_cold,oil,archive_quarter,orchard_fen,0.0,0.94,0.94,none,False,none
810,51,winter_cold,oil,signal_ridge,riverbend,0.10432,0.94,0.94,winter_cold resource movement,True,open fish passage / shade seeds / ration oil
811,51,winter_cold,oil,orchard_fen,roofward,0.0,0.94,0.94,none,False,none
812,51,winter_cold,oil,riverbend,archive_quarter,0.0,0.94,0.94,none,False,none
813,51,winter_cold,oil,roofward,signal_ridge,0.0,0.94,0.94,none,False,none
814,51,winter_cold,oil,archive_quarter,orchard_fen,0.0,0.94,0.94,none,False,none
815,51,winter_cold,oil,signal_ridge,riverbend,0.10432,0.94,0.94,winter_cold resource movement,True,open fish passage / shade seeds / ration oil
816,52,winter_cold,oil,orchard_fen,roofward,0.10176,0.94,0.94,winter_cold resource movement,True,open fish passage / shade seeds / ration oil
817,52,winter_cold,oil,riverbend,archive_quarter,0.0,0.94,0.94,none,False,none
818,52,winter_cold,oil,roofward,signal_ridge,0.0,0.94,0.94,none,False,none
819,52,winter_cold,oil,archive_quarter,orchard_fen,0.0,0.94,0.94,none,False,none
820,52,winter_cold,oil,signal_ridge,riverbend,0.0,0.94,0.94,none,False,none
821,52,winter_cold,oil,orchard_fen,roofward,0.10176,0.94,0.94,winter_cold resource movement,True,open fish passage / shade seeds / ration oil
822,52,winter_cold,oil,riverbend,archive_quarter,0.0,0.94,0.94,none,False,none
823,52,winter_cold,oil,roofward,signal_ridge,0.0,0.94,0.94,none,False,none
824,52,winter_cold,oil,archive_quarter,orchard_fen,0.0,0.94,0.94,none,False,none
825,52,winter_cold,oil,signal_ridge,riverbend,0.0,0.94,0.94,none,False,none
826,52,winter_cold,oil,orchard_fen,roofward,0.10176,0.94,0.94,winter_cold resource movement,True,open fish passage / shade seeds / ration oil
827,52,winter_cold,oil,riverbend,archive_quarter,0.0,0.94,0.94,none,False,none
828,52,winter_cold,oil,roofward,signal_ridge,0.0,0.94,0.94,none,False,none
829,52,winter_cold,oil,archive_quarter,orchard_fen,0.0,0.94,0.94,none,False,none
830,52,winter_cold,oil,signal_ridge,riverbend,0.0,0.94,0.94,none,False,none
831,52,winter_cold,oil,orchard_fen,roofward,0.10176,0.94,0.94,winter_cold resource movement,True,open fish passage / shade seeds / ration oil
832,53,winter_cold,oil,riverbend,archive_quarter,0.1024,0.94,0.94,winter_cold resource movement,True,open fish passage / shade seeds / ration oil
833,53,winter_cold,oil,roofward,signal_ridge,0.0,0.94,0.94,none,False,none
834,53,winter_cold,oil,archive_quarter,orchard_fen,0.0,0.94,0.94,none,False,none
835,53,winter_cold,oil,signal_ridge,riverbend,0.0,0.94,0.94,none,False,none
836,53,winter_cold,oil,orchard_fen,roofward,0.0,0.94,0.94,none,False,none
837,53,winter_cold,oil,riverbend,archive_quarter,0.1024,0.94,0.94,winter_cold resource movement,True,open fish passage / shade seeds / ration oil
838,53,winter_cold,oil,roofward,signal_ridge,0.0,0.94,0.94,none,False,none
839,53,winter_cold,oil,archive_quarter,orchard_fen,0.0,0.94,0.94,none,False,none
840,53,winter_cold,oil,signal_ridge,riverbend,0.0,0.94,0.94,none,False,none
841,53,winter_cold,oil,orchard_fen,roofward,0.0,0.94,0.94,none,False,none
842,53,winter_cold,oil,riverbend,archive_quarter,0.1024,0.94,0.94,winter_cold resource movement,True,open fish passage / shade seeds / ration oil
843,53,winter_cold,oil,roofward,signal_ridge,0.0,0.94,0.94,none,False,none
844,53,winter_cold,oil,archive_quarter,orchard_fen,0.0,0.94,0.94,none,False,none
845,53,winter_cold,oil,signal_ridge,riverbend,0.0,0.94,0.94,none,False,none
846,53,winter_cold,oil,orchard_fen,roofward,0.0,0.94,0.94,none,False,none
847,53,winter_cold,oil,riverbend,archive_quarter,0.1024,0.94,0.94,winter_cold resource movement,True,open fish passage / shade seeds / ration oil
848,54,winter_cold,oil,archive_quarter,orchard_fen,0.10304,0.94,0.94,winter_cold resource movement,True,open fish passage / shade seeds / ration oil
849,54,winter_cold,oil,signal_ridge,riverbend,0.0,0.94,0.94,none,False,none
850,54,winter_cold,oil,orchard_fen,roofward,0.0,0.94,0.94,none,False,none
851,54,winter_cold,oil,riverbend,archive_quarter,0.0,0.94,0.94,none,False,none
852,54,winter_cold,oil,roofward,signal_ridge,0.0,0.94,0.94,none,False,none
853,54,winter_cold,oil,archive_quarter,orchard_fen,0.10304,0.94,0.94,winter_cold resource movement,True,open fish passage / shade seeds / ration oil
854,54,winter_cold,oil,signal_ridge,riverbend,0.0,0.94,0.94,none,False,none
855,54,winter_cold,oil,orchard_fen,roofward,0.0,0.94,0.94,none,False,none
856,54,winter_cold,oil,riverbend,archive_quarter,0.0,0.94,0.94,none,False,none
857,54,winter_cold,oil,roofward,signal_ridge,0.0,0.94,0.94,none,False,none
858,54,winter_cold,oil,archive_quarter,orchard_fen,0.10304,0.94,0.94,winter_cold resource movement,True,open fish passage / shade seeds / ration oil
859,54,winter_cold,oil,signal_ridge,riverbend,0.0,0.94,0.94,none,False,none
860,54,winter_cold,oil,orchard_fen,roofward,0.0,0.94,0.94,none,False,none
861,54,winter_cold,oil,riverbend,archive_quarter,0.0,0.94,0.94,none,False,none
862,54,winter_cold,oil,roofward,signal_ridge,0.0,0.94,0.94,none,False,none
863,54,winter_cold,oil,archive_quarter,orchard_fen,0.10304,0.94,0.94,winter_cold resource movement,True,open fish passage / shade seeds / ration oil
864,55,winter_cold,oil,signal_ridge,riverbend,0.10368,0.94,0.94,winter_cold resource movement,True,open fish passage / shade seeds / ration oil
865,55,winter_cold,oil,orchard_fen,roofward,0.0,0.94,0.94,none,False,none
866,55,winter_cold,oil,riverbend,archive_quarter,0.0,0.94,0.94,none,False,none
867,55,winter_cold,oil,roofward,signal_ridge,0.0,0.94,0.94,none,False,none
868,55,winter_cold,oil,archive_quarter,orchard_fen,0.0,0.94,0.94,none,False,none
869,55,winter_cold,oil,signal_ridge,riverbend,0.10368,0.94,0.94,winter_cold resource movement,True,open fish passage / shade seeds / ration oil
870,55,winter_cold,oil,orchard_fen,roofward,0.0,0.94,0.94,none,False,none
871,55,winter_cold,oil,riverbend,archive_quarter,0.0,0.94,0.94,none,False,none
872,55,winter_cold,oil,roofward,signal_ridge,0.0,0.94,0.94,none,False,none
873,55,winter_cold,oil,archive_quarter,orchard_fen,0.0,0.94,0.94,none,False,none
874,55,winter_cold,oil,signal_ridge,riverbend,0.10368,0.94,0.94,winter_cold resource movement,True,open fish passage / shade seeds / ration oil
875,55,winter_cold,oil,orchard_fen,roofward,0.0,0.94,0.94,none,False,none
876,55,winter_cold,oil,riverbend,archive_quarter,0.0,0.94,0.94,none,False,none
877,55,winter_cold,oil,roofward,signal_ridge,0.0,0.94,0.94,none,False,none
878,55,winter_cold,oil,archive_quarter,orchard_fen,0.0,0.94,0.94,none,False,none
879,55,winter_cold,oil,signal_ridge,riverbend,0.10368,0.94,0.94,winter_cold resource movement,True,open fish passage / shade seeds / ration oil
880,56,winter_cold,oil,orchard_fen,roofward,0.10432,0.94,0.94,winter_cold resource movement,True,open fish passage / shade seeds / ration oil
881,56,winter_cold,oil,riverbend,archive_quarter,0.0,0.94,0.94,none,False,none
882,56,winter_cold,oil,roofward,signal_ridge,0.0,0.94,0.94,none,False,none
883,56,winter_cold,oil,archive_quarter,orchard_fen,0.0,0.94,0.94,none,False,none
884,56,winter_cold,oil,signal_ridge,riverbend,0.0,0.94,0.94,none,False,none
885,56,winter_cold,oil,orchard_fen,roofward,0.10432,0.94,0.94,winter_cold resource movement,True,open fish passage / shade seeds / ration oil
886,56,winter_cold,oil,riverbend,archive_quarter,0.0,0.94,0.94,none,False,none
887,56,winter_cold,oil,roofward,signal_ridge,0.0,0.94,0.94,none,False,none
888,56,winter_cold,oil,archive_quarter,orchard_fen,0.0,0.94,0.94,none,False,none
889,56,winter_cold,oil,signal_ridge,riverbend,0.0,0.94,0.94,none,False,none
890,56,winter_cold,oil,orchard_fen,roofward,0.10432,0.94,0.94,winter_cold resource movement,True,open fish passage / shade seeds / ration oil
891,56,winter_cold,oil,riverbend,archive_quarter,0.0,0.94,0.94,none,False,none
892,56,winter_cold,oil,roofward,signal_ridge,0.0,0.94,0.94,none,False,none
893,56,winter_cold,oil,archive_quarter,orchard_fen,0.0,0.94,0.94,none,False,none
894,56,winter_cold,oil,signal_ridge,riverbend,0.0,0.94,0.94,none,False,none
895,56,winter_cold,oil,orchard_fen,roofward,0.10432,0.94,0.94,winter_cold resource movement,True,open fish passage / shade seeds / ration oil
896,57,winter_cold,oil,riverbend,archive_quarter,0.10176,0.94,0.94,winter_cold resource movement,True,open fish passage / shade seeds / ration oil
897,57,winter_cold,oil,roofward,signal_ridge,0.0,0.94,0.94,none,False,none
898,57,winter_cold,oil,archive_quarter,orchard_fen,0.0,0.94,0.94,none,False,none
899,57,winter_cold,oil,signal_ridge,riverbend,0.0,0.94,0.94,none,False,none
900,57,winter_cold,oil,orchard_fen,roofward,0.0,0.94,0.94,none,False,none
901,57,winter_cold,oil,riverbend,archive_quarter,0.10176,0.94,0.94,winter_cold resource movement,True,open fish passage / shade seeds / ration oil
902,57,winter_cold,oil,roofward,signal_ridge,0.0,0.94,0.94,none,False,none
903,57,winter_cold,oil,archive_quarter,orchard_fen,0.0,0.94,0.94,none,False,none
904,57,winter_cold,oil,signal_ridge,riverbend,0.0,0.94,0.94,none,False,none
905,57,winter_cold,oil,orchard_fen,roofward,0.0,0.94,0.94,none,False,none
906,57,winter_cold,oil,riverbend,archive_quarter,0.10176,0.94,0.94,winter_cold resource movement,True,open fish passage / shade seeds / ration oil
907,57,winter_cold,oil,roofward,signal_ridge,0.0,0.94,0.94,none,False,none
908,57,winter_cold,oil,archive_quarter,orchard_fen,0.0,0.94,0.94,none,False,none
909,57,winter_cold,oil,signal_ridge,riverbend,0.0,0.94,0.94,none,False,none
910,57,winter_cold,oil,orchard_fen,roofward,0.0,0.94,0.94,none,False,none
911,57,winter_cold,oil,riverbend,archive_quarter,0.10176,0.94,0.94,winter_cold resource movement,True,open fish passage / shade seeds / ration oil
912,58,winter_cold,oil,roofward,signal_ridge,0.1024,0.94,0.94,winter_cold resource movement,True,open fish passage / shade seeds / ration oil
913,58,winter_cold,oil,archive_quarter,orchard_fen,0.0,0.94,0.94,none,False,none
914,58,winter_cold,oil,signal_ridge,riverbend,0.0,0.94,0.94,none,False,none
915,58,winter_cold,oil,orchard_fen,roofward,0.0,0.94,0.94,none,False,none
916,58,winter_cold,oil,riverbend,archive_quarter,0.0,0.94,0.94,none,False,none
917,58,winter_cold,oil,roofward,signal_ridge,0.1024,0.94,0.94,winter_cold resource movement,True,open fish passage / shade seeds / ration oil
918,58,winter_cold,oil,archive_quarter,orchard_fen,0.0,0.94,0.94,none,False,none
919,58,winter_cold,oil,signal_ridge,riverbend,0.0,0.94,0.94,none,False,none
920,58,winter_cold,oil,orchard_fen,roofward,0.0,0.94,0.94,none,False,none
921,58,winter_cold,oil,riverbend,archive_quarter,0.0,0.94,0.94,none,False,none
922,58,winter_cold,oil,roofward,signal_ridge,0.1024,0.94,0.94,winter_cold resource movement,True,open fish passage / shade seeds / ration oil
923,58,winter_cold,oil,archive_quarter,orchard_fen,0.0,0.94,0.94,none,False,none
924,58,winter_cold,oil,signal_ridge,riverbend,0.0,0.94,0.94,none,False,none
925,58,winter_cold,oil,orchard_fen,roofward,0.0,0.94,0.94,none,False,none
926,58,winter_cold,oil,riverbend,archive_quarter,0.0,0.94,0.94,none,False,none
927,58,winter_cold,oil,roofward,signal_ridge,0.1024,0.94,0.94,winter_cold resource movement,True,open fish passage / shade seeds / ration oil
928,59,winter_cold,oil,archive_quarter,orchard_fen,0.10304,0.94,0.94,winter_cold resource movement,True,open fish passage / shade seeds / ration oil
929,59,winter_cold,oil,signal_ridge,riverbend,0.0,0.94,0.94,none,False,none
930,59,winter_cold,oil,orchard_fen,roofward,0.0,0.94,0.94,none,False,none
