tick,day,resident,schedule_before,schedule_after,changed_by_avatar,changed_offscreen,diff_summary,agency_flag,visible_after_return
3792,211,Nia,recover focus,rest,True,False,recover focus -> rest by borrow_tool,resident boundary respected,True
3793,211,Ari,work,rest,True,False,work -> rest by return_tool,agency preserved,True
3794,211,Fay,rest,seek tool,True,False,rest -> seek tool by interrupt_work,agency preserved,True
3795,211,Milo,negotiate debt,seek tool,False,True,negotiate debt -> seek tool by wait_offscreen,agency preserved,True
3796,211,Sera,seek tool,care duty,True,False,seek tool -> care duty by repair_trust,agency preserved,True
3797,211,Tovan,care duty,private task,False,False,care duty -> private task by move,agency preserved,True
3798,212,Nia,recover focus,work,True,True,recover focus -> work by offer_help,agency preserved,True
3799,212,Ari,work,negotiate debt,True,False,work -> negotiate debt by borrow_tool,agency preserved,True
3800,212,Fay,rest,negotiate debt,True,False,rest -> negotiate debt by return_tool,agency preserved,True
3801,212,Milo,negotiate debt,care duty,True,False,negotiate debt -> care duty by interrupt_work,agency preserved,True
3802,212,Sera,seek tool,care duty,False,True,seek tool -> care duty by wait_offscreen,agency preserved,True
3803,212,Tovan,care duty,private task,True,False,care duty -> private task by repair_trust,agency preserved,True
3804,212,Nia,private task,recover focus,False,False,private task -> recover focus by move,agency preserved,True
3805,212,Ari,recover focus,work,False,False,recover focus -> work by talk,agency preserved,True
3806,212,Fay,work,rest,True,False,work -> rest by offer_help,agency preserved,True
3807,212,Milo,rest,seek tool,True,False,rest -> seek tool by borrow_tool,agency preserved,True
3808,212,Sera,negotiate debt,seek tool,True,False,negotiate debt -> seek tool by return_tool,agency preserved,True
3809,212,Tovan,seek tool,private task,True,False,seek tool -> private task by interrupt_work,agency preserved,True
3810,212,Nia,care duty,private task,False,True,care duty -> private task by wait_offscreen,agency preserved,True
3811,212,Ari,private task,recover focus,True,False,private task -> recover focus by repair_trust,agency preserved,True
3812,212,Fay,recover focus,work,False,False,recover focus -> work by move,agency preserved,True
3813,212,Milo,work,rest,False,False,work -> rest by talk,agency preserved,True
3814,212,Sera,rest,negotiate debt,True,False,rest -> negotiate debt by offer_help,agency preserved,True
3815,212,Tovan,negotiate debt,care duty,True,True,negotiate debt -> care duty by borrow_tool,agency preserved,True
3816,213,Nia,care duty,recover focus,True,False,care duty -> recover focus by interrupt_work,resident boundary respected,True
3817,213,Ari,private task,recover focus,False,True,private task -> recover focus by wait_offscreen,agency preserved,True
3818,213,Fay,recover focus,work,True,False,recover focus -> work by repair_trust,agency preserved,True
3819,213,Milo,work,rest,False,False,work -> rest by move,agency preserved,True
3820,213,Sera,rest,negotiate debt,False,False,rest -> negotiate debt by talk,agency preserved,True
3821,213,Tovan,negotiate debt,seek tool,True,False,negotiate debt -> seek tool by offer_help,agency preserved,True
3822,213,Nia,seek tool,private task,True,False,seek tool -> private task by borrow_tool,agency preserved,True
3823,213,Ari,care duty,private task,True,False,care duty -> private task by return_tool,agency preserved,True
3824,213,Fay,private task,work,True,False,private task -> work by interrupt_work,resident boundary respected,True
3825,213,Milo,recover focus,work,False,True,recover focus -> work by wait_offscreen,agency preserved,True
3826,213,Sera,work,rest,True,False,work -> rest by repair_trust,agency preserved,True
3827,213,Tovan,rest,negotiate debt,False,False,rest -> negotiate debt by move,agency preserved,True
3828,213,Nia,negotiate debt,seek tool,False,False,negotiate debt -> seek tool by talk,agency preserved,True
3829,213,Ari,seek tool,care duty,True,False,seek tool -> care duty by offer_help,agency preserved,True
3830,213,Fay,care duty,recover focus,True,False,care duty -> recover focus by borrow_tool,agency preserved,True
3831,213,Milo,private task,recover focus,True,False,private task -> recover focus by return_tool,agency preserved,True
3832,213,Sera,recover focus,rest,True,False,recover focus -> rest by interrupt_work,resident boundary respected,True
3833,213,Tovan,work,rest,False,True,work -> rest by wait_offscreen,agency preserved,True
3834,214,Nia,negotiate debt,seek tool,False,False,negotiate debt -> seek tool by move,agency preserved,True
3835,214,Ari,seek tool,care duty,False,False,seek tool -> care duty by talk,agency preserved,True
3836,214,Fay,care duty,private task,True,False,care duty -> private task by offer_help,agency preserved,True
3837,214,Milo,private task,work,True,False,private task -> work by borrow_tool,agency preserved,True
3838,214,Sera,recover focus,work,True,False,recover focus -> work by return_tool,agency preserved,True
3839,214,Tovan,work,negotiate debt,True,False,work -> negotiate debt by interrupt_work,agency preserved,True
3840,214,Nia,rest,negotiate debt,False,True,rest -> negotiate debt by wait_offscreen,agency preserved,True
3841,214,Ari,negotiate debt,seek tool,True,False,negotiate debt -> seek tool by repair_trust,agency preserved,True
3842,214,Fay,seek tool,care duty,False,False,seek tool -> care duty by move,agency preserved,True
3843,214,Milo,care duty,private task,False,False,care duty -> private task by talk,agency preserved,True
3844,214,Sera,private task,recover focus,True,False,private task -> recover focus by offer_help,agency preserved,True
3845,214,Tovan,recover focus,rest,True,False,recover focus -> rest by borrow_tool,agency preserved,True
3846,214,Nia,work,rest,True,False,work -> rest by return_tool,agency preserved,True
3847,214,Ari,rest,seek tool,True,False,rest -> seek tool by interrupt_work,agency preserved,True
3848,214,Fay,negotiate debt,seek tool,False,True,negotiate debt -> seek tool by wait_offscreen,agency preserved,True
3849,214,Milo,seek tool,care duty,True,False,seek tool -> care duty by repair_trust,agency preserved,True
3850,214,Sera,care duty,private task,False,False,care duty -> private task by move,agency preserved,True
3851,214,Tovan,private task,recover focus,False,False,private task -> recover focus by talk,agency preserved,True
3852,215,Nia,work,negotiate debt,True,False,work -> negotiate debt by borrow_tool,resident boundary respected,True
3853,215,Ari,rest,negotiate debt,True,False,rest -> negotiate debt by return_tool,agency preserved,True
3854,215,Fay,negotiate debt,care duty,True,False,negotiate debt -> care duty by interrupt_work,agency preserved,True
3855,215,Milo,seek tool,care duty,False,True,seek tool -> care duty by wait_offscreen,agency preserved,True
3856,215,Sera,care duty,private task,True,False,care duty -> private task by repair_trust,agency preserved,True
3857,215,Tovan,private task,recover focus,False,False,private task -> recover focus by move,agency preserved,True
3858,215,Nia,recover focus,work,False,False,recover focus -> work by talk,agency preserved,True
3859,215,Ari,work,rest,True,False,work -> rest by offer_help,agency preserved,True
3860,215,Fay,rest,seek tool,True,False,rest -> seek tool by borrow_tool,resident boundary respected,True
3861,215,Milo,negotiate debt,seek tool,True,False,negotiate debt -> seek tool by return_tool,agency preserved,True
3862,215,Sera,seek tool,private task,True,False,seek tool -> private task by interrupt_work,agency preserved,True
3863,215,Tovan,care duty,private task,False,True,care duty -> private task by wait_offscreen,agency preserved,True
3864,215,Nia,private task,recover focus,True,False,private task -> recover focus by repair_trust,agency preserved,True
3865,215,Ari,recover focus,work,False,False,recover focus -> work by move,agency preserved,True
3866,215,Fay,work,rest,False,False,work -> rest by talk,agency preserved,True
3867,215,Milo,rest,negotiate debt,True,False,rest -> negotiate debt by offer_help,agency preserved,True
3868,215,Sera,negotiate debt,care duty,True,False,negotiate debt -> care duty by borrow_tool,resident boundary respected,True
3869,215,Tovan,seek tool,care duty,True,False,seek tool -> care duty by return_tool,agency preserved,True
3870,216,Nia,private task,recover focus,False,True,private task -> recover focus by wait_offscreen,agency preserved,True
3871,216,Ari,recover focus,work,True,False,recover focus -> work by repair_trust,agency preserved,True
3872,216,Fay,work,rest,False,False,work -> rest by move,agency preserved,True
3873,216,Milo,rest,negotiate debt,False,False,rest -> negotiate debt by talk,agency preserved,True
3874,216,Sera,negotiate debt,seek tool,True,False,negotiate debt -> seek tool by offer_help,agency preserved,True
3875,216,Tovan,seek tool,private task,True,False,seek tool -> private task by borrow_tool,agency preserved,True
3876,216,Nia,care duty,private task,True,False,care duty -> private task by return_tool,agency preserved,True
3877,216,Ari,private task,work,True,False,private task -> work by interrupt_work,agency preserved,True
3878,216,Fay,recover focus,work,False,True,recover focus -> work by wait_offscreen,agency preserved,True
3879,216,Milo,work,rest,True,False,work -> rest by repair_trust,agency preserved,True
3880,216,Sera,rest,negotiate debt,False,False,rest -> negotiate debt by move,agency preserved,True
3881,216,Tovan,negotiate debt,seek tool,False,False,negotiate debt -> seek tool by talk,agency preserved,True
3882,216,Nia,seek tool,care duty,True,False,seek tool -> care duty by offer_help,agency preserved,True
3883,216,Ari,care duty,recover focus,True,False,care duty -> recover focus by borrow_tool,agency preserved,True
3884,216,Fay,private task,recover focus,True,False,private task -> recover focus by return_tool,agency preserved,True
3885,216,Milo,recover focus,rest,True,False,recover focus -> rest by interrupt_work,agency preserved,True
3886,216,Sera,work,rest,False,True,work -> rest by wait_offscreen,agency preserved,True
3887,216,Tovan,rest,negotiate debt,True,True,rest -> negotiate debt by repair_trust,agency preserved,True
3888,217,Nia,seek tool,care duty,False,False,seek tool -> care duty by talk,agency preserved,True
3889,217,Ari,care duty,private task,True,False,care duty -> private task by offer_help,agency preserved,True
3890,217,Fay,private task,work,True,False,private task -> work by borrow_tool,agency preserved,True
3891,217,Milo,recover focus,work,True,False,recover focus -> work by return_tool,agency preserved,True
3892,217,Sera,work,negotiate debt,True,False,work -> negotiate debt by interrupt_work,resident boundary respected,True
3893,217,Tovan,rest,negotiate debt,False,True,rest -> negotiate debt by wait_offscreen,agency preserved,True
3894,217,Nia,negotiate debt,seek tool,True,False,negotiate debt -> seek tool by repair_trust,agency preserved,True
3895,217,Ari,seek tool,care duty,False,False,seek tool -> care duty by move,agency preserved,True
3896,217,Fay,care duty,private task,False,False,care duty -> private task by talk,agency preserved,True
3897,217,Milo,private task,recover focus,True,False,private task -> recover focus by offer_help,agency preserved,True
3898,217,Sera,recover focus,rest,True,False,recover focus -> rest by borrow_tool,agency preserved,True
3899,217,Tovan,work,rest,True,False,work -> rest by return_tool,agency preserved,True
3900,217,Nia,rest,seek tool,True,False,rest -> seek tool by interrupt_work,resident boundary respected,True
3901,217,Ari,negotiate debt,seek tool,False,True,negotiate debt -> seek tool by wait_offscreen,agency preserved,True
3902,217,Fay,seek tool,care duty,True,False,seek tool -> care duty by repair_trust,agency preserved,True
3903,217,Milo,care duty,private task,False,False,care duty -> private task by move,agency preserved,True
3904,217,Sera,private task,recover focus,False,False,private task -> recover focus by talk,agency preserved,True
3905,217,Tovan,recover focus,work,True,False,recover focus -> work by offer_help,agency preserved,True
3906,218,Nia,rest,negotiate debt,True,False,rest -> negotiate debt by return_tool,agency preserved,True
3907,218,Ari,negotiate debt,care duty,True,False,negotiate debt -> care duty by interrupt_work,agency preserved,True
3908,218,Fay,seek tool,care duty,False,True,seek tool -> care duty by wait_offscreen,agency preserved,True
3909,218,Milo,care duty,private task,True,False,care duty -> private task by repair_trust,agency preserved,True
3910,218,Sera,private task,recover focus,False,False,private task -> recover focus by move,agency preserved,True
3911,218,Tovan,recover focus,work,False,False,recover focus -> work by talk,agency preserved,True
3912,218,Nia,work,rest,True,False,work -> rest by offer_help,agency preserved,True
3913,218,Ari,rest,seek tool,True,False,rest -> seek tool by borrow_tool,agency preserved,True
3914,218,Fay,negotiate debt,seek tool,True,False,negotiate debt -> seek tool by return_tool,agency preserved,True
3915,218,Milo,seek tool,private task,True,False,seek tool -> private task by interrupt_work,agency preserved,True
3916,218,Sera,care duty,private task,False,True,care duty -> private task by wait_offscreen,agency preserved,True
3917,218,Tovan,private task,recover focus,True,False,private task -> recover focus by repair_trust,agency preserved,True
3918,218,Nia,recover focus,work,False,False,recover focus -> work by move,agency preserved,True
3919,218,Ari,work,rest,False,False,work -> rest by talk,agency preserved,True
3920,218,Fay,rest,negotiate debt,True,False,rest -> negotiate debt by offer_help,agency preserved,True
3921,218,Milo,negotiate debt,care duty,True,False,negotiate debt -> care duty by borrow_tool,agency preserved,True
3922,218,Sera,seek tool,care duty,True,False,seek tool -> care duty by return_tool,agency preserved,True
3923,218,Tovan,care duty,recover focus,True,False,care duty -> recover focus by interrupt_work,agency preserved,True
3924,219,Nia,recover focus,work,True,False,recover focus -> work by repair_trust,agency preserved,True
3925,219,Ari,work,rest,False,False,work -> rest by move,agency preserved,True
3926,219,Fay,rest,negotiate debt,False,False,rest -> negotiate debt by talk,agency preserved,True
3927,219,Milo,negotiate debt,seek tool,True,False,negotiate debt -> seek tool by offer_help,agency preserved,True
3928,219,Sera,seek tool,private task,True,False,seek tool -> private task by borrow_tool,resident boundary respected,True
3929,219,Tovan,care duty,private task,True,False,care duty -> private task by return_tool,agency preserved,True
3930,219,Nia,private task,work,True,False,private task -> work by interrupt_work,agency preserved,True
3931,219,Ari,recover focus,work,False,True,recover focus -> work by wait_offscreen,agency preserved,True
3932,219,Fay,work,rest,True,False,work -> rest by repair_trust,agency preserved,True
3933,219,Milo,rest,negotiate debt,False,False,rest -> negotiate debt by move,agency preserved,True
3934,219,Sera,negotiate debt,seek tool,False,False,negotiate debt -> seek tool by talk,agency preserved,True
3935,219,Tovan,seek tool,care duty,True,False,seek tool -> care duty by offer_help,agency preserved,True
3936,219,Nia,care duty,recover focus,True,False,care duty -> recover focus by borrow_tool,resident boundary respected,True
3937,219,Ari,private task,recover focus,True,False,private task -> recover focus by return_tool,agency preserved,True
3938,219,Fay,recover focus,rest,True,False,recover focus -> rest by interrupt_work,agency preserved,True
3939,219,Milo,work,rest,False,True,work -> rest by wait_offscreen,agency preserved,True
3940,219,Sera,rest,negotiate debt,True,False,rest -> negotiate debt by repair_trust,agency preserved,True
3941,219,Tovan,negotiate debt,seek tool,False,False,negotiate debt -> seek tool by move,agency preserved,True
3942,220,Nia,care duty,private task,True,True,care duty -> private task by offer_help,agency preserved,True
3943,220,Ari,private task,work,True,False,private task -> work by borrow_tool,agency preserved,True
3944,220,Fay,recover focus,work,True,False,recover focus -> work by return_tool,agency preserved,True
3945,220,Milo,work,negotiate debt,True,False,work -> negotiate debt by interrupt_work,agency preserved,True
3946,220,Sera,rest,negotiate debt,False,True,rest -> negotiate debt by wait_offscreen,agency preserved,True
3947,220,Tovan,negotiate debt,seek tool,True,False,negotiate debt -> seek tool by repair_trust,agency preserved,True
3948,220,Nia,seek tool,care duty,False,False,seek tool -> care duty by move,agency preserved,True
3949,220,Ari,care duty,private task,False,False,care duty -> private task by talk,agency preserved,True
3950,220,Fay,private task,recover focus,True,False,private task -> recover focus by offer_help,agency preserved,True
3951,220,Milo,recover focus,rest,True,False,recover focus -> rest by borrow_tool,agency preserved,True
3952,220,Sera,work,rest,True,False,work -> rest by return_tool,agency preserved,True
3953,220,Tovan,rest,seek tool,True,False,rest -> seek tool by interrupt_work,agency preserved,True
3954,220,Nia,negotiate debt,seek tool,False,True,negotiate debt -> seek tool by wait_offscreen,agency preserved,True
3955,220,Ari,seek tool,care duty,True,False,seek tool -> care duty by repair_trust,agency preserved,True
3956,220,Fay,care duty,private task,False,False,care duty -> private task by move,agency preserved,True
3957,220,Milo,private task,recover focus,False,False,private task -> recover focus by talk,agency preserved,True
3958,220,Sera,recover focus,work,True,False,recover focus -> work by offer_help,agency preserved,True
3959,220,Tovan,work,negotiate debt,True,True,work -> negotiate debt by borrow_tool,agency preserved,True
3960,221,Nia,negotiate debt,care duty,True,False,negotiate debt -> care duty by interrupt_work,resident boundary respected,True
3961,221,Ari,seek tool,care duty,False,True,seek tool -> care duty by wait_offscreen,agency preserved,True
3962,221,Fay,care duty,private task,True,False,care duty -> private task by repair_trust,agency preserved,True
3963,221,Milo,private task,recover focus,False,False,private task -> recover focus by move,agency preserved,True
3964,221,Sera,recover focus,work,False,False,recover focus -> work by talk,agency preserved,True
3965,221,Tovan,work,rest,True,False,work -> rest by offer_help,agency preserved,True
3966,221,Nia,rest,seek tool,True,False,rest -> seek tool by borrow_tool,agency preserved,True
3967,221,Ari,negotiate debt,seek tool,True,False,negotiate debt -> seek tool by return_tool,agency preserved,True
3968,221,Fay,seek tool,private task,True,False,seek tool -> private task by interrupt_work,resident boundary respected,True
3969,221,Milo,care duty,private task,False,True,care duty -> private task by wait_offscreen,agency preserved,True
3970,221,Sera,private task,recover focus,True,False,private task -> recover focus by repair_trust,agency preserved,True
3971,221,Tovan,recover focus,work,False,False,recover focus -> work by move,agency preserved,True
3972,221,Nia,work,rest,False,False,work -> rest by talk,agency preserved,True
3973,221,Ari,rest,negotiate debt,True,False,rest -> negotiate debt by offer_help,agency preserved,True
3974,221,Fay,negotiate debt,care duty,True,False,negotiate debt -> care duty by borrow_tool,agency preserved,True
3975,221,Milo,seek tool,care duty,True,False,seek tool -> care duty by return_tool,agency preserved,True
3976,221,Sera,care duty,recover focus,True,False,care duty -> recover focus by interrupt_work,resident boundary respected,True
3977,221,Tovan,private task,recover focus,False,True,private task -> recover focus by wait_offscreen,agency preserved,True
3978,222,Nia,work,rest,False,False,work -> rest by move,agency preserved,True
3979,222,Ari,rest,negotiate debt,False,False,rest -> negotiate debt by talk,agency preserved,True
3980,222,Fay,negotiate debt,seek tool,True,False,negotiate debt -> seek tool by offer_help,agency preserved,True
3981,222,Milo,seek tool,private task,True,False,seek tool -> private task by borrow_tool,agency preserved,True
3982,222,Sera,care duty,private task,True,False,care duty -> private task by return_tool,agency preserved,True
3983,222,Tovan,private task,work,True,False,private task -> work by interrupt_work,agency preserved,True
3984,222,Nia,recover focus,work,False,True,recover focus -> work by wait_offscreen,agency preserved,True
3985,222,Ari,work,rest,True,False,work -> rest by repair_trust,agency preserved,True
3986,222,Fay,rest,negotiate debt,False,False,rest -> negotiate debt by move,agency preserved,True
3987,222,Milo,negotiate debt,seek tool,False,False,negotiate debt -> seek tool by talk,agency preserved,True
3988,222,Sera,seek tool,care duty,True,False,seek tool -> care duty by offer_help,agency preserved,True
3989,222,Tovan,care duty,recover focus,True,False,care duty -> recover focus by borrow_tool,agency preserved,True
3990,222,Nia,private task,recover focus,True,False,private task -> recover focus by return_tool,agency preserved,True
3991,222,Ari,recover focus,rest,True,False,recover focus -> rest by interrupt_work,agency preserved,True
3992,222,Fay,work,rest,False,True,work -> rest by wait_offscreen,agency preserved,True
3993,222,Milo,rest,negotiate debt,True,False,rest -> negotiate debt by repair_trust,agency preserved,True
3994,222,Sera,negotiate debt,seek tool,False,False,negotiate debt -> seek tool by move,agency preserved,True
3995,222,Tovan,seek tool,care duty,False,False,seek tool -> care duty by talk,agency preserved,True
3996,223,Nia,private task,work,True,False,private task -> work by borrow_tool,resident boundary respected,True
3997,223,Ari,recover focus,work,True,False,recover focus -> work by return_tool,agency preserved,True
3998,223,Fay,work,negotiate debt,True,False,work -> negotiate debt by interrupt_work,agency preserved,True
3999,223,Milo,rest,negotiate debt,False,True,rest -> negotiate debt by wait_offscreen,agency preserved,True
4000,223,Sera,negotiate debt,seek tool,True,False,negotiate debt -> seek tool by repair_trust,agency preserved,True
4001,223,Tovan,seek tool,care duty,False,False,seek tool -> care duty by move,agency preserved,True
4002,223,Nia,care duty,private task,False,False,care duty -> private task by talk,agency preserved,True
4003,223,Ari,private task,recover focus,True,False,private task -> recover focus by offer_help,agency preserved,True
4004,223,Fay,recover focus,rest,True,False,recover focus -> rest by borrow_tool,resident boundary respected,True
4005,223,Milo,work,rest,True,False,work -> rest by return_tool,agency preserved,True
4006,223,Sera,rest,seek tool,True,False,rest -> seek tool by interrupt_work,agency preserved,True
4007,223,Tovan,negotiate debt,seek tool,False,True,negotiate debt -> seek tool by wait_offscreen,agency preserved,True
4008,223,Nia,seek tool,care duty,True,False,seek tool -> care duty by repair_trust,agency preserved,True
4009,223,Ari,care duty,private task,False,False,care duty -> private task by move,agency preserved,True
4010,223,Fay,private task,recover focus,False,False,private task -> recover focus by talk,agency preserved,True
4011,223,Milo,recover focus,work,True,False,recover focus -> work by offer_help,agency preserved,True
4012,223,Sera,work,negotiate debt,True,False,work -> negotiate debt by borrow_tool,resident boundary respected,True
4013,223,Tovan,rest,negotiate debt,True,False,rest -> negotiate debt by return_tool,agency preserved,True
4014,224,Nia,seek tool,care duty,False,True,seek tool -> care duty by wait_offscreen,agency preserved,True
4015,224,Ari,care duty,private task,True,False,care duty -> private task by repair_trust,agency preserved,True
4016,224,Fay,private task,recover focus,False,False,private task -> recover focus by move,agency preserved,True
4017,224,Milo,recover focus,work,False,False,recover focus -> work by talk,agency preserved,True
4018,224,Sera,work,rest,True,False,work -> rest by offer_help,agency preserved,True
4019,224,Tovan,rest,seek tool,True,False,rest -> seek tool by borrow_tool,agency preserved,True
4020,224,Nia,negotiate debt,seek tool,True,False,negotiate debt -> seek tool by return_tool,agency preserved,True
4021,224,Ari,seek tool,private task,True,False,seek tool -> private task by interrupt_work,agency preserved,True
4022,224,Fay,care duty,private task,False,True,care duty -> private task by wait_offscreen,agency preserved,True
4023,224,Milo,private task,recover focus,True,False,private task -> recover focus by repair_trust,agency preserved,True
4024,224,Sera,recover focus,work,False,False,recover focus -> work by move,agency preserved,True
4025,224,Tovan,work,rest,False,False,work -> rest by talk,agency preserved,True
4026,224,Nia,rest,negotiate debt,True,False,rest -> negotiate debt by offer_help,agency preserved,True
4027,224,Ari,negotiate debt,care duty,True,False,negotiate debt -> care duty by borrow_tool,agency preserved,True
4028,224,Fay,seek tool,care duty,True,False,seek tool -> care duty by return_tool,agency preserved,True
4029,224,Milo,care duty,recover focus,True,False,care duty -> recover focus by interrupt_work,agency preserved,True
4030,224,Sera,private task,recover focus,False,True,private task -> recover focus by wait_offscreen,agency preserved,True
4031,224,Tovan,recover focus,work,True,True,recover focus -> work by repair_trust,agency preserved,True
4032,225,Nia,rest,negotiate debt,False,False,rest -> negotiate debt by talk,agency preserved,True
4033,225,Ari,negotiate debt,seek tool,True,False,negotiate debt -> seek tool by offer_help,agency preserved,True
4034,225,Fay,seek tool,private task,True,False,seek tool -> private task by borrow_tool,agency preserved,True
4035,225,Milo,care duty,private task,True,False,care duty -> private task by return_tool,agency preserved,True
4036,225,Sera,private task,work,True,False,private task -> work by interrupt_work,resident boundary respected,True
4037,225,Tovan,recover focus,work,False,True,recover focus -> work by wait_offscreen,agency preserved,True
4038,225,Nia,work,rest,True,False,work -> rest by repair_trust,agency preserved,True
4039,225,Ari,rest,negotiate debt,False,False,rest -> negotiate debt by move,agency preserved,True
4040,225,Fay,negotiate debt,seek tool,False,False,negotiate debt -> seek tool by talk,agency preserved,True
4041,225,Milo,seek tool,care duty,True,False,seek tool -> care duty by offer_help,agency preserved,True
4042,225,Sera,care duty,recover focus,True,False,care duty -> recover focus by borrow_tool,agency preserved,True
4043,225,Tovan,private task,recover focus,True,False,private task -> recover focus by return_tool,agency preserved,True
4044,225,Nia,recover focus,rest,True,False,recover focus -> rest by interrupt_work,resident boundary respected,True
4045,225,Ari,work,rest,False,True,work -> rest by wait_offscreen,agency preserved,True
4046,225,Fay,rest,negotiate debt,True,False,rest -> negotiate debt by repair_trust,agency preserved,True
4047,225,Milo,negotiate debt,seek tool,False,False,negotiate debt -> seek tool by move,agency preserved,True
4048,225,Sera,seek tool,care duty,False,False,seek tool -> care duty by talk,agency preserved,True
4049,225,Tovan,care duty,private task,True,False,care duty -> private task by offer_help,agency preserved,True
4050,226,Nia,recover focus,work,True,False,recover focus -> work by return_tool,agency preserved,True
4051,226,Ari,work,negotiate debt,True,False,work -> negotiate debt by interrupt_work,agency preserved,True
4052,226,Fay,rest,negotiate debt,False,True,rest -> negotiate debt by wait_offscreen,agency preserved,True
4053,226,Milo,negotiate debt,seek tool,True,False,negotiate debt -> seek tool by repair_trust,agency preserved,True
4054,226,Sera,seek tool,care duty,False,False,seek tool -> care duty by move,agency preserved,True
4055,226,Tovan,care duty,private task,False,False,care duty -> private task by talk,agency preserved,True
4056,226,Nia,private task,recover focus,True,False,private task -> recover focus by offer_help,agency preserved,True
4057,226,Ari,recover focus,rest,True,False,recover focus -> rest by borrow_tool,agency preserved,True
4058,226,Fay,work,rest,True,False,work -> rest by return_tool,agency preserved,True
4059,226,Milo,rest,seek tool,True,False,rest -> seek tool by interrupt_work,agency preserved,True
4060,226,Sera,negotiate debt,seek tool,False,True,negotiate debt -> seek tool by wait_offscreen,agency preserved,True
4061,226,Tovan,seek tool,care duty,True,False,seek tool -> care duty by repair_trust,agency preserved,True
4062,226,Nia,care duty,private task,False,False,care duty -> private task by move,agency preserved,True
4063,226,Ari,private task,recover focus,False,False,private task -> recover focus by talk,agency preserved,True
4064,226,Fay,recover focus,work,True,False,recover focus -> work by offer_help,agency preserved,True
4065,226,Milo,work,negotiate debt,True,False,work -> negotiate debt by borrow_tool,agency preserved,True
4066,226,Sera,rest,negotiate debt,True,False,rest -> negotiate debt by return_tool,agency preserved,True
4067,226,Tovan,negotiate debt,care duty,True,False,negotiate debt -> care duty by interrupt_work,agency preserved,True
4068,227,Nia,care duty,private task,True,False,care duty -> private task by repair_trust,agency preserved,True
4069,227,Ari,private task,recover focus,False,False,private task -> recover focus by move,agency preserved,True
4070,227,Fay,recover focus,work,False,False,recover focus -> work by talk,agency preserved,True
4071,227,Milo,work,rest,True,False,work -> rest by offer_help,agency preserved,True
4072,227,Sera,rest,seek tool,True,False,rest -> seek tool by borrow_tool,resident boundary respected,True
4073,227,Tovan,negotiate debt,seek tool,True,False,negotiate debt -> seek tool by return_tool,agency preserved,True
4074,227,Nia,seek tool,private task,True,False,seek tool -> private task by interrupt_work,agency preserved,True
4075,227,Ari,care duty,private task,False,True,care duty -> private task by wait_offscreen,agency preserved,True
4076,227,Fay,private task,recover focus,True,False,private task -> recover focus by repair_trust,agency preserved,True
4077,227,Milo,recover focus,work,False,False,recover focus -> work by move,agency preserved,True
4078,227,Sera,work,rest,False,False,work -> rest by talk,agency preserved,True
4079,227,Tovan,rest,negotiate debt,True,False,rest -> negotiate debt by offer_help,agency preserved,True
4080,227,Nia,negotiate debt,care duty,True,False,negotiate debt -> care duty by borrow_tool,resident boundary respected,True
4081,227,Ari,seek tool,care duty,True,False,seek tool -> care duty by return_tool,agency preserved,True
4082,227,Fay,care duty,recover focus,True,False,care duty -> recover focus by interrupt_work,agency preserved,True
4083,227,Milo,private task,recover focus,False,True,private task -> recover focus by wait_offscreen,agency preserved,True
4084,227,Sera,recover focus,work,True,False,recover focus -> work by repair_trust,agency preserved,True
4085,227,Tovan,work,rest,False,False,work -> rest by move,agency preserved,True
4086,228,Nia,negotiate debt,seek tool,True,True,negotiate debt -> seek tool by offer_help,agency preserved,True
4087,228,Ari,seek tool,private task,True,False,seek tool -> private task by borrow_tool,agency preserved,True
4088,228,Fay,care duty,private task,True,False,care duty -> private task by return_tool,agency preserved,True
4089,228,Milo,private task,work,True,False,private task -> work by interrupt_work,agency preserved,True
4090,228,Sera,recover focus,work,False,True,recover focus -> work by wait_offscreen,agency preserved,True
4091,228,Tovan,work,rest,True,False,work -> rest by repair_trust,agency preserved,True
4092,228,Nia,rest,negotiate debt,False,False,rest -> negotiate debt by move,agency preserved,True
4093,228,Ari,negotiate debt,seek tool,False,False,negotiate debt -> seek tool by talk,agency preserved,True
4094,228,Fay,seek tool,care duty,True,False,seek tool -> care duty by offer_help,agency preserved,True
4095,228,Milo,care duty,recover focus,True,False,care duty -> recover focus by borrow_tool,agency preserved,True
4096,228,Sera,private task,recover focus,True,False,private task -> recover focus by return_tool,agency preserved,True
4097,228,Tovan,recover focus,rest,True,False,recover focus -> rest by interrupt_work,agency preserved,True
4098,228,Nia,work,rest,False,True,work -> rest by wait_offscreen,agency preserved,True
4099,228,Ari,rest,negotiate debt,True,False,rest -> negotiate debt by repair_trust,agency preserved,True
4100,228,Fay,negotiate debt,seek tool,False,False,negotiate debt -> seek tool by move,agency preserved,True
4101,228,Milo,seek tool,care duty,False,False,seek tool -> care duty by talk,agency preserved,True
4102,228,Sera,care duty,private task,True,False,care duty -> private task by offer_help,agency preserved,True
4103,228,Tovan,private task,work,True,True,private task -> work by borrow_tool,agency preserved,True
4104,229,Nia,work,negotiate debt,True,False,work -> negotiate debt by interrupt_work,resident boundary respected,True
4105,229,Ari,rest,negotiate debt,False,True,rest -> negotiate debt by wait_offscreen,agency preserved,True
4106,229,Fay,negotiate debt,seek tool,True,False,negotiate debt -> seek tool by repair_trust,agency preserved,True
