tick,day,slot,phase,avatar_room,selected_resident,user_action,schedule_state,memory_key,debt_name,visible_consequence,save_restore_key,audit_key,all_core_loops_present,boundary_visible
5115,285,3,arrival,arrival court,Fay,inspect_memory,map safe route,v60:fay:tool_loan:d285:s03,tool loan,state observed without history rewrite,ssrm:v60:snapshot:d285:t05115,audit:v60:tick:05115:resident:fay,True,True
5116,285,4,movement,tool alcove,Milo,enter,rest after rain,v60:milo:water_carry:d285:s04,water carry,state observed without history rewrite,ssrm:v60:snapshot:d285:t05116,audit:v60:tick:05116:resident:milo,True,True
5117,285,5,bounded conversation,rain court,Sera,talk,recover focus,v60:sera:repair_promise:d285:s05,repair promise,state observed without history rewrite,ssrm:v60:snapshot:d285:t05117,audit:v60:tick:05117:resident:sera,True,True
5118,285,6,schedule/debt,fiber loft,Tovan,offer_help,repair awning,v60:tovan:missed_greeting:d285:s06,missed greeting,trust/debt/schedule changed visibly,ssrm:v60:snapshot:d285:t05118,audit:v60:tick:05118:resident:tovan,True,True
5119,285,7,offscreen,west hearth,Nia,return_tool,sort herbs,v60:nia:care_favor:d285:s07,care favor,trust/debt/schedule changed visibly,ssrm:v60:snapshot:d285:t05119,audit:v60:tick:05119:resident:nia,True,True
5120,285,8,consequence,river gate,Ari,inspect_memory,carry water,v60:ari:route_warning:d285:s08,route warning,state observed without history rewrite,ssrm:v60:snapshot:d285:t05120,audit:v60:tick:05120:resident:ari,True,True
5121,285,9,save/restore,arrival court,Fay,enter,dry cloaks,v60:fay:tool_loan:d285:s09,tool loan,state observed without history rewrite,ssrm:v60:snapshot:d285:t05121,audit:v60:tick:05121:resident:fay,True,True
5122,285,10,audit replay,tool alcove,Milo,talk,map safe route,v60:milo:water_carry:d285:s10,water carry,state observed without history rewrite,ssrm:v60:snapshot:d285:t05122,audit:v60:tick:05122:resident:milo,True,True
5123,285,11,arrival,rain court,Sera,offer_help,rest after rain,v60:sera:repair_promise:d285:s11,repair promise,trust/debt/schedule changed visibly,ssrm:v60:snapshot:d285:t05123,audit:v60:tick:05123:resident:sera,True,True
5124,285,12,movement,fiber loft,Tovan,return_tool,recover focus,v60:tovan:missed_greeting:d285:s12,missed greeting,trust/debt/schedule changed visibly,ssrm:v60:snapshot:d285:t05124,audit:v60:tick:05124:resident:tovan,True,True
5125,285,13,bounded conversation,west hearth,Nia,inspect_memory,repair awning,v60:nia:care_favor:d285:s13,care favor,state observed without history rewrite,ssrm:v60:snapshot:d285:t05125,audit:v60:tick:05125:resident:nia,True,True
5126,285,14,schedule/debt,river gate,Ari,enter,sort herbs,v60:ari:route_warning:d285:s14,route warning,state observed without history rewrite,ssrm:v60:snapshot:d285:t05126,audit:v60:tick:05126:resident:ari,True,True
5127,285,15,offscreen,arrival court,Fay,talk,carry water,v60:fay:tool_loan:d285:s15,tool loan,state observed without history rewrite,ssrm:v60:snapshot:d285:t05127,audit:v60:tick:05127:resident:fay,True,True
5128,285,16,consequence,tool alcove,Milo,offer_help,dry cloaks,v60:milo:water_carry:d285:s16,water carry,trust/debt/schedule changed visibly,ssrm:v60:snapshot:d285:t05128,audit:v60:tick:05128:resident:milo,True,True
5129,285,17,save/restore,rain court,Sera,return_tool,map safe route,v60:sera:repair_promise:d285:s17,repair promise,trust/debt/schedule changed visibly,ssrm:v60:snapshot:d285:t05129,audit:v60:tick:05129:resident:sera,True,True
5130,286,0,arrival,west hearth,Tovan,enter,recover focus,v60:tovan:care_favor:d286:s00,care favor,state observed without history rewrite,ssrm:v60:snapshot:d286:t05130,audit:v60:tick:05130:resident:tovan,True,True
5131,286,1,movement,river gate,Nia,talk,repair awning,v60:nia:route_warning:d286:s01,route warning,state observed without history rewrite,ssrm:v60:snapshot:d286:t05131,audit:v60:tick:05131:resident:nia,True,True
5132,286,2,bounded conversation,arrival court,Ari,offer_help,sort herbs,v60:ari:tool_loan:d286:s02,tool loan,trust/debt/schedule changed visibly,ssrm:v60:snapshot:d286:t05132,audit:v60:tick:05132:resident:ari,True,True
5133,286,3,schedule/debt,tool alcove,Fay,return_tool,carry water,v60:fay:water_carry:d286:s03,water carry,trust/debt/schedule changed visibly,ssrm:v60:snapshot:d286:t05133,audit:v60:tick:05133:resident:fay,True,True
5134,286,4,offscreen,rain court,Milo,inspect_memory,dry cloaks,v60:milo:repair_promise:d286:s04,repair promise,state observed without history rewrite,ssrm:v60:snapshot:d286:t05134,audit:v60:tick:05134:resident:milo,True,True
5135,286,5,consequence,fiber loft,Sera,enter,map safe route,v60:sera:missed_greeting:d286:s05,missed greeting,state observed without history rewrite,ssrm:v60:snapshot:d286:t05135,audit:v60:tick:05135:resident:sera,True,True
5136,286,6,save/restore,west hearth,Tovan,talk,rest after rain,v60:tovan:care_favor:d286:s06,care favor,state observed without history rewrite,ssrm:v60:snapshot:d286:t05136,audit:v60:tick:05136:resident:tovan,True,True
5137,286,7,audit replay,river gate,Nia,offer_help,recover focus,v60:nia:route_warning:d286:s07,route warning,trust/debt/schedule changed visibly,ssrm:v60:snapshot:d286:t05137,audit:v60:tick:05137:resident:nia,True,True
5138,286,8,arrival,arrival court,Ari,return_tool,repair awning,v60:ari:tool_loan:d286:s08,tool loan,trust/debt/schedule changed visibly,ssrm:v60:snapshot:d286:t05138,audit:v60:tick:05138:resident:ari,True,True
5139,286,9,movement,tool alcove,Fay,inspect_memory,sort herbs,v60:fay:water_carry:d286:s09,water carry,state observed without history rewrite,ssrm:v60:snapshot:d286:t05139,audit:v60:tick:05139:resident:fay,True,True
5140,286,10,bounded conversation,rain court,Milo,enter,carry water,v60:milo:repair_promise:d286:s10,repair promise,state observed without history rewrite,ssrm:v60:snapshot:d286:t05140,audit:v60:tick:05140:resident:milo,True,True
5141,286,11,schedule/debt,fiber loft,Sera,talk,dry cloaks,v60:sera:missed_greeting:d286:s11,missed greeting,state observed without history rewrite,ssrm:v60:snapshot:d286:t05141,audit:v60:tick:05141:resident:sera,True,True
5142,286,12,offscreen,west hearth,Tovan,offer_help,map safe route,v60:tovan:care_favor:d286:s12,care favor,trust/debt/schedule changed visibly,ssrm:v60:snapshot:d286:t05142,audit:v60:tick:05142:resident:tovan,True,True
5143,286,13,consequence,river gate,Nia,return_tool,rest after rain,v60:nia:route_warning:d286:s13,route warning,trust/debt/schedule changed visibly,ssrm:v60:snapshot:d286:t05143,audit:v60:tick:05143:resident:nia,True,True
5144,286,14,save/restore,arrival court,Ari,inspect_memory,recover focus,v60:ari:tool_loan:d286:s14,tool loan,state observed without history rewrite,ssrm:v60:snapshot:d286:t05144,audit:v60:tick:05144:resident:ari,True,True
5145,286,15,audit replay,tool alcove,Fay,enter,repair awning,v60:fay:water_carry:d286:s15,water carry,state observed without history rewrite,ssrm:v60:snapshot:d286:t05145,audit:v60:tick:05145:resident:fay,True,True
5146,286,16,arrival,rain court,Milo,talk,sort herbs,v60:milo:repair_promise:d286:s16,repair promise,state observed without history rewrite,ssrm:v60:snapshot:d286:t05146,audit:v60:tick:05146:resident:milo,True,True
5147,286,17,movement,fiber loft,Sera,offer_help,carry water,v60:sera:missed_greeting:d286:s17,missed greeting,trust/debt/schedule changed visibly,ssrm:v60:snapshot:d286:t05147,audit:v60:tick:05147:resident:sera,True,True
5148,287,0,schedule/debt,river gate,Tovan,inspect_memory,map safe route,v60:tovan:route_warning:d287:s00,route warning,state observed without history rewrite,ssrm:v60:snapshot:d287:t05148,audit:v60:tick:05148:resident:tovan,True,True
5149,287,1,offscreen,arrival court,Nia,enter,rest after rain,v60:nia:tool_loan:d287:s01,tool loan,state observed without history rewrite,ssrm:v60:snapshot:d287:t05149,audit:v60:tick:05149:resident:nia,True,True
5150,287,2,consequence,tool alcove,Ari,talk,recover focus,v60:ari:water_carry:d287:s02,water carry,state observed without history rewrite,ssrm:v60:snapshot:d287:t05150,audit:v60:tick:05150:resident:ari,True,True
5151,287,3,save/restore,rain court,Fay,offer_help,repair awning,v60:fay:repair_promise:d287:s03,repair promise,trust/debt/schedule changed visibly,ssrm:v60:snapshot:d287:t05151,audit:v60:tick:05151:resident:fay,True,True
5152,287,4,audit replay,fiber loft,Milo,return_tool,sort herbs,v60:milo:missed_greeting:d287:s04,missed greeting,trust/debt/schedule changed visibly,ssrm:v60:snapshot:d287:t05152,audit:v60:tick:05152:resident:milo,True,True
5153,287,5,arrival,west hearth,Sera,inspect_memory,carry water,v60:sera:care_favor:d287:s05,care favor,state observed without history rewrite,ssrm:v60:snapshot:d287:t05153,audit:v60:tick:05153:resident:sera,True,True
5154,287,6,movement,river gate,Tovan,enter,dry cloaks,v60:tovan:route_warning:d287:s06,route warning,state observed without history rewrite,ssrm:v60:snapshot:d287:t05154,audit:v60:tick:05154:resident:tovan,True,True
5155,287,7,bounded conversation,arrival court,Nia,talk,map safe route,v60:nia:tool_loan:d287:s07,tool loan,state observed without history rewrite,ssrm:v60:snapshot:d287:t05155,audit:v60:tick:05155:resident:nia,True,True
5156,287,8,schedule/debt,tool alcove,Ari,offer_help,rest after rain,v60:ari:water_carry:d287:s08,water carry,trust/debt/schedule changed visibly,ssrm:v60:snapshot:d287:t05156,audit:v60:tick:05156:resident:ari,True,True
5157,287,9,offscreen,rain court,Fay,return_tool,recover focus,v60:fay:repair_promise:d287:s09,repair promise,trust/debt/schedule changed visibly,ssrm:v60:snapshot:d287:t05157,audit:v60:tick:05157:resident:fay,True,True
5158,287,10,consequence,fiber loft,Milo,inspect_memory,repair awning,v60:milo:missed_greeting:d287:s10,missed greeting,state observed without history rewrite,ssrm:v60:snapshot:d287:t05158,audit:v60:tick:05158:resident:milo,True,True
5159,287,11,save/restore,west hearth,Sera,enter,sort herbs,v60:sera:care_favor:d287:s11,care favor,state observed without history rewrite,ssrm:v60:snapshot:d287:t05159,audit:v60:tick:05159:resident:sera,True,True
5160,287,12,audit replay,river gate,Tovan,talk,carry water,v60:tovan:route_warning:d287:s12,route warning,state observed without history rewrite,ssrm:v60:snapshot:d287:t05160,audit:v60:tick:05160:resident:tovan,True,True
5161,287,13,arrival,arrival court,Nia,offer_help,dry cloaks,v60:nia:tool_loan:d287:s13,tool loan,trust/debt/schedule changed visibly,ssrm:v60:snapshot:d287:t05161,audit:v60:tick:05161:resident:nia,True,True
5162,287,14,movement,tool alcove,Ari,return_tool,map safe route,v60:ari:water_carry:d287:s14,water carry,trust/debt/schedule changed visibly,ssrm:v60:snapshot:d287:t05162,audit:v60:tick:05162:resident:ari,True,True
5163,287,15,bounded conversation,rain court,Fay,inspect_memory,rest after rain,v60:fay:repair_promise:d287:s15,repair promise,state observed without history rewrite,ssrm:v60:snapshot:d287:t05163,audit:v60:tick:05163:resident:fay,True,True
5164,287,16,schedule/debt,fiber loft,Milo,enter,recover focus,v60:milo:missed_greeting:d287:s16,missed greeting,state observed without history rewrite,ssrm:v60:snapshot:d287:t05164,audit:v60:tick:05164:resident:milo,True,True
5165,287,17,offscreen,west hearth,Sera,talk,repair awning,v60:sera:care_favor:d287:s17,care favor,state observed without history rewrite,ssrm:v60:snapshot:d287:t05165,audit:v60:tick:05165:resident:sera,True,True
5166,288,0,save/restore,arrival court,Tovan,return_tool,carry water,v60:tovan:tool_loan:d288:s00,tool loan,trust/debt/schedule changed visibly,ssrm:v60:snapshot:d288:t05166,audit:v60:tick:05166:resident:tovan,True,True
5167,288,1,audit replay,tool alcove,Nia,inspect_memory,dry cloaks,v60:nia:water_carry:d288:s01,water carry,state observed without history rewrite,ssrm:v60:snapshot:d288:t05167,audit:v60:tick:05167:resident:nia,True,True
5168,288,2,arrival,rain court,Ari,enter,map safe route,v60:ari:repair_promise:d288:s02,repair promise,state observed without history rewrite,ssrm:v60:snapshot:d288:t05168,audit:v60:tick:05168:resident:ari,True,True
5169,288,3,movement,fiber loft,Fay,talk,rest after rain,v60:fay:missed_greeting:d288:s03,missed greeting,state observed without history rewrite,ssrm:v60:snapshot:d288:t05169,audit:v60:tick:05169:resident:fay,True,True
5170,288,4,bounded conversation,west hearth,Milo,offer_help,recover focus,v60:milo:care_favor:d288:s04,care favor,trust/debt/schedule changed visibly,ssrm:v60:snapshot:d288:t05170,audit:v60:tick:05170:resident:milo,True,True
5171,288,5,schedule/debt,river gate,Sera,return_tool,repair awning,v60:sera:route_warning:d288:s05,route warning,trust/debt/schedule changed visibly,ssrm:v60:snapshot:d288:t05171,audit:v60:tick:05171:resident:sera,True,True
5172,288,6,offscreen,arrival court,Tovan,inspect_memory,sort herbs,v60:tovan:tool_loan:d288:s06,tool loan,state observed without history rewrite,ssrm:v60:snapshot:d288:t05172,audit:v60:tick:05172:resident:tovan,True,True
5173,288,7,consequence,tool alcove,Nia,enter,carry water,v60:nia:water_carry:d288:s07,water carry,state observed without history rewrite,ssrm:v60:snapshot:d288:t05173,audit:v60:tick:05173:resident:nia,True,True
5174,288,8,save/restore,rain court,Ari,talk,dry cloaks,v60:ari:repair_promise:d288:s08,repair promise,state observed without history rewrite,ssrm:v60:snapshot:d288:t05174,audit:v60:tick:05174:resident:ari,True,True
5175,288,9,audit replay,fiber loft,Fay,offer_help,map safe route,v60:fay:missed_greeting:d288:s09,missed greeting,trust/debt/schedule changed visibly,ssrm:v60:snapshot:d288:t05175,audit:v60:tick:05175:resident:fay,True,True
5176,288,10,arrival,west hearth,Milo,return_tool,rest after rain,v60:milo:care_favor:d288:s10,care favor,trust/debt/schedule changed visibly,ssrm:v60:snapshot:d288:t05176,audit:v60:tick:05176:resident:milo,True,True
5177,288,11,movement,river gate,Sera,inspect_memory,recover focus,v60:sera:route_warning:d288:s11,route warning,state observed without history rewrite,ssrm:v60:snapshot:d288:t05177,audit:v60:tick:05177:resident:sera,True,True
5178,288,12,bounded conversation,arrival court,Tovan,enter,repair awning,v60:tovan:tool_loan:d288:s12,tool loan,state observed without history rewrite,ssrm:v60:snapshot:d288:t05178,audit:v60:tick:05178:resident:tovan,True,True
5179,288,13,schedule/debt,tool alcove,Nia,talk,sort herbs,v60:nia:water_carry:d288:s13,water carry,state observed without history rewrite,ssrm:v60:snapshot:d288:t05179,audit:v60:tick:05179:resident:nia,True,True
5180,288,14,offscreen,rain court,Ari,offer_help,carry water,v60:ari:repair_promise:d288:s14,repair promise,trust/debt/schedule changed visibly,ssrm:v60:snapshot:d288:t05180,audit:v60:tick:05180:resident:ari,True,True
5181,288,15,consequence,fiber loft,Fay,return_tool,dry cloaks,v60:fay:missed_greeting:d288:s15,missed greeting,trust/debt/schedule changed visibly,ssrm:v60:snapshot:d288:t05181,audit:v60:tick:05181:resident:fay,True,True
5182,288,16,save/restore,west hearth,Milo,inspect_memory,map safe route,v60:milo:care_favor:d288:s16,care favor,state observed without history rewrite,ssrm:v60:snapshot:d288:t05182,audit:v60:tick:05182:resident:milo,True,True
5183,288,17,audit replay,river gate,Sera,enter,rest after rain,v60:sera:route_warning:d288:s17,route warning,state observed without history rewrite,ssrm:v60:snapshot:d288:t05183,audit:v60:tick:05183:resident:sera,True,True
5184,289,0,movement,tool alcove,Tovan,offer_help,repair awning,v60:tovan:water_carry:d289:s00,water carry,trust/debt/schedule changed visibly,ssrm:v60:snapshot:d289:t05184,audit:v60:tick:05184:resident:tovan,True,True
5185,289,1,bounded conversation,rain court,Nia,return_tool,sort herbs,v60:nia:repair_promise:d289:s01,repair promise,trust/debt/schedule changed visibly,ssrm:v60:snapshot:d289:t05185,audit:v60:tick:05185:resident:nia,True,True
5186,289,2,schedule/debt,fiber loft,Ari,inspect_memory,carry water,v60:ari:missed_greeting:d289:s02,missed greeting,state observed without history rewrite,ssrm:v60:snapshot:d289:t05186,audit:v60:tick:05186:resident:ari,True,True
5187,289,3,offscreen,west hearth,Fay,enter,dry cloaks,v60:fay:care_favor:d289:s03,care favor,state observed without history rewrite,ssrm:v60:snapshot:d289:t05187,audit:v60:tick:05187:resident:fay,True,True
5188,289,4,consequence,river gate,Milo,talk,map safe route,v60:milo:route_warning:d289:s04,route warning,state observed without history rewrite,ssrm:v60:snapshot:d289:t05188,audit:v60:tick:05188:resident:milo,True,True
5189,289,5,save/restore,arrival court,Sera,offer_help,rest after rain,v60:sera:tool_loan:d289:s05,tool loan,trust/debt/schedule changed visibly,ssrm:v60:snapshot:d289:t05189,audit:v60:tick:05189:resident:sera,True,True
5190,289,6,audit replay,tool alcove,Tovan,return_tool,recover focus,v60:tovan:water_carry:d289:s06,water carry,trust/debt/schedule changed visibly,ssrm:v60:snapshot:d289:t05190,audit:v60:tick:05190:resident:tovan,True,True
5191,289,7,arrival,rain court,Nia,inspect_memory,repair awning,v60:nia:repair_promise:d289:s07,repair promise,state observed without history rewrite,ssrm:v60:snapshot:d289:t05191,audit:v60:tick:05191:resident:nia,True,True
5192,289,8,movement,fiber loft,Ari,enter,sort herbs,v60:ari:missed_greeting:d289:s08,missed greeting,state observed without history rewrite,ssrm:v60:snapshot:d289:t05192,audit:v60:tick:05192:resident:ari,True,True
5193,289,9,bounded conversation,west hearth,Fay,talk,carry water,v60:fay:care_favor:d289:s09,care favor,state observed without history rewrite,ssrm:v60:snapshot:d289:t05193,audit:v60:tick:05193:resident:fay,True,True
5194,289,10,schedule/debt,river gate,Milo,offer_help,dry cloaks,v60:milo:route_warning:d289:s10,route warning,trust/debt/schedule changed visibly,ssrm:v60:snapshot:d289:t05194,audit:v60:tick:05194:resident:milo,True,True
5195,289,11,offscreen,arrival court,Sera,return_tool,map safe route,v60:sera:tool_loan:d289:s11,tool loan,trust/debt/schedule changed visibly,ssrm:v60:snapshot:d289:t05195,audit:v60:tick:05195:resident:sera,True,True
5196,289,12,consequence,tool alcove,Tovan,inspect_memory,rest after rain,v60:tovan:water_carry:d289:s12,water carry,state observed without history rewrite,ssrm:v60:snapshot:d289:t05196,audit:v60:tick:05196:resident:tovan,True,True
5197,289,13,save/restore,rain court,Nia,enter,recover focus,v60:nia:repair_promise:d289:s13,repair promise,state observed without history rewrite,ssrm:v60:snapshot:d289:t05197,audit:v60:tick:05197:resident:nia,True,True
5198,289,14,audit replay,fiber loft,Ari,talk,repair awning,v60:ari:missed_greeting:d289:s14,missed greeting,state observed without history rewrite,ssrm:v60:snapshot:d289:t05198,audit:v60:tick:05198:resident:ari,True,True
5199,289,15,arrival,west hearth,Fay,offer_help,sort herbs,v60:fay:care_favor:d289:s15,care favor,trust/debt/schedule changed visibly,ssrm:v60:snapshot:d289:t05199,audit:v60:tick:05199:resident:fay,True,True
5200,289,16,movement,river gate,Milo,return_tool,carry water,v60:milo:route_warning:d289:s16,route warning,trust/debt/schedule changed visibly,ssrm:v60:snapshot:d289:t05200,audit:v60:tick:05200:resident:milo,True,True
5201,289,17,bounded conversation,arrival court,Sera,inspect_memory,dry cloaks,v60:sera:tool_loan:d289:s17,tool loan,state observed without history rewrite,ssrm:v60:snapshot:d289:t05201,audit:v60:tick:05201:resident:sera,True,True
5202,290,0,offscreen,rain court,Tovan,talk,rest after rain,v60:tovan:repair_promise:d290:s00,repair promise,state observed without history rewrite,ssrm:v60:snapshot:d290:t05202,audit:v60:tick:05202:resident:tovan,True,True
5203,290,1,consequence,fiber loft,Nia,offer_help,recover focus,v60:nia:missed_greeting:d290:s01,missed greeting,trust/debt/schedule changed visibly,ssrm:v60:snapshot:d290:t05203,audit:v60:tick:05203:resident:nia,True,True
5204,290,2,save/restore,west hearth,Ari,return_tool,repair awning,v60:ari:care_favor:d290:s02,care favor,trust/debt/schedule changed visibly,ssrm:v60:snapshot:d290:t05204,audit:v60:tick:05204:resident:ari,True,True
5205,290,3,audit replay,river gate,Fay,inspect_memory,sort herbs,v60:fay:route_warning:d290:s03,route warning,state observed without history rewrite,ssrm:v60:snapshot:d290:t05205,audit:v60:tick:05205:resident:fay,True,True
5206,290,4,arrival,arrival court,Milo,enter,carry water,v60:milo:tool_loan:d290:s04,tool loan,state observed without history rewrite,ssrm:v60:snapshot:d290:t05206,audit:v60:tick:05206:resident:milo,True,True
5207,290,5,movement,tool alcove,Sera,talk,dry cloaks,v60:sera:water_carry:d290:s05,water carry,state observed without history rewrite,ssrm:v60:snapshot:d290:t05207,audit:v60:tick:05207:resident:sera,True,True
5208,290,6,bounded conversation,rain court,Tovan,offer_help,map safe route,v60:tovan:repair_promise:d290:s06,repair promise,trust/debt/schedule changed visibly,ssrm:v60:snapshot:d290:t05208,audit:v60:tick:05208:resident:tovan,True,True
5209,290,7,schedule/debt,fiber loft,Nia,return_tool,rest after rain,v60:nia:missed_greeting:d290:s07,missed greeting,trust/debt/schedule changed visibly,ssrm:v60:snapshot:d290:t05209,audit:v60:tick:05209:resident:nia,True,True
5210,290,8,offscreen,west hearth,Ari,inspect_memory,recover focus,v60:ari:care_favor:d290:s08,care favor,state observed without history rewrite,ssrm:v60:snapshot:d290:t05210,audit:v60:tick:05210:resident:ari,True,True
5211,290,9,consequence,river gate,Fay,enter,repair awning,v60:fay:route_warning:d290:s09,route warning,state observed without history rewrite,ssrm:v60:snapshot:d290:t05211,audit:v60:tick:05211:resident:fay,True,True
5212,290,10,save/restore,arrival court,Milo,talk,sort herbs,v60:milo:tool_loan:d290:s10,tool loan,state observed without history rewrite,ssrm:v60:snapshot:d290:t05212,audit:v60:tick:05212:resident:milo,True,True
5213,290,11,audit replay,tool alcove,Sera,offer_help,carry water,v60:sera:water_carry:d290:s11,water carry,trust/debt/schedule changed visibly,ssrm:v60:snapshot:d290:t05213,audit:v60:tick:05213:resident:sera,True,True
5214,290,12,arrival,rain court,Tovan,return_tool,dry cloaks,v60:tovan:repair_promise:d290:s12,repair promise,trust/debt/schedule changed visibly,ssrm:v60:snapshot:d290:t05214,audit:v60:tick:05214:resident:tovan,True,True
5215,290,13,movement,fiber loft,Nia,inspect_memory,map safe route,v60:nia:missed_greeting:d290:s13,missed greeting,state observed without history rewrite,ssrm:v60:snapshot:d290:t05215,audit:v60:tick:05215:resident:nia,True,True
5216,290,14,bounded conversation,west hearth,Ari,enter,rest after rain,v60:ari:care_favor:d290:s14,care favor,state observed without history rewrite,ssrm:v60:snapshot:d290:t05216,audit:v60:tick:05216:resident:ari,True,True
5217,290,15,schedule/debt,river gate,Fay,talk,recover focus,v60:fay:route_warning:d290:s15,route warning,state observed without history rewrite,ssrm:v60:snapshot:d290:t05217,audit:v60:tick:05217:resident:fay,True,True
5218,290,16,offscreen,arrival court,Milo,offer_help,repair awning,v60:milo:tool_loan:d290:s16,tool loan,trust/debt/schedule changed visibly,ssrm:v60:snapshot:d290:t05218,audit:v60:tick:05218:resident:milo,True,True
5219,290,17,consequence,tool alcove,Sera,return_tool,sort herbs,v60:sera:water_carry:d290:s17,water carry,trust/debt/schedule changed visibly,ssrm:v60:snapshot:d290:t05219,audit:v60:tick:05219:resident:sera,True,True
5220,291,0,audit replay,fiber loft,Tovan,enter,dry cloaks,v60:tovan:missed_greeting:d291:s00,missed greeting,state observed without history rewrite,ssrm:v60:snapshot:d291:t05220,audit:v60:tick:05220:resident:tovan,True,True
5221,291,1,arrival,west hearth,Nia,talk,map safe route,v60:nia:care_favor:d291:s01,care favor,state observed without history rewrite,ssrm:v60:snapshot:d291:t05221,audit:v60:tick:05221:resident:nia,True,True
5222,291,2,movement,river gate,Ari,offer_help,rest after rain,v60:ari:route_warning:d291:s02,route warning,trust/debt/schedule changed visibly,ssrm:v60:snapshot:d291:t05222,audit:v60:tick:05222:resident:ari,True,True
5223,291,3,bounded conversation,arrival court,Fay,return_tool,recover focus,v60:fay:tool_loan:d291:s03,tool loan,trust/debt/schedule changed visibly,ssrm:v60:snapshot:d291:t05223,audit:v60:tick:05223:resident:fay,True,True
5224,291,4,schedule/debt,tool alcove,Milo,inspect_memory,repair awning,v60:milo:water_carry:d291:s04,water carry,state observed without history rewrite,ssrm:v60:snapshot:d291:t05224,audit:v60:tick:05224:resident:milo,True,True
5225,291,5,offscreen,rain court,Sera,enter,sort herbs,v60:sera:repair_promise:d291:s05,repair promise,state observed without history rewrite,ssrm:v60:snapshot:d291:t05225,audit:v60:tick:05225:resident:sera,True,True
5226,291,6,consequence,fiber loft,Tovan,talk,carry water,v60:tovan:missed_greeting:d291:s06,missed greeting,state observed without history rewrite,ssrm:v60:snapshot:d291:t05226,audit:v60:tick:05226:resident:tovan,True,True
5227,291,7,save/restore,west hearth,Nia,offer_help,dry cloaks,v60:nia:care_favor:d291:s07,care favor,trust/debt/schedule changed visibly,ssrm:v60:snapshot:d291:t05227,audit:v60:tick:05227:resident:nia,True,True
5228,291,8,audit replay,river gate,Ari,return_tool,map safe route,v60:ari:route_warning:d291:s08,route warning,trust/debt/schedule changed visibly,ssrm:v60:snapshot:d291:t05228,audit:v60:tick:05228:resident:ari,True,True
5229,291,9,arrival,arrival court,Fay,inspect_memory,rest after rain,v60:fay:tool_loan:d291:s09,tool loan,state observed without history rewrite,ssrm:v60:snapshot:d291:t05229,audit:v60:tick:05229:resident:fay,True,True
5230,291,10,movement,tool alcove,Milo,enter,recover focus,v60:milo:water_carry:d291:s10,water carry,state observed without history rewrite,ssrm:v60:snapshot:d291:t05230,audit:v60:tick:05230:resident:milo,True,True
5231,291,11,bounded conversation,rain court,Sera,talk,repair awning,v60:sera:repair_promise:d291:s11,repair promise,state observed without history rewrite,ssrm:v60:snapshot:d291:t05231,audit:v60:tick:05231:resident:sera,True,True
5232,291,12,schedule/debt,fiber loft,Tovan,offer_help,sort herbs,v60:tovan:missed_greeting:d291:s12,missed greeting,trust/debt/schedule changed visibly,ssrm:v60:snapshot:d291:t05232,audit:v60:tick:05232:resident:tovan,True,True
5233,291,13,offscreen,west hearth,Nia,return_tool,carry water,v60:nia:care_favor:d291:s13,care favor,trust/debt/schedule changed visibly,ssrm:v60:snapshot:d291:t05233,audit:v60:tick:05233:resident:nia,True,True
5234,291,14,consequence,river gate,Ari,inspect_memory,dry cloaks,v60:ari:route_warning:d291:s14,route warning,state observed without history rewrite,ssrm:v60:snapshot:d291:t05234,audit:v60:tick:05234:resident:ari,True,True
5235,291,15,save/restore,arrival court,Fay,enter,map safe route,v60:fay:tool_loan:d291:s15,tool loan,state observed without history rewrite,ssrm:v60:snapshot:d291:t05235,audit:v60:tick:05235:resident:fay,True,True
5236,291,16,audit replay,tool alcove,Milo,talk,rest after rain,v60:milo:water_carry:d291:s16,water carry,state observed without history rewrite,ssrm:v60:snapshot:d291:t05236,audit:v60:tick:05236:resident:milo,True,True
5237,291,17,arrival,rain court,Sera,offer_help,recover focus,v60:sera:repair_promise:d291:s17,repair promise,trust/debt/schedule changed visibly,ssrm:v60:snapshot:d291:t05237,audit:v60:tick:05237:resident:sera,True,True
5238,292,0,bounded conversation,west hearth,Tovan,inspect_memory,sort herbs,v60:tovan:care_favor:d292:s00,care favor,state observed without history rewrite,ssrm:v60:snapshot:d292:t05238,audit:v60:tick:05238:resident:tovan,True,True
5239,292,1,schedule/debt,river gate,Nia,enter,carry water,v60:nia:route_warning:d292:s01,route warning,state observed without history rewrite,ssrm:v60:snapshot:d292:t05239,audit:v60:tick:05239:resident:nia,True,True
5240,292,2,offscreen,arrival court,Ari,talk,dry cloaks,v60:ari:tool_loan:d292:s02,tool loan,state observed without history rewrite,ssrm:v60:snapshot:d292:t05240,audit:v60:tick:05240:resident:ari,True,True
5241,292,3,consequence,tool alcove,Fay,offer_help,map safe route,v60:fay:water_carry:d292:s03,water carry,trust/debt/schedule changed visibly,ssrm:v60:snapshot:d292:t05241,audit:v60:tick:05241:resident:fay,True,True
5242,292,4,save/restore,rain court,Milo,return_tool,rest after rain,v60:milo:repair_promise:d292:s04,repair promise,trust/debt/schedule changed visibly,ssrm:v60:snapshot:d292:t05242,audit:v60:tick:05242:resident:milo,True,True
5243,292,5,audit replay,fiber loft,Sera,inspect_memory,recover focus,v60:sera:missed_greeting:d292:s05,missed greeting,state observed without history rewrite,ssrm:v60:snapshot:d292:t05243,audit:v60:tick:05243:resident:sera,True,True
