tick_id,day,settlement_id,negotiator_a,negotiator_b,witness_id,object_id,avatar_state,topic,negotiation_round,terms_before,terms_after,outcome,continued_during_avatar_absence,visible_negotiation_trace,private_workspace_sealed
2641,147,orchard,Mara,Pim,Suf,seed satchel,choose_repay,resource loan,440,due:137 holder:Pim,due:137 holder:Pim,avatar-present negotiation observed,False,True,True
2642,147,repair_ring,Vale,Wren,Juno,copper wire,choose_ignore,craft loan,440,due:147 holder:Juno,due:147 holder:Juno,terms reviewed without avatar,True,True,True
2643,147,riverbend,Nox,Ari,Lio,binding cord,offer_return_help,repair loan,440,due:145 holder:Lio,due:145 holder:Lio,avatar-present negotiation observed,False,True,True
2644,147,roofward,Fay,Sera,Orr,shade cloth,choose_repay,care loan,440,due:143 holder:Orr,due:143 holder:Orr,terms reviewed without avatar,True,True,True
2645,147,archive,Toma,Vell,Rin,signal spool,choose_ignore,memory loan,440,due:132 holder:Vell,due:132 holder:Vell,terms reviewed without avatar,True,True,True
2646,148,orchard,Ivo,Mara,Pim,seed satchel,offer_return_help,resource loan,441,due:137 holder:Pim,due:137 holder:Pim,terms reviewed without avatar,True,True,True
2647,148,repair_ring,Pax,Vale,Wren,copper wire,choose_repay,craft loan,441,due:147 holder:Juno,due:147 holder:Juno,avatar-present negotiation observed,False,True,True
2648,148,riverbend,Cee,Nox,Ari,binding cord,listen_later,repair loan,441,due:145 holder:Lio,due:145 holder:Lio,terms reviewed without avatar,True,True,True
2649,148,roofward,Bex,Fay,Sera,shade cloth,offer_return_help,care loan,441,due:143 holder:Orr,due:143 holder:Orr,avatar-present negotiation observed,False,True,True
2650,148,archive,Nia,Toma,Vell,signal spool,choose_repay,memory loan,441,due:132 holder:Vell,due:132 holder:Vell,terms reviewed without avatar,True,True,True
2651,148,signal,Ren,Kesh,Oda,oil lantern,choose_ignore,signal loan,441,due:139 holder:Oda,due:151 holder:Oda,late loan renegotiated without avatar,True,True,True
2652,148,orchard,Pim,Suf,Ivo,dry cord,absent,repair loan,442,due:149 holder:Mara,due:149 holder:Mara,terms reviewed without avatar,True,True,True
2653,148,repair_ring,Wren,Juno,Pax,cool cloth,listen_later,care loan,442,due:147 holder:Vale,due:147 holder:Vale,terms reviewed without avatar,True,True,True
2654,148,riverbend,Ari,Lio,Cee,cedar plank,choose_ignore,repair loan,442,due:145 holder:Lio,due:145 holder:Lio,terms reviewed without avatar,True,True,True
2655,148,roofward,Sera,Orr,Bex,herb ledger,absent,memory loan,442,due:143 holder:Bex,due:143 holder:Bex,terms reviewed without avatar,True,True,True
2656,148,archive,Vell,Rin,Nia,memory tag,listen_later,archive loan,442,due:141 holder:Toma,due:141 holder:Toma,terms reviewed without avatar,True,True,True
2657,148,signal,Oda,Milo,Ren,wind wrap,offer_return_help,care loan,442,due:148 holder:Kesh,due:148 holder:Kesh,avatar-present negotiation observed,False,True,True
2658,148,orchard,Ivo,Mara,Pim,seed satchel,choose_repay,resource loan,443,due:137 holder:Pim,due:137 holder:Pim,terms reviewed without avatar,True,True,True
2659,148,repair_ring,Pax,Vale,Wren,copper wire,choose_ignore,craft loan,443,due:147 holder:Juno,due:147 holder:Juno,terms reviewed without avatar,True,True,True
2660,148,riverbend,Cee,Nox,Ari,binding cord,offer_return_help,repair loan,443,due:145 holder:Lio,due:145 holder:Lio,terms reviewed without avatar,True,True,True
2661,148,roofward,Bex,Fay,Sera,shade cloth,choose_repay,care loan,443,due:143 holder:Orr,due:143 holder:Orr,avatar-present negotiation observed,False,True,True
2662,148,archive,Nia,Toma,Vell,signal spool,choose_ignore,memory loan,443,due:132 holder:Vell,due:150 holder:Vell,late loan renegotiated without avatar,True,True,True
2663,148,signal,Ren,Kesh,Oda,oil lantern,absent,signal loan,443,due:151 holder:Oda,due:151 holder:Oda,terms reviewed without avatar,True,True,True
2664,149,repair_ring,Juno,Pax,Vale,copper wire,choose_repay,craft loan,444,due:147 holder:Juno,due:147 holder:Juno,terms reviewed without avatar,True,True,True
2665,149,riverbend,Lio,Cee,Nox,binding cord,listen_later,repair loan,444,due:145 holder:Lio,due:145 holder:Lio,terms reviewed without avatar,True,True,True
2666,149,roofward,Orr,Bex,Fay,shade cloth,offer_return_help,care loan,444,due:143 holder:Orr,due:143 holder:Orr,terms reviewed without avatar,True,True,True
2667,149,archive,Rin,Nia,Toma,signal spool,choose_repay,memory loan,444,due:150 holder:Vell,due:150 holder:Vell,avatar-present negotiation observed,False,True,True
2668,149,signal,Milo,Ren,Kesh,oil lantern,choose_ignore,signal loan,444,due:151 holder:Oda,due:151 holder:Oda,terms reviewed without avatar,True,True,True
2669,149,orchard,Mara,Pim,Suf,dry cord,absent,repair loan,444,due:149 holder:Mara,due:149 holder:Mara,terms reviewed without avatar,True,True,True
2670,149,repair_ring,Vale,Wren,Juno,cool cloth,listen_later,care loan,445,due:147 holder:Vale,due:147 holder:Vale,terms reviewed without avatar,True,True,True
2671,149,riverbend,Nox,Ari,Lio,cedar plank,choose_ignore,repair loan,445,due:145 holder:Lio,due:145 holder:Lio,terms reviewed without avatar,True,True,True
2672,149,roofward,Fay,Sera,Orr,herb ledger,absent,memory loan,445,due:143 holder:Bex,due:143 holder:Bex,terms reviewed without avatar,True,True,True
2673,149,archive,Toma,Vell,Rin,memory tag,listen_later,archive loan,445,due:141 holder:Toma,due:150 holder:Toma,late loan renegotiated without avatar,True,True,True
2674,149,signal,Kesh,Oda,Milo,wind wrap,offer_return_help,care loan,445,due:148 holder:Kesh,due:148 holder:Kesh,terms reviewed without avatar,True,True,True
2675,149,orchard,Suf,Ivo,Mara,seed satchel,choose_repay,resource loan,445,due:137 holder:Pim,due:137 holder:Pim,avatar-present negotiation observed,False,True,True
2676,149,repair_ring,Juno,Pax,Vale,copper wire,choose_ignore,craft loan,446,due:147 holder:Juno,due:147 holder:Juno,terms reviewed without avatar,True,True,True
2677,149,riverbend,Lio,Cee,Nox,binding cord,offer_return_help,repair loan,446,due:145 holder:Lio,due:145 holder:Lio,avatar-present negotiation observed,False,True,True
2678,149,roofward,Orr,Bex,Fay,shade cloth,choose_repay,care loan,446,due:143 holder:Orr,due:143 holder:Orr,terms reviewed without avatar,True,True,True
2679,149,archive,Rin,Nia,Toma,signal spool,choose_ignore,memory loan,446,due:150 holder:Vell,due:150 holder:Vell,terms reviewed without avatar,True,True,True
2680,149,signal,Milo,Ren,Kesh,oil lantern,absent,signal loan,446,due:151 holder:Oda,due:151 holder:Oda,terms reviewed without avatar,True,True,True
2681,149,orchard,Mara,Pim,Suf,dry cord,listen_later,repair loan,446,due:149 holder:Mara,due:149 holder:Mara,terms reviewed without avatar,True,True,True
2682,150,riverbend,Ari,Lio,Cee,binding cord,listen_later,repair loan,447,due:145 holder:Lio,due:145 holder:Lio,terms reviewed without avatar,True,True,True
2683,150,roofward,Sera,Orr,Bex,shade cloth,offer_return_help,care loan,447,due:143 holder:Orr,due:143 holder:Orr,avatar-present negotiation observed,False,True,True
2684,150,archive,Vell,Rin,Nia,signal spool,choose_repay,memory loan,447,due:150 holder:Vell,due:150 holder:Vell,terms reviewed without avatar,True,True,True
2685,150,signal,Oda,Milo,Ren,oil lantern,choose_ignore,signal loan,447,due:151 holder:Oda,due:151 holder:Oda,terms reviewed without avatar,True,True,True
2686,150,orchard,Ivo,Mara,Pim,dry cord,absent,repair loan,447,due:149 holder:Mara,due:149 holder:Mara,terms reviewed without avatar,True,True,True
2687,150,repair_ring,Pax,Vale,Wren,cool cloth,listen_later,care loan,447,due:147 holder:Vale,due:147 holder:Vale,terms reviewed without avatar,True,True,True
2688,150,riverbend,Cee,Nox,Ari,cedar plank,choose_ignore,repair loan,448,due:145 holder:Lio,due:145 holder:Lio,terms reviewed without avatar,True,True,True
2689,150,roofward,Bex,Fay,Sera,herb ledger,absent,memory loan,448,due:143 holder:Bex,due:143 holder:Bex,terms reviewed without avatar,True,True,True
2690,150,archive,Nia,Toma,Vell,memory tag,listen_later,archive loan,448,due:150 holder:Toma,due:150 holder:Toma,terms reviewed without avatar,True,True,True
2691,150,signal,Ren,Kesh,Oda,wind wrap,offer_return_help,care loan,448,due:148 holder:Kesh,due:148 holder:Kesh,avatar-present negotiation observed,False,True,True
2692,150,orchard,Pim,Suf,Ivo,seed satchel,choose_repay,resource loan,448,due:137 holder:Pim,due:137 holder:Pim,terms reviewed without avatar,True,True,True
2693,150,repair_ring,Wren,Juno,Pax,copper wire,choose_ignore,craft loan,448,due:147 holder:Juno,due:147 holder:Juno,terms reviewed without avatar,True,True,True
2694,150,riverbend,Ari,Lio,Cee,binding cord,offer_return_help,repair loan,449,due:145 holder:Lio,due:145 holder:Lio,terms reviewed without avatar,True,True,True
2695,150,roofward,Sera,Orr,Bex,shade cloth,choose_repay,care loan,449,due:143 holder:Orr,due:143 holder:Orr,avatar-present negotiation observed,False,True,True
2696,150,archive,Vell,Rin,Nia,signal spool,choose_ignore,memory loan,449,due:150 holder:Vell,due:150 holder:Vell,terms reviewed without avatar,True,True,True
2697,150,signal,Oda,Milo,Ren,oil lantern,absent,signal loan,449,due:151 holder:Oda,due:151 holder:Oda,terms reviewed without avatar,True,True,True
2698,150,orchard,Ivo,Mara,Pim,dry cord,listen_later,repair loan,449,due:149 holder:Mara,due:149 holder:Mara,terms reviewed without avatar,True,True,True
2699,150,repair_ring,Pax,Vale,Wren,cool cloth,offer_return_help,care loan,449,due:147 holder:Vale,due:147 holder:Vale,avatar-present negotiation observed,False,True,True
2700,151,roofward,Fay,Sera,Orr,shade cloth,offer_return_help,care loan,450,due:143 holder:Orr,due:143 holder:Orr,terms reviewed without avatar,True,True,True
2701,151,archive,Toma,Vell,Rin,signal spool,choose_repay,memory loan,450,due:150 holder:Vell,due:150 holder:Vell,avatar-present negotiation observed,False,True,True
2702,151,signal,Kesh,Oda,Milo,oil lantern,choose_ignore,signal loan,450,due:151 holder:Oda,due:151 holder:Oda,terms reviewed without avatar,True,True,True
2703,151,orchard,Suf,Ivo,Mara,dry cord,absent,repair loan,450,due:149 holder:Mara,due:149 holder:Mara,terms reviewed without avatar,True,True,True
2704,151,repair_ring,Juno,Pax,Vale,cool cloth,listen_later,care loan,450,due:147 holder:Vale,due:147 holder:Vale,terms reviewed without avatar,True,True,True
2705,151,riverbend,Lio,Cee,Nox,cedar plank,choose_ignore,repair loan,450,due:145 holder:Lio,due:145 holder:Lio,terms reviewed without avatar,True,True,True
2706,151,roofward,Orr,Bex,Fay,herb ledger,absent,memory loan,451,due:143 holder:Bex,due:152 holder:Bex,late loan renegotiated without avatar,True,True,True
2707,151,archive,Rin,Nia,Toma,memory tag,listen_later,archive loan,451,due:150 holder:Toma,due:150 holder:Toma,terms reviewed without avatar,True,True,True
2708,151,signal,Milo,Ren,Kesh,wind wrap,offer_return_help,care loan,451,due:148 holder:Kesh,due:148 holder:Kesh,terms reviewed without avatar,True,True,True
2709,151,orchard,Mara,Pim,Suf,seed satchel,choose_repay,resource loan,451,due:137 holder:Pim,due:137 holder:Pim,avatar-present negotiation observed,False,True,True
2710,151,repair_ring,Vale,Wren,Juno,copper wire,choose_ignore,craft loan,451,due:147 holder:Juno,due:147 holder:Juno,terms reviewed without avatar,True,True,True
2711,151,riverbend,Nox,Ari,Lio,binding cord,offer_return_help,repair loan,451,due:145 holder:Lio,due:145 holder:Lio,avatar-present negotiation observed,False,True,True
2712,151,roofward,Fay,Sera,Orr,shade cloth,choose_repay,care loan,452,due:143 holder:Orr,due:143 holder:Orr,terms reviewed without avatar,True,True,True
2713,151,archive,Toma,Vell,Rin,signal spool,choose_ignore,memory loan,452,due:150 holder:Vell,due:150 holder:Vell,terms reviewed without avatar,True,True,True
2714,151,signal,Kesh,Oda,Milo,oil lantern,absent,signal loan,452,due:151 holder:Oda,due:151 holder:Oda,terms reviewed without avatar,True,True,True
2715,151,orchard,Suf,Ivo,Mara,dry cord,listen_later,repair loan,452,due:149 holder:Mara,due:149 holder:Mara,terms reviewed without avatar,True,True,True
2716,151,repair_ring,Juno,Pax,Vale,cool cloth,offer_return_help,care loan,452,due:147 holder:Vale,due:147 holder:Vale,terms reviewed without avatar,True,True,True
2717,151,riverbend,Lio,Cee,Nox,cedar plank,absent,repair loan,452,due:145 holder:Lio,due:154 holder:Lio,late loan renegotiated without avatar,True,True,True
2718,152,archive,Nia,Toma,Vell,signal spool,choose_repay,memory loan,453,due:150 holder:Vell,due:150 holder:Vell,terms reviewed without avatar,True,True,True
2719,152,signal,Ren,Kesh,Oda,oil lantern,choose_ignore,signal loan,453,due:151 holder:Oda,due:151 holder:Oda,terms reviewed without avatar,True,True,True
2720,152,orchard,Pim,Suf,Ivo,dry cord,absent,repair loan,453,due:149 holder:Mara,due:149 holder:Mara,terms reviewed without avatar,True,True,True
2721,152,repair_ring,Wren,Juno,Pax,cool cloth,listen_later,care loan,453,due:147 holder:Vale,due:147 holder:Vale,terms reviewed without avatar,True,True,True
2722,152,riverbend,Ari,Lio,Cee,cedar plank,choose_ignore,repair loan,453,due:154 holder:Lio,due:154 holder:Lio,terms reviewed without avatar,True,True,True
2723,152,roofward,Sera,Orr,Bex,herb ledger,absent,memory loan,453,due:152 holder:Bex,due:152 holder:Bex,terms reviewed without avatar,True,True,True
2724,152,archive,Vell,Rin,Nia,memory tag,listen_later,archive loan,454,due:150 holder:Toma,due:150 holder:Toma,terms reviewed without avatar,True,True,True
2725,152,signal,Oda,Milo,Ren,wind wrap,offer_return_help,care loan,454,due:148 holder:Kesh,due:148 holder:Kesh,avatar-present negotiation observed,False,True,True
2726,152,orchard,Ivo,Mara,Pim,seed satchel,choose_repay,resource loan,454,due:137 holder:Pim,due:137 holder:Pim,terms reviewed without avatar,True,True,True
2727,152,repair_ring,Pax,Vale,Wren,copper wire,choose_ignore,craft loan,454,due:147 holder:Juno,due:147 holder:Juno,terms reviewed without avatar,True,True,True
2728,152,riverbend,Cee,Nox,Ari,binding cord,offer_return_help,repair loan,454,due:145 holder:Lio,due:154 holder:Lio,late loan renegotiated without avatar,True,True,True
2729,152,roofward,Bex,Fay,Sera,shade cloth,choose_repay,care loan,454,due:143 holder:Orr,due:143 holder:Orr,avatar-present negotiation observed,False,True,True
2730,152,archive,Nia,Toma,Vell,signal spool,choose_ignore,memory loan,455,due:150 holder:Vell,due:150 holder:Vell,terms reviewed without avatar,True,True,True
2731,152,signal,Ren,Kesh,Oda,oil lantern,absent,signal loan,455,due:151 holder:Oda,due:151 holder:Oda,terms reviewed without avatar,True,True,True
2732,152,orchard,Pim,Suf,Ivo,dry cord,listen_later,repair loan,455,due:149 holder:Mara,due:149 holder:Mara,terms reviewed without avatar,True,True,True
2733,152,repair_ring,Wren,Juno,Pax,cool cloth,offer_return_help,care loan,455,due:147 holder:Vale,due:147 holder:Vale,avatar-present negotiation observed,False,True,True
2734,152,riverbend,Ari,Lio,Cee,cedar plank,absent,repair loan,455,due:154 holder:Lio,due:154 holder:Lio,terms reviewed without avatar,True,True,True
2735,152,roofward,Sera,Orr,Bex,herb ledger,listen_later,memory loan,455,due:152 holder:Bex,due:152 holder:Bex,terms reviewed without avatar,True,True,True
2736,153,signal,Milo,Ren,Kesh,oil lantern,choose_ignore,signal loan,456,due:151 holder:Oda,due:151 holder:Oda,terms reviewed without avatar,True,True,True
2737,153,orchard,Mara,Pim,Suf,dry cord,absent,repair loan,456,due:149 holder:Mara,due:149 holder:Mara,terms reviewed without avatar,True,True,True
2738,153,repair_ring,Vale,Wren,Juno,cool cloth,listen_later,care loan,456,due:147 holder:Vale,due:147 holder:Vale,terms reviewed without avatar,True,True,True
2739,153,riverbend,Nox,Ari,Lio,cedar plank,choose_ignore,repair loan,456,due:154 holder:Lio,due:154 holder:Lio,terms reviewed without avatar,True,True,True
2740,153,roofward,Fay,Sera,Orr,herb ledger,absent,memory loan,456,due:152 holder:Bex,due:152 holder:Bex,terms reviewed without avatar,True,True,True
2741,153,archive,Toma,Vell,Rin,memory tag,listen_later,archive loan,456,due:150 holder:Toma,due:150 holder:Toma,terms reviewed without avatar,True,True,True
2742,153,signal,Kesh,Oda,Milo,wind wrap,offer_return_help,care loan,457,due:148 holder:Kesh,due:148 holder:Kesh,terms reviewed without avatar,True,True,True
2743,153,orchard,Suf,Ivo,Mara,seed satchel,choose_repay,resource loan,457,due:137 holder:Pim,due:137 holder:Pim,avatar-present negotiation observed,False,True,True
2744,153,repair_ring,Juno,Pax,Vale,copper wire,choose_ignore,craft loan,457,due:147 holder:Juno,due:147 holder:Juno,terms reviewed without avatar,True,True,True
2745,153,riverbend,Lio,Cee,Nox,binding cord,offer_return_help,repair loan,457,due:154 holder:Lio,due:154 holder:Lio,avatar-present negotiation observed,False,True,True
2746,153,roofward,Orr,Bex,Fay,shade cloth,choose_repay,care loan,457,due:143 holder:Orr,due:143 holder:Orr,terms reviewed without avatar,True,True,True
2747,153,archive,Rin,Nia,Toma,signal spool,choose_ignore,memory loan,457,due:150 holder:Vell,due:150 holder:Vell,terms reviewed without avatar,True,True,True
2748,153,signal,Milo,Ren,Kesh,oil lantern,absent,signal loan,458,due:151 holder:Oda,due:151 holder:Oda,terms reviewed without avatar,True,True,True
2749,153,orchard,Mara,Pim,Suf,dry cord,listen_later,repair loan,458,due:149 holder:Mara,due:149 holder:Mara,terms reviewed without avatar,True,True,True
2750,153,repair_ring,Vale,Wren,Juno,cool cloth,offer_return_help,care loan,458,due:147 holder:Vale,due:156 holder:Vale,late loan renegotiated without avatar,True,True,True
2751,153,riverbend,Nox,Ari,Lio,cedar plank,absent,repair loan,458,due:154 holder:Lio,due:154 holder:Lio,terms reviewed without avatar,True,True,True
2752,153,roofward,Fay,Sera,Orr,herb ledger,listen_later,memory loan,458,due:152 holder:Bex,due:152 holder:Bex,terms reviewed without avatar,True,True,True
2753,153,archive,Toma,Vell,Rin,memory tag,offer_return_help,archive loan,458,due:150 holder:Toma,due:150 holder:Toma,avatar-present negotiation observed,False,True,True
2754,154,orchard,Ivo,Mara,Pim,dry cord,absent,repair loan,459,due:149 holder:Mara,due:149 holder:Mara,terms reviewed without avatar,True,True,True
2755,154,repair_ring,Pax,Vale,Wren,cool cloth,listen_later,care loan,459,due:156 holder:Vale,due:156 holder:Vale,terms reviewed without avatar,True,True,True
2756,154,riverbend,Cee,Nox,Ari,cedar plank,choose_ignore,repair loan,459,due:154 holder:Lio,due:154 holder:Lio,terms reviewed without avatar,True,True,True
2757,154,roofward,Bex,Fay,Sera,herb ledger,absent,memory loan,459,due:152 holder:Bex,due:152 holder:Bex,terms reviewed without avatar,True,True,True
2758,154,archive,Nia,Toma,Vell,memory tag,listen_later,archive loan,459,due:150 holder:Toma,due:150 holder:Toma,terms reviewed without avatar,True,True,True
2759,154,signal,Ren,Kesh,Oda,wind wrap,offer_return_help,care loan,459,due:148 holder:Kesh,due:148 holder:Kesh,avatar-present negotiation observed,False,True,True
2760,154,orchard,Pim,Suf,Ivo,seed satchel,choose_repay,resource loan,460,due:137 holder:Pim,due:137 holder:Pim,terms reviewed without avatar,True,True,True
2761,154,repair_ring,Wren,Juno,Pax,copper wire,choose_ignore,craft loan,460,due:147 holder:Juno,due:156 holder:Juno,late loan renegotiated without avatar,True,True,True
2762,154,riverbend,Ari,Lio,Cee,binding cord,offer_return_help,repair loan,460,due:154 holder:Lio,due:154 holder:Lio,terms reviewed without avatar,True,True,True
2763,154,roofward,Sera,Orr,Bex,shade cloth,choose_repay,care loan,460,due:143 holder:Orr,due:143 holder:Orr,avatar-present negotiation observed,False,True,True
2764,154,archive,Vell,Rin,Nia,signal spool,choose_ignore,memory loan,460,due:150 holder:Vell,due:150 holder:Vell,terms reviewed without avatar,True,True,True
2765,154,signal,Oda,Milo,Ren,oil lantern,absent,signal loan,460,due:151 holder:Oda,due:151 holder:Oda,terms reviewed without avatar,True,True,True
2766,154,orchard,Ivo,Mara,Pim,dry cord,listen_later,repair loan,461,due:149 holder:Mara,due:149 holder:Mara,terms reviewed without avatar,True,True,True
2767,154,repair_ring,Pax,Vale,Wren,cool cloth,offer_return_help,care loan,461,due:156 holder:Vale,due:156 holder:Vale,avatar-present negotiation observed,False,True,True
2768,154,riverbend,Cee,Nox,Ari,cedar plank,absent,repair loan,461,due:154 holder:Lio,due:154 holder:Lio,terms reviewed without avatar,True,True,True
2769,154,roofward,Bex,Fay,Sera,herb ledger,listen_later,memory loan,461,due:152 holder:Bex,due:152 holder:Bex,terms reviewed without avatar,True,True,True
2770,154,archive,Nia,Toma,Vell,memory tag,offer_return_help,archive loan,461,due:150 holder:Toma,due:150 holder:Toma,terms reviewed without avatar,True,True,True
2771,154,signal,Ren,Kesh,Oda,wind wrap,choose_repay,care loan,461,due:148 holder:Kesh,due:148 holder:Kesh,avatar-present negotiation observed,False,True,True
2772,155,repair_ring,Juno,Pax,Vale,cool cloth,listen_later,care loan,462,due:156 holder:Vale,due:156 holder:Vale,terms reviewed without avatar,True,True,True
2773,155,riverbend,Lio,Cee,Nox,cedar plank,choose_ignore,repair loan,462,due:154 holder:Lio,due:154 holder:Lio,terms reviewed without avatar,True,True,True
2774,155,roofward,Orr,Bex,Fay,herb ledger,absent,memory loan,462,due:152 holder:Bex,due:152 holder:Bex,terms reviewed without avatar,True,True,True
2775,155,archive,Rin,Nia,Toma,memory tag,listen_later,archive loan,462,due:150 holder:Toma,due:150 holder:Toma,terms reviewed without avatar,True,True,True
2776,155,signal,Milo,Ren,Kesh,wind wrap,offer_return_help,care loan,462,due:148 holder:Kesh,due:148 holder:Kesh,terms reviewed without avatar,True,True,True
2777,155,orchard,Mara,Pim,Suf,seed satchel,choose_repay,resource loan,462,due:137 holder:Pim,due:137 holder:Pim,avatar-present negotiation observed,False,True,True
2778,155,repair_ring,Vale,Wren,Juno,copper wire,choose_ignore,craft loan,463,due:156 holder:Juno,due:156 holder:Juno,terms reviewed without avatar,True,True,True
2779,155,riverbend,Nox,Ari,Lio,binding cord,offer_return_help,repair loan,463,due:154 holder:Lio,due:154 holder:Lio,avatar-present negotiation observed,False,True,True
2780,155,roofward,Fay,Sera,Orr,shade cloth,choose_repay,care loan,463,due:143 holder:Orr,due:143 holder:Orr,terms reviewed without avatar,True,True,True
2781,155,archive,Toma,Vell,Rin,signal spool,choose_ignore,memory loan,463,due:150 holder:Vell,due:150 holder:Vell,terms reviewed without avatar,True,True,True
2782,155,signal,Kesh,Oda,Milo,oil lantern,absent,signal loan,463,due:151 holder:Oda,due:151 holder:Oda,terms reviewed without avatar,True,True,True
2783,155,orchard,Suf,Ivo,Mara,dry cord,listen_later,repair loan,463,due:149 holder:Mara,due:158 holder:Mara,late loan renegotiated without avatar,True,True,True
2784,155,repair_ring,Juno,Pax,Vale,cool cloth,offer_return_help,care loan,464,due:156 holder:Vale,due:156 holder:Vale,terms reviewed without avatar,True,True,True
2785,155,riverbend,Lio,Cee,Nox,cedar plank,absent,repair loan,464,due:154 holder:Lio,due:154 holder:Lio,terms reviewed without avatar,True,True,True
2786,155,roofward,Orr,Bex,Fay,herb ledger,listen_later,memory loan,464,due:152 holder:Bex,due:152 holder:Bex,terms reviewed without avatar,True,True,True
2787,155,archive,Rin,Nia,Toma,memory tag,offer_return_help,archive loan,464,due:150 holder:Toma,due:150 holder:Toma,avatar-present negotiation observed,False,True,True
2788,155,signal,Milo,Ren,Kesh,wind wrap,choose_repay,care loan,464,due:148 holder:Kesh,due:148 holder:Kesh,terms reviewed without avatar,True,True,True
2789,155,orchard,Mara,Pim,Suf,seed satchel,choose_ignore,resource loan,464,due:137 holder:Pim,due:137 holder:Pim,terms reviewed without avatar,True,True,True
2790,156,riverbend,Ari,Lio,Cee,cedar plank,choose_ignore,repair loan,465,due:154 holder:Lio,due:154 holder:Lio,terms reviewed without avatar,True,True,True
2791,156,roofward,Sera,Orr,Bex,herb ledger,absent,memory loan,465,due:152 holder:Bex,due:152 holder:Bex,terms reviewed without avatar,True,True,True
2792,156,archive,Vell,Rin,Nia,memory tag,listen_later,archive loan,465,due:150 holder:Toma,due:150 holder:Toma,terms reviewed without avatar,True,True,True
2793,156,signal,Oda,Milo,Ren,wind wrap,offer_return_help,care loan,465,due:148 holder:Kesh,due:148 holder:Kesh,avatar-present negotiation observed,False,True,True
2794,156,orchard,Ivo,Mara,Pim,seed satchel,choose_repay,resource loan,465,due:137 holder:Pim,due:158 holder:Pim,late loan renegotiated without avatar,True,True,True
2795,156,repair_ring,Pax,Vale,Wren,copper wire,choose_ignore,craft loan,465,due:156 holder:Juno,due:156 holder:Juno,terms reviewed without avatar,True,True,True
2796,156,riverbend,Cee,Nox,Ari,binding cord,offer_return_help,repair loan,466,due:154 holder:Lio,due:154 holder:Lio,terms reviewed without avatar,True,True,True
2797,156,roofward,Bex,Fay,Sera,shade cloth,choose_repay,care loan,466,due:143 holder:Orr,due:143 holder:Orr,avatar-present negotiation observed,False,True,True
2798,156,archive,Nia,Toma,Vell,signal spool,choose_ignore,memory loan,466,due:150 holder:Vell,due:150 holder:Vell,terms reviewed without avatar,True,True,True
2799,156,signal,Ren,Kesh,Oda,oil lantern,absent,signal loan,466,due:151 holder:Oda,due:151 holder:Oda,terms reviewed without avatar,True,True,True
2800,156,orchard,Pim,Suf,Ivo,dry cord,listen_later,repair loan,466,due:158 holder:Mara,due:158 holder:Mara,terms reviewed without avatar,True,True,True
2801,156,repair_ring,Wren,Juno,Pax,cool cloth,offer_return_help,care loan,466,due:156 holder:Vale,due:156 holder:Vale,avatar-present negotiation observed,False,True,True
2802,156,riverbend,Ari,Lio,Cee,cedar plank,absent,repair loan,467,due:154 holder:Lio,due:154 holder:Lio,terms reviewed without avatar,True,True,True
2803,156,roofward,Sera,Orr,Bex,herb ledger,listen_later,memory loan,467,due:152 holder:Bex,due:152 holder:Bex,terms reviewed without avatar,True,True,True
2804,156,archive,Vell,Rin,Nia,memory tag,offer_return_help,archive loan,467,due:150 holder:Toma,due:150 holder:Toma,terms reviewed without avatar,True,True,True
2805,156,signal,Oda,Milo,Ren,wind wrap,choose_repay,care loan,467,due:148 holder:Kesh,due:148 holder:Kesh,avatar-present negotiation observed,False,True,True
2806,156,orchard,Ivo,Mara,Pim,seed satchel,choose_ignore,resource loan,467,due:158 holder:Pim,due:158 holder:Pim,terms reviewed without avatar,True,True,True
2807,156,repair_ring,Pax,Vale,Wren,copper wire,absent,craft loan,467,due:156 holder:Juno,due:156 holder:Juno,terms reviewed without avatar,True,True,True
2808,157,roofward,Fay,Sera,Orr,herb ledger,absent,memory loan,468,due:152 holder:Bex,due:152 holder:Bex,terms reviewed without avatar,True,True,True
2809,157,archive,Toma,Vell,Rin,memory tag,listen_later,archive loan,468,due:150 holder:Toma,due:150 holder:Toma,terms reviewed without avatar,True,True,True
2810,157,signal,Kesh,Oda,Milo,wind wrap,offer_return_help,care loan,468,due:148 holder:Kesh,due:148 holder:Kesh,terms reviewed without avatar,True,True,True
2811,157,orchard,Suf,Ivo,Mara,seed satchel,choose_repay,resource loan,468,due:158 holder:Pim,due:158 holder:Pim,avatar-present negotiation observed,False,True,True
2812,157,repair_ring,Juno,Pax,Vale,copper wire,choose_ignore,craft loan,468,due:156 holder:Juno,due:156 holder:Juno,terms reviewed without avatar,True,True,True
2813,157,riverbend,Lio,Cee,Nox,binding cord,offer_return_help,repair loan,468,due:154 holder:Lio,due:154 holder:Lio,avatar-present negotiation observed,False,True,True
2814,157,roofward,Orr,Bex,Fay,shade cloth,choose_repay,care loan,469,due:143 holder:Orr,due:143 holder:Orr,terms reviewed without avatar,True,True,True
2815,157,archive,Rin,Nia,Toma,signal spool,choose_ignore,memory loan,469,due:150 holder:Vell,due:150 holder:Vell,terms reviewed without avatar,True,True,True
2816,157,signal,Milo,Ren,Kesh,oil lantern,absent,signal loan,469,due:151 holder:Oda,due:160 holder:Oda,late loan renegotiated without avatar,True,True,True
