tick_id,day,settlement_id,resident_id,location,schedule_role,energy,fatigue,hunger,thirst,temperature,wetness,pain,comfort,safety,breath_rate,movement_effort,rest_debt,injury_degradation,dominant_need,visible_body_marker,frequency_hz,flower_phase,private_workspace_sealed,bounded_need_update
3230,180,glass_harbor,Nia,steam alcove,net mender,0.12,0.3825,0.86,0.04,0.18,0.88,0.01064,0.513698,0.315,16.62884,0.047792,0.009158,2.1e-05,wetness,shakes cloak and avoids puddles,12.502042,0.493956,True,True
3231,180,cinder_garden,Pax,cool basin,seed sorter,0.12,0.3111,0.86,0.86,0.88,0.0,0.229863,0.637022,0.3,17.290177,0.040138,0.582457,0.005879,thirst,looks toward water vessel,15.405305,0.5264,True,True
3232,180,lichen_bridge,Rin,rope bridge,signal keeper,0.12,0.54988,0.057,0.86,0.18,0.88,0.01064,0.610058,0.3,18.36264,0.059792,0.019204,2.1e-05,wetness,shakes cloak and avoids puddles,14.793079,0.519944,True,True
3233,180,orchid_engine,Eli,orchid bay,meal runner,0.12,0.59974,0.86,0.232,0.88,0.76,0.009598,0.535464,0.32,18.774991,0.063373,0.014501,1.9e-05,hunger,pauses near meal shelf,17.477547,0.550089,True,True
3234,180,moss_ward,Ari,moss lane,cook,0.12,0.4173,0.04,0.86,0.2088,0.84,0.010032,0.619395,0.32,16.953192,0.046981,0.009634,2e-05,thirst,looks toward water vessel,11.125874,0.510433,True,True
3235,180,glass_harbor,Oren,steam alcove,salt washer,0.12,0.5669,0.86,0.01,0.18,0.88,0.135856,0.493663,0.315,19.224136,0.056045,0.019972,0.000522,wetness,shakes cloak and avoids puddles,13.310478,0.528678,True,True
3236,180,cinder_garden,Vale,cool basin,ash sweeper,0.12,0.61188,0.035,0.86,0.88,0.0,0.007156,0.771655,0.3,18.961736,0.042129,0.021868,2.1e-05,thirst,looks toward water vessel,15.99852,0.561122,True,True
3237,180,lichen_bridge,Sol,rope bridge,meal marker,0.12,0.57344,0.126,0.86,0.18,0.88,0.083718,0.590085,0.3,19.036709,0.067107,0.026894,0.000758,wetness,shakes cloak and avoids puddles,14.843663,0.554667,True,True
3238,180,orchid_engine,Bea,orchid bay,valve listener,0.12,0.3942,0.86,0.052,0.88,0.76,0.01928,0.533915,0.32,16.77768,0.045547,0.00473,5.8e-05,hunger,pauses near meal shelf,16.470168,0.584811,True,True
3239,180,moss_ward,Fay,moss lane,path watcher,0.12,0.5597,0.112,0.86,0.2,0.84,0.06256,0.60235,0.32,18.69236,0.053926,0.013431,0.000438,thirst,looks toward water vessel,12.759448,0.545156,True,True
3240,181,cinder_garden,Juno,seed shelf,ember tender,0.12,0.0402,0.033,0.86,0.819,0.0,0.00583,0.772107,0.32,13.15698,0.030105,0.546632,1.8e-05,thirst,looks toward water vessel,13.262757,0.5889,True,True
3241,181,lichen_bridge,Luma,meal room,rope weaver,0.12,0.57122,0.028,0.86,0.18,0.88,0.0534,0.606696,0.3,18.8326,0.054561,0.185991,0.000107,wetness,shakes cloak and avoids puddles,14.394597,0.582444,True,True
3242,181,orchid_engine,Dax,meal shelf,orchid keeper,0.12,0.53292,0.86,0.036,0.84,0.86,0.00988,0.517419,0.3,18.18848,0.059378,0.012737,2e-05,hunger,pauses near meal shelf,16.662547,0.612589,True,True
3243,181,moss_ward,Tala,tool nook,water carrier,0.12,0.5782,0.111,0.86,0.18,0.88,0.01064,0.603578,0.31,18.60584,0.065792,0.013772,2.1e-05,wetness,shakes cloak and avoids puddles,12.365141,0.572933,True,True
3244,181,glass_harbor,Nia,lamp pier,net mender,0.12,0.4143,0.86,0.01,0.18,0.88,0.02128,0.511995,0.3,17.07068,0.047983,0.01413,0.006064,wetness,shakes cloak and avoids puddles,13.052335,0.591178,True,True
3245,181,cinder_garden,Pax,seed shelf,seed sorter,0.12,0.28722,0.86,0.86,0.88,0.0,0.233263,0.636478,0.32,16.991777,0.040199,0.535904,0.006345,thirst,looks toward water vessel,15.668446,0.623622,True,True
3246,181,lichen_bridge,Rin,meal room,signal keeper,0.12,0.52032,0.066,0.86,0.18,0.88,0.02128,0.607275,0.3,18.13088,0.059983,0.006244,6.4e-05,wetness,shakes cloak and avoids puddles,13.933837,0.617167,True,True
3247,181,orchid_engine,Eli,meal shelf,meal runner,0.12,0.6085,0.86,0.242,0.783,0.88,0.019239,0.512322,0.3,19.000437,0.065946,0.021803,5.8e-05,wetness,shakes cloak and avoids puddles,16.798689,0.647311,True,True
3248,181,moss_ward,Ari,tool nook,cook,0.12,0.4131,0.013,0.86,0.18,0.88,0.020672,0.613732,0.31,17.015032,0.047972,0.014591,6.1e-05,wetness,shakes cloak and avoids puddles,11.523048,0.607656,True,True
3249,181,glass_harbor,Oren,lamp pier,salt washer,0.12,0.56702,0.86,0.02,0.18,0.88,0.146496,0.491961,0.3,19.349176,0.056237,0.026776,0.006815,wetness,shakes cloak and avoids puddles,13.731833,0.6259,True,True
3250,181,cinder_garden,Vale,seed shelf,ash sweeper,0.12,0.61632,0.011,0.86,0.88,0.0,0.010774,0.773956,0.32,18.947843,0.042194,0.029264,4.3e-05,thirst,looks toward water vessel,16.377355,0.658344,True,True
3251,181,lichen_bridge,Sol,meal room,meal marker,0.12,0.5822,0.139,0.86,0.18,0.88,0.094371,0.586821,0.3,19.188229,0.067299,0.033881,0.000946,wetness,shakes cloak and avoids puddles,15.280409,0.651889,True,True
3252,181,orchid_engine,Bea,meal shelf,valve listener,0.12,0.426,0.86,0.01,0.828,0.88,0.0292,0.510728,0.3,17.2352,0.048126,0.009842,0.000117,wetness,shakes cloak and avoids puddles,15.885636,0.682033,True,True
3253,181,moss_ward,Fay,tool nook,path watcher,0.12,0.55982,0.123,0.86,0.18,0.88,0.0732,0.592128,0.31,18.7974,0.054918,0.020149,0.000585,wetness,shakes cloak and avoids puddles,12.034203,0.642378,True,True
3254,181,glass_harbor,Puck,lamp pier,lamp guard,0.12,0.56364,0.86,0.02,0.18,0.88,0.0314,0.510376,0.3,18.6248,0.060165,0.026591,0.006126,wetness,shakes cloak and avoids puddles,13.300187,0.660622,True,True
3255,181,cinder_garden,Wren,seed shelf,shade caller,0.12,0.6222,0.715,0.86,0.816,0.0,0.111034,0.673434,0.365,19.428206,0.049999,0.014828,0.00409,thirst,looks toward water vessel,16.350402,0.693067,True,True
3256,181,lichen_bridge,Kio,meal room,bridge caller,0.12,0.4122,0.013,0.86,0.18,0.88,0.04159,0.610386,0.3,17.17154,0.048349,0.014558,0.006205,wetness,shakes cloak and avoids puddles,14.294002,0.686611,True,True
3257,181,orchid_engine,Cai,meal shelf,gear washer,0.12,0.55242,0.86,0.072,0.828,0.88,0.14263,0.492579,0.3,19.17998,0.056167,0.013257,0.001024,wetness,shakes cloak and avoids puddles,17.574757,0.716756,True,True
3258,182,glass_harbor,Nia,net room,net mender,0.12,0.4461,0.86,0.02,0.2,0.88,0.03172,0.510325,0.3,17.45132,0.048171,0.019483,0.006127,wetness,shakes cloak and avoids puddles,12.442433,0.6884,True,True
3259,182,cinder_garden,Pax,shade tent,seed sorter,0.12,0.28734,0.86,0.86,0.88,0.0,0.236663,0.635934,0.3,17.093377,0.04026,0.539352,0.006819,thirst,looks toward water vessel,14.942066,0.720844,True,True
3260,182,lichen_bridge,Rin,rest alcove,signal keeper,0.12,0.52476,0.079,0.86,0.245,0.85,0.03103,0.609555,0.3,18.23378,0.059559,0.012541,0.000126,thirst,looks toward water vessel,14.351213,0.714389,True,True
3261,182,orchid_engine,Eli,engine ring,meal runner,0.12,0.61726,0.86,0.188,0.853,0.88,0.029633,0.510659,0.3,19.150398,0.066133,0.02921,0.006117,wetness,shakes cloak and avoids puddles,17.234922,0.744533,True,True
3262,182,moss_ward,Ari,rain gate,cook,0.12,0.4449,0.024,0.86,0.18,0.88,0.031312,0.61071,0.3,17.436872,0.048164,0.01993,0.000124,wetness,shakes cloak and avoids puddles,12.066741,0.704878,True,True
3263,182,glass_harbor,Oren,net room,salt washer,0.12,0.52714,0.86,0.03,0.18,0.88,0.157136,0.490258,0.3,19.014216,0.056428,0.006326,0.007129,wetness,shakes cloak and avoids puddles,13.970589,0.723122,True,True
3264,182,cinder_garden,Vale,shade tent,ash sweeper,0.12,0.62076,0.02,0.86,0.88,0.0,0.003645,0.774017,0.3,19.029467,0.042066,0.036713,7e-06,thirst,looks toward water vessel,15.647709,0.755567,True,True
3265,182,lichen_bridge,Sol,rest alcove,meal marker,0.12,0.59096,0.08,0.86,0.185,0.85,0.104787,0.597634,0.3,19.338323,0.066886,0.040972,0.001156,thirst,looks toward water vessel,14.576686,0.749111,True,True
3266,182,orchid_engine,Bea,engine ring,valve listener,0.12,0.3518,0.86,0.026,0.88,0.88,0.03964,0.509058,0.3,16.55584,0.048314,0.004222,0.006196,wetness,shakes cloak and avoids puddles,15.984313,0.779256,True,True
3267,182,moss_ward,Fay,rain gate,path watcher,0.12,0.52594,0.132,0.86,0.18,0.88,0.08384,0.589346,0.3,18.56244,0.055109,0.006311,0.000752,wetness,shakes cloak and avoids puddles,12.310579,0.7396,True,True
3268,182,glass_harbor,Puck,net room,lamp guard,0.12,0.56808,0.86,0.03,0.18,0.88,0.01064,0.513698,0.3,18.54464,0.059792,0.033408,2.1e-05,wetness,shakes cloak and avoids puddles,13.657153,0.757844,True,True
3269,182,cinder_garden,Wren,shade tent,shade caller,0.12,0.60696,0.728,0.86,0.877,0.0,0.114566,0.671309,0.33,19.436997,0.050062,0.007284,0.004319,thirst,looks toward water vessel,16.721568,0.790289,True,True
3270,182,lichen_bridge,Kio,rest alcove,bridge caller,0.12,0.444,0.022,0.86,0.185,0.85,0.01035,0.619704,0.3,17.3021,0.047186,0.019886,2.1e-05,thirst,looks toward water vessel,13.601573,0.783833,True,True
3271,182,orchid_engine,Cai,engine ring,gear washer,0.12,0.55254,0.86,0.088,0.88,0.88,0.08307,0.502109,0.3,18.82382,0.055095,0.019887,0.006166,wetness,shakes cloak and avoids puddles,16.697316,0.813978,True,True
3272,182,moss_ward,Milo,rain gate,blanket keeper,0.12,0.55032,0.035,0.86,0.18,0.88,0.04124,0.607802,0.3,18.55064,0.060342,0.006604,0.000207,wetness,shakes cloak and avoids puddles,12.135458,0.774322,True,True
3273,182,glass_harbor,Sera,net room,tea maker,0.12,0.5531,0.86,0.04,0.18,0.88,0.098315,0.49967,0.3,18.92089,0.06737,0.013169,0.000197,wetness,shakes cloak and avoids puddles,13.579781,0.792567,True,True
3274,182,cinder_garden,Juno,shade tent,ember tender,0.12,0.042,0.044,0.86,0.88,0.0,0.00923,0.770243,0.325,13.17538,0.030166,0.547136,3.6e-05,thirst,looks toward water vessel,14.030215,0.825011,True,True
3275,182,lichen_bridge,Luma,rest alcove,rope weaver,0.12,0.57134,0.041,0.86,0.185,0.85,0.06375,0.60888,0.3,18.8959,0.054148,0.192847,0.000234,thirst,looks toward water vessel,15.175579,0.818556,True,True
3276,183,moss_ward,Ari,dry loft,cook,0.12,0.4067,0.033,0.86,0.18,0.85,0.041712,0.613366,0.305,17.097272,0.047751,0.0,0.000207,thirst,looks toward water vessel,11.165259,0.8021,True,True
3277,183,glass_harbor,Oren,quiet bunk,salt washer,0.12,0.56326,0.86,0.04,0.18,0.88,0.097776,0.499756,0.3,19.019256,0.05536,0.013085,0.000196,wetness,shakes cloak and avoids puddles,13.240065,0.820344,True,True
3278,183,cinder_garden,Vale,ember bed,ash sweeper,0.12,0.6012,0.033,0.86,0.88,0.0,0.007172,0.771893,0.3,18.855031,0.042129,0.007214,2.2e-05,thirst,looks toward water vessel,15.955084,0.852789,True,True
3279,183,lichen_bridge,Sol,signal post,meal marker,0.12,0.59972,0.089,0.86,0.205,0.81,0.044736,0.613362,0.32,18.985613,0.065005,0.048169,8.9e-05,thirst,looks toward water vessel,14.847037,0.846333,True,True
3280,183,orchid_engine,Bea,gear wash,valve listener,0.12,0.3836,0.86,0.036,0.79,0.88,0.00954,0.513874,0.3,16.69324,0.047772,0.008825,1.9e-05,wetness,shakes cloak and avoids puddles,16.434141,0.876478,True,True
3281,183,moss_ward,Fay,dry loft,path watcher,0.12,0.52606,0.145,0.86,0.18,0.85,0.05424,0.597922,0.305,18.36604,0.053976,0.0,0.000108,thirst,looks toward water vessel,12.625859,0.836822,True,True
3282,183,glass_harbor,Puck,quiet bunk,lamp guard,0.12,0.57252,0.86,0.01,0.18,0.88,0.02128,0.511995,0.3,18.65288,0.059983,0.040278,6.4e-05,wetness,shakes cloak and avoids puddles,12.936291,0.855067,True,True
3283,183,cinder_garden,Wren,ember bed,shade caller,0.12,0.61572,0.739,0.86,0.88,0.0,0.11818,0.669411,0.3,19.666283,0.050127,0.014672,0.004555,thirst,looks toward water vessel,16.043978,0.887511,True,True
3284,183,lichen_bridge,Kio,signal post,bridge caller,0.12,0.3698,0.035,0.86,0.2138,0.81,0.020092,0.623785,0.32,16.538552,0.046562,0.004438,6.1e-05,thirst,looks toward water vessel,13.672468,0.881056,True,True
3285,183,orchid_engine,Cai,gear wash,gear washer,0.12,0.55266,0.86,0.098,0.718,0.88,0.09189,0.500698,0.3,18.87794,0.055254,0.026519,0.00635,wetness,shakes cloak and avoids puddles,17.095268,0.9112,True,True
3286,183,moss_ward,Milo,dry loft,blanket keeper,0.12,0.56076,0.011,0.86,0.18,0.85,0.05164,0.614418,0.305,18.69744,0.05993,0.0,0.00031,thirst,looks toward water vessel,12.57194,0.871544,True,True
3287,183,glass_harbor,Sera,quiet bunk,tea maker,0.12,0.56186,0.86,0.05,0.18,0.88,0.108955,0.497967,0.3,19.07233,0.067561,0.019912,0.000415,wetness,shakes cloak and avoids puddles,14.016501,0.889789,True,True
3288,183,cinder_garden,Juno,ember bed,ember tender,0.12,0.0378,0.009,0.86,0.88,0.0,0.01263,0.773899,0.3,13.25378,0.030227,0.54759,6.1e-05,thirst,looks toward water vessel,13.292853,0.922233,True,True
3289,183,lichen_bridge,Luma,signal post,rope weaver,0.12,0.57146,0.052,0.86,0.205,0.81,0.07358,0.613187,0.32,18.87608,0.053524,0.199705,0.000381,thirst,looks toward water vessel,14.409131,0.915778,True,True
3290,183,orchid_engine,Dax,gear wash,orchid keeper,0.12,0.57336,0.86,0.046,0.687,0.88,0.01839,0.512458,0.3,18.64394,0.059931,0.019617,5.7e-05,wetness,shakes cloak and avoids puddles,16.843987,0.945922,True,True
3291,183,moss_ward,Tala,dry loft,water carrier,0.12,0.58696,0.12,0.86,0.18,0.85,0.021082,0.606227,0.315,18.736091,0.065379,0.000815,6.3e-05,thirst,looks toward water vessel,12.414869,0.906267,True,True
3292,183,glass_harbor,Nia,quiet bunk,net mender,0.12,0.4019,0.86,0.03,0.18,0.88,0.04236,0.508622,0.3,17.07316,0.048362,0.004823,0.006212,wetness,shakes cloak and avoids puddles,13.043606,0.924511,True,True
3293,183,cinder_garden,Pax,ember bed,seed sorter,0.12,0.28746,0.86,0.86,0.88,0.0,0.240063,0.63539,0.3,17.114977,0.040321,0.542801,0.007299,thirst,looks toward water vessel,15.709287,0.956956,True,True
3294,184,orchid_engine,Bea,sleep cot,valve listener,0.12,0.4154,0.86,0.052,0.88,0.8,0.01934,0.526706,0.3,17.07004,0.046348,0.0,5.8e-05,hunger,pauses near meal shelf,15.822971,0.9737,True,True
3295,184,moss_ward,Fay,warm hearth,path watcher,0.12,0.56218,0.156,0.86,0.18,0.88,0.06488,0.589499,0.3,18.81108,0.054768,0.006746,0.000238,wetness,shakes cloak and avoids puddles,12.040535,0.934044,True,True
3296,184,glass_harbor,Puck,salt steps,lamp guard,0.12,0.57696,0.86,0.02,0.26,0.84,0.0308,0.517672,0.32,18.6744,0.059354,0.047202,0.000125,hunger,pauses near meal shelf,13.326811,0.952289,True,True
3297,184,cinder_garden,Wren,ash path,shade caller,0.12,0.62448,0.678,0.86,0.76,0.01,0.120727,0.674524,0.3,19.769164,0.050373,0.022166,0.004797,thirst,looks toward water vessel,16.464674,0.984733,True,True
3298,184,lichen_bridge,Kio,lichen wall,bridge caller,0.12,0.4016,0.046,0.86,0.18,0.88,0.030732,0.608163,0.3,17.000392,0.048153,0.009257,0.006122,wetness,shakes cloak and avoids puddles,14.229361,0.978278,True,True
3299,184,orchid_engine,Cai,sleep cot,gear washer,0.12,0.55278,0.86,0.074,0.863,0.8,0.10152,0.513557,0.3,18.93692,0.053827,0.013152,0.006553,hunger,pauses near meal shelf,17.494824,0.008422,True,True
3300,184,moss_ward,Milo,warm hearth,blanket keeper,0.12,0.5652,0.02,0.86,0.18,0.88,0.06228,0.606235,0.3,18.82568,0.060721,0.006782,0.000434,wetness,shakes cloak and avoids puddles,11.857678,0.968767,True,True
3301,184,glass_harbor,Sera,salt steps,tea maker,0.12,0.53662,0.86,0.06,0.2,0.84,0.119075,0.503548,0.32,18.80065,0.066943,0.006439,0.000653,hunger,pauses near meal shelf,13.147412,0.987011,True,True
3302,184,cinder_garden,Juno,ash path,ember tender,0.12,0.0396,0.022,0.86,0.724,0.01,0.00192,0.772253,0.3,13.20752,0.030235,0.548065,4e-06,thirst,looks toward water vessel,13.658974,0.019456,True,True
3303,184,lichen_bridge,Luma,lichen wall,rope weaver,0.12,0.57158,0.061,0.86,0.18,0.88,0.08422,0.597805,0.3,19.02112,0.055116,0.206564,0.00655,wetness,shakes cloak and avoids puddles,14.837086,0.013,True,True
3304,184,orchid_engine,Dax,sleep cot,orchid keeper,0.12,0.5438,0.86,0.062,0.865,0.8,0.02804,0.525314,0.3,18.40624,0.058505,0.0,0.000113,hunger,pauses near meal shelf,17.122785,0.043144,True,True
3305,184,moss_ward,Tala,warm hearth,water carrier,0.12,0.52572,0.133,0.86,0.18,0.88,0.031722,0.597565,0.3,18.247531,0.066171,0.006309,0.000127,wetness,shakes cloak and avoids puddles,12.586489,0.003489,True,True
3306,184,glass_harbor,Nia,salt steps,net mender,0.12,0.4337,0.86,0.04,0.206,0.84,0.01006,0.52099,0.32,17.11736,0.046981,0.010027,2e-05,hunger,pauses near meal shelf,12.322678,0.021733,True,True
3307,184,cinder_garden,Pax,ash path,seed sorter,0.12,0.28758,0.86,0.86,0.724,0.0136,0.242012,0.63263,0.3,17.12787,0.040628,0.546252,0.007783,thirst,looks toward water vessel,14.953634,0.054178,True,True
3308,184,lichen_bridge,Rin,lichen wall,signal keeper,0.12,0.5652,0.022,0.86,0.18,0.88,0.04167,0.609293,0.3,18.70202,0.06035,0.019323,0.006209,wetness,shakes cloak and avoids puddles,14.536871,0.047722,True,True
3309,184,orchid_engine,Eli,sleep cot,meal runner,0.12,0.55602,0.86,0.204,0.88,0.8,0.039433,0.523491,0.3,18.596798,0.06471,0.0,0.006196,hunger,pauses near meal shelf,17.005079,0.077867,True,True
3310,184,moss_ward,Ari,warm hearth,cook,0.12,0.4025,0.044,0.86,0.18,0.88,0.012352,0.611344,0.3,16.899112,0.047822,0.00483,2.5e-05,wetness,shakes cloak and avoids puddles,11.856632,0.038211,True,True
3311,184,glass_harbor,Oren,salt steps,salt washer,0.12,0.56338,0.86,0.01,0.2,0.84,0.107896,0.505337,0.32,19.001176,0.054742,0.019845,0.000411,hunger,pauses near meal shelf,13.994191,0.056456,True,True
3312,185,lichen_bridge,Kio,rope bridge,bridge caller,0.12,0.4334,0.009,0.86,0.18,0.88,0.041372,0.6109,0.3,17.382232,0.048345,0.014458,0.006205,wetness,shakes cloak and avoids puddles,13.619855,0.0755,True,True
3313,185,orchid_engine,Cai,orchid bay,gear washer,0.12,0.5529,0.86,0.084,0.88,0.76,0.111,0.51924,0.32,18.915,0.053198,0.019787,0.006775,hunger,pauses near meal shelf,16.727683,0.105644,True,True
3314,185,moss_ward,Milo,moss lane,blanket keeper,0.12,0.49964,0.033,0.86,0.2,0.84,0.0724,0.610256,0.32,18.1508,0.060103,0.005996,0.000579,thirst,looks toward water vessel,11.964487,0.065989,True,True
3315,185,glass_harbor,Sera,steam alcove,tea maker,0.12,0.58138,0.86,0.07,0.185,0.88,0.129673,0.494652,0.315,19.33184,0.067934,0.013416,0.000912,wetness,shakes cloak and avoids puddles,13.73717,0.084233,True,True
3316,185,cinder_garden,Juno,cool basin,ember tender,0.12,0.0354,0.033,0.86,0.799,0.0,0.00451,0.772318,0.3,13.18106,0.030081,0.54849,1.3e-05,thirst,looks toward water vessel,14.027008,0.116678,True,True
3317,185,lichen_bridge,Luma,rope bridge,rope weaver,0.12,0.5717,0.074,0.86,0.18,0.88,0.05486,0.600942,0.3,18.84616,0.054587,0.213424,0.00011,wetness,shakes cloak and avoids puddles,15.159442,0.110222,True,True
3318,185,orchid_engine,Dax,orchid bay,orchid keeper,0.12,0.55424,0.86,0.072,0.88,0.76,0.00948,0.535483,0.32,18.31928,0.057371,0.006651,1.9e-05,hunger,pauses near meal shelf,16.342127,0.140367,True,True
3319,185,moss_ward,Tala,moss lane,water carrier,0.12,0.57048,0.144,0.86,0.2,0.84,0.041842,0.601825,0.32,18.675851,0.065553,0.013154,0.000211,thirst,looks toward water vessel,12.0023,0.100711,True,True
3320,185,glass_harbor,Nia,steam alcove,net mender,0.12,0.4295,0.86,0.01,0.18,0.88,0.0207,0.512088,0.315,17.1592,0.047973,0.015181,6.2e-05,wetness,shakes cloak and avoids puddles,12.713251,0.118956,True,True
3321,185,cinder_garden,Pax,cool basin,seed sorter,0.12,0.2877,0.86,0.86,0.88,0.0,0.245412,0.634534,0.3,17.14947,0.040417,0.549705,0.008274,thirst,looks toward water vessel,15.340854,0.1514,True,True
3322,185,lichen_bridge,Rin,rope bridge,signal keeper,0.12,0.53564,0.033,0.86,0.18,0.88,0.05231,0.60627,0.3,18.47026,0.060542,0.006428,0.006314,wetness,shakes cloak and avoids puddles,14.817629,0.144944,True,True
3323,185,orchid_engine,Eli,orchid bay,meal runner,0.12,0.56478,0.86,0.214,0.855,0.76,0.048663,0.529214,0.32,18.659778,0.064076,0.006777,0.006293,hunger,pauses near meal shelf,17.412607,0.175089,True,True
3324,185,moss_ward,Ari,moss lane,cook,0.12,0.4343,0.009,0.86,0.206,0.84,0.022412,0.621134,0.32,17.197472,0.047203,0.010042,7e-05,thirst,looks toward water vessel,11.219577,0.135433,True,True
3325,185,glass_harbor,Oren,steam alcove,salt washer,0.12,0.5635,0.86,0.02,0.18,0.88,0.118536,0.496434,0.315,19.086216,0.055734,0.026607,0.000648,wetness,shakes cloak and avoids puddles,13.262346,0.153678,True,True
3326,185,cinder_garden,Vale,cool basin,ash sweeper,0.12,0.60564,0.046,0.86,0.88,0.0,0.010726,0.769764,0.33,18.800754,0.042193,0.014482,4.3e-05,thirst,looks toward water vessel,15.940591,0.186122,True,True
3327,185,lichen_bridge,Sol,rope bridge,meal marker,0.12,0.60848,0.098,0.86,0.18,0.88,0.055546,0.597953,0.3,19.218078,0.0666,0.055471,0.000201,wetness,shakes cloak and avoids puddles,14.930495,0.179667,True,True
3328,185,orchid_engine,Bea,orchid bay,valve listener,0.12,0.4112,0.86,0.022,0.88,0.76,0.02882,0.532389,0.32,17.00492,0.045719,0.004934,0.000115,hunger,pauses near meal shelf,16.558248,0.209811,True,True
3329,185,moss_ward,Fay,moss lane,path watcher,0.12,0.5623,0.169,0.86,0.2,0.8276,0.074901,0.595768,0.32,18.792405,0.0539,0.013494,0.000388,thirst,looks toward water vessel,12.794465,0.170156,True,True
3330,186,cinder_garden,Juno,seed shelf,ember tender,0.12,0.0318,0.042,0.86,0.819,0.0,0.0073,0.770792,0.39,12.8018,0.030131,0.548871,2.7e-05,thirst,looks toward water vessel,13.13908,0.2139,True,True
3331,186,lichen_bridge,Luma,meal room,rope weaver,0.12,0.57182,0.085,0.86,0.18,0.88,0.0655,0.59792,0.3,18.9112,0.054779,0.220286,0.000241,wetness,shakes cloak and avoids puddles,14.420997,0.207444,True,True
3332,186,orchid_engine,Dax,meal shelf,orchid keeper,0.12,0.55868,0.86,0.082,0.795,0.86,0.01891,0.515974,0.3,18.50026,0.05954,0.013355,5.7e-05,hunger,pauses near meal shelf,16.785269,0.237589,True,True
3333,186,moss_ward,Tala,tool nook,water carrier,0.12,0.57924,0.083,0.86,0.18,0.88,0.052482,0.600243,0.31,18.867291,0.066545,0.020105,0.000316,wetness,shakes cloak and avoids puddles,12.452221,0.197933,True,True
3334,186,glass_harbor,Nia,lamp pier,net mender,0.12,0.4613,0.86,0.02,0.18,0.88,0.03134,0.510386,0.3,17.60104,0.048164,0.020717,0.006124,wetness,shakes cloak and avoids puddles,13.263544,0.216178,True,True
3335,186,cinder_garden,Pax,seed shelf,seed sorter,0.12,0.28782,0.86,0.86,0.88,0.0,0.248812,0.63399,0.32,17.09107,0.040479,0.553159,0.008771,thirst,looks toward water vessel,15.701674,0.248622,True,True
3336,186,lichen_bridge,Rin,meal room,signal keeper,0.12,0.57608,0.042,0.86,0.18,0.88,0.06295,0.603488,0.3,18.9385,0.060733,0.013341,0.00644,wetness,shakes cloak and avoids puddles,14.243287,0.242167,True,True
3337,186,orchid_engine,Eli,meal shelf,meal runner,0.12,0.57354,0.86,0.154,0.803,0.88,0.058333,0.506067,0.3,18.885398,0.06665,0.01366,0.00641,wetness,shakes cloak and avoids puddles,16.733807,0.272311,True,True
3338,186,moss_ward,Ari,tool nook,cook,0.12,0.4301,0.022,0.86,0.18,0.8692,0.032966,0.61263,0.31,17.258794,0.047977,0.015203,0.000135,wetness,shakes cloak and avoids puddles,11.616579,0.232656,True,True
3339,186,glass_harbor,Oren,lamp pier,salt washer,0.12,0.52962,0.86,0.03,0.18,0.88,0.129176,0.494732,0.3,18.871256,0.055925,0.006355,0.006907,wetness,shakes cloak and avoids puddles,13.545322,0.2509,True,True
3340,186,cinder_garden,Vale,seed shelf,ash sweeper,0.12,0.61008,0.057,0.86,0.88,0.0,0.00358,0.769587,0.35,18.722283,0.042064,0.021803,7e-06,thirst,looks toward water vessel,16.298115,0.283344,True,True
3341,186,lichen_bridge,Sol,meal room,meal marker,0.12,0.61724,0.041,0.86,0.18,0.88,0.06641,0.603054,0.3,19.370859,0.066795,0.062878,0.000333,wetness,shakes cloak and avoids puddles,15.367658,0.276889,True,True
3342,186,orchid_engine,Bea,meal shelf,valve listener,0.12,0.373,0.86,0.032,0.828,0.88,0.03874,0.509202,0.3,16.76244,0.048297,0.004476,0.000193,wetness,shakes cloak and avoids puddles,15.688815,0.307033,True,True
3343,186,moss_ward,Fay,tool nook,path watcher,0.12,0.52842,0.18,0.86,0.18,0.88,0.085541,0.583313,0.31,18.557445,0.05514,0.006341,0.000559,wetness,shakes cloak and avoids puddles,11.93084,0.267378,True,True
3344,186,glass_harbor,Puck,lamp pier,lamp guard,0.12,0.5474,0.86,0.03,0.18,0.88,0.04144,0.50877,0.3,18.52264,0.060346,0.006569,0.006208,wetness,shakes cloak and avoids puddles,13.253969,0.285622,True,True
3345,186,cinder_garden,Wren,seed shelf,shade caller,0.12,0.60924,0.687,0.86,0.816,0.0,0.123663,0.674774,0.32,19.554377,0.050226,0.007311,0.005044,thirst,looks toward water vessel,16.382059,0.318067,True,True
3346,186,lichen_bridge,Kio,meal room,bridge caller,0.12,0.4352,0.02,0.86,0.18,0.88,0.012012,0.614278,0.3,17.224072,0.047816,0.01968,2.4e-05,wetness,shakes cloak and avoids puddles,14.329048,0.311611,True,True
3347,186,orchid_engine,Cai,meal shelf,gear washer,0.12,0.55302,0.86,0.094,0.828,0.88,0.12092,0.496053,0.3,19.05572,0.055777,0.026423,0.007017,wetness,shakes cloak and avoids puddles,17.534213,0.341756,True,True
3348,187,glass_harbor,Nia,net room,net mender,0.12,0.4231,0.86,0.03,0.18,0.88,0.04198,0.508683,0.3,17.28288,0.048356,0.005077,0.006208,wetness,shakes cloak and avoids puddles,12.369137,0.3134,True,True
