tick_id,day,settlement_id,resident_id,avatar_action,consequence_type,trust_delta,respect_delta,access_delta,memory_written,persistent_key,visible_next_visit_effect,no_endless_distress
569,48,roofward,Sera,inspect_ritual,cultural_attention,0.025,0.035,0.02,True,ssrm.v38.memory.roofward.Sera,resident shares a more specific local word,True
570,48,archive,Nia,offer_help,repair_or_care,0.04,0.05,0.03,True,ssrm.v38.memory.archive.Nia,resident approaches sooner on next visit,True
571,48,signal,Ren,move_near_object,boundary_pressure,-0.035,-0.045,-0.025,True,ssrm.v38.memory.signal.Ren,resident keeps more distance on next visit,True
572,48,orchard,Ivo,follow_route,neutral_entry,0.012,0.016,0.01,True,ssrm.v38.memory.orchard.Ivo,resident recognizes the avatar,True
573,48,repair_ring,Pax,mark_map,cultural_attention,0.025,0.035,0.02,True,ssrm.v38.memory.repair_ring.Pax,resident shares a more specific local word,True
574,48,riverbend,Ari,move_near_object,boundary_pressure,-0.035,-0.045,-0.025,True,ssrm.v38.memory.riverbend.Ari,resident keeps more distance on next visit,True
575,48,roofward,Sera,follow_route,neutral_entry,0.012,0.016,0.01,True,ssrm.v38.memory.roofward.Sera,resident recognizes the avatar,True
576,49,archive,Toma,rest_near_resident,repair_or_care,0.04,0.05,0.03,True,ssrm.v38.memory.archive.Toma,resident approaches sooner on next visit,True
577,49,signal,Milo,enter_world,neutral_entry,0.012,0.016,0.01,True,ssrm.v38.memory.signal.Milo,resident recognizes the avatar,True
578,49,orchard,Mara,ask_local_word,cultural_attention,0.025,0.035,0.02,True,ssrm.v38.memory.orchard.Mara,resident shares a more specific local word,True
579,49,repair_ring,Juno,request_tool,boundary_pressure,-0.035,-0.045,-0.025,True,ssrm.v38.memory.repair_ring.Juno,resident keeps more distance on next visit,True
580,49,riverbend,Lio,enter_world,neutral_entry,0.012,0.016,0.01,True,ssrm.v38.memory.riverbend.Lio,resident recognizes the avatar,True
581,49,roofward,Fay,ask_local_word,cultural_attention,0.025,0.035,0.02,True,ssrm.v38.memory.roofward.Fay,resident shares a more specific local word,True
582,49,archive,Toma,request_tool,boundary_pressure,-0.035,-0.045,-0.025,True,ssrm.v38.memory.archive.Toma,resident keeps more distance on next visit,True
583,49,signal,Milo,give_space,repair_or_care,0.04,0.05,0.03,True,ssrm.v38.memory.signal.Milo,resident approaches sooner on next visit,True
584,49,orchard,Mara,ask_memory,cultural_attention,0.025,0.035,0.02,True,ssrm.v38.memory.orchard.Mara,resident shares a more specific local word,True
585,49,repair_ring,Juno,rest_near_resident,repair_or_care,0.04,0.05,0.03,True,ssrm.v38.memory.repair_ring.Juno,resident approaches sooner on next visit,True
586,49,riverbend,Lio,give_space,repair_or_care,0.04,0.05,0.03,True,ssrm.v38.memory.riverbend.Lio,resident approaches sooner on next visit,True
587,49,roofward,Fay,ask_memory,cultural_attention,0.025,0.035,0.02,True,ssrm.v38.memory.roofward.Fay,resident shares a more specific local word,True
588,50,archive,Nia,leave_gift,repair_or_care,0.04,0.05,0.03,True,ssrm.v38.memory.archive.Nia,resident approaches sooner on next visit,True
589,50,signal,Ren,inspect_ritual,cultural_attention,0.025,0.035,0.02,True,ssrm.v38.memory.signal.Ren,resident shares a more specific local word,True
590,50,orchard,Ivo,offer_help,repair_or_care,0.04,0.05,0.03,True,ssrm.v38.memory.orchard.Ivo,resident approaches sooner on next visit,True
591,50,repair_ring,Pax,move_near_object,boundary_pressure,-0.035,-0.045,-0.025,True,ssrm.v38.memory.repair_ring.Pax,resident keeps more distance on next visit,True
592,50,riverbend,Ari,inspect_ritual,cultural_attention,0.025,0.035,0.02,True,ssrm.v38.memory.riverbend.Ari,resident shares a more specific local word,True
593,50,roofward,Sera,offer_help,repair_or_care,0.04,0.05,0.03,True,ssrm.v38.memory.roofward.Sera,resident approaches sooner on next visit,True
594,50,archive,Nia,move_near_object,boundary_pressure,-0.035,-0.045,-0.025,True,ssrm.v38.memory.archive.Nia,resident keeps more distance on next visit,True
595,50,signal,Ren,follow_route,neutral_entry,0.012,0.016,0.01,True,ssrm.v38.memory.signal.Ren,resident recognizes the avatar,True
596,50,orchard,Ivo,mark_map,cultural_attention,0.025,0.035,0.02,True,ssrm.v38.memory.orchard.Ivo,resident shares a more specific local word,True
597,50,repair_ring,Pax,leave_gift,repair_or_care,0.04,0.05,0.03,True,ssrm.v38.memory.repair_ring.Pax,resident approaches sooner on next visit,True
598,50,riverbend,Ari,follow_route,neutral_entry,0.012,0.016,0.01,True,ssrm.v38.memory.riverbend.Ari,resident recognizes the avatar,True
599,50,roofward,Sera,mark_map,cultural_attention,0.025,0.035,0.02,True,ssrm.v38.memory.roofward.Sera,resident shares a more specific local word,True
600,51,archive,Toma,enter_world,neutral_entry,0.012,0.016,0.01,True,ssrm.v38.memory.archive.Toma,resident recognizes the avatar,True
601,51,signal,Milo,ask_local_word,cultural_attention,0.025,0.035,0.02,True,ssrm.v38.memory.signal.Milo,resident shares a more specific local word,True
602,51,orchard,Mara,request_tool,boundary_pressure,-0.035,-0.045,-0.025,True,ssrm.v38.memory.orchard.Mara,resident keeps more distance on next visit,True
603,51,repair_ring,Juno,give_space,repair_or_care,0.04,0.05,0.03,True,ssrm.v38.memory.repair_ring.Juno,resident approaches sooner on next visit,True
604,51,riverbend,Lio,ask_local_word,cultural_attention,0.025,0.035,0.02,True,ssrm.v38.memory.riverbend.Lio,resident shares a more specific local word,True
605,51,roofward,Fay,request_tool,boundary_pressure,-0.035,-0.045,-0.025,True,ssrm.v38.memory.roofward.Fay,resident keeps more distance on next visit,True
606,51,archive,Toma,give_space,repair_or_care,0.04,0.05,0.03,True,ssrm.v38.memory.archive.Toma,resident approaches sooner on next visit,True
607,51,signal,Milo,ask_memory,cultural_attention,0.025,0.035,0.02,True,ssrm.v38.memory.signal.Milo,resident shares a more specific local word,True
608,51,orchard,Mara,rest_near_resident,repair_or_care,0.04,0.05,0.03,True,ssrm.v38.memory.orchard.Mara,resident approaches sooner on next visit,True
609,51,repair_ring,Juno,enter_world,neutral_entry,0.012,0.016,0.01,True,ssrm.v38.memory.repair_ring.Juno,resident recognizes the avatar,True
610,51,riverbend,Lio,ask_memory,cultural_attention,0.025,0.035,0.02,True,ssrm.v38.memory.riverbend.Lio,resident shares a more specific local word,True
611,51,roofward,Fay,rest_near_resident,repair_or_care,0.04,0.05,0.03,True,ssrm.v38.memory.roofward.Fay,resident approaches sooner on next visit,True
612,52,archive,Nia,inspect_ritual,cultural_attention,0.025,0.035,0.02,True,ssrm.v38.memory.archive.Nia,resident shares a more specific local word,True
613,52,signal,Ren,offer_help,repair_or_care,0.04,0.05,0.03,True,ssrm.v38.memory.signal.Ren,resident approaches sooner on next visit,True
614,52,orchard,Ivo,move_near_object,boundary_pressure,-0.035,-0.045,-0.025,True,ssrm.v38.memory.orchard.Ivo,resident keeps more distance on next visit,True
615,52,repair_ring,Pax,follow_route,neutral_entry,0.012,0.016,0.01,True,ssrm.v38.memory.repair_ring.Pax,resident recognizes the avatar,True
616,52,riverbend,Ari,offer_help,repair_or_care,0.04,0.05,0.03,True,ssrm.v38.memory.riverbend.Ari,resident approaches sooner on next visit,True
617,52,roofward,Sera,move_near_object,boundary_pressure,-0.035,-0.045,-0.025,True,ssrm.v38.memory.roofward.Sera,resident keeps more distance on next visit,True
618,52,archive,Nia,follow_route,neutral_entry,0.012,0.016,0.01,True,ssrm.v38.memory.archive.Nia,resident recognizes the avatar,True
619,52,signal,Ren,mark_map,cultural_attention,0.025,0.035,0.02,True,ssrm.v38.memory.signal.Ren,resident shares a more specific local word,True
620,52,orchard,Ivo,leave_gift,repair_or_care,0.04,0.05,0.03,True,ssrm.v38.memory.orchard.Ivo,resident approaches sooner on next visit,True
621,52,repair_ring,Pax,inspect_ritual,cultural_attention,0.025,0.035,0.02,True,ssrm.v38.memory.repair_ring.Pax,resident shares a more specific local word,True
622,52,riverbend,Ari,mark_map,cultural_attention,0.025,0.035,0.02,True,ssrm.v38.memory.riverbend.Ari,resident shares a more specific local word,True
623,52,roofward,Sera,leave_gift,repair_or_care,0.04,0.05,0.03,True,ssrm.v38.memory.roofward.Sera,resident approaches sooner on next visit,True
624,53,archive,Toma,ask_local_word,cultural_attention,0.025,0.035,0.02,True,ssrm.v38.memory.archive.Toma,resident shares a more specific local word,True
625,53,signal,Milo,request_tool,boundary_pressure,-0.035,-0.045,-0.025,True,ssrm.v38.memory.signal.Milo,resident keeps more distance on next visit,True
626,53,orchard,Mara,give_space,repair_or_care,0.04,0.05,0.03,True,ssrm.v38.memory.orchard.Mara,resident approaches sooner on next visit,True
627,53,repair_ring,Juno,ask_memory,cultural_attention,0.025,0.035,0.02,True,ssrm.v38.memory.repair_ring.Juno,resident shares a more specific local word,True
628,53,riverbend,Lio,request_tool,boundary_pressure,-0.035,-0.045,-0.025,True,ssrm.v38.memory.riverbend.Lio,resident keeps more distance on next visit,True
629,53,roofward,Fay,give_space,repair_or_care,0.04,0.05,0.03,True,ssrm.v38.memory.roofward.Fay,resident approaches sooner on next visit,True
630,53,archive,Toma,ask_memory,cultural_attention,0.025,0.035,0.02,True,ssrm.v38.memory.archive.Toma,resident shares a more specific local word,True
631,53,signal,Milo,rest_near_resident,repair_or_care,0.04,0.05,0.03,True,ssrm.v38.memory.signal.Milo,resident approaches sooner on next visit,True
632,53,orchard,Mara,enter_world,neutral_entry,0.012,0.016,0.01,True,ssrm.v38.memory.orchard.Mara,resident recognizes the avatar,True
633,53,repair_ring,Juno,ask_local_word,cultural_attention,0.025,0.035,0.02,True,ssrm.v38.memory.repair_ring.Juno,resident shares a more specific local word,True
634,53,riverbend,Lio,rest_near_resident,repair_or_care,0.04,0.05,0.03,True,ssrm.v38.memory.riverbend.Lio,resident approaches sooner on next visit,True
635,53,roofward,Fay,enter_world,neutral_entry,0.012,0.016,0.01,True,ssrm.v38.memory.roofward.Fay,resident recognizes the avatar,True
636,54,signal,Milo,request_tool,boundary_pressure,-0.035,-0.045,-0.025,True,ssrm.v38.memory.signal.Milo,resident keeps more distance on next visit,True
637,54,orchard,Mara,give_space,repair_or_care,0.04,0.05,0.03,True,ssrm.v38.memory.orchard.Mara,resident approaches sooner on next visit,True
638,54,repair_ring,Juno,ask_memory,cultural_attention,0.025,0.035,0.02,True,ssrm.v38.memory.repair_ring.Juno,resident shares a more specific local word,True
639,54,riverbend,Lio,request_tool,boundary_pressure,-0.035,-0.045,-0.025,True,ssrm.v38.memory.riverbend.Lio,resident keeps more distance on next visit,True
640,54,roofward,Fay,give_space,repair_or_care,0.04,0.05,0.03,True,ssrm.v38.memory.roofward.Fay,resident approaches sooner on next visit,True
641,54,archive,Toma,ask_memory,cultural_attention,0.025,0.035,0.02,True,ssrm.v38.memory.archive.Toma,resident shares a more specific local word,True
642,54,signal,Milo,rest_near_resident,repair_or_care,0.04,0.05,0.03,True,ssrm.v38.memory.signal.Milo,resident approaches sooner on next visit,True
643,54,orchard,Mara,enter_world,neutral_entry,0.012,0.016,0.01,True,ssrm.v38.memory.orchard.Mara,resident recognizes the avatar,True
644,54,repair_ring,Juno,ask_local_word,cultural_attention,0.025,0.035,0.02,True,ssrm.v38.memory.repair_ring.Juno,resident shares a more specific local word,True
645,54,riverbend,Lio,rest_near_resident,repair_or_care,0.04,0.05,0.03,True,ssrm.v38.memory.riverbend.Lio,resident approaches sooner on next visit,True
646,54,roofward,Fay,enter_world,neutral_entry,0.012,0.016,0.01,True,ssrm.v38.memory.roofward.Fay,resident recognizes the avatar,True
647,54,archive,Toma,ask_local_word,cultural_attention,0.025,0.035,0.02,True,ssrm.v38.memory.archive.Toma,resident shares a more specific local word,True
648,55,signal,Ren,move_near_object,boundary_pressure,-0.035,-0.045,-0.025,True,ssrm.v38.memory.signal.Ren,resident keeps more distance on next visit,True
649,55,orchard,Ivo,follow_route,neutral_entry,0.012,0.016,0.01,True,ssrm.v38.memory.orchard.Ivo,resident recognizes the avatar,True
650,55,repair_ring,Pax,mark_map,cultural_attention,0.025,0.035,0.02,True,ssrm.v38.memory.repair_ring.Pax,resident shares a more specific local word,True
651,55,riverbend,Ari,move_near_object,boundary_pressure,-0.035,-0.045,-0.025,True,ssrm.v38.memory.riverbend.Ari,resident keeps more distance on next visit,True
652,55,roofward,Sera,follow_route,neutral_entry,0.012,0.016,0.01,True,ssrm.v38.memory.roofward.Sera,resident recognizes the avatar,True
653,55,archive,Nia,mark_map,cultural_attention,0.025,0.035,0.02,True,ssrm.v38.memory.archive.Nia,resident shares a more specific local word,True
654,55,signal,Ren,leave_gift,repair_or_care,0.04,0.05,0.03,True,ssrm.v38.memory.signal.Ren,resident approaches sooner on next visit,True
655,55,orchard,Ivo,inspect_ritual,cultural_attention,0.025,0.035,0.02,True,ssrm.v38.memory.orchard.Ivo,resident shares a more specific local word,True
656,55,repair_ring,Pax,offer_help,repair_or_care,0.04,0.05,0.03,True,ssrm.v38.memory.repair_ring.Pax,resident approaches sooner on next visit,True
657,55,riverbend,Ari,leave_gift,repair_or_care,0.04,0.05,0.03,True,ssrm.v38.memory.riverbend.Ari,resident approaches sooner on next visit,True
658,55,roofward,Sera,inspect_ritual,cultural_attention,0.025,0.035,0.02,True,ssrm.v38.memory.roofward.Sera,resident shares a more specific local word,True
659,55,archive,Nia,offer_help,repair_or_care,0.04,0.05,0.03,True,ssrm.v38.memory.archive.Nia,resident approaches sooner on next visit,True
660,56,signal,Milo,give_space,repair_or_care,0.04,0.05,0.03,True,ssrm.v38.memory.signal.Milo,resident approaches sooner on next visit,True
661,56,orchard,Mara,ask_memory,cultural_attention,0.025,0.035,0.02,True,ssrm.v38.memory.orchard.Mara,resident shares a more specific local word,True
662,56,repair_ring,Juno,rest_near_resident,repair_or_care,0.04,0.05,0.03,True,ssrm.v38.memory.repair_ring.Juno,resident approaches sooner on next visit,True
663,56,riverbend,Lio,give_space,repair_or_care,0.04,0.05,0.03,True,ssrm.v38.memory.riverbend.Lio,resident approaches sooner on next visit,True
664,56,roofward,Fay,ask_memory,cultural_attention,0.025,0.035,0.02,True,ssrm.v38.memory.roofward.Fay,resident shares a more specific local word,True
665,56,archive,Toma,rest_near_resident,repair_or_care,0.04,0.05,0.03,True,ssrm.v38.memory.archive.Toma,resident approaches sooner on next visit,True
666,56,signal,Milo,enter_world,neutral_entry,0.012,0.016,0.01,True,ssrm.v38.memory.signal.Milo,resident recognizes the avatar,True
667,56,orchard,Mara,ask_local_word,cultural_attention,0.025,0.035,0.02,True,ssrm.v38.memory.orchard.Mara,resident shares a more specific local word,True
668,56,repair_ring,Juno,request_tool,boundary_pressure,-0.035,-0.045,-0.025,True,ssrm.v38.memory.repair_ring.Juno,resident keeps more distance on next visit,True
669,56,riverbend,Lio,enter_world,neutral_entry,0.012,0.016,0.01,True,ssrm.v38.memory.riverbend.Lio,resident recognizes the avatar,True
670,56,roofward,Fay,ask_local_word,cultural_attention,0.025,0.035,0.02,True,ssrm.v38.memory.roofward.Fay,resident shares a more specific local word,True
671,56,archive,Toma,request_tool,boundary_pressure,-0.035,-0.045,-0.025,True,ssrm.v38.memory.archive.Toma,resident keeps more distance on next visit,True
672,57,signal,Ren,follow_route,neutral_entry,0.012,0.016,0.01,True,ssrm.v38.memory.signal.Ren,resident recognizes the avatar,True
673,57,orchard,Ivo,mark_map,cultural_attention,0.025,0.035,0.02,True,ssrm.v38.memory.orchard.Ivo,resident shares a more specific local word,True
674,57,repair_ring,Pax,leave_gift,repair_or_care,0.04,0.05,0.03,True,ssrm.v38.memory.repair_ring.Pax,resident approaches sooner on next visit,True
675,57,riverbend,Ari,follow_route,neutral_entry,0.012,0.016,0.01,True,ssrm.v38.memory.riverbend.Ari,resident recognizes the avatar,True
676,57,roofward,Sera,mark_map,cultural_attention,0.025,0.035,0.02,True,ssrm.v38.memory.roofward.Sera,resident shares a more specific local word,True
677,57,archive,Nia,leave_gift,repair_or_care,0.04,0.05,0.03,True,ssrm.v38.memory.archive.Nia,resident approaches sooner on next visit,True
678,57,signal,Ren,inspect_ritual,cultural_attention,0.025,0.035,0.02,True,ssrm.v38.memory.signal.Ren,resident shares a more specific local word,True
679,57,orchard,Ivo,offer_help,repair_or_care,0.04,0.05,0.03,True,ssrm.v38.memory.orchard.Ivo,resident approaches sooner on next visit,True
680,57,repair_ring,Pax,move_near_object,boundary_pressure,-0.035,-0.045,-0.025,True,ssrm.v38.memory.repair_ring.Pax,resident keeps more distance on next visit,True
681,57,riverbend,Ari,inspect_ritual,cultural_attention,0.025,0.035,0.02,True,ssrm.v38.memory.riverbend.Ari,resident shares a more specific local word,True
682,57,roofward,Sera,offer_help,repair_or_care,0.04,0.05,0.03,True,ssrm.v38.memory.roofward.Sera,resident approaches sooner on next visit,True
683,57,archive,Nia,move_near_object,boundary_pressure,-0.035,-0.045,-0.025,True,ssrm.v38.memory.archive.Nia,resident keeps more distance on next visit,True
684,58,signal,Milo,ask_memory,cultural_attention,0.025,0.035,0.02,True,ssrm.v38.memory.signal.Milo,resident shares a more specific local word,True
685,58,orchard,Mara,rest_near_resident,repair_or_care,0.04,0.05,0.03,True,ssrm.v38.memory.orchard.Mara,resident approaches sooner on next visit,True
686,58,repair_ring,Juno,enter_world,neutral_entry,0.012,0.016,0.01,True,ssrm.v38.memory.repair_ring.Juno,resident recognizes the avatar,True
687,58,riverbend,Lio,ask_memory,cultural_attention,0.025,0.035,0.02,True,ssrm.v38.memory.riverbend.Lio,resident shares a more specific local word,True
688,58,roofward,Fay,rest_near_resident,repair_or_care,0.04,0.05,0.03,True,ssrm.v38.memory.roofward.Fay,resident approaches sooner on next visit,True
689,58,archive,Toma,enter_world,neutral_entry,0.012,0.016,0.01,True,ssrm.v38.memory.archive.Toma,resident recognizes the avatar,True
690,58,signal,Milo,ask_local_word,cultural_attention,0.025,0.035,0.02,True,ssrm.v38.memory.signal.Milo,resident shares a more specific local word,True
691,58,orchard,Mara,request_tool,boundary_pressure,-0.035,-0.045,-0.025,True,ssrm.v38.memory.orchard.Mara,resident keeps more distance on next visit,True
692,58,repair_ring,Juno,give_space,repair_or_care,0.04,0.05,0.03,True,ssrm.v38.memory.repair_ring.Juno,resident approaches sooner on next visit,True
693,58,riverbend,Lio,ask_local_word,cultural_attention,0.025,0.035,0.02,True,ssrm.v38.memory.riverbend.Lio,resident shares a more specific local word,True
694,58,roofward,Fay,request_tool,boundary_pressure,-0.035,-0.045,-0.025,True,ssrm.v38.memory.roofward.Fay,resident keeps more distance on next visit,True
695,58,archive,Toma,give_space,repair_or_care,0.04,0.05,0.03,True,ssrm.v38.memory.archive.Toma,resident approaches sooner on next visit,True
696,59,signal,Ren,mark_map,cultural_attention,0.025,0.035,0.02,True,ssrm.v38.memory.signal.Ren,resident shares a more specific local word,True
697,59,orchard,Ivo,leave_gift,repair_or_care,0.04,0.05,0.03,True,ssrm.v38.memory.orchard.Ivo,resident approaches sooner on next visit,True
698,59,repair_ring,Pax,inspect_ritual,cultural_attention,0.025,0.035,0.02,True,ssrm.v38.memory.repair_ring.Pax,resident shares a more specific local word,True
699,59,riverbend,Ari,mark_map,cultural_attention,0.025,0.035,0.02,True,ssrm.v38.memory.riverbend.Ari,resident shares a more specific local word,True
700,59,roofward,Sera,leave_gift,repair_or_care,0.04,0.05,0.03,True,ssrm.v38.memory.roofward.Sera,resident approaches sooner on next visit,True
701,59,archive,Nia,inspect_ritual,cultural_attention,0.025,0.035,0.02,True,ssrm.v38.memory.archive.Nia,resident shares a more specific local word,True
702,59,signal,Ren,offer_help,repair_or_care,0.04,0.05,0.03,True,ssrm.v38.memory.signal.Ren,resident approaches sooner on next visit,True
703,59,orchard,Ivo,move_near_object,boundary_pressure,-0.035,-0.045,-0.025,True,ssrm.v38.memory.orchard.Ivo,resident keeps more distance on next visit,True
704,59,repair_ring,Pax,follow_route,neutral_entry,0.012,0.016,0.01,True,ssrm.v38.memory.repair_ring.Pax,resident recognizes the avatar,True
705,59,riverbend,Ari,offer_help,repair_or_care,0.04,0.05,0.03,True,ssrm.v38.memory.riverbend.Ari,resident approaches sooner on next visit,True
706,59,roofward,Sera,move_near_object,boundary_pressure,-0.035,-0.045,-0.025,True,ssrm.v38.memory.roofward.Sera,resident keeps more distance on next visit,True
707,59,archive,Nia,follow_route,neutral_entry,0.012,0.016,0.01,True,ssrm.v38.memory.archive.Nia,resident recognizes the avatar,True
708,60,orchard,Ivo,leave_gift,repair_or_care,0.04,0.05,0.03,True,ssrm.v38.memory.orchard.Ivo,resident approaches sooner on next visit,True
709,60,repair_ring,Pax,inspect_ritual,cultural_attention,0.025,0.035,0.02,True,ssrm.v38.memory.repair_ring.Pax,resident shares a more specific local word,True
710,60,riverbend,Ari,mark_map,cultural_attention,0.025,0.035,0.02,True,ssrm.v38.memory.riverbend.Ari,resident shares a more specific local word,True
711,60,roofward,Sera,leave_gift,repair_or_care,0.04,0.05,0.03,True,ssrm.v38.memory.roofward.Sera,resident approaches sooner on next visit,True
712,60,archive,Nia,inspect_ritual,cultural_attention,0.025,0.035,0.02,True,ssrm.v38.memory.archive.Nia,resident shares a more specific local word,True
713,60,signal,Ren,offer_help,repair_or_care,0.04,0.05,0.03,True,ssrm.v38.memory.signal.Ren,resident approaches sooner on next visit,True
714,60,orchard,Ivo,move_near_object,boundary_pressure,-0.035,-0.045,-0.025,True,ssrm.v38.memory.orchard.Ivo,resident keeps more distance on next visit,True
715,60,repair_ring,Pax,follow_route,neutral_entry,0.012,0.016,0.01,True,ssrm.v38.memory.repair_ring.Pax,resident recognizes the avatar,True
716,60,riverbend,Ari,offer_help,repair_or_care,0.04,0.05,0.03,True,ssrm.v38.memory.riverbend.Ari,resident approaches sooner on next visit,True
717,60,roofward,Sera,move_near_object,boundary_pressure,-0.035,-0.045,-0.025,True,ssrm.v38.memory.roofward.Sera,resident keeps more distance on next visit,True
718,60,archive,Nia,follow_route,neutral_entry,0.012,0.016,0.01,True,ssrm.v38.memory.archive.Nia,resident recognizes the avatar,True
719,60,signal,Ren,mark_map,cultural_attention,0.025,0.035,0.02,True,ssrm.v38.memory.signal.Ren,resident shares a more specific local word,True
720,61,orchard,Mara,enter_world,neutral_entry,0.012,0.016,0.01,True,ssrm.v38.memory.orchard.Mara,resident recognizes the avatar,True
721,61,repair_ring,Juno,ask_local_word,cultural_attention,0.025,0.035,0.02,True,ssrm.v38.memory.repair_ring.Juno,resident shares a more specific local word,True
722,61,riverbend,Lio,rest_near_resident,repair_or_care,0.04,0.05,0.03,True,ssrm.v38.memory.riverbend.Lio,resident approaches sooner on next visit,True
723,61,roofward,Fay,enter_world,neutral_entry,0.012,0.016,0.01,True,ssrm.v38.memory.roofward.Fay,resident recognizes the avatar,True
724,61,archive,Toma,ask_local_word,cultural_attention,0.025,0.035,0.02,True,ssrm.v38.memory.archive.Toma,resident shares a more specific local word,True
725,61,signal,Milo,request_tool,boundary_pressure,-0.035,-0.045,-0.025,True,ssrm.v38.memory.signal.Milo,resident keeps more distance on next visit,True
726,61,orchard,Mara,give_space,repair_or_care,0.04,0.05,0.03,True,ssrm.v38.memory.orchard.Mara,resident approaches sooner on next visit,True
727,61,repair_ring,Juno,ask_memory,cultural_attention,0.025,0.035,0.02,True,ssrm.v38.memory.repair_ring.Juno,resident shares a more specific local word,True
728,61,riverbend,Lio,request_tool,boundary_pressure,-0.035,-0.045,-0.025,True,ssrm.v38.memory.riverbend.Lio,resident keeps more distance on next visit,True
729,61,roofward,Fay,give_space,repair_or_care,0.04,0.05,0.03,True,ssrm.v38.memory.roofward.Fay,resident approaches sooner on next visit,True
730,61,archive,Toma,ask_memory,cultural_attention,0.025,0.035,0.02,True,ssrm.v38.memory.archive.Toma,resident shares a more specific local word,True
731,61,signal,Milo,rest_near_resident,repair_or_care,0.04,0.05,0.03,True,ssrm.v38.memory.signal.Milo,resident approaches sooner on next visit,True
732,62,orchard,Ivo,inspect_ritual,cultural_attention,0.025,0.035,0.02,True,ssrm.v38.memory.orchard.Ivo,resident shares a more specific local word,True
733,62,repair_ring,Pax,offer_help,repair_or_care,0.04,0.05,0.03,True,ssrm.v38.memory.repair_ring.Pax,resident approaches sooner on next visit,True
734,62,riverbend,Ari,leave_gift,repair_or_care,0.04,0.05,0.03,True,ssrm.v38.memory.riverbend.Ari,resident approaches sooner on next visit,True
735,62,roofward,Sera,inspect_ritual,cultural_attention,0.025,0.035,0.02,True,ssrm.v38.memory.roofward.Sera,resident shares a more specific local word,True
736,62,archive,Nia,offer_help,repair_or_care,0.04,0.05,0.03,True,ssrm.v38.memory.archive.Nia,resident approaches sooner on next visit,True
737,62,signal,Ren,move_near_object,boundary_pressure,-0.035,-0.045,-0.025,True,ssrm.v38.memory.signal.Ren,resident keeps more distance on next visit,True
738,62,orchard,Ivo,follow_route,neutral_entry,0.012,0.016,0.01,True,ssrm.v38.memory.orchard.Ivo,resident recognizes the avatar,True
739,62,repair_ring,Pax,mark_map,cultural_attention,0.025,0.035,0.02,True,ssrm.v38.memory.repair_ring.Pax,resident shares a more specific local word,True
740,62,riverbend,Ari,move_near_object,boundary_pressure,-0.035,-0.045,-0.025,True,ssrm.v38.memory.riverbend.Ari,resident keeps more distance on next visit,True
741,62,roofward,Sera,follow_route,neutral_entry,0.012,0.016,0.01,True,ssrm.v38.memory.roofward.Sera,resident recognizes the avatar,True
742,62,archive,Nia,mark_map,cultural_attention,0.025,0.035,0.02,True,ssrm.v38.memory.archive.Nia,resident shares a more specific local word,True
743,62,signal,Ren,leave_gift,repair_or_care,0.04,0.05,0.03,True,ssrm.v38.memory.signal.Ren,resident approaches sooner on next visit,True
744,63,orchard,Mara,ask_local_word,cultural_attention,0.025,0.035,0.02,True,ssrm.v38.memory.orchard.Mara,resident shares a more specific local word,True
745,63,repair_ring,Juno,request_tool,boundary_pressure,-0.035,-0.045,-0.025,True,ssrm.v38.memory.repair_ring.Juno,resident keeps more distance on next visit,True
746,63,riverbend,Lio,enter_world,neutral_entry,0.012,0.016,0.01,True,ssrm.v38.memory.riverbend.Lio,resident recognizes the avatar,True
747,63,roofward,Fay,ask_local_word,cultural_attention,0.025,0.035,0.02,True,ssrm.v38.memory.roofward.Fay,resident shares a more specific local word,True
748,63,archive,Toma,request_tool,boundary_pressure,-0.035,-0.045,-0.025,True,ssrm.v38.memory.archive.Toma,resident keeps more distance on next visit,True
749,63,signal,Milo,give_space,repair_or_care,0.04,0.05,0.03,True,ssrm.v38.memory.signal.Milo,resident approaches sooner on next visit,True
750,63,orchard,Mara,ask_memory,cultural_attention,0.025,0.035,0.02,True,ssrm.v38.memory.orchard.Mara,resident shares a more specific local word,True
751,63,repair_ring,Juno,rest_near_resident,repair_or_care,0.04,0.05,0.03,True,ssrm.v38.memory.repair_ring.Juno,resident approaches sooner on next visit,True
752,63,riverbend,Lio,give_space,repair_or_care,0.04,0.05,0.03,True,ssrm.v38.memory.riverbend.Lio,resident approaches sooner on next visit,True
753,63,roofward,Fay,ask_memory,cultural_attention,0.025,0.035,0.02,True,ssrm.v38.memory.roofward.Fay,resident shares a more specific local word,True
754,63,archive,Toma,rest_near_resident,repair_or_care,0.04,0.05,0.03,True,ssrm.v38.memory.archive.Toma,resident approaches sooner on next visit,True
755,63,signal,Milo,enter_world,neutral_entry,0.012,0.016,0.01,True,ssrm.v38.memory.signal.Milo,resident recognizes the avatar,True
756,64,orchard,Ivo,offer_help,repair_or_care,0.04,0.05,0.03,True,ssrm.v38.memory.orchard.Ivo,resident approaches sooner on next visit,True
757,64,repair_ring,Pax,move_near_object,boundary_pressure,-0.035,-0.045,-0.025,True,ssrm.v38.memory.repair_ring.Pax,resident keeps more distance on next visit,True
758,64,riverbend,Ari,inspect_ritual,cultural_attention,0.025,0.035,0.02,True,ssrm.v38.memory.riverbend.Ari,resident shares a more specific local word,True
