tick,day,resident,room,sound_level,smell_strength,temperature_c,wetness,light_level,pain_signal,fatigue_signal,overlay_intensity,sensory_frequency_hz,flower_phase,overlay_visible
3667,204,Tovan,glasshouse,0.500732,0.686271,18.081,0.119778,0.795776,0.061178,0.535068,0.449801,4.271,root,True
3668,204,Nia,river gate,0.481069,0.683302,17.815,0.594316,0.751404,0.061819,0.561539,0.522241,4.641,stem,True
3669,204,Ari,west hearth,0.46125,0.679481,17.548,0.108998,0.7,0.062452,0.588009,0.433365,5.011,leaf,True
3670,204,Fay,rain court,0.441375,0.674818,17.282,0.583832,0.643127,0.063077,0.61448,0.503452,5.381,bud,True
3671,204,Milo,tool alcove,0.421542,0.669328,17.016,0.098826,0.582513,0.063694,0.640951,0.412809,5.751,bloom,True
3672,205,Sera,glasshouse,0.401854,0.663025,21.051,0.093985,0.52,0.224302,0.183211,0.347729,2.832,bloom,True
3673,205,Tovan,river gate,0.382408,0.655928,20.829,0.569316,0.582513,0.064901,0.209681,0.410791,3.202,fruit,True
3674,205,Nia,west hearth,0.363302,0.648055,20.601,0.084827,0.643127,0.065491,0.236152,0.340159,3.572,compost,True
3675,205,Ari,rain court,0.344633,0.63943,20.367,0.560523,0.7,0.066072,0.262622,0.42888,3.942,seed,True
3676,205,Fay,tool alcove,0.326496,0.630076,20.128,0.076409,0.751404,0.066644,0.289093,0.356687,4.312,root,True
3677,205,Milo,fiber loft,0.30898,0.62002,19.885,0.072492,0.795776,0.067206,0.315564,0.36334,4.682,stem,True
3678,205,Sera,glasshouse,0.292175,0.60929,19.636,0.068777,0.831769,0.067758,0.342034,0.368634,5.052,leaf,True
3679,205,Tovan,river gate,0.276166,0.597915,19.384,0.545269,0.858289,0.2283,0.368505,0.479074,5.422,bud,True
3680,205,Nia,west hearth,0.261032,0.585929,19.128,0.061973,0.874531,0.068832,0.394975,0.374545,5.792,bloom,True
3681,205,Ari,rain court,0.246851,0.573365,18.87,0.538893,0.88,0.069354,0.421446,0.454985,2.832,fruit,True
3682,205,Fay,tool alcove,0.233693,0.560257,18.609,0.056034,0.874531,0.069865,0.447917,0.373716,3.202,compost,True
3683,205,Milo,fiber loft,0.221625,0.546644,18.345,0.053399,0.858289,0.070365,0.474387,0.370785,3.572,seed,True
3684,205,Sera,glasshouse,0.210708,0.532562,18.081,0.050992,0.831769,0.070854,0.500858,0.36629,3.942,root,True
3685,205,Tovan,river gate,0.200996,0.518052,17.815,0.528817,0.795776,0.071332,0.527328,0.440384,4.312,stem,True
3686,205,Nia,west hearth,0.19254,0.503154,17.548,0.046875,0.751404,0.231799,0.553799,0.379928,4.682,leaf,True
3687,205,Ari,rain court,0.18538,0.48791,17.282,0.525171,0.7,0.072254,0.58027,0.425164,5.052,bud,True
3688,205,Fay,tool alcove,0.179554,0.472363,17.016,0.043706,0.643127,0.072698,0.60674,0.336365,5.422,bloom,True
3689,205,Milo,fiber loft,0.175091,0.456557,16.75,0.042483,0.582513,0.07313,0.633211,0.327164,5.792,fruit,True
3690,206,Sera,river gate,0.172013,0.440536,20.829,0.521502,0.52,0.07355,0.175417,0.31717,2.873,fruit,True
3691,206,Tovan,west hearth,0.170336,0.424345,20.601,0.040766,0.582513,0.073957,0.201887,0.248967,3.243,compost,True
3692,206,Nia,rain court,0.170068,0.408029,20.367,0.520275,0.643127,0.234353,0.228358,0.367368,3.613,seed,True
3693,206,Ari,tool alcove,0.17121,0.391635,20.128,0.04003,0.7,0.074736,0.254828,0.272073,3.983,root,True
3694,206,Fay,fiber loft,0.173758,0.375208,19.885,0.040032,0.751404,0.075106,0.281299,0.282801,4.353,stem,True
3695,206,Milo,glasshouse,0.177697,0.358794,19.636,0.040279,0.795776,0.075464,0.30777,0.29263,4.723,leaf,True
3696,206,Sera,river gate,0.183008,0.34244,19.384,0.520773,0.831769,0.075809,0.33424,0.38134,5.093,bud,True
3697,206,Tovan,west hearth,0.189665,0.326192,19.128,0.041512,0.858289,0.076142,0.360711,0.308752,5.463,bloom,True
3698,206,Nia,rain court,0.197633,0.310094,18.87,0.522496,0.874531,0.076461,0.387181,0.394733,5.833,fruit,True
3699,206,Ari,tool alcove,0.206873,0.294193,18.609,0.043722,0.88,0.236767,0.413652,0.345868,2.873,compost,True
3700,206,Fay,fiber loft,0.217339,0.278533,18.345,0.04519,0.874531,0.077059,0.440123,0.322129,3.243,seed,True
3701,206,Milo,glasshouse,0.228976,0.263158,18.081,0.046897,0.858289,0.077339,0.466593,0.323542,3.613,root,True
3702,206,Sera,river gate,0.241728,0.24811,17.815,0.528841,0.831769,0.077605,0.493064,0.403519,3.983,stem,True
3703,206,Tovan,west hearth,0.255528,0.233434,17.548,0.051019,0.795776,0.077857,0.519534,0.322191,4.353,leaf,True
3704,206,Nia,rain court,0.270309,0.219169,17.282,0.533429,0.751404,0.078095,0.546005,0.399735,4.723,bud,True
3705,206,Ari,tool alcove,0.285995,0.205355,17.016,0.056066,0.7,0.07832,0.572476,0.316369,5.093,bloom,True
3706,206,Fay,fiber loft,0.302508,0.192032,16.75,0.058928,0.643127,0.238531,0.598946,0.339012,5.463,fruit,True
3707,206,Milo,glasshouse,0.319763,0.179237,16.486,0.062011,0.582513,0.078728,0.625417,0.307945,5.833,compost,True
3708,207,Sera,west hearth,0.337675,0.167006,20.601,0.06531,0.52,0.078911,0.1677,0.222767,2.914,compost,True
3709,207,Tovan,rain court,0.356153,0.155373,20.367,0.54882,0.582513,0.07908,0.194171,0.319352,3.284,seed,True
3710,207,Nia,tool alcove,0.375104,0.144371,20.128,0.072538,0.643127,0.079235,0.220641,0.255836,3.654,root,True
3711,207,Ari,fiber loft,0.394432,0.13403,19.885,0.076457,0.7,0.079376,0.247112,0.271901,4.024,stem,True
3712,207,Fay,glasshouse,0.41404,0.12438,19.636,0.080573,0.751404,0.239503,0.273582,0.313914,4.394,leaf,True
3713,207,Milo,river gate,0.43383,0.115448,19.384,0.564879,0.795776,0.079615,0.300053,0.3816,4.764,bud,True
3714,207,Sera,west hearth,0.453701,0.107259,19.128,0.089371,0.831769,0.079713,0.326524,0.314723,5.134,bloom,True
3715,207,Tovan,rain court,0.473553,0.099836,18.87,0.574041,0.858289,0.079797,0.352994,0.406418,5.504,fruit,True
3716,207,Nia,tool alcove,0.493286,0.0932,18.609,0.098884,0.874531,0.079866,0.379465,0.336539,5.874,compost,True
3717,207,Ari,fiber loft,0.512802,0.087369,18.345,0.103893,0.88,0.079921,0.405935,0.344987,2.914,seed,True
3718,207,Fay,glasshouse,0.532001,0.08236,18.081,0.10906,0.874531,0.079962,0.432406,0.35172,3.284,root,True
3719,207,Milo,river gate,0.550787,0.078187,17.815,0.59438,0.858289,0.239988,0.458877,0.463418,3.654,stem,True
3720,207,Sera,west hearth,0.569065,0.074862,17.548,0.119844,0.831769,0.079999,0.485347,0.360148,4.024,leaf,True
3721,207,Tovan,rain court,0.586743,0.072393,17.282,0.605445,0.795776,0.079997,0.511818,0.442028,4.394,bud,True
3722,207,Nia,tool alcove,0.603732,0.070788,17.016,0.131175,0.751404,0.079979,0.538288,0.362561,4.764,bloom,True
3723,207,Ari,fiber loft,0.619946,0.070052,16.75,0.137027,0.7,0.079948,0.564759,0.361955,5.134,fruit,True
3724,207,Fay,glasshouse,0.635304,0.070186,16.486,0.142993,0.643127,0.079902,0.591229,0.360457,5.504,compost,True
3725,207,Milo,river gate,0.649728,0.07119,16.224,0.629064,0.582513,0.079841,0.6177,0.43834,5.874,seed,True
3726,208,Sera,rain court,0.663146,0.073062,20.367,0.635232,0.52,0.079766,0.160191,0.355233,2.955,seed,True
3727,208,Tovan,tool alcove,0.67549,0.075795,20.128,0.161489,0.582513,0.079677,0.186662,0.293604,3.325,root,True
3728,208,Nia,fiber loft,0.686698,0.079383,19.885,0.167826,0.643127,0.079573,0.213132,0.311623,3.695,stem,True
3729,208,Ari,glasshouse,0.696713,0.083815,19.636,0.174234,0.7,0.079456,0.239603,0.32897,4.065,leaf,True
3730,208,Fay,river gate,0.705484,0.089079,19.384,0.660705,0.751404,0.079324,0.266073,0.425345,4.435,bud,True
3731,208,Milo,west hearth,0.712969,0.095159,19.128,0.18723,0.795776,0.079177,0.292544,0.360476,4.805,bloom,True
3732,208,Sera,rain court,0.719128,0.10204,18.87,0.6738,0.831769,0.239017,0.319015,0.480795,5.175,fruit,True
3733,208,Tovan,tool alcove,0.723931,0.109701,18.609,0.200405,0.858289,0.078842,0.345485,0.386109,5.545,compost,True
3734,208,Nia,fiber loft,0.727354,0.118122,18.345,0.207037,0.874531,0.078654,0.371956,0.396276,5.915,seed,True
3735,208,Ari,glasshouse,0.72938,0.127277,18.081,0.213687,0.88,0.078451,0.398426,0.404537,2.955,root,True
3736,208,Fay,river gate,0.729997,0.137143,17.815,0.700346,0.874531,0.078235,0.424897,0.490858,3.325,stem,True
3737,208,Milo,west hearth,0.729204,0.147691,17.548,0.227004,0.858289,0.078005,0.451367,0.41526,3.695,leaf,True
3738,208,Sera,rain court,0.727004,0.15889,17.282,0.713653,0.831769,0.077761,0.477838,0.497819,4.065,bud,True
3739,208,Tovan,tool alcove,0.723408,0.170711,17.016,0.240283,0.795776,0.237504,0.504309,0.445332,4.435,bloom,True
3740,208,Nia,fiber loft,0.718434,0.18312,16.75,0.246885,0.751404,0.077233,0.530779,0.417976,4.805,fruit,True
3741,208,Ari,glasshouse,0.712108,0.196082,16.486,0.253451,0.7,0.076948,0.55725,0.415973,5.175,compost,True
3742,208,Fay,river gate,0.704461,0.20956,16.224,0.73997,0.643127,0.07665,0.58372,0.492915,5.545,seed,True
3743,208,Milo,west hearth,0.695532,0.223516,15.965,0.266435,0.582513,0.076339,0.610191,0.409088,5.915,root,True
3744,209,Sera,tool alcove,0.685366,0.237913,20.128,0.272836,0.52,0.076015,0.153016,0.324191,2.996,root,True
3745,209,Tovan,fiber loft,0.674013,0.252708,19.885,0.279165,0.582513,0.235678,0.179487,0.367261,3.366,stem,True
3746,209,Nia,glasshouse,0.661532,0.267861,19.636,0.285413,0.643127,0.075328,0.205957,0.356536,3.736,leaf,True
3747,209,Ari,river gate,0.647985,0.283328,19.384,0.771572,0.7,0.074965,0.232428,0.451713,4.106,bud,True
3748,209,Fay,west hearth,0.633441,0.299067,19.128,0.297632,0.751404,0.07459,0.258899,0.385839,4.476,bloom,True
3749,209,Milo,rain court,0.617972,0.315034,18.87,0.783587,0.795776,0.074202,0.285369,0.478657,4.846,fruit,True
3750,209,Sera,tool alcove,0.601657,0.331183,18.609,0.309426,0.831769,0.073801,0.31184,0.409946,5.216,compost,True
3751,209,Tovan,fiber loft,0.584577,0.347469,18.345,0.315144,0.858289,0.073389,0.33831,0.41953,5.586,seed,True
3752,209,Nia,glasshouse,0.566819,0.363846,18.081,0.320731,0.874531,0.232964,0.364781,0.453945,5.956,root,True
3753,209,Ari,river gate,0.548473,0.380269,17.815,0.80618,0.88,0.072528,0.391252,0.513117,2.996,stem,True
3754,209,Fay,west hearth,0.529631,0.396691,17.548,0.331484,0.874531,0.07208,0.417722,0.437023,3.366,leaf,True
3755,209,Milo,rain court,0.510387,0.413066,17.282,0.816636,0.858289,0.07162,0.444193,0.519032,3.736,bud,True
3756,209,Sera,tool alcove,0.490839,0.429348,17.016,0.341627,0.831769,0.071149,0.470663,0.439233,4.106,bloom,True
3757,209,Tovan,fiber loft,0.471085,0.445491,16.75,0.346452,0.795776,0.070667,0.497134,0.437768,4.476,fruit,True
3758,209,Nia,glasshouse,0.451225,0.461451,16.486,0.351105,0.751404,0.070173,0.523604,0.434827,4.846,compost,True
3759,209,Ari,river gate,0.431359,0.477182,16.224,0.835577,0.7,0.229669,0.550075,0.53731,5.216,seed,True
3760,209,Fay,west hearth,0.411587,0.49264,15.965,0.359864,0.643127,0.069154,0.576546,0.425486,5.586,root,True
3761,209,Milo,rain court,0.392008,0.507782,15.708,0.84396,0.582513,0.068628,0.603016,0.499651,5.956,stem,True
3762,210,Sera,fiber loft,0.372721,0.522565,19.885,0.367858,0.52,0.068092,0.146297,0.332922,2.75,stem,True
3763,210,Tovan,glasshouse,0.353824,0.536947,19.636,0.371555,0.582513,0.067546,0.172767,0.347525,3.12,leaf,True
3764,210,Nia,river gate,0.335412,0.550889,19.384,0.855043,0.643127,0.06699,0.199238,0.441783,3.49,bud,True
3765,210,Ari,west hearth,0.317577,0.564351,19.128,0.37832,0.7,0.226424,0.225709,0.402063,3.86,bloom,True
3766,210,Fay,rain court,0.300409,0.577295,18.87,0.861379,0.751404,0.065849,0.252179,0.468086,4.23,fruit,True
3767,210,Milo,tool alcove,0.283995,0.589685,18.609,0.384218,0.795776,0.065264,0.27865,0.399598,4.6,compost,True
3768,210,Sera,fiber loft,0.268417,0.601486,18.345,0.386832,0.831769,0.064671,0.30512,0.409716,4.97,seed,True
3769,210,Tovan,glasshouse,0.253755,0.612665,18.081,0.389218,0.858289,0.064068,0.331591,0.418264,5.34,root,True
3770,210,Nia,river gate,0.240081,0.623191,17.815,0.871372,0.874531,0.063457,0.358062,0.505115,5.71,stem,True
3771,210,Ari,west hearth,0.227465,0.633033,17.548,0.393292,0.88,0.062837,0.384532,0.430193,2.75,leaf,True
3772,210,Fay,rain court,0.21597,0.642166,17.282,0.874974,0.874531,0.222209,0.411003,0.540142,3.12,bud,True
3773,210,Milo,tool alcove,0.205655,0.650561,17.016,0.396417,0.858289,0.061573,0.437473,0.434995,3.49,bloom,True
3774,210,Sera,fiber loft,0.196571,0.658197,16.75,0.397618,0.831769,0.060929,0.463944,0.434838,3.86,fruit,True
3775,210,Tovan,glasshouse,0.188764,0.665052,16.486,0.398576,0.795776,0.060278,0.490414,0.433143,4.23,compost,True
3776,210,Nia,river gate,0.182273,0.671107,16.224,0.87929,0.751404,0.059619,0.516885,0.510096,4.6,seed,True
3777,210,Ari,west hearth,0.177131,0.676343,15.965,0.399758,0.7,0.058953,0.543356,0.425923,4.97,root,True
3778,210,Fay,rain court,0.173364,0.680748,15.708,0.87998,0.643127,0.05828,0.569826,0.500888,5.34,stem,True
3779,210,Milo,tool alcove,0.170991,0.684308,15.454,0.399956,0.582513,0.217601,0.596297,0.441944,5.71,leaf,True
3780,211,Sera,glasshouse,0.170024,0.687013,19.636,0.399685,0.52,0.056916,0.140146,0.328964,2.791,leaf,True
3781,211,Tovan,river gate,0.170468,0.688856,19.384,0.879169,0.582513,0.056224,0.166617,0.423975,3.161,bud,True
3782,211,Nia,west hearth,0.17232,0.689832,19.128,0.398407,0.643127,0.055526,0.193087,0.358717,3.531,bloom,True
3783,211,Ari,rain court,0.175572,0.689938,18.87,0.877401,0.7,0.054823,0.219558,0.452882,3.901,fruit,True
3784,211,Fay,tool alcove,0.180206,0.689173,18.609,0.396153,0.751404,0.054115,0.246029,0.38618,4.271,compost,True
3785,211,Milo,fiber loft,0.1862,0.68754,18.345,0.394663,0.795776,0.213401,0.272499,0.425013,4.641,seed,True
3786,211,Sera,glasshouse,0.193523,0.685043,18.081,0.392934,0.831769,0.052683,0.29897,0.409154,5.011,root,True
3787,211,Tovan,river gate,0.202138,0.68169,17.815,0.870968,0.858289,0.051959,0.32544,0.498414,5.381,stem,True
3788,211,Nia,west hearth,0.212003,0.677489,17.548,0.388768,0.874531,0.051232,0.351911,0.425989,5.751,leaf,True
3789,211,Ari,rain court,0.223066,0.672453,17.282,0.866338,0.88,0.050501,0.378382,0.51179,2.791,bud,True
3790,211,Fay,tool alcove,0.235273,0.666596,17.016,0.383679,0.874531,0.049766,0.404852,0.435783,3.161,bloom,True
3791,211,Milo,fiber loft,0.248562,0.659933,16.75,0.380797,0.858289,0.049027,0.431323,0.437989,3.531,fruit,True
3792,211,Sera,glasshouse,0.262866,0.652485,16.486,0.377694,0.831769,0.208285,0.457793,0.465149,3.901,compost,True
3793,211,Tovan,river gate,0.278113,0.644271,16.224,0.854376,0.795776,0.04754,0.484264,0.51739,4.271,seed,True
3794,211,Nia,west hearth,0.294226,0.635315,15.965,0.370846,0.751404,0.046792,0.510734,0.434886,4.641,root,True
3795,211,Ari,rain court,0.311124,0.625643,15.708,0.84711,0.7,0.046042,0.537205,0.511187,5.011,stem,True
3796,211,Fay,tool alcove,0.328722,0.61528,15.454,0.363172,0.643127,0.04529,0.563676,0.426544,5.381,leaf,True
3797,211,Milo,fiber loft,0.346931,0.604257,15.205,0.359039,0.582513,0.044535,0.590146,0.421237,5.751,bud,True
3798,212,Sera,river gate,0.365659,0.592603,19.384,0.834715,0.52,0.20378,0.134668,0.441904,2.832,bud,True
3799,212,Tovan,west hearth,0.384813,0.580353,19.128,0.350206,0.582513,0.043022,0.161139,0.350341,3.202,bloom,True
3800,212,Nia,rain court,0.404294,0.56754,18.87,0.82552,0.643127,0.042264,0.187609,0.445059,3.572,fruit,True
3801,212,Ari,tool alcove,0.424006,0.554201,18.609,0.340662,0.7,0.041505,0.21408,0.379076,3.942,compost,True
3802,212,Fay,fiber loft,0.443849,0.540372,18.345,0.335638,0.751404,0.040745,0.240551,0.392093,4.312,seed,True
3803,212,Milo,glasshouse,0.463723,0.526093,18.081,0.330456,0.795776,0.039985,0.267021,0.403842,4.682,root,True
3804,212,Sera,river gate,0.483528,0.511403,17.815,0.805123,0.831769,0.039225,0.293492,0.49409,5.052,stem,True
3805,212,Tovan,west hearth,0.503164,0.496345,17.548,0.319646,0.858289,0.198466,0.319962,0.449312,5.422,leaf,True
3806,212,Nia,rain court,0.522532,0.480959,17.282,0.794033,0.874531,0.037706,0.346433,0.509366,5.792,bud,True
3807,212,Ari,tool alcove,0.541535,0.465291,17.016,0.308291,0.88,0.036948,0.372904,0.434161,2.832,bloom,True
3808,212,Fay,fiber loft,0.560076,0.449382,16.75,0.302428,0.874531,0.036191,0.399374,0.436997,3.202,fruit,True
3809,212,Milo,glasshouse,0.578063,0.433279,16.486,0.296452,0.858289,0.035435,0.425845,0.437894,3.572,compost,True
3810,212,Sera,river gate,0.595404,0.417027,16.224,0.770372,0.831769,0.034681,0.452315,0.516928,3.942,seed,True
3811,212,Tovan,west hearth,0.612013,0.40067,15.965,0.284195,0.795776,0.033929,0.478786,0.434228,4.312,root,True
3812,212,Nia,rain court,0.627805,0.384255,15.708,0.757931,0.751404,0.193179,0.505256,0.536638,4.682,stem,True
3813,212,Ari,tool alcove,0.642701,0.367828,15.454,0.271587,0.7,0.032431,0.531727,0.424379,5.052,leaf,True
3814,212,Fay,fiber loft,0.656627,0.351436,15.205,0.265172,0.643127,0.031686,0.558198,0.417708,5.422,bud,True
3815,212,Milo,glasshouse,0.669511,0.335123,14.959,0.258696,0.582513,0.030944,0.584668,0.410243,5.792,bloom,True
3816,213,Sera,west hearth,0.681289,0.318937,19.128,0.252167,0.52,0.030206,0.129955,0.322092,2.873,bloom,True
3817,213,Tovan,rain court,0.691902,0.302922,18.87,0.725593,0.582513,0.029471,0.156426,0.414805,3.243,fruit,True
3818,213,Nia,tool alcove,0.701296,0.287124,18.609,0.238985,0.643127,0.18874,0.182896,0.373695,3.613,compost,True
3819,213,Ari,fiber loft,0.709423,0.271586,18.345,0.232351,0.7,0.028012,0.209367,0.358457,3.983,seed,True
3820,213,Fay,glasshouse,0.716243,0.256353,18.081,0.2257,0.751404,0.027289,0.235838,0.368804,4.353,root,True
3821,213,Milo,river gate,0.721722,0.241467,17.815,0.69904,0.795776,0.026571,0.262308,0.457814,4.723,stem,True
3822,213,Sera,west hearth,0.725832,0.226971,17.548,0.212383,0.831769,0.025858,0.288779,0.385265,5.093,leaf,True
3823,213,Tovan,rain court,0.728551,0.212904,17.282,0.685735,0.858289,0.025149,0.315249,0.47098,5.463,bud,True
3824,213,Nia,tool alcove,0.729868,0.199306,17.016,0.199108,0.874531,0.024447,0.34172,0.39483,5.833,bloom,True
3825,213,Ari,fiber loft,0.729773,0.186216,16.75,0.192509,0.88,0.183749,0.368191,0.423406,2.873,fruit,True
3826,213,Fay,glasshouse,0.72827,0.173669,16.486,0.185947,0.874531,0.023058,0.394661,0.396689,3.243,compost,True
3827,213,Milo,river gate,0.725363,0.161703,16.224,0.659432,0.858289,0.022372,0.421132,0.474715,3.613,seed,True
3828,213,Sera,west hearth,0.72107,0.150349,15.965,0.172973,0.831769,0.021693,0.447602,0.390909,3.983,root,True
3829,213,Tovan,rain court,0.71541,0.139641,15.708,0.646578,0.795776,0.021021,0.474073,0.465416,4.353,stem,True
3830,213,Nia,tool alcove,0.708414,0.129607,15.454,0.160256,0.751404,0.020355,0.500543,0.37843,4.723,leaf,True
3831,213,Ari,fiber loft,0.700115,0.120276,15.205,0.154016,0.7,0.019697,0.527014,0.370186,5.093,bud,True
3832,213,Fay,glasshouse,0.690555,0.111675,14.959,0.147866,0.643127,0.179046,0.553485,0.387626,5.463,bloom,True
3833,213,Milo,river gate,0.679784,0.103828,14.719,0.621815,0.582513,0.018402,0.579955,0.43105,5.833,fruit,True
3834,214,Sera,rain court,0.667855,0.096756,18.87,0.615871,0.52,0.017767,0.126087,0.340722,2.914,fruit,True
3835,214,Tovan,tool alcove,0.654828,0.090479,18.609,0.130042,0.582513,0.017139,0.152557,0.27126,3.284,compost,True
3836,214,Nia,fiber loft,0.640769,0.085016,18.345,0.124336,0.643127,0.016519,0.179028,0.281466,3.654,seed,True
3837,214,Ari,glasshouse,0.625749,0.080381,18.081,0.118761,0.7,0.015908,0.205499,0.29105,4.024,root,True
3838,214,Fay,river gate,0.609843,0.076588,17.815,0.593325,0.751404,0.175306,0.231969,0.406406,4.394,stem,True
3839,214,Milo,west hearth,0.593131,0.073646,17.548,0.108035,0.795776,0.014713,0.25844,0.30729,4.764,leaf,True
3840,214,Sera,rain court,0.575699,0.071565,17.282,0.582898,0.831769,0.014128,0.28491,0.393495,5.134,bud,True
3841,214,Tovan,tool alcove,0.557633,0.07035,17.016,0.097921,0.858289,0.013553,0.311381,0.318188,5.504,bloom,True
3842,214,Nia,fiber loft,0.539025,0.070005,16.75,0.093112,0.874531,0.012988,0.337851,0.321252,5.874,fruit,True
3843,214,Ari,glasshouse,0.519968,0.07053,16.486,0.088476,0.88,0.012432,0.364322,0.322621,2.914,compost,True
3844,214,Fay,river gate,0.500558,0.071924,16.224,0.56402,0.874531,0.011887,0.390793,0.402285,3.284,seed,True
3845,214,Milo,west hearth,0.480894,0.074184,15.965,0.079751,0.858289,0.171351,0.417263,0.346955,3.654,root,True
3846,214,Sera,rain court,0.461074,0.077302,15.708,0.555673,0.831769,0.010826,0.443734,0.39673,4.024,stem,True
3847,214,Tovan,tool alcove,0.441198,0.081271,15.454,0.071793,0.795776,0.010311,0.470204,0.311759,4.394,leaf,True
3848,214,Nia,fiber loft,0.421367,0.086078,15.205,0.068115,0.751404,0.009807,0.496675,0.305574,4.764,bud,True
3849,214,Ari,glasshouse,0.40168,0.091711,14.959,0.064646,0.7,0.009314,0.523146,0.298416,5.134,bloom,True
3850,214,Fay,river gate,0.382237,0.098153,14.719,0.541389,0.643127,0.008832,0.549616,0.370559,5.504,fruit,True
3851,214,Milo,west hearth,0.363134,0.105387,14.483,0.05835,0.582513,0.008362,0.576087,0.282306,5.874,compost,True
3852,215,Sera,tool alcove,0.34447,0.113392,18.609,0.055532,0.52,0.007902,0.123128,0.194071,2.955,compost,True
3853,215,Tovan,fiber loft,0.326337,0.122146,18.345,0.052938,0.582513,0.007455,0.149599,0.206831,3.325,seed,True
3854,215,Nia,glasshouse,0.308828,0.131624,18.081,0.050574,0.643127,0.007019,0.176069,0.21954,3.695,root,True
3855,215,Ari,river gate,0.29203,0.1418,17.815,0.528441,0.7,0.006595,0.20254,0.311901,4.065,stem,True
3856,215,Fay,west hearth,0.276028,0.152644,17.548,0.046544,0.751404,0.006183,0.229011,0.243635,4.435,leaf,True
3857,215,Milo,rain court,0.260902,0.164127,17.282,0.524883,0.795776,0.005783,0.255481,0.334492,4.805,bud,True
3858,215,Sera,tool alcove,0.246729,0.176216,17.016,0.043463,0.831769,0.165396,0.281952,0.290921,5.175,bloom,True
3859,215,Tovan,fiber loft,0.233581,0.188878,16.75,0.042284,0.858289,0.005021,0.308422,0.272746,5.545,fruit,True
3860,215,Nia,glasshouse,0.221523,0.202076,16.486,0.041348,0.874531,0.004658,0.334893,0.279838,5.915,compost,True
3861,215,Ari,river gate,0.210616,0.215774,16.224,0.520657,0.88,0.004309,0.361364,0.365453,2.955,seed,True
3862,215,Fay,west hearth,0.200916,0.229933,15.965,0.040211,0.874531,0.003972,0.387834,0.289566,3.325,root,True
3863,215,Milo,rain court,0.19247,0.244514,15.708,0.520012,0.858289,0.003648,0.414305,0.372206,3.695,stem,True
3864,215,Sera,tool alcove,0.185323,0.259475,15.454,0.040059,0.831769,0.003338,0.440775,0.293456,4.065,leaf,True
3865,215,Tovan,fiber loft,0.179509,0.274774,15.205,0.040352,0.795776,0.163041,0.467246,0.320116,4.435,bud,True
3866,215,Nia,glasshouse,0.175058,0.290369,14.959,0.040891,0.751404,0.002757,0.493716,0.292366,4.805,bloom,True
3867,215,Ari,river gate,0.171992,0.306216,14.719,0.521675,0.7,0.002486,0.520187,0.370426,5.175,fruit,True
3868,215,Fay,west hearth,0.170327,0.32227,14.483,0.042703,0.643127,0.002229,0.546658,0.287886,5.545,compost,True
3869,215,Milo,rain court,0.170072,0.338486,14.253,0.523975,0.582513,0.001986,0.573128,0.365027,5.915,seed,True
3870,216,Sera,fiber loft,0.171227,0.354819,18.345,0.045486,0.52,0.001756,0.121129,0.202403,2.996,seed,True
3871,216,Tovan,glasshouse,0.173786,0.371222,18.081,0.047237,0.582513,0.16154,0.1476,0.247317,3.366,root,True
3872,216,Nia,river gate,0.177738,0.38765,17.815,0.529225,0.643127,0.001339,0.174071,0.318858,3.736,stem,True
3873,216,Ari,west hearth,0.183061,0.404057,17.548,0.051446,0.7,0.001151,0.200541,0.256709,4.106,leaf,True
3874,216,Fay,rain court,0.18973,0.420396,17.282,0.533898,0.751404,0.000977,0.227012,0.353903,4.476,bud,True
3875,216,Milo,tool alcove,0.19771,0.436622,17.016,0.056577,0.795776,0.000817,0.253482,0.290164,4.846,bloom,True
3876,216,Sera,fiber loft,0.206961,0.452688,16.75,0.05948,0.831769,0.000671,0.279953,0.305254,5.216,fruit,True
3877,216,Tovan,glasshouse,0.217437,0.46855,16.486,0.062602,0.858289,0.00054,0.306424,0.318974,5.586,compost,True
3878,216,Nia,river gate,0.229084,0.484164,16.224,0.54594,0.874531,0.160422,0.332894,0.437839,5.956,seed,True
3879,216,Ari,west hearth,0.241845,0.499485,15.965,0.069489,0.88,0.000319,0.359365,0.341751,2.996,root,True
3880,216,Fay,rain court,0.255655,0.514471,15.708,0.553244,0.874531,0.000231,0.385835,0.430661,3.366,stem,True
3881,216,Milo,tool alcove,0.270444,0.529079,15.454,0.0772,0.858289,0.000156,0.412306,0.357913,3.736,leaf,True
3882,216,Sera,fiber loft,0.286138,0.543268,15.205,0.081352,0.831769,9.6e-05,0.438776,0.363567,4.106,bud,True
3883,216,Tovan,glasshouse,0.302657,0.556999,14.959,0.085693,0.795776,5.1e-05,0.465247,0.367737,4.476,bloom,True
3884,216,Nia,river gate,0.319919,0.570233,14.719,0.570218,0.751404,2e-05,0.491718,0.450585,4.846,fruit,True
3885,216,Ari,west hearth,0.337837,0.582933,14.483,0.09492,0.7,0.160003,0.518188,0.39898,5.216,compost,True
3886,216,Fay,rain court,0.356319,0.595062,14.253,0.579794,0.643127,1e-06,0.544659,0.45316,5.586,seed,True
3887,216,Milo,tool alcove,0.375274,0.606588,14.029,0.104833,0.582513,1.3e-05,0.571129,0.373392,5.956,root,True
3888,217,Sera,glasshouse,0.394605,0.617477,18.081,0.110029,0.52,4e-05,0.120124,0.293712,2.75,root,True
3889,217,Tovan,river gate,0.414215,0.627699,17.815,0.595375,0.582513,8.1e-05,0.146595,0.394413,3.12,stem,True
