tick_id,day,settlement_id,object_id,object_use,owner_id,lender_id,borrower_id,witness_id,loan_start_day,due_day,consent_state,custody_before,custody_after,loan_status,debt_before,debt_after,multi_day_terms_visible,protocol_valid
2797,156,roofward,shade cloth,care,Bex,Bex,Fay,Sera,156,161,granted,Sera,Fay,loan active,0.476,0.494,True,True
2798,156,archive,signal spool,memory,Nia,Nia,Toma,Vell,156,158,granted,Rin,Toma,loan active,0.739,0.74,True,True
2800,156,orchard,dry cord,repair,Pim,Pim,Suf,Ivo,156,160,deferred,Mara,Mara,deferred with terms,0.739,0.739,True,True
2801,156,repair_ring,cool cloth,care,Wren,Wren,Juno,Pax,156,161,granted,Pax,Juno,loan active,0.458,0.476,True,True
2802,156,riverbend,cedar plank,repair,Ari,Ari,Lio,Cee,156,158,granted,Lio,Lio,loan active,0.739,0.74,True,True
2804,156,archive,memory tag,archive,Vell,Vell,Rin,Nia,156,160,granted,Rin,Rin,loan active,0.739,0.74,True,True
2806,156,orchard,seed satchel,resource,Ivo,Ivo,Mara,Pim,156,158,granted,Mara,Mara,loan active,0.739,0.74,True,True
2808,157,roofward,herb ledger,memory,Sera,Sera,Sera,Orr,157,159,granted,Bex,Sera,loan active,0.739,0.74,True,True
2810,157,signal,wind wrap,care,Oda,Oda,Oda,Milo,157,161,granted,Ren,Oda,loan active,0.739,0.74,True,True
2811,157,orchard,seed satchel,resource,Ivo,Ivo,Ivo,Mara,157,162,granted,Mara,Ivo,loan active,0.494,0.512,True,True
2812,157,repair_ring,copper wire,craft,Pax,Pax,Pax,Vale,157,159,granted,Wren,Pax,loan active,0.739,0.74,True,True
2814,157,roofward,shade cloth,care,Bex,Bex,Bex,Fay,157,161,deferred,Fay,Fay,deferred with terms,0.74,0.74,True,True
2816,157,signal,oil lantern,signal,Ren,Ren,Ren,Kesh,157,159,granted,Oda,Ren,loan active,0.74,0.74,True,True
2818,157,repair_ring,cool cloth,care,Wren,Wren,Wren,Juno,157,161,granted,Juno,Wren,loan active,0.739,0.74,True,True
2820,157,roofward,herb ledger,memory,Sera,Sera,Sera,Orr,157,159,granted,Sera,Sera,loan active,0.739,0.74,True,True
2821,157,archive,memory tag,archive,Vell,Vell,Vell,Rin,157,160,deferred,Rin,Rin,deferred with terms,0.584,0.584,True,True
2822,157,signal,wind wrap,care,Oda,Oda,Oda,Milo,157,161,granted,Oda,Oda,loan active,0.74,0.74,True,True
2824,157,repair_ring,copper wire,craft,Pax,Pax,Pax,Vale,157,159,granted,Pax,Pax,loan active,0.74,0.74,True,True
2826,158,archive,memory tag,archive,Vell,Vell,Toma,Vell,158,160,granted,Rin,Toma,loan active,0.74,0.74,True,True
2828,158,orchard,seed satchel,resource,Ivo,Ivo,Suf,Ivo,158,162,deferred,Ivo,Ivo,deferred with terms,0.739,0.739,True,True
2830,158,riverbend,binding cord,repair,Cee,Cee,Lio,Cee,158,160,granted,Nox,Lio,loan active,0.739,0.74,True,True
2831,158,roofward,shade cloth,care,Bex,Bex,Orr,Bex,158,161,granted,Fay,Orr,loan active,0.584,0.602,True,True
2832,158,archive,signal spool,memory,Nia,Nia,Rin,Nia,158,162,granted,Toma,Rin,loan active,0.739,0.74,True,True
2834,158,orchard,dry cord,repair,Pim,Pim,Mara,Pim,158,160,granted,Mara,Mara,loan active,0.739,0.74,True,True
2835,158,repair_ring,cool cloth,care,Wren,Wren,Vale,Wren,158,161,deferred,Wren,Wren,deferred with terms,0.584,0.584,True,True
2836,158,riverbend,cedar plank,repair,Ari,Ari,Nox,Ari,158,162,granted,Lio,Nox,loan active,0.739,0.74,True,True
2838,158,archive,memory tag,archive,Vell,Vell,Toma,Vell,158,160,granted,Toma,Toma,loan active,0.739,0.74,True,True
2840,158,orchard,seed satchel,resource,Ivo,Ivo,Suf,Ivo,158,162,granted,Ivo,Suf,loan active,0.738,0.74,True,True
2842,158,riverbend,binding cord,repair,Cee,Cee,Lio,Cee,158,160,deferred,Lio,Lio,deferred with terms,0.74,0.74,True,True
2844,159,signal,wind wrap,care,Oda,Oda,Ren,Kesh,159,161,granted,Oda,Ren,loan active,0.739,0.74,True,True
2845,159,orchard,seed satchel,resource,Ivo,Ivo,Pim,Suf,159,162,granted,Suf,Pim,loan active,0.613,0.631,True,True
2846,159,repair_ring,copper wire,craft,Pax,Pax,Wren,Juno,159,163,granted,Pax,Wren,loan active,0.739,0.74,True,True
2848,159,roofward,shade cloth,care,Bex,Bex,Sera,Orr,159,161,granted,Orr,Sera,loan active,0.739,0.74,True,True
2850,159,signal,oil lantern,signal,Ren,Ren,Oda,Milo,159,163,granted,Ren,Oda,loan active,0.74,0.74,True,True
2852,159,repair_ring,cool cloth,care,Wren,Wren,Pax,Vale,159,161,granted,Wren,Pax,loan active,0.74,0.74,True,True
2854,159,roofward,herb ledger,memory,Sera,Sera,Bex,Fay,159,163,granted,Sera,Bex,loan active,0.739,0.74,True,True
2855,159,archive,memory tag,archive,Vell,Vell,Nia,Toma,159,164,granted,Toma,Nia,loan active,0.482,0.5,True,True
2856,159,signal,wind wrap,care,Oda,Oda,Ren,Kesh,159,161,deferred,Ren,Ren,deferred with terms,0.739,0.739,True,True
2858,159,repair_ring,copper wire,craft,Pax,Pax,Wren,Juno,159,163,granted,Wren,Wren,loan active,0.74,0.74,True,True
2860,159,roofward,shade cloth,care,Bex,Bex,Sera,Orr,159,161,granted,Sera,Sera,loan active,0.739,0.74,True,True
2862,160,orchard,seed satchel,resource,Ivo,Ivo,Mara,Pim,160,162,granted,Pim,Mara,loan active,0.74,0.74,True,True
2864,160,riverbend,binding cord,repair,Cee,Cee,Nox,Ari,160,164,granted,Lio,Nox,loan active,0.739,0.74,True,True
2865,160,roofward,shade cloth,care,Bex,Bex,Fay,Sera,160,165,granted,Sera,Fay,loan active,0.494,0.512,True,True
2866,160,archive,signal spool,memory,Nia,Nia,Toma,Vell,160,162,granted,Rin,Toma,loan active,0.739,0.74,True,True
2868,160,orchard,dry cord,repair,Pim,Pim,Suf,Ivo,160,164,granted,Mara,Suf,loan active,0.739,0.74,True,True
2869,160,repair_ring,cool cloth,care,Wren,Wren,Juno,Pax,160,165,granted,Pax,Juno,loan active,0.476,0.494,True,True
2870,160,riverbend,cedar plank,repair,Ari,Ari,Lio,Cee,160,162,deferred,Nox,Nox,deferred with terms,0.74,0.74,True,True
2872,160,archive,memory tag,archive,Vell,Vell,Rin,Nia,160,164,granted,Nia,Rin,loan active,0.739,0.74,True,True
2874,160,orchard,seed satchel,resource,Ivo,Ivo,Mara,Pim,160,162,granted,Mara,Mara,loan active,0.739,0.74,True,True
2876,160,riverbend,binding cord,repair,Cee,Cee,Nox,Ari,160,164,granted,Nox,Nox,loan active,0.74,0.74,True,True
2878,160,archive,signal spool,memory,Nia,Nia,Toma,Vell,160,162,granted,Toma,Toma,loan active,0.74,0.74,True,True
2879,160,signal,oil lantern,signal,Ren,Ren,Kesh,Oda,160,163,granted,Oda,Kesh,loan active,0.584,0.602,True,True
2880,161,repair_ring,copper wire,craft,Pax,Pax,Pax,Vale,161,163,granted,Wren,Pax,loan active,0.739,0.74,True,True
2882,161,roofward,shade cloth,care,Bex,Bex,Bex,Fay,161,165,granted,Fay,Bex,loan active,0.74,0.74,True,True
2884,161,signal,oil lantern,signal,Ren,Ren,Ren,Kesh,161,163,deferred,Kesh,Kesh,deferred with terms,0.738,0.738,True,True
2886,161,repair_ring,cool cloth,care,Wren,Wren,Wren,Juno,161,165,granted,Juno,Wren,loan active,0.74,0.74,True,True
2888,161,roofward,herb ledger,memory,Sera,Sera,Sera,Orr,161,163,granted,Bex,Sera,loan active,0.739,0.74,True,True
2889,161,archive,memory tag,archive,Vell,Vell,Vell,Rin,161,164,granted,Rin,Vell,loan active,0.584,0.602,True,True
2890,161,signal,wind wrap,care,Oda,Oda,Oda,Milo,161,165,granted,Ren,Oda,loan active,0.739,0.74,True,True
2892,161,repair_ring,copper wire,craft,Pax,Pax,Pax,Vale,161,163,granted,Pax,Pax,loan active,0.739,0.74,True,True
2894,161,roofward,shade cloth,care,Bex,Bex,Bex,Fay,161,165,granted,Bex,Bex,loan active,0.739,0.74,True,True
2896,161,signal,oil lantern,signal,Ren,Ren,Ren,Kesh,161,163,granted,Kesh,Ren,loan active,0.737,0.74,True,True
2898,162,riverbend,binding cord,repair,Cee,Cee,Lio,Cee,162,164,deferred,Nox,Nox,deferred with terms,0.739,0.739,True,True
2899,162,roofward,shade cloth,care,Bex,Bex,Orr,Bex,162,165,granted,Bex,Orr,loan active,0.602,0.62,True,True
2900,162,archive,signal spool,memory,Nia,Nia,Rin,Nia,162,166,granted,Toma,Rin,loan active,0.739,0.74,True,True
2902,162,orchard,dry cord,repair,Pim,Pim,Mara,Pim,162,164,granted,Suf,Mara,loan active,0.739,0.74,True,True
2903,162,repair_ring,cool cloth,care,Wren,Wren,Vale,Wren,162,165,granted,Wren,Vale,loan active,0.584,0.602,True,True
2904,162,riverbend,cedar plank,repair,Ari,Ari,Nox,Ari,162,166,granted,Nox,Nox,loan active,0.74,0.74,True,True
2906,162,archive,memory tag,archive,Vell,Vell,Toma,Vell,162,164,granted,Vell,Toma,loan active,0.74,0.74,True,True
2908,162,orchard,seed satchel,resource,Ivo,Ivo,Suf,Ivo,162,166,granted,Mara,Suf,loan active,0.739,0.74,True,True
2910,162,riverbend,binding cord,repair,Cee,Cee,Lio,Cee,162,164,granted,Nox,Lio,loan active,0.738,0.74,True,True
2912,162,archive,signal spool,memory,Nia,Nia,Rin,Nia,162,166,deferred,Rin,Rin,deferred with terms,0.74,0.74,True,True
2913,162,signal,oil lantern,signal,Ren,Ren,Milo,Ren,162,167,granted,Ren,Milo,loan active,0.476,0.494,True,True
2914,162,orchard,dry cord,repair,Pim,Pim,Mara,Pim,162,164,granted,Mara,Mara,loan active,0.74,0.74,True,True
2916,163,roofward,shade cloth,care,Bex,Bex,Sera,Orr,163,165,granted,Orr,Sera,loan active,0.74,0.74,True,True
2918,163,signal,oil lantern,signal,Ren,Ren,Oda,Milo,163,167,granted,Milo,Oda,loan active,0.74,0.74,True,True
2920,163,repair_ring,cool cloth,care,Wren,Wren,Pax,Vale,163,165,granted,Vale,Pax,loan active,0.739,0.74,True,True
2922,163,roofward,herb ledger,memory,Sera,Sera,Bex,Fay,163,167,granted,Sera,Bex,loan active,0.739,0.74,True,True
2923,163,archive,memory tag,archive,Vell,Vell,Nia,Toma,163,168,granted,Toma,Nia,loan active,0.503,0.521,True,True
2924,163,signal,wind wrap,care,Oda,Oda,Ren,Kesh,163,165,granted,Oda,Ren,loan active,0.739,0.74,True,True
2926,163,repair_ring,copper wire,craft,Pax,Pax,Wren,Juno,163,167,refused,Pax,Pax,refused without transfer,0.739,0.739,True,True
2928,163,roofward,shade cloth,care,Bex,Bex,Sera,Orr,163,165,granted,Sera,Sera,loan active,0.739,0.74,True,True
2930,163,signal,oil lantern,signal,Ren,Ren,Oda,Milo,163,167,granted,Oda,Oda,loan active,0.739,0.74,True,True
2932,163,repair_ring,cool cloth,care,Wren,Wren,Pax,Vale,163,165,granted,Pax,Pax,loan active,0.739,0.74,True,True
2933,163,riverbend,cedar plank,repair,Ari,Ari,Cee,Nox,163,166,deferred,Nox,Nox,deferred with terms,0.634,0.634,True,True
2934,164,archive,signal spool,memory,Nia,Nia,Toma,Vell,164,166,granted,Rin,Toma,loan active,0.739,0.74,True,True
2936,164,orchard,dry cord,repair,Pim,Pim,Suf,Ivo,164,168,granted,Mara,Suf,loan active,0.739,0.74,True,True
2937,164,repair_ring,cool cloth,care,Wren,Wren,Juno,Pax,164,169,granted,Pax,Juno,loan active,0.494,0.512,True,True
2938,164,riverbend,cedar plank,repair,Ari,Ari,Lio,Cee,164,166,granted,Nox,Lio,loan active,0.739,0.74,True,True
2940,164,archive,memory tag,archive,Vell,Vell,Rin,Nia,164,168,deferred,Nia,Nia,deferred with terms,0.74,0.74,True,True
2942,164,orchard,seed satchel,resource,Ivo,Ivo,Mara,Pim,164,166,granted,Suf,Mara,loan active,0.74,0.74,True,True
2944,164,riverbend,binding cord,repair,Cee,Cee,Nox,Ari,164,168,granted,Lio,Nox,loan active,0.739,0.74,True,True
2946,164,archive,signal spool,memory,Nia,Nia,Toma,Vell,164,166,granted,Toma,Toma,loan active,0.739,0.74,True,True
2947,164,signal,oil lantern,signal,Ren,Ren,Kesh,Oda,164,167,deferred,Oda,Oda,deferred with terms,0.602,0.602,True,True
2948,164,orchard,dry cord,repair,Pim,Pim,Suf,Ivo,164,168,granted,Suf,Suf,loan active,0.74,0.74,True,True
2950,164,riverbend,cedar plank,repair,Ari,Ari,Lio,Cee,164,166,granted,Lio,Lio,loan active,0.739,0.74,True,True
2952,165,signal,oil lantern,signal,Ren,Ren,Ren,Kesh,165,167,granted,Oda,Ren,loan active,0.74,0.74,True,True
2954,165,repair_ring,cool cloth,care,Wren,Wren,Wren,Juno,165,169,deferred,Juno,Juno,deferred with terms,0.739,0.739,True,True
2956,165,roofward,herb ledger,memory,Sera,Sera,Sera,Orr,165,167,granted,Bex,Sera,loan active,0.739,0.74,True,True
2957,165,archive,memory tag,archive,Vell,Vell,Vell,Rin,165,168,granted,Nia,Vell,loan active,0.602,0.62,True,True
2958,165,signal,wind wrap,care,Oda,Oda,Oda,Milo,165,169,granted,Ren,Oda,loan active,0.739,0.74,True,True
2960,165,repair_ring,copper wire,craft,Pax,Pax,Pax,Vale,165,167,granted,Pax,Pax,loan active,0.739,0.74,True,True
2962,165,roofward,shade cloth,care,Bex,Bex,Bex,Fay,165,169,granted,Sera,Bex,loan active,0.739,0.74,True,True
2964,165,signal,oil lantern,signal,Ren,Ren,Ren,Kesh,165,167,granted,Ren,Ren,loan active,0.739,0.74,True,True
2966,165,repair_ring,cool cloth,care,Wren,Wren,Wren,Juno,165,169,granted,Juno,Wren,loan active,0.738,0.74,True,True
2967,165,riverbend,cedar plank,repair,Ari,Ari,Ari,Lio,165,170,granted,Lio,Ari,loan active,0.494,0.512,True,True
2968,165,roofward,herb ledger,memory,Sera,Sera,Sera,Orr,165,167,deferred,Sera,Sera,deferred with terms,0.74,0.74,True,True
2970,166,orchard,dry cord,repair,Pim,Pim,Mara,Pim,166,168,granted,Suf,Mara,loan active,0.739,0.74,True,True
2971,166,repair_ring,cool cloth,care,Wren,Wren,Vale,Wren,166,169,granted,Wren,Vale,loan active,0.602,0.62,True,True
2972,166,riverbend,cedar plank,repair,Ari,Ari,Nox,Ari,166,170,granted,Ari,Nox,loan active,0.74,0.74,True,True
2974,166,archive,memory tag,archive,Vell,Vell,Toma,Vell,166,168,granted,Vell,Toma,loan active,0.739,0.74,True,True
2976,166,orchard,seed satchel,resource,Ivo,Ivo,Suf,Ivo,166,170,granted,Mara,Suf,loan active,0.74,0.74,True,True
2978,166,riverbend,binding cord,repair,Cee,Cee,Lio,Cee,166,168,granted,Nox,Lio,loan active,0.739,0.74,True,True
2980,166,archive,signal spool,memory,Nia,Nia,Rin,Nia,166,170,granted,Toma,Rin,loan active,0.739,0.74,True,True
2981,166,signal,oil lantern,signal,Ren,Ren,Milo,Ren,166,171,granted,Ren,Milo,loan active,0.494,0.512,True,True
2982,166,orchard,dry cord,repair,Pim,Pim,Mara,Pim,166,168,deferred,Mara,Mara,deferred with terms,0.739,0.739,True,True
2984,166,riverbend,cedar plank,repair,Ari,Ari,Nox,Ari,166,170,granted,Nox,Nox,loan active,0.739,0.74,True,True
2986,166,archive,memory tag,archive,Vell,Vell,Toma,Vell,166,168,granted,Toma,Toma,loan active,0.739,0.74,True,True
2988,167,repair_ring,cool cloth,care,Wren,Wren,Pax,Vale,167,169,granted,Vale,Pax,loan active,0.74,0.74,True,True
2990,167,roofward,herb ledger,memory,Sera,Sera,Bex,Fay,167,171,granted,Sera,Bex,loan active,0.739,0.74,True,True
2991,167,archive,memory tag,archive,Vell,Vell,Nia,Toma,167,172,granted,Toma,Nia,loan active,0.522,0.54,True,True
2992,167,signal,wind wrap,care,Oda,Oda,Ren,Kesh,167,169,granted,Oda,Ren,loan active,0.739,0.74,True,True
2994,167,repair_ring,copper wire,craft,Pax,Pax,Wren,Juno,167,171,granted,Pax,Wren,loan active,0.739,0.74,True,True
2996,167,roofward,shade cloth,care,Bex,Bex,Sera,Orr,167,169,deferred,Bex,Bex,deferred with terms,0.74,0.74,True,True
2998,167,signal,oil lantern,signal,Ren,Ren,Oda,Milo,167,171,granted,Milo,Oda,loan active,0.739,0.74,True,True
3000,167,repair_ring,cool cloth,care,Wren,Wren,Pax,Vale,167,169,granted,Pax,Pax,loan active,0.739,0.74,True,True
3001,167,riverbend,cedar plank,repair,Ari,Ari,Cee,Nox,167,170,granted,Nox,Cee,loan active,0.637,0.655,True,True
3002,167,roofward,herb ledger,memory,Sera,Sera,Bex,Fay,167,171,granted,Bex,Bex,loan active,0.74,0.74,True,True
3004,167,signal,wind wrap,care,Oda,Oda,Ren,Kesh,167,169,granted,Ren,Ren,loan active,0.74,0.74,True,True
3005,167,orchard,seed satchel,resource,Ivo,Ivo,Pim,Suf,167,170,granted,Suf,Pim,loan active,0.635,0.653,True,True
3006,168,riverbend,cedar plank,repair,Ari,Ari,Lio,Cee,168,170,granted,Cee,Lio,loan active,0.74,0.74,True,True
3008,168,archive,memory tag,archive,Vell,Vell,Rin,Nia,168,172,granted,Nia,Rin,loan active,0.74,0.74,True,True
3010,168,orchard,seed satchel,resource,Ivo,Ivo,Mara,Pim,168,170,deferred,Pim,Pim,deferred with terms,0.738,0.738,True,True
3012,168,riverbend,binding cord,repair,Cee,Cee,Nox,Ari,168,172,granted,Lio,Nox,loan active,0.739,0.74,True,True
3014,168,archive,signal spool,memory,Nia,Nia,Toma,Vell,168,170,granted,Rin,Toma,loan active,0.739,0.74,True,True
3015,168,signal,oil lantern,signal,Ren,Ren,Kesh,Oda,168,171,granted,Oda,Kesh,loan active,0.602,0.62,True,True
3016,168,orchard,dry cord,repair,Pim,Pim,Suf,Ivo,168,172,granted,Mara,Suf,loan active,0.739,0.74,True,True
3018,168,riverbend,cedar plank,repair,Ari,Ari,Lio,Cee,168,170,granted,Lio,Lio,loan active,0.739,0.74,True,True
3020,168,archive,memory tag,archive,Vell,Vell,Rin,Nia,168,172,granted,Rin,Rin,loan active,0.739,0.74,True,True
3022,168,orchard,seed satchel,resource,Ivo,Ivo,Mara,Pim,168,170,granted,Pim,Mara,loan active,0.737,0.74,True,True
3024,169,roofward,herb ledger,memory,Sera,Sera,Sera,Orr,169,171,deferred,Bex,Bex,deferred with terms,0.739,0.739,True,True
3025,169,archive,memory tag,archive,Vell,Vell,Vell,Rin,169,172,granted,Rin,Vell,loan active,0.62,0.638,True,True
3026,169,signal,wind wrap,care,Oda,Oda,Oda,Milo,169,173,granted,Ren,Oda,loan active,0.739,0.74,True,True
3028,169,repair_ring,copper wire,craft,Pax,Pax,Pax,Vale,169,171,granted,Wren,Pax,loan active,0.739,0.74,True,True
3030,169,roofward,shade cloth,care,Bex,Bex,Bex,Fay,169,173,granted,Bex,Bex,loan active,0.74,0.74,True,True
3032,169,signal,oil lantern,signal,Ren,Ren,Ren,Kesh,169,171,granted,Kesh,Ren,loan active,0.74,0.74,True,True
3034,169,repair_ring,cool cloth,care,Wren,Wren,Wren,Juno,169,173,granted,Pax,Wren,loan active,0.739,0.74,True,True
3035,169,riverbend,cedar plank,repair,Ari,Ari,Ari,Lio,169,174,granted,Lio,Ari,loan active,0.512,0.53,True,True
3036,169,roofward,herb ledger,memory,Sera,Sera,Sera,Orr,169,171,granted,Bex,Sera,loan active,0.738,0.74,True,True
3038,169,signal,wind wrap,care,Oda,Oda,Oda,Milo,169,173,deferred,Oda,Oda,deferred with terms,0.74,0.74,True,True
3039,169,orchard,seed satchel,resource,Ivo,Ivo,Ivo,Mara,169,174,granted,Mara,Ivo,loan active,0.512,0.53,True,True
3040,169,repair_ring,copper wire,craft,Pax,Pax,Pax,Vale,169,171,granted,Pax,Pax,loan active,0.74,0.74,True,True
3042,170,archive,memory tag,archive,Vell,Vell,Toma,Vell,170,172,granted,Vell,Toma,loan active,0.74,0.74,True,True
3044,170,orchard,seed satchel,resource,Ivo,Ivo,Suf,Ivo,170,174,granted,Ivo,Suf,loan active,0.74,0.74,True,True
3046,170,riverbend,binding cord,repair,Cee,Cee,Lio,Cee,170,172,granted,Nox,Lio,loan active,0.739,0.74,True,True
3048,170,archive,signal spool,memory,Nia,Nia,Rin,Nia,170,174,granted,Toma,Rin,loan active,0.739,0.74,True,True
3049,170,signal,oil lantern,signal,Ren,Ren,Milo,Ren,170,175,granted,Ren,Milo,loan active,0.512,0.53,True,True
3050,170,orchard,dry cord,repair,Pim,Pim,Mara,Pim,170,172,granted,Suf,Mara,loan active,0.739,0.74,True,True
3052,170,riverbend,cedar plank,repair,Ari,Ari,Nox,Ari,170,174,deferred,Ari,Ari,deferred with terms,0.739,0.739,True,True
3054,170,archive,memory tag,archive,Vell,Vell,Toma,Vell,170,172,granted,Toma,Toma,loan active,0.739,0.74,True,True
3056,170,orchard,seed satchel,resource,Ivo,Ivo,Suf,Ivo,170,174,granted,Suf,Suf,loan active,0.739,0.74,True,True
3058,170,riverbend,binding cord,repair,Cee,Cee,Lio,Cee,170,172,granted,Lio,Lio,loan active,0.74,0.74,True,True
3059,170,roofward,shade cloth,care,Bex,Bex,Orr,Bex,170,173,deferred,Bex,Bex,deferred with terms,0.62,0.62,True,True
3060,171,signal,wind wrap,care,Oda,Oda,Ren,Kesh,171,173,granted,Oda,Ren,loan active,0.739,0.74,True,True
3062,171,repair_ring,copper wire,craft,Pax,Pax,Wren,Juno,171,175,granted,Pax,Wren,loan active,0.739,0.74,True,True
3064,171,roofward,shade cloth,care,Bex,Bex,Sera,Orr,171,173,granted,Bex,Sera,loan active,0.739,0.74,True,True
3066,171,signal,oil lantern,signal,Ren,Ren,Oda,Milo,171,175,deferred,Milo,Milo,deferred with terms,0.74,0.74,True,True
3068,171,repair_ring,cool cloth,care,Wren,Wren,Pax,Vale,171,173,granted,Wren,Pax,loan active,0.74,0.74,True,True
3069,171,riverbend,cedar plank,repair,Ari,Ari,Cee,Nox,171,174,granted,Ari,Cee,loan active,0.656,0.674,True,True
3070,171,roofward,herb ledger,memory,Sera,Sera,Bex,Fay,171,175,granted,Sera,Bex,loan active,0.739,0.74,True,True
3072,171,signal,wind wrap,care,Oda,Oda,Ren,Kesh,171,173,granted,Ren,Ren,loan active,0.739,0.74,True,True
3073,171,orchard,seed satchel,resource,Ivo,Ivo,Pim,Suf,171,174,deferred,Suf,Suf,deferred with terms,0.656,0.656,True,True
3074,171,repair_ring,copper wire,craft,Pax,Pax,Wren,Juno,171,175,granted,Wren,Wren,loan active,0.74,0.74,True,True
3076,171,roofward,shade cloth,care,Bex,Bex,Sera,Orr,171,173,granted,Sera,Sera,loan active,0.739,0.74,True,True
3078,172,orchard,seed satchel,resource,Ivo,Ivo,Mara,Pim,172,174,granted,Suf,Mara,loan active,0.74,0.74,True,True
3080,172,riverbend,binding cord,repair,Cee,Cee,Nox,Ari,172,176,refused,Lio,Lio,refused without transfer,0.738,0.738,True,True
3082,172,archive,signal spool,memory,Nia,Nia,Toma,Vell,172,174,granted,Rin,Toma,loan active,0.739,0.74,True,True
3083,172,signal,oil lantern,signal,Ren,Ren,Kesh,Oda,172,175,granted,Milo,Kesh,loan active,0.62,0.638,True,True
3084,172,orchard,dry cord,repair,Pim,Pim,Suf,Ivo,172,176,granted,Mara,Suf,loan active,0.739,0.74,True,True
3086,172,riverbend,cedar plank,repair,Ari,Ari,Lio,Cee,172,174,granted,Cee,Lio,loan active,0.74,0.74,True,True
3088,172,archive,memory tag,archive,Vell,Vell,Rin,Nia,172,176,granted,Toma,Rin,loan active,0.739,0.74,True,True
3090,172,orchard,seed satchel,resource,Ivo,Ivo,Mara,Pim,172,174,granted,Mara,Mara,loan active,0.739,0.74,True,True
3092,172,riverbend,binding cord,repair,Cee,Cee,Nox,Ari,172,176,granted,Lio,Nox,loan active,0.738,0.74,True,True
3093,172,roofward,shade cloth,care,Bex,Bex,Fay,Sera,172,177,granted,Sera,Fay,loan active,0.512,0.53,True,True
3094,172,archive,signal spool,memory,Nia,Nia,Toma,Vell,172,174,deferred,Toma,Toma,deferred with terms,0.74,0.74,True,True
3096,173,repair_ring,copper wire,craft,Pax,Pax,Pax,Vale,173,175,granted,Wren,Pax,loan active,0.739,0.74,True,True
3098,173,roofward,shade cloth,care,Bex,Bex,Bex,Fay,173,177,granted,Fay,Bex,loan active,0.74,0.74,True,True
3100,173,signal,oil lantern,signal,Ren,Ren,Ren,Kesh,173,175,granted,Kesh,Ren,loan active,0.739,0.74,True,True
3102,173,repair_ring,cool cloth,care,Wren,Wren,Wren,Juno,173,177,granted,Pax,Wren,loan active,0.74,0.74,True,True
3103,173,riverbend,cedar plank,repair,Ari,Ari,Ari,Lio,173,178,granted,Lio,Ari,loan active,0.53,0.548,True,True
3104,173,roofward,herb ledger,memory,Sera,Sera,Sera,Orr,173,175,granted,Bex,Sera,loan active,0.739,0.74,True,True
3106,173,signal,wind wrap,care,Oda,Oda,Oda,Milo,173,177,granted,Ren,Oda,loan active,0.739,0.74,True,True
3107,173,orchard,seed satchel,resource,Ivo,Ivo,Ivo,Mara,173,178,granted,Mara,Ivo,loan active,0.53,0.548,True,True
3108,173,repair_ring,copper wire,craft,Pax,Pax,Pax,Vale,173,175,deferred,Pax,Pax,deferred with terms,0.739,0.739,True,True
3110,173,roofward,shade cloth,care,Bex,Bex,Bex,Fay,173,177,granted,Bex,Bex,loan active,0.739,0.74,True,True
3112,173,signal,oil lantern,signal,Ren,Ren,Ren,Kesh,173,175,granted,Ren,Ren,loan active,0.739,0.74,True,True
3114,174,riverbend,binding cord,repair,Cee,Cee,Lio,Cee,174,176,granted,Nox,Lio,loan active,0.739,0.74,True,True
3116,174,archive,signal spool,memory,Nia,Nia,Rin,Nia,174,178,granted,Toma,Rin,loan active,0.739,0.74,True,True
3117,174,signal,oil lantern,signal,Ren,Ren,Milo,Ren,174,179,granted,Ren,Milo,loan active,0.53,0.548,True,True
3118,174,orchard,dry cord,repair,Pim,Pim,Mara,Pim,174,176,granted,Suf,Mara,loan active,0.739,0.74,True,True
3120,174,riverbend,cedar plank,repair,Ari,Ari,Nox,Ari,174,178,granted,Ari,Nox,loan active,0.74,0.74,True,True
3122,174,archive,memory tag,archive,Vell,Vell,Toma,Vell,174,176,deferred,Rin,Rin,deferred with terms,0.74,0.74,True,True
3124,174,orchard,seed satchel,resource,Ivo,Ivo,Suf,Ivo,174,178,granted,Ivo,Suf,loan active,0.739,0.74,True,True
3126,174,riverbend,binding cord,repair,Cee,Cee,Lio,Cee,174,176,granted,Lio,Lio,loan active,0.739,0.74,True,True
3127,174,roofward,shade cloth,care,Bex,Bex,Orr,Bex,174,177,granted,Bex,Orr,loan active,0.62,0.638,True,True
3128,174,archive,signal spool,memory,Nia,Nia,Rin,Nia,174,178,granted,Rin,Rin,loan active,0.74,0.74,True,True
3130,174,orchard,dry cord,repair,Pim,Pim,Mara,Pim,174,176,granted,Mara,Mara,loan active,0.74,0.74,True,True
3131,174,repair_ring,cool cloth,care,Wren,Wren,Vale,Wren,174,177,granted,Wren,Vale,loan active,0.62,0.638,True,True
3132,175,roofward,shade cloth,care,Bex,Bex,Sera,Orr,175,177,granted,Orr,Sera,loan active,0.74,0.74,True,True
3134,175,signal,oil lantern,signal,Ren,Ren,Oda,Milo,175,179,granted,Milo,Oda,loan active,0.74,0.74,True,True
3136,175,repair_ring,cool cloth,care,Wren,Wren,Pax,Vale,175,177,deferred,Vale,Vale,deferred with terms,0.738,0.738,True,True
3137,175,riverbend,cedar plank,repair,Ari,Ari,Cee,Nox,175,178,granted,Nox,Cee,loan active,0.675,0.693,True,True
