tick,day,snapshot_key,restored_room,restored_resident,restored_memory_key,restored_debt_name,replay_rows,audit_scrub_ready,restored_ok,localstorage_backed
4148,231,ssrm:v60:snapshot:d231:t04148,river gate,Ari,v60:ari:route_warning:d231:s08,route warning,220,True,True,True
4149,231,ssrm:v60:snapshot:d231:t04149,arrival court,Fay,v60:fay:tool_loan:d231:s09,tool loan,220,True,True,True
4150,231,ssrm:v60:snapshot:d231:t04150,tool alcove,Milo,v60:milo:water_carry:d231:s10,water carry,220,True,True,True
4151,231,ssrm:v60:snapshot:d231:t04151,rain court,Sera,v60:sera:repair_promise:d231:s11,repair promise,220,True,True,True
4152,231,ssrm:v60:snapshot:d231:t04152,fiber loft,Tovan,v60:tovan:missed_greeting:d231:s12,missed greeting,220,True,True,True
4153,231,ssrm:v60:snapshot:d231:t04153,west hearth,Nia,v60:nia:care_favor:d231:s13,care favor,220,True,True,True
4154,231,ssrm:v60:snapshot:d231:t04154,river gate,Ari,v60:ari:route_warning:d231:s14,route warning,220,True,True,True
4155,231,ssrm:v60:snapshot:d231:t04155,arrival court,Fay,v60:fay:tool_loan:d231:s15,tool loan,220,True,True,True
4156,231,ssrm:v60:snapshot:d231:t04156,tool alcove,Milo,v60:milo:water_carry:d231:s16,water carry,220,True,True,True
4157,231,ssrm:v60:snapshot:d231:t04157,rain court,Sera,v60:sera:repair_promise:d231:s17,repair promise,220,True,True,True
4158,232,ssrm:v60:snapshot:d232:t04158,west hearth,Tovan,v60:tovan:care_favor:d232:s00,care favor,220,True,True,True
4159,232,ssrm:v60:snapshot:d232:t04159,river gate,Nia,v60:nia:route_warning:d232:s01,route warning,220,True,True,True
4160,232,ssrm:v60:snapshot:d232:t04160,arrival court,Ari,v60:ari:tool_loan:d232:s02,tool loan,220,True,True,True
4161,232,ssrm:v60:snapshot:d232:t04161,tool alcove,Fay,v60:fay:water_carry:d232:s03,water carry,220,True,True,True
4162,232,ssrm:v60:snapshot:d232:t04162,rain court,Milo,v60:milo:repair_promise:d232:s04,repair promise,220,True,True,True
4163,232,ssrm:v60:snapshot:d232:t04163,fiber loft,Sera,v60:sera:missed_greeting:d232:s05,missed greeting,220,True,True,True
4164,232,ssrm:v60:snapshot:d232:t04164,west hearth,Tovan,v60:tovan:care_favor:d232:s06,care favor,220,True,True,True
4165,232,ssrm:v60:snapshot:d232:t04165,river gate,Nia,v60:nia:route_warning:d232:s07,route warning,220,True,True,True
4166,232,ssrm:v60:snapshot:d232:t04166,arrival court,Ari,v60:ari:tool_loan:d232:s08,tool loan,220,True,True,True
4167,232,ssrm:v60:snapshot:d232:t04167,tool alcove,Fay,v60:fay:water_carry:d232:s09,water carry,220,True,True,True
4168,232,ssrm:v60:snapshot:d232:t04168,rain court,Milo,v60:milo:repair_promise:d232:s10,repair promise,220,True,True,True
4169,232,ssrm:v60:snapshot:d232:t04169,fiber loft,Sera,v60:sera:missed_greeting:d232:s11,missed greeting,220,True,True,True
4170,232,ssrm:v60:snapshot:d232:t04170,west hearth,Tovan,v60:tovan:care_favor:d232:s12,care favor,220,True,True,True
4171,232,ssrm:v60:snapshot:d232:t04171,river gate,Nia,v60:nia:route_warning:d232:s13,route warning,220,True,True,True
4172,232,ssrm:v60:snapshot:d232:t04172,arrival court,Ari,v60:ari:tool_loan:d232:s14,tool loan,220,True,True,True
4173,232,ssrm:v60:snapshot:d232:t04173,tool alcove,Fay,v60:fay:water_carry:d232:s15,water carry,220,True,True,True
4174,232,ssrm:v60:snapshot:d232:t04174,rain court,Milo,v60:milo:repair_promise:d232:s16,repair promise,220,True,True,True
4175,232,ssrm:v60:snapshot:d232:t04175,fiber loft,Sera,v60:sera:missed_greeting:d232:s17,missed greeting,220,True,True,True
4176,233,ssrm:v60:snapshot:d233:t04176,river gate,Tovan,v60:tovan:route_warning:d233:s00,route warning,220,True,True,True
4177,233,ssrm:v60:snapshot:d233:t04177,arrival court,Nia,v60:nia:tool_loan:d233:s01,tool loan,220,True,True,True
4178,233,ssrm:v60:snapshot:d233:t04178,tool alcove,Ari,v60:ari:water_carry:d233:s02,water carry,220,True,True,True
4179,233,ssrm:v60:snapshot:d233:t04179,rain court,Fay,v60:fay:repair_promise:d233:s03,repair promise,220,True,True,True
4180,233,ssrm:v60:snapshot:d233:t04180,fiber loft,Milo,v60:milo:missed_greeting:d233:s04,missed greeting,220,True,True,True
4181,233,ssrm:v60:snapshot:d233:t04181,west hearth,Sera,v60:sera:care_favor:d233:s05,care favor,220,True,True,True
4182,233,ssrm:v60:snapshot:d233:t04182,river gate,Tovan,v60:tovan:route_warning:d233:s06,route warning,220,True,True,True
4183,233,ssrm:v60:snapshot:d233:t04183,arrival court,Nia,v60:nia:tool_loan:d233:s07,tool loan,220,True,True,True
4184,233,ssrm:v60:snapshot:d233:t04184,tool alcove,Ari,v60:ari:water_carry:d233:s08,water carry,220,True,True,True
4185,233,ssrm:v60:snapshot:d233:t04185,rain court,Fay,v60:fay:repair_promise:d233:s09,repair promise,220,True,True,True
4186,233,ssrm:v60:snapshot:d233:t04186,fiber loft,Milo,v60:milo:missed_greeting:d233:s10,missed greeting,220,True,True,True
4187,233,ssrm:v60:snapshot:d233:t04187,west hearth,Sera,v60:sera:care_favor:d233:s11,care favor,220,True,True,True
4188,233,ssrm:v60:snapshot:d233:t04188,river gate,Tovan,v60:tovan:route_warning:d233:s12,route warning,220,True,True,True
4189,233,ssrm:v60:snapshot:d233:t04189,arrival court,Nia,v60:nia:tool_loan:d233:s13,tool loan,220,True,True,True
4190,233,ssrm:v60:snapshot:d233:t04190,tool alcove,Ari,v60:ari:water_carry:d233:s14,water carry,220,True,True,True
4191,233,ssrm:v60:snapshot:d233:t04191,rain court,Fay,v60:fay:repair_promise:d233:s15,repair promise,220,True,True,True
4192,233,ssrm:v60:snapshot:d233:t04192,fiber loft,Milo,v60:milo:missed_greeting:d233:s16,missed greeting,220,True,True,True
4193,233,ssrm:v60:snapshot:d233:t04193,west hearth,Sera,v60:sera:care_favor:d233:s17,care favor,220,True,True,True
4194,234,ssrm:v60:snapshot:d234:t04194,arrival court,Tovan,v60:tovan:tool_loan:d234:s00,tool loan,220,True,True,True
4195,234,ssrm:v60:snapshot:d234:t04195,tool alcove,Nia,v60:nia:water_carry:d234:s01,water carry,220,True,True,True
4196,234,ssrm:v60:snapshot:d234:t04196,rain court,Ari,v60:ari:repair_promise:d234:s02,repair promise,220,True,True,True
4197,234,ssrm:v60:snapshot:d234:t04197,fiber loft,Fay,v60:fay:missed_greeting:d234:s03,missed greeting,220,True,True,True
4198,234,ssrm:v60:snapshot:d234:t04198,west hearth,Milo,v60:milo:care_favor:d234:s04,care favor,220,True,True,True
4199,234,ssrm:v60:snapshot:d234:t04199,river gate,Sera,v60:sera:route_warning:d234:s05,route warning,220,True,True,True
4200,234,ssrm:v60:snapshot:d234:t04200,arrival court,Tovan,v60:tovan:tool_loan:d234:s06,tool loan,220,True,True,True
4201,234,ssrm:v60:snapshot:d234:t04201,tool alcove,Nia,v60:nia:water_carry:d234:s07,water carry,220,True,True,True
4202,234,ssrm:v60:snapshot:d234:t04202,rain court,Ari,v60:ari:repair_promise:d234:s08,repair promise,220,True,True,True
4203,234,ssrm:v60:snapshot:d234:t04203,fiber loft,Fay,v60:fay:missed_greeting:d234:s09,missed greeting,220,True,True,True
4204,234,ssrm:v60:snapshot:d234:t04204,west hearth,Milo,v60:milo:care_favor:d234:s10,care favor,220,True,True,True
4205,234,ssrm:v60:snapshot:d234:t04205,river gate,Sera,v60:sera:route_warning:d234:s11,route warning,220,True,True,True
4206,234,ssrm:v60:snapshot:d234:t04206,arrival court,Tovan,v60:tovan:tool_loan:d234:s12,tool loan,220,True,True,True
4207,234,ssrm:v60:snapshot:d234:t04207,tool alcove,Nia,v60:nia:water_carry:d234:s13,water carry,220,True,True,True
4208,234,ssrm:v60:snapshot:d234:t04208,rain court,Ari,v60:ari:repair_promise:d234:s14,repair promise,220,True,True,True
4209,234,ssrm:v60:snapshot:d234:t04209,fiber loft,Fay,v60:fay:missed_greeting:d234:s15,missed greeting,220,True,True,True
4210,234,ssrm:v60:snapshot:d234:t04210,west hearth,Milo,v60:milo:care_favor:d234:s16,care favor,220,True,True,True
4211,234,ssrm:v60:snapshot:d234:t04211,river gate,Sera,v60:sera:route_warning:d234:s17,route warning,220,True,True,True
4212,235,ssrm:v60:snapshot:d235:t04212,tool alcove,Tovan,v60:tovan:water_carry:d235:s00,water carry,220,True,True,True
4213,235,ssrm:v60:snapshot:d235:t04213,rain court,Nia,v60:nia:repair_promise:d235:s01,repair promise,220,True,True,True
4214,235,ssrm:v60:snapshot:d235:t04214,fiber loft,Ari,v60:ari:missed_greeting:d235:s02,missed greeting,220,True,True,True
4215,235,ssrm:v60:snapshot:d235:t04215,west hearth,Fay,v60:fay:care_favor:d235:s03,care favor,220,True,True,True
4216,235,ssrm:v60:snapshot:d235:t04216,river gate,Milo,v60:milo:route_warning:d235:s04,route warning,220,True,True,True
4217,235,ssrm:v60:snapshot:d235:t04217,arrival court,Sera,v60:sera:tool_loan:d235:s05,tool loan,220,True,True,True
4218,235,ssrm:v60:snapshot:d235:t04218,tool alcove,Tovan,v60:tovan:water_carry:d235:s06,water carry,220,True,True,True
4219,235,ssrm:v60:snapshot:d235:t04219,rain court,Nia,v60:nia:repair_promise:d235:s07,repair promise,220,True,True,True
4220,235,ssrm:v60:snapshot:d235:t04220,fiber loft,Ari,v60:ari:missed_greeting:d235:s08,missed greeting,220,True,True,True
4221,235,ssrm:v60:snapshot:d235:t04221,west hearth,Fay,v60:fay:care_favor:d235:s09,care favor,220,True,True,True
4222,235,ssrm:v60:snapshot:d235:t04222,river gate,Milo,v60:milo:route_warning:d235:s10,route warning,220,True,True,True
4223,235,ssrm:v60:snapshot:d235:t04223,arrival court,Sera,v60:sera:tool_loan:d235:s11,tool loan,220,True,True,True
4224,235,ssrm:v60:snapshot:d235:t04224,tool alcove,Tovan,v60:tovan:water_carry:d235:s12,water carry,220,True,True,True
4225,235,ssrm:v60:snapshot:d235:t04225,rain court,Nia,v60:nia:repair_promise:d235:s13,repair promise,220,True,True,True
4226,235,ssrm:v60:snapshot:d235:t04226,fiber loft,Ari,v60:ari:missed_greeting:d235:s14,missed greeting,220,True,True,True
4227,235,ssrm:v60:snapshot:d235:t04227,west hearth,Fay,v60:fay:care_favor:d235:s15,care favor,220,True,True,True
4228,235,ssrm:v60:snapshot:d235:t04228,river gate,Milo,v60:milo:route_warning:d235:s16,route warning,220,True,True,True
4229,235,ssrm:v60:snapshot:d235:t04229,arrival court,Sera,v60:sera:tool_loan:d235:s17,tool loan,220,True,True,True
4230,236,ssrm:v60:snapshot:d236:t04230,rain court,Tovan,v60:tovan:repair_promise:d236:s00,repair promise,220,True,True,True
4231,236,ssrm:v60:snapshot:d236:t04231,fiber loft,Nia,v60:nia:missed_greeting:d236:s01,missed greeting,220,True,True,True
4232,236,ssrm:v60:snapshot:d236:t04232,west hearth,Ari,v60:ari:care_favor:d236:s02,care favor,220,True,True,True
4233,236,ssrm:v60:snapshot:d236:t04233,river gate,Fay,v60:fay:route_warning:d236:s03,route warning,220,True,True,True
4234,236,ssrm:v60:snapshot:d236:t04234,arrival court,Milo,v60:milo:tool_loan:d236:s04,tool loan,220,True,True,True
4235,236,ssrm:v60:snapshot:d236:t04235,tool alcove,Sera,v60:sera:water_carry:d236:s05,water carry,220,True,True,True
4236,236,ssrm:v60:snapshot:d236:t04236,rain court,Tovan,v60:tovan:repair_promise:d236:s06,repair promise,220,True,True,True
4237,236,ssrm:v60:snapshot:d236:t04237,fiber loft,Nia,v60:nia:missed_greeting:d236:s07,missed greeting,220,True,True,True
4238,236,ssrm:v60:snapshot:d236:t04238,west hearth,Ari,v60:ari:care_favor:d236:s08,care favor,220,True,True,True
4239,236,ssrm:v60:snapshot:d236:t04239,river gate,Fay,v60:fay:route_warning:d236:s09,route warning,220,True,True,True
4240,236,ssrm:v60:snapshot:d236:t04240,arrival court,Milo,v60:milo:tool_loan:d236:s10,tool loan,220,True,True,True
4241,236,ssrm:v60:snapshot:d236:t04241,tool alcove,Sera,v60:sera:water_carry:d236:s11,water carry,220,True,True,True
4242,236,ssrm:v60:snapshot:d236:t04242,rain court,Tovan,v60:tovan:repair_promise:d236:s12,repair promise,220,True,True,True
4243,236,ssrm:v60:snapshot:d236:t04243,fiber loft,Nia,v60:nia:missed_greeting:d236:s13,missed greeting,220,True,True,True
4244,236,ssrm:v60:snapshot:d236:t04244,west hearth,Ari,v60:ari:care_favor:d236:s14,care favor,220,True,True,True
4245,236,ssrm:v60:snapshot:d236:t04245,river gate,Fay,v60:fay:route_warning:d236:s15,route warning,220,True,True,True
4246,236,ssrm:v60:snapshot:d236:t04246,arrival court,Milo,v60:milo:tool_loan:d236:s16,tool loan,220,True,True,True
4247,236,ssrm:v60:snapshot:d236:t04247,tool alcove,Sera,v60:sera:water_carry:d236:s17,water carry,220,True,True,True
4248,237,ssrm:v60:snapshot:d237:t04248,fiber loft,Tovan,v60:tovan:missed_greeting:d237:s00,missed greeting,220,True,True,True
4249,237,ssrm:v60:snapshot:d237:t04249,west hearth,Nia,v60:nia:care_favor:d237:s01,care favor,220,True,True,True
4250,237,ssrm:v60:snapshot:d237:t04250,river gate,Ari,v60:ari:route_warning:d237:s02,route warning,220,True,True,True
4251,237,ssrm:v60:snapshot:d237:t04251,arrival court,Fay,v60:fay:tool_loan:d237:s03,tool loan,220,True,True,True
4252,237,ssrm:v60:snapshot:d237:t04252,tool alcove,Milo,v60:milo:water_carry:d237:s04,water carry,220,True,True,True
4253,237,ssrm:v60:snapshot:d237:t04253,rain court,Sera,v60:sera:repair_promise:d237:s05,repair promise,220,True,True,True
4254,237,ssrm:v60:snapshot:d237:t04254,fiber loft,Tovan,v60:tovan:missed_greeting:d237:s06,missed greeting,220,True,True,True
4255,237,ssrm:v60:snapshot:d237:t04255,west hearth,Nia,v60:nia:care_favor:d237:s07,care favor,220,True,True,True
4256,237,ssrm:v60:snapshot:d237:t04256,river gate,Ari,v60:ari:route_warning:d237:s08,route warning,220,True,True,True
4257,237,ssrm:v60:snapshot:d237:t04257,arrival court,Fay,v60:fay:tool_loan:d237:s09,tool loan,220,True,True,True
4258,237,ssrm:v60:snapshot:d237:t04258,tool alcove,Milo,v60:milo:water_carry:d237:s10,water carry,220,True,True,True
4259,237,ssrm:v60:snapshot:d237:t04259,rain court,Sera,v60:sera:repair_promise:d237:s11,repair promise,220,True,True,True
4260,237,ssrm:v60:snapshot:d237:t04260,fiber loft,Tovan,v60:tovan:missed_greeting:d237:s12,missed greeting,220,True,True,True
4261,237,ssrm:v60:snapshot:d237:t04261,west hearth,Nia,v60:nia:care_favor:d237:s13,care favor,220,True,True,True
4262,237,ssrm:v60:snapshot:d237:t04262,river gate,Ari,v60:ari:route_warning:d237:s14,route warning,220,True,True,True
4263,237,ssrm:v60:snapshot:d237:t04263,arrival court,Fay,v60:fay:tool_loan:d237:s15,tool loan,220,True,True,True
4264,237,ssrm:v60:snapshot:d237:t04264,tool alcove,Milo,v60:milo:water_carry:d237:s16,water carry,220,True,True,True
4265,237,ssrm:v60:snapshot:d237:t04265,rain court,Sera,v60:sera:repair_promise:d237:s17,repair promise,220,True,True,True
4266,238,ssrm:v60:snapshot:d238:t04266,west hearth,Tovan,v60:tovan:care_favor:d238:s00,care favor,220,True,True,True
4267,238,ssrm:v60:snapshot:d238:t04267,river gate,Nia,v60:nia:route_warning:d238:s01,route warning,220,True,True,True
4268,238,ssrm:v60:snapshot:d238:t04268,arrival court,Ari,v60:ari:tool_loan:d238:s02,tool loan,220,True,True,True
4269,238,ssrm:v60:snapshot:d238:t04269,tool alcove,Fay,v60:fay:water_carry:d238:s03,water carry,220,True,True,True
4270,238,ssrm:v60:snapshot:d238:t04270,rain court,Milo,v60:milo:repair_promise:d238:s04,repair promise,220,True,True,True
4271,238,ssrm:v60:snapshot:d238:t04271,fiber loft,Sera,v60:sera:missed_greeting:d238:s05,missed greeting,220,True,True,True
4272,238,ssrm:v60:snapshot:d238:t04272,west hearth,Tovan,v60:tovan:care_favor:d238:s06,care favor,220,True,True,True
4273,238,ssrm:v60:snapshot:d238:t04273,river gate,Nia,v60:nia:route_warning:d238:s07,route warning,220,True,True,True
4274,238,ssrm:v60:snapshot:d238:t04274,arrival court,Ari,v60:ari:tool_loan:d238:s08,tool loan,220,True,True,True
4275,238,ssrm:v60:snapshot:d238:t04275,tool alcove,Fay,v60:fay:water_carry:d238:s09,water carry,220,True,True,True
4276,238,ssrm:v60:snapshot:d238:t04276,rain court,Milo,v60:milo:repair_promise:d238:s10,repair promise,220,True,True,True
4277,238,ssrm:v60:snapshot:d238:t04277,fiber loft,Sera,v60:sera:missed_greeting:d238:s11,missed greeting,220,True,True,True
4278,238,ssrm:v60:snapshot:d238:t04278,west hearth,Tovan,v60:tovan:care_favor:d238:s12,care favor,220,True,True,True
4279,238,ssrm:v60:snapshot:d238:t04279,river gate,Nia,v60:nia:route_warning:d238:s13,route warning,220,True,True,True
4280,238,ssrm:v60:snapshot:d238:t04280,arrival court,Ari,v60:ari:tool_loan:d238:s14,tool loan,220,True,True,True
4281,238,ssrm:v60:snapshot:d238:t04281,tool alcove,Fay,v60:fay:water_carry:d238:s15,water carry,220,True,True,True
4282,238,ssrm:v60:snapshot:d238:t04282,rain court,Milo,v60:milo:repair_promise:d238:s16,repair promise,220,True,True,True
4283,238,ssrm:v60:snapshot:d238:t04283,fiber loft,Sera,v60:sera:missed_greeting:d238:s17,missed greeting,220,True,True,True
4284,239,ssrm:v60:snapshot:d239:t04284,river gate,Tovan,v60:tovan:route_warning:d239:s00,route warning,220,True,True,True
4285,239,ssrm:v60:snapshot:d239:t04285,arrival court,Nia,v60:nia:tool_loan:d239:s01,tool loan,220,True,True,True
4286,239,ssrm:v60:snapshot:d239:t04286,tool alcove,Ari,v60:ari:water_carry:d239:s02,water carry,220,True,True,True
4287,239,ssrm:v60:snapshot:d239:t04287,rain court,Fay,v60:fay:repair_promise:d239:s03,repair promise,220,True,True,True
4288,239,ssrm:v60:snapshot:d239:t04288,fiber loft,Milo,v60:milo:missed_greeting:d239:s04,missed greeting,220,True,True,True
4289,239,ssrm:v60:snapshot:d239:t04289,west hearth,Sera,v60:sera:care_favor:d239:s05,care favor,220,True,True,True
4290,239,ssrm:v60:snapshot:d239:t04290,river gate,Tovan,v60:tovan:route_warning:d239:s06,route warning,220,True,True,True
4291,239,ssrm:v60:snapshot:d239:t04291,arrival court,Nia,v60:nia:tool_loan:d239:s07,tool loan,220,True,True,True
4292,239,ssrm:v60:snapshot:d239:t04292,tool alcove,Ari,v60:ari:water_carry:d239:s08,water carry,220,True,True,True
4293,239,ssrm:v60:snapshot:d239:t04293,rain court,Fay,v60:fay:repair_promise:d239:s09,repair promise,220,True,True,True
4294,239,ssrm:v60:snapshot:d239:t04294,fiber loft,Milo,v60:milo:missed_greeting:d239:s10,missed greeting,220,True,True,True
4295,239,ssrm:v60:snapshot:d239:t04295,west hearth,Sera,v60:sera:care_favor:d239:s11,care favor,220,True,True,True
4296,239,ssrm:v60:snapshot:d239:t04296,river gate,Tovan,v60:tovan:route_warning:d239:s12,route warning,220,True,True,True
4297,239,ssrm:v60:snapshot:d239:t04297,arrival court,Nia,v60:nia:tool_loan:d239:s13,tool loan,220,True,True,True
4298,239,ssrm:v60:snapshot:d239:t04298,tool alcove,Ari,v60:ari:water_carry:d239:s14,water carry,220,True,True,True
4299,239,ssrm:v60:snapshot:d239:t04299,rain court,Fay,v60:fay:repair_promise:d239:s15,repair promise,220,True,True,True
4300,239,ssrm:v60:snapshot:d239:t04300,fiber loft,Milo,v60:milo:missed_greeting:d239:s16,missed greeting,220,True,True,True
4301,239,ssrm:v60:snapshot:d239:t04301,west hearth,Sera,v60:sera:care_favor:d239:s17,care favor,220,True,True,True
4302,240,ssrm:v60:snapshot:d240:t04302,arrival court,Tovan,v60:tovan:tool_loan:d240:s00,tool loan,220,True,True,True
4303,240,ssrm:v60:snapshot:d240:t04303,tool alcove,Nia,v60:nia:water_carry:d240:s01,water carry,220,True,True,True
4304,240,ssrm:v60:snapshot:d240:t04304,rain court,Ari,v60:ari:repair_promise:d240:s02,repair promise,220,True,True,True
4305,240,ssrm:v60:snapshot:d240:t04305,fiber loft,Fay,v60:fay:missed_greeting:d240:s03,missed greeting,220,True,True,True
4306,240,ssrm:v60:snapshot:d240:t04306,west hearth,Milo,v60:milo:care_favor:d240:s04,care favor,220,True,True,True
4307,240,ssrm:v60:snapshot:d240:t04307,river gate,Sera,v60:sera:route_warning:d240:s05,route warning,220,True,True,True
4308,240,ssrm:v60:snapshot:d240:t04308,arrival court,Tovan,v60:tovan:tool_loan:d240:s06,tool loan,220,True,True,True
4309,240,ssrm:v60:snapshot:d240:t04309,tool alcove,Nia,v60:nia:water_carry:d240:s07,water carry,220,True,True,True
4310,240,ssrm:v60:snapshot:d240:t04310,rain court,Ari,v60:ari:repair_promise:d240:s08,repair promise,220,True,True,True
4311,240,ssrm:v60:snapshot:d240:t04311,fiber loft,Fay,v60:fay:missed_greeting:d240:s09,missed greeting,220,True,True,True
4312,240,ssrm:v60:snapshot:d240:t04312,west hearth,Milo,v60:milo:care_favor:d240:s10,care favor,220,True,True,True
4313,240,ssrm:v60:snapshot:d240:t04313,river gate,Sera,v60:sera:route_warning:d240:s11,route warning,220,True,True,True
4314,240,ssrm:v60:snapshot:d240:t04314,arrival court,Tovan,v60:tovan:tool_loan:d240:s12,tool loan,220,True,True,True
4315,240,ssrm:v60:snapshot:d240:t04315,tool alcove,Nia,v60:nia:water_carry:d240:s13,water carry,220,True,True,True
4316,240,ssrm:v60:snapshot:d240:t04316,rain court,Ari,v60:ari:repair_promise:d240:s14,repair promise,220,True,True,True
4317,240,ssrm:v60:snapshot:d240:t04317,fiber loft,Fay,v60:fay:missed_greeting:d240:s15,missed greeting,220,True,True,True
4318,240,ssrm:v60:snapshot:d240:t04318,west hearth,Milo,v60:milo:care_favor:d240:s16,care favor,220,True,True,True
4319,240,ssrm:v60:snapshot:d240:t04319,river gate,Sera,v60:sera:route_warning:d240:s17,route warning,220,True,True,True
4320,241,ssrm:v60:snapshot:d241:t04320,tool alcove,Tovan,v60:tovan:water_carry:d241:s00,water carry,220,True,True,True
4321,241,ssrm:v60:snapshot:d241:t04321,rain court,Nia,v60:nia:repair_promise:d241:s01,repair promise,220,True,True,True
4322,241,ssrm:v60:snapshot:d241:t04322,fiber loft,Ari,v60:ari:missed_greeting:d241:s02,missed greeting,220,True,True,True
4323,241,ssrm:v60:snapshot:d241:t04323,west hearth,Fay,v60:fay:care_favor:d241:s03,care favor,220,True,True,True
4324,241,ssrm:v60:snapshot:d241:t04324,river gate,Milo,v60:milo:route_warning:d241:s04,route warning,220,True,True,True
4325,241,ssrm:v60:snapshot:d241:t04325,arrival court,Sera,v60:sera:tool_loan:d241:s05,tool loan,220,True,True,True
4326,241,ssrm:v60:snapshot:d241:t04326,tool alcove,Tovan,v60:tovan:water_carry:d241:s06,water carry,220,True,True,True
4327,241,ssrm:v60:snapshot:d241:t04327,rain court,Nia,v60:nia:repair_promise:d241:s07,repair promise,220,True,True,True
4328,241,ssrm:v60:snapshot:d241:t04328,fiber loft,Ari,v60:ari:missed_greeting:d241:s08,missed greeting,220,True,True,True
4329,241,ssrm:v60:snapshot:d241:t04329,west hearth,Fay,v60:fay:care_favor:d241:s09,care favor,220,True,True,True
4330,241,ssrm:v60:snapshot:d241:t04330,river gate,Milo,v60:milo:route_warning:d241:s10,route warning,220,True,True,True
4331,241,ssrm:v60:snapshot:d241:t04331,arrival court,Sera,v60:sera:tool_loan:d241:s11,tool loan,220,True,True,True
4332,241,ssrm:v60:snapshot:d241:t04332,tool alcove,Tovan,v60:tovan:water_carry:d241:s12,water carry,220,True,True,True
4333,241,ssrm:v60:snapshot:d241:t04333,rain court,Nia,v60:nia:repair_promise:d241:s13,repair promise,220,True,True,True
4334,241,ssrm:v60:snapshot:d241:t04334,fiber loft,Ari,v60:ari:missed_greeting:d241:s14,missed greeting,220,True,True,True
4335,241,ssrm:v60:snapshot:d241:t04335,west hearth,Fay,v60:fay:care_favor:d241:s15,care favor,220,True,True,True
4336,241,ssrm:v60:snapshot:d241:t04336,river gate,Milo,v60:milo:route_warning:d241:s16,route warning,220,True,True,True
4337,241,ssrm:v60:snapshot:d241:t04337,arrival court,Sera,v60:sera:tool_loan:d241:s17,tool loan,220,True,True,True
4338,242,ssrm:v60:snapshot:d242:t04338,rain court,Tovan,v60:tovan:repair_promise:d242:s00,repair promise,220,True,True,True
4339,242,ssrm:v60:snapshot:d242:t04339,fiber loft,Nia,v60:nia:missed_greeting:d242:s01,missed greeting,220,True,True,True
4340,242,ssrm:v60:snapshot:d242:t04340,west hearth,Ari,v60:ari:care_favor:d242:s02,care favor,220,True,True,True
4341,242,ssrm:v60:snapshot:d242:t04341,river gate,Fay,v60:fay:route_warning:d242:s03,route warning,220,True,True,True
4342,242,ssrm:v60:snapshot:d242:t04342,arrival court,Milo,v60:milo:tool_loan:d242:s04,tool loan,220,True,True,True
4343,242,ssrm:v60:snapshot:d242:t04343,tool alcove,Sera,v60:sera:water_carry:d242:s05,water carry,220,True,True,True
4344,242,ssrm:v60:snapshot:d242:t04344,rain court,Tovan,v60:tovan:repair_promise:d242:s06,repair promise,220,True,True,True
4345,242,ssrm:v60:snapshot:d242:t04345,fiber loft,Nia,v60:nia:missed_greeting:d242:s07,missed greeting,220,True,True,True
4346,242,ssrm:v60:snapshot:d242:t04346,west hearth,Ari,v60:ari:care_favor:d242:s08,care favor,220,True,True,True
4347,242,ssrm:v60:snapshot:d242:t04347,river gate,Fay,v60:fay:route_warning:d242:s09,route warning,220,True,True,True
4348,242,ssrm:v60:snapshot:d242:t04348,arrival court,Milo,v60:milo:tool_loan:d242:s10,tool loan,220,True,True,True
4349,242,ssrm:v60:snapshot:d242:t04349,tool alcove,Sera,v60:sera:water_carry:d242:s11,water carry,220,True,True,True
4350,242,ssrm:v60:snapshot:d242:t04350,rain court,Tovan,v60:tovan:repair_promise:d242:s12,repair promise,220,True,True,True
4351,242,ssrm:v60:snapshot:d242:t04351,fiber loft,Nia,v60:nia:missed_greeting:d242:s13,missed greeting,220,True,True,True
4352,242,ssrm:v60:snapshot:d242:t04352,west hearth,Ari,v60:ari:care_favor:d242:s14,care favor,220,True,True,True
4353,242,ssrm:v60:snapshot:d242:t04353,river gate,Fay,v60:fay:route_warning:d242:s15,route warning,220,True,True,True
4354,242,ssrm:v60:snapshot:d242:t04354,arrival court,Milo,v60:milo:tool_loan:d242:s16,tool loan,220,True,True,True
4355,242,ssrm:v60:snapshot:d242:t04355,tool alcove,Sera,v60:sera:water_carry:d242:s17,water carry,220,True,True,True
4356,243,ssrm:v60:snapshot:d243:t04356,fiber loft,Tovan,v60:tovan:missed_greeting:d243:s00,missed greeting,220,True,True,True
4357,243,ssrm:v60:snapshot:d243:t04357,west hearth,Nia,v60:nia:care_favor:d243:s01,care favor,220,True,True,True
4358,243,ssrm:v60:snapshot:d243:t04358,river gate,Ari,v60:ari:route_warning:d243:s02,route warning,220,True,True,True
4359,243,ssrm:v60:snapshot:d243:t04359,arrival court,Fay,v60:fay:tool_loan:d243:s03,tool loan,220,True,True,True
4360,243,ssrm:v60:snapshot:d243:t04360,tool alcove,Milo,v60:milo:water_carry:d243:s04,water carry,220,True,True,True
4361,243,ssrm:v60:snapshot:d243:t04361,rain court,Sera,v60:sera:repair_promise:d243:s05,repair promise,220,True,True,True
4362,243,ssrm:v60:snapshot:d243:t04362,fiber loft,Tovan,v60:tovan:missed_greeting:d243:s06,missed greeting,220,True,True,True
