tick_id,day,settlement_id,resident_id,project_id,project_name,scheduled_slot,task_site,project_stage,progress_before,progress_after,resident_owned_schedule,schedule_conflict_present,schedule_conflict_resolved,world_state_target,private_workspace_sealed,frequency_hz,flower_phase
2352,131,lichen_bridge,Sol,76f402ab6a,repair meal ledger,day-131:tick-12:resident-led,rope bridge,restock,0.43,0.441,True,False,True,rope bridge:repair meal ledger,True,38.23149,0.956778
2353,131,orchid_engine,Bea,9a2f344251,clean gear wash,day-131:tick-13:resident-led,gear wash,survey,0.432,0.443,True,False,True,gear wash:clean gear wash,True,40.56467,0.983111
2354,131,moss_ward,Fay,69fbe1ae68,raise warm-cup shelf,day-131:tick-14:resident-led,root alcove,prepare,0.366,0.377,True,True,True,root alcove:raise warm-cup shelf,True,35.91173,0.940444
2355,131,glass_harbor,Puck,cf04a81caf,mend fog net,day-131:tick-15:resident-led,lamp pier,work,0.366,0.377,True,False,True,lamp pier:mend fog net,True,37.05473,0.956778
2356,131,cinder_garden,Wren,88d6240bdd,repair seed calendar,day-131:tick-16:resident-led,ash path,inspect,0.432,0.443,True,False,True,ash path:repair seed calendar,True,39.62367,0.981111
2357,131,lichen_bridge,Kio,87e730b100,weave spare rope,day-131:tick-17:resident-led,meal room,handoff,0.432,0.443,True,False,True,meal room:weave spare rope,True,38.29667,0.973444
2358,132,moss_ward,Ari,27a5f6be30,drain rain path,day-132:tick-00:resident-led,blanket room,survey,0.428,0.439,True,False,True,blanket room:drain rain path,True,35.96931,0.954333
2359,132,glass_harbor,Oren,139ed15166,seal fog catcher,day-132:tick-01:resident-led,fog rail,prepare,0.43,0.441,True,False,True,fog rail:seal fog catcher,True,37.11249,0.970667
2360,132,cinder_garden,Vale,50e2b859c6,shade seed rows,day-132:tick-02:resident-led,seed shelf,work,0.353,0.364,True,False,True,seed shelf:shade seed rows,True,39.66856,0.995
2361,132,lichen_bridge,Sol,878bf0af37,mark signal bell,day-132:tick-03:resident-led,signal post,inspect,0.353,0.364,True,False,True,signal post:mark signal bell,True,38.34156,0.987333
2362,132,orchid_engine,Bea,2899e764df,listen to valve pulse,day-132:tick-04:resident-led,orchid bay,handoff,0.43,0.441,True,False,True,orchid bay:listen to valve pulse,True,40.68149,0.013667
2363,132,moss_ward,Fay,5147eb41b9,copy root ledger,day-132:tick-05:resident-led,rain gate,restock,0.432,0.443,True,False,True,rain gate:copy root ledger,True,36.03467,0.971
2364,132,glass_harbor,Puck,ed218dd38f,relight public lamp,day-132:tick-06:resident-led,net room,survey,0.355,0.366,True,False,True,net room:relight public lamp,True,37.17074,0.987333
2365,132,cinder_garden,Wren,a66b280afe,cool ash path,day-132:tick-07:resident-led,shade tent,prepare,0.355,0.366,True,True,True,shade tent:cool ash path,True,39.73374,0.011667
2366,132,lichen_bridge,Kio,505b3ed3bc,test rope bridge,day-132:tick-08:resident-led,rope bridge,work,0.432,0.443,True,False,True,rope bridge:test rope bridge,True,38.41367,0.004
2367,132,orchid_engine,Cai,9567222324,tend orchid lamp,day-132:tick-09:resident-led,gear wash,inspect,0.432,0.443,True,False,True,gear wash:tend orchid lamp,True,40.74667,0.030333
2368,132,moss_ward,Milo,022ca473b4,drain rain path,day-132:tick-10:resident-led,root alcove,handoff,0.366,0.377,True,False,True,root alcove:drain rain path,True,36.09373,0.987667
2369,132,glass_harbor,Sera,e2517cc645,seal fog catcher,day-132:tick-11:resident-led,lamp pier,restock,0.366,0.377,True,False,True,lamp pier:seal fog catcher,True,37.23673,0.004
2370,132,cinder_garden,Juno,46bd9e887d,shade seed rows,day-132:tick-12:resident-led,ash path,survey,0.43,0.441,True,False,True,ash path:shade seed rows,True,39.80549,0.028333
2371,132,lichen_bridge,Luma,ef4a1eb826,mark signal bell,day-132:tick-13:resident-led,meal room,prepare,0.43,0.441,True,False,True,meal room:mark signal bell,True,38.47849,0.020667
2372,132,orchid_engine,Dax,5ea66d74e7,listen to valve pulse,day-132:tick-14:resident-led,engine ring,work,0.364,0.375,True,False,True,engine ring:listen to valve pulse,True,40.80555,0.047
2373,132,moss_ward,Tala,825eef3be9,copy root ledger,day-132:tick-15:resident-led,blanket room,inspect,0.364,0.375,True,False,True,blanket room:copy root ledger,True,36.15855,0.004333
2374,132,glass_harbor,Nia,aa85d5f3cf,relight public lamp,day-132:tick-16:resident-led,fog rail,handoff,0.428,0.439,True,False,True,fog rail:relight public lamp,True,37.30731,0.020667
2375,132,cinder_garden,Pax,bfe20f64e9,cool ash path,day-132:tick-17:resident-led,seed shelf,restock,0.43,0.441,True,False,True,seed shelf:cool ash path,True,39.87049,0.045
2376,133,orchid_engine,Cai,fee339b1d9,clean gear wash,day-133:tick-00:resident-led,orchid bay,prepare,0.443,0.452,True,True,False,orchid bay:clean gear wash,True,40.86448,0.060889
2377,133,moss_ward,Milo,d27f39c290,raise warm-cup shelf,day-133:tick-01:resident-led,rain gate,work,0.443,0.454,True,False,True,rain gate:raise warm-cup shelf,True,36.21766,0.018222
2378,133,glass_harbor,Sera,c5ce3bb82a,mend fog net,day-133:tick-02:resident-led,net room,inspect,0.366,0.377,True,False,True,net room:mend fog net,True,37.35373,0.034556
2379,133,cinder_garden,Juno,ab3857f6de,repair seed calendar,day-133:tick-03:resident-led,shade tent,handoff,0.366,0.377,True,False,True,shade tent:repair seed calendar,True,39.91673,0.058889
2380,133,lichen_bridge,Luma,6e76849c77,weave spare rope,day-133:tick-04:resident-led,rope bridge,restock,0.439,0.45,True,False,True,rope bridge:weave spare rope,True,38.5963,0.051222
2381,133,orchid_engine,Dax,1194905158,stabilize steam kettle,day-133:tick-05:resident-led,gear wash,survey,0.441,0.452,True,False,True,gear wash:stabilize steam kettle,True,40.92948,0.077556
2382,133,moss_ward,Tala,ffd144b235,patch blanket loom,day-133:tick-06:resident-led,root alcove,prepare,0.364,0.375,True,False,True,root alcove:patch blanket loom,True,36.27555,0.034889
2383,133,glass_harbor,Nia,e283abe06a,mark crossing rope,day-133:tick-07:resident-led,lamp pier,work,0.364,0.375,True,False,True,lamp pier:mark crossing rope,True,37.41855,0.051222
2384,133,cinder_garden,Pax,f91854767d,sort ember fruit,day-133:tick-08:resident-led,ash path,inspect,0.441,0.452,True,False,True,ash path:sort ember fruit,True,39.98848,0.075556
2385,133,lichen_bridge,Rin,47513db752,repair meal ledger,day-133:tick-09:resident-led,meal room,handoff,0.441,0.452,True,False,True,meal room:repair meal ledger,True,38.66148,0.067889
2386,133,orchid_engine,Eli,ee36774892,clean gear wash,day-133:tick-10:resident-led,engine ring,restock,0.364,0.375,True,False,True,engine ring:clean gear wash,True,40.98755,0.094222
2387,133,moss_ward,Ari,6666182d43,raise warm-cup shelf,day-133:tick-11:resident-led,blanket room,survey,0.364,0.375,True,True,True,blanket room:raise warm-cup shelf,True,36.34055,0.051556
2388,133,glass_harbor,Oren,4691632fda,mend fog net,day-133:tick-12:resident-led,fog rail,prepare,0.439,0.45,True,False,True,fog rail:mend fog net,True,37.4903,0.067889
2389,133,cinder_garden,Vale,669e90cbc3,repair seed calendar,day-133:tick-13:resident-led,seed shelf,work,0.441,0.452,True,False,True,seed shelf:repair seed calendar,True,40.05348,0.092222
2390,133,lichen_bridge,Sol,797e050dde,weave spare rope,day-133:tick-14:resident-led,signal post,inspect,0.375,0.386,True,False,True,signal post:weave spare rope,True,38.72054,0.084556
2391,133,orchid_engine,Bea,936769c116,stabilize steam kettle,day-133:tick-15:resident-led,orchid bay,handoff,0.375,0.386,True,False,True,orchid bay:stabilize steam kettle,True,41.05354,0.110889
2392,133,moss_ward,Fay,23961e054e,patch blanket loom,day-133:tick-16:resident-led,rain gate,restock,0.441,0.452,True,False,True,rain gate:patch blanket loom,True,36.41248,0.068222
2393,133,glass_harbor,Puck,4e34e5eca9,mark crossing rope,day-133:tick-17:resident-led,net room,survey,0.443,0.454,True,False,True,net room:mark crossing rope,True,37.55566,0.084556
2394,134,lichen_bridge,Rin,0d07f43a57,mark signal bell,day-134:tick-00:resident-led,rope bridge,work,0.439,0.45,True,False,True,rope bridge:mark signal bell,True,38.7783,0.098444
2395,134,orchid_engine,Eli,2432f12bb3,listen to valve pulse,day-134:tick-01:resident-led,gear wash,inspect,0.441,0.452,True,False,True,gear wash:listen to valve pulse,True,41.11148,0.124778
2396,134,moss_ward,Ari,2ea8f2d96e,copy root ledger,day-134:tick-02:resident-led,root alcove,handoff,0.364,0.375,True,False,True,root alcove:copy root ledger,True,36.45755,0.082111
2397,134,glass_harbor,Oren,fd03ad5da8,relight public lamp,day-134:tick-03:resident-led,lamp pier,restock,0.364,0.375,True,False,True,lamp pier:relight public lamp,True,37.60055,0.098444
2398,134,cinder_garden,Vale,5e37aea90d,cool ash path,day-134:tick-04:resident-led,ash path,survey,0.441,0.452,True,True,True,ash path:cool ash path,True,40.17048,0.122778
2399,134,lichen_bridge,Sol,72a63892cd,test rope bridge,day-134:tick-05:resident-led,meal room,prepare,0.443,0.454,True,False,True,meal room:test rope bridge,True,38.84366,0.115111
2400,134,orchid_engine,Bea,ff802a82b5,tend orchid lamp,day-134:tick-06:resident-led,engine ring,work,0.366,0.377,True,False,True,engine ring:tend orchid lamp,True,41.16973,0.141444
2401,134,moss_ward,Fay,b4068fee47,drain rain path,day-134:tick-07:resident-led,blanket room,inspect,0.364,0.375,True,False,True,blanket room:drain rain path,True,36.52255,0.098778
2402,134,glass_harbor,Puck,b9f27156b1,seal fog catcher,day-134:tick-08:resident-led,fog rail,handoff,0.441,0.452,True,False,True,fog rail:seal fog catcher,True,37.67248,0.115111
2403,134,cinder_garden,Wren,8d7a6c2aa4,shade seed rows,day-134:tick-09:resident-led,seed shelf,restock,0.443,0.454,True,False,True,seed shelf:shade seed rows,True,40.23566,0.139444
2404,134,lichen_bridge,Kio,a9335a1d29,mark signal bell,day-134:tick-10:resident-led,signal post,survey,0.366,0.377,True,False,True,signal post:mark signal bell,True,38.90173,0.131778
2405,134,orchid_engine,Cai,b31fad0817,listen to valve pulse,day-134:tick-11:resident-led,orchid bay,prepare,0.366,0.377,True,False,True,orchid bay:listen to valve pulse,True,41.23473,0.158111
2406,134,moss_ward,Milo,48ae12c016,copy root ledger,day-134:tick-12:resident-led,rain gate,work,0.441,0.452,True,False,True,rain gate:copy root ledger,True,36.59448,0.115444
2407,134,glass_harbor,Sera,ea7173b0ad,relight public lamp,day-134:tick-13:resident-led,net room,inspect,0.441,0.452,True,False,True,net room:relight public lamp,True,37.73748,0.131778
2408,134,cinder_garden,Juno,5f79a57e6f,cool ash path,day-134:tick-14:resident-led,shade tent,handoff,0.375,0.386,True,False,True,shade tent:cool ash path,True,40.29454,0.156111
2409,134,lichen_bridge,Luma,e1bab827b9,test rope bridge,day-134:tick-15:resident-led,rope bridge,restock,0.377,0.386,True,True,False,rope bridge:test rope bridge,True,38.96754,0.148444
2410,134,orchid_engine,Dax,3645f43e1d,tend orchid lamp,day-134:tick-16:resident-led,gear wash,survey,0.439,0.45,True,False,True,gear wash:tend orchid lamp,True,41.3063,0.174778
2411,134,moss_ward,Tala,28589c06c6,drain rain path,day-134:tick-17:resident-led,root alcove,prepare,0.441,0.452,True,False,True,root alcove:drain rain path,True,36.65948,0.132111
2412,135,cinder_garden,Wren,88d6240bdd,repair seed calendar,day-135:tick-00:resident-led,ash path,inspect,0.443,0.452,True,True,False,ash path:repair seed calendar,True,40.35248,0.17
2413,135,lichen_bridge,Kio,87e730b100,weave spare rope,day-135:tick-01:resident-led,meal room,handoff,0.443,0.454,True,False,True,meal room:weave spare rope,True,39.02566,0.162333
2414,135,orchid_engine,Cai,b805ef5f3b,stabilize steam kettle,day-135:tick-02:resident-led,engine ring,restock,0.366,0.377,True,False,True,engine ring:stabilize steam kettle,True,41.35173,0.188667
2415,135,moss_ward,Milo,037725c0bc,patch blanket loom,day-135:tick-03:resident-led,blanket room,survey,0.366,0.377,True,False,True,blanket room:patch blanket loom,True,36.70473,0.146
2416,135,glass_harbor,Sera,39906512c4,mark crossing rope,day-135:tick-04:resident-led,fog rail,prepare,0.441,0.452,True,True,True,fog rail:mark crossing rope,True,37.85448,0.162333
2417,135,cinder_garden,Juno,5d450b0d31,sort ember fruit,day-135:tick-05:resident-led,seed shelf,work,0.441,0.452,True,False,True,seed shelf:sort ember fruit,True,40.41748,0.186667
2418,135,lichen_bridge,Luma,c11ee45638,repair meal ledger,day-135:tick-06:resident-led,signal post,inspect,0.364,0.375,True,False,True,signal post:repair meal ledger,True,39.08355,0.179
2419,135,orchid_engine,Dax,fa2f54a5f1,clean gear wash,day-135:tick-07:resident-led,orchid bay,handoff,0.364,0.375,True,False,True,orchid bay:clean gear wash,True,41.41655,0.205333
2420,135,moss_ward,Tala,5b51e19d49,raise warm-cup shelf,day-135:tick-08:resident-led,rain gate,restock,0.439,0.45,True,True,True,rain gate:raise warm-cup shelf,True,36.7763,0.162667
2421,135,glass_harbor,Nia,b58364559a,mend fog net,day-135:tick-09:resident-led,net room,survey,0.441,0.452,True,False,True,net room:mend fog net,True,37.91948,0.179
2422,135,cinder_garden,Pax,301d0ea001,repair seed calendar,day-135:tick-10:resident-led,shade tent,prepare,0.364,0.375,True,False,True,shade tent:repair seed calendar,True,40.47555,0.203333
2423,135,lichen_bridge,Rin,84fdd2bf40,weave spare rope,day-135:tick-11:resident-led,rope bridge,work,0.364,0.375,True,False,True,rope bridge:weave spare rope,True,39.14855,0.195667
2424,135,orchid_engine,Eli,b41913dbe2,stabilize steam kettle,day-135:tick-12:resident-led,gear wash,inspect,0.439,0.45,True,True,True,gear wash:stabilize steam kettle,True,41.4883,0.222
2425,135,moss_ward,Ari,572d4e939c,patch blanket loom,day-135:tick-13:resident-led,root alcove,handoff,0.441,0.452,True,False,True,root alcove:patch blanket loom,True,36.84148,0.179333
2426,135,glass_harbor,Oren,5a399028bb,mark crossing rope,day-135:tick-14:resident-led,lamp pier,restock,0.375,0.386,True,False,True,lamp pier:mark crossing rope,True,37.97854,0.195667
2427,135,cinder_garden,Vale,cc7272cc69,sort ember fruit,day-135:tick-15:resident-led,ash path,survey,0.375,0.386,True,False,True,ash path:sort ember fruit,True,40.54154,0.22
2428,135,lichen_bridge,Sol,76f402ab6a,repair meal ledger,day-135:tick-16:resident-led,meal room,prepare,0.441,0.452,True,True,True,meal room:repair meal ledger,True,39.22048,0.212333
2429,135,orchid_engine,Bea,9a2f344251,clean gear wash,day-135:tick-17:resident-led,engine ring,work,0.443,0.454,True,False,True,engine ring:clean gear wash,True,41.55366,0.238667
2430,136,glass_harbor,Nia,aa85d5f3cf,relight public lamp,day-136:tick-00:resident-led,fog rail,handoff,0.439,0.45,True,False,True,fog rail:relight public lamp,True,38.0363,0.209556
2431,136,cinder_garden,Pax,bfe20f64e9,cool ash path,day-136:tick-01:resident-led,seed shelf,restock,0.441,0.452,True,True,True,seed shelf:cool ash path,True,40.59948,0.233889
2432,136,lichen_bridge,Rin,1ca3ca05c1,test rope bridge,day-136:tick-02:resident-led,signal post,survey,0.364,0.375,True,False,True,signal post:test rope bridge,True,39.26555,0.226222
2433,136,orchid_engine,Eli,79a49a3901,tend orchid lamp,day-136:tick-03:resident-led,orchid bay,prepare,0.364,0.375,True,False,True,orchid bay:tend orchid lamp,True,41.59855,0.252556
2434,136,moss_ward,Ari,27a5f6be30,drain rain path,day-136:tick-04:resident-led,rain gate,work,0.439,0.45,True,False,True,rain gate:drain rain path,True,36.9583,0.209889
2435,136,glass_harbor,Oren,139ed15166,seal fog catcher,day-136:tick-05:resident-led,net room,inspect,0.441,0.452,True,False,True,net room:seal fog catcher,True,38.10148,0.226222
2436,136,cinder_garden,Vale,50e2b859c6,shade seed rows,day-136:tick-06:resident-led,shade tent,handoff,0.364,0.375,True,False,True,shade tent:shade seed rows,True,40.65755,0.250556
2437,136,lichen_bridge,Sol,878bf0af37,mark signal bell,day-136:tick-07:resident-led,rope bridge,restock,0.364,0.375,True,False,True,rope bridge:mark signal bell,True,39.33055,0.242889
2438,136,orchid_engine,Bea,2899e764df,listen to valve pulse,day-136:tick-08:resident-led,gear wash,survey,0.441,0.452,True,False,True,gear wash:listen to valve pulse,True,41.67048,0.269222
2439,136,moss_ward,Fay,5147eb41b9,copy root ledger,day-136:tick-09:resident-led,root alcove,prepare,0.443,0.454,True,False,True,root alcove:copy root ledger,True,37.02366,0.226556
2440,136,glass_harbor,Puck,ed218dd38f,relight public lamp,day-136:tick-10:resident-led,lamp pier,work,0.366,0.377,True,False,True,lamp pier:relight public lamp,True,38.15973,0.242889
2441,136,cinder_garden,Wren,a66b280afe,cool ash path,day-136:tick-11:resident-led,ash path,inspect,0.366,0.377,True,False,True,ash path:cool ash path,True,40.72273,0.267222
2442,136,lichen_bridge,Kio,505b3ed3bc,test rope bridge,day-136:tick-12:resident-led,meal room,handoff,0.443,0.454,True,True,True,meal room:test rope bridge,True,39.40266,0.259556
2443,136,orchid_engine,Cai,9567222324,tend orchid lamp,day-136:tick-13:resident-led,engine ring,restock,0.443,0.454,True,False,True,engine ring:tend orchid lamp,True,41.73566,0.285889
2444,136,moss_ward,Milo,022ca473b4,drain rain path,day-136:tick-14:resident-led,blanket room,survey,0.377,0.388,True,False,True,blanket room:drain rain path,True,37.08272,0.243222
2445,136,glass_harbor,Sera,e2517cc645,seal fog catcher,day-136:tick-15:resident-led,fog rail,prepare,0.377,0.388,True,False,True,fog rail:seal fog catcher,True,38.22572,0.259556
2446,136,cinder_garden,Juno,46bd9e887d,shade seed rows,day-136:tick-16:resident-led,seed shelf,work,0.441,0.452,True,False,True,seed shelf:shade seed rows,True,40.79448,0.283889
2447,136,lichen_bridge,Luma,ef4a1eb826,mark signal bell,day-136:tick-17:resident-led,signal post,inspect,0.441,0.452,True,False,True,signal post:mark signal bell,True,39.46748,0.276222
2448,137,moss_ward,Fay,23961e054e,patch blanket loom,day-137:tick-00:resident-led,rain gate,restock,0.452,0.463,True,False,True,rain gate:patch blanket loom,True,37.14147,0.257111
2449,137,glass_harbor,Puck,4e34e5eca9,mark crossing rope,day-137:tick-01:resident-led,net room,survey,0.454,0.465,True,False,True,net room:mark crossing rope,True,38.28465,0.273444
2450,137,cinder_garden,Wren,f54993de4d,sort ember fruit,day-137:tick-02:resident-led,shade tent,prepare,0.377,0.388,True,False,True,shade tent:sort ember fruit,True,40.84072,0.297778
2451,137,lichen_bridge,Kio,e74a8726db,repair meal ledger,day-137:tick-03:resident-led,rope bridge,work,0.377,0.388,True,False,True,rope bridge:repair meal ledger,True,39.51372,0.290111
2452,137,orchid_engine,Cai,fee339b1d9,clean gear wash,day-137:tick-04:resident-led,gear wash,inspect,0.452,0.463,True,False,True,gear wash:clean gear wash,True,41.85347,0.316444
2453,137,moss_ward,Milo,d27f39c290,raise warm-cup shelf,day-137:tick-05:resident-led,root alcove,handoff,0.454,0.463,True,True,False,root alcove:raise warm-cup shelf,True,37.20647,0.273778
2454,137,glass_harbor,Sera,c5ce3bb82a,mend fog net,day-137:tick-06:resident-led,lamp pier,restock,0.377,0.388,True,False,True,lamp pier:mend fog net,True,38.34272,0.290111
2455,137,cinder_garden,Juno,ab3857f6de,repair seed calendar,day-137:tick-07:resident-led,ash path,survey,0.377,0.388,True,False,True,ash path:repair seed calendar,True,40.90572,0.314444
2456,137,lichen_bridge,Luma,6e76849c77,weave spare rope,day-137:tick-08:resident-led,meal room,prepare,0.45,0.461,True,False,True,meal room:weave spare rope,True,39.58529,0.306778
2457,137,orchid_engine,Dax,1194905158,stabilize steam kettle,day-137:tick-09:resident-led,engine ring,work,0.452,0.463,True,False,True,engine ring:stabilize steam kettle,True,41.91847,0.333111
2458,137,moss_ward,Tala,ffd144b235,patch blanket loom,day-137:tick-10:resident-led,blanket room,inspect,0.375,0.386,True,False,True,blanket room:patch blanket loom,True,37.26454,0.290444
2459,137,glass_harbor,Nia,e283abe06a,mark crossing rope,day-137:tick-11:resident-led,fog rail,handoff,0.375,0.386,True,False,True,fog rail:mark crossing rope,True,38.40754,0.306778
2460,137,cinder_garden,Pax,f91854767d,sort ember fruit,day-137:tick-12:resident-led,seed shelf,restock,0.452,0.463,True,False,True,seed shelf:sort ember fruit,True,40.97747,0.331111
2461,137,lichen_bridge,Rin,47513db752,repair meal ledger,day-137:tick-13:resident-led,signal post,survey,0.452,0.463,True,False,True,signal post:repair meal ledger,True,39.65047,0.323444
2462,137,orchid_engine,Eli,ee36774892,clean gear wash,day-137:tick-14:resident-led,orchid bay,prepare,0.375,0.386,True,False,True,orchid bay:clean gear wash,True,41.97654,0.349778
2463,137,moss_ward,Ari,6666182d43,raise warm-cup shelf,day-137:tick-15:resident-led,rain gate,work,0.375,0.386,True,False,True,rain gate:raise warm-cup shelf,True,37.32954,0.307111
2464,137,glass_harbor,Oren,4691632fda,mend fog net,day-137:tick-16:resident-led,net room,inspect,0.45,0.461,True,True,True,net room:mend fog net,True,38.47929,0.323444
2465,137,cinder_garden,Vale,669e90cbc3,repair seed calendar,day-137:tick-17:resident-led,shade tent,handoff,0.452,0.463,True,False,True,shade tent:repair seed calendar,True,41.04247,0.347778
2466,138,orchid_engine,Dax,3645f43e1d,tend orchid lamp,day-138:tick-00:resident-led,gear wash,survey,0.45,0.461,True,False,True,gear wash:tend orchid lamp,True,42.03529,0.363667
2467,138,moss_ward,Tala,28589c06c6,drain rain path,day-138:tick-01:resident-led,root alcove,prepare,0.452,0.463,True,False,True,root alcove:drain rain path,True,37.38847,0.321
2468,138,glass_harbor,Nia,9a5c1e063a,seal fog catcher,day-138:tick-02:resident-led,lamp pier,work,0.375,0.386,True,False,True,lamp pier:seal fog catcher,True,38.52454,0.337333
2469,138,cinder_garden,Pax,da2b247900,shade seed rows,day-138:tick-03:resident-led,ash path,inspect,0.375,0.386,True,False,True,ash path:shade seed rows,True,41.08754,0.361667
2470,138,lichen_bridge,Rin,0d07f43a57,mark signal bell,day-138:tick-04:resident-led,meal room,handoff,0.45,0.461,True,False,True,meal room:mark signal bell,True,39.76729,0.354
2471,138,orchid_engine,Eli,2432f12bb3,listen to valve pulse,day-138:tick-05:resident-led,engine ring,restock,0.452,0.463,True,False,True,engine ring:listen to valve pulse,True,42.10047,0.380333
2472,138,moss_ward,Ari,2ea8f2d96e,copy root ledger,day-138:tick-06:resident-led,blanket room,survey,0.375,0.386,True,False,True,blanket room:copy root ledger,True,37.44654,0.337667
2473,138,glass_harbor,Oren,fd03ad5da8,relight public lamp,day-138:tick-07:resident-led,fog rail,prepare,0.375,0.386,True,False,True,fog rail:relight public lamp,True,38.58954,0.354
2474,138,cinder_garden,Vale,5e37aea90d,cool ash path,day-138:tick-08:resident-led,seed shelf,work,0.452,0.463,True,False,True,seed shelf:cool ash path,True,41.15947,0.378333
2475,138,lichen_bridge,Sol,72a63892cd,test rope bridge,day-138:tick-09:resident-led,signal post,inspect,0.454,0.465,True,True,True,signal post:test rope bridge,True,39.83265,0.370667
2476,138,orchid_engine,Bea,ff802a82b5,tend orchid lamp,day-138:tick-10:resident-led,orchid bay,handoff,0.377,0.388,True,False,True,orchid bay:tend orchid lamp,True,42.15872,0.397
2477,138,moss_ward,Fay,b4068fee47,drain rain path,day-138:tick-11:resident-led,rain gate,restock,0.375,0.386,True,False,True,rain gate:drain rain path,True,37.51154,0.354333
2478,138,glass_harbor,Puck,b9f27156b1,seal fog catcher,day-138:tick-12:resident-led,net room,survey,0.452,0.463,True,False,True,net room:seal fog catcher,True,38.66147,0.370667
2479,138,cinder_garden,Wren,8d7a6c2aa4,shade seed rows,day-138:tick-13:resident-led,shade tent,prepare,0.454,0.465,True,False,True,shade tent:shade seed rows,True,41.22465,0.395
2480,138,lichen_bridge,Kio,a9335a1d29,mark signal bell,day-138:tick-14:resident-led,rope bridge,work,0.377,0.388,True,False,True,rope bridge:mark signal bell,True,39.89072,0.387333
2481,138,orchid_engine,Cai,b31fad0817,listen to valve pulse,day-138:tick-15:resident-led,gear wash,inspect,0.377,0.388,True,False,True,gear wash:listen to valve pulse,True,42.22372,0.413667
2482,138,moss_ward,Milo,48ae12c016,copy root ledger,day-138:tick-16:resident-led,root alcove,handoff,0.452,0.463,True,False,True,root alcove:copy root ledger,True,37.58347,0.371
2483,138,glass_harbor,Sera,ea7173b0ad,relight public lamp,day-138:tick-17:resident-led,lamp pier,restock,0.452,0.463,True,False,True,lamp pier:relight public lamp,True,38.72647,0.387333
2484,139,lichen_bridge,Sol,76f402ab6a,repair meal ledger,day-139:tick-00:resident-led,meal room,prepare,0.452,0.463,True,False,True,meal room:repair meal ledger,True,39.94947,0.401222
2485,139,orchid_engine,Bea,9a2f344251,clean gear wash,day-139:tick-01:resident-led,engine ring,work,0.454,0.465,True,False,True,engine ring:clean gear wash,True,42.28265,0.427556
2486,139,moss_ward,Fay,69fbe1ae68,raise warm-cup shelf,day-139:tick-02:resident-led,blanket room,inspect,0.377,0.388,True,True,True,blanket room:raise warm-cup shelf,True,37.62872,0.384889
2487,139,glass_harbor,Puck,cf04a81caf,mend fog net,day-139:tick-03:resident-led,fog rail,handoff,0.377,0.388,True,False,True,fog rail:mend fog net,True,38.77172,0.401222
2488,139,cinder_garden,Wren,88d6240bdd,repair seed calendar,day-139:tick-04:resident-led,seed shelf,restock,0.452,0.463,True,False,True,seed shelf:repair seed calendar,True,41.34147,0.425556
2489,139,lichen_bridge,Kio,87e730b100,weave spare rope,day-139:tick-05:resident-led,signal post,survey,0.454,0.465,True,False,True,signal post:weave spare rope,True,40.01465,0.417889
2490,139,orchid_engine,Cai,b805ef5f3b,stabilize steam kettle,day-139:tick-06:resident-led,orchid bay,prepare,0.377,0.388,True,False,True,orchid bay:stabilize steam kettle,True,42.34072,0.444222
2491,139,moss_ward,Milo,037725c0bc,patch blanket loom,day-139:tick-07:resident-led,rain gate,work,0.377,0.388,True,False,True,rain gate:patch blanket loom,True,37.69372,0.401556
2492,139,glass_harbor,Sera,39906512c4,mark crossing rope,day-139:tick-08:resident-led,net room,inspect,0.452,0.463,True,False,True,net room:mark crossing rope,True,38.84347,0.417889
2493,139,cinder_garden,Juno,5d450b0d31,sort ember fruit,day-139:tick-09:resident-led,shade tent,handoff,0.452,0.463,True,False,True,shade tent:sort ember fruit,True,41.40647,0.442222
2494,139,lichen_bridge,Luma,c11ee45638,repair meal ledger,day-139:tick-10:resident-led,rope bridge,restock,0.375,0.386,True,False,True,rope bridge:repair meal ledger,True,40.07254,0.434556
2495,139,orchid_engine,Dax,fa2f54a5f1,clean gear wash,day-139:tick-11:resident-led,gear wash,survey,0.375,0.386,True,False,True,gear wash:clean gear wash,True,42.40554,0.460889
2496,139,moss_ward,Tala,5b51e19d49,raise warm-cup shelf,day-139:tick-12:resident-led,root alcove,prepare,0.45,0.461,True,False,True,root alcove:raise warm-cup shelf,True,37.76529,0.418222
2497,139,glass_harbor,Nia,b58364559a,mend fog net,day-139:tick-13:resident-led,lamp pier,work,0.452,0.463,True,True,True,lamp pier:mend fog net,True,38.90847,0.434556
2498,139,cinder_garden,Pax,301d0ea001,repair seed calendar,day-139:tick-14:resident-led,ash path,inspect,0.375,0.386,True,False,True,ash path:repair seed calendar,True,41.46454,0.458889
2499,139,lichen_bridge,Rin,84fdd2bf40,weave spare rope,day-139:tick-15:resident-led,meal room,handoff,0.375,0.386,True,False,True,meal room:weave spare rope,True,40.13754,0.451222
2500,139,orchid_engine,Eli,b41913dbe2,stabilize steam kettle,day-139:tick-16:resident-led,engine ring,restock,0.45,0.461,True,False,True,engine ring:stabilize steam kettle,True,42.47729,0.477556
2501,139,moss_ward,Ari,572d4e939c,patch blanket loom,day-139:tick-17:resident-led,blanket room,survey,0.452,0.463,True,False,True,blanket room:patch blanket loom,True,37.83047,0.434889
