tick_id,day,agent,route_id,public_memory_key,remembered_route_choice,remembered_forecast_revision,remembered_avatar_task,remembered_drill,remembered_reload_recovery,private_workspace_sealed,replay_pointer
479,30,Ivo,orchard_riverbend,v30:Ivo:orchard_riverbend:day30,fen track,rev:16 risk:0.47,tasks:12,score:0.61,recovery:0.94,True,replay:479:orchard_riverbend
480,31,Juno,central_repair_ring,v30:Juno:central_repair_ring:day31,outer bell path,rev:13 risk:0.40,tasks:10,score:0.59,recovery:0.94,True,replay:480:central_repair_ring
481,31,Ari,riverbend_roofward,v30:Ari:riverbend_roofward:day31,river ford,rev:15 risk:0.45,tasks:11,score:0.61,recovery:0.94,True,replay:481:riverbend_roofward
482,31,Fay,roofward_archive,v30:Fay:roofward_archive:day31,cool archive lane,rev:12 risk:0.47,tasks:12,score:0.59,recovery:0.94,True,replay:482:roofward_archive
483,31,Nia,archive_signal,v30:Nia:archive_signal:day31,stone kiosk path,rev:16 risk:0.46,tasks:10,score:0.53,recovery:0.94,True,replay:483:archive_signal
484,31,Milo,signal_orchard,v30:Milo:signal_orchard:day31,dusk road,rev:14 risk:0.51,tasks:11,score:0.50,recovery:0.94,True,replay:484:signal_orchard
485,31,Ivo,orchard_riverbend,v30:Ivo:orchard_riverbend:day31,market plank route,rev:16 risk:0.48,tasks:12,score:0.61,recovery:0.94,True,replay:485:orchard_riverbend
486,31,Juno,central_repair_ring,v30:Juno:central_repair_ring:day31,outer bell path,rev:14 risk:0.35,tasks:10,score:0.59,recovery:0.94,True,replay:486:central_repair_ring
487,31,Ari,riverbend_roofward,v30:Ari:riverbend_roofward:day31,river ford,rev:15 risk:0.46,tasks:11,score:0.64,recovery:0.94,True,replay:487:riverbend_roofward
488,31,Fay,roofward_archive,v30:Fay:roofward_archive:day31,cool archive lane,rev:13 risk:0.52,tasks:12,score:0.59,recovery:0.94,True,replay:488:roofward_archive
489,31,Nia,archive_signal,v30:Nia:archive_signal:day31,paper lane,rev:16 risk:0.44,tasks:10,score:0.53,recovery:0.94,True,replay:489:archive_signal
490,31,Milo,signal_orchard,v30:Milo:signal_orchard:day31,dusk road,rev:14 risk:0.49,tasks:11,score:0.50,recovery:0.94,True,replay:490:signal_orchard
491,31,Ivo,orchard_riverbend,v30:Ivo:orchard_riverbend:day31,market plank route,rev:16 risk:0.48,tasks:12,score:0.64,recovery:0.94,True,replay:491:orchard_riverbend
492,31,Juno,central_repair_ring,v30:Juno:central_repair_ring:day31,outer bell path,rev:15 risk:0.45,tasks:10,score:0.59,recovery:0.94,True,replay:492:central_repair_ring
493,31,Ari,riverbend_roofward,v30:Ari:riverbend_roofward:day31,orchard ridge detour,rev:15 risk:0.45,tasks:11,score:0.64,recovery:0.94,True,replay:493:riverbend_roofward
494,31,Fay,roofward_archive,v30:Fay:roofward_archive:day31,cool archive lane,rev:13 risk:0.51,tasks:13,score:0.59,recovery:0.94,True,replay:494:roofward_archive
495,31,Nia,archive_signal,v30:Nia:archive_signal:day31,paper lane,rev:16 risk:0.46,tasks:10,score:0.53,recovery:0.94,True,replay:495:archive_signal
496,32,Milo,signal_orchard,v30:Milo:signal_orchard:day32,dusk road,rev:15 risk:0.44,tasks:11,score:0.50,recovery:0.94,True,replay:496:signal_orchard
497,32,Ivo,orchard_riverbend,v30:Ivo:orchard_riverbend:day32,market plank route,rev:17 risk:0.42,tasks:12,score:0.64,recovery:0.94,True,replay:497:orchard_riverbend
498,32,Juno,central_repair_ring,v30:Juno:central_repair_ring:day32,outer bell path,rev:15 risk:0.46,tasks:11,score:0.59,recovery:0.94,True,replay:498:central_repair_ring
499,32,Ari,riverbend_roofward,v30:Ari:riverbend_roofward:day32,orchard ridge detour,rev:15 risk:0.45,tasks:11,score:0.64,recovery:0.94,True,replay:499:riverbend_roofward
500,32,Fay,roofward_archive,v30:Fay:roofward_archive:day32,cool archive lane,rev:13 risk:0.50,tasks:13,score:0.59,recovery:0.94,True,replay:500:roofward_archive
501,32,Nia,archive_signal,v30:Nia:archive_signal:day32,stone kiosk path,rev:16 risk:0.46,tasks:10,score:0.53,recovery:0.94,True,replay:501:archive_signal
502,32,Milo,signal_orchard,v30:Milo:signal_orchard:day32,dusk road,rev:15 risk:0.46,tasks:11,score:0.50,recovery:0.94,True,replay:502:signal_orchard
503,32,Ivo,orchard_riverbend,v30:Ivo:orchard_riverbend:day32,market plank route,rev:18 risk:0.47,tasks:12,score:0.64,recovery:0.94,True,replay:503:orchard_riverbend
504,32,Juno,central_repair_ring,v30:Juno:central_repair_ring:day32,outer bell path,rev:16 risk:0.42,tasks:11,score:0.59,recovery:0.94,True,replay:504:central_repair_ring
505,32,Ari,riverbend_roofward,v30:Ari:riverbend_roofward:day32,orchard ridge detour,rev:15 risk:0.47,tasks:11,score:0.64,recovery:0.94,True,replay:505:riverbend_roofward
506,32,Fay,roofward_archive,v30:Fay:roofward_archive:day32,cool archive lane,rev:13 risk:0.48,tasks:14,score:0.59,recovery:0.94,True,replay:506:roofward_archive
507,32,Nia,archive_signal,v30:Nia:archive_signal:day32,stone kiosk path,rev:16 risk:0.46,tasks:10,score:0.56,recovery:0.94,True,replay:507:archive_signal
508,32,Milo,signal_orchard,v30:Milo:signal_orchard:day32,dusk road,rev:15 risk:0.49,tasks:11,score:0.50,recovery:0.94,True,replay:508:signal_orchard
509,32,Ivo,orchard_riverbend,v30:Ivo:orchard_riverbend:day32,market plank route,rev:19 risk:0.40,tasks:12,score:0.64,recovery:0.94,True,replay:509:orchard_riverbend
510,32,Juno,central_repair_ring,v30:Juno:central_repair_ring:day32,outer bell path,rev:16 risk:0.42,tasks:11,score:0.59,recovery:0.94,True,replay:510:central_repair_ring
511,32,Ari,riverbend_roofward,v30:Ari:riverbend_roofward:day32,orchard ridge detour,rev:15 risk:0.47,tasks:11,score:0.64,recovery:0.94,True,replay:511:riverbend_roofward
512,33,Fay,roofward_archive,v30:Fay:roofward_archive:day33,cool archive lane,rev:14 risk:0.53,tasks:14,score:0.59,recovery:0.94,True,replay:512:roofward_archive
513,33,Nia,archive_signal,v30:Nia:archive_signal:day33,stone kiosk path,rev:16 risk:0.44,tasks:10,score:0.56,recovery:0.94,True,replay:513:archive_signal
514,33,Milo,signal_orchard,v30:Milo:signal_orchard:day33,dusk road,rev:16 risk:0.45,tasks:12,score:0.50,recovery:0.94,True,replay:514:signal_orchard
515,33,Ivo,orchard_riverbend,v30:Ivo:orchard_riverbend:day33,market plank route,rev:19 risk:0.44,tasks:12,score:0.67,recovery:0.94,True,replay:515:orchard_riverbend
516,33,Juno,central_repair_ring,v30:Juno:central_repair_ring:day33,outer bell path,rev:16 risk:0.40,tasks:11,score:0.59,recovery:0.94,True,replay:516:central_repair_ring
517,33,Ari,riverbend_roofward,v30:Ari:riverbend_roofward:day33,river ford,rev:15 risk:0.47,tasks:11,score:0.64,recovery:0.94,True,replay:517:riverbend_roofward
518,33,Fay,roofward_archive,v30:Fay:roofward_archive:day33,cool archive lane,rev:14 risk:0.53,tasks:14,score:0.59,recovery:0.94,True,replay:518:roofward_archive
519,33,Nia,archive_signal,v30:Nia:archive_signal:day33,stone kiosk path,rev:16 risk:0.44,tasks:10,score:0.59,recovery:0.94,True,replay:519:archive_signal
520,33,Milo,signal_orchard,v30:Milo:signal_orchard:day33,dusk road,rev:17 risk:0.42,tasks:12,score:0.50,recovery:0.94,True,replay:520:signal_orchard
521,33,Ivo,orchard_riverbend,v30:Ivo:orchard_riverbend:day33,market plank route,rev:19 risk:0.44,tasks:12,score:0.67,recovery:0.94,True,replay:521:orchard_riverbend
522,33,Juno,central_repair_ring,v30:Juno:central_repair_ring:day33,outer bell path,rev:16 risk:0.42,tasks:12,score:0.59,recovery:0.94,True,replay:522:central_repair_ring
523,33,Ari,riverbend_roofward,v30:Ari:riverbend_roofward:day33,river ford,rev:15 risk:0.46,tasks:11,score:0.67,recovery:0.94,True,replay:523:riverbend_roofward
524,33,Fay,roofward_archive,v30:Fay:roofward_archive:day33,cool archive lane,rev:14 risk:0.54,tasks:14,score:0.59,recovery:0.94,True,replay:524:roofward_archive
525,33,Nia,archive_signal,v30:Nia:archive_signal:day33,stone kiosk path,rev:16 risk:0.46,tasks:10,score:0.59,recovery:0.94,True,replay:525:archive_signal
526,33,Milo,signal_orchard,v30:Milo:signal_orchard:day33,dusk road,rev:18 risk:0.38,tasks:13,score:0.50,recovery:0.94,True,replay:526:signal_orchard
527,33,Ivo,orchard_riverbend,v30:Ivo:orchard_riverbend:day33,market plank route,rev:19 risk:0.44,tasks:12,score:0.67,recovery:0.94,True,replay:527:orchard_riverbend
528,34,Juno,central_repair_ring,v30:Juno:central_repair_ring:day34,outer bell path,rev:17 risk:0.49,tasks:12,score:0.59,recovery:0.94,True,replay:528:central_repair_ring
529,34,Ari,riverbend_roofward,v30:Ari:riverbend_roofward:day34,river ford,rev:15 risk:0.44,tasks:11,score:0.67,recovery:0.94,True,replay:529:riverbend_roofward
530,34,Fay,roofward_archive,v30:Fay:roofward_archive:day34,cool archive lane,rev:14 risk:0.52,tasks:14,score:0.59,recovery:0.94,True,replay:530:roofward_archive
531,34,Nia,archive_signal,v30:Nia:archive_signal:day34,stone kiosk path,rev:17 risk:0.53,tasks:10,score:0.59,recovery:0.94,True,replay:531:archive_signal
532,34,Milo,signal_orchard,v30:Milo:signal_orchard:day34,dusk road,rev:18 risk:0.41,tasks:13,score:0.50,recovery:0.94,True,replay:532:signal_orchard
533,34,Ivo,orchard_riverbend,v30:Ivo:orchard_riverbend:day34,fen track,rev:19 risk:0.43,tasks:12,score:0.67,recovery:0.94,True,replay:533:orchard_riverbend
534,34,Juno,central_repair_ring,v30:Juno:central_repair_ring:day34,outer bell path,rev:17 risk:0.48,tasks:12,score:0.59,recovery:0.94,True,replay:534:central_repair_ring
535,34,Ari,riverbend_roofward,v30:Ari:riverbend_roofward:day34,river ford,rev:15 risk:0.47,tasks:11,score:0.70,recovery:0.94,True,replay:535:riverbend_roofward
536,34,Fay,roofward_archive,v30:Fay:roofward_archive:day34,cool archive lane,rev:15 risk:0.45,tasks:14,score:0.59,recovery:0.94,True,replay:536:roofward_archive
537,34,Nia,archive_signal,v30:Nia:archive_signal:day34,stone kiosk path,rev:18 risk:0.48,tasks:10,score:0.59,recovery:0.94,True,replay:537:archive_signal
538,34,Milo,signal_orchard,v30:Milo:signal_orchard:day34,dusk road,rev:18 risk:0.43,tasks:14,score:0.50,recovery:0.94,True,replay:538:signal_orchard
539,34,Ivo,orchard_riverbend,v30:Ivo:orchard_riverbend:day34,fen track,rev:19 risk:0.41,tasks:12,score:0.70,recovery:0.94,True,replay:539:orchard_riverbend
540,34,Juno,central_repair_ring,v30:Juno:central_repair_ring:day34,outer bell path,rev:17 risk:0.48,tasks:12,score:0.59,recovery:0.94,True,replay:540:central_repair_ring
541,34,Ari,riverbend_roofward,v30:Ari:riverbend_roofward:day34,orchard ridge detour,rev:15 risk:0.48,tasks:11,score:0.70,recovery:0.94,True,replay:541:riverbend_roofward
542,34,Fay,roofward_archive,v30:Fay:roofward_archive:day34,cool archive lane,rev:15 risk:0.43,tasks:15,score:0.59,recovery:0.94,True,replay:542:roofward_archive
543,34,Nia,archive_signal,v30:Nia:archive_signal:day34,stone kiosk path,rev:19 risk:0.43,tasks:10,score:0.59,recovery:0.94,True,replay:543:archive_signal
544,35,Milo,signal_orchard,v30:Milo:signal_orchard:day35,dusk road,rev:19 risk:0.49,tasks:14,score:0.50,recovery:0.94,True,replay:544:signal_orchard
545,35,Ivo,orchard_riverbend,v30:Ivo:orchard_riverbend:day35,fen track,rev:19 risk:0.43,tasks:12,score:0.70,recovery:0.94,True,replay:545:orchard_riverbend
546,35,Juno,central_repair_ring,v30:Juno:central_repair_ring:day35,outer bell path,rev:17 risk:0.46,tasks:13,score:0.59,recovery:0.94,True,replay:546:central_repair_ring
547,35,Ari,riverbend_roofward,v30:Ari:riverbend_roofward:day35,orchard ridge detour,rev:15 risk:0.49,tasks:11,score:0.73,recovery:0.94,True,replay:547:riverbend_roofward
548,35,Fay,roofward_archive,v30:Fay:roofward_archive:day35,cool archive lane,rev:16 risk:0.49,tasks:15,score:0.59,recovery:0.94,True,replay:548:roofward_archive
549,35,Nia,archive_signal,v30:Nia:archive_signal:day35,paper lane,rev:19 risk:0.42,tasks:10,score:0.59,recovery:0.94,True,replay:549:archive_signal
550,35,Milo,signal_orchard,v30:Milo:signal_orchard:day35,dusk road,rev:19 risk:0.48,tasks:14,score:0.50,recovery:0.94,True,replay:550:signal_orchard
551,35,Ivo,orchard_riverbend,v30:Ivo:orchard_riverbend:day35,fen track,rev:19 risk:0.45,tasks:12,score:0.73,recovery:0.94,True,replay:551:orchard_riverbend
552,35,Juno,central_repair_ring,v30:Juno:central_repair_ring:day35,outer bell path,rev:18 risk:0.53,tasks:13,score:0.59,recovery:0.94,True,replay:552:central_repair_ring
553,35,Ari,riverbend_roofward,v30:Ari:riverbend_roofward:day35,orchard ridge detour,rev:15 risk:0.48,tasks:11,score:0.73,recovery:0.94,True,replay:553:riverbend_roofward
554,35,Fay,roofward_archive,v30:Fay:roofward_archive:day35,cool archive lane,rev:17 risk:0.44,tasks:16,score:0.59,recovery:0.94,True,replay:554:roofward_archive
555,35,Nia,archive_signal,v30:Nia:archive_signal:day35,paper lane,rev:19 risk:0.44,tasks:10,score:0.62,recovery:0.94,True,replay:555:archive_signal
556,35,Milo,signal_orchard,v30:Milo:signal_orchard:day35,dusk road,rev:19 risk:0.48,tasks:14,score:0.50,recovery:0.94,True,replay:556:signal_orchard
557,35,Ivo,orchard_riverbend,v30:Ivo:orchard_riverbend:day35,market plank route,rev:19 risk:0.45,tasks:12,score:0.73,recovery:0.94,True,replay:557:orchard_riverbend
558,35,Juno,central_repair_ring,v30:Juno:central_repair_ring:day35,outer bell path,rev:18 risk:0.53,tasks:14,score:0.59,recovery:0.94,True,replay:558:central_repair_ring
559,35,Ari,riverbend_roofward,v30:Ari:riverbend_roofward:day35,orchard ridge detour,rev:15 risk:0.46,tasks:11,score:0.73,recovery:0.94,True,replay:559:riverbend_roofward
560,36,Nia,archive_signal,v30:Nia:archive_signal:day36,paper lane,rev:20 risk:0.39,tasks:10,score:0.62,recovery:0.94,True,replay:560:archive_signal
561,36,Milo,signal_orchard,v30:Milo:signal_orchard:day36,dusk road,rev:19 risk:0.48,tasks:14,score:0.50,recovery:0.94,True,replay:561:signal_orchard
562,36,Ivo,orchard_riverbend,v30:Ivo:orchard_riverbend:day36,market plank route,rev:19 risk:0.43,tasks:13,score:0.73,recovery:0.94,True,replay:562:orchard_riverbend
563,36,Juno,central_repair_ring,v30:Juno:central_repair_ring:day36,outer bell path,rev:18 risk:0.53,tasks:14,score:0.62,recovery:0.94,True,replay:563:central_repair_ring
564,36,Ari,riverbend_roofward,v30:Ari:riverbend_roofward:day36,orchard ridge detour,rev:16 risk:0.52,tasks:11,score:0.73,recovery:0.94,True,replay:564:riverbend_roofward
565,36,Fay,roofward_archive,v30:Fay:roofward_archive:day36,glass stair,rev:17 risk:0.42,tasks:16,score:0.59,recovery:0.94,True,replay:565:roofward_archive
566,36,Nia,archive_signal,v30:Nia:archive_signal:day36,paper lane,rev:20 risk:0.39,tasks:10,score:0.62,recovery:0.94,True,replay:566:archive_signal
567,36,Milo,signal_orchard,v30:Milo:signal_orchard:day36,dusk road,rev:19 risk:0.50,tasks:14,score:0.53,recovery:0.94,True,replay:567:signal_orchard
568,36,Ivo,orchard_riverbend,v30:Ivo:orchard_riverbend:day36,market plank route,rev:20 risk:0.51,tasks:13,score:0.73,recovery:0.94,True,replay:568:orchard_riverbend
569,36,Juno,central_repair_ring,v30:Juno:central_repair_ring:day36,outer bell path,rev:18 risk:0.50,tasks:14,score:0.62,recovery:0.94,True,replay:569:central_repair_ring
570,36,Ari,riverbend_roofward,v30:Ari:riverbend_roofward:day36,orchard ridge detour,rev:17 risk:0.48,tasks:11,score:0.73,recovery:0.94,True,replay:570:riverbend_roofward
571,36,Fay,roofward_archive,v30:Fay:roofward_archive:day36,glass stair,rev:17 risk:0.44,tasks:16,score:0.62,recovery:0.94,True,replay:571:roofward_archive
572,36,Nia,archive_signal,v30:Nia:archive_signal:day36,paper lane,rev:20 risk:0.40,tasks:10,score:0.62,recovery:0.94,True,replay:572:archive_signal
573,36,Milo,signal_orchard,v30:Milo:signal_orchard:day36,river lantern loop,rev:19 risk:0.49,tasks:14,score:0.53,recovery:0.94,True,replay:573:signal_orchard
574,36,Ivo,orchard_riverbend,v30:Ivo:orchard_riverbend:day36,market plank route,rev:20 risk:0.51,tasks:14,score:0.73,recovery:0.94,True,replay:574:orchard_riverbend
575,36,Juno,central_repair_ring,v30:Juno:central_repair_ring:day36,outer bell path,rev:18 risk:0.47,tasks:14,score:0.62,recovery:0.94,True,replay:575:central_repair_ring
576,37,Ari,riverbend_roofward,v30:Ari:riverbend_roofward:day37,orchard ridge detour,rev:18 risk:0.43,tasks:11,score:0.73,recovery:0.94,True,replay:576:riverbend_roofward
577,37,Fay,roofward_archive,v30:Fay:roofward_archive:day37,cool archive lane,rev:17 risk:0.45,tasks:16,score:0.62,recovery:0.94,True,replay:577:roofward_archive
578,37,Nia,archive_signal,v30:Nia:archive_signal:day37,paper lane,rev:20 risk:0.43,tasks:11,score:0.62,recovery:0.94,True,replay:578:archive_signal
579,37,Milo,signal_orchard,v30:Milo:signal_orchard:day37,river lantern loop,rev:19 risk:0.49,tasks:14,score:0.53,recovery:0.94,True,replay:579:signal_orchard
580,37,Ivo,orchard_riverbend,v30:Ivo:orchard_riverbend:day37,market plank route,rev:20 risk:0.50,tasks:14,score:0.73,recovery:0.94,True,replay:580:orchard_riverbend
581,37,Juno,central_repair_ring,v30:Juno:central_repair_ring:day37,outer bell path,rev:18 risk:0.48,tasks:14,score:0.62,recovery:0.94,True,replay:581:central_repair_ring
582,37,Ari,riverbend_roofward,v30:Ari:riverbend_roofward:day37,orchard ridge detour,rev:18 risk:0.42,tasks:11,score:0.73,recovery:0.94,True,replay:582:riverbend_roofward
583,37,Fay,roofward_archive,v30:Fay:roofward_archive:day37,cool archive lane,rev:17 risk:0.46,tasks:16,score:0.65,recovery:0.94,True,replay:583:roofward_archive
584,37,Nia,archive_signal,v30:Nia:archive_signal:day37,paper lane,rev:21 risk:0.48,tasks:11,score:0.62,recovery:0.94,True,replay:584:archive_signal
585,37,Milo,signal_orchard,v30:Milo:signal_orchard:day37,river lantern loop,rev:19 risk:0.46,tasks:14,score:0.53,recovery:0.94,True,replay:585:signal_orchard
586,37,Ivo,orchard_riverbend,v30:Ivo:orchard_riverbend:day37,market plank route,rev:20 risk:0.49,tasks:15,score:0.73,recovery:0.94,True,replay:586:orchard_riverbend
587,37,Juno,central_repair_ring,v30:Juno:central_repair_ring:day37,outer bell path,rev:18 risk:0.48,tasks:14,score:0.65,recovery:0.94,True,replay:587:central_repair_ring
588,37,Ari,riverbend_roofward,v30:Ari:riverbend_roofward:day37,orchard ridge detour,rev:18 risk:0.42,tasks:11,score:0.73,recovery:0.94,True,replay:588:riverbend_roofward
589,37,Fay,roofward_archive,v30:Fay:roofward_archive:day37,cool archive lane,rev:17 risk:0.45,tasks:16,score:0.65,recovery:0.94,True,replay:589:roofward_archive
590,37,Nia,archive_signal,v30:Nia:archive_signal:day37,paper lane,rev:21 risk:0.48,tasks:11,score:0.62,recovery:0.94,True,replay:590:archive_signal
591,37,Milo,signal_orchard,v30:Milo:signal_orchard:day37,river lantern loop,rev:19 risk:0.48,tasks:14,score:0.53,recovery:0.94,True,replay:591:signal_orchard
592,38,Ivo,orchard_riverbend,v30:Ivo:orchard_riverbend:day38,market plank route,rev:21 risk:0.44,tasks:15,score:0.73,recovery:0.94,True,replay:592:orchard_riverbend
593,38,Juno,central_repair_ring,v30:Juno:central_repair_ring:day38,outer bell path,rev:18 risk:0.47,tasks:14,score:0.65,recovery:0.94,True,replay:593:central_repair_ring
594,38,Ari,riverbend_roofward,v30:Ari:riverbend_roofward:day38,orchard ridge detour,rev:18 risk:0.44,tasks:12,score:0.73,recovery:0.94,True,replay:594:riverbend_roofward
595,38,Fay,roofward_archive,v30:Fay:roofward_archive:day38,cool archive lane,rev:17 risk:0.45,tasks:16,score:0.67,recovery:0.94,True,replay:595:roofward_archive
596,38,Nia,archive_signal,v30:Nia:archive_signal:day38,paper lane,rev:21 risk:0.47,tasks:11,score:0.62,recovery:0.94,True,replay:596:archive_signal
597,38,Milo,signal_orchard,v30:Milo:signal_orchard:day38,river lantern loop,rev:19 risk:0.48,tasks:14,score:0.53,recovery:0.94,True,replay:597:signal_orchard
598,38,Ivo,orchard_riverbend,v30:Ivo:orchard_riverbend:day38,market plank route,rev:21 risk:0.45,tasks:15,score:0.73,recovery:0.94,True,replay:598:orchard_riverbend
599,38,Juno,central_repair_ring,v30:Juno:central_repair_ring:day38,outer bell path,rev:18 risk:0.47,tasks:14,score:0.68,recovery:0.94,True,replay:599:central_repair_ring
600,38,Ari,riverbend_roofward,v30:Ari:riverbend_roofward:day38,orchard ridge detour,rev:19 risk:0.50,tasks:12,score:0.73,recovery:0.94,True,replay:600:riverbend_roofward
601,38,Fay,roofward_archive,v30:Fay:roofward_archive:day38,cool archive lane,rev:17 risk:0.47,tasks:16,score:0.67,recovery:0.94,True,replay:601:roofward_archive
602,38,Nia,archive_signal,v30:Nia:archive_signal:day38,paper lane,rev:21 risk:0.45,tasks:12,score:0.62,recovery:0.94,True,replay:602:archive_signal
603,38,Milo,signal_orchard,v30:Milo:signal_orchard:day38,river lantern loop,rev:19 risk:0.47,tasks:14,score:0.56,recovery:0.94,True,replay:603:signal_orchard
604,38,Ivo,orchard_riverbend,v30:Ivo:orchard_riverbend:day38,market plank route,rev:21 risk:0.48,tasks:15,score:0.73,recovery:0.94,True,replay:604:orchard_riverbend
605,38,Juno,central_repair_ring,v30:Juno:central_repair_ring:day38,inner repair yard,rev:18 risk:0.44,tasks:14,score:0.68,recovery:0.94,True,replay:605:central_repair_ring
606,38,Ari,riverbend_roofward,v30:Ari:riverbend_roofward:day38,orchard ridge detour,rev:19 risk:0.49,tasks:13,score:0.73,recovery:0.94,True,replay:606:riverbend_roofward
607,38,Fay,roofward_archive,v30:Fay:roofward_archive:day38,cool archive lane,rev:17 risk:0.47,tasks:16,score:0.67,recovery:0.94,True,replay:607:roofward_archive
608,39,Nia,archive_signal,v30:Nia:archive_signal:day39,paper lane,rev:22 risk:0.51,tasks:12,score:0.62,recovery:0.94,True,replay:608:archive_signal
609,39,Milo,signal_orchard,v30:Milo:signal_orchard:day39,river lantern loop,rev:19 risk:0.45,tasks:14,score:0.56,recovery:0.94,True,replay:609:signal_orchard
610,39,Ivo,orchard_riverbend,v30:Ivo:orchard_riverbend:day39,market plank route,rev:21 risk:0.47,tasks:15,score:0.73,recovery:0.94,True,replay:610:orchard_riverbend
611,39,Juno,central_repair_ring,v30:Juno:central_repair_ring:day39,inner repair yard,rev:18 risk:0.47,tasks:14,score:0.68,recovery:0.94,True,replay:611:central_repair_ring
612,39,Ari,riverbend_roofward,v30:Ari:riverbend_roofward:day39,orchard ridge detour,rev:19 risk:0.47,tasks:13,score:0.73,recovery:0.94,True,replay:612:riverbend_roofward
613,39,Fay,roofward_archive,v30:Fay:roofward_archive:day39,cool archive lane,rev:17 risk:0.47,tasks:16,score:0.67,recovery:0.94,True,replay:613:roofward_archive
614,39,Nia,archive_signal,v30:Nia:archive_signal:day39,stone kiosk path,rev:22 risk:0.52,tasks:12,score:0.62,recovery:0.94,True,replay:614:archive_signal
615,39,Milo,signal_orchard,v30:Milo:signal_orchard:day39,river lantern loop,rev:19 risk:0.45,tasks:14,score:0.59,recovery:0.94,True,replay:615:signal_orchard
616,39,Ivo,orchard_riverbend,v30:Ivo:orchard_riverbend:day39,market plank route,rev:22 risk:0.44,tasks:15,score:0.73,recovery:0.94,True,replay:616:orchard_riverbend
617,39,Juno,central_repair_ring,v30:Juno:central_repair_ring:day39,outer bell path,rev:18 risk:0.47,tasks:14,score:0.68,recovery:0.94,True,replay:617:central_repair_ring
618,39,Ari,riverbend_roofward,v30:Ari:riverbend_roofward:day39,orchard ridge detour,rev:19 risk:0.44,tasks:14,score:0.73,recovery:0.94,True,replay:618:riverbend_roofward
619,39,Fay,roofward_archive,v30:Fay:roofward_archive:day39,cool archive lane,rev:17 risk:0.46,tasks:16,score:0.67,recovery:0.94,True,replay:619:roofward_archive
620,39,Nia,archive_signal,v30:Nia:archive_signal:day39,stone kiosk path,rev:22 risk:0.53,tasks:12,score:0.62,recovery:0.94,True,replay:620:archive_signal
621,39,Milo,signal_orchard,v30:Milo:signal_orchard:day39,river lantern loop,rev:19 risk:0.47,tasks:14,score:0.59,recovery:0.94,True,replay:621:signal_orchard
622,39,Ivo,orchard_riverbend,v30:Ivo:orchard_riverbend:day39,market plank route,rev:22 risk:0.43,tasks:16,score:0.73,recovery:0.94,True,replay:622:orchard_riverbend
623,39,Juno,central_repair_ring,v30:Juno:central_repair_ring:day39,outer bell path,rev:18 risk:0.47,tasks:14,score:0.68,recovery:0.94,True,replay:623:central_repair_ring
624,40,Ari,riverbend_roofward,v30:Ari:riverbend_roofward:day40,orchard ridge detour,rev:20 risk:0.51,tasks:14,score:0.73,recovery:0.94,True,replay:624:riverbend_roofward
625,40,Fay,roofward_archive,v30:Fay:roofward_archive:day40,glass stair,rev:17 risk:0.44,tasks:16,score:0.67,recovery:0.94,True,replay:625:roofward_archive
626,40,Nia,archive_signal,v30:Nia:archive_signal:day40,stone kiosk path,rev:22 risk:0.51,tasks:13,score:0.62,recovery:0.94,True,replay:626:archive_signal
627,40,Milo,signal_orchard,v30:Milo:signal_orchard:day40,river lantern loop,rev:19 risk:0.48,tasks:14,score:0.62,recovery:0.94,True,replay:627:signal_orchard
628,40,Ivo,orchard_riverbend,v30:Ivo:orchard_riverbend:day40,market plank route,rev:22 risk:0.45,tasks:16,score:0.73,recovery:0.94,True,replay:628:orchard_riverbend
629,40,Juno,central_repair_ring,v30:Juno:central_repair_ring:day40,outer bell path,rev:18 risk:0.45,tasks:14,score:0.68,recovery:0.94,True,replay:629:central_repair_ring
630,40,Ari,riverbend_roofward,v30:Ari:riverbend_roofward:day40,orchard ridge detour,rev:20 risk:0.51,tasks:14,score:0.73,recovery:0.94,True,replay:630:riverbend_roofward
631,40,Fay,roofward_archive,v30:Fay:roofward_archive:day40,glass stair,rev:17 risk:0.47,tasks:16,score:0.70,recovery:0.94,True,replay:631:roofward_archive
632,40,Nia,archive_signal,v30:Nia:archive_signal:day40,stone kiosk path,rev:23 risk:0.44,tasks:13,score:0.62,recovery:0.94,True,replay:632:archive_signal
633,40,Milo,signal_orchard,v30:Milo:signal_orchard:day40,river lantern loop,rev:19 risk:0.48,tasks:14,score:0.62,recovery:0.94,True,replay:633:signal_orchard
634,40,Ivo,orchard_riverbend,v30:Ivo:orchard_riverbend:day40,market plank route,rev:22 risk:0.46,tasks:17,score:0.73,recovery:0.94,True,replay:634:orchard_riverbend
635,40,Juno,central_repair_ring,v30:Juno:central_repair_ring:day40,outer bell path,rev:18 risk:0.43,tasks:14,score:0.71,recovery:0.94,True,replay:635:central_repair_ring
636,40,Ari,riverbend_roofward,v30:Ari:riverbend_roofward:day40,orchard ridge detour,rev:20 risk:0.51,tasks:14,score:0.73,recovery:0.94,True,replay:636:riverbend_roofward
637,40,Fay,roofward_archive,v30:Fay:roofward_archive:day40,cool archive lane,rev:17 risk:0.48,tasks:16,score:0.70,recovery:0.94,True,replay:637:roofward_archive
638,40,Nia,archive_signal,v30:Nia:archive_signal:day40,stone kiosk path,rev:23 risk:0.42,tasks:14,score:0.62,recovery:0.94,True,replay:638:archive_signal
