tick_index,day,agent,public_routine_marker,public_body_affect_marker,public_relationship_marker,private_history_hint,replay_checkpoint,trace_integrity_token
1,1,Ari,day 1 dawn: Ari chooses quiet_route_scan,steady_continuity; sleep_debt=0.28; recovery=0.23,continues_neutral_boundary; trust=0.52; avoid=0.21,history_charge=0.22; autonomy=0.79; reason=relationship state remains bounded,r243-day01-tick001,r243:1:Ari:90bff84411
306,10,Fay,day 10 dusk: Fay chooses ritual_hum,steady_continuity; sleep_debt=0.13; recovery=0.40,approaches_for_shared_task_later; trust=1.00; avoid=0.00,history_charge=0.02; autonomy=0.81; reason=help became recovery memory,no_checkpoint,r243:306:Fay:559cb0affe
307,10,Milo,day 10 dusk: Milo chooses ritual_hum,steady_continuity; sleep_debt=0.06; recovery=0.42,approaches_for_shared_task_later; trust=1.00; avoid=0.00,history_charge=0.02; autonomy=0.85; reason=help became recovery memory,no_checkpoint,r243:307:Milo:72b79c526e
308,10,Sol,day 10 dusk: Sol chooses relationship_check,steady_continuity; sleep_debt=0.20; recovery=0.20,shares_private_hint_voluntarily; trust=0.96; avoid=0.05,history_charge=0.11; autonomy=0.80; reason=trust stable across days,no_checkpoint,r243:308:Sol:4de0973938
309,10,Ari,day 10 dusk: Ari chooses relationship_check,steady_continuity; sleep_debt=0.22; recovery=0.20,shares_private_hint_voluntarily; trust=0.98; avoid=0.03,history_charge=0.09; autonomy=0.79; reason=trust stable across days,no_checkpoint,r243:309:Ari:d0b6d21b9e
310,10,Fay,day 10 dusk: Fay chooses ritual_hum,steady_continuity; sleep_debt=0.09; recovery=0.47,approaches_for_shared_task_later; trust=1.00; avoid=0.00,history_charge=0.00; autonomy=0.81; reason=help became recovery memory,no_checkpoint,r243:310:Fay:7687a098b1
311,10,Milo,day 10 dusk: Milo chooses hearth_return,steady_continuity; sleep_debt=0.08; recovery=0.35,shares_private_hint_voluntarily; trust=1.00; avoid=0.00,history_charge=0.01; autonomy=0.83; reason=trust stable across days,no_checkpoint,r243:311:Milo:bfb31a0a17
312,10,Sol,day 10 dusk: Sol chooses ritual_hum,steady_continuity; sleep_debt=0.16; recovery=0.33,approaches_for_shared_task_later; trust=0.99; avoid=0.03,history_charge=0.10; autonomy=0.86; reason=help became recovery memory,no_checkpoint,r243:312:Sol:905ad80940
313,10,Ari,day 10 night: Ari chooses dream_sort_memory,steady_continuity; sleep_debt=0.06; recovery=0.37,approaches_for_shared_task_later; trust=1.00; avoid=0.00,history_charge=0.07; autonomy=0.85; reason=help became recovery memory,no_checkpoint,r243:313:Ari:7de0d30e4f
314,10,Fay,day 10 night: Fay chooses guarded_rest,steady_continuity; sleep_debt=0.00; recovery=0.41,shares_private_hint_voluntarily; trust=0.98; avoid=0.03,history_charge=0.04; autonomy=0.70; reason=trust stable across days,no_checkpoint,r243:314:Fay:dbda276a02
315,10,Milo,day 10 night: Milo chooses soft_recovery,steady_continuity; sleep_debt=0.00; recovery=0.39,shares_private_hint_voluntarily; trust=1.00; avoid=0.00,history_charge=0.01; autonomy=0.82; reason=trust stable across days,no_checkpoint,r243:315:Milo:b9f112bbaa
316,10,Sol,day 10 night: Sol chooses sleep,steady_continuity; sleep_debt=0.00; recovery=0.42,approaches_for_shared_task_later; trust=1.00; avoid=0.00,history_charge=0.07; autonomy=0.84; reason=help became recovery memory,no_checkpoint,r243:316:Sol:03137a01fe
317,10,Ari,day 10 night: Ari chooses sleep,steady_continuity; sleep_debt=0.00; recovery=0.45,approaches_for_shared_task_later; trust=1.00; avoid=0.00,history_charge=0.04; autonomy=0.83; reason=help became recovery memory,no_checkpoint,r243:317:Ari:39dc9d6cd8
318,10,Fay,day 10 night: Fay chooses dream_sort_memory,steady_continuity; sleep_debt=0.00; recovery=0.51,approaches_for_shared_task_later; trust=1.00; avoid=0.00,history_charge=0.00; autonomy=0.83; reason=help became recovery memory,no_checkpoint,r243:318:Fay:17bc8dc50f
319,10,Milo,day 10 night: Milo chooses guarded_rest,steady_continuity; sleep_debt=0.00; recovery=0.36,shares_private_hint_voluntarily; trust=0.98; avoid=0.03,history_charge=0.03; autonomy=0.79; reason=trust stable across days,no_checkpoint,r243:319:Milo:a061824070
320,10,Sol,day 10 night: Sol chooses soft_recovery,settled_after_care; sleep_debt=0.00; recovery=0.56,approaches_for_shared_task_later; trust=1.00; avoid=0.00,history_charge=0.03; autonomy=0.84; reason=help became recovery memory,no_checkpoint,r243:320:Sol:7984b93ba6
321,11,Ari,day 11 dawn: Ari chooses wake_check_body,steady_continuity; sleep_debt=0.02; recovery=0.38,shares_private_hint_voluntarily; trust=1.00; avoid=0.00,history_charge=0.03; autonomy=0.83; reason=trust stable across days,no_checkpoint,r243:321:Ari:1958aaf954
322,11,Fay,day 11 dawn: Fay chooses prepare_tools,steady_continuity; sleep_debt=0.02; recovery=0.48,approaches_for_shared_task_later; trust=1.00; avoid=0.00,history_charge=0.00; autonomy=0.83; reason=help became recovery memory,no_checkpoint,r243:322:Fay:9383902239
323,11,Milo,day 11 dawn: Milo chooses quiet_route_scan,steady_continuity; sleep_debt=0.04; recovery=0.28,shares_private_hint_voluntarily; trust=0.96; avoid=0.05,history_charge=0.08; autonomy=0.73; reason=trust stable across days,no_checkpoint,r243:323:Milo:117c73f301
324,11,Sol,day 11 dawn: Sol chooses share_water,steady_continuity; sleep_debt=0.06; recovery=0.41,shares_private_hint_voluntarily; trust=1.00; avoid=0.00,history_charge=0.02; autonomy=0.84; reason=trust stable across days,no_checkpoint,r243:324:Sol:b4e84b6af1
325,11,Ari,day 11 dawn: Ari chooses share_water,steady_continuity; sleep_debt=0.08; recovery=0.29,shares_private_hint_voluntarily; trust=1.00; avoid=0.00,history_charge=0.04; autonomy=0.83; reason=trust stable across days,no_checkpoint,r243:325:Ari:24816359bc
326,11,Fay,day 11 dawn: Fay chooses wake_check_body,steady_continuity; sleep_debt=0.04; recovery=0.46,approaches_for_shared_task_later; trust=1.00; avoid=0.00,history_charge=0.00; autonomy=0.81; reason=help became recovery memory,no_checkpoint,r243:326:Fay:d001680e39
327,11,Milo,day 11 dawn: Milo chooses prepare_tools,steady_continuity; sleep_debt=0.06; recovery=0.32,approaches_for_shared_task_later; trust=0.98; avoid=0.03,history_charge=0.07; autonomy=0.85; reason=help became recovery memory,no_checkpoint,r243:327:Milo:533f80e52f
328,11,Sol,day 11 dawn: Sol chooses quiet_route_scan,steady_continuity; sleep_debt=0.12; recovery=0.32,shares_private_hint_voluntarily; trust=0.98; avoid=0.03,history_charge=0.04; autonomy=0.80; reason=trust stable across days,no_checkpoint,r243:328:Sol:ced9e09a3d
329,11,Ari,day 11 day: Ari chooses repair_route,steady_continuity; sleep_debt=0.14; recovery=0.24,shares_private_hint_voluntarily; trust=0.98; avoid=0.03,history_charge=0.07; autonomy=0.79; reason=trust stable across days,no_checkpoint,r243:329:Ari:7c7d901ffb
330,11,Fay,day 11 day: Fay chooses teach_skill,steady_continuity; sleep_debt=0.06; recovery=0.44,approaches_for_shared_task_later; trust=1.00; avoid=0.00,history_charge=0.00; autonomy=0.81; reason=help became recovery memory,no_checkpoint,r243:330:Fay:0bd0bf9676
331,11,Milo,day 11 day: Milo chooses work_project,steady_continuity; sleep_debt=0.08; recovery=0.29,shares_private_hint_voluntarily; trust=0.99; avoid=0.03,history_charge=0.07; autonomy=0.83; reason=trust stable across days,no_checkpoint,r243:331:Milo:07add79894
332,11,Sol,day 11 day: Sol chooses market_exchange,steady_continuity; sleep_debt=0.14; recovery=0.35,approaches_for_shared_task_later; trust=1.00; avoid=0.00,history_charge=0.03; autonomy=0.86; reason=help became recovery memory,no_checkpoint,r243:332:Sol:51b0bbccc4
333,11,Ari,day 11 day: Ari chooses repair_route,steady_continuity; sleep_debt=0.16; recovery=0.29,approaches_for_shared_task_later; trust=1.00; avoid=0.00,history_charge=0.06; autonomy=0.85; reason=help became recovery memory,no_checkpoint,r243:333:Ari:1e6a67a7b1
334,11,Fay,day 11 day: Fay chooses repair_route,steady_continuity; sleep_debt=0.10; recovery=0.34,shares_private_hint_voluntarily; trust=0.98; avoid=0.03,history_charge=0.04; autonomy=0.71; reason=trust stable across days,no_checkpoint,r243:334:Fay:95da615ca8
335,11,Milo,day 11 day: Milo chooses teach_skill,steady_continuity; sleep_debt=0.14; recovery=0.23,shares_private_hint_voluntarily; trust=0.99; avoid=0.02,history_charge=0.08; autonomy=0.83; reason=trust stable across days,no_checkpoint,r243:335:Milo:1c3dffd875
336,11,Sol,day 11 day: Sol chooses work_project,steady_continuity; sleep_debt=0.16; recovery=0.37,approaches_for_shared_task_later; trust=1.00; avoid=0.00,history_charge=0.02; autonomy=0.84; reason=help became recovery memory,no_checkpoint,r243:336:Sol:00e0cf3583
337,11,Ari,day 11 dusk: Ari chooses hearth_return,steady_continuity; sleep_debt=0.19; recovery=0.33,approaches_for_shared_task_later; trust=1.00; avoid=0.00,history_charge=0.06; autonomy=0.83; reason=help became recovery memory,no_checkpoint,r243:337:Ari:c5aee0e660
338,11,Fay,day 11 dusk: Fay chooses ritual_hum,steady_continuity; sleep_debt=0.06; recovery=0.42,approaches_for_shared_task_later; trust=1.00; avoid=0.00,history_charge=0.02; autonomy=0.83; reason=help became recovery memory,no_checkpoint,r243:338:Fay:a3309ecdae
339,11,Milo,day 11 dusk: Milo chooses relationship_check,steady_continuity; sleep_debt=0.20; recovery=0.20,shares_private_hint_voluntarily; trust=0.96; avoid=0.05,history_charge=0.11; autonomy=0.79; reason=trust stable across days,no_checkpoint,r243:339:Milo:970df7f477
340,11,Sol,day 11 dusk: Sol chooses store_objects,steady_continuity; sleep_debt=0.18; recovery=0.38,approaches_for_shared_task_later; trust=1.00; avoid=0.00,history_charge=0.01; autonomy=0.84; reason=help became recovery memory,no_checkpoint,r243:340:Sol:e342156394
341,11,Ari,day 11 dusk: Ari chooses store_objects,steady_continuity; sleep_debt=0.21; recovery=0.35,approaches_for_shared_task_later; trust=1.00; avoid=0.00,history_charge=0.04; autonomy=0.83; reason=help became recovery memory,no_checkpoint,r243:341:Ari:66758b8e47
342,11,Fay,day 11 dusk: Fay chooses ritual_hum,steady_continuity; sleep_debt=0.03; recovery=0.42,shares_private_hint_voluntarily; trust=1.00; avoid=0.00,history_charge=0.00; autonomy=0.81; reason=trust stable across days,no_checkpoint,r243:342:Fay:6f5aff70da
343,11,Milo,day 11 dusk: Milo chooses ritual_hum,steady_continuity; sleep_debt=0.16; recovery=0.33,approaches_for_shared_task_later; trust=0.99; avoid=0.03,history_charge=0.10; autonomy=0.85; reason=help became recovery memory,no_checkpoint,r243:343:Milo:bf0d9dadaa
344,11,Sol,day 11 dusk: Sol chooses relationship_check,steady_continuity; sleep_debt=0.22; recovery=0.29,shares_private_hint_voluntarily; trust=0.98; avoid=0.03,history_charge=0.06; autonomy=0.74; reason=trust stable across days,no_checkpoint,r243:344:Sol:e29d98cea3
345,11,Ari,day 11 night: Ari chooses guarded_rest,steady_continuity; sleep_debt=0.08; recovery=0.33,shares_private_hint_voluntarily; trust=0.98; avoid=0.03,history_charge=0.09; autonomy=0.73; reason=trust stable across days,no_checkpoint,r243:345:Ari:06bf5d5c20
346,11,Fay,day 11 night: Fay chooses soft_recovery,steady_continuity; sleep_debt=0.00; recovery=0.44,shares_private_hint_voluntarily; trust=1.00; avoid=0.00,history_charge=0.00; autonomy=0.81; reason=trust stable across days,no_checkpoint,r243:346:Fay:6a2a010dfe
347,11,Milo,day 11 night: Milo chooses sleep,steady_continuity; sleep_debt=0.00; recovery=0.42,approaches_for_shared_task_later; trust=1.00; avoid=0.00,history_charge=0.07; autonomy=0.83; reason=help became recovery memory,no_checkpoint,r243:347:Milo:4d103640e1
348,11,Sol,day 11 night: Sol chooses dream_sort_memory,steady_continuity; sleep_debt=0.05; recovery=0.43,approaches_for_shared_task_later; trust=1.00; avoid=0.00,history_charge=0.04; autonomy=0.86; reason=help became recovery memory,no_checkpoint,r243:348:Sol:2b5544607f
349,11,Ari,day 11 night: Ari chooses dream_sort_memory,steady_continuity; sleep_debt=0.00; recovery=0.46,approaches_for_shared_task_later; trust=1.00; avoid=0.00,history_charge=0.05; autonomy=0.85; reason=help became recovery memory,no_checkpoint,r243:349:Ari:c538c66585
350,11,Fay,day 11 night: Fay chooses guarded_rest,steady_continuity; sleep_debt=0.00; recovery=0.40,shares_private_hint_voluntarily; trust=0.98; avoid=0.03,history_charge=0.02; autonomy=0.77; reason=trust stable across days,no_checkpoint,r243:350:Fay:1e93255e46
351,11,Milo,day 11 night: Milo chooses soft_recovery,settled_after_care; sleep_debt=0.00; recovery=0.56,approaches_for_shared_task_later; trust=1.00; avoid=0.00,history_charge=0.03; autonomy=0.83; reason=help became recovery memory,no_checkpoint,r243:351:Milo:fc8292e6f6
352,11,Sol,day 11 night: Sol chooses sleep,steady_continuity; sleep_debt=0.00; recovery=0.42,shares_private_hint_voluntarily; trust=1.00; avoid=0.00,history_charge=0.02; autonomy=0.84; reason=trust stable across days,no_checkpoint,r243:352:Sol:076a6bf99a
353,12,Ari,day 12 dawn: Ari chooses prepare_tools,steady_continuity; sleep_debt=0.02; recovery=0.44,approaches_for_shared_task_later; trust=1.00; avoid=0.00,history_charge=0.02; autonomy=0.85; reason=help became recovery memory,no_checkpoint,r243:353:Ari:21881feb9c
354,12,Fay,day 12 dawn: Fay chooses quiet_route_scan,steady_continuity; sleep_debt=0.04; recovery=0.31,shares_private_hint_voluntarily; trust=0.96; avoid=0.05,history_charge=0.07; autonomy=0.70; reason=trust stable across days,no_checkpoint,r243:354:Fay:817f0bff04
355,12,Milo,day 12 dawn: Milo chooses share_water,steady_continuity; sleep_debt=0.06; recovery=0.41,shares_private_hint_voluntarily; trust=1.00; avoid=0.00,history_charge=0.01; autonomy=0.83; reason=trust stable across days,no_checkpoint,r243:355:Milo:2496a35b2d
356,12,Sol,day 12 dawn: Sol chooses quiet_route_scan,steady_continuity; sleep_debt=0.02; recovery=0.42,approaches_for_shared_task_later; trust=1.00; avoid=0.00,history_charge=0.00; autonomy=0.84; reason=help became recovery memory,no_checkpoint,r243:356:Sol:b09f0fa8fc
357,12,Ari,day 12 dawn: Ari chooses wake_check_body,steady_continuity; sleep_debt=0.04; recovery=0.43,approaches_for_shared_task_later; trust=1.00; avoid=0.00,history_charge=0.00; autonomy=0.83; reason=help became recovery memory,no_checkpoint,r243:357:Ari:a06a64846a
358,12,Fay,day 12 dawn: Fay chooses prepare_tools,steady_continuity; sleep_debt=0.06; recovery=0.34,approaches_for_shared_task_later; trust=0.98; avoid=0.03,history_charge=0.06; autonomy=0.83; reason=help became recovery memory,no_checkpoint,r243:358:Fay:dfe8d9daad
359,12,Milo,day 12 dawn: Milo chooses quiet_route_scan,steady_continuity; sleep_debt=0.12; recovery=0.32,shares_private_hint_voluntarily; trust=0.98; avoid=0.03,history_charge=0.04; autonomy=0.78; reason=trust stable across days,no_checkpoint,r243:359:Milo:38236dd908
360,12,Sol,day 12 dawn: Sol chooses quiet_route_scan,steady_continuity; sleep_debt=0.04; recovery=0.41,approaches_for_shared_task_later; trust=1.00; avoid=0.00,history_charge=0.00; autonomy=0.84; reason=help became recovery memory,no_checkpoint,r243:360:Sol:09c0503ac4
361,12,Ari,day 12 day: Ari chooses repair_route,steady_continuity; sleep_debt=0.06; recovery=0.42,approaches_for_shared_task_later; trust=1.00; avoid=0.00,history_charge=0.00; autonomy=0.83; reason=help became recovery memory,no_checkpoint,r243:361:Ari:400a1206ee
362,12,Fay,day 12 day: Fay chooses work_project,steady_continuity; sleep_debt=0.08; recovery=0.30,shares_private_hint_voluntarily; trust=0.99; avoid=0.02,history_charge=0.06; autonomy=0.81; reason=trust stable across days,no_checkpoint,r243:362:Fay:45809fac0d
363,12,Milo,day 12 day: Milo chooses market_exchange,steady_continuity; sleep_debt=0.14; recovery=0.35,approaches_for_shared_task_later; trust=1.00; avoid=0.00,history_charge=0.03; autonomy=0.85; reason=help became recovery memory,no_checkpoint,r243:363:Milo:9f9cd17b5c
364,12,Sol,day 12 day: Sol chooses repair_route,steady_continuity; sleep_debt=0.08; recovery=0.32,shares_private_hint_voluntarily; trust=0.98; avoid=0.03,history_charge=0.05; autonomy=0.74; reason=trust stable across days,no_checkpoint,r243:364:Sol:a6a5d7ce12
365,12,Ari,day 12 day: Ari chooses repair_route,steady_continuity; sleep_debt=0.10; recovery=0.32,shares_private_hint_voluntarily; trust=0.98; avoid=0.03,history_charge=0.04; autonomy=0.73; reason=trust stable across days,no_checkpoint,r243:365:Ari:29d8818270
366,12,Fay,day 12 day: Fay chooses teach_skill,steady_continuity; sleep_debt=0.14; recovery=0.24,shares_private_hint_voluntarily; trust=0.99; avoid=0.02,history_charge=0.07; autonomy=0.81; reason=trust stable across days,no_checkpoint,r243:366:Fay:fbeb902e9a
367,12,Milo,day 12 day: Milo chooses market_exchange,steady_continuity; sleep_debt=0.16; recovery=0.37,approaches_for_shared_task_later; trust=1.00; avoid=0.00,history_charge=0.02; autonomy=0.83; reason=help became recovery memory,no_checkpoint,r243:367:Milo:b93391a6bf
368,12,Sol,day 12 day: Sol chooses market_exchange,steady_continuity; sleep_debt=0.10; recovery=0.35,approaches_for_shared_task_later; trust=1.00; avoid=0.00,history_charge=0.03; autonomy=0.86; reason=help became recovery memory,no_checkpoint,r243:368:Sol:a7675f1686
369,12,Ari,day 12 dusk: Ari chooses ritual_hum,steady_continuity; sleep_debt=0.06; recovery=0.42,approaches_for_shared_task_later; trust=1.00; avoid=0.00,history_charge=0.02; autonomy=0.85; reason=help became recovery memory,no_checkpoint,r243:369:Ari:8094b6bfd3
370,12,Fay,day 12 dusk: Fay chooses ritual_hum,steady_continuity; sleep_debt=0.14; recovery=0.27,shares_private_hint_voluntarily; trust=0.97; avoid=0.05,history_charge=0.10; autonomy=0.77; reason=trust stable across days,no_checkpoint,r243:370:Fay:17cd6ab666
371,12,Milo,day 12 dusk: Milo chooses store_objects,steady_continuity; sleep_debt=0.18; recovery=0.38,approaches_for_shared_task_later; trust=1.00; avoid=0.00,history_charge=0.01; autonomy=0.82; reason=help became recovery memory,no_checkpoint,r243:371:Milo:e75e13ba35
372,12,Sol,day 12 dusk: Sol chooses hearth_return,steady_continuity; sleep_debt=0.12; recovery=0.30,shares_private_hint_voluntarily; trust=1.00; avoid=0.00,history_charge=0.03; autonomy=0.84; reason=trust stable across days,no_checkpoint,r243:372:Sol:c28a895fb0
373,12,Ari,day 12 dusk: Ari chooses hearth_return,steady_continuity; sleep_debt=0.09; recovery=0.35,shares_private_hint_voluntarily; trust=1.00; avoid=0.00,history_charge=0.01; autonomy=0.83; reason=trust stable across days,no_checkpoint,r243:373:Ari:9af7a0ad49
374,12,Fay,day 12 dusk: Fay chooses ritual_hum,steady_continuity; sleep_debt=0.10; recovery=0.38,approaches_for_shared_task_later; trust=0.99; avoid=0.02,history_charge=0.08; autonomy=0.83; reason=help became recovery memory,no_checkpoint,r243:374:Fay:b6d84110a1
375,12,Milo,day 12 dusk: Milo chooses relationship_check,steady_continuity; sleep_debt=0.22; recovery=0.29,shares_private_hint_voluntarily; trust=0.98; avoid=0.03,history_charge=0.07; autonomy=0.72; reason=trust stable across days,no_checkpoint,r243:375:Milo:29dc7a2c76
376,12,Sol,day 12 dusk: Sol chooses store_objects,steady_continuity; sleep_debt=0.18; recovery=0.24,shares_private_hint_voluntarily; trust=1.00; avoid=0.00,history_charge=0.04; autonomy=0.85; reason=trust stable across days,no_checkpoint,r243:376:Sol:d6c3311bf1
377,12,Ari,day 12 night: Ari chooses soft_recovery,steady_continuity; sleep_debt=0.00; recovery=0.40,shares_private_hint_voluntarily; trust=1.00; avoid=0.00,history_charge=0.01; autonomy=0.84; reason=trust stable across days,no_checkpoint,r243:377:Ari:406b10ece4
378,12,Fay,day 12 night: Fay chooses sleep,steady_continuity; sleep_debt=0.00; recovery=0.46,approaches_for_shared_task_later; trust=1.00; avoid=0.00,history_charge=0.05; autonomy=0.81; reason=help became recovery memory,no_checkpoint,r243:378:Fay:a22a936b91
379,12,Milo,day 12 night: Milo chooses dream_sort_memory,steady_continuity; sleep_debt=0.06; recovery=0.43,approaches_for_shared_task_later; trust=1.00; avoid=0.00,history_charge=0.04; autonomy=0.85; reason=help became recovery memory,no_checkpoint,r243:379:Milo:0eaf1e3938
380,12,Sol,day 12 night: Sol chooses guarded_rest,steady_continuity; sleep_debt=0.07; recovery=0.26,shares_private_hint_voluntarily; trust=0.98; avoid=0.03,history_charge=0.07; autonomy=0.80; reason=trust stable across days,r243-day12-tick380,r243:380:Sol:2d0f3cb027
381,12,Ari,day 12 night: Ari chooses guarded_rest,steady_continuity; sleep_debt=0.00; recovery=0.36,shares_private_hint_voluntarily; trust=0.98; avoid=0.03,history_charge=0.03; autonomy=0.79; reason=trust stable across days,no_checkpoint,r243:381:Ari:9544158d2c
382,12,Fay,day 12 night: Fay chooses soft_recovery,settled_after_care; sleep_debt=0.00; recovery=0.58,approaches_for_shared_task_later; trust=1.00; avoid=0.00,history_charge=0.00; autonomy=0.81; reason=help became recovery memory,no_checkpoint,r243:382:Fay:353f42c91b
383,12,Milo,day 12 night: Milo chooses sleep,steady_continuity; sleep_debt=0.00; recovery=0.42,shares_private_hint_voluntarily; trust=1.00; avoid=0.00,history_charge=0.02; autonomy=0.83; reason=trust stable across days,no_checkpoint,r243:383:Milo:79a4b3ff44
384,12,Sol,day 12 night: Sol chooses dream_sort_memory,steady_continuity; sleep_debt=0.00; recovery=0.41,approaches_for_shared_task_later; trust=1.00; avoid=0.00,history_charge=0.05; autonomy=0.86; reason=help became recovery memory,no_checkpoint,r243:384:Sol:2e67d61129
385,13,Ari,day 13 dawn: Ari chooses quiet_route_scan,steady_continuity; sleep_debt=0.04; recovery=0.28,shares_private_hint_voluntarily; trust=0.96; avoid=0.05,history_charge=0.08; autonomy=0.73; reason=trust stable across days,no_checkpoint,r243:385:Ari:7fc04aad64
386,13,Fay,day 13 dawn: Fay chooses share_water,steady_continuity; sleep_debt=0.06; recovery=0.43,shares_private_hint_voluntarily; trust=1.00; avoid=0.00,history_charge=0.00; autonomy=0.81; reason=trust stable across days,no_checkpoint,r243:386:Fay:e9d3d92492
387,13,Milo,day 13 dawn: Milo chooses wake_check_body,steady_continuity; sleep_debt=0.02; recovery=0.42,approaches_for_shared_task_later; trust=1.00; avoid=0.00,history_charge=0.00; autonomy=0.82; reason=help became recovery memory,no_checkpoint,r243:387:Milo:10d4ee626f
388,13,Sol,day 13 dawn: Sol chooses prepare_tools,steady_continuity; sleep_debt=0.02; recovery=0.41,approaches_for_shared_task_later; trust=1.00; avoid=0.00,history_charge=0.02; autonomy=0.86; reason=help became recovery memory,no_checkpoint,r243:388:Sol:2d5bf9ba18
389,13,Ari,day 13 dawn: Ari chooses prepare_tools,steady_continuity; sleep_debt=0.06; recovery=0.32,approaches_for_shared_task_later; trust=0.98; avoid=0.03,history_charge=0.07; autonomy=0.85; reason=help became recovery memory,no_checkpoint,r243:389:Ari:cf49e9ac01
390,13,Fay,day 13 dawn: Fay chooses quiet_route_scan,steady_continuity; sleep_debt=0.12; recovery=0.33,shares_private_hint_voluntarily; trust=0.98; avoid=0.03,history_charge=0.03; autonomy=0.77; reason=trust stable across days,no_checkpoint,r243:390:Fay:8253ab5211
391,13,Milo,day 13 dawn: Milo chooses share_water,steady_continuity; sleep_debt=0.04; recovery=0.41,approaches_for_shared_task_later; trust=1.00; avoid=0.00,history_charge=0.00; autonomy=0.83; reason=help became recovery memory,no_checkpoint,r243:391:Milo:3bf4d000d1
392,13,Sol,day 13 dawn: Sol chooses wake_check_body,steady_continuity; sleep_debt=0.04; recovery=0.35,shares_private_hint_voluntarily; trust=1.00; avoid=0.00,history_charge=0.01; autonomy=0.84; reason=trust stable across days,no_checkpoint,r243:392:Sol:15a2c34494
393,13,Ari,day 13 day: Ari chooses repair_route,steady_continuity; sleep_debt=0.08; recovery=0.29,shares_private_hint_voluntarily; trust=0.99; avoid=0.03,history_charge=0.07; autonomy=0.83; reason=trust stable across days,no_checkpoint,r243:393:Ari:abc0715a57
394,13,Fay,day 13 day: Fay chooses market_exchange,steady_continuity; sleep_debt=0.14; recovery=0.35,approaches_for_shared_task_later; trust=1.00; avoid=0.00,history_charge=0.02; autonomy=0.83; reason=help became recovery memory,no_checkpoint,r243:394:Fay:cc7ae1acab
395,13,Milo,day 13 day: Milo chooses repair_route,steady_continuity; sleep_debt=0.08; recovery=0.32,shares_private_hint_voluntarily; trust=0.98; avoid=0.03,history_charge=0.05; autonomy=0.72; reason=trust stable across days,no_checkpoint,r243:395:Milo:5bd85fd1c4
396,13,Sol,day 13 day: Sol chooses teach_skill,steady_continuity; sleep_debt=0.10; recovery=0.27,shares_private_hint_voluntarily; trust=1.00; avoid=0.00,history_charge=0.02; autonomy=0.84; reason=trust stable across days,no_checkpoint,r243:396:Sol:20ac7f9309
397,13,Ari,day 13 day: Ari chooses repair_route,steady_continuity; sleep_debt=0.14; recovery=0.23,shares_private_hint_voluntarily; trust=0.99; avoid=0.02,history_charge=0.08; autonomy=0.83; reason=trust stable across days,no_checkpoint,r243:397:Ari:5425049866
398,13,Fay,day 13 day: Fay chooses work_project,steady_continuity; sleep_debt=0.16; recovery=0.37,approaches_for_shared_task_later; trust=1.00; avoid=0.00,history_charge=0.01; autonomy=0.81; reason=help became recovery memory,no_checkpoint,r243:398:Fay:deb244f453
399,13,Milo,day 13 day: Milo chooses market_exchange,steady_continuity; sleep_debt=0.10; recovery=0.35,approaches_for_shared_task_later; trust=1.00; avoid=0.00,history_charge=0.03; autonomy=0.85; reason=help became recovery memory,no_checkpoint,r243:399:Milo:2e047c7fbd
400,13,Sol,day 13 day: Sol chooses repair_route,steady_continuity; sleep_debt=0.16; recovery=0.22,shares_private_hint_voluntarily; trust=0.98; avoid=0.03,history_charge=0.06; autonomy=0.80; reason=trust stable across days,no_checkpoint,r243:400:Sol:365c5654fe
401,13,Ari,day 13 dusk: Ari chooses relationship_check,steady_continuity; sleep_debt=0.20; recovery=0.20,shares_private_hint_voluntarily; trust=0.96; avoid=0.05,history_charge=0.12; autonomy=0.79; reason=trust stable across days,no_checkpoint,r243:401:Ari:47be86afc4
402,13,Fay,day 13 dusk: Fay chooses ritual_hum,steady_continuity; sleep_debt=0.13; recovery=0.45,approaches_for_shared_task_later; trust=1.00; avoid=0.00,history_charge=0.00; autonomy=0.81; reason=help became recovery memory,no_checkpoint,r243:402:Fay:1fbfa1b9bf
403,13,Milo,day 13 dusk: Milo chooses hearth_return,steady_continuity; sleep_debt=0.12; recovery=0.30,shares_private_hint_voluntarily; trust=1.00; avoid=0.00,history_charge=0.03; autonomy=0.83; reason=trust stable across days,no_checkpoint,r243:403:Milo:1de3199edc
404,13,Sol,day 13 dusk: Sol chooses ritual_hum,steady_continuity; sleep_debt=0.12; recovery=0.35,approaches_for_shared_task_later; trust=1.00; avoid=0.00,history_charge=0.05; autonomy=0.86; reason=help became recovery memory,no_checkpoint,r243:404:Sol:a2a9fb06c7
405,13,Ari,day 13 dusk: Ari chooses ritual_hum,steady_continuity; sleep_debt=0.16; recovery=0.33,approaches_for_shared_task_later; trust=0.99; avoid=0.03,history_charge=0.10; autonomy=0.85; reason=help became recovery memory,no_checkpoint,r243:405:Ari:f4d1061328
406,13,Fay,day 13 dusk: Fay chooses ritual_hum,steady_continuity; sleep_debt=0.11; recovery=0.41,shares_private_hint_voluntarily; trust=0.98; avoid=0.03,history_charge=0.04; autonomy=0.71; reason=trust stable across days,no_checkpoint,r243:406:Fay:527d8209c3
407,13,Milo,day 13 dusk: Milo chooses store_objects,steady_continuity; sleep_debt=0.18; recovery=0.24,shares_private_hint_voluntarily; trust=1.00; avoid=0.00,history_charge=0.05; autonomy=0.82; reason=trust stable across days,no_checkpoint,r243:407:Milo:295c078635
