tick_id,day,agent_id,dominant_need,dominant_feeling,current_focus,active_memory_key,relationship_concern,intended_next_action,predicted_next_event,suppressed_action,self_note_hash,private_workspace_sealed,public_leakage_blocked
1100,92,Juno,protect boundary,guarded,finish the wire without sparks,memory:Juno:6,avatar respect,say no,avatar asks again,withdraw,v36-298379,True,True
1101,92,Ari,protect boundary,guarded,keep the west route dry,memory:Ari:6,avatar respect,say no,avatar asks again,withdraw,v36-097216,True,True
1102,92,Fay,protect boundary,guarded,finish the warm-lane ledger,memory:Fay:6,avatar reliability,say no,avatar asks again,withdraw,v36-182361,True,True
1103,92,Nia,protect boundary,settled,protect the clean signal pattern,memory:Nia:6,avatar respect,say no,avatar asks again,ignore request,v36-308161,True,True
1104,93,Milo,protect boundary,guarded,keep the path visible,memory:Milo:6,avatar respect,say no,avatar asks again,withdraw,v36-078277,True,True
1105,93,Ivo,protect boundary,settled,seed satchel,memory:Ivo:6,avatar reliability,say no,avatar asks again,ignore request,v36-873769,True,True
1106,93,Juno,protect boundary,guarded,copper wire,memory:Juno:6,avatar respect,say no,avatar asks again,withdraw,v36-881444,True,True
1107,93,Ari,protect boundary,guarded,keep the west route dry,memory:Ari:6,avatar respect,say no,avatar asks again,withdraw,v36-098218,True,True
1108,93,Fay,protect boundary,guarded,herb ledger,memory:Fay:6,avatar reliability,say no,avatar asks again,withdraw,v36-847873,True,True
1109,93,Nia,protect boundary,settled,signal spool,memory:Nia:6,avatar respect,say no,avatar asks again,ignore request,v36-878199,True,True
1110,93,Milo,protect boundary,guarded,oil lantern,memory:Milo:6,avatar reliability,say no,avatar asks again,withdraw,v36-877348,True,True
1111,93,Ivo,protect boundary,settled,seed satchel,memory:Ivo:6,avatar respect,say no,avatar asks again,ignore request,v36-873267,True,True
1112,93,Juno,protect boundary,guarded,finish the wire without sparks,memory:Juno:6,avatar reliability,say no,avatar asks again,withdraw,v36-298879,True,True
1113,93,Ari,protect boundary,guarded,cedar repair kit,memory:Ari:6,avatar reliability,say no,avatar asks again,withdraw,v36-948471,True,True
1114,93,Fay,protect boundary,guarded,herb ledger,memory:Fay:6,avatar respect,say no,avatar asks again,withdraw,v36-847371,True,True
1115,93,Nia,protect boundary,settled,protect the clean signal pattern,memory:Nia:6,avatar reliability,say no,avatar asks again,ignore request,v36-308661,True,True
1116,94,Milo,protect boundary,guarded,keep the path visible,memory:Milo:6,avatar reliability,say no,avatar asks again,withdraw,v36-078777,True,True
1117,94,Ivo,protect boundary,settled,keep the seeds dry,memory:Ivo:6,avatar reliability,say no,avatar asks again,ignore request,v36-987827,True,True
1118,94,Juno,protect boundary,guarded,finish the wire without sparks,memory:Juno:6,avatar respect,say no,avatar asks again,withdraw,v36-299881,True,True
1119,94,Ari,protect boundary,guarded,keep the west route dry,memory:Ari:6,avatar reliability,say no,avatar asks again,withdraw,v36-098718,True,True
1120,94,Fay,protect boundary,guarded,finish the warm-lane ledger,memory:Fay:6,avatar reliability,say no,avatar asks again,withdraw,v36-182359,True,True
1121,94,Nia,protect boundary,settled,protect the clean signal pattern,memory:Nia:6,avatar respect,say no,avatar asks again,ignore request,v36-308159,True,True
1122,94,Milo,protect boundary,guarded,keep the path visible,memory:Milo:6,avatar reliability,say no,avatar asks again,withdraw,v36-078275,True,True
1123,94,Ivo,protect boundary,settled,keep the seeds dry,memory:Ivo:6,avatar respect,say no,avatar asks again,ignore request,v36-987325,True,True
1124,94,Juno,protect boundary,guarded,finish the wire without sparks,memory:Juno:6,avatar reliability,say no,avatar waits,withdraw,v36-299379,True,True
1125,94,Ari,protect boundary,guarded,keep the west route dry,memory:Ari:6,avatar reliability,say no,avatar asks again,withdraw,v36-098216,True,True
1126,94,Fay,protect boundary,guarded,finish the warm-lane ledger,memory:Fay:6,avatar respect,say no,avatar asks again,withdraw,v36-183361,True,True
1127,94,Nia,protect boundary,settled,protect the clean signal pattern,memory:Nia:6,avatar reliability,say no,avatar waits,ignore request,v36-309161,True,True
1128,95,Milo,protect boundary,guarded,oil lantern,memory:Milo:6,avatar reliability,say no,avatar asks again,withdraw,v36-878850,True,True
1129,95,Ivo,protect boundary,settled,seed satchel,memory:Ivo:6,avatar respect,say no,avatar asks again,ignore request,v36-874769,True,True
1130,95,Juno,protect boundary,guarded,copper wire,memory:Juno:6,avatar reliability,say no,avatar asks again,withdraw,v36-880940,True,True
1131,95,Ari,protect boundary,guarded,cedar repair kit,memory:Ari:6,avatar reliability,say no,avatar asks again,withdraw,v36-948469,True,True
1132,95,Fay,protect boundary,guarded,herb ledger,memory:Fay:6,avatar respect,say no,avatar asks again,withdraw,v36-847369,True,True
1133,95,Nia,protect boundary,settled,signal spool,memory:Nia:6,avatar reliability,say no,avatar asks again,ignore request,v36-877695,True,True
1134,95,Milo,protect boundary,guarded,oil lantern,memory:Milo:6,avatar respect,say no,avatar asks again,withdraw,v36-878348,True,True
1135,95,Ivo,protect boundary,settled,keep the seeds dry,memory:Ivo:6,avatar reliability,say no,avatar asks again,ignore request,v36-987825,True,True
1136,95,Juno,protect boundary,guarded,finish the wire without sparks,memory:Juno:6,avatar reliability,say no,avatar asks again,withdraw,v36-299879,True,True
1137,95,Ari,protect boundary,guarded,cedar repair kit,memory:Ari:6,avatar respect,say no,avatar asks again,withdraw,v36-949471,True,True
1138,95,Fay,protect boundary,guarded,finish the warm-lane ledger,memory:Fay:6,avatar reliability,say no,avatar asks again,withdraw,v36-183861,True,True
1139,95,Nia,protect boundary,settled,protect the clean signal pattern,memory:Nia:6,avatar reliability,say no,avatar asks again,ignore request,v36-309661,True,True
1140,96,Milo,protect boundary,guarded,keep the path visible,memory:Milo:6,avatar reliability,say no,avatar asks again,withdraw,v36-078273,True,True
1141,96,Ivo,protect boundary,settled,keep the seeds dry,memory:Ivo:6,avatar respect,say no,avatar asks again,ignore request,v36-987323,True,True
1142,96,Juno,protect boundary,guarded,finish the wire without sparks,memory:Juno:6,avatar reliability,say no,avatar asks again,withdraw,v36-299377,True,True
1143,96,Ari,protect boundary,guarded,keep the west route dry,memory:Ari:6,avatar reliability,say no,avatar asks again,withdraw,v36-098214,True,True
1144,96,Fay,protect boundary,guarded,finish the warm-lane ledger,memory:Fay:6,avatar respect,say no,avatar asks again,withdraw,v36-183359,True,True
1145,96,Nia,protect boundary,settled,protect the clean signal pattern,memory:Nia:6,avatar reliability,say no,avatar asks again,ignore request,v36-309159,True,True
1146,96,Milo,protect boundary,guarded,keep the path visible,memory:Milo:6,avatar respect,say no,avatar asks again,withdraw,v36-079275,True,True
1147,96,Ivo,protect boundary,settled,keep the seeds dry,memory:Ivo:6,avatar reliability,say no,avatar waits,ignore request,v36-988325,True,True
1148,96,Juno,protect boundary,guarded,finish the wire without sparks,memory:Juno:6,avatar reliability,say no,avatar waits,withdraw,v36-300379,True,True
1149,96,Ari,protect boundary,guarded,keep the west route dry,memory:Ari:6,avatar respect,say no,avatar asks again,withdraw,v36-099216,True,True
1150,96,Fay,protect boundary,guarded,finish the warm-lane ledger,memory:Fay:6,avatar reliability,say no,avatar waits,withdraw,v36-182857,True,True
1151,96,Nia,protect boundary,settled,protect the clean signal pattern,memory:Nia:6,avatar reliability,say no,avatar waits,ignore request,v36-308657,True,True
1152,97,Milo,protect boundary,guarded,oil lantern,memory:Milo:6,avatar respect,say no,avatar asks again,withdraw,v36-878346,True,True
1153,97,Ivo,protect boundary,settled,seed satchel,memory:Ivo:6,avatar reliability,say no,avatar asks again,ignore request,v36-874265,True,True
1154,97,Juno,protect boundary,guarded,copper wire,memory:Juno:6,avatar respect,say no,avatar asks again,withdraw,v36-881940,True,True
1155,97,Ari,protect boundary,guarded,cedar repair kit,memory:Ari:6,avatar respect,say no,avatar asks again,withdraw,v36-949469,True,True
1156,97,Fay,protect boundary,guarded,herb ledger,memory:Fay:6,avatar reliability,say no,avatar asks again,withdraw,v36-848369,True,True
1157,97,Nia,protect boundary,settled,signal spool,memory:Nia:6,avatar respect,say no,avatar asks again,ignore request,v36-878695,True,True
1158,97,Milo,protect boundary,guarded,keep the path visible,memory:Milo:6,avatar reliability,say no,avatar asks again,withdraw,v36-079775,True,True
1159,97,Ivo,protect boundary,settled,keep the seeds dry,memory:Ivo:6,avatar reliability,say no,avatar asks again,ignore request,v36-988825,True,True
1160,97,Juno,protect boundary,guarded,copper wire,memory:Juno:6,avatar reliability,say no,avatar asks again,withdraw,v36-881438,True,True
1161,97,Ari,protect boundary,guarded,keep the west route dry,memory:Ari:6,avatar reliability,say no,avatar asks again,withdraw,v36-098212,True,True
1162,97,Fay,protect boundary,guarded,finish the warm-lane ledger,memory:Fay:6,avatar reliability,say no,avatar asks again,withdraw,v36-183357,True,True
1163,97,Nia,protect boundary,settled,signal spool,memory:Nia:6,avatar reliability,say no,avatar asks again,ignore request,v36-878193,True,True
1164,98,Milo,protect boundary,guarded,keep the path visible,memory:Milo:6,avatar respect,say no,avatar asks again,withdraw,v36-079273,True,True
1165,98,Ivo,protect boundary,settled,keep the seeds dry,memory:Ivo:6,avatar reliability,say no,avatar asks again,ignore request,v36-988323,True,True
1166,98,Juno,protect boundary,guarded,finish the wire without sparks,memory:Juno:6,avatar respect,say no,avatar asks again,withdraw,v36-300377,True,True
1167,98,Ari,protect boundary,guarded,keep the west route dry,memory:Ari:6,avatar respect,say no,avatar asks again,withdraw,v36-099214,True,True
1168,98,Fay,protect boundary,guarded,finish the warm-lane ledger,memory:Fay:6,avatar reliability,say no,avatar asks again,withdraw,v36-184359,True,True
1169,98,Nia,protect boundary,settled,protect the clean signal pattern,memory:Nia:6,avatar respect,say no,avatar asks again,ignore request,v36-310159,True,True
1170,98,Milo,protect boundary,guarded,keep the path visible,memory:Milo:6,avatar reliability,say no,avatar waits,withdraw,v36-078771,True,True
1171,98,Ivo,protect boundary,settled,keep the seeds dry,memory:Ivo:6,avatar reliability,say no,avatar waits,ignore request,v36-987821,True,True
1172,98,Juno,protect boundary,guarded,finish the wire without sparks,memory:Juno:6,avatar reliability,say no,avatar asks again,withdraw,v36-299875,True,True
1173,98,Ari,protect boundary,guarded,keep the west route dry,memory:Ari:6,avatar reliability,say no,avatar waits,withdraw,v36-098712,True,True
1174,98,Fay,protect boundary,guarded,finish the warm-lane ledger,memory:Fay:6,avatar reliability,say no,avatar waits,withdraw,v36-183857,True,True
1175,98,Nia,protect boundary,settled,protect the clean signal pattern,memory:Nia:6,avatar reliability,say no,avatar asks again,ignore request,v36-309657,True,True
1176,99,Milo,protect boundary,guarded,oil lantern,memory:Milo:6,avatar reliability,say no,avatar asks again,withdraw,v36-879346,True,True
1177,99,Ivo,protect boundary,settled,seed satchel,memory:Ivo:6,avatar respect,say no,avatar asks again,ignore request,v36-875265,True,True
1178,99,Juno,protect boundary,guarded,finish the wire without sparks,memory:Juno:6,avatar reliability,say no,avatar asks again,withdraw,v36-300877,True,True
1179,99,Ari,protect boundary,guarded,cedar repair kit,memory:Ari:6,avatar reliability,say no,avatar asks again,withdraw,v36-950469,True,True
1180,99,Fay,protect boundary,guarded,herb ledger,memory:Fay:6,avatar respect,say no,avatar asks again,withdraw,v36-847865,True,True
1181,99,Nia,protect boundary,settled,protect the clean signal pattern,memory:Nia:6,avatar reliability,say no,avatar asks again,ignore request,v36-309155,True,True
1182,99,Milo,protect boundary,guarded,keep the path visible,memory:Milo:6,avatar reliability,say no,avatar asks again,withdraw,v36-079271,True,True
1183,99,Ivo,protect boundary,settled,seed satchel,memory:Ivo:6,avatar reliability,say no,avatar asks again,ignore request,v36-874763,True,True
1184,99,Juno,protect boundary,guarded,finish the wire without sparks,memory:Juno:6,avatar reliability,say no,avatar asks again,withdraw,v36-300375,True,True
1185,99,Ari,protect boundary,guarded,keep the west route dry,memory:Ari:6,avatar reliability,say no,avatar asks again,withdraw,v36-099212,True,True
1186,99,Fay,protect boundary,guarded,herb ledger,memory:Fay:6,avatar reliability,say no,avatar asks again,withdraw,v36-848867,True,True
1187,99,Nia,protect boundary,settled,protect the clean signal pattern,memory:Nia:6,avatar reliability,say no,avatar asks again,ignore request,v36-310157,True,True
1188,100,Ivo,protect boundary,settled,seed satchel,memory:Ivo:6,avatar respect,say no,avatar asks again,ignore request,v36-875598,True,True
1189,100,Juno,protect boundary,guarded,finish the wire without sparks,memory:Juno:6,avatar reliability,say no,avatar asks again,withdraw,v36-301210,True,True
1190,100,Ari,protect boundary,guarded,cedar repair kit,memory:Ari:6,avatar reliability,say no,avatar asks again,withdraw,v36-949298,True,True
1191,100,Fay,protect boundary,guarded,herb ledger,memory:Fay:6,avatar respect,say no,avatar asks again,withdraw,v36-848198,True,True
1192,100,Nia,protect boundary,settled,protect the clean signal pattern,memory:Nia:6,avatar reliability,say no,avatar asks again,ignore request,v36-309488,True,True
1193,100,Milo,protect boundary,guarded,keep the path visible,memory:Milo:6,avatar reliability,say no,avatar asks again,withdraw,v36-079604,True,True
1194,100,Ivo,protect boundary,settled,seed satchel,memory:Ivo:6,avatar reliability,say no,avatar asks again,ignore request,v36-875096,True,True
1195,100,Juno,protect boundary,guarded,finish the wire without sparks,memory:Juno:6,avatar reliability,say no,avatar asks again,withdraw,v36-300708,True,True
1196,100,Ari,protect boundary,guarded,keep the west route dry,memory:Ari:6,avatar reliability,say no,avatar asks again,withdraw,v36-099545,True,True
1197,100,Fay,protect boundary,guarded,herb ledger,memory:Fay:6,avatar reliability,say no,avatar asks again,withdraw,v36-849200,True,True
1198,100,Nia,protect boundary,settled,protect the clean signal pattern,memory:Nia:6,avatar reliability,say no,avatar asks again,ignore request,v36-310490,True,True
1199,100,Milo,protect boundary,guarded,oil lantern,memory:Milo:6,avatar respect,say no,avatar asks again,withdraw,v36-880179,True,True
1200,101,Ivo,protect boundary,settled,keep the seeds dry,memory:Ivo:6,avatar respect,say no,avatar asks again,ignore request,v36-986657,True,True
1201,101,Juno,protect boundary,guarded,finish the wire without sparks,memory:Juno:6,avatar reliability,say no,avatar waits,withdraw,v36-298711,True,True
1202,101,Ari,protect boundary,guarded,keep the west route dry,memory:Ari:6,avatar reliability,say no,avatar asks again,withdraw,v36-097548,True,True
1203,101,Fay,protect boundary,guarded,finish the warm-lane ledger,memory:Fay:6,avatar respect,say no,avatar asks again,withdraw,v36-182693,True,True
1204,101,Nia,protect boundary,settled,protect the clean signal pattern,memory:Nia:6,avatar reliability,say no,avatar waits,ignore request,v36-308493,True,True
1205,101,Milo,protect boundary,guarded,keep the path visible,memory:Milo:6,avatar reliability,say no,avatar waits,withdraw,v36-078609,True,True
1206,101,Ivo,protect boundary,settled,keep the seeds dry,memory:Ivo:6,avatar reliability,say no,avatar asks again,ignore request,v36-987659,True,True
1207,101,Juno,protect boundary,guarded,copper wire,memory:Juno:6,avatar reliability,say no,avatar asks again,withdraw,v36-881776,True,True
1208,101,Ari,protect boundary,guarded,keep the west route dry,memory:Ari:6,avatar reliability,say no,avatar waits,withdraw,v36-098550,True,True
1209,101,Fay,protect boundary,guarded,finish the warm-lane ledger,memory:Fay:6,avatar reliability,say no,avatar asks again,withdraw,v36-183695,True,True
1210,101,Nia,protect boundary,settled,signal spool,memory:Nia:6,avatar reliability,say no,avatar asks again,ignore request,v36-877027,True,True
1211,101,Milo,protect boundary,guarded,keep the path visible,memory:Milo:6,avatar respect,say no,avatar asks again,withdraw,v36-078107,True,True
1212,102,Ivo,protect boundary,settled,keep the seeds dry,memory:Ivo:6,avatar reliability,say no,avatar asks again,ignore request,v36-987157,True,True
1213,102,Juno,protect boundary,guarded,finish the wire without sparks,memory:Juno:6,avatar reliability,say no,avatar asks again,withdraw,v36-299211,True,True
1214,102,Ari,protect boundary,guarded,cedar repair kit,memory:Ari:6,avatar respect,say no,avatar asks again,withdraw,v36-948803,True,True
1215,102,Fay,protect boundary,guarded,finish the warm-lane ledger,memory:Fay:6,avatar reliability,say no,avatar asks again,withdraw,v36-183193,True,True
1216,102,Nia,protect boundary,settled,protect the clean signal pattern,memory:Nia:6,avatar reliability,say no,avatar asks again,ignore request,v36-308993,True,True
1217,102,Milo,protect boundary,guarded,oil lantern,memory:Milo:6,avatar reliability,say no,avatar asks again,withdraw,v36-878682,True,True
1218,102,Ivo,protect boundary,settled,keep the seeds dry,memory:Ivo:6,avatar reliability,say no,avatar asks again,ignore request,v36-988159,True,True
1219,102,Juno,protect boundary,guarded,copper wire,memory:Juno:6,avatar respect,say no,avatar asks again,withdraw,v36-882276,True,True
1220,102,Ari,protect boundary,guarded,cedar repair kit,memory:Ari:6,avatar reliability,say no,avatar asks again,withdraw,v36-948301,True,True
1221,102,Fay,protect boundary,guarded,finish the warm-lane ledger,memory:Fay:6,avatar reliability,say no,avatar asks again,withdraw,v36-182691,True,True
1222,102,Nia,protect boundary,settled,signal spool,memory:Nia:6,avatar respect,say no,avatar asks again,ignore request,v36-877527,True,True
1223,102,Milo,protect boundary,guarded,keep the path visible,memory:Milo:6,avatar respect,say no,avatar asks again,withdraw,v36-078607,True,True
1224,103,Ivo,protect boundary,settled,keep the seeds dry,memory:Ivo:6,avatar reliability,say no,avatar waits,ignore request,v36-987657,True,True
1225,103,Juno,protect boundary,guarded,finish the wire without sparks,memory:Juno:6,avatar reliability,say no,avatar waits,withdraw,v36-299711,True,True
1226,103,Ari,protect boundary,guarded,keep the west route dry,memory:Ari:6,avatar respect,say no,avatar asks again,withdraw,v36-098548,True,True
1227,103,Fay,protect boundary,guarded,finish the warm-lane ledger,memory:Fay:6,avatar reliability,say no,avatar waits,withdraw,v36-183693,True,True
1228,103,Nia,protect boundary,settled,protect the clean signal pattern,memory:Nia:6,avatar reliability,say no,avatar waits,ignore request,v36-309493,True,True
1229,103,Milo,protect boundary,guarded,keep the path visible,memory:Milo:6,avatar reliability,say no,avatar asks again,withdraw,v36-079609,True,True
1230,103,Ivo,protect boundary,settled,seed satchel,memory:Ivo:6,avatar reliability,say no,avatar asks again,ignore request,v36-873597,True,True
1231,103,Juno,protect boundary,guarded,finish the wire without sparks,memory:Juno:6,avatar respect,say no,avatar asks again,withdraw,v36-299209,True,True
1232,103,Ari,protect boundary,guarded,keep the west route dry,memory:Ari:6,avatar reliability,say no,avatar asks again,withdraw,v36-098046,True,True
1233,103,Fay,protect boundary,guarded,herb ledger,memory:Fay:6,avatar reliability,say no,avatar asks again,withdraw,v36-847701,True,True
1234,103,Nia,protect boundary,settled,protect the clean signal pattern,memory:Nia:6,avatar respect,say no,avatar asks again,ignore request,v36-308991,True,True
1235,103,Milo,protect boundary,guarded,keep the path visible,memory:Milo:6,avatar reliability,say no,avatar asks again,withdraw,v36-079107,True,True
1236,104,Ivo,protect boundary,settled,keep the seeds dry,memory:Ivo:6,avatar reliability,say no,avatar asks again,ignore request,v36-988157,True,True
1237,104,Juno,protect boundary,guarded,copper wire,memory:Juno:6,avatar reliability,say no,avatar asks again,withdraw,v36-882274,True,True
1238,104,Ari,protect boundary,guarded,keep the west route dry,memory:Ari:6,avatar reliability,say no,avatar asks again,withdraw,v36-099048,True,True
1239,104,Fay,protect boundary,guarded,finish the warm-lane ledger,memory:Fay:6,avatar reliability,say no,avatar asks again,withdraw,v36-184193,True,True
1240,104,Nia,protect boundary,settled,signal spool,memory:Nia:6,avatar reliability,say no,avatar asks again,ignore request,v36-877525,True,True
1241,104,Milo,protect boundary,guarded,keep the path visible,memory:Milo:6,avatar reliability,say no,avatar asks again,withdraw,v36-078605,True,True
1242,104,Ivo,protect boundary,settled,seed satchel,memory:Ivo:6,avatar respect,say no,avatar asks again,ignore request,v36-874097,True,True
1243,104,Juno,protect boundary,guarded,finish the wire without sparks,memory:Juno:6,avatar respect,say no,avatar asks again,withdraw,v36-299709,True,True
1244,104,Ari,protect boundary,guarded,keep the west route dry,memory:Ari:6,avatar reliability,say no,avatar asks again,withdraw,v36-098546,True,True
1245,104,Fay,protect boundary,guarded,herb ledger,memory:Fay:6,avatar respect,say no,avatar asks again,withdraw,v36-848201,True,True
1246,104,Nia,protect boundary,settled,protect the clean signal pattern,memory:Nia:6,avatar respect,say no,avatar asks again,ignore request,v36-309491,True,True
1247,104,Milo,protect boundary,guarded,oil lantern,memory:Milo:6,avatar reliability,say no,avatar asks again,withdraw,v36-879180,True,True
1248,105,Ivo,protect boundary,settled,keep the seeds dry,memory:Ivo:6,avatar reliability,say no,avatar waits,ignore request,v36-988657,True,True
1249,105,Juno,protect boundary,guarded,finish the wire without sparks,memory:Juno:6,avatar reliability,say no,avatar asks again,withdraw,v36-300711,True,True
1250,105,Ari,protect boundary,guarded,keep the west route dry,memory:Ari:6,avatar reliability,say no,avatar waits,withdraw,v36-098044,True,True
1251,105,Fay,protect boundary,guarded,finish the warm-lane ledger,memory:Fay:6,avatar reliability,say no,avatar waits,withdraw,v36-183189,True,True
1252,105,Nia,protect boundary,settled,protect the clean signal pattern,memory:Nia:6,avatar reliability,say no,avatar asks again,ignore request,v36-308989,True,True
1253,105,Milo,protect boundary,guarded,oil lantern,memory:Milo:6,avatar reliability,say no,avatar asks again,withdraw,v36-878678,True,True
1254,105,Ivo,protect boundary,settled,keep the seeds dry,memory:Ivo:6,avatar respect,say no,avatar asks again,ignore request,v36-988155,True,True
1255,105,Juno,protect boundary,guarded,finish the wire without sparks,memory:Juno:6,avatar reliability,say no,avatar asks again,withdraw,v36-300209,True,True
1256,105,Ari,protect boundary,guarded,cedar repair kit,memory:Ari:6,avatar reliability,say no,avatar asks again,withdraw,v36-949801,True,True
1257,105,Fay,protect boundary,guarded,finish the warm-lane ledger,memory:Fay:6,avatar respect,say no,avatar asks again,withdraw,v36-184191,True,True
1258,105,Nia,protect boundary,settled,protect the clean signal pattern,memory:Nia:6,avatar reliability,say no,avatar asks again,ignore request,v36-309991,True,True
1259,105,Milo,protect boundary,guarded,keep the path visible,memory:Milo:6,avatar reliability,say no,avatar asks again,withdraw,v36-080107,True,True
1260,106,Ivo,protect boundary,settled,seed satchel,memory:Ivo:6,avatar reliability,say no,avatar asks again,ignore request,v36-874095,True,True
1261,106,Juno,protect boundary,guarded,finish the wire without sparks,memory:Juno:6,avatar reliability,say no,avatar asks again,withdraw,v36-299707,True,True
1262,106,Ari,protect boundary,guarded,keep the west route dry,memory:Ari:6,avatar reliability,say no,avatar asks again,withdraw,v36-098544,True,True
1263,106,Fay,protect boundary,guarded,herb ledger,memory:Fay:6,avatar reliability,say no,avatar asks again,withdraw,v36-848199,True,True
1264,106,Nia,protect boundary,settled,protect the clean signal pattern,memory:Nia:6,avatar reliability,say no,avatar asks again,ignore request,v36-309489,True,True
1265,106,Milo,protect boundary,guarded,oil lantern,memory:Milo:6,avatar respect,say no,avatar asks again,withdraw,v36-879178,True,True
1266,106,Ivo,protect boundary,settled,keep the seeds dry,memory:Ivo:6,avatar respect,say no,avatar asks again,ignore request,v36-988655,True,True
1267,106,Juno,protect boundary,guarded,copper wire,memory:Juno:6,avatar reliability,say no,avatar asks again,withdraw,v36-882772,True,True
1268,106,Ari,protect boundary,guarded,cedar repair kit,memory:Ari:6,avatar respect,say no,avatar asks again,withdraw,v36-950301,True,True
1269,106,Fay,protect boundary,guarded,finish the warm-lane ledger,memory:Fay:6,avatar respect,say no,avatar asks again,withdraw,v36-184691,True,True
1270,106,Nia,protect boundary,settled,signal spool,memory:Nia:6,avatar reliability,say no,avatar asks again,ignore request,v36-878023,True,True
1271,106,Milo,protect boundary,guarded,oil lantern,memory:Milo:6,avatar respect,say no,avatar asks again,withdraw,v36-878676,True,True
1272,107,Ivo,protect boundary,settled,keep the seeds dry,memory:Ivo:6,avatar reliability,say no,avatar asks again,ignore request,v36-988153,True,True
1273,107,Juno,protect boundary,guarded,copper wire,memory:Juno:6,avatar reliability,say no,avatar asks again,withdraw,v36-882270,True,True
1274,107,Ari,protect boundary,guarded,keep the west route dry,memory:Ari:6,avatar reliability,say no,avatar waits,withdraw,v36-099044,True,True
1275,107,Fay,protect boundary,guarded,finish the warm-lane ledger,memory:Fay:6,avatar reliability,say no,avatar asks again,withdraw,v36-184189,True,True
1276,107,Nia,protect boundary,settled,signal spool,memory:Nia:6,avatar reliability,say no,avatar asks again,ignore request,v36-879025,True,True
1277,107,Milo,protect boundary,guarded,keep the path visible,memory:Milo:6,avatar respect,say no,avatar asks again,withdraw,v36-080105,True,True
1278,107,Ivo,protect boundary,settled,keep the seeds dry,memory:Ivo:6,avatar reliability,say no,avatar asks again,ignore request,v36-989155,True,True
1279,107,Juno,protect boundary,guarded,finish the wire without sparks,memory:Juno:6,avatar reliability,say no,avatar asks again,withdraw,v36-301209,True,True
1280,107,Ari,protect boundary,guarded,keep the west route dry,memory:Ari:6,avatar respect,say no,avatar asks again,withdraw,v36-098542,True,True
1281,107,Fay,protect boundary,guarded,finish the warm-lane ledger,memory:Fay:6,avatar reliability,say no,avatar asks again,withdraw,v36-183687,True,True
1282,107,Nia,protect boundary,settled,protect the clean signal pattern,memory:Nia:6,avatar reliability,say no,avatar asks again,ignore request,v36-309487,True,True
1283,107,Milo,protect boundary,guarded,keep the path visible,memory:Milo:6,avatar respect,say no,avatar asks again,withdraw,v36-079603,True,True
1284,108,Ivo,protect boundary,settled,keep the seeds dry,memory:Ivo:6,avatar reliability,say no,avatar asks again,ignore request,v36-988653,True,True
1285,108,Juno,protect boundary,guarded,copper wire,memory:Juno:6,avatar respect,say no,avatar asks again,withdraw,v36-882770,True,True
1286,108,Ari,protect boundary,guarded,cedar repair kit,memory:Ari:6,avatar reliability,say no,avatar asks again,withdraw,v36-950299,True,True
1287,108,Fay,protect boundary,guarded,finish the warm-lane ledger,memory:Fay:6,avatar reliability,say no,avatar asks again,withdraw,v36-184689,True,True
1288,108,Nia,protect boundary,settled,signal spool,memory:Nia:6,avatar respect,say no,avatar asks again,ignore request,v36-879525,True,True
1289,108,Milo,protect boundary,guarded,keep the path visible,memory:Milo:6,avatar respect,say no,avatar asks again,withdraw,v36-080605,True,True
1290,108,Ivo,protect boundary,settled,seed satchel,memory:Ivo:6,avatar reliability,say no,avatar asks again,ignore request,v36-874593,True,True
1291,108,Juno,protect boundary,guarded,copper wire,memory:Juno:6,avatar respect,say no,avatar asks again,withdraw,v36-882268,True,True
1292,108,Ari,protect boundary,guarded,keep the west route dry,memory:Ari:6,avatar respect,say no,avatar asks again,withdraw,v36-099042,True,True
1293,108,Fay,protect boundary,guarded,herb ledger,memory:Fay:6,avatar reliability,say no,avatar asks again,withdraw,v36-848697,True,True
1294,108,Nia,protect boundary,settled,signal spool,memory:Nia:6,avatar respect,say no,avatar asks again,ignore request,v36-879023,True,True
1295,108,Milo,protect boundary,guarded,oil lantern,memory:Milo:6,avatar reliability,say no,avatar asks again,withdraw,v36-879676,True,True
1296,109,Ivo,protect boundary,settled,seed satchel,memory:Ivo:6,avatar reliability,say no,avatar asks again,ignore request,v36-875595,True,True
1297,109,Juno,protect boundary,guarded,finish the wire without sparks,memory:Juno:6,avatar respect,say no,avatar asks again,withdraw,v36-301207,True,True
1298,109,Ari,protect boundary,guarded,keep the west route dry,memory:Ari:6,avatar reliability,say no,avatar asks again,withdraw,v36-100044,True,True
1299,109,Fay,protect boundary,guarded,herb ledger,memory:Fay:6,avatar reliability,say no,avatar asks again,withdraw,v36-849699,True,True
1300,109,Nia,protect boundary,settled,protect the clean signal pattern,memory:Nia:6,avatar respect,say no,avatar asks again,ignore request,v36-307990,True,True
1301,109,Milo,protect boundary,guarded,keep the path visible,memory:Milo:6,avatar reliability,say no,avatar asks again,withdraw,v36-078106,True,True
1302,109,Ivo,protect boundary,settled,keep the seeds dry,memory:Ivo:6,avatar reliability,say no,avatar asks again,ignore request,v36-987156,True,True
1303,109,Juno,protect boundary,guarded,finish the wire without sparks,memory:Juno:6,avatar respect,say no,avatar asks again,withdraw,v36-299210,True,True
