tick,day,avatar_x,avatar_y,avatar_room,entered_world,movement_command,collision_or_boundary,nearby_resident,visible_scene_changed,playable_input_bound
4220,235,755,404,fiber loft,True,east,clear path,Ari,True,True
4221,235,772,428,west hearth,True,west,clear path,Fay,True,True
4222,235,789,452,river gate,True,wait,clear path,Milo,True,True
4223,235,806,476,arrival court,True,click,clear path,Sera,True,True
4224,235,823,500,tool alcove,True,north,clear path,Tovan,True,True
4225,235,840,84,rain court,True,south,soft room boundary,Nia,True,True
4226,235,857,108,fiber loft,True,east,soft room boundary,Ari,True,True
4227,235,874,132,west hearth,True,west,clear path,Fay,True,True
4228,235,891,156,river gate,True,wait,clear path,Milo,True,True
4229,235,908,180,arrival court,True,click,clear path,Sera,True,True
4230,236,930,410,rain court,True,south,clear path,Tovan,True,True
4231,236,87,434,fiber loft,True,east,soft room boundary,Nia,True,True
4232,236,104,458,west hearth,True,west,soft room boundary,Ari,True,True
4233,236,121,482,river gate,True,wait,clear path,Fay,True,True
4234,236,138,506,arrival court,True,click,clear path,Milo,True,True
4235,236,155,90,tool alcove,True,north,soft room boundary,Sera,True,True
4236,236,172,114,rain court,True,south,clear path,Tovan,True,True
4237,236,189,138,fiber loft,True,east,clear path,Nia,True,True
4238,236,206,162,west hearth,True,west,clear path,Ari,True,True
4239,236,223,186,river gate,True,wait,clear path,Fay,True,True
4240,236,240,210,arrival court,True,click,clear path,Milo,True,True
4241,236,257,234,tool alcove,True,north,clear path,Sera,True,True
4242,236,274,258,rain court,True,south,clear path,Tovan,True,True
4243,236,291,282,fiber loft,True,east,clear path,Nia,True,True
4244,236,308,306,west hearth,True,west,clear path,Ari,True,True
4245,236,325,330,river gate,True,wait,clear path,Fay,True,True
4246,236,342,354,arrival court,True,click,clear path,Milo,True,True
4247,236,359,378,tool alcove,True,north,clear path,Sera,True,True
4248,237,381,168,fiber loft,True,east,clear path,Tovan,True,True
4249,237,398,192,west hearth,True,west,clear path,Nia,True,True
4250,237,415,216,river gate,True,wait,clear path,Ari,True,True
4251,237,432,240,arrival court,True,click,clear path,Fay,True,True
4252,237,449,264,tool alcove,True,north,clear path,Milo,True,True
4253,237,466,288,rain court,True,south,clear path,Sera,True,True
4254,237,483,312,fiber loft,True,east,clear path,Tovan,True,True
4255,237,500,336,west hearth,True,west,clear path,Nia,True,True
4256,237,517,360,river gate,True,wait,clear path,Ari,True,True
4257,237,534,384,arrival court,True,click,clear path,Fay,True,True
4258,237,551,408,tool alcove,True,north,clear path,Milo,True,True
4259,237,568,432,rain court,True,south,clear path,Sera,True,True
4260,237,585,456,fiber loft,True,east,clear path,Tovan,True,True
4261,237,602,480,west hearth,True,west,clear path,Nia,True,True
4262,237,619,504,river gate,True,wait,clear path,Ari,True,True
4263,237,636,88,arrival court,True,click,soft room boundary,Fay,True,True
4264,237,653,112,tool alcove,True,north,clear path,Milo,True,True
4265,237,670,136,rain court,True,south,clear path,Sera,True,True
4266,238,692,366,west hearth,True,west,clear path,Tovan,True,True
4267,238,709,390,river gate,True,wait,clear path,Nia,True,True
4268,238,726,414,arrival court,True,click,clear path,Ari,True,True
4269,238,743,438,tool alcove,True,north,clear path,Fay,True,True
4270,238,760,462,rain court,True,south,clear path,Milo,True,True
4271,238,777,486,fiber loft,True,east,clear path,Sera,True,True
4272,238,794,510,west hearth,True,west,clear path,Tovan,True,True
4273,238,811,94,river gate,True,wait,soft room boundary,Nia,True,True
4274,238,828,118,arrival court,True,click,clear path,Ari,True,True
4275,238,845,142,tool alcove,True,north,clear path,Fay,True,True
4276,238,862,166,rain court,True,south,clear path,Milo,True,True
4277,238,879,190,fiber loft,True,east,clear path,Sera,True,True
4278,238,896,214,west hearth,True,west,clear path,Tovan,True,True
4279,238,913,238,river gate,True,wait,clear path,Nia,True,True
4280,238,930,262,arrival court,True,click,clear path,Ari,True,True
4281,238,87,286,tool alcove,True,north,soft room boundary,Fay,True,True
4282,238,104,310,rain court,True,south,soft room boundary,Milo,True,True
4283,238,121,334,fiber loft,True,east,clear path,Sera,True,True
4284,239,143,124,river gate,True,wait,clear path,Tovan,True,True
4285,239,160,148,arrival court,True,click,clear path,Nia,True,True
4286,239,177,172,tool alcove,True,north,clear path,Ari,True,True
4287,239,194,196,rain court,True,south,clear path,Fay,True,True
4288,239,211,220,fiber loft,True,east,clear path,Milo,True,True
4289,239,228,244,west hearth,True,west,clear path,Sera,True,True
4290,239,245,268,river gate,True,wait,clear path,Tovan,True,True
4291,239,262,292,arrival court,True,click,clear path,Nia,True,True
4292,239,279,316,tool alcove,True,north,clear path,Ari,True,True
4293,239,296,340,rain court,True,south,clear path,Fay,True,True
4294,239,313,364,fiber loft,True,east,clear path,Milo,True,True
4295,239,330,388,west hearth,True,west,clear path,Sera,True,True
4296,239,347,412,river gate,True,wait,clear path,Tovan,True,True
4297,239,364,436,arrival court,True,click,clear path,Nia,True,True
4298,239,381,460,tool alcove,True,north,clear path,Ari,True,True
4299,239,398,484,rain court,True,south,clear path,Fay,True,True
4300,239,415,508,fiber loft,True,east,clear path,Milo,True,True
4301,239,432,92,west hearth,True,west,soft room boundary,Sera,True,True
4302,240,454,322,arrival court,True,click,clear path,Tovan,True,True
4303,240,471,346,tool alcove,True,north,clear path,Nia,True,True
4304,240,488,370,rain court,True,south,clear path,Ari,True,True
4305,240,505,394,fiber loft,True,east,clear path,Fay,True,True
4306,240,522,418,west hearth,True,west,clear path,Milo,True,True
4307,240,539,442,river gate,True,wait,clear path,Sera,True,True
4308,240,556,466,arrival court,True,click,clear path,Tovan,True,True
4309,240,573,490,tool alcove,True,north,clear path,Nia,True,True
4310,240,590,514,rain court,True,south,clear path,Ari,True,True
4311,240,607,98,fiber loft,True,east,soft room boundary,Fay,True,True
4312,240,624,122,west hearth,True,west,clear path,Milo,True,True
4313,240,641,146,river gate,True,wait,clear path,Sera,True,True
4314,240,658,170,arrival court,True,click,clear path,Tovan,True,True
4315,240,675,194,tool alcove,True,north,clear path,Nia,True,True
4316,240,692,218,rain court,True,south,clear path,Ari,True,True
4317,240,709,242,fiber loft,True,east,clear path,Fay,True,True
4318,240,726,266,west hearth,True,west,clear path,Milo,True,True
4319,240,743,290,river gate,True,wait,clear path,Sera,True,True
4320,241,765,80,tool alcove,True,north,soft room boundary,Tovan,True,True
4321,241,782,104,rain court,True,south,soft room boundary,Nia,True,True
4322,241,799,128,fiber loft,True,east,clear path,Ari,True,True
4323,241,816,152,west hearth,True,west,clear path,Fay,True,True
4324,241,833,176,river gate,True,wait,clear path,Milo,True,True
4325,241,850,200,arrival court,True,click,clear path,Sera,True,True
4326,241,867,224,tool alcove,True,north,clear path,Tovan,True,True
4327,241,884,248,rain court,True,south,clear path,Nia,True,True
4328,241,901,272,fiber loft,True,east,clear path,Ari,True,True
4329,241,918,296,west hearth,True,west,clear path,Fay,True,True
4330,241,935,320,river gate,True,wait,clear path,Milo,True,True
4331,241,92,344,arrival court,True,click,soft room boundary,Sera,True,True
4332,241,109,368,tool alcove,True,north,soft room boundary,Tovan,True,True
4333,241,126,392,rain court,True,south,clear path,Nia,True,True
4334,241,143,416,fiber loft,True,east,clear path,Ari,True,True
4335,241,160,440,west hearth,True,west,clear path,Fay,True,True
4336,241,177,464,river gate,True,wait,clear path,Milo,True,True
4337,241,194,488,arrival court,True,click,clear path,Sera,True,True
4338,242,216,278,rain court,True,south,clear path,Tovan,True,True
4339,242,233,302,fiber loft,True,east,clear path,Nia,True,True
4340,242,250,326,west hearth,True,west,clear path,Ari,True,True
4341,242,267,350,river gate,True,wait,clear path,Fay,True,True
4342,242,284,374,arrival court,True,click,clear path,Milo,True,True
4343,242,301,398,tool alcove,True,north,clear path,Sera,True,True
4344,242,318,422,rain court,True,south,clear path,Tovan,True,True
4345,242,335,446,fiber loft,True,east,clear path,Nia,True,True
4346,242,352,470,west hearth,True,west,clear path,Ari,True,True
4347,242,369,494,river gate,True,wait,clear path,Fay,True,True
4348,242,386,518,arrival court,True,click,clear path,Milo,True,True
4349,242,403,102,tool alcove,True,north,soft room boundary,Sera,True,True
4350,242,420,126,rain court,True,south,clear path,Tovan,True,True
4351,242,437,150,fiber loft,True,east,clear path,Nia,True,True
4352,242,454,174,west hearth,True,west,clear path,Ari,True,True
4353,242,471,198,river gate,True,wait,clear path,Fay,True,True
4354,242,488,222,arrival court,True,click,clear path,Milo,True,True
4355,242,505,246,tool alcove,True,north,clear path,Sera,True,True
4356,243,527,476,fiber loft,True,east,clear path,Tovan,True,True
4357,243,544,500,west hearth,True,west,clear path,Nia,True,True
4358,243,561,84,river gate,True,wait,soft room boundary,Ari,True,True
4359,243,578,108,arrival court,True,click,soft room boundary,Fay,True,True
4360,243,595,132,tool alcove,True,north,clear path,Milo,True,True
4361,243,612,156,rain court,True,south,clear path,Sera,True,True
4362,243,629,180,fiber loft,True,east,clear path,Tovan,True,True
4363,243,646,204,west hearth,True,west,clear path,Nia,True,True
4364,243,663,228,river gate,True,wait,clear path,Ari,True,True
4365,243,680,252,arrival court,True,click,clear path,Fay,True,True
4366,243,697,276,tool alcove,True,north,clear path,Milo,True,True
4367,243,714,300,rain court,True,south,clear path,Sera,True,True
4368,243,731,324,fiber loft,True,east,clear path,Tovan,True,True
4369,243,748,348,west hearth,True,west,clear path,Nia,True,True
4370,243,765,372,river gate,True,wait,clear path,Ari,True,True
4371,243,782,396,arrival court,True,click,clear path,Fay,True,True
4372,243,799,420,tool alcove,True,north,clear path,Milo,True,True
4373,243,816,444,rain court,True,south,clear path,Sera,True,True
4374,244,838,234,west hearth,True,west,clear path,Tovan,True,True
4375,244,855,258,river gate,True,wait,clear path,Nia,True,True
4376,244,872,282,arrival court,True,click,clear path,Ari,True,True
4377,244,889,306,tool alcove,True,north,clear path,Fay,True,True
4378,244,906,330,rain court,True,south,clear path,Milo,True,True
4379,244,923,354,fiber loft,True,east,clear path,Sera,True,True
4380,244,80,378,west hearth,True,west,soft room boundary,Tovan,True,True
4381,244,97,402,river gate,True,wait,soft room boundary,Nia,True,True
4382,244,114,426,arrival court,True,click,clear path,Ari,True,True
4383,244,131,450,tool alcove,True,north,clear path,Fay,True,True
4384,244,148,474,rain court,True,south,clear path,Milo,True,True
4385,244,165,498,fiber loft,True,east,clear path,Sera,True,True
4386,244,182,82,west hearth,True,west,soft room boundary,Tovan,True,True
4387,244,199,106,river gate,True,wait,soft room boundary,Nia,True,True
4388,244,216,130,arrival court,True,click,clear path,Ari,True,True
4389,244,233,154,tool alcove,True,north,clear path,Fay,True,True
4390,244,250,178,rain court,True,south,clear path,Milo,True,True
4391,244,267,202,fiber loft,True,east,clear path,Sera,True,True
4392,245,289,432,river gate,True,wait,clear path,Tovan,True,True
4393,245,306,456,arrival court,True,click,clear path,Nia,True,True
4394,245,323,480,tool alcove,True,north,clear path,Ari,True,True
4395,245,340,504,rain court,True,south,clear path,Fay,True,True
4396,245,357,88,fiber loft,True,east,soft room boundary,Milo,True,True
4397,245,374,112,west hearth,True,west,clear path,Sera,True,True
4398,245,391,136,river gate,True,wait,clear path,Tovan,True,True
4399,245,408,160,arrival court,True,click,clear path,Nia,True,True
4400,245,425,184,tool alcove,True,north,clear path,Ari,True,True
4401,245,442,208,rain court,True,south,clear path,Fay,True,True
4402,245,459,232,fiber loft,True,east,clear path,Milo,True,True
4403,245,476,256,west hearth,True,west,clear path,Sera,True,True
4404,245,493,280,river gate,True,wait,clear path,Tovan,True,True
4405,245,510,304,arrival court,True,click,clear path,Nia,True,True
4406,245,527,328,tool alcove,True,north,clear path,Ari,True,True
4407,245,544,352,rain court,True,south,clear path,Fay,True,True
4408,245,561,376,fiber loft,True,east,clear path,Milo,True,True
4409,245,578,400,west hearth,True,west,clear path,Sera,True,True
4410,246,600,190,arrival court,True,click,clear path,Tovan,True,True
4411,246,617,214,tool alcove,True,north,clear path,Nia,True,True
4412,246,634,238,rain court,True,south,clear path,Ari,True,True
4413,246,651,262,fiber loft,True,east,clear path,Fay,True,True
4414,246,668,286,west hearth,True,west,clear path,Milo,True,True
4415,246,685,310,river gate,True,wait,clear path,Sera,True,True
4416,246,702,334,arrival court,True,click,clear path,Tovan,True,True
4417,246,719,358,tool alcove,True,north,clear path,Nia,True,True
4418,246,736,382,rain court,True,south,clear path,Ari,True,True
4419,246,753,406,fiber loft,True,east,clear path,Fay,True,True
4420,246,770,430,west hearth,True,west,clear path,Milo,True,True
4421,246,787,454,river gate,True,wait,clear path,Sera,True,True
4422,246,804,478,arrival court,True,click,clear path,Tovan,True,True
4423,246,821,502,tool alcove,True,north,clear path,Nia,True,True
4424,246,838,86,rain court,True,south,soft room boundary,Ari,True,True
4425,246,855,110,fiber loft,True,east,clear path,Fay,True,True
4426,246,872,134,west hearth,True,west,clear path,Milo,True,True
4427,246,889,158,river gate,True,wait,clear path,Sera,True,True
4428,247,911,388,tool alcove,True,north,clear path,Tovan,True,True
4429,247,928,412,rain court,True,south,clear path,Nia,True,True
4430,247,85,436,fiber loft,True,east,soft room boundary,Ari,True,True
4431,247,102,460,west hearth,True,west,soft room boundary,Fay,True,True
4432,247,119,484,river gate,True,wait,clear path,Milo,True,True
4433,247,136,508,arrival court,True,click,clear path,Sera,True,True
4434,247,153,92,tool alcove,True,north,soft room boundary,Tovan,True,True
4435,247,170,116,rain court,True,south,clear path,Nia,True,True
4436,247,187,140,fiber loft,True,east,clear path,Ari,True,True
4437,247,204,164,west hearth,True,west,clear path,Fay,True,True
4438,247,221,188,river gate,True,wait,clear path,Milo,True,True
4439,247,238,212,arrival court,True,click,clear path,Sera,True,True
4440,247,255,236,tool alcove,True,north,clear path,Tovan,True,True
4441,247,272,260,rain court,True,south,clear path,Nia,True,True
4442,247,289,284,fiber loft,True,east,clear path,Ari,True,True
4443,247,306,308,west hearth,True,west,clear path,Fay,True,True
4444,247,323,332,river gate,True,wait,clear path,Milo,True,True
4445,247,340,356,arrival court,True,click,clear path,Sera,True,True
4446,248,362,146,rain court,True,south,clear path,Tovan,True,True
4447,248,379,170,fiber loft,True,east,clear path,Nia,True,True
4448,248,396,194,west hearth,True,west,clear path,Ari,True,True
4449,248,413,218,river gate,True,wait,clear path,Fay,True,True
4450,248,430,242,arrival court,True,click,clear path,Milo,True,True
4451,248,447,266,tool alcove,True,north,clear path,Sera,True,True
4452,248,464,290,rain court,True,south,clear path,Tovan,True,True
4453,248,481,314,fiber loft,True,east,clear path,Nia,True,True
4454,248,498,338,west hearth,True,west,clear path,Ari,True,True
4455,248,515,362,river gate,True,wait,clear path,Fay,True,True
4456,248,532,386,arrival court,True,click,clear path,Milo,True,True
4457,248,549,410,tool alcove,True,north,clear path,Sera,True,True
4458,248,566,434,rain court,True,south,clear path,Tovan,True,True
4459,248,583,458,fiber loft,True,east,clear path,Nia,True,True
4460,248,600,482,west hearth,True,west,clear path,Ari,True,True
4461,248,617,506,river gate,True,wait,clear path,Fay,True,True
4462,248,634,90,arrival court,True,click,soft room boundary,Milo,True,True
4463,248,651,114,tool alcove,True,north,clear path,Sera,True,True
4464,249,673,344,fiber loft,True,east,clear path,Tovan,True,True
4465,249,690,368,west hearth,True,west,clear path,Nia,True,True
4466,249,707,392,river gate,True,wait,clear path,Ari,True,True
4467,249,724,416,arrival court,True,click,clear path,Fay,True,True
4468,249,741,440,tool alcove,True,north,clear path,Milo,True,True
4469,249,758,464,rain court,True,south,clear path,Sera,True,True
4470,249,775,488,fiber loft,True,east,clear path,Tovan,True,True
4471,249,792,512,west hearth,True,west,clear path,Nia,True,True
4472,249,809,96,river gate,True,wait,soft room boundary,Ari,True,True
4473,249,826,120,arrival court,True,click,clear path,Fay,True,True
4474,249,843,144,tool alcove,True,north,clear path,Milo,True,True
4475,249,860,168,rain court,True,south,clear path,Sera,True,True
4476,249,877,192,fiber loft,True,east,clear path,Tovan,True,True
4477,249,894,216,west hearth,True,west,clear path,Nia,True,True
4478,249,911,240,river gate,True,wait,clear path,Ari,True,True
4479,249,928,264,arrival court,True,click,clear path,Fay,True,True
4480,249,85,288,tool alcove,True,north,soft room boundary,Milo,True,True
4481,249,102,312,rain court,True,south,soft room boundary,Sera,True,True
4482,250,124,102,west hearth,True,west,soft room boundary,Tovan,True,True
4483,250,141,126,river gate,True,wait,clear path,Nia,True,True
4484,250,158,150,arrival court,True,click,clear path,Ari,True,True
4485,250,175,174,tool alcove,True,north,clear path,Fay,True,True
4486,250,192,198,rain court,True,south,clear path,Milo,True,True
4487,250,209,222,fiber loft,True,east,clear path,Sera,True,True
4488,250,226,246,west hearth,True,west,clear path,Tovan,True,True
4489,250,243,270,river gate,True,wait,clear path,Nia,True,True
4490,250,260,294,arrival court,True,click,clear path,Ari,True,True
4491,250,277,318,tool alcove,True,north,clear path,Fay,True,True
4492,250,294,342,rain court,True,south,clear path,Milo,True,True
4493,250,311,366,fiber loft,True,east,clear path,Sera,True,True
4494,250,328,390,west hearth,True,west,clear path,Tovan,True,True
4495,250,345,414,river gate,True,wait,clear path,Nia,True,True
4496,250,362,438,arrival court,True,click,clear path,Ari,True,True
4497,250,379,462,tool alcove,True,north,clear path,Fay,True,True
4498,250,396,486,rain court,True,south,clear path,Milo,True,True
4499,250,413,510,fiber loft,True,east,clear path,Sera,True,True
4500,251,435,300,river gate,True,wait,clear path,Tovan,True,True
4501,251,452,324,arrival court,True,click,clear path,Nia,True,True
4502,251,469,348,tool alcove,True,north,clear path,Ari,True,True
4503,251,486,372,rain court,True,south,clear path,Fay,True,True
4504,251,503,396,fiber loft,True,east,clear path,Milo,True,True
4505,251,520,420,west hearth,True,west,clear path,Sera,True,True
4506,251,537,444,river gate,True,wait,clear path,Tovan,True,True
4507,251,554,468,arrival court,True,click,clear path,Nia,True,True
4508,251,571,492,tool alcove,True,north,clear path,Ari,True,True
4509,251,588,516,rain court,True,south,clear path,Fay,True,True
4510,251,605,100,fiber loft,True,east,soft room boundary,Milo,True,True
4511,251,622,124,west hearth,True,west,clear path,Sera,True,True
4512,251,639,148,river gate,True,wait,clear path,Tovan,True,True
4513,251,656,172,arrival court,True,click,clear path,Nia,True,True
4514,251,673,196,tool alcove,True,north,clear path,Ari,True,True
4515,251,690,220,rain court,True,south,clear path,Fay,True,True
4516,251,707,244,fiber loft,True,east,clear path,Milo,True,True
4517,251,724,268,west hearth,True,west,clear path,Sera,True,True
4518,252,746,498,arrival court,True,click,clear path,Tovan,True,True
4519,252,763,82,tool alcove,True,north,soft room boundary,Nia,True,True
4520,252,780,106,rain court,True,south,soft room boundary,Ari,True,True
4521,252,797,130,fiber loft,True,east,clear path,Fay,True,True
4522,252,814,154,west hearth,True,west,clear path,Milo,True,True
4523,252,831,178,river gate,True,wait,clear path,Sera,True,True
4524,252,848,202,arrival court,True,click,clear path,Tovan,True,True
4525,252,865,226,tool alcove,True,north,clear path,Nia,True,True
4526,252,882,250,rain court,True,south,clear path,Ari,True,True
4527,252,899,274,fiber loft,True,east,clear path,Fay,True,True
4528,252,916,298,west hearth,True,west,clear path,Milo,True,True
4529,252,933,322,river gate,True,wait,clear path,Sera,True,True
4530,252,90,346,arrival court,True,click,soft room boundary,Tovan,True,True
4531,252,107,370,tool alcove,True,north,soft room boundary,Nia,True,True
4532,252,124,394,rain court,True,south,clear path,Ari,True,True
4533,252,141,418,fiber loft,True,east,clear path,Fay,True,True
4534,252,158,442,west hearth,True,west,clear path,Milo,True,True
4535,252,175,466,river gate,True,wait,clear path,Sera,True,True
4536,253,197,256,tool alcove,True,north,clear path,Tovan,True,True
4537,253,214,280,rain court,True,south,clear path,Nia,True,True
4538,253,231,304,fiber loft,True,east,clear path,Ari,True,True
4539,253,248,328,west hearth,True,west,clear path,Fay,True,True
4540,253,265,352,river gate,True,wait,clear path,Milo,True,True
4541,253,282,376,arrival court,True,click,clear path,Sera,True,True
4542,253,299,400,tool alcove,True,north,clear path,Tovan,True,True
4543,253,316,424,rain court,True,south,clear path,Nia,True,True
4544,253,333,448,fiber loft,True,east,clear path,Ari,True,True
4545,253,350,472,west hearth,True,west,clear path,Fay,True,True
4546,253,367,496,river gate,True,wait,clear path,Milo,True,True
4547,253,384,80,arrival court,True,click,soft room boundary,Sera,True,True
4548,253,401,104,tool alcove,True,north,soft room boundary,Tovan,True,True
4549,253,418,128,rain court,True,south,clear path,Nia,True,True
4550,253,435,152,fiber loft,True,east,clear path,Ari,True,True
4551,253,452,176,west hearth,True,west,clear path,Fay,True,True
4552,253,469,200,river gate,True,wait,clear path,Milo,True,True
4553,253,486,224,arrival court,True,click,clear path,Sera,True,True
4554,254,508,454,rain court,True,south,clear path,Tovan,True,True
4555,254,525,478,fiber loft,True,east,clear path,Nia,True,True
4556,254,542,502,west hearth,True,west,clear path,Ari,True,True
4557,254,559,86,river gate,True,wait,soft room boundary,Fay,True,True
4558,254,576,110,arrival court,True,click,clear path,Milo,True,True
4559,254,593,134,tool alcove,True,north,clear path,Sera,True,True
4560,254,610,158,rain court,True,south,clear path,Tovan,True,True
4561,254,627,182,fiber loft,True,east,clear path,Nia,True,True
4562,254,644,206,west hearth,True,west,clear path,Ari,True,True
4563,254,661,230,river gate,True,wait,clear path,Fay,True,True
4564,254,678,254,arrival court,True,click,clear path,Milo,True,True
4565,254,695,278,tool alcove,True,north,clear path,Sera,True,True
4566,254,712,302,rain court,True,south,clear path,Tovan,True,True
4567,254,729,326,fiber loft,True,east,clear path,Nia,True,True
4568,254,746,350,west hearth,True,west,clear path,Ari,True,True
4569,254,763,374,river gate,True,wait,clear path,Fay,True,True
4570,254,780,398,arrival court,True,click,clear path,Milo,True,True
4571,254,797,422,tool alcove,True,north,clear path,Sera,True,True
4572,255,819,212,fiber loft,True,east,clear path,Tovan,True,True
4573,255,836,236,west hearth,True,west,clear path,Nia,True,True
4574,255,853,260,river gate,True,wait,clear path,Ari,True,True
4575,255,870,284,arrival court,True,click,clear path,Fay,True,True
4576,255,887,308,tool alcove,True,north,clear path,Milo,True,True
4577,255,904,332,rain court,True,south,clear path,Sera,True,True
4578,255,921,356,fiber loft,True,east,clear path,Tovan,True,True
4579,255,938,380,west hearth,True,west,clear path,Nia,True,True
4580,255,95,404,river gate,True,wait,soft room boundary,Ari,True,True
4581,255,112,428,arrival court,True,click,clear path,Fay,True,True
4582,255,129,452,tool alcove,True,north,clear path,Milo,True,True
4583,255,146,476,rain court,True,south,clear path,Sera,True,True
4584,255,163,500,fiber loft,True,east,clear path,Tovan,True,True
4585,255,180,84,west hearth,True,west,soft room boundary,Nia,True,True
4586,255,197,108,river gate,True,wait,soft room boundary,Ari,True,True
4587,255,214,132,arrival court,True,click,clear path,Fay,True,True
4588,255,231,156,tool alcove,True,north,clear path,Milo,True,True
4589,255,248,180,rain court,True,south,clear path,Sera,True,True
4590,256,270,410,west hearth,True,west,clear path,Tovan,True,True
4591,256,287,434,river gate,True,wait,clear path,Nia,True,True
4592,256,304,458,arrival court,True,click,clear path,Ari,True,True
4593,256,321,482,tool alcove,True,north,clear path,Fay,True,True
4594,256,338,506,rain court,True,south,clear path,Milo,True,True
4595,256,355,90,fiber loft,True,east,soft room boundary,Sera,True,True
4596,256,372,114,west hearth,True,west,clear path,Tovan,True,True
4597,256,389,138,river gate,True,wait,clear path,Nia,True,True
4598,256,406,162,arrival court,True,click,clear path,Ari,True,True
4599,256,423,186,tool alcove,True,north,clear path,Fay,True,True
4600,256,440,210,rain court,True,south,clear path,Milo,True,True
4601,256,457,234,fiber loft,True,east,clear path,Sera,True,True
4602,256,474,258,west hearth,True,west,clear path,Tovan,True,True
4603,256,491,282,river gate,True,wait,clear path,Nia,True,True
4604,256,508,306,arrival court,True,click,clear path,Ari,True,True
4605,256,525,330,tool alcove,True,north,clear path,Fay,True,True
4606,256,542,354,rain court,True,south,clear path,Milo,True,True
4607,256,559,378,fiber loft,True,east,clear path,Sera,True,True
4608,257,581,168,river gate,True,wait,clear path,Tovan,True,True
4609,257,598,192,arrival court,True,click,clear path,Nia,True,True
4610,257,615,216,tool alcove,True,north,clear path,Ari,True,True
4611,257,632,240,rain court,True,south,clear path,Fay,True,True
4612,257,649,264,fiber loft,True,east,clear path,Milo,True,True
4613,257,666,288,west hearth,True,west,clear path,Sera,True,True
4614,257,683,312,river gate,True,wait,clear path,Tovan,True,True
4615,257,700,336,arrival court,True,click,clear path,Nia,True,True
4616,257,717,360,tool alcove,True,north,clear path,Ari,True,True
4617,257,734,384,rain court,True,south,clear path,Fay,True,True
4618,257,751,408,fiber loft,True,east,clear path,Milo,True,True
4619,257,768,432,west hearth,True,west,clear path,Sera,True,True
4620,257,785,456,river gate,True,wait,clear path,Tovan,True,True
4621,257,802,480,arrival court,True,click,clear path,Nia,True,True
4622,257,819,504,tool alcove,True,north,clear path,Ari,True,True
4623,257,836,88,rain court,True,south,soft room boundary,Fay,True,True
4624,257,853,112,fiber loft,True,east,clear path,Milo,True,True
4625,257,870,136,west hearth,True,west,clear path,Sera,True,True
4626,258,892,366,arrival court,True,click,clear path,Tovan,True,True
4627,258,909,390,tool alcove,True,north,clear path,Nia,True,True
4628,258,926,414,rain court,True,south,clear path,Ari,True,True
4629,258,83,438,fiber loft,True,east,soft room boundary,Fay,True,True
4630,258,100,462,west hearth,True,west,soft room boundary,Milo,True,True
4631,258,117,486,river gate,True,wait,clear path,Sera,True,True
4632,258,134,510,arrival court,True,click,clear path,Tovan,True,True
4633,258,151,94,tool alcove,True,north,soft room boundary,Nia,True,True
4634,258,168,118,rain court,True,south,clear path,Ari,True,True
4635,258,185,142,fiber loft,True,east,clear path,Fay,True,True
4636,258,202,166,west hearth,True,west,clear path,Milo,True,True
4637,258,219,190,river gate,True,wait,clear path,Sera,True,True
4638,258,236,214,arrival court,True,click,clear path,Tovan,True,True
4639,258,253,238,tool alcove,True,north,clear path,Nia,True,True
4640,258,270,262,rain court,True,south,clear path,Ari,True,True
4641,258,287,286,fiber loft,True,east,clear path,Fay,True,True
4642,258,304,310,west hearth,True,west,clear path,Milo,True,True
4643,258,321,334,river gate,True,wait,clear path,Sera,True,True
4644,259,343,124,tool alcove,True,north,clear path,Tovan,True,True
4645,259,360,148,rain court,True,south,clear path,Nia,True,True
4646,259,377,172,fiber loft,True,east,clear path,Ari,True,True
4647,259,394,196,west hearth,True,west,clear path,Fay,True,True
4648,259,411,220,river gate,True,wait,clear path,Milo,True,True
4649,259,428,244,arrival court,True,click,clear path,Sera,True,True
4650,259,445,268,tool alcove,True,north,clear path,Tovan,True,True
4651,259,462,292,rain court,True,south,clear path,Nia,True,True
4652,259,479,316,fiber loft,True,east,clear path,Ari,True,True
4653,259,496,340,west hearth,True,west,clear path,Fay,True,True
4654,259,513,364,river gate,True,wait,clear path,Milo,True,True
4655,259,530,388,arrival court,True,click,clear path,Sera,True,True
4656,259,547,412,tool alcove,True,north,clear path,Tovan,True,True
4657,259,564,436,rain court,True,south,clear path,Nia,True,True
4658,259,581,460,fiber loft,True,east,clear path,Ari,True,True
4659,259,598,484,west hearth,True,west,clear path,Fay,True,True
4660,259,615,508,river gate,True,wait,clear path,Milo,True,True
4661,259,632,92,arrival court,True,click,soft room boundary,Sera,True,True
4662,260,654,322,rain court,True,south,clear path,Tovan,True,True
4663,260,671,346,fiber loft,True,east,clear path,Nia,True,True
4664,260,688,370,west hearth,True,west,clear path,Ari,True,True
4665,260,705,394,river gate,True,wait,clear path,Fay,True,True
4666,260,722,418,arrival court,True,click,clear path,Milo,True,True
4667,260,739,442,tool alcove,True,north,clear path,Sera,True,True
4668,260,756,466,rain court,True,south,clear path,Tovan,True,True
4669,260,773,490,fiber loft,True,east,clear path,Nia,True,True
4670,260,790,514,west hearth,True,west,clear path,Ari,True,True
4671,260,807,98,river gate,True,wait,soft room boundary,Fay,True,True
4672,260,824,122,arrival court,True,click,clear path,Milo,True,True
4673,260,841,146,tool alcove,True,north,clear path,Sera,True,True
