tick_id,day,tick,project_id,subproject_id,assignee,delegated_by,role,dependency,dependency_ready,progress_before,progress_delta,progress_after,accepted,blocked_reason,visible_status
527,27,7,greenhouse_heat_loop,plant_bed,Fay,Fay,Fay owns plant_bed,none,True,0.6908,0.044,0.7348,True,none,delegated progress
528,27,8,flood_bridge_market_route,survey_piers,Nia,Ari,Nia owns survey_piers,none,True,0.93192,0.0,0.93192,True,material priority lost,blocked: material priority lost
529,27,9,archive_public_kiosk,weather_copy,Fay,Nia,Fay owns weather_copy,sort_index,True,0.272844,0.0,0.272844,True,workshop over capacity,blocked: workshop over capacity
530,27,10,dusk_signal_court,stake_posts,Ari,Milo,Ari owns stake_posts,none,True,0.56992,0.026,0.59592,True,none,delegated progress
531,27,11,greenhouse_heat_loop,plant_bed,Fay,Fay,Fay owns plant_bed,none,True,0.7348,0.044,0.7788,True,none,material conflict: greenhouse_heat_loop priority
532,27,12,flood_bridge_market_route,survey_piers,Nia,Ari,Nia owns survey_piers,none,True,0.93192,0.044,0.97592,True,none,delegated progress
533,27,13,archive_public_kiosk,weather_copy,Fay,Nia,Fay owns weather_copy,sort_index,True,0.272844,0.015777,0.288621,True,none,material conflict: archive_public_kiosk priority
534,27,14,dusk_signal_court,stake_posts,Ari,Milo,Ari owns stake_posts,none,True,0.59592,0.026,0.62192,True,none,material conflict: dusk_signal_court priority
535,27,15,greenhouse_heat_loop,plant_bed,Fay,Fay,Fay owns plant_bed,none,True,0.7788,0.0,0.7788,False,delegate asks for clearer terms,blocked: delegate asks for clearer terms
536,27,16,flood_bridge_market_route,survey_piers,Nia,Ari,Nia owns survey_piers,none,True,0.97592,0.02408,1.0,True,none,material conflict: flood_bridge_market_route priority
537,27,17,archive_public_kiosk,weather_copy,Fay,Nia,Fay owns weather_copy,sort_index,True,0.288621,0.026,0.314621,True,none,delegated progress
538,27,18,dusk_signal_court,stake_posts,Ari,Milo,Ari owns stake_posts,none,True,0.62192,0.026,0.64792,True,none,material conflict: dusk_signal_court priority
539,27,19,greenhouse_heat_loop,plant_bed,Fay,Fay,Fay owns plant_bed,none,True,0.7788,0.044,0.8228,True,none,delegated progress
540,28,0,flood_bridge_market_route,cut_planks,Ari,Ari,Ari owns cut_planks,survey_piers,True,0.29032,0.0,0.29032,False,delegate asks for clearer terms,blocked: delegate asks for clearer terms
541,28,1,archive_public_kiosk,lamp_mount,Milo,Nia,Milo owns lamp_mount,build_frame,True,0.352,0.0,0.352,True,material priority lost,blocked: material priority lost
542,28,2,dusk_signal_court,string_wire,Milo,Milo,Milo owns string_wire,stake_posts,True,0.32,0.032,0.352,True,none,delegated progress
543,28,3,greenhouse_heat_loop,index_care,Nia,Fay,Nia owns index_care,plant_bed,True,0.512,0.0,0.512,True,material priority lost,blocked: material priority lost
544,28,4,flood_bridge_market_route,cut_planks,Ari,Ari,Ari owns cut_planks,survey_piers,True,0.29032,0.038,0.32832,True,none,delegated progress
545,28,5,archive_public_kiosk,lamp_mount,Milo,Nia,Milo owns lamp_mount,build_frame,True,0.352,0.044,0.396,True,none,delegated progress
546,28,6,dusk_signal_court,string_wire,Milo,Milo,Milo owns string_wire,stake_posts,True,0.352,0.032,0.384,True,none,material conflict: dusk_signal_court priority
547,28,7,greenhouse_heat_loop,index_care,Nia,Fay,Nia owns index_care,plant_bed,True,0.512,0.032,0.544,True,none,delegated progress
548,28,8,flood_bridge_market_route,cut_planks,Ari,Ari,Ari owns cut_planks,survey_piers,True,0.32832,0.0,0.32832,True,workshop over capacity,blocked: workshop over capacity
549,28,9,archive_public_kiosk,lamp_mount,Milo,Nia,Milo owns lamp_mount,build_frame,True,0.396,0.044,0.44,True,none,delegated progress
550,28,10,dusk_signal_court,string_wire,Milo,Milo,Milo owns string_wire,stake_posts,True,0.384,0.0,0.384,False,delegate asks for clearer terms,blocked: delegate asks for clearer terms
551,28,11,greenhouse_heat_loop,index_care,Nia,Fay,Nia owns index_care,plant_bed,True,0.544,0.032,0.576,True,none,delegated progress
552,28,12,flood_bridge_market_route,cut_planks,Ari,Ari,Ari owns cut_planks,survey_piers,True,0.32832,0.038,0.36632,True,none,delegated progress
553,28,13,archive_public_kiosk,lamp_mount,Milo,Nia,Milo owns lamp_mount,build_frame,True,0.44,0.044,0.484,True,none,material conflict: archive_public_kiosk priority
554,28,14,dusk_signal_court,string_wire,Milo,Milo,Milo owns string_wire,stake_posts,True,0.384,0.032,0.416,True,none,delegated progress
555,28,15,greenhouse_heat_loop,index_care,Nia,Fay,Nia owns index_care,plant_bed,True,0.576,0.0,0.576,False,delegate asks for clearer terms,blocked: delegate asks for clearer terms
556,28,16,flood_bridge_market_route,cut_planks,Ari,Ari,Ari owns cut_planks,survey_piers,True,0.36632,0.038,0.40432,True,none,delegated progress
557,28,17,archive_public_kiosk,lamp_mount,Milo,Nia,Milo owns lamp_mount,build_frame,True,0.484,0.044,0.528,True,none,delegated progress
558,28,18,dusk_signal_court,string_wire,Milo,Milo,Milo owns string_wire,stake_posts,True,0.416,0.032,0.448,True,none,material conflict: dusk_signal_court priority
559,28,19,greenhouse_heat_loop,index_care,Nia,Fay,Nia owns index_care,plant_bed,True,0.576,0.032,0.608,True,none,delegated progress
560,29,0,flood_bridge_market_route,seal_joints,Fay,Ari,Fay owns seal_joints,cut_planks,True,0.0,0.0,0.0,True,material priority lost,blocked: material priority lost
561,29,1,archive_public_kiosk,sort_index,Nia,Nia,Nia owns sort_index,none,True,0.92248,0.026,0.94848,True,none,material conflict: archive_public_kiosk priority
562,29,2,dusk_signal_court,signal_code,Nia,Milo,Nia owns signal_code,string_wire,True,0.342,0.038,0.38,True,none,outcome changed routine
563,29,3,greenhouse_heat_loop,fit_glass,Ari,Fay,Ari owns fit_glass,none,True,1.0,0.0,1.0,True,none,material conflict: greenhouse_heat_loop priority
564,29,4,flood_bridge_market_route,seal_joints,Fay,Ari,Fay owns seal_joints,cut_planks,True,0.0,0.026,0.026,True,none,delegated progress
565,29,5,archive_public_kiosk,sort_index,Nia,Nia,Nia owns sort_index,none,True,0.94848,0.0,0.94848,False,delegate asks for clearer terms,blocked: delegate asks for clearer terms
566,29,6,dusk_signal_court,signal_code,Nia,Milo,Nia owns signal_code,string_wire,True,0.38,0.038,0.418,True,none,material conflict: dusk_signal_court priority
567,29,7,greenhouse_heat_loop,fit_glass,Ari,Fay,Ari owns fit_glass,none,True,1.0,0.0,1.0,True,workshop over capacity,blocked: workshop over capacity
568,29,8,flood_bridge_market_route,seal_joints,Fay,Ari,Fay owns seal_joints,cut_planks,True,0.026,0.026,0.052,True,none,material conflict: flood_bridge_market_route priority
569,29,9,archive_public_kiosk,sort_index,Nia,Nia,Nia owns sort_index,none,True,0.94848,0.026,0.97448,True,none,delegated progress
570,29,10,dusk_signal_court,signal_code,Nia,Milo,Nia owns signal_code,string_wire,True,0.418,0.038,0.456,True,none,material conflict: dusk_signal_court priority
571,29,11,greenhouse_heat_loop,fit_glass,Ari,Fay,Ari owns fit_glass,none,True,1.0,0.0,1.0,True,none,delegated progress
572,29,12,flood_bridge_market_route,seal_joints,Fay,Ari,Fay owns seal_joints,cut_planks,True,0.052,0.026,0.078,True,none,material conflict: flood_bridge_market_route priority
573,29,13,archive_public_kiosk,sort_index,Nia,Nia,Nia owns sort_index,none,True,0.97448,0.02552,1.0,True,none,material conflict: archive_public_kiosk priority
574,29,14,dusk_signal_court,signal_code,Nia,Milo,Nia owns signal_code,string_wire,True,0.456,0.038,0.494,True,none,delegated progress
575,29,15,greenhouse_heat_loop,fit_glass,Ari,Fay,Ari owns fit_glass,none,True,1.0,0.0,1.0,True,none,material conflict: greenhouse_heat_loop priority
576,29,16,flood_bridge_market_route,seal_joints,Fay,Ari,Fay owns seal_joints,cut_planks,True,0.078,0.026,0.104,True,none,delegated progress
577,29,17,archive_public_kiosk,sort_index,Nia,Nia,Nia owns sort_index,none,True,1.0,0.0,1.0,True,none,material conflict: archive_public_kiosk priority
578,29,18,dusk_signal_court,signal_code,Nia,Milo,Nia owns signal_code,string_wire,True,0.494,0.0,0.494,True,material priority lost,blocked: material priority lost
579,29,19,greenhouse_heat_loop,fit_glass,Ari,Fay,Ari owns fit_glass,none,True,1.0,0.0,1.0,True,workshop over capacity,blocked: workshop over capacity
580,30,0,archive_public_kiosk,sort_index,Nia,Nia,Nia owns sort_index,none,True,1.0,0.0,1.0,False,delegate asks for clearer terms,blocked: delegate asks for clearer terms
581,30,1,dusk_signal_court,signal_code,Nia,Milo,Nia owns signal_code,string_wire,True,0.494,0.038,0.532,True,none,delegated progress
582,30,2,greenhouse_heat_loop,fit_glass,Ari,Fay,Ari owns fit_glass,none,True,1.0,0.0,1.0,True,workshop over capacity,blocked: workshop over capacity
583,30,3,flood_bridge_market_route,seal_joints,Fay,Ari,Fay owns seal_joints,cut_planks,True,0.104,0.026,0.13,True,none,delegated progress
584,30,4,archive_public_kiosk,sort_index,Nia,Nia,Nia owns sort_index,none,True,1.0,0.0,1.0,True,none,material conflict: archive_public_kiosk priority
585,30,5,dusk_signal_court,signal_code,Nia,Milo,Nia owns signal_code,string_wire,True,0.532,0.038,0.57,True,none,material conflict: dusk_signal_court priority
586,30,6,greenhouse_heat_loop,fit_glass,Ari,Fay,Ari owns fit_glass,none,True,1.0,0.0,1.0,True,none,material conflict: greenhouse_heat_loop priority
587,30,7,flood_bridge_market_route,seal_joints,Fay,Ari,Fay owns seal_joints,cut_planks,True,0.13,0.026,0.156,True,none,material conflict: flood_bridge_market_route priority
588,30,8,archive_public_kiosk,sort_index,Nia,Nia,Nia owns sort_index,none,True,1.0,0.0,1.0,True,none,delegated progress
589,30,9,dusk_signal_court,signal_code,Nia,Milo,Nia owns signal_code,string_wire,True,0.57,0.038,0.608,True,none,material conflict: dusk_signal_court priority
590,30,10,greenhouse_heat_loop,fit_glass,Ari,Fay,Ari owns fit_glass,none,True,1.0,0.0,1.0,True,none,delegated progress
591,30,11,flood_bridge_market_route,seal_joints,Fay,Ari,Fay owns seal_joints,cut_planks,True,0.156,0.026,0.182,True,none,material conflict: flood_bridge_market_route priority
592,30,12,archive_public_kiosk,sort_index,Nia,Nia,Nia owns sort_index,none,True,1.0,0.0,1.0,False,delegate asks for clearer terms,blocked: delegate asks for clearer terms
593,30,13,dusk_signal_court,signal_code,Nia,Milo,Nia owns signal_code,string_wire,True,0.608,0.038,0.646,True,none,delegated progress
594,30,14,greenhouse_heat_loop,fit_glass,Ari,Fay,Ari owns fit_glass,none,True,1.0,0.0,1.0,True,workshop over capacity,blocked: workshop over capacity
595,30,15,flood_bridge_market_route,seal_joints,Fay,Ari,Fay owns seal_joints,cut_planks,True,0.182,0.026,0.208,True,none,delegated progress
596,30,16,archive_public_kiosk,sort_index,Nia,Nia,Nia owns sort_index,none,True,1.0,0.0,1.0,True,none,material conflict: archive_public_kiosk priority
597,30,17,dusk_signal_court,signal_code,Nia,Milo,Nia owns signal_code,string_wire,True,0.646,0.038,0.684,True,none,material conflict: dusk_signal_court priority
598,30,18,greenhouse_heat_loop,fit_glass,Ari,Fay,Ari owns fit_glass,none,True,1.0,0.0,1.0,True,none,material conflict: greenhouse_heat_loop priority
599,30,19,flood_bridge_market_route,seal_joints,Fay,Ari,Fay owns seal_joints,cut_planks,True,0.208,0.026,0.234,True,none,material conflict: flood_bridge_market_route priority
600,31,0,archive_public_kiosk,build_frame,Ari,Nia,Ari owns build_frame,sort_index,True,0.69084,0.038,0.72884,True,none,delegated progress
601,31,1,dusk_signal_court,comfort_corner,Fay,Milo,Fay owns comfort_corner,stake_posts,True,0.389378,0.038,0.427378,True,none,delegated progress
602,31,2,greenhouse_heat_loop,coil_pipe,Milo,Fay,Milo owns coil_pipe,fit_glass,True,0.7106,0.038,0.7486,True,none,delegated progress
603,31,3,flood_bridge_market_route,lamp_markers,Milo,Ari,Milo owns lamp_markers,seal_joints,False,0.0,0.0,0.0,True,dependency not ready,blocked: dependency not ready
604,31,4,archive_public_kiosk,build_frame,Ari,Nia,Ari owns build_frame,sort_index,True,0.72884,0.02812,0.75696,True,none,material conflict: archive_public_kiosk priority
605,31,5,dusk_signal_court,comfort_corner,Fay,Milo,Fay owns comfort_corner,stake_posts,True,0.427378,0.038,0.465378,True,none,delegated progress
606,31,6,greenhouse_heat_loop,coil_pipe,Milo,Fay,Milo owns coil_pipe,fit_glass,True,0.7486,0.02812,0.77672,True,none,material conflict: greenhouse_heat_loop priority
607,31,7,flood_bridge_market_route,lamp_markers,Milo,Ari,Milo owns lamp_markers,seal_joints,False,0.0,0.0,0.0,True,dependency not ready,blocked: dependency not ready
608,31,8,archive_public_kiosk,build_frame,Ari,Nia,Ari owns build_frame,sort_index,True,0.75696,0.038,0.79496,True,none,delegated progress
609,31,9,dusk_signal_court,comfort_corner,Fay,Milo,Fay owns comfort_corner,stake_posts,True,0.465378,0.0,0.465378,True,workshop over capacity,blocked: workshop over capacity
610,31,10,greenhouse_heat_loop,coil_pipe,Milo,Fay,Milo owns coil_pipe,fit_glass,True,0.77672,0.038,0.81472,True,none,delegated progress
611,31,11,flood_bridge_market_route,lamp_markers,Milo,Ari,Milo owns lamp_markers,seal_joints,False,0.0,0.0,0.0,True,dependency not ready,blocked: dependency not ready
612,31,12,archive_public_kiosk,build_frame,Ari,Nia,Ari owns build_frame,sort_index,True,0.79496,0.038,0.83296,True,none,delegated progress
613,31,13,dusk_signal_court,comfort_corner,Fay,Milo,Fay owns comfort_corner,stake_posts,True,0.465378,0.038,0.503378,True,none,delegated progress
614,31,14,greenhouse_heat_loop,coil_pipe,Milo,Fay,Milo owns coil_pipe,fit_glass,True,0.81472,0.038,0.85272,True,none,delegated progress
615,31,15,flood_bridge_market_route,lamp_markers,Milo,Ari,Milo owns lamp_markers,seal_joints,False,0.0,0.0,0.0,True,dependency not ready,blocked: dependency not ready
616,31,16,archive_public_kiosk,build_frame,Ari,Nia,Ari owns build_frame,sort_index,True,0.83296,0.038,0.87096,True,none,material conflict: archive_public_kiosk priority
617,31,17,dusk_signal_court,comfort_corner,Fay,Milo,Fay owns comfort_corner,stake_posts,True,0.503378,0.038,0.541378,True,none,delegated progress
618,31,18,greenhouse_heat_loop,coil_pipe,Milo,Fay,Milo owns coil_pipe,fit_glass,True,0.85272,0.038,0.89072,True,none,material conflict: greenhouse_heat_loop priority
619,31,19,flood_bridge_market_route,lamp_markers,Milo,Ari,Milo owns lamp_markers,seal_joints,False,0.0,0.0,0.0,True,dependency not ready,blocked: dependency not ready
620,32,0,archive_public_kiosk,weather_copy,Fay,Nia,Fay owns weather_copy,sort_index,True,0.314621,0.026,0.340621,True,none,delegated progress
621,32,1,dusk_signal_court,stake_posts,Ari,Milo,Ari owns stake_posts,none,True,0.64792,0.01924,0.66716,True,none,material conflict: dusk_signal_court priority
622,32,2,greenhouse_heat_loop,plant_bed,Fay,Fay,Fay owns plant_bed,none,True,0.8228,0.044,0.8668,True,none,delegated progress
623,32,3,flood_bridge_market_route,survey_piers,Nia,Ari,Nia owns survey_piers,none,True,1.0,0.0,1.0,True,none,material conflict: flood_bridge_market_route priority
624,32,4,archive_public_kiosk,weather_copy,Fay,Nia,Fay owns weather_copy,sort_index,True,0.340621,0.02132,0.361941,True,none,material conflict: archive_public_kiosk priority
625,32,5,dusk_signal_court,stake_posts,Ari,Milo,Ari owns stake_posts,none,True,0.66716,0.026,0.69316,True,none,delegated progress
626,32,6,greenhouse_heat_loop,plant_bed,Fay,Fay,Fay owns plant_bed,none,True,0.8668,0.044,0.9108,True,none,material conflict: greenhouse_heat_loop priority
627,32,7,flood_bridge_market_route,survey_piers,Nia,Ari,Nia owns survey_piers,none,True,1.0,0.0,1.0,True,none,delegated progress
628,32,8,archive_public_kiosk,weather_copy,Fay,Nia,Fay owns weather_copy,sort_index,True,0.361941,0.0,0.361941,True,workshop over capacity,blocked: workshop over capacity
629,32,9,dusk_signal_court,stake_posts,Ari,Milo,Ari owns stake_posts,none,True,0.69316,0.0,0.69316,False,delegate asks for clearer terms,blocked: delegate asks for clearer terms
630,32,10,greenhouse_heat_loop,plant_bed,Fay,Fay,Fay owns plant_bed,none,True,0.9108,0.0,0.9108,False,delegate asks for clearer terms,blocked: delegate asks for clearer terms
631,32,11,flood_bridge_market_route,survey_piers,Nia,Ari,Nia owns survey_piers,none,True,1.0,0.0,1.0,True,none,material conflict: flood_bridge_market_route priority
632,32,12,archive_public_kiosk,weather_copy,Fay,Nia,Fay owns weather_copy,sort_index,True,0.361941,0.026,0.387941,True,none,delegated progress
633,32,13,dusk_signal_court,stake_posts,Ari,Milo,Ari owns stake_posts,none,True,0.69316,0.026,0.71916,True,none,material conflict: dusk_signal_court priority
634,32,14,greenhouse_heat_loop,plant_bed,Fay,Fay,Fay owns plant_bed,none,True,0.9108,0.044,0.9548,True,none,delegated progress
635,32,15,flood_bridge_market_route,survey_piers,Nia,Ari,Nia owns survey_piers,none,True,1.0,0.0,1.0,True,none,material conflict: flood_bridge_market_route priority
636,32,16,archive_public_kiosk,weather_copy,Fay,Nia,Fay owns weather_copy,sort_index,True,0.387941,0.0,0.387941,True,material priority lost,blocked: material priority lost
637,32,17,dusk_signal_court,stake_posts,Ari,Milo,Ari owns stake_posts,none,True,0.71916,0.026,0.74516,True,none,delegated progress
638,32,18,greenhouse_heat_loop,plant_bed,Fay,Fay,Fay owns plant_bed,none,True,0.9548,0.03256,0.98736,True,none,material conflict: greenhouse_heat_loop priority
639,32,19,flood_bridge_market_route,survey_piers,Nia,Ari,Nia owns survey_piers,none,True,1.0,0.0,1.0,True,none,delegated progress
640,33,0,archive_public_kiosk,lamp_mount,Milo,Nia,Milo owns lamp_mount,build_frame,True,0.528,0.044,0.572,True,none,delegated progress
641,33,1,dusk_signal_court,string_wire,Milo,Milo,Milo owns string_wire,stake_posts,True,0.448,0.032,0.48,True,none,material conflict: dusk_signal_court priority
642,33,2,greenhouse_heat_loop,index_care,Nia,Fay,Nia owns index_care,plant_bed,True,0.608,0.032,0.64,True,none,delegated progress
643,33,3,flood_bridge_market_route,cut_planks,Ari,Ari,Ari owns cut_planks,survey_piers,True,0.40432,0.03116,0.43548,True,none,material conflict: flood_bridge_market_route priority
644,33,4,archive_public_kiosk,lamp_mount,Milo,Nia,Milo owns lamp_mount,build_frame,True,0.572,0.044,0.616,True,none,delegated progress
645,33,5,dusk_signal_court,string_wire,Milo,Milo,Milo owns string_wire,stake_posts,True,0.48,0.0,0.48,False,delegate asks for clearer terms,blocked: delegate asks for clearer terms
646,33,6,greenhouse_heat_loop,index_care,Nia,Fay,Nia owns index_care,plant_bed,True,0.64,0.032,0.672,True,none,delegated progress
647,33,7,flood_bridge_market_route,cut_planks,Ari,Ari,Ari owns cut_planks,survey_piers,True,0.43548,0.038,0.47348,True,none,delegated progress
648,33,8,archive_public_kiosk,lamp_mount,Milo,Nia,Milo owns lamp_mount,build_frame,True,0.616,0.044,0.66,True,none,material conflict: archive_public_kiosk priority
649,33,9,dusk_signal_court,string_wire,Milo,Milo,Milo owns string_wire,stake_posts,True,0.48,0.032,0.512,True,none,delegated progress
650,33,10,greenhouse_heat_loop,index_care,Nia,Fay,Nia owns index_care,plant_bed,True,0.672,0.032,0.704,True,none,material conflict: greenhouse_heat_loop priority
651,33,11,flood_bridge_market_route,cut_planks,Ari,Ari,Ari owns cut_planks,survey_piers,True,0.47348,0.038,0.51148,True,none,delegated progress
652,33,12,archive_public_kiosk,lamp_mount,Milo,Nia,Milo owns lamp_mount,build_frame,True,0.66,0.044,0.704,True,none,delegated progress
653,33,13,dusk_signal_court,string_wire,Milo,Milo,Milo owns string_wire,stake_posts,True,0.512,0.032,0.544,True,none,material conflict: dusk_signal_court priority
654,33,14,greenhouse_heat_loop,index_care,Nia,Fay,Nia owns index_care,plant_bed,True,0.704,0.032,0.736,True,none,delegated progress
655,33,15,flood_bridge_market_route,cut_planks,Ari,Ari,Ari owns cut_planks,survey_piers,True,0.51148,0.0,0.51148,False,delegate asks for clearer terms,blocked: delegate asks for clearer terms
656,33,16,archive_public_kiosk,lamp_mount,Milo,Nia,Milo owns lamp_mount,build_frame,True,0.704,0.044,0.748,True,none,delegated progress
657,33,17,dusk_signal_court,string_wire,Milo,Milo,Milo owns string_wire,stake_posts,True,0.544,0.032,0.576,True,none,delegated progress
658,33,18,greenhouse_heat_loop,index_care,Nia,Fay,Nia owns index_care,plant_bed,True,0.736,0.032,0.768,True,none,delegated progress
659,33,19,flood_bridge_market_route,cut_planks,Ari,Ari,Ari owns cut_planks,survey_piers,True,0.51148,0.038,0.54948,True,none,delegated progress
660,34,0,archive_public_kiosk,sort_index,Nia,Nia,Nia owns sort_index,none,True,1.0,0.0,1.0,False,delegate asks for clearer terms,blocked: delegate asks for clearer terms
661,34,1,dusk_signal_court,signal_code,Nia,Milo,Nia owns signal_code,string_wire,True,0.684,0.038,0.722,True,none,material conflict: dusk_signal_court priority
662,34,2,greenhouse_heat_loop,fit_glass,Ari,Fay,Ari owns fit_glass,none,True,1.0,0.0,1.0,True,none,material conflict: greenhouse_heat_loop priority
663,34,3,flood_bridge_market_route,seal_joints,Fay,Ari,Fay owns seal_joints,cut_planks,True,0.234,0.026,0.26,True,none,material conflict: flood_bridge_market_route priority
664,34,4,archive_public_kiosk,sort_index,Nia,Nia,Nia owns sort_index,none,True,1.0,0.0,1.0,True,none,delegated progress
665,34,5,dusk_signal_court,signal_code,Nia,Milo,Nia owns signal_code,string_wire,True,0.722,0.038,0.76,True,none,material conflict: dusk_signal_court priority
666,34,6,greenhouse_heat_loop,fit_glass,Ari,Fay,Ari owns fit_glass,none,True,1.0,0.0,1.0,False,delegate asks for clearer terms,blocked: delegate asks for clearer terms
667,34,7,flood_bridge_market_route,seal_joints,Fay,Ari,Fay owns seal_joints,cut_planks,True,0.26,0.026,0.286,True,none,material conflict: flood_bridge_market_route priority
668,34,8,archive_public_kiosk,sort_index,Nia,Nia,Nia owns sort_index,none,True,1.0,0.0,1.0,True,none,material conflict: archive_public_kiosk priority
669,34,9,dusk_signal_court,signal_code,Nia,Milo,Nia owns signal_code,string_wire,True,0.76,0.038,0.798,True,none,delegated progress
670,34,10,greenhouse_heat_loop,fit_glass,Ari,Fay,Ari owns fit_glass,none,True,1.0,0.0,1.0,True,none,material conflict: greenhouse_heat_loop priority
671,34,11,flood_bridge_market_route,seal_joints,Fay,Ari,Fay owns seal_joints,cut_planks,True,0.286,0.026,0.312,True,none,outcome changed routine
672,34,12,archive_public_kiosk,sort_index,Nia,Nia,Nia owns sort_index,none,True,1.0,0.0,1.0,True,none,material conflict: archive_public_kiosk priority
673,34,13,dusk_signal_court,signal_code,Nia,Milo,Nia owns signal_code,string_wire,True,0.798,0.0,0.798,True,material priority lost,blocked: material priority lost
674,34,14,greenhouse_heat_loop,fit_glass,Ari,Fay,Ari owns fit_glass,none,True,1.0,0.0,1.0,True,none,material conflict: greenhouse_heat_loop priority
675,34,15,flood_bridge_market_route,seal_joints,Fay,Ari,Fay owns seal_joints,cut_planks,True,0.312,0.0,0.312,True,material priority lost,blocked: material priority lost
676,34,16,archive_public_kiosk,sort_index,Nia,Nia,Nia owns sort_index,none,True,1.0,0.0,1.0,True,none,delegated progress
677,34,17,dusk_signal_court,signal_code,Nia,Milo,Nia owns signal_code,string_wire,True,0.798,0.038,0.836,True,none,material conflict: dusk_signal_court priority
678,34,18,greenhouse_heat_loop,fit_glass,Ari,Fay,Ari owns fit_glass,none,True,1.0,0.0,1.0,True,none,delegated progress
679,34,19,flood_bridge_market_route,seal_joints,Fay,Ari,Fay owns seal_joints,cut_planks,True,0.312,0.026,0.338,True,none,material conflict: flood_bridge_market_route priority
680,35,0,dusk_signal_court,signal_code,Nia,Milo,Nia owns signal_code,string_wire,True,0.836,0.02812,0.86412,True,none,material conflict: dusk_signal_court priority
681,35,1,greenhouse_heat_loop,fit_glass,Ari,Fay,Ari owns fit_glass,none,True,1.0,0.0,1.0,True,workshop over capacity,blocked: workshop over capacity
682,35,2,flood_bridge_market_route,seal_joints,Fay,Ari,Fay owns seal_joints,cut_planks,True,0.338,0.026,0.364,True,none,material conflict: flood_bridge_market_route priority
683,35,3,archive_public_kiosk,sort_index,Nia,Nia,Nia owns sort_index,none,True,1.0,0.0,1.0,True,none,delegated progress
684,35,4,dusk_signal_court,signal_code,Nia,Milo,Nia owns signal_code,string_wire,True,0.86412,0.02812,0.89224,True,none,material conflict: dusk_signal_court priority
685,35,5,greenhouse_heat_loop,fit_glass,Ari,Fay,Ari owns fit_glass,none,True,1.0,0.0,1.0,True,none,delegated progress
686,35,6,flood_bridge_market_route,seal_joints,Fay,Ari,Fay owns seal_joints,cut_planks,True,0.364,0.026,0.39,True,none,material conflict: flood_bridge_market_route priority
687,35,7,archive_public_kiosk,sort_index,Nia,Nia,Nia owns sort_index,none,True,1.0,0.0,1.0,True,none,material conflict: archive_public_kiosk priority
688,35,8,dusk_signal_court,signal_code,Nia,Milo,Nia owns signal_code,string_wire,True,0.89224,0.038,0.93024,True,none,delegated progress
689,35,9,greenhouse_heat_loop,fit_glass,Ari,Fay,Ari owns fit_glass,none,True,1.0,0.0,1.0,True,none,material conflict: greenhouse_heat_loop priority
690,35,10,flood_bridge_market_route,seal_joints,Fay,Ari,Fay owns seal_joints,cut_planks,True,0.39,0.026,0.416,True,none,delegated progress
691,35,11,archive_public_kiosk,sort_index,Nia,Nia,Nia owns sort_index,none,True,1.0,0.0,1.0,True,none,material conflict: archive_public_kiosk priority
692,35,12,dusk_signal_court,signal_code,Nia,Milo,Nia owns signal_code,string_wire,True,0.93024,0.02812,0.95836,True,none,material conflict: dusk_signal_court priority
693,35,13,greenhouse_heat_loop,fit_glass,Ari,Fay,Ari owns fit_glass,none,True,1.0,0.0,1.0,True,workshop over capacity,blocked: workshop over capacity
694,35,14,flood_bridge_market_route,seal_joints,Fay,Ari,Fay owns seal_joints,cut_planks,True,0.416,0.026,0.442,True,none,material conflict: flood_bridge_market_route priority
695,35,15,archive_public_kiosk,sort_index,Nia,Nia,Nia owns sort_index,none,True,1.0,0.0,1.0,False,delegate asks for clearer terms,blocked: delegate asks for clearer terms
696,35,16,dusk_signal_court,signal_code,Nia,Milo,Nia owns signal_code,string_wire,True,0.95836,0.02812,0.98648,True,none,material conflict: dusk_signal_court priority
697,35,17,greenhouse_heat_loop,fit_glass,Ari,Fay,Ari owns fit_glass,none,True,1.0,0.0,1.0,True,none,delegated progress
698,35,18,flood_bridge_market_route,seal_joints,Fay,Ari,Fay owns seal_joints,cut_planks,True,0.442,0.026,0.468,True,none,material conflict: flood_bridge_market_route priority
699,35,19,archive_public_kiosk,sort_index,Nia,Nia,Nia owns sort_index,none,True,1.0,0.0,1.0,True,none,material conflict: archive_public_kiosk priority
700,36,0,dusk_signal_court,comfort_corner,Fay,Milo,Fay owns comfort_corner,stake_posts,True,0.541378,0.038,0.579378,True,none,delegated progress
701,36,1,greenhouse_heat_loop,coil_pipe,Milo,Fay,Milo owns coil_pipe,fit_glass,True,0.89072,0.02812,0.91884,True,none,material conflict: greenhouse_heat_loop priority
702,36,2,flood_bridge_market_route,lamp_markers,Milo,Ari,Milo owns lamp_markers,seal_joints,True,0.0,0.038,0.038,True,none,delegated progress
703,36,3,archive_public_kiosk,build_frame,Ari,Nia,Ari owns build_frame,sort_index,True,0.87096,0.0,0.87096,False,delegate asks for clearer terms,blocked: delegate asks for clearer terms
704,36,4,dusk_signal_court,comfort_corner,Fay,Milo,Fay owns comfort_corner,stake_posts,True,0.579378,0.023058,0.602437,True,none,material conflict: dusk_signal_court priority
705,36,5,greenhouse_heat_loop,coil_pipe,Milo,Fay,Milo owns coil_pipe,fit_glass,True,0.91884,0.038,0.95684,True,none,delegated progress
