tick_id,day,settlement_id,resident_id,tool_id,owner_id,avatar_action,claim_visible,permission_state,claim_respected,relationship_before,relationship_after,queue_pressure_before,queue_pressure_after,consequence_label,visible_claim_marker
1218,68,orchard,Ivo,dry cord,Ivo,consent_dialogue,True,observed,True,0.98,0.98,0.882,0.89,claim understood,True
1221,68,roofward,Sera,brass hinge,Fay,consent_dialogue,True,observed,True,0.98,0.98,0.882,0.89,claim understood,True
1224,69,repair_ring,Pax,insulated tongs,Juno,step_back,True,observed,True,0.729,0.735,0.892,0.886,claim understood,True
1227,69,archive,Nia,signal spool,Nia,step_back,True,observed,True,0.857,0.863,0.928,0.922,claim understood,True
1229,69,orchard,Ivo,dry cord,Ivo,ask_about_tool,True,explained,True,0.98,0.98,0.89,0.898,claim understood,True
1230,69,repair_ring,Pax,insulated tongs,Juno,touch_claimed_tool,True,deferred,True,0.739,0.742,0.886,0.892,boundary respected,True
1232,69,roofward,Sera,brass hinge,Fay,ask_about_tool,True,explained,True,0.98,0.98,0.898,0.906,claim understood,True
1233,69,archive,Nia,signal spool,Nia,touch_claimed_tool,True,deferred,True,0.863,0.866,0.922,0.904,boundary respected,True
1236,69,repair_ring,Pax,insulated tongs,Juno,step_back,True,observed,True,0.738,0.744,0.892,0.886,claim understood,True
1239,69,archive,Nia,signal spool,Nia,step_back,True,observed,True,0.866,0.872,0.904,0.898,claim understood,True
1241,69,orchard,Ivo,dry cord,Ivo,ask_about_tool,True,explained,True,0.98,0.98,0.906,0.888,claim understood,True
1242,70,riverbend,Ari,ridge lantern,Lio,interrupt_queue,True,observed,True,0.814,0.806,0.94,0.922,queue interrupted,True
1245,70,signal,Ren,oil lantern,Ren,approach,True,observed,True,0.812,0.818,0.894,0.902,claim understood,True
1246,70,orchard,Ivo,dry cord,Ivo,ask_about_tool,True,explained,True,0.98,0.98,0.888,0.896,claim understood,True
1247,70,repair_ring,Pax,insulated tongs,Juno,touch_claimed_tool,True,deferred,True,0.748,0.751,0.886,0.892,boundary respected,True
1248,70,riverbend,Ari,ridge lantern,Lio,approach,True,observed,True,0.81,0.816,0.922,0.904,claim understood,True
1249,70,roofward,Sera,brass hinge,Fay,ask_about_tool,True,explained,True,0.98,0.98,0.896,0.904,claim understood,True
1250,70,archive,Nia,signal spool,Nia,touch_claimed_tool,True,deferred,True,0.882,0.885,0.892,0.898,boundary respected,True
1251,70,signal,Ren,oil lantern,Ren,interrupt_queue,True,observed,True,0.818,0.81,0.902,0.884,queue interrupted,True
1254,70,riverbend,Ari,ridge lantern,Lio,interrupt_queue,True,observed,True,0.82,0.812,0.904,0.886,queue interrupted,True
1257,70,signal,Ren,oil lantern,Ren,approach,True,observed,True,0.81,0.816,0.884,0.892,claim understood,True
1258,70,orchard,Ivo,dry cord,Ivo,ask_about_tool,True,explained,True,0.98,0.98,0.904,0.886,claim understood,True
1259,70,repair_ring,Pax,insulated tongs,Juno,touch_claimed_tool,True,deferred,True,0.757,0.76,0.886,0.892,boundary respected,True
1260,71,roofward,Sera,brass hinge,Fay,consent_dialogue,True,observed,True,0.98,0.98,0.886,0.894,claim understood,True
1263,71,orchard,Ivo,dry cord,Ivo,ask_about_tool,True,explained,True,0.98,0.98,0.886,0.894,claim understood,True
1264,71,repair_ring,Pax,insulated tongs,Juno,touch_claimed_tool,True,not_requested,False,0.76,0.734,0.892,0.937,ownership wound,True
1266,71,roofward,Sera,brass hinge,Fay,ask_about_tool,True,explained,True,0.98,0.98,0.894,0.902,claim understood,True
1267,71,archive,Nia,signal spool,Nia,touch_claimed_tool,True,deferred,True,0.897,0.9,0.886,0.892,boundary respected,True
1269,71,orchard,Ivo,dry cord,Ivo,consent_dialogue,True,observed,True,0.98,0.98,0.894,0.902,claim understood,True
1272,71,roofward,Sera,brass hinge,Fay,consent_dialogue,True,observed,True,0.98,0.98,0.902,0.884,claim understood,True
1275,71,orchard,Ivo,dry cord,Ivo,ask_about_tool,True,explained,True,0.98,0.98,0.902,0.884,claim understood,True
1276,71,repair_ring,Pax,insulated tongs,Juno,touch_claimed_tool,True,not_requested,False,0.74,0.714,0.931,0.913,ownership wound,True
1278,72,archive,Nia,signal spool,Nia,step_back,True,observed,True,0.906,0.912,0.886,0.88,claim understood,True
1280,72,orchard,Ivo,dry cord,Ivo,ask_about_tool,True,explained,True,0.98,0.98,0.884,0.892,claim understood,True
1281,72,repair_ring,Pax,insulated tongs,Juno,touch_claimed_tool,True,deferred,True,0.71,0.713,0.913,0.895,boundary respected,True
1283,72,roofward,Sera,brass hinge,Fay,ask_about_tool,True,explained,True,0.98,0.98,0.884,0.892,claim understood,True
1284,72,archive,Nia,signal spool,Nia,touch_claimed_tool,True,not_requested,False,0.916,0.89,0.88,0.925,ownership wound,True
1287,72,repair_ring,Pax,insulated tongs,Juno,step_back,True,observed,True,0.713,0.719,0.895,0.889,claim understood,True
1290,72,archive,Nia,signal spool,Nia,step_back,True,observed,True,0.886,0.892,0.925,0.919,claim understood,True
1292,72,orchard,Ivo,dry cord,Ivo,ask_about_tool,True,explained,True,0.98,0.98,0.9,0.882,claim understood,True
1293,72,repair_ring,Pax,insulated tongs,Juno,touch_claimed_tool,True,deferred,True,0.719,0.722,0.889,0.895,boundary respected,True
1295,72,roofward,Sera,brass hinge,Fay,ask_about_tool,True,explained,True,0.98,0.98,0.9,0.882,claim understood,True
1296,73,signal,Ren,oil lantern,Ren,approach,True,observed,True,0.836,0.842,0.894,0.902,claim understood,True
1297,73,orchard,Ivo,dry cord,Ivo,ask_about_tool,True,explained,True,0.98,0.98,0.882,0.89,claim understood,True
1298,73,repair_ring,Pax,insulated tongs,Juno,touch_claimed_tool,True,deferred,True,0.722,0.725,0.895,0.901,boundary respected,True
1299,73,riverbend,Ari,ridge lantern,Lio,approach,True,observed,True,0.836,0.842,0.894,0.902,claim understood,True
1300,73,roofward,Sera,brass hinge,Fay,ask_about_tool,True,explained,True,0.98,0.98,0.882,0.89,claim understood,True
1301,73,archive,Nia,signal spool,Nia,touch_claimed_tool,True,deferred,True,0.896,0.899,0.919,0.901,boundary respected,True
1302,73,signal,Ren,oil lantern,Ren,interrupt_queue,True,observed,True,0.846,0.838,0.902,0.884,queue interrupted,True
1305,73,riverbend,Ari,ridge lantern,Lio,interrupt_queue,True,observed,True,0.842,0.834,0.902,0.884,queue interrupted,True
1308,73,signal,Ren,oil lantern,Ren,approach,True,observed,True,0.842,0.848,0.884,0.892,claim understood,True
1309,73,orchard,Ivo,dry cord,Ivo,ask_about_tool,True,explained,True,0.98,0.98,0.898,0.906,claim understood,True
1310,73,repair_ring,Pax,insulated tongs,Juno,touch_claimed_tool,True,deferred,True,0.731,0.734,0.895,0.901,boundary respected,True
1311,73,riverbend,Ari,ridge lantern,Lio,approach,True,observed,True,0.834,0.84,0.884,0.892,claim understood,True
1312,73,roofward,Sera,brass hinge,Fay,ask_about_tool,True,explained,True,0.98,0.98,0.898,0.906,claim understood,True
1313,73,archive,Nia,signal spool,Nia,touch_claimed_tool,True,deferred,True,0.905,0.908,0.895,0.901,boundary respected,True
1314,74,orchard,Ivo,dry cord,Ivo,ask_about_tool,True,explained,True,0.98,0.98,0.906,0.888,claim understood,True
1315,74,repair_ring,Pax,insulated tongs,Juno,touch_claimed_tool,True,deferred,True,0.73,0.733,0.901,0.883,boundary respected,True
1317,74,roofward,Sera,brass hinge,Fay,ask_about_tool,True,explained,True,0.98,0.98,0.906,0.888,claim understood,True
1318,74,archive,Nia,signal spool,Nia,touch_claimed_tool,True,deferred,True,0.908,0.911,0.901,0.883,boundary respected,True
1320,74,orchard,Ivo,dry cord,Ivo,consent_dialogue,True,observed,True,0.98,0.98,0.888,0.896,claim understood,True
1323,74,roofward,Sera,brass hinge,Fay,consent_dialogue,True,observed,True,0.98,0.98,0.888,0.896,claim understood,True
1326,74,orchard,Ivo,dry cord,Ivo,ask_about_tool,True,explained,True,0.98,0.98,0.896,0.904,claim understood,True
1327,74,repair_ring,Pax,insulated tongs,Juno,touch_claimed_tool,True,deferred,True,0.739,0.742,0.877,0.883,boundary respected,True
1329,74,roofward,Sera,brass hinge,Fay,ask_about_tool,True,explained,True,0.98,0.98,0.896,0.904,claim understood,True
1330,74,archive,Nia,signal spool,Nia,touch_claimed_tool,True,deferred,True,0.917,0.92,0.877,0.883,boundary respected,True
1332,75,repair_ring,Pax,insulated tongs,Juno,touch_claimed_tool,True,not_requested,False,0.742,0.716,0.883,0.928,ownership wound,True
1334,75,roofward,Sera,brass hinge,Fay,ask_about_tool,True,explained,True,0.98,0.98,0.904,0.886,claim understood,True
1335,75,archive,Nia,signal spool,Nia,touch_claimed_tool,True,deferred,True,0.916,0.919,0.883,0.889,boundary respected,True
1338,75,repair_ring,Pax,insulated tongs,Juno,step_back,True,observed,True,0.712,0.718,0.928,0.922,claim understood,True
1341,75,archive,Nia,signal spool,Nia,step_back,True,observed,True,0.919,0.925,0.889,0.883,claim understood,True
1343,75,orchard,Ivo,dry cord,Ivo,ask_about_tool,True,explained,True,0.98,0.98,0.886,0.894,claim understood,True
1344,75,repair_ring,Pax,insulated tongs,Juno,touch_claimed_tool,True,not_requested,False,0.722,0.696,0.922,0.904,ownership wound,True
1346,75,roofward,Sera,brass hinge,Fay,ask_about_tool,True,explained,True,0.98,0.98,0.894,0.902,claim understood,True
1347,75,archive,Nia,signal spool,Nia,touch_claimed_tool,True,deferred,True,0.925,0.928,0.883,0.889,boundary respected,True
1350,76,riverbend,Ari,ridge lantern,Lio,approach,True,observed,True,0.86,0.866,0.894,0.902,claim understood,True
1351,76,roofward,Sera,brass hinge,Fay,ask_about_tool,True,explained,True,0.98,0.98,0.902,0.884,claim understood,True
1352,76,archive,Nia,signal spool,Nia,touch_claimed_tool,True,not_requested,False,0.928,0.902,0.889,0.934,ownership wound,True
1353,76,signal,Ren,oil lantern,Ren,interrupt_queue,True,observed,True,0.844,0.836,0.94,0.922,queue interrupted,True
1356,76,riverbend,Ari,ridge lantern,Lio,interrupt_queue,True,observed,True,0.87,0.862,0.902,0.884,queue interrupted,True
1359,76,signal,Ren,oil lantern,Ren,approach,True,observed,True,0.836,0.842,0.922,0.904,claim understood,True
1360,76,orchard,Ivo,dry cord,Ivo,ask_about_tool,True,explained,True,0.98,0.98,0.884,0.892,claim understood,True
1361,76,repair_ring,Pax,insulated tongs,Juno,touch_claimed_tool,True,deferred,True,0.698,0.701,0.898,0.904,boundary respected,True
1362,76,riverbend,Ari,ridge lantern,Lio,approach,True,observed,True,0.866,0.872,0.884,0.892,claim understood,True
1363,76,roofward,Sera,brass hinge,Fay,ask_about_tool,True,explained,True,0.98,0.98,0.892,0.9,claim understood,True
1364,76,archive,Nia,signal spool,Nia,touch_claimed_tool,True,not_requested,False,0.908,0.882,0.928,0.91,ownership wound,True
1365,76,signal,Ren,oil lantern,Ren,interrupt_queue,True,observed,True,0.842,0.834,0.904,0.886,queue interrupted,True
1368,77,roofward,Sera,brass hinge,Fay,ask_about_tool,True,explained,True,0.98,0.98,0.9,0.882,claim understood,True
1369,77,archive,Nia,signal spool,Nia,touch_claimed_tool,True,deferred,True,0.878,0.881,0.91,0.892,boundary respected,True
1371,77,orchard,Ivo,dry cord,Ivo,consent_dialogue,True,observed,True,0.98,0.98,0.9,0.882,claim understood,True
1374,77,roofward,Sera,brass hinge,Fay,consent_dialogue,True,observed,True,0.98,0.98,0.882,0.89,claim understood,True
1377,77,orchard,Ivo,dry cord,Ivo,ask_about_tool,True,explained,True,0.98,0.98,0.882,0.89,claim understood,True
1378,77,repair_ring,Pax,insulated tongs,Juno,touch_claimed_tool,True,deferred,True,0.717,0.72,0.892,0.898,boundary respected,True
1380,77,roofward,Sera,brass hinge,Fay,ask_about_tool,True,explained,True,0.98,0.98,0.89,0.898,claim understood,True
1381,77,archive,Nia,signal spool,Nia,touch_claimed_tool,True,deferred,True,0.887,0.89,0.886,0.892,boundary respected,True
1383,77,orchard,Ivo,dry cord,Ivo,consent_dialogue,True,observed,True,0.98,0.98,0.89,0.898,claim understood,True
1386,78,archive,Nia,signal spool,Nia,touch_claimed_tool,True,deferred,True,0.89,0.893,0.892,0.898,boundary respected,True
1389,78,repair_ring,Pax,insulated tongs,Juno,step_back,True,observed,True,0.726,0.732,0.892,0.886,claim understood,True
1392,78,archive,Nia,signal spool,Nia,step_back,True,observed,True,0.889,0.895,0.898,0.892,claim understood,True
1394,78,orchard,Ivo,dry cord,Ivo,ask_about_tool,True,explained,True,0.98,0.98,0.906,0.888,claim understood,True
1395,78,repair_ring,Pax,insulated tongs,Juno,touch_claimed_tool,True,deferred,True,0.732,0.735,0.886,0.892,boundary respected,True
1397,78,roofward,Sera,brass hinge,Fay,ask_about_tool,True,explained,True,0.98,0.98,0.906,0.888,claim understood,True
1398,78,archive,Nia,signal spool,Nia,touch_claimed_tool,True,deferred,True,0.899,0.902,0.892,0.898,boundary respected,True
1401,78,repair_ring,Pax,insulated tongs,Juno,step_back,True,observed,True,0.735,0.741,0.892,0.886,claim understood,True
1404,79,signal,Ren,oil lantern,Ren,interrupt_queue,True,observed,True,0.826,0.818,0.94,0.922,queue interrupted,True
1407,79,riverbend,Ari,ridge lantern,Lio,interrupt_queue,True,observed,True,0.868,0.86,0.94,0.922,queue interrupted,True
1410,79,signal,Ren,oil lantern,Ren,approach,True,observed,True,0.822,0.828,0.922,0.904,claim understood,True
1411,79,orchard,Ivo,dry cord,Ivo,ask_about_tool,True,explained,True,0.98,0.98,0.904,0.886,claim understood,True
1412,79,repair_ring,Pax,insulated tongs,Juno,touch_claimed_tool,True,not_requested,False,0.751,0.725,0.88,0.925,ownership wound,True
1413,79,riverbend,Ari,ridge lantern,Lio,approach,True,observed,True,0.86,0.866,0.922,0.904,claim understood,True
1414,79,roofward,Sera,brass hinge,Fay,ask_about_tool,True,explained,True,0.98,0.98,0.904,0.886,claim understood,True
1415,79,archive,Nia,signal spool,Nia,touch_claimed_tool,True,deferred,True,0.904,0.907,0.892,0.898,boundary respected,True
1416,79,signal,Ren,oil lantern,Ren,interrupt_queue,True,observed,True,0.832,0.824,0.904,0.886,queue interrupted,True
1419,79,riverbend,Ari,ridge lantern,Lio,interrupt_queue,True,observed,True,0.866,0.858,0.904,0.886,queue interrupted,True
1422,80,orchard,Ivo,dry cord,Ivo,consent_dialogue,True,observed,True,0.98,0.98,0.894,0.902,claim understood,True
1425,80,roofward,Sera,brass hinge,Fay,consent_dialogue,True,observed,True,0.98,0.98,0.894,0.902,claim understood,True
1428,80,orchard,Ivo,dry cord,Ivo,ask_about_tool,True,explained,True,0.98,0.98,0.902,0.884,claim understood,True
1429,80,repair_ring,Pax,insulated tongs,Juno,touch_claimed_tool,True,deferred,True,0.737,0.74,0.913,0.895,boundary respected,True
1431,80,roofward,Sera,brass hinge,Fay,ask_about_tool,True,explained,True,0.98,0.98,0.902,0.884,claim understood,True
1432,80,archive,Nia,signal spool,Nia,touch_claimed_tool,True,not_requested,False,0.923,0.897,0.886,0.931,ownership wound,True
1434,80,orchard,Ivo,dry cord,Ivo,consent_dialogue,True,observed,True,0.98,0.98,0.884,0.892,claim understood,True
1437,80,roofward,Sera,brass hinge,Fay,consent_dialogue,True,observed,True,0.98,0.98,0.884,0.892,claim understood,True
1440,81,repair_ring,Pax,insulated tongs,Juno,step_back,True,observed,True,0.746,0.752,0.889,0.883,claim understood,True
1443,81,archive,Nia,signal spool,Nia,step_back,True,observed,True,0.903,0.909,0.925,0.919,claim understood,True
1445,81,orchard,Ivo,dry cord,Ivo,ask_about_tool,True,explained,True,0.98,0.98,0.892,0.9,claim understood,True
1446,81,repair_ring,Pax,insulated tongs,Juno,touch_claimed_tool,True,deferred,True,0.756,0.759,0.883,0.889,boundary respected,True
1448,81,roofward,Sera,brass hinge,Fay,ask_about_tool,True,explained,True,0.98,0.98,0.9,0.882,claim understood,True
1449,81,archive,Nia,signal spool,Nia,touch_claimed_tool,True,deferred,True,0.909,0.912,0.919,0.901,boundary respected,True
1452,81,repair_ring,Pax,insulated tongs,Juno,step_back,True,observed,True,0.755,0.761,0.889,0.883,claim understood,True
1455,81,archive,Nia,signal spool,Nia,step_back,True,observed,True,0.912,0.918,0.901,0.895,claim understood,True
1457,81,orchard,Ivo,dry cord,Ivo,ask_about_tool,True,explained,True,0.98,0.98,0.882,0.89,claim understood,True
1458,82,riverbend,Ari,ridge lantern,Lio,interrupt_queue,True,observed,True,0.85,0.842,0.94,0.922,queue interrupted,True
1461,82,signal,Ren,oil lantern,Ren,approach,True,observed,True,0.848,0.854,0.894,0.902,claim understood,True
1462,82,orchard,Ivo,dry cord,Ivo,ask_about_tool,True,explained,True,0.98,0.98,0.89,0.898,claim understood,True
1463,82,repair_ring,Pax,insulated tongs,Juno,touch_claimed_tool,True,deferred,True,0.765,0.768,0.883,0.889,boundary respected,True
1464,82,riverbend,Ari,ridge lantern,Lio,approach,True,observed,True,0.846,0.852,0.922,0.904,claim understood,True
1465,82,roofward,Sera,brass hinge,Fay,ask_about_tool,True,explained,True,0.98,0.98,0.898,0.906,claim understood,True
1466,82,archive,Nia,signal spool,Nia,touch_claimed_tool,True,deferred,True,0.928,0.931,0.889,0.895,boundary respected,True
1467,82,signal,Ren,oil lantern,Ren,interrupt_queue,True,observed,True,0.854,0.846,0.902,0.884,queue interrupted,True
1470,82,riverbend,Ari,ridge lantern,Lio,interrupt_queue,True,observed,True,0.856,0.848,0.904,0.886,queue interrupted,True
1473,82,signal,Ren,oil lantern,Ren,approach,True,observed,True,0.846,0.852,0.884,0.892,claim understood,True
1474,82,orchard,Ivo,dry cord,Ivo,ask_about_tool,True,explained,True,0.98,0.98,0.906,0.888,claim understood,True
1475,82,repair_ring,Pax,insulated tongs,Juno,touch_claimed_tool,True,deferred,True,0.774,0.777,0.883,0.889,boundary respected,True
1476,83,roofward,Sera,brass hinge,Fay,consent_dialogue,True,observed,True,0.98,0.98,0.888,0.896,claim understood,True
1479,83,orchard,Ivo,dry cord,Ivo,ask_about_tool,True,explained,True,0.98,0.98,0.888,0.896,claim understood,True
1480,83,repair_ring,Pax,insulated tongs,Juno,touch_claimed_tool,True,not_requested,False,0.777,0.751,0.889,0.934,ownership wound,True
1482,83,roofward,Sera,brass hinge,Fay,ask_about_tool,True,explained,True,0.98,0.98,0.896,0.904,claim understood,True
1483,83,archive,Nia,signal spool,Nia,touch_claimed_tool,True,deferred,True,0.943,0.946,0.883,0.889,boundary respected,True
1485,83,orchard,Ivo,dry cord,Ivo,consent_dialogue,True,observed,True,0.98,0.98,0.896,0.904,claim understood,True
1488,83,roofward,Sera,brass hinge,Fay,consent_dialogue,True,observed,True,0.98,0.98,0.904,0.886,claim understood,True
1491,83,orchard,Ivo,dry cord,Ivo,ask_about_tool,True,explained,True,0.98,0.98,0.904,0.886,claim understood,True
1492,83,repair_ring,Pax,insulated tongs,Juno,touch_claimed_tool,True,not_requested,False,0.757,0.731,0.928,0.91,ownership wound,True
1494,84,archive,Nia,signal spool,Nia,step_back,True,observed,True,0.952,0.958,0.883,0.877,claim understood,True
1496,84,orchard,Ivo,dry cord,Ivo,ask_about_tool,True,explained,True,0.98,0.98,0.886,0.894,claim understood,True
1497,84,repair_ring,Pax,insulated tongs,Juno,touch_claimed_tool,True,deferred,True,0.727,0.73,0.91,0.892,boundary respected,True
1499,84,roofward,Sera,brass hinge,Fay,ask_about_tool,True,explained,True,0.98,0.98,0.886,0.894,claim understood,True
1500,84,archive,Nia,signal spool,Nia,touch_claimed_tool,True,not_requested,False,0.962,0.936,0.877,0.922,ownership wound,True
1503,84,repair_ring,Pax,insulated tongs,Juno,step_back,True,observed,True,0.73,0.736,0.892,0.886,claim understood,True
1506,84,archive,Nia,signal spool,Nia,step_back,True,observed,True,0.932,0.938,0.922,0.916,claim understood,True
1508,84,orchard,Ivo,dry cord,Ivo,ask_about_tool,True,explained,True,0.98,0.98,0.902,0.884,claim understood,True
1509,84,repair_ring,Pax,insulated tongs,Juno,touch_claimed_tool,True,deferred,True,0.736,0.739,0.886,0.892,boundary respected,True
1511,84,roofward,Sera,brass hinge,Fay,ask_about_tool,True,explained,True,0.98,0.98,0.902,0.884,claim understood,True
1512,85,signal,Ren,oil lantern,Ren,approach,True,observed,True,0.872,0.878,0.894,0.902,claim understood,True
1513,85,orchard,Ivo,dry cord,Ivo,ask_about_tool,True,explained,True,0.98,0.98,0.884,0.892,claim understood,True
1514,85,repair_ring,Pax,insulated tongs,Juno,touch_claimed_tool,True,deferred,True,0.739,0.742,0.892,0.898,boundary respected,True
1515,85,riverbend,Ari,ridge lantern,Lio,approach,True,observed,True,0.872,0.878,0.894,0.902,claim understood,True
1516,85,roofward,Sera,brass hinge,Fay,ask_about_tool,True,explained,True,0.98,0.98,0.884,0.892,claim understood,True
1517,85,archive,Nia,signal spool,Nia,touch_claimed_tool,True,deferred,True,0.942,0.945,0.916,0.898,boundary respected,True
1518,85,signal,Ren,oil lantern,Ren,interrupt_queue,True,observed,True,0.882,0.874,0.902,0.884,queue interrupted,True
1521,85,riverbend,Ari,ridge lantern,Lio,interrupt_queue,True,observed,True,0.878,0.87,0.902,0.884,queue interrupted,True
1524,85,signal,Ren,oil lantern,Ren,approach,True,observed,True,0.878,0.884,0.884,0.892,claim understood,True
1525,85,orchard,Ivo,dry cord,Ivo,ask_about_tool,True,explained,True,0.98,0.98,0.9,0.882,claim understood,True
1526,85,repair_ring,Pax,insulated tongs,Juno,touch_claimed_tool,True,deferred,True,0.748,0.751,0.892,0.898,boundary respected,True
1527,85,riverbend,Ari,ridge lantern,Lio,approach,True,observed,True,0.87,0.876,0.884,0.892,claim understood,True
1528,85,roofward,Sera,brass hinge,Fay,ask_about_tool,True,explained,True,0.98,0.98,0.9,0.882,claim understood,True
1529,85,archive,Nia,signal spool,Nia,touch_claimed_tool,True,deferred,True,0.951,0.954,0.892,0.898,boundary respected,True
1530,86,orchard,Ivo,dry cord,Ivo,ask_about_tool,True,explained,True,0.98,0.98,0.882,0.89,claim understood,True
1531,86,repair_ring,Pax,insulated tongs,Juno,touch_claimed_tool,True,deferred,True,0.747,0.75,0.898,0.904,boundary respected,True
1533,86,roofward,Sera,brass hinge,Fay,ask_about_tool,True,explained,True,0.98,0.98,0.882,0.89,claim understood,True
1534,86,archive,Nia,signal spool,Nia,touch_claimed_tool,True,deferred,True,0.954,0.957,0.898,0.904,boundary respected,True
1536,86,orchard,Ivo,dry cord,Ivo,consent_dialogue,True,observed,True,0.98,0.98,0.89,0.898,claim understood,True
1539,86,roofward,Sera,brass hinge,Fay,consent_dialogue,True,observed,True,0.98,0.98,0.89,0.898,claim understood,True
1542,86,orchard,Ivo,dry cord,Ivo,ask_about_tool,True,explained,True,0.98,0.98,0.898,0.906,claim understood,True
1543,86,repair_ring,Pax,insulated tongs,Juno,touch_claimed_tool,True,deferred,True,0.756,0.759,0.898,0.904,boundary respected,True
1545,86,roofward,Sera,brass hinge,Fay,ask_about_tool,True,explained,True,0.98,0.98,0.898,0.906,claim understood,True
1546,86,archive,Nia,signal spool,Nia,touch_claimed_tool,True,deferred,True,0.963,0.966,0.898,0.904,boundary respected,True
1548,87,repair_ring,Pax,insulated tongs,Juno,touch_claimed_tool,True,not_requested,False,0.759,0.733,0.904,0.886,ownership wound,True
1550,87,roofward,Sera,brass hinge,Fay,ask_about_tool,True,explained,True,0.98,0.98,0.906,0.888,claim understood,True
1551,87,archive,Nia,signal spool,Nia,touch_claimed_tool,True,deferred,True,0.962,0.965,0.904,0.886,boundary respected,True
1554,87,repair_ring,Pax,insulated tongs,Juno,step_back,True,observed,True,0.729,0.735,0.886,0.88,claim understood,True
1557,87,archive,Nia,signal spool,Nia,step_back,True,observed,True,0.965,0.971,0.886,0.88,claim understood,True
1559,87,orchard,Ivo,dry cord,Ivo,ask_about_tool,True,explained,True,0.98,0.98,0.888,0.896,claim understood,True
1560,87,repair_ring,Pax,insulated tongs,Juno,touch_claimed_tool,True,not_requested,False,0.739,0.713,0.88,0.925,ownership wound,True
1562,87,roofward,Sera,brass hinge,Fay,ask_about_tool,True,explained,True,0.98,0.98,0.896,0.904,claim understood,True
1563,87,archive,Nia,signal spool,Nia,touch_claimed_tool,True,deferred,True,0.971,0.974,0.88,0.886,boundary respected,True
1566,88,riverbend,Ari,ridge lantern,Lio,approach,True,observed,True,0.896,0.902,0.894,0.902,claim understood,True
1567,88,roofward,Sera,brass hinge,Fay,ask_about_tool,True,explained,True,0.98,0.98,0.904,0.886,claim understood,True
1568,88,archive,Nia,signal spool,Nia,touch_claimed_tool,True,not_requested,False,0.974,0.948,0.886,0.931,ownership wound,True
1569,88,signal,Ren,oil lantern,Ren,interrupt_queue,True,observed,True,0.88,0.872,0.94,0.922,queue interrupted,True
1572,88,riverbend,Ari,ridge lantern,Lio,interrupt_queue,True,observed,True,0.906,0.898,0.902,0.884,queue interrupted,True
1575,88,signal,Ren,oil lantern,Ren,approach,True,observed,True,0.872,0.878,0.922,0.904,claim understood,True
1576,88,orchard,Ivo,dry cord,Ivo,ask_about_tool,True,explained,True,0.98,0.98,0.886,0.894,claim understood,True
1577,88,repair_ring,Pax,insulated tongs,Juno,touch_claimed_tool,True,deferred,True,0.715,0.718,0.919,0.901,boundary respected,True
1578,88,riverbend,Ari,ridge lantern,Lio,approach,True,observed,True,0.902,0.908,0.884,0.892,claim understood,True
1579,88,roofward,Sera,brass hinge,Fay,ask_about_tool,True,explained,True,0.98,0.98,0.894,0.902,claim understood,True
1580,88,archive,Nia,signal spool,Nia,touch_claimed_tool,True,not_requested,False,0.954,0.928,0.925,0.907,ownership wound,True
1581,88,signal,Ren,oil lantern,Ren,interrupt_queue,True,observed,True,0.878,0.87,0.904,0.886,queue interrupted,True
1584,89,roofward,Sera,brass hinge,Fay,ask_about_tool,True,explained,True,0.98,0.98,0.902,0.884,claim understood,True
1585,89,archive,Nia,signal spool,Nia,touch_claimed_tool,True,deferred,True,0.924,0.927,0.907,0.889,boundary respected,True
1587,89,orchard,Ivo,dry cord,Ivo,consent_dialogue,True,observed,True,0.98,0.98,0.902,0.884,claim understood,True
1590,89,roofward,Sera,brass hinge,Fay,consent_dialogue,True,observed,True,0.98,0.98,0.884,0.892,claim understood,True
1593,89,orchard,Ivo,dry cord,Ivo,ask_about_tool,True,explained,True,0.98,0.98,0.884,0.892,claim understood,True
1594,89,repair_ring,Pax,insulated tongs,Juno,touch_claimed_tool,True,deferred,True,0.734,0.737,0.889,0.895,boundary respected,True
1596,89,roofward,Sera,brass hinge,Fay,ask_about_tool,True,explained,True,0.98,0.98,0.892,0.9,claim understood,True
1597,89,archive,Nia,signal spool,Nia,touch_claimed_tool,True,deferred,True,0.933,0.936,0.883,0.889,boundary respected,True
1599,89,orchard,Ivo,dry cord,Ivo,consent_dialogue,True,observed,True,0.98,0.98,0.892,0.9,claim understood,True
1602,90,archive,Nia,signal spool,Nia,touch_claimed_tool,True,deferred,True,0.936,0.939,0.889,0.895,boundary respected,True
1605,90,repair_ring,Pax,insulated tongs,Juno,step_back,True,observed,True,0.743,0.749,0.889,0.883,claim understood,True
1608,90,archive,Nia,signal spool,Nia,step_back,True,observed,True,0.935,0.941,0.895,0.889,claim understood,True
1610,90,orchard,Ivo,dry cord,Ivo,ask_about_tool,True,explained,True,0.98,0.98,0.882,0.89,claim understood,True
1611,90,repair_ring,Pax,insulated tongs,Juno,touch_claimed_tool,True,deferred,True,0.749,0.752,0.883,0.889,boundary respected,True
1613,90,roofward,Sera,brass hinge,Fay,ask_about_tool,True,explained,True,0.98,0.98,0.882,0.89,claim understood,True
1614,90,archive,Nia,signal spool,Nia,touch_claimed_tool,True,deferred,True,0.945,0.948,0.889,0.895,boundary respected,True
1617,90,repair_ring,Pax,insulated tongs,Juno,step_back,True,observed,True,0.752,0.758,0.889,0.883,claim understood,True
