tick_id,day,agent_id,avatar_event,ego_wound,ego_repair,posture,gaze,distance_delta,voice_shape,movement_speed,visible_expression,expression_tied_to_ego_state
1360,114,Milo,interrupt_task,ownership boundary crossed,none,turns away with object shielded,side gaze,0.075,short and guarded,slower,True,True
1362,114,Juno,interrupt_task,ownership boundary crossed,none,turns away with object shielded,side gaze,0.075,short and guarded,slower,True,True
1363,114,Ari,interrupt_task,ownership boundary crossed,none,turns away with object shielded,side gaze,0.075,short and guarded,slower,True,True
1365,114,Nia,interrupt_task,ownership boundary crossed,none,turns away with object shielded,side gaze,0.075,short and guarded,normal,True,True
1367,114,Ivo,give_space,none,apology/space accepted,softens and faces avatar,direct gaze,-0.055,warmer and longer,normal,True,True
1368,115,Juno,move_owned_object,ownership boundary crossed,none,turns away with object shielded,side gaze,0.075,short and guarded,slower,True,True
1370,115,Fay,request_owned_object,none,none,hands open near the ledger,task gaze,-0.01,steady,slower,True,True
1372,115,Milo,request_owned_object,none,none,lantern held between body and road,task gaze,-0.01,steady,slower,True,True
1373,115,Ivo,move_owned_object,ownership boundary crossed,none,turns away with object shielded,side gaze,0.075,short and guarded,normal,True,True
1375,115,Ari,request_owned_object,none,none,shoulders angled toward the ridge,task gaze,-0.01,steady,slower,True,True
1377,115,Nia,ask_help,none,none,chin lifted toward the spool,task gaze,-0.01,steady,normal,True,True
1379,115,Ivo,protect_object,none,apology/space accepted,softens and faces avatar,direct gaze,-0.055,warmer and longer,normal,True,True
1380,116,Juno,interrupt_task,ownership boundary crossed,none,turns away with object shielded,side gaze,0.075,short and guarded,slower,True,True
1382,116,Fay,ask_permission,none,none,hands open near the ledger,task gaze,-0.01,steady,slower,True,True
1384,116,Milo,ask_permission,none,none,lantern held between body and road,task gaze,-0.01,steady,slower,True,True
1387,116,Ari,ask_permission,none,none,shoulders angled toward the ridge,task gaze,-0.01,steady,slower,True,True
1389,116,Nia,offer_apology,none,apology/space accepted,softens and faces avatar,direct gaze,-0.055,warmer and longer,normal,True,True
1390,116,Milo,give_space,none,apology/space accepted,softens and faces avatar,direct gaze,-0.055,warmer and longer,slower,True,True
1391,116,Ivo,ask_help,none,none,one palm over the satchel cord,task gaze,-0.01,steady,normal,True,True
1392,117,Juno,request_owned_object,none,none,elbows tucked around the wire,task gaze,-0.01,steady,slower,True,True
1394,117,Fay,move_owned_object,ownership boundary crossed,none,turns away with object shielded,side gaze,0.075,short and guarded,slower,True,True
1395,117,Nia,request_owned_object,none,none,chin lifted toward the spool,task gaze,-0.01,steady,normal,True,True
1396,117,Milo,move_owned_object,ownership boundary crossed,none,turns away with object shielded,side gaze,0.075,short and guarded,slower,True,True
1399,117,Ari,move_owned_object,ownership boundary crossed,none,turns away with object shielded,side gaze,0.075,short and guarded,slower,True,True
1401,117,Nia,offer_care,none,apology/space accepted,softens and faces avatar,direct gaze,-0.055,warmer and longer,normal,True,True
1403,117,Ivo,ask_status,none,none,one palm over the satchel cord,task gaze,-0.01,steady,normal,True,True
1404,118,Juno,ask_permission,none,none,elbows tucked around the wire,task gaze,-0.01,steady,slower,True,True
1406,118,Fay,interrupt_task,ownership boundary crossed,none,turns away with object shielded,side gaze,0.075,short and guarded,slower,True,True
1408,118,Milo,interrupt_task,ownership boundary crossed,none,turns away with object shielded,side gaze,0.075,short and guarded,slower,True,True
1411,118,Ari,interrupt_task,ownership boundary crossed,none,turns away with object shielded,side gaze,0.075,short and guarded,slower,True,True
1412,118,Fay,offer_apology,none,apology/space accepted,softens and faces avatar,direct gaze,-0.055,warmer and longer,slower,True,True
1413,118,Nia,give_space,none,apology/space accepted,softens and faces avatar,direct gaze,-0.055,warmer and longer,normal,True,True
1415,118,Ivo,request_owned_object,none,none,one palm over the satchel cord,task gaze,-0.01,steady,normal,True,True
1416,119,Juno,move_owned_object,ownership boundary crossed,none,turns away with object shielded,side gaze,0.075,short and guarded,slower,True,True
1417,119,Ari,move_owned_object,ownership boundary crossed,none,turns away with object shielded,side gaze,0.075,short and guarded,slower,True,True
1418,119,Fay,request_owned_object,none,none,hands open near the ledger,task gaze,-0.01,steady,slower,True,True
1420,119,Milo,ask_help,none,none,lantern held between body and road,task gaze,-0.01,steady,slower,True,True
1423,119,Ari,ask_help,none,none,shoulders angled toward the ridge,task gaze,-0.01,steady,slower,True,True
1425,119,Nia,protect_object,none,apology/space accepted,softens and faces avatar,direct gaze,-0.055,warmer and longer,normal,True,True
1427,119,Ivo,move_owned_object,ownership boundary crossed,none,turns away with object shielded,side gaze,0.075,short and guarded,normal,True,True
1428,120,Ari,move_owned_object,ownership boundary crossed,none,turns away with object shielded,side gaze,0.075,short and guarded,slower,True,True
1430,120,Nia,move_owned_object,ownership boundary crossed,none,turns away with object shielded,side gaze,0.075,short and guarded,normal,True,True
1432,120,Ivo,offer_care,none,apology/space accepted,softens and faces avatar,direct gaze,-0.055,warmer and longer,normal,True,True
1435,120,Fay,offer_care,none,apology/space accepted,softens and faces avatar,direct gaze,-0.055,warmer and longer,slower,True,True
1437,120,Milo,ask_status,none,none,lantern held between body and road,task gaze,-0.01,steady,slower,True,True
1439,120,Juno,misname_agent,social face wound,none,turns away with object shielded,side gaze,0.075,short and guarded,slower,True,True
