tick_id,day,settlement_id,resident_id,avatar_choice,trust_before,trust_after,curiosity_before,curiosity_after,guardedness_before,guardedness_after,history_hash_before,history_hash_after,changed_trust_without_erasing_history,private_workspace_not_dumped
2165,121,lichen_bridge,Luma,repeat_local_phrase,0.94,0.938,0.9,0.9,0.14,0.14,32ab2df4eda1c135,32ab2df4eda1c135,True,True
2166,121,orchid_engine,Dax,offer_trade_good,0.94,0.938,0.9,0.9,0.04,0.04,82bf4a78ca8c3b6e,82bf4a78ca8c3b6e,True,True
2167,121,moss_ward,Tala,touch_restricted_object,0.906,0.888,0.894,0.888,0.302,0.302,8cf2987f751f2f64,8cf2987f751f2f64,True,True
2168,121,glass_harbor,Nia,step_back,0.924,0.934,0.9,0.9,0.126,0.126,9409cf53787cdb00,9409cf53787cdb00,True,True
2169,121,cinder_garden,Pax,ask_custom_reason,0.94,0.938,0.9,0.9,0.136,0.136,6f96d9581140b67d,6f96d9581140b67d,True,True
2170,121,lichen_bridge,Rin,interrupt_protocol,0.928,0.918,0.9,0.894,0.282,0.282,32ab2df4eda1c135,32ab2df4eda1c135,True,True
2171,121,orchid_engine,Eli,wait_for_resident_lead,0.94,0.938,0.9,0.9,0.04,0.04,82bf4a78ca8c3b6e,82bf4a78ca8c3b6e,True,True
2172,121,moss_ward,Ari,observe_before_speaking,0.94,0.938,0.9,0.9,0.126,0.126,8cf2987f751f2f64,8cf2987f751f2f64,True,True
2173,121,glass_harbor,Oren,offer_greeting,0.94,0.938,0.9,0.9,0.14,0.14,9409cf53787cdb00,9409cf53787cdb00,True,True
2174,121,cinder_garden,Vale,ask_translation,0.922,0.932,0.894,0.9,0.046,0.046,6f96d9581140b67d,6f96d9581140b67d,True,True
2175,121,lichen_bridge,Sol,repeat_local_phrase,0.826,0.828,0.9,0.9,0.404,0.404,32ab2df4eda1c135,32ab2df4eda1c135,True,True
2176,121,orchid_engine,Bea,offer_trade_good,0.94,0.938,0.9,0.9,0.144,0.144,82bf4a78ca8c3b6e,82bf4a78ca8c3b6e,True,True
2177,121,moss_ward,Fay,touch_restricted_object,0.904,0.886,0.894,0.888,0.182,0.182,8cf2987f751f2f64,8cf2987f751f2f64,True,True
2178,122,cinder_garden,Juno,wait_for_resident_lead,0.912,0.914,0.9,0.9,0.122,0.122,0bcad8b97ceb0faf,0bcad8b97ceb0faf,True,True
2179,122,lichen_bridge,Luma,observe_before_speaking,0.94,0.938,0.9,0.9,0.122,0.122,6159ea351fcebeea,6159ea351fcebeea,True,True
2180,122,orchid_engine,Dax,offer_greeting,0.94,0.938,0.9,0.9,0.04,0.04,d8b58fd0ad1ca7b4,d8b58fd0ad1ca7b4,True,True
2181,122,moss_ward,Tala,ask_translation,0.894,0.904,0.888,0.9,0.29,0.29,bb381d483741d6da,bb381d483741d6da,True,True
2182,122,glass_harbor,Nia,repeat_local_phrase,0.94,0.938,0.9,0.9,0.122,0.122,54ba0fa0af5dbf65,54ba0fa0af5dbf65,True,True
2183,122,cinder_garden,Pax,offer_trade_good,0.94,0.938,0.9,0.9,0.136,0.136,0bcad8b97ceb0faf,0bcad8b97ceb0faf,True,True
2184,122,lichen_bridge,Rin,touch_restricted_object,0.906,0.888,0.894,0.888,0.32,0.32,6159ea351fcebeea,6159ea351fcebeea,True,True
2185,122,orchid_engine,Eli,step_back,0.94,0.938,0.9,0.9,0.04,0.04,d8b58fd0ad1ca7b4,d8b58fd0ad1ca7b4,True,True
2186,122,moss_ward,Ari,ask_custom_reason,0.94,0.938,0.9,0.9,0.118,0.118,bb381d483741d6da,bb381d483741d6da,True,True
2187,122,glass_harbor,Oren,interrupt_protocol,0.926,0.916,0.9,0.894,0.158,0.158,54ba0fa0af5dbf65,54ba0fa0af5dbf65,True,True
2188,122,cinder_garden,Vale,wait_for_resident_lead,0.94,0.938,0.9,0.9,0.04,0.04,0bcad8b97ceb0faf,0bcad8b97ceb0faf,True,True
2189,122,lichen_bridge,Sol,observe_before_speaking,0.838,0.848,0.9,0.9,0.386,0.386,6159ea351fcebeea,6159ea351fcebeea,True,True
2190,122,orchid_engine,Bea,offer_greeting,0.94,0.938,0.9,0.9,0.14,0.14,d8b58fd0ad1ca7b4,d8b58fd0ad1ca7b4,True,True
2191,122,moss_ward,Fay,ask_translation,0.892,0.902,0.888,0.9,0.17,0.17,bb381d483741d6da,bb381d483741d6da,True,True
2192,122,glass_harbor,Puck,repeat_local_phrase,0.836,0.838,0.9,0.9,0.404,0.404,54ba0fa0af5dbf65,54ba0fa0af5dbf65,True,True
2193,122,cinder_garden,Wren,offer_trade_good,0.792,0.794,0.9,0.9,0.384,0.384,0bcad8b97ceb0faf,0bcad8b97ceb0faf,True,True
2194,122,lichen_bridge,Kio,touch_restricted_object,0.904,0.886,0.894,0.888,0.2,0.2,6159ea351fcebeea,6159ea351fcebeea,True,True
2195,122,orchid_engine,Cai,step_back,0.924,0.934,0.9,0.9,0.116,0.116,d8b58fd0ad1ca7b4,d8b58fd0ad1ca7b4,True,True
2196,123,glass_harbor,Nia,observe_before_speaking,0.94,0.938,0.9,0.9,0.104,0.104,880bd0866903452b,880bd0866903452b,True,True
2197,123,cinder_garden,Pax,offer_greeting,0.94,0.938,0.9,0.9,0.132,0.132,f6dad47749b383a0,f6dad47749b383a0,True,True
2198,123,lichen_bridge,Rin,ask_translation,0.894,0.904,0.888,0.9,0.308,0.308,bdb5401aebf24454,bdb5401aebf24454,True,True
2199,123,orchid_engine,Eli,repeat_local_phrase,0.94,0.938,0.9,0.9,0.04,0.04,4a53410bd02e9283,4a53410bd02e9283,True,True
2200,123,moss_ward,Ari,offer_trade_good,0.94,0.938,0.9,0.9,0.118,0.118,d229e251605d186d,d229e251605d186d,True,True
2201,123,glass_harbor,Oren,touch_restricted_object,0.904,0.886,0.894,0.888,0.196,0.196,880bd0866903452b,880bd0866903452b,True,True
2202,123,cinder_garden,Vale,step_back,0.94,0.938,0.9,0.9,0.04,0.04,f6dad47749b383a0,f6dad47749b383a0,True,True
2203,123,lichen_bridge,Sol,ask_custom_reason,0.85,0.86,0.9,0.9,0.378,0.378,bdb5401aebf24454,bdb5401aebf24454,True,True
2204,123,orchid_engine,Bea,interrupt_protocol,0.926,0.916,0.9,0.894,0.158,0.158,4a53410bd02e9283,4a53410bd02e9283,True,True
2205,123,moss_ward,Fay,wait_for_resident_lead,0.912,0.914,0.9,0.9,0.16,0.16,d229e251605d186d,d229e251605d186d,True,True
2206,123,glass_harbor,Puck,observe_before_speaking,0.848,0.858,0.9,0.9,0.386,0.386,880bd0866903452b,880bd0866903452b,True,True
2207,123,cinder_garden,Wren,offer_greeting,0.8,0.802,0.9,0.9,0.38,0.38,f6dad47749b383a0,f6dad47749b383a0,True,True
2208,123,lichen_bridge,Kio,ask_translation,0.892,0.902,0.888,0.9,0.188,0.188,bdb5401aebf24454,bdb5401aebf24454,True,True
2209,123,orchid_engine,Cai,repeat_local_phrase,0.94,0.938,0.9,0.9,0.112,0.112,4a53410bd02e9283,4a53410bd02e9283,True,True
2210,123,moss_ward,Milo,offer_trade_good,0.832,0.834,0.9,0.9,0.366,0.366,d229e251605d186d,d229e251605d186d,True,True
2211,123,glass_harbor,Sera,touch_restricted_object,0.926,0.908,0.9,0.894,0.078,0.078,880bd0866903452b,880bd0866903452b,True,True
2212,123,cinder_garden,Juno,step_back,0.924,0.934,0.9,0.9,0.104,0.104,f6dad47749b383a0,f6dad47749b383a0,True,True
2213,123,lichen_bridge,Luma,ask_custom_reason,0.94,0.938,0.9,0.9,0.114,0.114,bdb5401aebf24454,bdb5401aebf24454,True,True
2214,124,moss_ward,Ari,offer_greeting,0.94,0.938,0.9,0.9,0.114,0.114,41a6aeba64d01710,41a6aeba64d01710,True,True
2215,124,glass_harbor,Oren,ask_translation,0.892,0.902,0.888,0.9,0.184,0.184,39be53d856949960,39be53d856949960,True,True
2216,124,cinder_garden,Vale,repeat_local_phrase,0.94,0.938,0.9,0.9,0.04,0.04,48a6780b1f433caa,48a6780b1f433caa,True,True
2217,124,lichen_bridge,Sol,offer_trade_good,0.862,0.864,0.9,0.9,0.378,0.378,e52bdb92a03e8c08,e52bdb92a03e8c08,True,True
2218,124,orchid_engine,Bea,touch_restricted_object,0.904,0.886,0.894,0.888,0.196,0.196,01b4f156336809be,01b4f156336809be,True,True
2219,124,moss_ward,Fay,step_back,0.924,0.934,0.9,0.9,0.142,0.142,41a6aeba64d01710,41a6aeba64d01710,True,True
2220,124,glass_harbor,Puck,ask_custom_reason,0.86,0.87,0.9,0.9,0.378,0.378,39be53d856949960,39be53d856949960,True,True
2221,124,cinder_garden,Wren,interrupt_protocol,0.79,0.78,0.9,0.894,0.398,0.398,48a6780b1f433caa,48a6780b1f433caa,True,True
2222,124,lichen_bridge,Kio,wait_for_resident_lead,0.912,0.914,0.9,0.9,0.178,0.178,e52bdb92a03e8c08,e52bdb92a03e8c08,True,True
2223,124,orchid_engine,Cai,observe_before_speaking,0.94,0.938,0.9,0.9,0.094,0.094,01b4f156336809be,01b4f156336809be,True,True
2224,124,moss_ward,Milo,offer_greeting,0.84,0.842,0.9,0.9,0.362,0.362,41a6aeba64d01710,41a6aeba64d01710,True,True
2225,124,glass_harbor,Sera,ask_translation,0.914,0.924,0.894,0.9,0.066,0.066,39be53d856949960,39be53d856949960,True,True
2226,124,cinder_garden,Juno,repeat_local_phrase,0.94,0.938,0.9,0.9,0.1,0.1,48a6780b1f433caa,48a6780b1f433caa,True,True
2227,124,lichen_bridge,Luma,offer_trade_good,0.94,0.938,0.9,0.9,0.114,0.114,e52bdb92a03e8c08,e52bdb92a03e8c08,True,True
2228,124,orchid_engine,Dax,touch_restricted_object,0.926,0.908,0.9,0.894,0.078,0.078,01b4f156336809be,01b4f156336809be,True,True
2229,124,moss_ward,Tala,step_back,0.914,0.924,0.9,0.9,0.272,0.272,41a6aeba64d01710,41a6aeba64d01710,True,True
2230,124,glass_harbor,Nia,ask_custom_reason,0.94,0.938,0.9,0.9,0.096,0.096,39be53d856949960,39be53d856949960,True,True
2231,124,cinder_garden,Pax,interrupt_protocol,0.926,0.916,0.9,0.894,0.15,0.15,48a6780b1f433caa,48a6780b1f433caa,True,True
2232,125,orchid_engine,Bea,ask_translation,0.892,0.902,0.888,0.9,0.184,0.184,f686d1c4d1736de2,f686d1c4d1736de2,True,True
2233,125,moss_ward,Fay,repeat_local_phrase,0.94,0.938,0.9,0.9,0.138,0.138,ab350ee2052f87b0,ab350ee2052f87b0,True,True
2234,125,glass_harbor,Puck,offer_trade_good,0.872,0.874,0.9,0.9,0.378,0.378,56e4f01d6eca5813,56e4f01d6eca5813,True,True
2235,125,cinder_garden,Wren,touch_restricted_object,0.768,0.75,0.894,0.888,0.436,0.436,68e42ed60046783e,68e42ed60046783e,True,True
2236,125,lichen_bridge,Kio,step_back,0.924,0.934,0.9,0.9,0.16,0.16,8ad3f641a6ed8f6e,8ad3f641a6ed8f6e,True,True
2237,125,orchid_engine,Cai,ask_custom_reason,0.94,0.938,0.9,0.9,0.086,0.086,f686d1c4d1736de2,f686d1c4d1736de2,True,True
2238,125,moss_ward,Milo,interrupt_protocol,0.83,0.82,0.9,0.894,0.38,0.38,ab350ee2052f87b0,ab350ee2052f87b0,True,True
2239,125,glass_harbor,Sera,wait_for_resident_lead,0.934,0.936,0.9,0.9,0.056,0.056,56e4f01d6eca5813,56e4f01d6eca5813,True,True
2240,125,cinder_garden,Juno,observe_before_speaking,0.94,0.938,0.9,0.9,0.082,0.082,68e42ed60046783e,68e42ed60046783e,True,True
2241,125,lichen_bridge,Luma,offer_greeting,0.94,0.938,0.9,0.9,0.11,0.11,8ad3f641a6ed8f6e,8ad3f641a6ed8f6e,True,True
2242,125,orchid_engine,Dax,ask_translation,0.914,0.924,0.894,0.9,0.066,0.066,f686d1c4d1736de2,f686d1c4d1736de2,True,True
2243,125,moss_ward,Tala,repeat_local_phrase,0.93,0.932,0.9,0.9,0.268,0.268,ab350ee2052f87b0,ab350ee2052f87b0,True,True
2244,125,glass_harbor,Nia,offer_trade_good,0.94,0.938,0.9,0.9,0.096,0.096,56e4f01d6eca5813,56e4f01d6eca5813,True,True
2245,125,cinder_garden,Pax,touch_restricted_object,0.904,0.886,0.894,0.888,0.188,0.188,68e42ed60046783e,68e42ed60046783e,True,True
2246,125,lichen_bridge,Rin,step_back,0.914,0.924,0.9,0.9,0.29,0.29,8ad3f641a6ed8f6e,8ad3f641a6ed8f6e,True,True
2247,125,orchid_engine,Eli,ask_custom_reason,0.94,0.938,0.9,0.9,0.04,0.04,f686d1c4d1736de2,f686d1c4d1736de2,True,True
2248,125,moss_ward,Ari,interrupt_protocol,0.926,0.916,0.9,0.894,0.132,0.132,ab350ee2052f87b0,ab350ee2052f87b0,True,True
2249,125,glass_harbor,Oren,wait_for_resident_lead,0.912,0.914,0.9,0.9,0.174,0.174,56e4f01d6eca5813,56e4f01d6eca5813,True,True
2250,126,lichen_bridge,Kio,repeat_local_phrase,0.94,0.938,0.9,0.9,0.156,0.156,1fd04461dec4fa5a,1fd04461dec4fa5a,True,True
2251,126,orchid_engine,Cai,offer_trade_good,0.94,0.938,0.9,0.9,0.086,0.086,185274ddddb3c694,185274ddddb3c694,True,True
2252,126,moss_ward,Milo,touch_restricted_object,0.808,0.79,0.894,0.888,0.418,0.418,5954db74760366b2,5954db74760366b2,True,True
2253,126,glass_harbor,Sera,step_back,0.94,0.938,0.9,0.9,0.04,0.04,2299ad53c66c3f12,2299ad53c66c3f12,True,True
2254,126,cinder_garden,Juno,ask_custom_reason,0.94,0.938,0.9,0.9,0.074,0.074,ff4ea43ab7241f13,ff4ea43ab7241f13,True,True
2255,126,lichen_bridge,Luma,interrupt_protocol,0.926,0.916,0.9,0.894,0.128,0.128,1fd04461dec4fa5a,1fd04461dec4fa5a,True,True
2256,126,orchid_engine,Dax,wait_for_resident_lead,0.934,0.936,0.9,0.9,0.056,0.056,185274ddddb3c694,185274ddddb3c694,True,True
2257,126,moss_ward,Tala,observe_before_speaking,0.94,0.94,0.9,0.9,0.25,0.25,5954db74760366b2,5954db74760366b2,False,True
2258,126,glass_harbor,Nia,offer_greeting,0.94,0.938,0.9,0.9,0.092,0.092,2299ad53c66c3f12,2299ad53c66c3f12,True,True
2259,126,cinder_garden,Pax,ask_translation,0.892,0.902,0.888,0.9,0.176,0.176,ff4ea43ab7241f13,ff4ea43ab7241f13,True,True
2260,126,lichen_bridge,Rin,repeat_local_phrase,0.93,0.932,0.9,0.9,0.286,0.286,1fd04461dec4fa5a,1fd04461dec4fa5a,True,True
2261,126,orchid_engine,Eli,offer_trade_good,0.94,0.938,0.9,0.9,0.04,0.04,185274ddddb3c694,185274ddddb3c694,True,True
2262,126,moss_ward,Ari,touch_restricted_object,0.904,0.886,0.894,0.888,0.17,0.17,5954db74760366b2,5954db74760366b2,True,True
2263,126,glass_harbor,Oren,step_back,0.924,0.934,0.9,0.9,0.156,0.156,2299ad53c66c3f12,2299ad53c66c3f12,True,True
2264,126,cinder_garden,Vale,ask_custom_reason,0.94,0.938,0.9,0.9,0.04,0.04,ff4ea43ab7241f13,ff4ea43ab7241f13,True,True
2265,126,lichen_bridge,Sol,interrupt_protocol,0.852,0.842,0.9,0.894,0.396,0.396,1fd04461dec4fa5a,1fd04461dec4fa5a,True,True
2266,126,orchid_engine,Bea,wait_for_resident_lead,0.912,0.914,0.9,0.9,0.174,0.174,185274ddddb3c694,185274ddddb3c694,True,True
2267,126,moss_ward,Fay,observe_before_speaking,0.94,0.938,0.9,0.9,0.12,0.12,5954db74760366b2,5954db74760366b2,True,True
2268,127,cinder_garden,Juno,offer_trade_good,0.94,0.938,0.9,0.9,0.074,0.074,d4b44ed4798d0727,d4b44ed4798d0727,True,True
2269,127,lichen_bridge,Luma,touch_restricted_object,0.904,0.886,0.894,0.888,0.166,0.166,1b6caf24600837af,1b6caf24600837af,True,True
2270,127,orchid_engine,Dax,step_back,0.94,0.938,0.9,0.9,0.04,0.04,0b7eb0e479ceddca,0b7eb0e479ceddca,True,True
2271,127,moss_ward,Tala,ask_custom_reason,0.94,0.94,0.9,0.9,0.242,0.242,160866740b8401c6,160866740b8401c6,False,True
2272,127,glass_harbor,Nia,interrupt_protocol,0.926,0.916,0.9,0.894,0.11,0.11,cb89c3772058ebd8,cb89c3772058ebd8,True,True
2273,127,cinder_garden,Pax,wait_for_resident_lead,0.912,0.914,0.9,0.9,0.166,0.166,d4b44ed4798d0727,d4b44ed4798d0727,True,True
2274,127,lichen_bridge,Rin,observe_before_speaking,0.94,0.94,0.9,0.9,0.268,0.268,1b6caf24600837af,1b6caf24600837af,False,True
2275,127,orchid_engine,Eli,offer_greeting,0.94,0.938,0.9,0.9,0.04,0.04,0b7eb0e479ceddca,0b7eb0e479ceddca,True,True
2276,127,moss_ward,Ari,ask_translation,0.892,0.902,0.888,0.9,0.158,0.158,160866740b8401c6,160866740b8401c6,True,True
2277,127,glass_harbor,Oren,repeat_local_phrase,0.94,0.938,0.9,0.9,0.152,0.152,cb89c3772058ebd8,cb89c3772058ebd8,True,True
2278,127,cinder_garden,Vale,offer_trade_good,0.94,0.938,0.9,0.9,0.04,0.04,d4b44ed4798d0727,d4b44ed4798d0727,True,True
2279,127,lichen_bridge,Sol,touch_restricted_object,0.83,0.812,0.894,0.888,0.434,0.434,1b6caf24600837af,1b6caf24600837af,True,True
2280,127,orchid_engine,Bea,step_back,0.924,0.934,0.9,0.9,0.156,0.156,0b7eb0e479ceddca,0b7eb0e479ceddca,True,True
2281,127,moss_ward,Fay,ask_custom_reason,0.94,0.938,0.9,0.9,0.112,0.112,160866740b8401c6,160866740b8401c6,True,True
2282,127,glass_harbor,Puck,interrupt_protocol,0.862,0.852,0.9,0.894,0.396,0.396,cb89c3772058ebd8,cb89c3772058ebd8,True,True
2283,127,cinder_garden,Wren,wait_for_resident_lead,0.76,0.762,0.888,0.894,0.426,0.426,d4b44ed4798d0727,d4b44ed4798d0727,True,True
2284,127,lichen_bridge,Kio,observe_before_speaking,0.94,0.938,0.9,0.9,0.138,0.138,1b6caf24600837af,1b6caf24600837af,True,True
2285,127,orchid_engine,Cai,offer_greeting,0.94,0.938,0.9,0.9,0.082,0.082,0b7eb0e479ceddca,0b7eb0e479ceddca,True,True
2286,128,glass_harbor,Nia,touch_restricted_object,0.904,0.886,0.894,0.888,0.148,0.148,67ff8f747b9fbe64,67ff8f747b9fbe64,True,True
2287,128,cinder_garden,Pax,step_back,0.924,0.934,0.9,0.9,0.148,0.148,3c987953e2e935f5,3c987953e2e935f5,True,True
2288,128,lichen_bridge,Rin,ask_custom_reason,0.94,0.94,0.9,0.9,0.26,0.26,5ba23d02d120a27d,5ba23d02d120a27d,False,True
2289,128,orchid_engine,Eli,interrupt_protocol,0.926,0.916,0.9,0.894,0.058,0.058,883576134e9ba312,883576134e9ba312,True,True
2290,128,moss_ward,Ari,wait_for_resident_lead,0.912,0.914,0.9,0.9,0.148,0.148,b41ee4022d984ea6,b41ee4022d984ea6,True,True
2291,128,glass_harbor,Oren,observe_before_speaking,0.94,0.938,0.9,0.9,0.134,0.134,67ff8f747b9fbe64,67ff8f747b9fbe64,True,True
2292,128,cinder_garden,Vale,offer_greeting,0.94,0.938,0.9,0.9,0.04,0.04,3c987953e2e935f5,3c987953e2e935f5,True,True
2293,128,lichen_bridge,Sol,ask_translation,0.818,0.828,0.888,0.9,0.422,0.422,5ba23d02d120a27d,5ba23d02d120a27d,True,True
2294,128,orchid_engine,Bea,repeat_local_phrase,0.94,0.938,0.9,0.9,0.152,0.152,883576134e9ba312,883576134e9ba312,True,True
2295,128,moss_ward,Fay,offer_trade_good,0.94,0.938,0.9,0.9,0.112,0.112,b41ee4022d984ea6,b41ee4022d984ea6,True,True
2296,128,glass_harbor,Puck,touch_restricted_object,0.84,0.822,0.894,0.888,0.434,0.434,67ff8f747b9fbe64,67ff8f747b9fbe64,True,True
2297,128,cinder_garden,Wren,step_back,0.772,0.782,0.894,0.9,0.408,0.408,3c987953e2e935f5,3c987953e2e935f5,True,True
2298,128,lichen_bridge,Kio,ask_custom_reason,0.94,0.938,0.9,0.9,0.13,0.13,5ba23d02d120a27d,5ba23d02d120a27d,True,True
2299,128,orchid_engine,Cai,interrupt_protocol,0.926,0.916,0.9,0.894,0.1,0.1,883576134e9ba312,883576134e9ba312,True,True
2300,128,moss_ward,Milo,wait_for_resident_lead,0.8,0.802,0.888,0.894,0.408,0.408,b41ee4022d984ea6,b41ee4022d984ea6,True,True
2301,128,glass_harbor,Sera,observe_before_speaking,0.94,0.938,0.9,0.9,0.04,0.04,67ff8f747b9fbe64,67ff8f747b9fbe64,True,True
2302,128,cinder_garden,Juno,offer_greeting,0.94,0.938,0.9,0.9,0.07,0.07,3c987953e2e935f5,3c987953e2e935f5,True,True
2303,128,lichen_bridge,Luma,ask_translation,0.892,0.902,0.888,0.9,0.154,0.154,5ba23d02d120a27d,5ba23d02d120a27d,True,True
2304,129,moss_ward,Ari,step_back,0.924,0.934,0.9,0.9,0.13,0.13,ef92dc019d39da47,ef92dc019d39da47,True,True
2305,129,glass_harbor,Oren,ask_custom_reason,0.94,0.938,0.9,0.9,0.126,0.126,8eca27110a6093f8,8eca27110a6093f8,True,True
2306,129,cinder_garden,Vale,interrupt_protocol,0.926,0.916,0.9,0.894,0.058,0.058,7c8ea132001e0cb1,7c8ea132001e0cb1,True,True
2307,129,lichen_bridge,Sol,wait_for_resident_lead,0.838,0.84,0.9,0.9,0.412,0.412,372964dd0df2447b,372964dd0df2447b,True,True
2308,129,orchid_engine,Bea,observe_before_speaking,0.94,0.938,0.9,0.9,0.134,0.134,535ac5d34bfc62b0,535ac5d34bfc62b0,True,True
2309,129,moss_ward,Fay,offer_greeting,0.94,0.938,0.9,0.9,0.108,0.108,ef92dc019d39da47,ef92dc019d39da47,True,True
2310,129,glass_harbor,Puck,ask_translation,0.828,0.838,0.888,0.9,0.422,0.422,8eca27110a6093f8,8eca27110a6093f8,True,True
2311,129,cinder_garden,Wren,repeat_local_phrase,0.788,0.79,0.9,0.9,0.404,0.404,7c8ea132001e0cb1,7c8ea132001e0cb1,True,True
2312,129,lichen_bridge,Kio,offer_trade_good,0.94,0.938,0.9,0.9,0.13,0.13,372964dd0df2447b,372964dd0df2447b,True,True
2313,129,orchid_engine,Cai,touch_restricted_object,0.904,0.886,0.894,0.888,0.138,0.138,535ac5d34bfc62b0,535ac5d34bfc62b0,True,True
2314,129,moss_ward,Milo,step_back,0.812,0.822,0.894,0.9,0.39,0.39,ef92dc019d39da47,ef92dc019d39da47,True,True
2315,129,glass_harbor,Sera,ask_custom_reason,0.94,0.938,0.9,0.9,0.04,0.04,8eca27110a6093f8,8eca27110a6093f8,True,True
2316,129,cinder_garden,Juno,interrupt_protocol,0.926,0.916,0.9,0.894,0.088,0.088,7c8ea132001e0cb1,7c8ea132001e0cb1,True,True
2317,129,lichen_bridge,Luma,wait_for_resident_lead,0.912,0.914,0.9,0.9,0.144,0.144,372964dd0df2447b,372964dd0df2447b,True,True
2318,129,orchid_engine,Dax,observe_before_speaking,0.94,0.938,0.9,0.9,0.04,0.04,535ac5d34bfc62b0,535ac5d34bfc62b0,True,True
2319,129,moss_ward,Tala,offer_greeting,0.94,0.94,0.9,0.9,0.238,0.238,ef92dc019d39da47,ef92dc019d39da47,False,True
2320,129,glass_harbor,Nia,ask_translation,0.892,0.902,0.888,0.9,0.136,0.136,8eca27110a6093f8,8eca27110a6093f8,True,True
2321,129,cinder_garden,Pax,repeat_local_phrase,0.94,0.938,0.9,0.9,0.144,0.144,7c8ea132001e0cb1,7c8ea132001e0cb1,True,True
2322,130,orchid_engine,Bea,ask_custom_reason,0.94,0.938,0.9,0.9,0.126,0.126,69ac2ee0d4d1887b,69ac2ee0d4d1887b,True,True
2323,130,moss_ward,Fay,interrupt_protocol,0.926,0.916,0.9,0.894,0.126,0.126,e2e945c9175dc572,e2e945c9175dc572,True,True
2324,130,glass_harbor,Puck,wait_for_resident_lead,0.848,0.85,0.9,0.9,0.412,0.412,681de3d061508385,681de3d061508385,True,True
2325,130,cinder_garden,Wren,observe_before_speaking,0.8,0.81,0.9,0.9,0.386,0.386,2027e8a64b2ac05d,2027e8a64b2ac05d,True,True
2326,130,lichen_bridge,Kio,offer_greeting,0.94,0.938,0.9,0.9,0.126,0.126,173c45cc1f5dd509,173c45cc1f5dd509,True,True
2327,130,orchid_engine,Cai,ask_translation,0.892,0.902,0.888,0.9,0.126,0.126,69ac2ee0d4d1887b,69ac2ee0d4d1887b,True,True
2328,130,moss_ward,Milo,repeat_local_phrase,0.828,0.83,0.9,0.9,0.386,0.386,e2e945c9175dc572,e2e945c9175dc572,True,True
2329,130,glass_harbor,Sera,offer_trade_good,0.94,0.938,0.9,0.9,0.04,0.04,681de3d061508385,681de3d061508385,True,True
2330,130,cinder_garden,Juno,touch_restricted_object,0.904,0.886,0.894,0.888,0.126,0.126,2027e8a64b2ac05d,2027e8a64b2ac05d,True,True
2331,130,lichen_bridge,Luma,step_back,0.924,0.934,0.9,0.9,0.126,0.126,173c45cc1f5dd509,173c45cc1f5dd509,True,True
2332,130,orchid_engine,Dax,ask_custom_reason,0.94,0.938,0.9,0.9,0.04,0.04,69ac2ee0d4d1887b,69ac2ee0d4d1887b,True,True
2333,130,moss_ward,Tala,interrupt_protocol,0.928,0.918,0.9,0.894,0.256,0.256,e2e945c9175dc572,e2e945c9175dc572,True,True
2334,130,glass_harbor,Nia,wait_for_resident_lead,0.912,0.914,0.9,0.9,0.126,0.126,681de3d061508385,681de3d061508385,True,True
2335,130,cinder_garden,Pax,observe_before_speaking,0.94,0.938,0.9,0.9,0.126,0.126,2027e8a64b2ac05d,2027e8a64b2ac05d,True,True
2336,130,lichen_bridge,Rin,offer_greeting,0.94,0.94,0.9,0.9,0.256,0.256,173c45cc1f5dd509,173c45cc1f5dd509,False,True
2337,130,orchid_engine,Eli,ask_translation,0.922,0.932,0.894,0.9,0.046,0.046,69ac2ee0d4d1887b,69ac2ee0d4d1887b,True,True
2338,130,moss_ward,Ari,repeat_local_phrase,0.94,0.938,0.9,0.9,0.126,0.126,e2e945c9175dc572,e2e945c9175dc572,True,True
2339,130,glass_harbor,Oren,offer_trade_good,0.94,0.938,0.9,0.9,0.126,0.126,681de3d061508385,681de3d061508385,True,True
2340,131,lichen_bridge,Kio,interrupt_protocol,0.926,0.916,0.9,0.894,0.144,0.144,388e92d00e41b2c9,388e92d00e41b2c9,True,True
2341,131,orchid_engine,Cai,wait_for_resident_lead,0.912,0.914,0.9,0.9,0.116,0.116,1d953a61847f96f4,1d953a61847f96f4,True,True
2342,131,moss_ward,Milo,observe_before_speaking,0.84,0.85,0.9,0.9,0.368,0.368,19408813d47cba7f,19408813d47cba7f,True,True
2343,131,glass_harbor,Sera,offer_greeting,0.94,0.938,0.9,0.9,0.04,0.04,0bdc2a2180500c96,0bdc2a2180500c96,True,True
2344,131,cinder_garden,Juno,ask_translation,0.892,0.902,0.888,0.9,0.114,0.114,7aaf3fbf4e544eb2,7aaf3fbf4e544eb2,True,True
2345,131,lichen_bridge,Luma,repeat_local_phrase,0.94,0.938,0.9,0.9,0.122,0.122,388e92d00e41b2c9,388e92d00e41b2c9,True,True
2346,131,orchid_engine,Dax,offer_trade_good,0.94,0.938,0.9,0.9,0.04,0.04,1d953a61847f96f4,1d953a61847f96f4,True,True
2347,131,moss_ward,Tala,touch_restricted_object,0.906,0.888,0.894,0.888,0.294,0.294,19408813d47cba7f,19408813d47cba7f,True,True
2348,131,glass_harbor,Nia,step_back,0.924,0.934,0.9,0.9,0.108,0.108,0bdc2a2180500c96,0bdc2a2180500c96,True,True
