tick_id,day,settlement_id,resident_id,object_id,apology_action,forgiveness_state,trust_before,trust_after,resentment_before,resentment_after,gaze_keyframes,posture_keyframes,gesture_keyframes,forgiveness_limit_visible,repair_partial_not_magic,no_forced_forgiveness
2693,150,repair_ring,Pax,copper wire,ask_forgiveness_limit,limited,0.98,0.98,0.056,0.056,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
2695,150,roofward,Bex,shade cloth,ask_about_debt,observed,0.98,0.98,0.044,0.044,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
2696,150,archive,Nia,signal spool,ask_forgiveness_limit,limited,0.98,0.98,0.052,0.052,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
2700,151,roofward,Bex,shade cloth,inspect_role_board,observed,0.98,0.98,0.044,0.044,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
2703,151,orchard,Pim,dry cord,ask_forgiveness_limit,limited,0.98,0.98,0.052,0.052,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
2705,151,riverbend,Ari,cedar plank,ask_about_debt,observed,0.892,0.892,0.056,0.056,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
2706,151,roofward,Sera,herb ledger,ask_forgiveness_limit,limited,0.98,0.98,0.052,0.052,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
2710,151,repair_ring,Pax,copper wire,ask_forgiveness_limit,limited,0.98,0.98,0.056,0.056,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
2713,151,archive,Nia,signal spool,ask_forgiveness_limit,limited,0.98,0.98,0.052,0.052,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
2715,151,orchard,Pim,dry cord,absent,observed,0.98,0.98,0.052,0.052,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
2720,152,orchard,Pim,dry cord,ask_forgiveness_limit,limited,0.98,0.98,0.052,0.052,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
2723,152,roofward,Sera,herb ledger,ask_forgiveness_limit,limited,0.98,0.98,0.052,0.052,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
2725,152,signal,Oda,wind wrap,absent,observed,0.98,0.98,0.052,0.052,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
2727,152,repair_ring,Pax,copper wire,ask_forgiveness_limit,limited,0.98,0.98,0.056,0.056,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
2730,152,archive,Nia,signal spool,ask_forgiveness_limit,limited,0.98,0.98,0.052,0.052,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
2735,152,roofward,Sera,herb ledger,absent,observed,0.98,0.98,0.052,0.052,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
2737,153,orchard,Pim,dry cord,ask_forgiveness_limit,limited,0.98,0.98,0.052,0.052,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
2740,153,roofward,Sera,herb ledger,ask_forgiveness_limit,limited,0.98,0.98,0.052,0.052,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
2744,153,repair_ring,Pax,copper wire,ask_forgiveness_limit,limited,0.98,0.98,0.056,0.056,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
2745,153,riverbend,Cee,binding cord,absent,observed,0.98,0.98,0.056,0.056,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
2747,153,archive,Nia,signal spool,ask_forgiveness_limit,limited,0.98,0.98,0.052,0.052,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
2750,153,repair_ring,Wren,cool cloth,ask_about_debt,observed,0.98,0.98,0.056,0.056,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
2754,154,orchard,Pim,dry cord,ask_forgiveness_limit,limited,0.98,0.98,0.052,0.052,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
2755,154,repair_ring,Wren,cool cloth,inspect_role_board,observed,0.98,0.98,0.056,0.056,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
2757,154,roofward,Sera,herb ledger,ask_forgiveness_limit,limited,0.98,0.98,0.052,0.052,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
2760,154,orchard,Ivo,seed satchel,ask_about_debt,observed,0.901,0.901,0.056,0.056,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
2761,154,repair_ring,Pax,copper wire,ask_forgiveness_limit,limited,0.98,0.98,0.056,0.056,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
2764,154,archive,Nia,signal spool,ask_forgiveness_limit,limited,0.98,0.98,0.052,0.052,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
2765,154,signal,Ren,oil lantern,inspect_role_board,observed,0.98,0.98,0.048,0.048,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
2770,154,archive,Vell,memory tag,ask_about_debt,observed,0.947,0.947,0.052,0.052,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
2771,154,signal,Oda,wind wrap,ask_forgiveness_limit,limited,0.98,0.98,0.052,0.052,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
2774,155,roofward,Sera,herb ledger,ask_forgiveness_limit,limited,0.98,0.98,0.052,0.052,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
2775,155,archive,Vell,memory tag,inspect_role_board,observed,0.947,0.947,0.052,0.052,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
2778,155,repair_ring,Pax,copper wire,ask_forgiveness_limit,limited,0.98,0.98,0.056,0.056,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
2780,155,roofward,Bex,shade cloth,ask_about_debt,observed,0.98,0.98,0.044,0.044,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
2781,155,archive,Nia,signal spool,ask_forgiveness_limit,limited,0.98,0.98,0.052,0.052,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
2785,155,riverbend,Ari,cedar plank,inspect_role_board,observed,0.901,0.901,0.056,0.056,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
2788,155,signal,Oda,wind wrap,ask_forgiveness_limit,limited,0.98,0.98,0.052,0.052,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
2790,156,riverbend,Ari,cedar plank,ask_about_debt,observed,0.901,0.901,0.056,0.056,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
2791,156,roofward,Sera,herb ledger,ask_forgiveness_limit,limited,0.98,0.98,0.052,0.052,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
2795,156,repair_ring,Pax,copper wire,ask_forgiveness_limit,limited,0.98,0.98,0.056,0.056,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
2798,156,archive,Nia,signal spool,ask_forgiveness_limit,limited,0.98,0.98,0.052,0.052,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
2800,156,orchard,Pim,dry cord,absent,observed,0.98,0.98,0.052,0.052,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
2805,156,signal,Oda,wind wrap,ask_forgiveness_limit,limited,0.98,0.98,0.052,0.052,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
2808,157,roofward,Sera,herb ledger,ask_forgiveness_limit,limited,0.98,0.98,0.052,0.052,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
2810,157,signal,Oda,wind wrap,absent,observed,0.98,0.98,0.052,0.052,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
2812,157,repair_ring,Pax,copper wire,ask_forgiveness_limit,limited,0.98,0.98,0.056,0.056,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
2815,157,archive,Nia,signal spool,ask_forgiveness_limit,limited,0.98,0.98,0.052,0.052,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
2820,157,roofward,Sera,herb ledger,absent,observed,0.98,0.98,0.052,0.052,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
2822,157,signal,Oda,wind wrap,ask_forgiveness_limit,limited,0.98,0.98,0.052,0.052,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
2825,157,riverbend,Cee,binding cord,ask_forgiveness_limit,limited,0.98,0.98,0.056,0.056,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
2829,158,repair_ring,Pax,copper wire,ask_forgiveness_limit,limited,0.98,0.98,0.056,0.056,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
2830,158,riverbend,Cee,binding cord,absent,observed,0.98,0.98,0.056,0.056,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
2832,158,archive,Nia,signal spool,ask_forgiveness_limit,limited,0.98,0.98,0.052,0.052,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
2835,158,repair_ring,Wren,cool cloth,ask_about_debt,observed,0.98,0.98,0.052,0.052,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
2839,158,signal,Oda,wind wrap,ask_forgiveness_limit,limited,0.98,0.98,0.052,0.052,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
2840,158,orchard,Ivo,seed satchel,inspect_role_board,observed,0.91,0.91,0.056,0.056,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
2842,158,riverbend,Cee,binding cord,ask_forgiveness_limit,limited,0.98,0.98,0.056,0.056,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
2845,159,orchard,Ivo,seed satchel,ask_about_debt,observed,0.91,0.91,0.056,0.056,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
2846,159,repair_ring,Pax,copper wire,ask_forgiveness_limit,limited,0.98,0.98,0.056,0.056,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
2849,159,archive,Nia,signal spool,ask_forgiveness_limit,limited,0.98,0.98,0.052,0.052,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
2850,159,signal,Ren,oil lantern,inspect_role_board,observed,0.98,0.98,0.048,0.048,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
2855,159,archive,Vell,memory tag,ask_about_debt,observed,0.954,0.954,0.052,0.052,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
2856,159,signal,Oda,wind wrap,ask_forgiveness_limit,limited,0.98,0.98,0.052,0.052,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
2859,159,riverbend,Cee,binding cord,ask_forgiveness_limit,limited,0.98,0.98,0.056,0.056,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
2860,159,roofward,Bex,shade cloth,inspect_role_board,observed,0.98,0.98,0.044,0.044,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
2863,160,repair_ring,Pax,copper wire,ask_forgiveness_limit,limited,0.98,0.98,0.056,0.056,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
2865,160,roofward,Bex,shade cloth,ask_about_debt,observed,0.98,0.98,0.044,0.044,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
2866,160,archive,Nia,signal spool,ask_forgiveness_limit,limited,0.98,0.98,0.052,0.052,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
2870,160,riverbend,Ari,cedar plank,inspect_role_board,observed,0.904,0.904,0.056,0.056,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
2873,160,signal,Oda,wind wrap,ask_forgiveness_limit,limited,0.98,0.98,0.052,0.052,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
2875,160,repair_ring,Pax,copper wire,absent,observed,0.98,0.98,0.056,0.056,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
2876,160,riverbend,Cee,binding cord,ask_forgiveness_limit,limited,0.98,0.98,0.056,0.056,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
2880,161,repair_ring,Pax,copper wire,ask_forgiveness_limit,limited,0.98,0.98,0.056,0.056,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
2883,161,archive,Nia,signal spool,ask_forgiveness_limit,limited,0.98,0.98,0.052,0.052,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
2885,161,orchard,Pim,dry cord,absent,observed,0.98,0.98,0.052,0.052,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
2890,161,signal,Oda,wind wrap,ask_forgiveness_limit,limited,0.98,0.98,0.052,0.052,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
2893,161,riverbend,Cee,binding cord,ask_forgiveness_limit,limited,0.98,0.98,0.056,0.056,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
2895,161,archive,Nia,signal spool,absent,observed,0.98,0.98,0.052,0.052,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
2897,161,orchard,Pim,dry cord,ask_forgiveness_limit,limited,0.98,0.98,0.052,0.052,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
2900,162,archive,Nia,signal spool,ask_forgiveness_limit,limited,0.98,0.98,0.052,0.052,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
2905,162,roofward,Sera,herb ledger,absent,observed,0.98,0.98,0.052,0.052,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
2907,162,signal,Oda,wind wrap,ask_forgiveness_limit,limited,0.98,0.98,0.052,0.052,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
2910,162,riverbend,Cee,binding cord,ask_forgiveness_limit,limited,0.98,0.98,0.056,0.056,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
2914,162,orchard,Pim,dry cord,ask_forgiveness_limit,limited,0.98,0.98,0.052,0.052,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
2915,162,repair_ring,Wren,cool cloth,inspect_role_board,observed,0.98,0.98,0.052,0.052,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
2917,163,archive,Nia,signal spool,ask_forgiveness_limit,limited,0.98,0.98,0.052,0.052,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
2920,163,repair_ring,Wren,cool cloth,ask_about_debt,observed,0.98,0.98,0.052,0.052,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
2924,163,signal,Oda,wind wrap,ask_forgiveness_limit,limited,0.98,0.98,0.052,0.052,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
2925,163,orchard,Ivo,seed satchel,inspect_role_board,observed,0.912,0.912,0.056,0.056,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
2927,163,riverbend,Cee,binding cord,ask_forgiveness_limit,limited,0.98,0.98,0.056,0.056,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
2930,163,signal,Ren,oil lantern,ask_about_debt,observed,0.98,0.98,0.048,0.048,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
2931,163,orchard,Pim,dry cord,ask_forgiveness_limit,limited,0.98,0.98,0.052,0.052,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
2934,164,archive,Nia,signal spool,ask_forgiveness_limit,limited,0.98,0.98,0.052,0.052,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
2935,164,signal,Ren,oil lantern,inspect_role_board,observed,0.98,0.98,0.048,0.048,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
2940,164,archive,Vell,memory tag,ask_about_debt,observed,0.962,0.962,0.052,0.052,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
2941,164,signal,Oda,wind wrap,ask_forgiveness_limit,limited,0.98,0.98,0.052,0.052,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
2944,164,riverbend,Cee,binding cord,ask_forgiveness_limit,limited,0.98,0.98,0.056,0.056,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
2945,164,roofward,Bex,shade cloth,inspect_role_board,observed,0.98,0.98,0.044,0.044,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
2948,164,orchard,Pim,dry cord,ask_forgiveness_limit,limited,0.98,0.98,0.052,0.052,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
2950,164,riverbend,Ari,cedar plank,ask_about_debt,observed,0.905,0.905,0.056,0.056,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
2951,164,roofward,Sera,herb ledger,ask_forgiveness_limit,limited,0.98,0.98,0.052,0.052,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
2955,165,riverbend,Ari,cedar plank,inspect_role_board,observed,0.905,0.905,0.056,0.056,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
2958,165,signal,Oda,wind wrap,ask_forgiveness_limit,limited,0.98,0.98,0.052,0.052,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
2960,165,repair_ring,Pax,copper wire,absent,observed,0.98,0.98,0.052,0.052,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
2961,165,riverbend,Cee,binding cord,ask_forgiveness_limit,limited,0.98,0.98,0.056,0.056,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
2965,165,orchard,Pim,dry cord,ask_forgiveness_limit,limited,0.98,0.98,0.052,0.052,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
2968,165,roofward,Sera,herb ledger,ask_forgiveness_limit,limited,0.98,0.98,0.052,0.052,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
2970,166,orchard,Pim,dry cord,absent,observed,0.98,0.98,0.052,0.052,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
2975,166,signal,Oda,wind wrap,ask_forgiveness_limit,limited,0.98,0.98,0.052,0.052,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
2978,166,riverbend,Cee,binding cord,ask_forgiveness_limit,limited,0.98,0.98,0.056,0.056,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
2980,166,archive,Nia,signal spool,absent,observed,0.98,0.98,0.052,0.052,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
2982,166,orchard,Pim,dry cord,ask_forgiveness_limit,limited,0.98,0.98,0.052,0.052,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
2985,166,roofward,Sera,herb ledger,ask_forgiveness_limit,limited,0.98,0.98,0.052,0.052,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
2990,167,roofward,Sera,herb ledger,absent,observed,0.98,0.98,0.052,0.052,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
2992,167,signal,Oda,wind wrap,ask_forgiveness_limit,limited,0.98,0.98,0.052,0.052,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
2995,167,riverbend,Cee,binding cord,ask_forgiveness_limit,limited,0.98,0.98,0.056,0.056,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
2999,167,orchard,Pim,dry cord,ask_forgiveness_limit,limited,0.98,0.98,0.052,0.052,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
3000,167,repair_ring,Wren,cool cloth,inspect_role_board,observed,0.98,0.98,0.052,0.052,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
3002,167,roofward,Sera,herb ledger,ask_forgiveness_limit,limited,0.98,0.98,0.052,0.052,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
3005,167,orchard,Ivo,seed satchel,ask_about_debt,observed,0.914,0.914,0.056,0.056,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
3009,168,signal,Oda,wind wrap,ask_forgiveness_limit,limited,0.98,0.98,0.052,0.052,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
3010,168,orchard,Ivo,seed satchel,inspect_role_board,observed,0.914,0.914,0.056,0.056,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
3012,168,riverbend,Cee,binding cord,ask_forgiveness_limit,limited,0.98,0.98,0.056,0.056,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
3015,168,signal,Ren,oil lantern,ask_about_debt,observed,0.98,0.98,0.048,0.048,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
3016,168,orchard,Pim,dry cord,ask_forgiveness_limit,limited,0.98,0.98,0.052,0.052,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
3019,168,roofward,Sera,herb ledger,ask_forgiveness_limit,limited,0.98,0.98,0.052,0.052,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
3020,168,archive,Vell,memory tag,inspect_role_board,observed,0.972,0.972,0.052,0.052,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
3023,168,repair_ring,Pax,copper wire,ask_forgiveness_limit,limited,0.98,0.98,0.052,0.052,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
3025,169,archive,Vell,memory tag,ask_about_debt,observed,0.977,0.977,0.052,0.052,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
3026,169,signal,Oda,wind wrap,ask_forgiveness_limit,limited,0.98,0.98,0.052,0.052,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
3029,169,riverbend,Cee,binding cord,ask_forgiveness_limit,limited,0.98,0.98,0.056,0.056,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
3030,169,roofward,Bex,shade cloth,inspect_role_board,observed,0.98,0.98,0.044,0.044,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
3033,169,orchard,Pim,dry cord,ask_forgiveness_limit,limited,0.98,0.98,0.052,0.052,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
3035,169,riverbend,Ari,cedar plank,ask_about_debt,observed,0.919,0.919,0.056,0.056,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
3036,169,roofward,Sera,herb ledger,ask_forgiveness_limit,limited,0.98,0.98,0.052,0.052,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
3040,169,repair_ring,Pax,copper wire,ask_forgiveness_limit,limited,0.98,0.98,0.052,0.052,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
3043,170,signal,Oda,wind wrap,ask_forgiveness_limit,limited,0.98,0.98,0.052,0.052,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
3045,170,repair_ring,Pax,copper wire,absent,observed,0.98,0.98,0.052,0.052,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
3046,170,riverbend,Cee,binding cord,ask_forgiveness_limit,limited,0.98,0.98,0.056,0.056,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
3050,170,orchard,Pim,dry cord,ask_forgiveness_limit,limited,0.98,0.98,0.052,0.052,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
3053,170,roofward,Sera,herb ledger,ask_forgiveness_limit,limited,0.98,0.98,0.052,0.052,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
3055,170,signal,Oda,wind wrap,absent,observed,0.98,0.98,0.052,0.052,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
3057,170,repair_ring,Pax,copper wire,ask_forgiveness_limit,limited,0.98,0.98,0.052,0.052,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
3060,171,signal,Oda,wind wrap,ask_forgiveness_limit,limited,0.98,0.98,0.052,0.052,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
3063,171,riverbend,Cee,binding cord,ask_forgiveness_limit,limited,0.98,0.98,0.056,0.056,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
3065,171,archive,Nia,signal spool,absent,observed,0.98,0.98,0.052,0.052,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
3067,171,orchard,Pim,dry cord,ask_forgiveness_limit,limited,0.98,0.98,0.052,0.052,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
3070,171,roofward,Sera,herb ledger,ask_forgiveness_limit,limited,0.98,0.98,0.052,0.052,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
3074,171,repair_ring,Pax,copper wire,ask_forgiveness_limit,limited,0.98,0.98,0.052,0.052,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
3075,171,riverbend,Cee,binding cord,absent,observed,0.98,0.98,0.056,0.056,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
3077,171,archive,Nia,signal spool,ask_forgiveness_limit,limited,0.98,0.98,0.052,0.052,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
3080,172,riverbend,Cee,binding cord,ask_forgiveness_limit,limited,0.98,0.98,0.052,0.052,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
3084,172,orchard,Pim,dry cord,ask_forgiveness_limit,limited,0.98,0.98,0.052,0.052,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
3085,172,repair_ring,Wren,cool cloth,inspect_role_board,observed,0.98,0.98,0.052,0.052,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
3087,172,roofward,Sera,herb ledger,ask_forgiveness_limit,limited,0.98,0.98,0.052,0.052,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
3090,172,orchard,Ivo,seed satchel,ask_about_debt,observed,0.923,0.923,0.056,0.056,room>object>room,neutral>still>neutral,idle>small-turn>idle,True,True,True
3091,172,repair_ring,Pax,copper wire,ask_forgiveness_limit,limited,0.98,0.98,0.052,0.052,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
3094,172,archive,Nia,signal spool,ask_forgiveness_limit,limited,0.98,0.98,0.052,0.052,away>brief-look>object,guarded>half-open>guarded,hold-boundary>point-return>small-nod,True,True,True
