tick_id,day,settlement_id,resident_id,partner_id,planned_social_task,dominant_need,need_interference,schedule_adjustment,trust_delta,completion_state,need_visible_to_resident,avatar_not_required,private_workspace_sealed
2997,167,moss_ward,Fay,Milo,path watcher with Milo at rain gate,wetness,0.495638,slowed pace and partner assists,0.006,assisted,True,True,True
2998,167,glass_harbor,Puck,Sera,lamp guard with Sera at net room,wetness,0.468794,slowed pace and partner assists,0.006,assisted,True,True,True
2999,167,cinder_garden,Wren,Juno,shade caller with Juno at shade tent,thirst,0.477953,slowed pace and partner assists,0.006,assisted,True,True,True
3000,167,lichen_bridge,Kio,Luma,bridge caller with Luma at rest alcove,thirst,0.400458,completed at normal pace,0.003,complete,True,True,True
3001,167,orchid_engine,Cai,Dax,gear washer with Dax at engine ring,wetness,0.493281,slowed pace and partner assists,0.006,assisted,True,True,True
3002,167,moss_ward,Milo,Tala,blanket keeper with Tala at rain gate,wetness,0.462506,slowed pace and partner assists,0.006,assisted,True,True,True
3003,167,glass_harbor,Sera,Nia,tea maker with Nia at net room,wetness,0.484207,slowed pace and partner assists,0.006,assisted,True,True,True
3004,167,cinder_garden,Juno,Pax,ember tender with Pax at shade tent,thirst,0.181966,completed at normal pace,0.003,complete,True,True,True
3005,167,lichen_bridge,Luma,Rin,rope weaver with Rin at rest alcove,thirst,0.492563,slowed pace and partner assists,0.006,assisted,True,True,True
3006,168,moss_ward,Ari,Fay,cook with Fay at dry loft,thirst,0.407876,completed at normal pace,0.003,complete,True,True,True
3007,168,glass_harbor,Oren,Puck,salt washer with Puck at quiet bunk,wetness,0.491418,slowed pace and partner assists,0.006,assisted,True,True,True
3008,168,cinder_garden,Vale,Wren,ash sweeper with Wren at ember bed,thirst,0.343064,completed at normal pace,0.003,complete,True,True,True
3009,168,lichen_bridge,Sol,Kio,meal marker with Kio at signal post,thirst,0.466001,slowed pace and partner assists,0.006,assisted,True,True,True
3010,168,orchid_engine,Bea,Cai,valve listener with Cai at gear wash,wetness,0.410914,completed at normal pace,0.003,complete,True,True,True
3011,168,moss_ward,Fay,Milo,path watcher with Milo at dry loft,thirst,0.488092,slowed pace and partner assists,0.006,assisted,True,True,True
3012,168,glass_harbor,Puck,Sera,lamp guard with Sera at quiet bunk,wetness,0.473949,slowed pace and partner assists,0.006,assisted,True,True,True
3013,168,cinder_garden,Wren,Juno,shade caller with Juno at ember bed,thirst,0.476378,slowed pace and partner assists,0.006,assisted,True,True,True
3014,168,lichen_bridge,Kio,Luma,bridge caller with Luma at signal post,thirst,0.39873,completed at normal pace,0.003,complete,True,True,True
3015,168,orchid_engine,Cai,Dax,gear washer with Dax at gear wash,wetness,0.484357,slowed pace and partner assists,0.006,assisted,True,True,True
3016,168,moss_ward,Milo,Tala,blanket keeper with Tala at dry loft,thirst,0.452473,slowed pace and partner assists,0.006,assisted,True,True,True
3017,168,glass_harbor,Sera,Nia,tea maker with Nia at quiet bunk,wetness,0.470987,slowed pace and partner assists,0.006,assisted,True,True,True
3018,168,cinder_garden,Juno,Pax,ember tender with Pax at ember bed,thirst,0.180944,completed at normal pace,0.003,complete,True,True,True
3019,168,lichen_bridge,Luma,Rin,rope weaver with Rin at signal post,thirst,0.477501,slowed pace and partner assists,0.006,assisted,True,True,True
3020,168,orchid_engine,Dax,Eli,orchid keeper with Eli at gear wash,wetness,0.465786,slowed pace and partner assists,0.006,assisted,True,True,True
3021,168,moss_ward,Tala,Ari,water carrier with Ari at dry loft,thirst,0.479441,slowed pace and partner assists,0.006,assisted,True,True,True
3022,168,glass_harbor,Nia,Oren,net mender with Oren at quiet bunk,wetness,0.41141,completed at normal pace,0.003,complete,True,True,True
3023,168,cinder_garden,Pax,Vale,seed sorter with Vale at ember bed,thirst,0.434454,slowed pace and partner assists,0.006,assisted,True,True,True
3024,169,orchid_engine,Bea,Cai,valve listener with Cai at sleep cot,hunger,0.401418,completed at normal pace,0.003,complete,True,True,True
3025,169,moss_ward,Fay,Milo,path watcher with Milo at warm hearth,wetness,0.497033,slowed pace and partner assists,0.006,assisted,True,True,True
3026,169,glass_harbor,Puck,Sera,lamp guard with Sera at salt steps,hunger,0.453001,slowed pace and partner assists,0.006,assisted,True,True,True
3027,169,cinder_garden,Wren,Juno,shade caller with Juno at ash path,thirst,0.482549,slowed pace and partner assists,0.006,assisted,True,True,True
3028,169,lichen_bridge,Kio,Luma,bridge caller with Luma at lichen wall,wetness,0.415382,completed at normal pace,0.003,complete,True,True,True
3029,169,orchid_engine,Cai,Dax,gear washer with Dax at sleep cot,hunger,0.46523,slowed pace and partner assists,0.006,assisted,True,True,True
3030,169,moss_ward,Milo,Tala,blanket keeper with Tala at warm hearth,wetness,0.463177,slowed pace and partner assists,0.006,assisted,True,True,True
3031,169,glass_harbor,Sera,Nia,tea maker with Nia at salt steps,hunger,0.480944,slowed pace and partner assists,0.006,assisted,True,True,True
3032,169,cinder_garden,Juno,Pax,ember tender with Pax at ash path,thirst,0.184584,completed at normal pace,0.003,complete,True,True,True
3033,169,lichen_bridge,Luma,Rin,rope weaver with Rin at lichen wall,wetness,0.492482,slowed pace and partner assists,0.006,assisted,True,True,True
3034,169,orchid_engine,Dax,Eli,orchid keeper with Eli at sleep cot,hunger,0.453556,slowed pace and partner assists,0.006,assisted,True,True,True
3035,169,moss_ward,Tala,Ari,water carrier with Ari at warm hearth,wetness,0.491208,slowed pace and partner assists,0.006,assisted,True,True,True
3036,169,glass_harbor,Nia,Oren,net mender with Oren at salt steps,hunger,0.410526,completed at normal pace,0.003,complete,True,True,True
3037,169,cinder_garden,Pax,Vale,seed sorter with Vale at ash path,thirst,0.437593,slowed pace and partner assists,0.006,assisted,True,True,True
3038,169,lichen_bridge,Rin,Sol,signal keeper with Sol at lichen wall,wetness,0.463206,slowed pace and partner assists,0.006,assisted,True,True,True
3039,169,orchid_engine,Eli,Bea,meal runner with Bea at sleep cot,hunger,0.473972,slowed pace and partner assists,0.006,assisted,True,True,True
3040,169,moss_ward,Ari,Fay,cook with Fay at warm hearth,wetness,0.408408,completed at normal pace,0.003,complete,True,True,True
3041,169,glass_harbor,Oren,Puck,salt washer with Puck at salt steps,hunger,0.488779,slowed pace and partner assists,0.006,assisted,True,True,True
3042,170,lichen_bridge,Kio,Luma,bridge caller with Luma at rope bridge,wetness,0.4196,completed at normal pace,0.003,complete,True,True,True
3043,170,orchid_engine,Cai,Dax,gear washer with Dax at orchid bay,hunger,0.47264,slowed pace and partner assists,0.006,assisted,True,True,True
3044,170,moss_ward,Milo,Tala,blanket keeper with Tala at moss lane,thirst,0.455625,slowed pace and partner assists,0.006,assisted,True,True,True
3045,170,glass_harbor,Sera,Nia,tea maker with Nia at steam alcove,wetness,0.488315,slowed pace and partner assists,0.006,assisted,True,True,True
3046,170,cinder_garden,Juno,Pax,ember tender with Pax at cool basin,thirst,0.18541,completed at normal pace,0.003,complete,True,True,True
3047,170,lichen_bridge,Luma,Rin,rope weaver with Rin at rope bridge,wetness,0.485784,slowed pace and partner assists,0.006,assisted,True,True,True
3048,170,orchid_engine,Dax,Eli,orchid keeper with Eli at orchid bay,hunger,0.45203,slowed pace and partner assists,0.006,assisted,True,True,True
3049,170,moss_ward,Tala,Ari,water carrier with Ari at moss lane,thirst,0.478721,slowed pace and partner assists,0.006,assisted,True,True,True
3050,170,glass_harbor,Nia,Oren,net mender with Oren at steam alcove,wetness,0.419566,completed at normal pace,0.003,complete,True,True,True
3051,170,cinder_garden,Pax,Vale,seed sorter with Vale at cool basin,thirst,0.436131,slowed pace and partner assists,0.006,assisted,True,True,True
3052,170,lichen_bridge,Rin,Sol,signal keeper with Sol at rope bridge,wetness,0.468557,slowed pace and partner assists,0.006,assisted,True,True,True
3053,170,orchid_engine,Eli,Bea,meal runner with Bea at orchid bay,hunger,0.473721,slowed pace and partner assists,0.006,assisted,True,True,True
3054,170,moss_ward,Ari,Fay,cook with Fay at moss lane,thirst,0.403232,completed at normal pace,0.003,complete,True,True,True
3055,170,glass_harbor,Oren,Puck,salt washer with Puck at steam alcove,wetness,0.489545,slowed pace and partner assists,0.006,assisted,True,True,True
3056,170,cinder_garden,Vale,Wren,ash sweeper with Wren at cool basin,thirst,0.33646,completed at normal pace,0.003,complete,True,True,True
3057,170,lichen_bridge,Sol,Kio,meal marker with Kio at rope bridge,wetness,0.483451,slowed pace and partner assists,0.006,assisted,True,True,True
3058,170,orchid_engine,Bea,Cai,valve listener with Cai at orchid bay,hunger,0.388018,completed at normal pace,0.003,complete,True,True,True
3059,170,moss_ward,Fay,Milo,path watcher with Milo at moss lane,thirst,0.485511,slowed pace and partner assists,0.006,assisted,True,True,True
3060,171,cinder_garden,Juno,Pax,ember tender with Pax at seed shelf,thirst,0.178132,completed at normal pace,0.003,complete,True,True,True
3061,171,lichen_bridge,Luma,Rin,rope weaver with Rin at meal room,wetness,0.500006,slowed pace and partner assists,0.006,assisted,True,True,True
3062,171,orchid_engine,Dax,Eli,orchid keeper with Eli at meal shelf,hunger,0.466038,slowed pace and partner assists,0.006,assisted,True,True,True
3063,171,moss_ward,Tala,Ari,water carrier with Ari at tool nook,wetness,0.484641,slowed pace and partner assists,0.006,assisted,True,True,True
3064,171,glass_harbor,Nia,Oren,net mender with Oren at lamp pier,wetness,0.412798,completed at normal pace,0.003,complete,True,True,True
3065,171,cinder_garden,Pax,Vale,seed sorter with Vale at seed shelf,thirst,0.436844,slowed pace and partner assists,0.006,assisted,True,True,True
3066,171,lichen_bridge,Rin,Sol,signal keeper with Sol at meal room,wetness,0.466889,slowed pace and partner assists,0.006,assisted,True,True,True
3067,171,orchid_engine,Eli,Bea,meal runner with Bea at meal shelf,wetness,0.499158,slowed pace and partner assists,0.006,assisted,True,True,True
3068,171,moss_ward,Ari,Fay,cook with Fay at tool nook,wetness,0.402779,completed at normal pace,0.003,complete,True,True,True
3069,171,glass_harbor,Oren,Puck,salt washer with Puck at lamp pier,wetness,0.489586,slowed pace and partner assists,0.006,assisted,True,True,True
3070,171,cinder_garden,Vale,Wren,ash sweeper with Wren at seed shelf,thirst,0.333635,completed at normal pace,0.003,complete,True,True,True
3071,171,lichen_bridge,Sol,Kio,meal marker with Kio at meal room,wetness,0.477373,slowed pace and partner assists,0.006,assisted,True,True,True
3072,171,orchid_engine,Bea,Cai,valve listener with Cai at meal shelf,wetness,0.412144,completed at normal pace,0.003,complete,True,True,True
3073,171,moss_ward,Fay,Milo,path watcher with Milo at tool nook,wetness,0.494682,slowed pace and partner assists,0.006,assisted,True,True,True
3074,171,glass_harbor,Puck,Sera,lamp guard with Sera at lamp pier,wetness,0.460652,slowed pace and partner assists,0.006,assisted,True,True,True
3075,171,cinder_garden,Wren,Juno,shade caller with Juno at seed shelf,thirst,0.485536,slowed pace and partner assists,0.006,assisted,True,True,True
3076,171,lichen_bridge,Kio,Luma,bridge caller with Luma at meal room,wetness,0.411332,completed at normal pace,0.003,complete,True,True,True
3077,171,orchid_engine,Cai,Dax,gear washer with Dax at meal shelf,wetness,0.495658,slowed pace and partner assists,0.006,assisted,True,True,True
3078,172,glass_harbor,Nia,Oren,net mender with Oren at net room,wetness,0.416956,completed at normal pace,0.003,complete,True,True,True
3079,172,cinder_garden,Pax,Vale,seed sorter with Vale at shade tent,thirst,0.437558,slowed pace and partner assists,0.006,assisted,True,True,True
3080,172,lichen_bridge,Rin,Sol,signal keeper with Sol at rest alcove,thirst,0.460703,slowed pace and partner assists,0.006,assisted,True,True,True
3081,172,orchid_engine,Eli,Bea,meal runner with Bea at engine ring,wetness,0.50074,slowed pace and partner assists,0.006,assisted,True,True,True
3082,172,moss_ward,Ari,Fay,cook with Fay at rain gate,wetness,0.4093,completed at normal pace,0.003,complete,True,True,True
3083,172,glass_harbor,Oren,Puck,salt washer with Puck at net room,wetness,0.486348,slowed pace and partner assists,0.006,assisted,True,True,True
3084,172,cinder_garden,Vale,Wren,ash sweeper with Wren at shade tent,thirst,0.337213,completed at normal pace,0.003,complete,True,True,True
3085,172,lichen_bridge,Sol,Kio,meal marker with Kio at rest alcove,thirst,0.479118,slowed pace and partner assists,0.006,assisted,True,True,True
3086,172,orchid_engine,Bea,Cai,valve listener with Cai at engine ring,wetness,0.417604,completed at normal pace,0.003,complete,True,True,True
3087,172,moss_ward,Fay,Milo,path watcher with Milo at rain gate,wetness,0.485863,slowed pace and partner assists,0.006,assisted,True,True,True
3088,172,glass_harbor,Puck,Sera,lamp guard with Sera at net room,wetness,0.465818,slowed pace and partner assists,0.006,assisted,True,True,True
3089,172,cinder_garden,Wren,Juno,shade caller with Juno at shade tent,thirst,0.471628,slowed pace and partner assists,0.006,assisted,True,True,True
3090,172,lichen_bridge,Kio,Luma,bridge caller with Luma at rest alcove,thirst,0.419024,completed at normal pace,0.003,complete,True,True,True
3091,172,orchid_engine,Cai,Dax,gear washer with Dax at engine ring,wetness,0.488059,slowed pace and partner assists,0.006,assisted,True,True,True
3092,172,moss_ward,Milo,Tala,blanket keeper with Tala at rain gate,wetness,0.465216,slowed pace and partner assists,0.006,assisted,True,True,True
3093,172,glass_harbor,Sera,Nia,tea maker with Nia at net room,wetness,0.494704,slowed pace and partner assists,0.006,assisted,True,True,True
3094,172,cinder_garden,Juno,Pax,ember tender with Pax at shade tent,thirst,0.17756,completed at normal pace,0.003,complete,True,True,True
3095,172,lichen_bridge,Luma,Rin,rope weaver with Rin at rest alcove,thirst,0.487049,slowed pace and partner assists,0.006,assisted,True,True,True
3096,173,moss_ward,Ari,Fay,cook with Fay at dry loft,thirst,0.408824,completed at normal pace,0.003,complete,True,True,True
3097,173,glass_harbor,Oren,Puck,salt washer with Puck at quiet bunk,wetness,0.49027,slowed pace and partner assists,0.006,assisted,True,True,True
3098,173,cinder_garden,Vale,Wren,ash sweeper with Wren at ember bed,thirst,0.333957,completed at normal pace,0.003,complete,True,True,True
3099,173,lichen_bridge,Sol,Kio,meal marker with Kio at signal post,thirst,0.478809,slowed pace and partner assists,0.006,assisted,True,True,True
3100,173,orchid_engine,Bea,Cai,valve listener with Cai at gear wash,wetness,0.420844,slowed pace and partner assists,0.006,assisted,True,True,True
3101,173,moss_ward,Fay,Milo,path watcher with Milo at dry loft,thirst,0.479828,slowed pace and partner assists,0.006,assisted,True,True,True
3102,173,glass_harbor,Puck,Sera,lamp guard with Sera at quiet bunk,wetness,0.461469,slowed pace and partner assists,0.006,assisted,True,True,True
3103,173,cinder_garden,Wren,Juno,shade caller with Juno at ember bed,thirst,0.476786,slowed pace and partner assists,0.006,assisted,True,True,True
3104,173,lichen_bridge,Kio,Luma,bridge caller with Luma at signal post,thirst,0.40844,completed at normal pace,0.003,complete,True,True,True
3105,173,orchid_engine,Cai,Dax,gear washer with Dax at gear wash,wetness,0.482227,slowed pace and partner assists,0.006,assisted,True,True,True
3106,173,moss_ward,Milo,Tala,blanket keeper with Tala at dry loft,thirst,0.456199,slowed pace and partner assists,0.006,assisted,True,True,True
3107,173,glass_harbor,Sera,Nia,tea maker with Nia at quiet bunk,wetness,0.487104,slowed pace and partner assists,0.006,assisted,True,True,True
3108,173,cinder_garden,Juno,Pax,ember tender with Pax at ember bed,thirst,0.178684,completed at normal pace,0.003,complete,True,True,True
3109,173,lichen_bridge,Luma,Rin,rope weaver with Rin at signal post,thirst,0.470629,slowed pace and partner assists,0.006,assisted,True,True,True
3110,173,orchid_engine,Dax,Eli,orchid keeper with Eli at gear wash,wetness,0.464485,slowed pace and partner assists,0.006,assisted,True,True,True
3111,173,moss_ward,Tala,Ari,water carrier with Ari at dry loft,thirst,0.466394,slowed pace and partner assists,0.006,assisted,True,True,True
3112,173,glass_harbor,Nia,Oren,net mender with Oren at quiet bunk,wetness,0.412508,completed at normal pace,0.003,complete,True,True,True
3113,173,cinder_garden,Pax,Vale,seed sorter with Vale at ember bed,thirst,0.438272,slowed pace and partner assists,0.006,assisted,True,True,True
3114,174,orchid_engine,Bea,Cai,valve listener with Cai at sleep cot,hunger,0.402188,completed at normal pace,0.003,complete,True,True,True
3115,174,moss_ward,Fay,Milo,path watcher with Milo at warm hearth,wetness,0.494402,slowed pace and partner assists,0.006,assisted,True,True,True
3116,174,glass_harbor,Puck,Sera,lamp guard with Sera at salt steps,hunger,0.453187,slowed pace and partner assists,0.006,assisted,True,True,True
3117,174,cinder_garden,Wren,Juno,shade caller with Juno at ash path,thirst,0.48297,slowed pace and partner assists,0.006,assisted,True,True,True
3118,174,lichen_bridge,Kio,Luma,bridge caller with Luma at lichen wall,wetness,0.424576,slowed pace and partner assists,0.006,assisted,True,True,True
3119,174,orchid_engine,Cai,Dax,gear washer with Dax at sleep cot,hunger,0.4663,slowed pace and partner assists,0.006,assisted,True,True,True
3120,174,moss_ward,Milo,Tala,blanket keeper with Tala at warm hearth,wetness,0.459758,slowed pace and partner assists,0.006,assisted,True,True,True
3121,174,glass_harbor,Sera,Nia,tea maker with Nia at salt steps,hunger,0.48161,slowed pace and partner assists,0.006,assisted,True,True,True
3122,174,cinder_garden,Juno,Pax,ember tender with Pax at ash path,thirst,0.182414,completed at normal pace,0.003,complete,True,True,True
3123,174,lichen_bridge,Luma,Rin,rope weaver with Rin at lichen wall,wetness,0.48561,slowed pace and partner assists,0.006,assisted,True,True,True
3124,174,orchid_engine,Dax,Eli,orchid keeper with Eli at sleep cot,hunger,0.45767,slowed pace and partner assists,0.006,assisted,True,True,True
3125,174,moss_ward,Tala,Ari,water carrier with Ari at warm hearth,wetness,0.478114,slowed pace and partner assists,0.006,assisted,True,True,True
3126,174,glass_harbor,Nia,Oren,net mender with Oren at salt steps,hunger,0.418704,completed at normal pace,0.003,complete,True,True,True
3127,174,cinder_garden,Pax,Vale,seed sorter with Vale at ash path,thirst,0.440289,slowed pace and partner assists,0.006,assisted,True,True,True
3128,174,lichen_bridge,Rin,Sol,signal keeper with Sol at lichen wall,wetness,0.461695,slowed pace and partner assists,0.006,assisted,True,True,True
3129,174,orchid_engine,Eli,Bea,meal runner with Bea at sleep cot,hunger,0.495245,slowed pace and partner assists,0.006,assisted,True,True,True
3130,174,moss_ward,Ari,Fay,cook with Fay at warm hearth,wetness,0.418236,completed at normal pace,0.003,complete,True,True,True
3131,174,glass_harbor,Oren,Puck,salt washer with Puck at salt steps,hunger,0.478202,slowed pace and partner assists,0.006,assisted,True,True,True
3132,175,lichen_bridge,Kio,Luma,bridge caller with Luma at rope bridge,wetness,0.417628,completed at normal pace,0.003,complete,True,True,True
3133,175,orchid_engine,Cai,Dax,gear washer with Dax at orchid bay,hunger,0.47371,slowed pace and partner assists,0.006,assisted,True,True,True
3134,175,moss_ward,Milo,Tala,blanket keeper with Tala at moss lane,thirst,0.453086,slowed pace and partner assists,0.006,assisted,True,True,True
3135,175,glass_harbor,Sera,Nia,tea maker with Nia at steam alcove,wetness,0.494301,slowed pace and partner assists,0.006,assisted,True,True,True
3136,175,cinder_garden,Juno,Pax,ember tender with Pax at cool basin,thirst,0.17409,completed at normal pace,0.003,complete,True,True,True
3137,175,lichen_bridge,Luma,Rin,rope weaver with Rin at rope bridge,wetness,0.490112,slowed pace and partner assists,0.006,assisted,True,True,True
3138,175,orchid_engine,Dax,Eli,orchid keeper with Eli at orchid bay,hunger,0.449683,slowed pace and partner assists,0.006,assisted,True,True,True
3139,175,moss_ward,Tala,Ari,water carrier with Ari at moss lane,thirst,0.478171,slowed pace and partner assists,0.006,assisted,True,True,True
3140,175,glass_harbor,Nia,Oren,net mender with Oren at steam alcove,wetness,0.408144,completed at normal pace,0.003,complete,True,True,True
3141,175,cinder_garden,Pax,Vale,seed sorter with Vale at cool basin,thirst,0.439403,slowed pace and partner assists,0.006,assisted,True,True,True
3142,175,lichen_bridge,Rin,Sol,signal keeper with Sol at rope bridge,wetness,0.462426,slowed pace and partner assists,0.006,assisted,True,True,True
3143,175,orchid_engine,Eli,Bea,meal runner with Bea at orchid bay,hunger,0.475393,slowed pace and partner assists,0.006,assisted,True,True,True
3144,175,moss_ward,Ari,Fay,cook with Fay at moss lane,thirst,0.404772,completed at normal pace,0.003,complete,True,True,True
3145,175,glass_harbor,Oren,Puck,salt washer with Puck at steam alcove,wetness,0.498644,slowed pace and partner assists,0.006,assisted,True,True,True
3146,175,cinder_garden,Vale,Wren,ash sweeper with Wren at cool basin,thirst,0.333279,completed at normal pace,0.003,complete,True,True,True
3147,175,lichen_bridge,Sol,Kio,meal marker with Kio at rope bridge,wetness,0.489524,slowed pace and partner assists,0.006,assisted,True,True,True
3148,175,orchid_engine,Bea,Cai,valve listener with Cai at orchid bay,hunger,0.390392,completed at normal pace,0.003,complete,True,True,True
3149,175,moss_ward,Fay,Milo,path watcher with Milo at moss lane,thirst,0.483992,slowed pace and partner assists,0.006,assisted,True,True,True
3150,176,cinder_garden,Juno,Pax,ember tender with Pax at seed shelf,thirst,0.174504,completed at normal pace,0.003,complete,True,True,True
3151,176,lichen_bridge,Luma,Rin,rope weaver with Rin at meal room,wetness,0.485614,slowed pace and partner assists,0.006,assisted,True,True,True
3152,176,orchid_engine,Dax,Eli,orchid keeper with Eli at meal shelf,hunger,0.451056,slowed pace and partner assists,0.006,assisted,True,True,True
3153,176,moss_ward,Tala,Ari,water carrier with Ari at tool nook,wetness,0.490772,slowed pace and partner assists,0.006,assisted,True,True,True
3154,176,glass_harbor,Nia,Oren,net mender with Oren at lamp pier,wetness,0.412812,completed at normal pace,0.003,complete,True,True,True
3155,176,cinder_garden,Pax,Vale,seed sorter with Vale at seed shelf,thirst,0.440116,slowed pace and partner assists,0.006,assisted,True,True,True
3156,176,lichen_bridge,Rin,Sol,signal keeper with Sol at meal room,wetness,0.461085,slowed pace and partner assists,0.006,assisted,True,True,True
3157,176,orchid_engine,Eli,Bea,meal runner with Bea at meal shelf,wetness,0.51091,slowed pace and partner assists,0.006,assisted,True,True,True
3158,176,moss_ward,Ari,Fay,cook with Fay at tool nook,wetness,0.407796,completed at normal pace,0.003,complete,True,True,True
3159,176,glass_harbor,Oren,Puck,salt washer with Puck at lamp pier,wetness,0.490006,slowed pace and partner assists,0.006,assisted,True,True,True
3160,176,cinder_garden,Vale,Wren,ash sweeper with Wren at seed shelf,thirst,0.337234,completed at normal pace,0.003,complete,True,True,True
3161,176,lichen_bridge,Sol,Kio,meal marker with Kio at meal room,wetness,0.476844,slowed pace and partner assists,0.006,assisted,True,True,True
3162,176,orchid_engine,Bea,Cai,valve listener with Cai at meal shelf,wetness,0.42219,slowed pace and partner assists,0.006,assisted,True,True,True
3163,176,moss_ward,Fay,Milo,path watcher with Milo at tool nook,wetness,0.481934,slowed pace and partner assists,0.006,assisted,True,True,True
3164,176,glass_harbor,Puck,Sera,lamp guard with Sera at lamp pier,wetness,0.462238,slowed pace and partner assists,0.006,assisted,True,True,True
3165,176,cinder_garden,Wren,Juno,shade caller with Juno at seed shelf,thirst,0.479313,slowed pace and partner assists,0.006,assisted,True,True,True
3166,176,lichen_bridge,Kio,Luma,bridge caller with Luma at meal room,wetness,0.42056,slowed pace and partner assists,0.006,assisted,True,True,True
3167,176,orchid_engine,Cai,Dax,gear washer with Dax at meal shelf,wetness,0.496728,slowed pace and partner assists,0.006,assisted,True,True,True
3168,177,glass_harbor,Nia,Oren,net mender with Oren at net room,wetness,0.418444,completed at normal pace,0.003,complete,True,True,True
3169,177,cinder_garden,Pax,Vale,seed sorter with Vale at shade tent,thirst,0.44083,slowed pace and partner assists,0.006,assisted,True,True,True
3170,177,lichen_bridge,Rin,Sol,signal keeper with Sol at rest alcove,thirst,0.442338,slowed pace and partner assists,0.006,assisted,True,True,True
3171,177,orchid_engine,Eli,Bea,meal runner with Bea at engine ring,wetness,0.51828,slowed pace and partner assists,0.006,assisted,True,True,True
3172,177,moss_ward,Ari,Fay,cook with Fay at rain gate,wetness,0.413248,completed at normal pace,0.003,complete,True,True,True
3173,177,glass_harbor,Oren,Puck,salt washer with Puck at net room,wetness,0.493962,slowed pace and partner assists,0.006,assisted,True,True,True
3174,177,cinder_garden,Vale,Wren,ash sweeper with Wren at shade tent,thirst,0.327424,completed at normal pace,0.003,complete,True,True,True
3175,177,lichen_bridge,Sol,Kio,meal marker with Kio at rest alcove,thirst,0.478547,slowed pace and partner assists,0.006,assisted,True,True,True
3176,177,orchid_engine,Bea,Cai,valve listener with Cai at engine ring,wetness,0.41769,completed at normal pace,0.003,complete,True,True,True
3177,177,moss_ward,Fay,Milo,path watcher with Milo at rain gate,wetness,0.485715,slowed pace and partner assists,0.006,assisted,True,True,True
3178,177,glass_harbor,Puck,Sera,lamp guard with Sera at net room,wetness,0.45789,slowed pace and partner assists,0.006,assisted,True,True,True
3179,177,cinder_garden,Wren,Juno,shade caller with Juno at shade tent,thirst,0.484827,slowed pace and partner assists,0.006,assisted,True,True,True
3180,177,lichen_bridge,Kio,Luma,bridge caller with Luma at rest alcove,thirst,0.420434,slowed pace and partner assists,0.006,assisted,True,True,True
3181,177,orchid_engine,Cai,Dax,gear washer with Dax at engine ring,wetness,0.492209,slowed pace and partner assists,0.006,assisted,True,True,True
3182,177,moss_ward,Milo,Tala,blanket keeper with Tala at rain gate,wetness,0.465197,slowed pace and partner assists,0.006,assisted,True,True,True
3183,177,glass_harbor,Sera,Nia,tea maker with Nia at net room,wetness,0.481082,slowed pace and partner assists,0.006,assisted,True,True,True
3184,177,cinder_garden,Juno,Pax,ember tender with Pax at shade tent,thirst,0.175988,completed at normal pace,0.003,complete,True,True,True
3185,177,lichen_bridge,Luma,Rin,rope weaver with Rin at rest alcove,thirst,0.471257,slowed pace and partner assists,0.006,assisted,True,True,True
3186,178,moss_ward,Ari,Fay,cook with Fay at dry loft,thirst,0.40974,completed at normal pace,0.003,complete,True,True,True
3187,178,glass_harbor,Oren,Puck,salt washer with Puck at quiet bunk,wetness,0.488404,slowed pace and partner assists,0.006,assisted,True,True,True
3188,178,cinder_garden,Vale,Wren,ash sweeper with Wren at ember bed,thirst,0.329556,completed at normal pace,0.003,complete,True,True,True
3189,178,lichen_bridge,Sol,Kio,meal marker with Kio at signal post,thirst,0.478186,slowed pace and partner assists,0.006,assisted,True,True,True
3190,178,orchid_engine,Bea,Cai,valve listener with Cai at gear wash,wetness,0.41069,completed at normal pace,0.003,complete,True,True,True
3191,178,moss_ward,Fay,Milo,path watcher with Milo at dry loft,thirst,0.474169,slowed pace and partner assists,0.006,assisted,True,True,True
3192,178,glass_harbor,Puck,Sera,lamp guard with Sera at quiet bunk,wetness,0.456781,slowed pace and partner assists,0.006,assisted,True,True,True
3193,178,cinder_garden,Wren,Juno,shade caller with Juno at ember bed,thirst,0.489999,slowed pace and partner assists,0.006,assisted,True,True,True
3194,178,lichen_bridge,Kio,Luma,bridge caller with Luma at signal post,thirst,0.408698,completed at normal pace,0.003,complete,True,True,True
3195,178,orchid_engine,Cai,Dax,gear washer with Dax at gear wash,wetness,0.491977,slowed pace and partner assists,0.006,assisted,True,True,True
3196,178,moss_ward,Milo,Tala,blanket keeper with Tala at dry loft,thirst,0.45942,slowed pace and partner assists,0.006,assisted,True,True,True
3197,178,glass_harbor,Sera,Nia,tea maker with Nia at quiet bunk,wetness,0.482063,slowed pace and partner assists,0.006,assisted,True,True,True
3198,178,cinder_garden,Juno,Pax,ember tender with Pax at ember bed,thirst,0.178792,completed at normal pace,0.003,complete,True,True,True
3199,178,lichen_bridge,Luma,Rin,rope weaver with Rin at signal post,thirst,0.468837,slowed pace and partner assists,0.006,assisted,True,True,True
3200,178,orchid_engine,Dax,Eli,orchid keeper with Eli at gear wash,wetness,0.456074,slowed pace and partner assists,0.006,assisted,True,True,True
3201,178,moss_ward,Tala,Ari,water carrier with Ari at dry loft,thirst,0.478132,slowed pace and partner assists,0.006,assisted,True,True,True
3202,178,glass_harbor,Nia,Oren,net mender with Oren at quiet bunk,wetness,0.422876,slowed pace and partner assists,0.006,assisted,True,True,True
