tick,day,resident,minigame_id,step,action,failure_cause,failure_animation,recoverable,retry_visible,progress_before,progress_after
3038,169,Nia,repair-01-nia,dry,Nia attempts dry while avatar route is ask_sensory,misaligned brace,tool clatters softly,True,True,0.857778,0.825778
3039,169,Ari,repair-01-ari,test,Ari attempts test while avatar route is request_space,tool slips,patch peels back,True,True,0.913333,0.881333
3040,169,Fay,repair-01-fay,return,Fay attempts return while avatar route is thank_resident,none,steady success pulse,True,False,0.968889,1.0
3041,169,Milo,repair-01-milo,align,Milo attempts align while avatar route is ask_repair,misaligned brace,shake head and reset,True,True,0.98,0.948
3042,170,Sera,repair-02-sera,brace,Sera attempts brace while avatar route is ask_help,tool slips,thread unspools,True,True,0.16,0.128
3043,170,Tovan,repair-02-tovan,dry,Tovan attempts dry while avatar route is offer_tool,none,tool clatters softly,True,False,0.215556,0.270556
3044,170,Nia,repair-02-nia,test,Nia attempts test while avatar route is apologize,misaligned brace,patch peels back,True,True,0.271111,0.239111
3045,170,Ari,repair-02-ari,return,Ari attempts return while avatar route is ask_sensory,tool slips,steady success pulse,True,True,0.326667,0.294667
3046,170,Fay,repair-02-fay,align,Fay attempts align while avatar route is request_space,none,shake head and reset,True,False,0.382222,0.437222
3047,170,Milo,repair-02-milo,bind,Milo attempts bind while avatar route is thank_resident,misaligned brace,sparks fade,True,True,0.437778,0.405778
3048,170,Sera,repair-02-sera,brace,Sera attempts brace while avatar route is ask_repair,tool slips,thread unspools,True,True,0.493333,0.461333
3049,170,Tovan,repair-02-tovan,dry,Tovan attempts dry while avatar route is ask_help,none,tool clatters softly,True,False,0.548889,0.603889
3050,170,Nia,repair-02-nia,test,Nia attempts test while avatar route is offer_tool,misaligned brace,patch peels back,True,True,0.604444,0.572444
3051,170,Ari,repair-02-ari,return,Ari attempts return while avatar route is apologize,tool slips,steady success pulse,True,True,0.66,0.628
3052,170,Fay,repair-02-fay,align,Fay attempts align while avatar route is ask_sensory,none,shake head and reset,True,False,0.715556,0.770556
3053,170,Milo,repair-02-milo,bind,Milo attempts bind while avatar route is request_space,misaligned brace,sparks fade,True,True,0.771111,0.739111
3054,170,Sera,repair-02-sera,brace,Sera attempts brace while avatar route is thank_resident,tool slips,thread unspools,True,True,0.826667,0.794667
3055,170,Tovan,repair-02-tovan,dry,Tovan attempts dry while avatar route is ask_repair,none,tool clatters softly,True,False,0.882222,0.937222
3056,170,Nia,repair-02-nia,test,Nia attempts test while avatar route is ask_help,misaligned brace,patch peels back,True,True,0.937778,0.905778
3057,170,Ari,repair-02-ari,return,Ari attempts return while avatar route is offer_tool,tool slips,steady success pulse,True,True,0.98,0.948
3058,170,Fay,repair-02-fay,align,Fay attempts align while avatar route is apologize,none,shake head and reset,True,False,0.98,1.0
3059,170,Milo,repair-02-milo,bind,Milo attempts bind while avatar route is ask_sensory,misaligned brace,sparks fade,True,True,0.98,0.948
3060,171,Sera,repair-03-sera,dry,Sera attempts dry while avatar route is request_space,tool slips,tool clatters softly,True,True,0.0,0.0
3061,171,Tovan,repair-03-tovan,test,Tovan attempts test while avatar route is thank_resident,none,patch peels back,True,False,0.055556,0.110556
3062,171,Nia,repair-03-nia,return,Nia attempts return while avatar route is ask_repair,misaligned brace,steady success pulse,True,True,0.111111,0.079111
3063,171,Ari,repair-03-ari,align,Ari attempts align while avatar route is ask_help,tool slips,shake head and reset,True,True,0.166667,0.134667
3064,171,Fay,repair-03-fay,bind,Fay attempts bind while avatar route is offer_tool,none,sparks fade,True,False,0.222222,0.277222
3065,171,Milo,repair-03-milo,brace,Milo attempts brace while avatar route is apologize,misaligned brace,thread unspools,True,True,0.277778,0.245778
3066,171,Sera,repair-03-sera,dry,Sera attempts dry while avatar route is ask_sensory,tool slips,tool clatters softly,True,True,0.333333,0.301333
3067,171,Tovan,repair-03-tovan,test,Tovan attempts test while avatar route is request_space,none,patch peels back,True,False,0.388889,0.443889
3068,171,Nia,repair-03-nia,return,Nia attempts return while avatar route is thank_resident,misaligned brace,steady success pulse,True,True,0.444444,0.412444
3069,171,Ari,repair-03-ari,align,Ari attempts align while avatar route is ask_repair,tool slips,shake head and reset,True,True,0.5,0.468
3070,171,Fay,repair-03-fay,bind,Fay attempts bind while avatar route is ask_help,none,sparks fade,True,False,0.555556,0.610556
3071,171,Milo,repair-03-milo,brace,Milo attempts brace while avatar route is offer_tool,misaligned brace,thread unspools,True,True,0.611111,0.579111
3072,171,Sera,repair-03-sera,dry,Sera attempts dry while avatar route is apologize,tool slips,tool clatters softly,True,True,0.666667,0.634667
3073,171,Tovan,repair-03-tovan,test,Tovan attempts test while avatar route is ask_sensory,none,patch peels back,True,False,0.722222,0.777222
3074,171,Nia,repair-03-nia,return,Nia attempts return while avatar route is request_space,misaligned brace,steady success pulse,True,True,0.777778,0.745778
3075,171,Ari,repair-03-ari,align,Ari attempts align while avatar route is thank_resident,tool slips,shake head and reset,True,True,0.833333,0.801333
3076,171,Fay,repair-03-fay,bind,Fay attempts bind while avatar route is ask_repair,none,sparks fade,True,False,0.888889,0.943889
3077,171,Milo,repair-03-milo,brace,Milo attempts brace while avatar route is ask_help,misaligned brace,thread unspools,True,True,0.944444,0.912444
3078,172,Sera,repair-04-sera,test,Sera attempts test while avatar route is offer_tool,tool slips,patch peels back,True,True,0.08,0.048
3079,172,Tovan,repair-04-tovan,return,Tovan attempts return while avatar route is apologize,none,steady success pulse,True,False,0.135556,0.190556
3080,172,Nia,repair-04-nia,align,Nia attempts align while avatar route is ask_sensory,misaligned brace,shake head and reset,True,True,0.191111,0.159111
3081,172,Ari,repair-04-ari,bind,Ari attempts bind while avatar route is request_space,tool slips,sparks fade,True,True,0.246667,0.214667
3082,172,Fay,repair-04-fay,brace,Fay attempts brace while avatar route is thank_resident,none,thread unspools,True,False,0.302222,0.357222
3083,172,Milo,repair-04-milo,dry,Milo attempts dry while avatar route is ask_repair,misaligned brace,tool clatters softly,True,True,0.357778,0.325778
3084,172,Sera,repair-04-sera,test,Sera attempts test while avatar route is ask_help,tool slips,patch peels back,True,True,0.413333,0.381333
3085,172,Tovan,repair-04-tovan,return,Tovan attempts return while avatar route is offer_tool,none,steady success pulse,True,False,0.468889,0.523889
3086,172,Nia,repair-04-nia,align,Nia attempts align while avatar route is apologize,misaligned brace,shake head and reset,True,True,0.524444,0.492444
3087,172,Ari,repair-04-ari,bind,Ari attempts bind while avatar route is ask_sensory,tool slips,sparks fade,True,True,0.58,0.548
3088,172,Fay,repair-04-fay,brace,Fay attempts brace while avatar route is request_space,none,thread unspools,True,False,0.635556,0.690556
3089,172,Milo,repair-04-milo,dry,Milo attempts dry while avatar route is thank_resident,misaligned brace,tool clatters softly,True,True,0.691111,0.659111
3090,172,Sera,repair-04-sera,test,Sera attempts test while avatar route is ask_repair,tool slips,patch peels back,True,True,0.746667,0.714667
3091,172,Tovan,repair-04-tovan,return,Tovan attempts return while avatar route is ask_help,none,steady success pulse,True,False,0.802222,0.857222
3092,172,Nia,repair-04-nia,align,Nia attempts align while avatar route is offer_tool,misaligned brace,shake head and reset,True,True,0.857778,0.825778
3093,172,Ari,repair-04-ari,bind,Ari attempts bind while avatar route is apologize,tool slips,sparks fade,True,True,0.913333,0.881333
3094,172,Fay,repair-04-fay,brace,Fay attempts brace while avatar route is ask_sensory,none,thread unspools,True,False,0.968889,1.0
3095,172,Milo,repair-04-milo,dry,Milo attempts dry while avatar route is request_space,misaligned brace,tool clatters softly,True,True,0.98,0.948
3096,173,Sera,repair-05-sera,return,Sera attempts return while avatar route is thank_resident,tool slips,steady success pulse,True,True,0.16,0.128
3097,173,Tovan,repair-05-tovan,align,Tovan attempts align while avatar route is ask_repair,none,shake head and reset,True,False,0.215556,0.270556
3098,173,Nia,repair-05-nia,bind,Nia attempts bind while avatar route is ask_help,misaligned brace,sparks fade,True,True,0.271111,0.239111
3099,173,Ari,repair-05-ari,brace,Ari attempts brace while avatar route is offer_tool,tool slips,thread unspools,True,True,0.326667,0.294667
3100,173,Fay,repair-05-fay,dry,Fay attempts dry while avatar route is apologize,none,tool clatters softly,True,False,0.382222,0.437222
3101,173,Milo,repair-05-milo,test,Milo attempts test while avatar route is ask_sensory,misaligned brace,patch peels back,True,True,0.437778,0.405778
3102,173,Sera,repair-05-sera,return,Sera attempts return while avatar route is request_space,tool slips,steady success pulse,True,True,0.493333,0.461333
3103,173,Tovan,repair-05-tovan,align,Tovan attempts align while avatar route is thank_resident,none,shake head and reset,True,False,0.548889,0.603889
3104,173,Nia,repair-05-nia,bind,Nia attempts bind while avatar route is ask_repair,misaligned brace,sparks fade,True,True,0.604444,0.572444
3105,173,Ari,repair-05-ari,brace,Ari attempts brace while avatar route is ask_help,tool slips,thread unspools,True,True,0.66,0.628
3106,173,Fay,repair-05-fay,dry,Fay attempts dry while avatar route is offer_tool,none,tool clatters softly,True,False,0.715556,0.770556
3107,173,Milo,repair-05-milo,test,Milo attempts test while avatar route is apologize,misaligned brace,patch peels back,True,True,0.771111,0.739111
3108,173,Sera,repair-05-sera,return,Sera attempts return while avatar route is ask_sensory,tool slips,steady success pulse,True,True,0.826667,0.794667
3109,173,Tovan,repair-05-tovan,align,Tovan attempts align while avatar route is request_space,none,shake head and reset,True,False,0.882222,0.937222
3110,173,Nia,repair-05-nia,bind,Nia attempts bind while avatar route is thank_resident,misaligned brace,sparks fade,True,True,0.937778,0.905778
3111,173,Ari,repair-05-ari,brace,Ari attempts brace while avatar route is ask_repair,tool slips,thread unspools,True,True,0.98,0.948
3112,173,Fay,repair-05-fay,dry,Fay attempts dry while avatar route is ask_help,none,tool clatters softly,True,False,0.98,1.0
3113,173,Milo,repair-05-milo,test,Milo attempts test while avatar route is offer_tool,misaligned brace,patch peels back,True,True,0.98,0.948
3114,174,Sera,repair-06-sera,align,Sera attempts align while avatar route is apologize,tool slips,shake head and reset,True,True,0.0,0.0
3115,174,Tovan,repair-06-tovan,bind,Tovan attempts bind while avatar route is ask_sensory,none,sparks fade,True,False,0.055556,0.110556
3116,174,Nia,repair-06-nia,brace,Nia attempts brace while avatar route is request_space,misaligned brace,thread unspools,True,True,0.111111,0.079111
3117,174,Ari,repair-06-ari,dry,Ari attempts dry while avatar route is thank_resident,tool slips,tool clatters softly,True,True,0.166667,0.134667
3118,174,Fay,repair-06-fay,test,Fay attempts test while avatar route is ask_repair,none,patch peels back,True,False,0.222222,0.277222
3119,174,Milo,repair-06-milo,return,Milo attempts return while avatar route is ask_help,misaligned brace,steady success pulse,True,True,0.277778,0.245778
3120,174,Sera,repair-06-sera,align,Sera attempts align while avatar route is offer_tool,tool slips,shake head and reset,True,True,0.333333,0.301333
3121,174,Tovan,repair-06-tovan,bind,Tovan attempts bind while avatar route is apologize,none,sparks fade,True,False,0.388889,0.443889
3122,174,Nia,repair-06-nia,brace,Nia attempts brace while avatar route is ask_sensory,misaligned brace,thread unspools,True,True,0.444444,0.412444
3123,174,Ari,repair-06-ari,dry,Ari attempts dry while avatar route is request_space,tool slips,tool clatters softly,True,True,0.5,0.468
3124,174,Fay,repair-06-fay,test,Fay attempts test while avatar route is thank_resident,none,patch peels back,True,False,0.555556,0.610556
3125,174,Milo,repair-06-milo,return,Milo attempts return while avatar route is ask_repair,misaligned brace,steady success pulse,True,True,0.611111,0.579111
3126,174,Sera,repair-06-sera,align,Sera attempts align while avatar route is ask_help,tool slips,shake head and reset,True,True,0.666667,0.634667
3127,174,Tovan,repair-06-tovan,bind,Tovan attempts bind while avatar route is offer_tool,none,sparks fade,True,False,0.722222,0.777222
3128,174,Nia,repair-06-nia,brace,Nia attempts brace while avatar route is apologize,misaligned brace,thread unspools,True,True,0.777778,0.745778
3129,174,Ari,repair-06-ari,dry,Ari attempts dry while avatar route is ask_sensory,tool slips,tool clatters softly,True,True,0.833333,0.801333
3130,174,Fay,repair-06-fay,test,Fay attempts test while avatar route is request_space,none,patch peels back,True,False,0.888889,0.943889
3131,174,Milo,repair-06-milo,return,Milo attempts return while avatar route is thank_resident,misaligned brace,steady success pulse,True,True,0.944444,0.912444
3132,175,Sera,repair-07-sera,bind,Sera attempts bind while avatar route is ask_repair,tool slips,sparks fade,True,True,0.08,0.048
3133,175,Tovan,repair-07-tovan,brace,Tovan attempts brace while avatar route is ask_help,none,thread unspools,True,False,0.135556,0.190556
3134,175,Nia,repair-07-nia,dry,Nia attempts dry while avatar route is offer_tool,misaligned brace,tool clatters softly,True,True,0.191111,0.159111
3135,175,Ari,repair-07-ari,test,Ari attempts test while avatar route is apologize,tool slips,patch peels back,True,True,0.246667,0.214667
3136,175,Fay,repair-07-fay,return,Fay attempts return while avatar route is ask_sensory,none,steady success pulse,True,False,0.302222,0.357222
3137,175,Milo,repair-07-milo,align,Milo attempts align while avatar route is request_space,misaligned brace,shake head and reset,True,True,0.357778,0.325778
3138,175,Sera,repair-07-sera,bind,Sera attempts bind while avatar route is thank_resident,tool slips,sparks fade,True,True,0.413333,0.381333
3139,175,Tovan,repair-07-tovan,brace,Tovan attempts brace while avatar route is ask_repair,none,thread unspools,True,False,0.468889,0.523889
3140,175,Nia,repair-07-nia,dry,Nia attempts dry while avatar route is ask_help,misaligned brace,tool clatters softly,True,True,0.524444,0.492444
3141,175,Ari,repair-07-ari,test,Ari attempts test while avatar route is offer_tool,tool slips,patch peels back,True,True,0.58,0.548
3142,175,Fay,repair-07-fay,return,Fay attempts return while avatar route is apologize,none,steady success pulse,True,False,0.635556,0.690556
3143,175,Milo,repair-07-milo,align,Milo attempts align while avatar route is ask_sensory,misaligned brace,shake head and reset,True,True,0.691111,0.659111
3144,175,Sera,repair-07-sera,bind,Sera attempts bind while avatar route is request_space,tool slips,sparks fade,True,True,0.746667,0.714667
3145,175,Tovan,repair-07-tovan,brace,Tovan attempts brace while avatar route is thank_resident,none,thread unspools,True,False,0.802222,0.857222
3146,175,Nia,repair-07-nia,dry,Nia attempts dry while avatar route is ask_repair,misaligned brace,tool clatters softly,True,True,0.857778,0.825778
3147,175,Ari,repair-07-ari,test,Ari attempts test while avatar route is ask_help,tool slips,patch peels back,True,True,0.913333,0.881333
3148,175,Fay,repair-07-fay,return,Fay attempts return while avatar route is offer_tool,none,steady success pulse,True,False,0.968889,1.0
3149,175,Milo,repair-07-milo,align,Milo attempts align while avatar route is apologize,misaligned brace,shake head and reset,True,True,0.98,0.948
3150,176,Sera,repair-08-sera,brace,Sera attempts brace while avatar route is ask_sensory,tool slips,thread unspools,True,True,0.16,0.128
3151,176,Tovan,repair-08-tovan,dry,Tovan attempts dry while avatar route is request_space,none,tool clatters softly,True,False,0.215556,0.270556
3152,176,Nia,repair-08-nia,test,Nia attempts test while avatar route is thank_resident,misaligned brace,patch peels back,True,True,0.271111,0.239111
3153,176,Ari,repair-08-ari,return,Ari attempts return while avatar route is ask_repair,tool slips,steady success pulse,True,True,0.326667,0.294667
3154,176,Fay,repair-08-fay,align,Fay attempts align while avatar route is ask_help,none,shake head and reset,True,False,0.382222,0.437222
3155,176,Milo,repair-08-milo,bind,Milo attempts bind while avatar route is offer_tool,misaligned brace,sparks fade,True,True,0.437778,0.405778
3156,176,Sera,repair-08-sera,brace,Sera attempts brace while avatar route is apologize,tool slips,thread unspools,True,True,0.493333,0.461333
3157,176,Tovan,repair-08-tovan,dry,Tovan attempts dry while avatar route is ask_sensory,none,tool clatters softly,True,False,0.548889,0.603889
3158,176,Nia,repair-08-nia,test,Nia attempts test while avatar route is request_space,misaligned brace,patch peels back,True,True,0.604444,0.572444
3159,176,Ari,repair-08-ari,return,Ari attempts return while avatar route is thank_resident,tool slips,steady success pulse,True,True,0.66,0.628
3160,176,Fay,repair-08-fay,align,Fay attempts align while avatar route is ask_repair,none,shake head and reset,True,False,0.715556,0.770556
3161,176,Milo,repair-08-milo,bind,Milo attempts bind while avatar route is ask_help,misaligned brace,sparks fade,True,True,0.771111,0.739111
3162,176,Sera,repair-08-sera,brace,Sera attempts brace while avatar route is offer_tool,tool slips,thread unspools,True,True,0.826667,0.794667
3163,176,Tovan,repair-08-tovan,dry,Tovan attempts dry while avatar route is apologize,none,tool clatters softly,True,False,0.882222,0.937222
3164,176,Nia,repair-08-nia,test,Nia attempts test while avatar route is ask_sensory,misaligned brace,patch peels back,True,True,0.937778,0.905778
3165,176,Ari,repair-08-ari,return,Ari attempts return while avatar route is request_space,tool slips,steady success pulse,True,True,0.98,0.948
3166,176,Fay,repair-08-fay,align,Fay attempts align while avatar route is thank_resident,none,shake head and reset,True,False,0.98,1.0
3167,176,Milo,repair-08-milo,bind,Milo attempts bind while avatar route is ask_repair,misaligned brace,sparks fade,True,True,0.98,0.948
3168,177,Sera,repair-09-sera,dry,Sera attempts dry while avatar route is ask_help,tool slips,tool clatters softly,True,True,0.0,0.0
3169,177,Tovan,repair-09-tovan,test,Tovan attempts test while avatar route is offer_tool,none,patch peels back,True,False,0.055556,0.110556
3170,177,Nia,repair-09-nia,return,Nia attempts return while avatar route is apologize,misaligned brace,steady success pulse,True,True,0.111111,0.079111
3171,177,Ari,repair-09-ari,align,Ari attempts align while avatar route is ask_sensory,tool slips,shake head and reset,True,True,0.166667,0.134667
3172,177,Fay,repair-09-fay,bind,Fay attempts bind while avatar route is request_space,none,sparks fade,True,False,0.222222,0.277222
3173,177,Milo,repair-09-milo,brace,Milo attempts brace while avatar route is thank_resident,misaligned brace,thread unspools,True,True,0.277778,0.245778
3174,177,Sera,repair-09-sera,dry,Sera attempts dry while avatar route is ask_repair,tool slips,tool clatters softly,True,True,0.333333,0.301333
3175,177,Tovan,repair-09-tovan,test,Tovan attempts test while avatar route is ask_help,none,patch peels back,True,False,0.388889,0.443889
3176,177,Nia,repair-09-nia,return,Nia attempts return while avatar route is offer_tool,misaligned brace,steady success pulse,True,True,0.444444,0.412444
3177,177,Ari,repair-09-ari,align,Ari attempts align while avatar route is apologize,tool slips,shake head and reset,True,True,0.5,0.468
3178,177,Fay,repair-09-fay,bind,Fay attempts bind while avatar route is ask_sensory,none,sparks fade,True,False,0.555556,0.610556
3179,177,Milo,repair-09-milo,brace,Milo attempts brace while avatar route is request_space,misaligned brace,thread unspools,True,True,0.611111,0.579111
3180,177,Sera,repair-09-sera,dry,Sera attempts dry while avatar route is thank_resident,tool slips,tool clatters softly,True,True,0.666667,0.634667
3181,177,Tovan,repair-09-tovan,test,Tovan attempts test while avatar route is ask_repair,none,patch peels back,True,False,0.722222,0.777222
3182,177,Nia,repair-09-nia,return,Nia attempts return while avatar route is ask_help,misaligned brace,steady success pulse,True,True,0.777778,0.745778
3183,177,Ari,repair-09-ari,align,Ari attempts align while avatar route is offer_tool,tool slips,shake head and reset,True,True,0.833333,0.801333
3184,177,Fay,repair-09-fay,bind,Fay attempts bind while avatar route is apologize,none,sparks fade,True,False,0.888889,0.943889
3185,177,Milo,repair-09-milo,brace,Milo attempts brace while avatar route is ask_sensory,misaligned brace,thread unspools,True,True,0.944444,0.912444
3186,178,Sera,repair-10-sera,test,Sera attempts test while avatar route is request_space,tool slips,patch peels back,True,True,0.08,0.048
3187,178,Tovan,repair-10-tovan,return,Tovan attempts return while avatar route is thank_resident,none,steady success pulse,True,False,0.135556,0.190556
3188,178,Nia,repair-10-nia,align,Nia attempts align while avatar route is ask_repair,misaligned brace,shake head and reset,True,True,0.191111,0.159111
3189,178,Ari,repair-10-ari,bind,Ari attempts bind while avatar route is ask_help,tool slips,sparks fade,True,True,0.246667,0.214667
3190,178,Fay,repair-10-fay,brace,Fay attempts brace while avatar route is offer_tool,none,thread unspools,True,False,0.302222,0.357222
3191,178,Milo,repair-10-milo,dry,Milo attempts dry while avatar route is apologize,misaligned brace,tool clatters softly,True,True,0.357778,0.325778
3192,178,Sera,repair-10-sera,test,Sera attempts test while avatar route is ask_sensory,tool slips,patch peels back,True,True,0.413333,0.381333
3193,178,Tovan,repair-10-tovan,return,Tovan attempts return while avatar route is request_space,none,steady success pulse,True,False,0.468889,0.523889
3194,178,Nia,repair-10-nia,align,Nia attempts align while avatar route is thank_resident,misaligned brace,shake head and reset,True,True,0.524444,0.492444
3195,178,Ari,repair-10-ari,bind,Ari attempts bind while avatar route is ask_repair,tool slips,sparks fade,True,True,0.58,0.548
3196,178,Fay,repair-10-fay,brace,Fay attempts brace while avatar route is ask_help,none,thread unspools,True,False,0.635556,0.690556
3197,178,Milo,repair-10-milo,dry,Milo attempts dry while avatar route is offer_tool,misaligned brace,tool clatters softly,True,True,0.691111,0.659111
3198,178,Sera,repair-10-sera,test,Sera attempts test while avatar route is apologize,tool slips,patch peels back,True,True,0.746667,0.714667
3199,178,Tovan,repair-10-tovan,return,Tovan attempts return while avatar route is ask_sensory,none,steady success pulse,True,False,0.802222,0.857222
3200,178,Nia,repair-10-nia,align,Nia attempts align while avatar route is request_space,misaligned brace,shake head and reset,True,True,0.857778,0.825778
3201,178,Ari,repair-10-ari,bind,Ari attempts bind while avatar route is thank_resident,tool slips,sparks fade,True,True,0.913333,0.881333
3202,178,Fay,repair-10-fay,brace,Fay attempts brace while avatar route is ask_repair,none,thread unspools,True,False,0.968889,1.0
3203,178,Milo,repair-10-milo,dry,Milo attempts dry while avatar route is ask_help,misaligned brace,tool clatters softly,True,True,0.98,0.948
3204,179,Sera,repair-11-sera,return,Sera attempts return while avatar route is offer_tool,tool slips,steady success pulse,True,True,0.16,0.128
3205,179,Tovan,repair-11-tovan,align,Tovan attempts align while avatar route is apologize,none,shake head and reset,True,False,0.215556,0.270556
3206,179,Nia,repair-11-nia,bind,Nia attempts bind while avatar route is ask_sensory,misaligned brace,sparks fade,True,True,0.271111,0.239111
3207,179,Ari,repair-11-ari,brace,Ari attempts brace while avatar route is request_space,tool slips,thread unspools,True,True,0.326667,0.294667
3208,179,Fay,repair-11-fay,dry,Fay attempts dry while avatar route is thank_resident,none,tool clatters softly,True,False,0.382222,0.437222
3209,179,Milo,repair-11-milo,test,Milo attempts test while avatar route is ask_repair,misaligned brace,patch peels back,True,True,0.437778,0.405778
3210,179,Sera,repair-11-sera,return,Sera attempts return while avatar route is ask_help,tool slips,steady success pulse,True,True,0.493333,0.461333
3211,179,Tovan,repair-11-tovan,align,Tovan attempts align while avatar route is offer_tool,none,shake head and reset,True,False,0.548889,0.603889
3212,179,Nia,repair-11-nia,bind,Nia attempts bind while avatar route is apologize,misaligned brace,sparks fade,True,True,0.604444,0.572444
3213,179,Ari,repair-11-ari,brace,Ari attempts brace while avatar route is ask_sensory,tool slips,thread unspools,True,True,0.66,0.628
3214,179,Fay,repair-11-fay,dry,Fay attempts dry while avatar route is request_space,none,tool clatters softly,True,False,0.715556,0.770556
3215,179,Milo,repair-11-milo,test,Milo attempts test while avatar route is thank_resident,misaligned brace,patch peels back,True,True,0.771111,0.739111
3216,179,Sera,repair-11-sera,return,Sera attempts return while avatar route is ask_repair,tool slips,steady success pulse,True,True,0.826667,0.794667
3217,179,Tovan,repair-11-tovan,align,Tovan attempts align while avatar route is ask_help,none,shake head and reset,True,False,0.882222,0.937222
3218,179,Nia,repair-11-nia,bind,Nia attempts bind while avatar route is offer_tool,misaligned brace,sparks fade,True,True,0.937778,0.905778
3219,179,Ari,repair-11-ari,brace,Ari attempts brace while avatar route is apologize,tool slips,thread unspools,True,True,0.98,0.948
3220,179,Fay,repair-11-fay,dry,Fay attempts dry while avatar route is ask_sensory,none,tool clatters softly,True,False,0.98,1.0
3221,179,Milo,repair-11-milo,test,Milo attempts test while avatar route is request_space,misaligned brace,patch peels back,True,True,0.98,0.948
3222,180,Sera,repair-00-sera,align,Sera attempts align while avatar route is thank_resident,tool slips,shake head and reset,True,True,0.0,0.0
3223,180,Tovan,repair-00-tovan,bind,Tovan attempts bind while avatar route is ask_repair,none,sparks fade,True,False,0.055556,0.110556
3224,180,Nia,repair-00-nia,brace,Nia attempts brace while avatar route is ask_help,misaligned brace,thread unspools,True,True,0.111111,0.079111
3225,180,Ari,repair-00-ari,dry,Ari attempts dry while avatar route is offer_tool,tool slips,tool clatters softly,True,True,0.166667,0.134667
3226,180,Fay,repair-00-fay,test,Fay attempts test while avatar route is apologize,none,patch peels back,True,False,0.222222,0.277222
3227,180,Milo,repair-00-milo,return,Milo attempts return while avatar route is ask_sensory,misaligned brace,steady success pulse,True,True,0.277778,0.245778
3228,180,Sera,repair-00-sera,align,Sera attempts align while avatar route is request_space,tool slips,shake head and reset,True,True,0.333333,0.301333
3229,180,Tovan,repair-00-tovan,bind,Tovan attempts bind while avatar route is thank_resident,none,sparks fade,True,False,0.388889,0.443889
3230,180,Nia,repair-00-nia,brace,Nia attempts brace while avatar route is ask_repair,misaligned brace,thread unspools,True,True,0.444444,0.412444
3231,180,Ari,repair-00-ari,dry,Ari attempts dry while avatar route is ask_help,tool slips,tool clatters softly,True,True,0.5,0.468
3232,180,Fay,repair-00-fay,test,Fay attempts test while avatar route is offer_tool,none,patch peels back,True,False,0.555556,0.610556
3233,180,Milo,repair-00-milo,return,Milo attempts return while avatar route is apologize,misaligned brace,steady success pulse,True,True,0.611111,0.579111
3234,180,Sera,repair-00-sera,align,Sera attempts align while avatar route is ask_sensory,tool slips,shake head and reset,True,True,0.666667,0.634667
3235,180,Tovan,repair-00-tovan,bind,Tovan attempts bind while avatar route is request_space,none,sparks fade,True,False,0.722222,0.777222
3236,180,Nia,repair-00-nia,brace,Nia attempts brace while avatar route is thank_resident,misaligned brace,thread unspools,True,True,0.777778,0.745778
3237,180,Ari,repair-00-ari,dry,Ari attempts dry while avatar route is ask_repair,tool slips,tool clatters softly,True,True,0.833333,0.801333
3238,180,Fay,repair-00-fay,test,Fay attempts test while avatar route is ask_help,none,patch peels back,True,False,0.888889,0.943889
3239,180,Milo,repair-00-milo,return,Milo attempts return while avatar route is offer_tool,misaligned brace,steady success pulse,True,True,0.944444,0.912444
3240,181,Sera,repair-01-sera,bind,Sera attempts bind while avatar route is apologize,tool slips,sparks fade,True,True,0.08,0.048
3241,181,Tovan,repair-01-tovan,brace,Tovan attempts brace while avatar route is ask_sensory,none,thread unspools,True,False,0.135556,0.190556
3242,181,Nia,repair-01-nia,dry,Nia attempts dry while avatar route is request_space,misaligned brace,tool clatters softly,True,True,0.191111,0.159111
3243,181,Ari,repair-01-ari,test,Ari attempts test while avatar route is thank_resident,tool slips,patch peels back,True,True,0.246667,0.214667
3244,181,Fay,repair-01-fay,return,Fay attempts return while avatar route is ask_repair,none,steady success pulse,True,False,0.302222,0.357222
3245,181,Milo,repair-01-milo,align,Milo attempts align while avatar route is ask_help,misaligned brace,shake head and reset,True,True,0.357778,0.325778
3246,181,Sera,repair-01-sera,bind,Sera attempts bind while avatar route is offer_tool,tool slips,sparks fade,True,True,0.413333,0.381333
3247,181,Tovan,repair-01-tovan,brace,Tovan attempts brace while avatar route is apologize,none,thread unspools,True,False,0.468889,0.523889
3248,181,Nia,repair-01-nia,dry,Nia attempts dry while avatar route is ask_sensory,misaligned brace,tool clatters softly,True,True,0.524444,0.492444
3249,181,Ari,repair-01-ari,test,Ari attempts test while avatar route is request_space,tool slips,patch peels back,True,True,0.58,0.548
3250,181,Fay,repair-01-fay,return,Fay attempts return while avatar route is thank_resident,none,steady success pulse,True,False,0.635556,0.690556
3251,181,Milo,repair-01-milo,align,Milo attempts align while avatar route is ask_repair,misaligned brace,shake head and reset,True,True,0.691111,0.659111
3252,181,Sera,repair-01-sera,bind,Sera attempts bind while avatar route is ask_help,tool slips,sparks fade,True,True,0.746667,0.714667
3253,181,Tovan,repair-01-tovan,brace,Tovan attempts brace while avatar route is offer_tool,none,thread unspools,True,False,0.802222,0.857222
3254,181,Nia,repair-01-nia,dry,Nia attempts dry while avatar route is apologize,misaligned brace,tool clatters softly,True,True,0.857778,0.825778
3255,181,Ari,repair-01-ari,test,Ari attempts test while avatar route is ask_sensory,tool slips,patch peels back,True,True,0.913333,0.881333
