tick_id,day,project_id,workshop_id,sight_cue,sound_cue,smell_cue,temperature_cue,body_cue,rhythm_marker,sensory_bound_to_workshop
680,35,dusk_signal_court,signal yard,open bench,single tool rhythm,paper dust and damp wood,warm pulse,shared carrying effort,flower-node,True
681,35,greenhouse_heat_loop,warm workshop,queued benches,hammer overlap,paper dust and damp wood,warm pulse,slower cooperative posture,pulse,True
682,35,flood_bridge_market_route,wood bay,open bench,single tool rhythm,paper dust and damp wood,cool draft,shared carrying effort,pulse,True
683,35,archive_public_kiosk,archive bench,open bench,single tool rhythm,paper dust and damp wood,cool draft,shared carrying effort,pulse,True
684,35,dusk_signal_court,signal yard,open bench,single tool rhythm,paper dust and damp wood,warm pulse,shared carrying effort,pulse,True
685,35,greenhouse_heat_loop,warm workshop,open bench,single tool rhythm,paper dust and damp wood,warm pulse,shared carrying effort,flower-node,True
686,35,flood_bridge_market_route,wood bay,open bench,single tool rhythm,paper dust and damp wood,cool draft,shared carrying effort,pulse,True
687,35,archive_public_kiosk,archive bench,open bench,single tool rhythm,paper dust and damp wood,cool draft,shared carrying effort,pulse,True
688,35,dusk_signal_court,signal yard,open bench,single tool rhythm,paper dust and damp wood,warm pulse,shared carrying effort,pulse,True
689,35,greenhouse_heat_loop,warm workshop,queued benches,hammer overlap,paper dust and damp wood,warm pulse,shared carrying effort,pulse,True
690,35,flood_bridge_market_route,wood bay,open bench,single tool rhythm,paper dust and damp wood,cool draft,shared carrying effort,flower-node,True
691,35,archive_public_kiosk,archive bench,open bench,single tool rhythm,paper dust and damp wood,cool draft,shared carrying effort,pulse,True
692,35,dusk_signal_court,signal yard,open bench,single tool rhythm,paper dust and damp wood,warm pulse,shared carrying effort,pulse,True
693,35,greenhouse_heat_loop,warm workshop,queued benches,hammer overlap,paper dust and damp wood,warm pulse,slower cooperative posture,pulse,True
694,35,flood_bridge_market_route,wood bay,open bench,single tool rhythm,paper dust and damp wood,cool draft,shared carrying effort,pulse,True
695,35,archive_public_kiosk,archive bench,open bench,quiet waiting,paper dust and damp wood,cool draft,slower cooperative posture,flower-node,True
696,35,dusk_signal_court,signal yard,open bench,single tool rhythm,paper dust and damp wood,warm pulse,shared carrying effort,pulse,True
697,35,greenhouse_heat_loop,warm workshop,open bench,single tool rhythm,paper dust and damp wood,warm pulse,shared carrying effort,pulse,True
698,35,flood_bridge_market_route,wood bay,open bench,single tool rhythm,paper dust and damp wood,cool draft,shared carrying effort,pulse,True
699,35,archive_public_kiosk,archive bench,open bench,single tool rhythm,paper dust and damp wood,cool draft,shared carrying effort,ambient-rate,True
700,36,dusk_signal_court,signal yard,open bench,single tool rhythm,paper dust and damp wood,warm pulse,shared carrying effort,flower-node,True
701,36,greenhouse_heat_loop,warm workshop,open bench,single tool rhythm,resin and warm copper,warm pulse,shared carrying effort,pulse,True
702,36,flood_bridge_market_route,wood bay,open bench,single tool rhythm,resin and warm copper,cool draft,shared carrying effort,pulse,True
703,36,archive_public_kiosk,archive bench,open bench,quiet waiting,paper dust and damp wood,cool draft,slower cooperative posture,pulse,True
704,36,dusk_signal_court,signal yard,queued benches,hammer overlap,paper dust and damp wood,warm pulse,shared carrying effort,pulse,True
705,36,greenhouse_heat_loop,warm workshop,open bench,single tool rhythm,resin and warm copper,warm pulse,shared carrying effort,flower-node,True
706,36,flood_bridge_market_route,wood bay,open bench,single tool rhythm,resin and warm copper,cool draft,shared carrying effort,pulse,True
707,36,archive_public_kiosk,archive bench,open bench,single tool rhythm,paper dust and damp wood,cool draft,shared carrying effort,pulse,True
708,36,dusk_signal_court,signal yard,open bench,single tool rhythm,paper dust and damp wood,warm pulse,shared carrying effort,pulse,True
709,36,greenhouse_heat_loop,warm workshop,open bench,single tool rhythm,resin and warm copper,warm pulse,shared carrying effort,pulse,True
710,36,flood_bridge_market_route,wood bay,open bench,single tool rhythm,resin and warm copper,cool draft,shared carrying effort,flower-node,True
711,36,archive_public_kiosk,archive bench,open bench,single tool rhythm,paper dust and damp wood,cool draft,shared carrying effort,pulse,True
712,36,dusk_signal_court,signal yard,open bench,single tool rhythm,paper dust and damp wood,warm pulse,shared carrying effort,pulse,True
713,36,greenhouse_heat_loop,warm workshop,open bench,single tool rhythm,resin and warm copper,warm pulse,shared carrying effort,pulse,True
714,36,flood_bridge_market_route,wood bay,open bench,single tool rhythm,resin and warm copper,cool draft,shared carrying effort,pulse,True
715,36,archive_public_kiosk,archive bench,open bench,single tool rhythm,paper dust and damp wood,cool draft,shared carrying effort,flower-node,True
716,36,dusk_signal_court,signal yard,queued benches,hammer overlap,paper dust and damp wood,warm pulse,shared carrying effort,pulse,True
717,36,greenhouse_heat_loop,warm workshop,open bench,single tool rhythm,resin and warm copper,warm pulse,shared carrying effort,pulse,True
718,36,flood_bridge_market_route,wood bay,open bench,single tool rhythm,resin and warm copper,cool draft,shared carrying effort,pulse,True
719,36,archive_public_kiosk,archive bench,open bench,single tool rhythm,paper dust and damp wood,cool draft,shared carrying effort,ambient-rate,True
720,37,dusk_signal_court,signal yard,open bench,single tool rhythm,resin and warm copper,warm pulse,shared carrying effort,flower-node,True
721,37,greenhouse_heat_loop,warm workshop,open bench,single tool rhythm,paper dust and damp wood,warm pulse,shared carrying effort,pulse,True
722,37,flood_bridge_market_route,wood bay,open bench,single tool rhythm,paper dust and damp wood,cool draft,shared carrying effort,pulse,True
723,37,archive_public_kiosk,archive bench,queued benches,hammer overlap,paper dust and damp wood,cool draft,shared carrying effort,pulse,True
724,37,dusk_signal_court,signal yard,open bench,single tool rhythm,resin and warm copper,warm pulse,shared carrying effort,pulse,True
725,37,greenhouse_heat_loop,warm workshop,open bench,quiet waiting,paper dust and damp wood,warm pulse,slower cooperative posture,flower-node,True
726,37,flood_bridge_market_route,wood bay,open bench,single tool rhythm,paper dust and damp wood,cool draft,shared carrying effort,pulse,True
727,37,archive_public_kiosk,archive bench,open bench,single tool rhythm,paper dust and damp wood,cool draft,shared carrying effort,pulse,True
728,37,dusk_signal_court,signal yard,open bench,single tool rhythm,resin and warm copper,warm pulse,shared carrying effort,pulse,True
729,37,greenhouse_heat_loop,warm workshop,open bench,single tool rhythm,paper dust and damp wood,warm pulse,shared carrying effort,pulse,True
730,37,flood_bridge_market_route,wood bay,open bench,single tool rhythm,paper dust and damp wood,cool draft,shared carrying effort,flower-node,True
731,37,archive_public_kiosk,archive bench,queued benches,hammer overlap,paper dust and damp wood,cool draft,shared carrying effort,pulse,True
732,37,dusk_signal_court,signal yard,open bench,single tool rhythm,resin and warm copper,warm pulse,shared carrying effort,pulse,True
733,37,greenhouse_heat_loop,warm workshop,open bench,single tool rhythm,paper dust and damp wood,warm pulse,shared carrying effort,pulse,True
734,37,flood_bridge_market_route,wood bay,open bench,single tool rhythm,paper dust and damp wood,cool draft,shared carrying effort,pulse,True
735,37,archive_public_kiosk,archive bench,queued benches,hammer overlap,paper dust and damp wood,cool draft,shared carrying effort,flower-node,True
736,37,dusk_signal_court,signal yard,open bench,quiet waiting,resin and warm copper,warm pulse,slower cooperative posture,pulse,True
737,37,greenhouse_heat_loop,warm workshop,open bench,single tool rhythm,paper dust and damp wood,warm pulse,shared carrying effort,pulse,True
738,37,flood_bridge_market_route,wood bay,open bench,single tool rhythm,paper dust and damp wood,cool draft,shared carrying effort,pulse,True
739,37,archive_public_kiosk,archive bench,open bench,single tool rhythm,paper dust and damp wood,cool draft,shared carrying effort,ambient-rate,True
740,38,dusk_signal_court,signal yard,open bench,quiet waiting,paper dust and damp wood,warm pulse,slower cooperative posture,flower-node,True
741,38,greenhouse_heat_loop,warm workshop,open bench,single tool rhythm,paper dust and damp wood,warm pulse,shared carrying effort,pulse,True
742,38,flood_bridge_market_route,wood bay,open bench,single tool rhythm,resin and warm copper,cool draft,shared carrying effort,pulse,True
743,38,archive_public_kiosk,archive bench,open bench,single tool rhythm,paper dust and damp wood,cool draft,shared carrying effort,pulse,True
744,38,dusk_signal_court,signal yard,open bench,single tool rhythm,paper dust and damp wood,warm pulse,shared carrying effort,pulse,True
745,38,greenhouse_heat_loop,warm workshop,open bench,single tool rhythm,paper dust and damp wood,warm pulse,shared carrying effort,flower-node,True
746,38,flood_bridge_market_route,wood bay,open bench,single tool rhythm,resin and warm copper,cool draft,shared carrying effort,pulse,True
747,38,archive_public_kiosk,archive bench,open bench,single tool rhythm,paper dust and damp wood,cool draft,shared carrying effort,pulse,True
748,38,dusk_signal_court,signal yard,open bench,single tool rhythm,paper dust and damp wood,warm pulse,shared carrying effort,pulse,True
749,38,greenhouse_heat_loop,warm workshop,open bench,single tool rhythm,paper dust and damp wood,warm pulse,shared carrying effort,pulse,True
750,38,flood_bridge_market_route,wood bay,queued benches,hammer overlap,resin and warm copper,cool draft,slower cooperative posture,flower-node,True
751,38,archive_public_kiosk,archive bench,open bench,single tool rhythm,paper dust and damp wood,cool draft,shared carrying effort,pulse,True
752,38,dusk_signal_court,signal yard,open bench,single tool rhythm,paper dust and damp wood,warm pulse,shared carrying effort,pulse,True
753,38,greenhouse_heat_loop,warm workshop,open bench,single tool rhythm,paper dust and damp wood,warm pulse,shared carrying effort,pulse,True
754,38,flood_bridge_market_route,wood bay,open bench,single tool rhythm,resin and warm copper,cool draft,shared carrying effort,pulse,True
755,38,archive_public_kiosk,archive bench,open bench,quiet waiting,paper dust and damp wood,cool draft,slower cooperative posture,flower-node,True
756,38,dusk_signal_court,signal yard,open bench,single tool rhythm,paper dust and damp wood,warm pulse,shared carrying effort,pulse,True
757,38,greenhouse_heat_loop,warm workshop,open bench,quiet waiting,paper dust and damp wood,warm pulse,slower cooperative posture,pulse,True
758,38,flood_bridge_market_route,wood bay,open bench,single tool rhythm,resin and warm copper,cool draft,shared carrying effort,pulse,True
759,38,archive_public_kiosk,archive bench,open bench,single tool rhythm,paper dust and damp wood,cool draft,shared carrying effort,ambient-rate,True
760,39,dusk_signal_court,signal yard,open bench,single tool rhythm,paper dust and damp wood,warm pulse,shared carrying effort,flower-node,True
761,39,greenhouse_heat_loop,warm workshop,open bench,single tool rhythm,paper dust and damp wood,warm pulse,shared carrying effort,pulse,True
762,39,flood_bridge_market_route,wood bay,open bench,single tool rhythm,paper dust and damp wood,cool draft,shared carrying effort,pulse,True
763,39,archive_public_kiosk,archive bench,open bench,single tool rhythm,paper dust and damp wood,cool draft,shared carrying effort,pulse,True
764,39,dusk_signal_court,signal yard,open bench,single tool rhythm,paper dust and damp wood,warm pulse,shared carrying effort,pulse,True
765,39,greenhouse_heat_loop,warm workshop,queued benches,hammer overlap,paper dust and damp wood,warm pulse,slower cooperative posture,flower-node,True
766,39,flood_bridge_market_route,wood bay,open bench,single tool rhythm,paper dust and damp wood,cool draft,shared carrying effort,pulse,True
767,39,archive_public_kiosk,archive bench,open bench,single tool rhythm,paper dust and damp wood,cool draft,shared carrying effort,pulse,True
768,39,dusk_signal_court,signal yard,open bench,quiet waiting,paper dust and damp wood,warm pulse,slower cooperative posture,pulse,True
769,39,greenhouse_heat_loop,warm workshop,queued benches,hammer overlap,paper dust and damp wood,warm pulse,shared carrying effort,pulse,True
770,39,flood_bridge_market_route,wood bay,open bench,quiet waiting,paper dust and damp wood,cool draft,slower cooperative posture,flower-node,True
771,39,archive_public_kiosk,archive bench,open bench,single tool rhythm,paper dust and damp wood,cool draft,shared carrying effort,pulse,True
772,39,dusk_signal_court,signal yard,open bench,single tool rhythm,paper dust and damp wood,warm pulse,shared carrying effort,pulse,True
773,39,greenhouse_heat_loop,warm workshop,open bench,single tool rhythm,paper dust and damp wood,warm pulse,shared carrying effort,pulse,True
774,39,flood_bridge_market_route,wood bay,open bench,single tool rhythm,paper dust and damp wood,cool draft,shared carrying effort,pulse,True
775,39,archive_public_kiosk,archive bench,open bench,quiet waiting,paper dust and damp wood,cool draft,slower cooperative posture,flower-node,True
776,39,dusk_signal_court,signal yard,open bench,single tool rhythm,paper dust and damp wood,warm pulse,shared carrying effort,pulse,True
777,39,greenhouse_heat_loop,warm workshop,queued benches,hammer overlap,paper dust and damp wood,warm pulse,slower cooperative posture,pulse,True
778,39,flood_bridge_market_route,wood bay,open bench,single tool rhythm,paper dust and damp wood,cool draft,shared carrying effort,pulse,True
779,39,archive_public_kiosk,archive bench,open bench,quiet waiting,paper dust and damp wood,cool draft,slower cooperative posture,ambient-rate,True
780,40,greenhouse_heat_loop,warm workshop,open bench,single tool rhythm,paper dust and damp wood,warm pulse,shared carrying effort,flower-node,True
781,40,flood_bridge_market_route,wood bay,open bench,single tool rhythm,paper dust and damp wood,cool draft,shared carrying effort,pulse,True
782,40,archive_public_kiosk,archive bench,open bench,single tool rhythm,paper dust and damp wood,cool draft,shared carrying effort,pulse,True
783,40,dusk_signal_court,signal yard,open bench,single tool rhythm,paper dust and damp wood,warm pulse,shared carrying effort,pulse,True
784,40,greenhouse_heat_loop,warm workshop,queued benches,hammer overlap,paper dust and damp wood,warm pulse,shared carrying effort,pulse,True
785,40,flood_bridge_market_route,wood bay,open bench,single tool rhythm,paper dust and damp wood,cool draft,shared carrying effort,flower-node,True
786,40,archive_public_kiosk,archive bench,open bench,single tool rhythm,paper dust and damp wood,cool draft,shared carrying effort,pulse,True
787,40,dusk_signal_court,signal yard,open bench,single tool rhythm,paper dust and damp wood,warm pulse,shared carrying effort,pulse,True
788,40,greenhouse_heat_loop,warm workshop,queued benches,hammer overlap,paper dust and damp wood,warm pulse,shared carrying effort,pulse,True
789,40,flood_bridge_market_route,wood bay,open bench,single tool rhythm,paper dust and damp wood,cool draft,shared carrying effort,pulse,True
790,40,archive_public_kiosk,archive bench,open bench,quiet waiting,paper dust and damp wood,cool draft,slower cooperative posture,flower-node,True
791,40,dusk_signal_court,signal yard,open bench,single tool rhythm,paper dust and damp wood,warm pulse,shared carrying effort,pulse,True
792,40,greenhouse_heat_loop,warm workshop,open bench,single tool rhythm,paper dust and damp wood,warm pulse,shared carrying effort,pulse,True
793,40,flood_bridge_market_route,wood bay,open bench,single tool rhythm,paper dust and damp wood,cool draft,shared carrying effort,pulse,True
794,40,archive_public_kiosk,archive bench,open bench,single tool rhythm,paper dust and damp wood,cool draft,shared carrying effort,pulse,True
795,40,dusk_signal_court,signal yard,open bench,single tool rhythm,paper dust and damp wood,warm pulse,shared carrying effort,flower-node,True
796,40,greenhouse_heat_loop,warm workshop,queued benches,hammer overlap,paper dust and damp wood,warm pulse,shared carrying effort,pulse,True
797,40,flood_bridge_market_route,wood bay,open bench,single tool rhythm,paper dust and damp wood,cool draft,shared carrying effort,pulse,True
798,40,archive_public_kiosk,archive bench,open bench,single tool rhythm,paper dust and damp wood,cool draft,shared carrying effort,pulse,True
799,40,dusk_signal_court,signal yard,open bench,single tool rhythm,paper dust and damp wood,warm pulse,shared carrying effort,ambient-rate,True
800,41,greenhouse_heat_loop,warm workshop,open bench,single tool rhythm,resin and warm copper,warm pulse,shared carrying effort,flower-node,True
801,41,flood_bridge_market_route,wood bay,open bench,single tool rhythm,resin and warm copper,cool draft,shared carrying effort,pulse,True
802,41,archive_public_kiosk,archive bench,open bench,single tool rhythm,paper dust and damp wood,cool draft,shared carrying effort,pulse,True
803,41,dusk_signal_court,signal yard,open bench,single tool rhythm,paper dust and damp wood,warm pulse,shared carrying effort,pulse,True
804,41,greenhouse_heat_loop,warm workshop,open bench,single tool rhythm,resin and warm copper,warm pulse,shared carrying effort,pulse,True
805,41,flood_bridge_market_route,wood bay,open bench,single tool rhythm,resin and warm copper,cool draft,shared carrying effort,flower-node,True
806,41,archive_public_kiosk,archive bench,open bench,single tool rhythm,paper dust and damp wood,cool draft,shared carrying effort,pulse,True
807,41,dusk_signal_court,signal yard,open bench,single tool rhythm,paper dust and damp wood,warm pulse,shared carrying effort,pulse,True
808,41,greenhouse_heat_loop,warm workshop,open bench,single tool rhythm,resin and warm copper,warm pulse,shared carrying effort,pulse,True
809,41,flood_bridge_market_route,wood bay,open bench,single tool rhythm,resin and warm copper,cool draft,shared carrying effort,pulse,True
810,41,archive_public_kiosk,archive bench,open bench,single tool rhythm,paper dust and damp wood,cool draft,shared carrying effort,flower-node,True
811,41,dusk_signal_court,signal yard,queued benches,hammer overlap,paper dust and damp wood,warm pulse,shared carrying effort,pulse,True
812,41,greenhouse_heat_loop,warm workshop,open bench,single tool rhythm,resin and warm copper,warm pulse,shared carrying effort,pulse,True
813,41,flood_bridge_market_route,wood bay,open bench,single tool rhythm,resin and warm copper,cool draft,shared carrying effort,pulse,True
814,41,archive_public_kiosk,archive bench,open bench,quiet waiting,paper dust and damp wood,cool draft,slower cooperative posture,pulse,True
815,41,dusk_signal_court,signal yard,open bench,single tool rhythm,paper dust and damp wood,warm pulse,shared carrying effort,flower-node,True
816,41,greenhouse_heat_loop,warm workshop,open bench,single tool rhythm,resin and warm copper,warm pulse,shared carrying effort,pulse,True
817,41,flood_bridge_market_route,wood bay,open bench,single tool rhythm,resin and warm copper,cool draft,shared carrying effort,pulse,True
818,41,archive_public_kiosk,archive bench,open bench,single tool rhythm,paper dust and damp wood,cool draft,shared carrying effort,pulse,True
819,41,dusk_signal_court,signal yard,open bench,single tool rhythm,paper dust and damp wood,warm pulse,shared carrying effort,ambient-rate,True
820,42,greenhouse_heat_loop,warm workshop,open bench,quiet waiting,paper dust and damp wood,warm pulse,slower cooperative posture,flower-node,True
821,42,flood_bridge_market_route,wood bay,open bench,single tool rhythm,paper dust and damp wood,cool draft,shared carrying effort,pulse,True
822,42,archive_public_kiosk,archive bench,open bench,single tool rhythm,paper dust and damp wood,cool draft,shared carrying effort,pulse,True
823,42,dusk_signal_court,signal yard,open bench,single tool rhythm,resin and warm copper,warm pulse,shared carrying effort,pulse,True
824,42,greenhouse_heat_loop,warm workshop,open bench,single tool rhythm,paper dust and damp wood,warm pulse,shared carrying effort,pulse,True
825,42,flood_bridge_market_route,wood bay,open bench,single tool rhythm,paper dust and damp wood,cool draft,shared carrying effort,flower-node,True
826,42,archive_public_kiosk,archive bench,queued benches,hammer overlap,paper dust and damp wood,cool draft,slower cooperative posture,pulse,True
827,42,dusk_signal_court,signal yard,open bench,single tool rhythm,resin and warm copper,warm pulse,shared carrying effort,pulse,True
828,42,greenhouse_heat_loop,warm workshop,open bench,quiet waiting,paper dust and damp wood,warm pulse,slower cooperative posture,pulse,True
829,42,flood_bridge_market_route,wood bay,open bench,single tool rhythm,paper dust and damp wood,cool draft,shared carrying effort,pulse,True
830,42,archive_public_kiosk,archive bench,queued benches,hammer overlap,paper dust and damp wood,cool draft,shared carrying effort,flower-node,True
831,42,dusk_signal_court,signal yard,open bench,single tool rhythm,resin and warm copper,warm pulse,shared carrying effort,pulse,True
832,42,greenhouse_heat_loop,warm workshop,open bench,single tool rhythm,paper dust and damp wood,warm pulse,shared carrying effort,pulse,True
833,42,flood_bridge_market_route,wood bay,open bench,single tool rhythm,paper dust and damp wood,cool draft,shared carrying effort,pulse,True
834,42,archive_public_kiosk,archive bench,open bench,single tool rhythm,paper dust and damp wood,cool draft,shared carrying effort,pulse,True
835,42,dusk_signal_court,signal yard,open bench,single tool rhythm,resin and warm copper,warm pulse,shared carrying effort,flower-node,True
836,42,greenhouse_heat_loop,warm workshop,open bench,single tool rhythm,paper dust and damp wood,warm pulse,shared carrying effort,pulse,True
837,42,flood_bridge_market_route,wood bay,open bench,single tool rhythm,paper dust and damp wood,cool draft,shared carrying effort,pulse,True
838,42,archive_public_kiosk,archive bench,queued benches,hammer overlap,paper dust and damp wood,cool draft,slower cooperative posture,pulse,True
839,42,dusk_signal_court,signal yard,open bench,single tool rhythm,resin and warm copper,warm pulse,shared carrying effort,ambient-rate,True
