tick_id,day,settlement_id,object_id,lender_id,borrower_id,route_weather,exposure_temperature_delta,wetness_delta,cold_risk_before,cold_risk_after,loan_condition,borrower_choice,shelter_available,object_protected,visible_weather_tag,bounded_exposure
3393,189,lichen_bridge,signal bell,Rin,Rin,hail,-0.154,0.108,0.65038,0.668,warning:0.44,route changed through shelter,True,True,True,True
3395,189,moss_ward,lamp hook,Ari,Ari,rain,-0.0375,0.192,0.65918,0.668,safety:0.44,route changed through shelter,True,True,True,True
3397,189,cinder_garden,seed tray,Pax,Vale,cold night,-0.09,0.008,0.34,0.30526,food:0.44,loan continues with weather tag,True,True,True,True
3398,189,lichen_bridge,meal ledger,Sol,Sol,hail,-0.105,0.108,0.6185,0.65484,nutrition:0.44,route changed through shelter,True,True,True,True
3399,189,orchid_engine,valve key,Bea,Bea,engine heat,0.0825,0.0,0.62,0.62,repair:0.44,route changed through shelter,True,True,True,True
3400,189,moss_ward,moss cart,Milo,Fay,rain,-0.055,0.192,0.668,0.668,transport:0.44,route changed through shelter,True,True,True,True
3401,189,glass_harbor,tea kettle,Sera,Puck,clear,0.015,0.0,0.6316,0.6256,comfort:0.44,route changed through shelter,True,True,True,True
3402,190,lichen_bridge,rope kit,Luma,Luma,rain,-0.0375,0.192,0.668,0.668,repair:0.44,route changed through shelter,True,True,True,True
3403,190,orchid_engine,meal box,Eli,Dax,clear,0.015,0.0,0.56,0.566,food:0.44,route changed through shelter,True,True,True,True
3405,190,glass_harbor,net spool,Oren,Nia,spray,-0.0375,0.096,0.568,0.59308,repair:0.44,route changed through shelter,True,True,True,True
3406,190,cinder_garden,ash broom,Wren,Pax,heat,0.09,0.0,0.18876,0.22476,cleaning:0.44,loan continues with weather tag,True,True,True,True
3407,190,lichen_bridge,signal bell,Rin,Rin,rain,-0.055,0.192,0.608,0.63,warning:0.44,route changed through shelter,True,True,True,True
3409,190,moss_ward,lamp hook,Ari,Ari,clear,0.015,0.0,0.6435,0.6375,safety:0.44,route changed through shelter,True,True,True,True
3410,190,glass_harbor,brass lantern,Nia,Oren,spray,-0.055,0.096,0.5916,0.62368,route light:0.44,route changed through shelter,True,True,True,True
3411,190,cinder_garden,seed tray,Pax,Vale,heat,0.09,0.0,0.30526,0.34126,food:0.44,loan continues with weather tag,True,True,True,True
3412,190,lichen_bridge,meal ledger,Sol,Sol,rain,-0.0375,0.192,0.65484,0.668,nutrition:0.44,route changed through shelter,True,True,True,True
3413,190,orchid_engine,valve key,Bea,Bea,clear,0.015,0.0,0.62,0.62,repair:0.44,route changed through shelter,True,True,True,True
3415,190,glass_harbor,tea kettle,Sera,Puck,spray,-0.0375,0.096,0.6256,0.65068,comfort:0.44,route changed through shelter,True,True,True,True
3416,190,cinder_garden,shade pole,Vale,Wren,heat,0.09,0.0,0.2235,0.2595,shelter:0.44,loan delayed until weather clears,True,True,True,True
3417,190,lichen_bridge,rope kit,Luma,Kio,rain,-0.0375,0.192,0.668,0.668,repair:0.44,route changed through shelter,True,True,True,True
3419,190,moss_ward,water jar,Fay,Milo,clear,0.015,0.0,0.634,0.628,hydration:0.44,route changed through shelter,True,True,True,True
3421,191,lichen_bridge,signal bell,Rin,Rin,cold fog,-0.11,0.088,0.668,0.668,warning:0.44,route changed through shelter,True,True,True,True
3422,191,orchid_engine,orchid lamp,Dax,Eli,drizzle,-0.03,0.08,0.606,0.6024,comfort:0.44,route changed through shelter,True,True,True,True
3423,191,moss_ward,lamp hook,Ari,Ari,mist,-0.0225,0.064,0.6035,0.61922,safety:0.44,route changed through shelter,True,True,True,True
3424,191,glass_harbor,brass lantern,Nia,Oren,sleet,-0.143,0.216,0.6426,0.668,route light:0.44,route changed through shelter,True,True,True,True
3425,191,cinder_garden,seed tray,Pax,Vale,clear,0.015,0.0,0.295,0.301,food:0.44,loan continues with weather tag,True,True,True,True
3426,191,lichen_bridge,meal ledger,Sol,Sol,cold fog,-0.075,0.088,0.668,0.668,nutrition:0.44,route changed through shelter,True,True,True,True
3427,191,orchid_engine,valve key,Bea,Bea,drizzle,-0.03,0.08,0.606,0.6024,repair:0.44,route changed through shelter,True,True,True,True
3428,191,moss_ward,moss cart,Milo,Fay,mist,-0.033,0.064,0.634,0.65392,transport:0.44,route changed through shelter,True,True,True,True
3429,191,glass_harbor,tea kettle,Sera,Puck,sleet,-0.0975,0.216,0.65068,0.668,comfort:0.44,route changed through shelter,True,True,True,True
3431,191,lichen_bridge,rope kit,Luma,Kio,cold fog,-0.075,0.088,0.668,0.668,repair:0.44,route changed through shelter,True,True,True,True
3432,191,orchid_engine,meal box,Eli,Cai,drizzle,-0.03,0.08,0.606,0.6024,food:0.44,route changed through shelter,True,True,True,True
3433,191,moss_ward,water jar,Fay,Milo,mist,-0.0225,0.064,0.628,0.64372,hydration:0.44,route changed through shelter,True,True,True,True
3434,191,glass_harbor,net spool,Oren,Sera,sleet,-0.0975,0.216,0.603,0.642,repair:0.44,route changed through shelter,True,True,True,True
3435,191,cinder_garden,ash broom,Wren,Juno,clear,0.015,0.0,0.279,0.285,cleaning:0.44,loan continues with weather tag,True,True,True,True
3436,191,lichen_bridge,signal bell,Rin,Luma,cold fog,-0.11,0.088,0.668,0.668,warning:0.44,route changed through shelter,True,True,True,True
3437,191,orchid_engine,orchid lamp,Dax,Dax,drizzle,-0.03,0.08,0.567,0.562,comfort:0.44,route changed through shelter,True,True,True,True
3438,192,glass_harbor,brass lantern,Nia,Oren,wind,-0.044,0.016,0.668,0.668,route light:0.44,route changed through shelter,True,True,True,True
3439,192,cinder_garden,seed tray,Pax,Vale,dry gale,0.015,0.0,0.321,0.327,food:0.44,loan continues with weather tag,True,True,True,True
3440,192,lichen_bridge,meal ledger,Sol,Sol,crosswind,-0.0225,0.016,0.668,0.668,nutrition:0.44,route changed through shelter,True,True,True,True
3441,192,orchid_engine,valve key,Bea,Bea,steam leak,0.0525,0.112,0.551,0.572,repair:0.44,route changed through shelter,True,True,True,True
3442,192,moss_ward,moss cart,Milo,Fay,cold rain,-0.121,0.24,0.668,0.668,transport:0.44,route changed through shelter,True,True,True,True
3443,192,glass_harbor,tea kettle,Sera,Puck,wind,-0.03,0.016,0.608,0.62,comfort:0.44,route changed through shelter,True,True,True,True
3444,192,cinder_garden,shade pole,Vale,Wren,dry gale,0.015,0.0,0.276,0.282,shelter:0.44,loan delayed until weather clears,True,True,True,True
3445,192,lichen_bridge,rope kit,Luma,Kio,crosswind,-0.0225,0.016,0.608,0.617,repair:0.44,route changed through shelter,True,True,True,True
3446,192,orchid_engine,meal box,Eli,Cai,steam leak,0.0525,0.112,0.596,0.617,food:0.44,route changed through shelter,True,True,True,True
3447,192,moss_ward,water jar,Fay,Milo,cold rain,-0.0825,0.24,0.64372,0.668,hydration:0.44,route changed through shelter,True,True,True,True
3448,192,glass_harbor,net spool,Oren,Sera,wind,-0.03,0.016,0.642,0.654,repair:0.44,route changed through shelter,True,True,True,True
3449,192,cinder_garden,ash broom,Wren,Juno,dry gale,0.015,0.0,0.285,0.291,cleaning:0.44,loan continues with weather tag,True,True,True,True
3450,192,lichen_bridge,signal bell,Rin,Luma,crosswind,-0.033,0.016,0.668,0.668,warning:0.44,route changed through shelter,True,True,True,True
3451,192,orchid_engine,orchid lamp,Dax,Dax,steam leak,0.0525,0.112,0.562,0.583,comfort:0.44,route changed through shelter,True,True,True,True
3452,192,moss_ward,lamp hook,Ari,Tala,cold rain,-0.0825,0.24,0.668,0.668,safety:0.44,route changed through shelter,True,True,True,True
3453,192,glass_harbor,brass lantern,Nia,Nia,wind,-0.044,0.016,0.668,0.668,route light:0.44,route changed through shelter,True,True,True,True
3454,192,cinder_garden,seed tray,Pax,Pax,dry gale,0.015,0.0,0.34,0.34,food:0.44,loan continues with weather tag,True,False,True,True
3455,192,lichen_bridge,meal ledger,Sol,Rin,crosswind,-0.0225,0.016,0.6525,0.65918,nutrition:0.44,route changed through shelter,True,True,True,True
3456,193,moss_ward,moss cart,Milo,Fay,wind,-0.044,0.016,0.654,0.65568,transport:0.44,route changed through shelter,True,True,True,True
3457,193,glass_harbor,tea kettle,Sera,Puck,fog,-0.03,0.056,0.66,0.668,comfort:0.44,route changed through shelter,True,True,True,True
3458,193,cinder_garden,shade pole,Vale,Wren,dust wind,0.0375,0.0,0.337,0.34,shelter:0.44,loan delayed until weather clears,True,True,True,True
3459,193,lichen_bridge,rope kit,Luma,Kio,clear,0.015,0.0,0.6015,0.5955,repair:0.44,route changed through shelter,True,True,True,True
3460,193,orchid_engine,meal box,Eli,Cai,cold draft,-0.0675,0.016,0.648,0.621,food:0.44,route changed through shelter,True,True,True,True
3461,193,moss_ward,water jar,Fay,Milo,wind,-0.03,0.016,0.668,0.668,hydration:0.44,route changed through shelter,True,True,True,True
3462,193,glass_harbor,net spool,Oren,Sera,fog,-0.03,0.056,0.668,0.668,repair:0.44,route changed through shelter,True,True,True,True
3463,193,cinder_garden,ash broom,Wren,Juno,dust wind,0.0375,0.0,0.295,0.31,cleaning:0.44,loan continues with weather tag,True,True,True,True
3465,193,orchid_engine,orchid lamp,Dax,Dax,cold draft,-0.0675,0.016,0.583,0.556,comfort:0.44,route changed through shelter,True,True,True,True
3466,193,moss_ward,lamp hook,Ari,Tala,wind,-0.03,0.016,0.668,0.668,safety:0.44,route changed through shelter,True,True,True,True
3467,193,glass_harbor,brass lantern,Nia,Nia,fog,-0.044,0.056,0.668,0.668,route light:0.44,route changed through shelter,True,True,True,True
3468,193,cinder_garden,seed tray,Pax,Pax,dust wind,0.0375,0.0,0.34,0.34,food:0.44,loan continues with weather tag,True,True,True,True
3469,193,lichen_bridge,meal ledger,Sol,Rin,clear,0.015,0.0,0.65918,0.65318,nutrition:0.44,route changed through shelter,True,True,True,True
3470,193,orchid_engine,valve key,Bea,Eli,cold draft,-0.0675,0.016,0.603,0.576,repair:0.44,route changed through shelter,True,True,True,True
3471,193,moss_ward,moss cart,Milo,Ari,wind,-0.044,0.016,0.6435,0.64518,transport:0.44,route changed through shelter,True,True,True,True
3472,193,glass_harbor,tea kettle,Sera,Oren,fog,-0.03,0.056,0.648,0.66,comfort:0.44,route changed through shelter,True,True,True,True
3473,193,cinder_garden,shade pole,Vale,Vale,dust wind,0.0375,0.0,0.34,0.34,shelter:0.44,loan continues with weather tag,True,True,True,True
3475,194,moss_ward,water jar,Fay,Milo,rain,-0.0375,0.192,0.6575,0.668,hydration:0.44,route changed through shelter,True,True,True,True
3477,194,cinder_garden,ash broom,Wren,Juno,cold night,-0.09,0.008,0.34,0.30526,cleaning:0.44,loan continues with weather tag,True,True,True,True
3478,194,lichen_bridge,signal bell,Rin,Luma,hail,-0.154,0.108,0.6185,0.65484,warning:0.44,route changed through shelter,True,True,True,True
3479,194,orchid_engine,orchid lamp,Dax,Dax,engine heat,0.0825,0.0,0.421,0.454,comfort:0.44,route changed through shelter,True,True,True,True
3480,194,moss_ward,lamp hook,Ari,Tala,rain,-0.0375,0.192,0.6575,0.668,safety:0.44,route changed through shelter,True,True,True,True
3481,194,glass_harbor,brass lantern,Nia,Nia,clear,0.022,0.0,0.608,0.5992,route light:0.44,route changed through shelter,True,True,True,True
3482,194,cinder_garden,seed tray,Pax,Pax,cold night,-0.09,0.008,0.34,0.30526,food:0.44,loan continues with weather tag,True,True,True,True
3483,194,lichen_bridge,meal ledger,Sol,Rin,hail,-0.105,0.108,0.65318,0.668,nutrition:0.44,route changed through shelter,True,True,True,True
3485,194,moss_ward,moss cart,Milo,Ari,rain,-0.055,0.192,0.64518,0.66534,transport:0.44,route changed through shelter,True,True,True,True
3487,194,cinder_garden,shade pole,Vale,Vale,cold night,-0.09,0.008,0.34,0.30526,shelter:0.44,loan continues with weather tag,True,False,True,True
3488,194,lichen_bridge,rope kit,Luma,Sol,hail,-0.105,0.108,0.6185,0.65484,repair:0.44,route changed through shelter,True,True,True,True
3489,194,orchid_engine,meal box,Eli,Bea,engine heat,0.0825,0.0,0.62,0.62,food:0.44,route changed through shelter,True,True,True,True
3490,194,moss_ward,water jar,Fay,Fay,rain,-0.0375,0.192,0.668,0.668,hydration:0.44,route changed through shelter,True,True,True,True
3491,194,glass_harbor,net spool,Oren,Puck,clear,0.015,0.0,0.634,0.628,repair:0.44,route changed through shelter,True,True,True,True
3492,195,lichen_bridge,signal bell,Rin,Luma,rain,-0.055,0.192,0.608,0.63,warning:0.44,route changed through shelter,True,True,True,True
3493,195,orchid_engine,orchid lamp,Dax,Dax,clear,0.015,0.0,0.571,0.577,comfort:0.44,route changed through shelter,True,True,True,True
3495,195,glass_harbor,brass lantern,Nia,Nia,spray,-0.055,0.096,0.5652,0.59728,route light:0.44,route changed through shelter,True,True,True,True
3496,195,cinder_garden,seed tray,Pax,Pax,heat,0.09,0.0,0.18876,0.22476,food:0.44,loan continues with weather tag,True,True,True,True
3497,195,lichen_bridge,meal ledger,Sol,Rin,rain,-0.0375,0.192,0.668,0.668,nutrition:0.44,route changed through shelter,True,True,True,True
3499,195,moss_ward,moss cart,Milo,Ari,clear,0.022,0.0,0.668,0.6592,transport:0.44,route changed through shelter,True,True,True,True
3500,195,glass_harbor,tea kettle,Sera,Oren,spray,-0.0375,0.096,0.626,0.65108,comfort:0.44,route changed through shelter,True,True,True,True
3501,195,cinder_garden,shade pole,Vale,Vale,heat,0.09,0.0,0.30526,0.34126,shelter:0.44,loan continues with weather tag,True,True,True,True
3502,195,lichen_bridge,rope kit,Luma,Sol,rain,-0.0375,0.192,0.65484,0.668,repair:0.44,route changed through shelter,True,True,True,True
3503,195,orchid_engine,meal box,Eli,Bea,clear,0.015,0.0,0.62,0.62,food:0.44,route changed through shelter,True,True,True,True
3505,195,glass_harbor,net spool,Oren,Puck,spray,-0.0375,0.096,0.628,0.65308,repair:0.44,route changed through shelter,True,True,True,True
3506,195,cinder_garden,ash broom,Wren,Wren,heat,0.09,0.0,0.2235,0.2595,cleaning:0.44,loan continues with weather tag,True,True,True,True
3507,195,lichen_bridge,signal bell,Rin,Kio,rain,-0.055,0.192,0.608,0.63,warning:0.44,route changed through shelter,True,True,True,True
3509,195,moss_ward,lamp hook,Ari,Milo,clear,0.015,0.0,0.6095,0.6035,safety:0.44,route changed through shelter,True,True,True,True
3511,196,lichen_bridge,meal ledger,Sol,Rin,cold fog,-0.075,0.088,0.668,0.668,nutrition:0.44,route changed through shelter,True,True,True,True
3512,196,orchid_engine,valve key,Bea,Eli,drizzle,-0.03,0.08,0.606,0.6024,repair:0.44,route changed through shelter,True,True,True,True
3513,196,moss_ward,moss cart,Milo,Ari,mist,-0.033,0.064,0.6252,0.64512,transport:0.44,route changed through shelter,True,True,True,True
3514,196,glass_harbor,tea kettle,Sera,Oren,sleet,-0.0975,0.216,0.668,0.668,comfort:0.44,route changed through shelter,True,True,True,True
3515,196,cinder_garden,shade pole,Vale,Vale,clear,0.015,0.0,0.34,0.34,shelter:0.44,loan continues with weather tag,True,True,True,True
3516,196,lichen_bridge,rope kit,Luma,Sol,cold fog,-0.075,0.088,0.668,0.668,repair:0.44,route changed through shelter,True,True,True,True
3517,196,orchid_engine,meal box,Eli,Bea,drizzle,-0.03,0.08,0.561,0.5574,food:0.44,route changed through shelter,True,True,True,True
3518,196,moss_ward,water jar,Fay,Fay,mist,-0.0225,0.064,0.634,0.64972,hydration:0.44,route changed through shelter,True,True,True,True
3519,196,glass_harbor,net spool,Oren,Puck,sleet,-0.0975,0.216,0.65308,0.668,repair:0.44,route changed through shelter,True,True,True,True
3521,196,lichen_bridge,signal bell,Rin,Kio,cold fog,-0.11,0.088,0.63,0.668,warning:0.44,route changed through shelter,True,True,True,True
3522,196,orchid_engine,orchid lamp,Dax,Cai,drizzle,-0.03,0.08,0.606,0.6024,comfort:0.44,route changed through shelter,True,True,True,True
3523,196,moss_ward,lamp hook,Ari,Milo,mist,-0.0225,0.064,0.6035,0.61922,safety:0.44,route changed through shelter,True,True,True,True
3524,196,glass_harbor,brass lantern,Nia,Sera,sleet,-0.143,0.216,0.603,0.6602,route light:0.44,route changed through shelter,True,True,True,True
3525,196,cinder_garden,seed tray,Pax,Juno,clear,0.015,0.0,0.279,0.285,food:0.44,loan continues with weather tag,True,True,True,True
3526,196,lichen_bridge,meal ledger,Sol,Luma,cold fog,-0.075,0.088,0.668,0.668,nutrition:0.44,route changed through shelter,True,True,True,True
3527,196,orchid_engine,valve key,Bea,Dax,drizzle,-0.03,0.08,0.578,0.573,repair:0.44,route changed through shelter,True,True,True,True
3528,197,glass_harbor,tea kettle,Sera,Oren,wind,-0.03,0.016,0.608,0.62,comfort:0.44,route changed through shelter,True,True,True,True
3529,197,cinder_garden,shade pole,Vale,Vale,dry gale,0.015,0.0,0.34,0.34,shelter:0.44,loan continues with weather tag,True,True,True,True
3530,197,lichen_bridge,rope kit,Luma,Sol,crosswind,-0.0225,0.016,0.668,0.668,repair:0.44,route changed through shelter,True,True,True,True
3531,197,orchid_engine,meal box,Eli,Bea,steam leak,0.0525,0.112,0.551,0.572,food:0.44,route changed through shelter,True,True,True,True
3532,197,moss_ward,water jar,Fay,Fay,cold rain,-0.0825,0.24,0.668,0.668,hydration:0.44,route changed through shelter,True,True,True,True
3533,197,glass_harbor,net spool,Oren,Puck,wind,-0.03,0.016,0.668,0.668,repair:0.44,route changed through shelter,True,True,True,True
3534,197,cinder_garden,ash broom,Wren,Wren,dry gale,0.015,0.0,0.276,0.282,cleaning:0.44,loan continues with weather tag,True,True,True,True
3535,197,lichen_bridge,signal bell,Rin,Kio,crosswind,-0.033,0.016,0.668,0.668,warning:0.44,route changed through shelter,True,True,True,True
3536,197,orchid_engine,orchid lamp,Dax,Cai,steam leak,0.0525,0.112,0.596,0.617,comfort:0.44,route changed through shelter,True,True,True,True
3537,197,moss_ward,lamp hook,Ari,Milo,cold rain,-0.0825,0.24,0.61922,0.66142,safety:0.44,route changed through shelter,True,True,True,True
3538,197,glass_harbor,brass lantern,Nia,Sera,wind,-0.044,0.016,0.6602,0.668,route light:0.44,route changed through shelter,True,True,True,True
3539,197,cinder_garden,seed tray,Pax,Juno,dry gale,0.015,0.0,0.285,0.291,food:0.44,loan continues with weather tag,True,True,True,True
3540,197,lichen_bridge,meal ledger,Sol,Luma,crosswind,-0.0225,0.016,0.668,0.668,nutrition:0.44,route changed through shelter,True,True,True,True
3541,197,orchid_engine,valve key,Bea,Dax,steam leak,0.0525,0.112,0.573,0.594,repair:0.44,route changed through shelter,True,True,True,True
3542,197,moss_ward,moss cart,Milo,Tala,cold rain,-0.121,0.24,0.668,0.668,transport:0.44,route changed through shelter,True,True,True,True
3543,197,glass_harbor,tea kettle,Sera,Nia,wind,-0.03,0.016,0.608,0.62,comfort:0.44,route changed through shelter,True,True,True,True
3544,197,cinder_garden,shade pole,Vale,Pax,dry gale,0.015,0.0,0.34,0.34,shelter:0.44,loan continues with weather tag,True,True,True,True
3545,197,lichen_bridge,rope kit,Luma,Rin,crosswind,-0.0225,0.016,0.5925,0.60318,repair:0.44,route changed through shelter,True,True,True,True
3546,198,moss_ward,water jar,Fay,Fay,wind,-0.03,0.016,0.668,0.668,hydration:0.44,route changed through shelter,True,True,True,True
3547,198,glass_harbor,net spool,Oren,Puck,fog,-0.03,0.056,0.668,0.668,repair:0.44,route changed through shelter,True,True,True,True
3548,198,cinder_garden,ash broom,Wren,Wren,dust wind,0.0375,0.0,0.292,0.307,cleaning:0.44,loan continues with weather tag,True,True,True,True
3549,198,lichen_bridge,signal bell,Rin,Kio,clear,0.022,0.0,0.6525,0.6437,warning:0.44,route changed through shelter,True,True,True,True
3550,198,orchid_engine,orchid lamp,Dax,Cai,cold draft,-0.0675,0.016,0.648,0.621,comfort:0.44,route changed through shelter,True,True,True,True
3551,198,moss_ward,lamp hook,Ari,Milo,wind,-0.03,0.016,0.668,0.668,safety:0.44,route changed through shelter,True,True,True,True
3552,198,glass_harbor,brass lantern,Nia,Sera,fog,-0.044,0.056,0.668,0.668,route light:0.44,route changed through shelter,True,True,True,True
3553,198,cinder_garden,seed tray,Pax,Juno,dust wind,0.0375,0.0,0.34,0.34,food:0.44,loan continues with weather tag,True,False,True,True
3555,198,orchid_engine,valve key,Bea,Dax,cold draft,-0.0675,0.016,0.594,0.567,repair:0.44,route changed through shelter,True,True,True,True
3556,198,moss_ward,moss cart,Milo,Tala,wind,-0.044,0.016,0.668,0.668,transport:0.44,route changed through shelter,True,True,True,True
3557,198,glass_harbor,tea kettle,Sera,Nia,fog,-0.03,0.056,0.62,0.632,comfort:0.44,route changed through shelter,True,True,True,True
3558,198,cinder_garden,shade pole,Vale,Pax,dust wind,0.0375,0.0,0.34,0.34,shelter:0.44,loan continues with weather tag,True,True,True,True
3559,198,lichen_bridge,rope kit,Luma,Rin,clear,0.015,0.0,0.60318,0.59718,repair:0.44,route changed through shelter,True,True,True,True
3560,198,orchid_engine,meal box,Eli,Eli,cold draft,-0.0675,0.016,0.621,0.594,food:0.44,route changed through shelter,True,True,True,True
3561,198,moss_ward,water jar,Fay,Ari,wind,-0.03,0.016,0.633,0.63468,hydration:0.44,route changed through shelter,True,True,True,True
3562,198,glass_harbor,net spool,Oren,Oren,fog,-0.03,0.056,0.668,0.668,repair:0.44,route changed through shelter,True,True,True,True
3563,198,cinder_garden,ash broom,Wren,Vale,dust wind,0.0375,0.0,0.295,0.31,cleaning:0.44,loan delayed until weather clears,True,True,True,True
3565,199,moss_ward,lamp hook,Ari,Milo,rain,-0.0375,0.192,0.6575,0.668,safety:0.44,route changed through shelter,True,True,True,True
3567,199,cinder_garden,seed tray,Pax,Juno,cold night,-0.09,0.008,0.34,0.30526,food:0.44,loan continues with weather tag,True,True,True,True
3568,199,lichen_bridge,meal ledger,Sol,Luma,hail,-0.105,0.108,0.6185,0.65484,nutrition:0.44,route changed through shelter,True,True,True,True
3569,199,orchid_engine,valve key,Bea,Dax,engine heat,0.0825,0.0,0.477,0.51,repair:0.44,route changed through shelter,True,True,True,True
3570,199,moss_ward,moss cart,Milo,Tala,rain,-0.055,0.192,0.6575,0.668,transport:0.44,route changed through shelter,True,True,True,True
3571,199,glass_harbor,tea kettle,Sera,Nia,clear,0.015,0.0,0.668,0.662,comfort:0.44,route changed through shelter,True,True,True,True
3572,199,cinder_garden,shade pole,Vale,Pax,cold night,-0.09,0.008,0.34,0.30526,shelter:0.44,loan continues with weather tag,True,True,True,True
3573,199,lichen_bridge,rope kit,Luma,Rin,hail,-0.105,0.108,0.59718,0.648,repair:0.44,route changed through shelter,True,True,True,True
3575,199,moss_ward,water jar,Fay,Ari,rain,-0.0375,0.192,0.63468,0.65484,hydration:0.44,route changed through shelter,True,True,True,True
3577,199,cinder_garden,ash broom,Wren,Vale,cold night,-0.09,0.008,0.31,0.274,cleaning:0.44,loan delayed until weather clears,True,True,True,True
3578,199,lichen_bridge,signal bell,Rin,Sol,hail,-0.154,0.108,0.6185,0.65484,warning:0.44,route changed through shelter,True,True,True,True
3579,199,orchid_engine,orchid lamp,Dax,Bea,engine heat,0.0825,0.0,0.575,0.608,comfort:0.44,route changed through shelter,True,True,True,True
3580,199,moss_ward,lamp hook,Ari,Fay,rain,-0.0375,0.192,0.668,0.668,safety:0.44,route changed through shelter,True,True,True,True
3581,199,glass_harbor,brass lantern,Nia,Puck,clear,0.022,0.0,0.574,0.5652,route light:0.44,route changed through shelter,True,True,True,True
3582,200,lichen_bridge,meal ledger,Sol,Luma,rain,-0.0375,0.192,0.668,0.668,nutrition:0.44,route changed through shelter,True,True,True,True
3583,200,orchid_engine,valve key,Bea,Dax,clear,0.015,0.0,0.62,0.62,repair:0.44,route changed through shelter,True,True,True,True
3585,200,glass_harbor,tea kettle,Sera,Nia,spray,-0.0375,0.096,0.628,0.65308,comfort:0.44,route changed through shelter,True,True,True,True
3586,200,cinder_garden,shade pole,Vale,Pax,heat,0.09,0.0,0.18876,0.22476,shelter:0.44,loan continues with weather tag,True,False,True,True
3587,200,lichen_bridge,rope kit,Luma,Rin,rain,-0.0375,0.192,0.668,0.668,repair:0.44,route changed through shelter,True,True,True,True
3589,200,moss_ward,water jar,Fay,Ari,clear,0.015,0.0,0.668,0.662,hydration:0.44,route changed through shelter,True,True,True,True
3590,200,glass_harbor,net spool,Oren,Oren,spray,-0.0375,0.096,0.634,0.65908,repair:0.44,route changed through shelter,True,True,True,True
3591,200,cinder_garden,ash broom,Wren,Vale,heat,0.09,0.0,0.274,0.31,cleaning:0.44,loan delayed until weather clears,True,True,True,True
3592,200,lichen_bridge,signal bell,Rin,Sol,rain,-0.055,0.192,0.65484,0.668,warning:0.44,route changed through shelter,True,True,True,True
3593,200,orchid_engine,orchid lamp,Dax,Bea,clear,0.015,0.0,0.608,0.614,comfort:0.44,route changed through shelter,True,True,True,True
3595,200,glass_harbor,brass lantern,Nia,Puck,spray,-0.055,0.096,0.5652,0.59728,route light:0.44,route changed through shelter,True,True,True,True
3596,200,cinder_garden,seed tray,Pax,Wren,heat,0.09,0.0,0.2235,0.2595,food:0.44,loan continues with weather tag,True,True,True,True
3597,200,lichen_bridge,meal ledger,Sol,Kio,rain,-0.0375,0.192,0.658,0.668,nutrition:0.44,route changed through shelter,True,True,True,True
3599,200,moss_ward,moss cart,Milo,Milo,clear,0.022,0.0,0.6095,0.6007,transport:0.44,route changed through shelter,True,True,True,True
3601,201,lichen_bridge,rope kit,Luma,Rin,cold fog,-0.075,0.088,0.668,0.668,repair:0.44,route changed through shelter,True,True,True,True
3602,201,orchid_engine,meal box,Eli,Eli,drizzle,-0.03,0.08,0.561,0.5574,food:0.44,route changed through shelter,True,True,True,True
3603,201,moss_ward,water jar,Fay,Ari,mist,-0.0225,0.064,0.628,0.64372,hydration:0.44,route changed through shelter,True,True,True,True
3604,201,glass_harbor,net spool,Oren,Oren,sleet,-0.0975,0.216,0.608,0.647,repair:0.44,route changed through shelter,True,True,True,True
3605,201,cinder_garden,ash broom,Wren,Vale,clear,0.015,0.0,0.34,0.34,cleaning:0.44,loan delayed until weather clears,True,True,True,True
3606,201,lichen_bridge,signal bell,Rin,Sol,cold fog,-0.11,0.088,0.608,0.652,warning:0.44,route changed through shelter,True,True,True,True
3607,201,orchid_engine,orchid lamp,Dax,Bea,drizzle,-0.03,0.08,0.606,0.6024,comfort:0.44,route changed through shelter,True,True,True,True
3608,201,moss_ward,lamp hook,Ari,Fay,mist,-0.0225,0.064,0.634,0.64972,safety:0.44,route changed through shelter,True,True,True,True
3609,201,glass_harbor,brass lantern,Nia,Puck,sleet,-0.143,0.216,0.59728,0.6584,route light:0.44,route changed through shelter,True,True,True,True
3611,201,lichen_bridge,meal ledger,Sol,Kio,cold fog,-0.075,0.088,0.668,0.668,nutrition:0.44,route changed through shelter,True,True,True,True
3612,201,orchid_engine,valve key,Bea,Cai,drizzle,-0.03,0.08,0.606,0.6024,repair:0.44,route changed through shelter,True,True,True,True
3613,201,moss_ward,moss cart,Milo,Milo,mist,-0.033,0.064,0.6007,0.62062,transport:0.44,route changed through shelter,True,True,True,True
3614,201,glass_harbor,tea kettle,Sera,Sera,sleet,-0.0975,0.216,0.603,0.642,comfort:0.44,route changed through shelter,True,True,True,True
3615,201,cinder_garden,shade pole,Vale,Juno,clear,0.015,0.0,0.279,0.285,shelter:0.44,loan continues with weather tag,True,True,True,True
3616,201,lichen_bridge,rope kit,Luma,Luma,cold fog,-0.075,0.088,0.668,0.668,repair:0.44,route changed through shelter,True,True,True,True
3617,201,orchid_engine,meal box,Eli,Dax,drizzle,-0.03,0.08,0.556,0.551,food:0.44,route changed through shelter,True,True,True,True
3618,202,glass_harbor,net spool,Oren,Oren,wind,-0.03,0.016,0.668,0.668,repair:0.44,route changed through shelter,True,True,True,True
3619,202,cinder_garden,ash broom,Wren,Vale,dry gale,0.015,0.0,0.34,0.34,cleaning:0.44,loan delayed until weather clears,True,True,True,True
