tick,day,slot,resident,room,canvas_focus,conversation_frame,sensory_frame,gesture_frame,inventory_frame,minigame_frame,consequence_frame,replay_frame_key,boundary_visible
3438,192,0,Sera,fiber loft,Sera@fiber loft,3438,3438,3438,3438,3438,3438,v57-replay-03438,True
3439,192,1,Tovan,glasshouse,Tovan@glasshouse,3439,3439,3439,3439,3439,3439,v57-replay-03439,True
3440,192,2,Nia,river gate,Nia@river gate,3440,3440,3440,3440,3440,3440,v57-replay-03440,True
3441,192,3,Ari,west hearth,Ari@west hearth,3441,3441,3441,3441,3441,3441,v57-replay-03441,True
3442,192,4,Fay,rain court,Fay@rain court,3442,3442,3442,3442,3442,3442,v57-replay-03442,True
3443,192,5,Milo,tool alcove,Milo@tool alcove,3443,3443,3443,3443,3443,3443,v57-replay-03443,True
3444,192,6,Sera,fiber loft,Sera@fiber loft,3444,3444,3444,3444,3444,3444,v57-replay-03444,True
3445,192,7,Tovan,glasshouse,Tovan@glasshouse,3445,3445,3445,3445,3445,3445,v57-replay-03445,True
3446,192,8,Nia,river gate,Nia@river gate,3446,3446,3446,3446,3446,3446,v57-replay-03446,True
3447,192,9,Ari,west hearth,Ari@west hearth,3447,3447,3447,3447,3447,3447,v57-replay-03447,True
3448,192,10,Fay,rain court,Fay@rain court,3448,3448,3448,3448,3448,3448,v57-replay-03448,True
3449,192,11,Milo,tool alcove,Milo@tool alcove,3449,3449,3449,3449,3449,3449,v57-replay-03449,True
3450,192,12,Sera,fiber loft,Sera@fiber loft,3450,3450,3450,3450,3450,3450,v57-replay-03450,True
3451,192,13,Tovan,glasshouse,Tovan@glasshouse,3451,3451,3451,3451,3451,3451,v57-replay-03451,True
3452,192,14,Nia,river gate,Nia@river gate,3452,3452,3452,3452,3452,3452,v57-replay-03452,True
3453,192,15,Ari,west hearth,Ari@west hearth,3453,3453,3453,3453,3453,3453,v57-replay-03453,True
3454,192,16,Fay,rain court,Fay@rain court,3454,3454,3454,3454,3454,3454,v57-replay-03454,True
3455,192,17,Milo,tool alcove,Milo@tool alcove,3455,3455,3455,3455,3455,3455,v57-replay-03455,True
3456,193,0,Sera,glasshouse,Sera@glasshouse,3456,3456,3456,3456,3456,3456,v57-replay-03456,True
3457,193,1,Tovan,river gate,Tovan@river gate,3457,3457,3457,3457,3457,3457,v57-replay-03457,True
3458,193,2,Nia,west hearth,Nia@west hearth,3458,3458,3458,3458,3458,3458,v57-replay-03458,True
3459,193,3,Ari,rain court,Ari@rain court,3459,3459,3459,3459,3459,3459,v57-replay-03459,True
3460,193,4,Fay,tool alcove,Fay@tool alcove,3460,3460,3460,3460,3460,3460,v57-replay-03460,True
3461,193,5,Milo,fiber loft,Milo@fiber loft,3461,3461,3461,3461,3461,3461,v57-replay-03461,True
3462,193,6,Sera,glasshouse,Sera@glasshouse,3462,3462,3462,3462,3462,3462,v57-replay-03462,True
3463,193,7,Tovan,river gate,Tovan@river gate,3463,3463,3463,3463,3463,3463,v57-replay-03463,True
3464,193,8,Nia,west hearth,Nia@west hearth,3464,3464,3464,3464,3464,3464,v57-replay-03464,True
3465,193,9,Ari,rain court,Ari@rain court,3465,3465,3465,3465,3465,3465,v57-replay-03465,True
3466,193,10,Fay,tool alcove,Fay@tool alcove,3466,3466,3466,3466,3466,3466,v57-replay-03466,True
3467,193,11,Milo,fiber loft,Milo@fiber loft,3467,3467,3467,3467,3467,3467,v57-replay-03467,True
3468,193,12,Sera,glasshouse,Sera@glasshouse,3468,3468,3468,3468,3468,3468,v57-replay-03468,True
3469,193,13,Tovan,river gate,Tovan@river gate,3469,3469,3469,3469,3469,3469,v57-replay-03469,True
3470,193,14,Nia,west hearth,Nia@west hearth,3470,3470,3470,3470,3470,3470,v57-replay-03470,True
3471,193,15,Ari,rain court,Ari@rain court,3471,3471,3471,3471,3471,3471,v57-replay-03471,True
3472,193,16,Fay,tool alcove,Fay@tool alcove,3472,3472,3472,3472,3472,3472,v57-replay-03472,True
3473,193,17,Milo,fiber loft,Milo@fiber loft,3473,3473,3473,3473,3473,3473,v57-replay-03473,True
3474,194,0,Sera,river gate,Sera@river gate,3474,3474,3474,3474,3474,3474,v57-replay-03474,True
3475,194,1,Tovan,west hearth,Tovan@west hearth,3475,3475,3475,3475,3475,3475,v57-replay-03475,True
3476,194,2,Nia,rain court,Nia@rain court,3476,3476,3476,3476,3476,3476,v57-replay-03476,True
3477,194,3,Ari,tool alcove,Ari@tool alcove,3477,3477,3477,3477,3477,3477,v57-replay-03477,True
3478,194,4,Fay,fiber loft,Fay@fiber loft,3478,3478,3478,3478,3478,3478,v57-replay-03478,True
3479,194,5,Milo,glasshouse,Milo@glasshouse,3479,3479,3479,3479,3479,3479,v57-replay-03479,True
3480,194,6,Sera,river gate,Sera@river gate,3480,3480,3480,3480,3480,3480,v57-replay-03480,True
3481,194,7,Tovan,west hearth,Tovan@west hearth,3481,3481,3481,3481,3481,3481,v57-replay-03481,True
3482,194,8,Nia,rain court,Nia@rain court,3482,3482,3482,3482,3482,3482,v57-replay-03482,True
3483,194,9,Ari,tool alcove,Ari@tool alcove,3483,3483,3483,3483,3483,3483,v57-replay-03483,True
3484,194,10,Fay,fiber loft,Fay@fiber loft,3484,3484,3484,3484,3484,3484,v57-replay-03484,True
3485,194,11,Milo,glasshouse,Milo@glasshouse,3485,3485,3485,3485,3485,3485,v57-replay-03485,True
3486,194,12,Sera,river gate,Sera@river gate,3486,3486,3486,3486,3486,3486,v57-replay-03486,True
3487,194,13,Tovan,west hearth,Tovan@west hearth,3487,3487,3487,3487,3487,3487,v57-replay-03487,True
3488,194,14,Nia,rain court,Nia@rain court,3488,3488,3488,3488,3488,3488,v57-replay-03488,True
3489,194,15,Ari,tool alcove,Ari@tool alcove,3489,3489,3489,3489,3489,3489,v57-replay-03489,True
3490,194,16,Fay,fiber loft,Fay@fiber loft,3490,3490,3490,3490,3490,3490,v57-replay-03490,True
3491,194,17,Milo,glasshouse,Milo@glasshouse,3491,3491,3491,3491,3491,3491,v57-replay-03491,True
3492,195,0,Sera,west hearth,Sera@west hearth,3492,3492,3492,3492,3492,3492,v57-replay-03492,True
3493,195,1,Tovan,rain court,Tovan@rain court,3493,3493,3493,3493,3493,3493,v57-replay-03493,True
3494,195,2,Nia,tool alcove,Nia@tool alcove,3494,3494,3494,3494,3494,3494,v57-replay-03494,True
3495,195,3,Ari,fiber loft,Ari@fiber loft,3495,3495,3495,3495,3495,3495,v57-replay-03495,True
3496,195,4,Fay,glasshouse,Fay@glasshouse,3496,3496,3496,3496,3496,3496,v57-replay-03496,True
3497,195,5,Milo,river gate,Milo@river gate,3497,3497,3497,3497,3497,3497,v57-replay-03497,True
3498,195,6,Sera,west hearth,Sera@west hearth,3498,3498,3498,3498,3498,3498,v57-replay-03498,True
3499,195,7,Tovan,rain court,Tovan@rain court,3499,3499,3499,3499,3499,3499,v57-replay-03499,True
3500,195,8,Nia,tool alcove,Nia@tool alcove,3500,3500,3500,3500,3500,3500,v57-replay-03500,True
3501,195,9,Ari,fiber loft,Ari@fiber loft,3501,3501,3501,3501,3501,3501,v57-replay-03501,True
3502,195,10,Fay,glasshouse,Fay@glasshouse,3502,3502,3502,3502,3502,3502,v57-replay-03502,True
3503,195,11,Milo,river gate,Milo@river gate,3503,3503,3503,3503,3503,3503,v57-replay-03503,True
3504,195,12,Sera,west hearth,Sera@west hearth,3504,3504,3504,3504,3504,3504,v57-replay-03504,True
3505,195,13,Tovan,rain court,Tovan@rain court,3505,3505,3505,3505,3505,3505,v57-replay-03505,True
3506,195,14,Nia,tool alcove,Nia@tool alcove,3506,3506,3506,3506,3506,3506,v57-replay-03506,True
3507,195,15,Ari,fiber loft,Ari@fiber loft,3507,3507,3507,3507,3507,3507,v57-replay-03507,True
3508,195,16,Fay,glasshouse,Fay@glasshouse,3508,3508,3508,3508,3508,3508,v57-replay-03508,True
3509,195,17,Milo,river gate,Milo@river gate,3509,3509,3509,3509,3509,3509,v57-replay-03509,True
3510,196,0,Sera,rain court,Sera@rain court,3510,3510,3510,3510,3510,3510,v57-replay-03510,True
3511,196,1,Tovan,tool alcove,Tovan@tool alcove,3511,3511,3511,3511,3511,3511,v57-replay-03511,True
3512,196,2,Nia,fiber loft,Nia@fiber loft,3512,3512,3512,3512,3512,3512,v57-replay-03512,True
3513,196,3,Ari,glasshouse,Ari@glasshouse,3513,3513,3513,3513,3513,3513,v57-replay-03513,True
3514,196,4,Fay,river gate,Fay@river gate,3514,3514,3514,3514,3514,3514,v57-replay-03514,True
3515,196,5,Milo,west hearth,Milo@west hearth,3515,3515,3515,3515,3515,3515,v57-replay-03515,True
3516,196,6,Sera,rain court,Sera@rain court,3516,3516,3516,3516,3516,3516,v57-replay-03516,True
3517,196,7,Tovan,tool alcove,Tovan@tool alcove,3517,3517,3517,3517,3517,3517,v57-replay-03517,True
3518,196,8,Nia,fiber loft,Nia@fiber loft,3518,3518,3518,3518,3518,3518,v57-replay-03518,True
3519,196,9,Ari,glasshouse,Ari@glasshouse,3519,3519,3519,3519,3519,3519,v57-replay-03519,True
3520,196,10,Fay,river gate,Fay@river gate,3520,3520,3520,3520,3520,3520,v57-replay-03520,True
3521,196,11,Milo,west hearth,Milo@west hearth,3521,3521,3521,3521,3521,3521,v57-replay-03521,True
3522,196,12,Sera,rain court,Sera@rain court,3522,3522,3522,3522,3522,3522,v57-replay-03522,True
3523,196,13,Tovan,tool alcove,Tovan@tool alcove,3523,3523,3523,3523,3523,3523,v57-replay-03523,True
3524,196,14,Nia,fiber loft,Nia@fiber loft,3524,3524,3524,3524,3524,3524,v57-replay-03524,True
3525,196,15,Ari,glasshouse,Ari@glasshouse,3525,3525,3525,3525,3525,3525,v57-replay-03525,True
3526,196,16,Fay,river gate,Fay@river gate,3526,3526,3526,3526,3526,3526,v57-replay-03526,True
3527,196,17,Milo,west hearth,Milo@west hearth,3527,3527,3527,3527,3527,3527,v57-replay-03527,True
3528,197,0,Sera,tool alcove,Sera@tool alcove,3528,3528,3528,3528,3528,3528,v57-replay-03528,True
3529,197,1,Tovan,fiber loft,Tovan@fiber loft,3529,3529,3529,3529,3529,3529,v57-replay-03529,True
3530,197,2,Nia,glasshouse,Nia@glasshouse,3530,3530,3530,3530,3530,3530,v57-replay-03530,True
3531,197,3,Ari,river gate,Ari@river gate,3531,3531,3531,3531,3531,3531,v57-replay-03531,True
3532,197,4,Fay,west hearth,Fay@west hearth,3532,3532,3532,3532,3532,3532,v57-replay-03532,True
3533,197,5,Milo,rain court,Milo@rain court,3533,3533,3533,3533,3533,3533,v57-replay-03533,True
3534,197,6,Sera,tool alcove,Sera@tool alcove,3534,3534,3534,3534,3534,3534,v57-replay-03534,True
3535,197,7,Tovan,fiber loft,Tovan@fiber loft,3535,3535,3535,3535,3535,3535,v57-replay-03535,True
3536,197,8,Nia,glasshouse,Nia@glasshouse,3536,3536,3536,3536,3536,3536,v57-replay-03536,True
3537,197,9,Ari,river gate,Ari@river gate,3537,3537,3537,3537,3537,3537,v57-replay-03537,True
3538,197,10,Fay,west hearth,Fay@west hearth,3538,3538,3538,3538,3538,3538,v57-replay-03538,True
3539,197,11,Milo,rain court,Milo@rain court,3539,3539,3539,3539,3539,3539,v57-replay-03539,True
3540,197,12,Sera,tool alcove,Sera@tool alcove,3540,3540,3540,3540,3540,3540,v57-replay-03540,True
3541,197,13,Tovan,fiber loft,Tovan@fiber loft,3541,3541,3541,3541,3541,3541,v57-replay-03541,True
3542,197,14,Nia,glasshouse,Nia@glasshouse,3542,3542,3542,3542,3542,3542,v57-replay-03542,True
3543,197,15,Ari,river gate,Ari@river gate,3543,3543,3543,3543,3543,3543,v57-replay-03543,True
3544,197,16,Fay,west hearth,Fay@west hearth,3544,3544,3544,3544,3544,3544,v57-replay-03544,True
3545,197,17,Milo,rain court,Milo@rain court,3545,3545,3545,3545,3545,3545,v57-replay-03545,True
3546,198,0,Sera,fiber loft,Sera@fiber loft,3546,3546,3546,3546,3546,3546,v57-replay-03546,True
3547,198,1,Tovan,glasshouse,Tovan@glasshouse,3547,3547,3547,3547,3547,3547,v57-replay-03547,True
3548,198,2,Nia,river gate,Nia@river gate,3548,3548,3548,3548,3548,3548,v57-replay-03548,True
3549,198,3,Ari,west hearth,Ari@west hearth,3549,3549,3549,3549,3549,3549,v57-replay-03549,True
3550,198,4,Fay,rain court,Fay@rain court,3550,3550,3550,3550,3550,3550,v57-replay-03550,True
3551,198,5,Milo,tool alcove,Milo@tool alcove,3551,3551,3551,3551,3551,3551,v57-replay-03551,True
3552,198,6,Sera,fiber loft,Sera@fiber loft,3552,3552,3552,3552,3552,3552,v57-replay-03552,True
3553,198,7,Tovan,glasshouse,Tovan@glasshouse,3553,3553,3553,3553,3553,3553,v57-replay-03553,True
3554,198,8,Nia,river gate,Nia@river gate,3554,3554,3554,3554,3554,3554,v57-replay-03554,True
3555,198,9,Ari,west hearth,Ari@west hearth,3555,3555,3555,3555,3555,3555,v57-replay-03555,True
3556,198,10,Fay,rain court,Fay@rain court,3556,3556,3556,3556,3556,3556,v57-replay-03556,True
3557,198,11,Milo,tool alcove,Milo@tool alcove,3557,3557,3557,3557,3557,3557,v57-replay-03557,True
3558,198,12,Sera,fiber loft,Sera@fiber loft,3558,3558,3558,3558,3558,3558,v57-replay-03558,True
3559,198,13,Tovan,glasshouse,Tovan@glasshouse,3559,3559,3559,3559,3559,3559,v57-replay-03559,True
3560,198,14,Nia,river gate,Nia@river gate,3560,3560,3560,3560,3560,3560,v57-replay-03560,True
3561,198,15,Ari,west hearth,Ari@west hearth,3561,3561,3561,3561,3561,3561,v57-replay-03561,True
3562,198,16,Fay,rain court,Fay@rain court,3562,3562,3562,3562,3562,3562,v57-replay-03562,True
3563,198,17,Milo,tool alcove,Milo@tool alcove,3563,3563,3563,3563,3563,3563,v57-replay-03563,True
3564,199,0,Sera,glasshouse,Sera@glasshouse,3564,3564,3564,3564,3564,3564,v57-replay-03564,True
3565,199,1,Tovan,river gate,Tovan@river gate,3565,3565,3565,3565,3565,3565,v57-replay-03565,True
3566,199,2,Nia,west hearth,Nia@west hearth,3566,3566,3566,3566,3566,3566,v57-replay-03566,True
3567,199,3,Ari,rain court,Ari@rain court,3567,3567,3567,3567,3567,3567,v57-replay-03567,True
3568,199,4,Fay,tool alcove,Fay@tool alcove,3568,3568,3568,3568,3568,3568,v57-replay-03568,True
3569,199,5,Milo,fiber loft,Milo@fiber loft,3569,3569,3569,3569,3569,3569,v57-replay-03569,True
3570,199,6,Sera,glasshouse,Sera@glasshouse,3570,3570,3570,3570,3570,3570,v57-replay-03570,True
3571,199,7,Tovan,river gate,Tovan@river gate,3571,3571,3571,3571,3571,3571,v57-replay-03571,True
3572,199,8,Nia,west hearth,Nia@west hearth,3572,3572,3572,3572,3572,3572,v57-replay-03572,True
3573,199,9,Ari,rain court,Ari@rain court,3573,3573,3573,3573,3573,3573,v57-replay-03573,True
3574,199,10,Fay,tool alcove,Fay@tool alcove,3574,3574,3574,3574,3574,3574,v57-replay-03574,True
3575,199,11,Milo,fiber loft,Milo@fiber loft,3575,3575,3575,3575,3575,3575,v57-replay-03575,True
3576,199,12,Sera,glasshouse,Sera@glasshouse,3576,3576,3576,3576,3576,3576,v57-replay-03576,True
3577,199,13,Tovan,river gate,Tovan@river gate,3577,3577,3577,3577,3577,3577,v57-replay-03577,True
3578,199,14,Nia,west hearth,Nia@west hearth,3578,3578,3578,3578,3578,3578,v57-replay-03578,True
3579,199,15,Ari,rain court,Ari@rain court,3579,3579,3579,3579,3579,3579,v57-replay-03579,True
3580,199,16,Fay,tool alcove,Fay@tool alcove,3580,3580,3580,3580,3580,3580,v57-replay-03580,True
3581,199,17,Milo,fiber loft,Milo@fiber loft,3581,3581,3581,3581,3581,3581,v57-replay-03581,True
3582,200,0,Sera,river gate,Sera@river gate,3582,3582,3582,3582,3582,3582,v57-replay-03582,True
3583,200,1,Tovan,west hearth,Tovan@west hearth,3583,3583,3583,3583,3583,3583,v57-replay-03583,True
3584,200,2,Nia,rain court,Nia@rain court,3584,3584,3584,3584,3584,3584,v57-replay-03584,True
3585,200,3,Ari,tool alcove,Ari@tool alcove,3585,3585,3585,3585,3585,3585,v57-replay-03585,True
3586,200,4,Fay,fiber loft,Fay@fiber loft,3586,3586,3586,3586,3586,3586,v57-replay-03586,True
3587,200,5,Milo,glasshouse,Milo@glasshouse,3587,3587,3587,3587,3587,3587,v57-replay-03587,True
3588,200,6,Sera,river gate,Sera@river gate,3588,3588,3588,3588,3588,3588,v57-replay-03588,True
3589,200,7,Tovan,west hearth,Tovan@west hearth,3589,3589,3589,3589,3589,3589,v57-replay-03589,True
3590,200,8,Nia,rain court,Nia@rain court,3590,3590,3590,3590,3590,3590,v57-replay-03590,True
3591,200,9,Ari,tool alcove,Ari@tool alcove,3591,3591,3591,3591,3591,3591,v57-replay-03591,True
3592,200,10,Fay,fiber loft,Fay@fiber loft,3592,3592,3592,3592,3592,3592,v57-replay-03592,True
3593,200,11,Milo,glasshouse,Milo@glasshouse,3593,3593,3593,3593,3593,3593,v57-replay-03593,True
3594,200,12,Sera,river gate,Sera@river gate,3594,3594,3594,3594,3594,3594,v57-replay-03594,True
3595,200,13,Tovan,west hearth,Tovan@west hearth,3595,3595,3595,3595,3595,3595,v57-replay-03595,True
3596,200,14,Nia,rain court,Nia@rain court,3596,3596,3596,3596,3596,3596,v57-replay-03596,True
3597,200,15,Ari,tool alcove,Ari@tool alcove,3597,3597,3597,3597,3597,3597,v57-replay-03597,True
3598,200,16,Fay,fiber loft,Fay@fiber loft,3598,3598,3598,3598,3598,3598,v57-replay-03598,True
3599,200,17,Milo,glasshouse,Milo@glasshouse,3599,3599,3599,3599,3599,3599,v57-replay-03599,True
3600,201,0,Sera,west hearth,Sera@west hearth,3600,3600,3600,3600,3600,3600,v57-replay-03600,True
3601,201,1,Tovan,rain court,Tovan@rain court,3601,3601,3601,3601,3601,3601,v57-replay-03601,True
3602,201,2,Nia,tool alcove,Nia@tool alcove,3602,3602,3602,3602,3602,3602,v57-replay-03602,True
3603,201,3,Ari,fiber loft,Ari@fiber loft,3603,3603,3603,3603,3603,3603,v57-replay-03603,True
3604,201,4,Fay,glasshouse,Fay@glasshouse,3604,3604,3604,3604,3604,3604,v57-replay-03604,True
3605,201,5,Milo,river gate,Milo@river gate,3605,3605,3605,3605,3605,3605,v57-replay-03605,True
3606,201,6,Sera,west hearth,Sera@west hearth,3606,3606,3606,3606,3606,3606,v57-replay-03606,True
3607,201,7,Tovan,rain court,Tovan@rain court,3607,3607,3607,3607,3607,3607,v57-replay-03607,True
3608,201,8,Nia,tool alcove,Nia@tool alcove,3608,3608,3608,3608,3608,3608,v57-replay-03608,True
3609,201,9,Ari,fiber loft,Ari@fiber loft,3609,3609,3609,3609,3609,3609,v57-replay-03609,True
3610,201,10,Fay,glasshouse,Fay@glasshouse,3610,3610,3610,3610,3610,3610,v57-replay-03610,True
3611,201,11,Milo,river gate,Milo@river gate,3611,3611,3611,3611,3611,3611,v57-replay-03611,True
3612,201,12,Sera,west hearth,Sera@west hearth,3612,3612,3612,3612,3612,3612,v57-replay-03612,True
3613,201,13,Tovan,rain court,Tovan@rain court,3613,3613,3613,3613,3613,3613,v57-replay-03613,True
3614,201,14,Nia,tool alcove,Nia@tool alcove,3614,3614,3614,3614,3614,3614,v57-replay-03614,True
3615,201,15,Ari,fiber loft,Ari@fiber loft,3615,3615,3615,3615,3615,3615,v57-replay-03615,True
3616,201,16,Fay,glasshouse,Fay@glasshouse,3616,3616,3616,3616,3616,3616,v57-replay-03616,True
3617,201,17,Milo,river gate,Milo@river gate,3617,3617,3617,3617,3617,3617,v57-replay-03617,True
3618,202,0,Sera,rain court,Sera@rain court,3618,3618,3618,3618,3618,3618,v57-replay-03618,True
3619,202,1,Tovan,tool alcove,Tovan@tool alcove,3619,3619,3619,3619,3619,3619,v57-replay-03619,True
3620,202,2,Nia,fiber loft,Nia@fiber loft,3620,3620,3620,3620,3620,3620,v57-replay-03620,True
3621,202,3,Ari,glasshouse,Ari@glasshouse,3621,3621,3621,3621,3621,3621,v57-replay-03621,True
3622,202,4,Fay,river gate,Fay@river gate,3622,3622,3622,3622,3622,3622,v57-replay-03622,True
3623,202,5,Milo,west hearth,Milo@west hearth,3623,3623,3623,3623,3623,3623,v57-replay-03623,True
3624,202,6,Sera,rain court,Sera@rain court,3624,3624,3624,3624,3624,3624,v57-replay-03624,True
3625,202,7,Tovan,tool alcove,Tovan@tool alcove,3625,3625,3625,3625,3625,3625,v57-replay-03625,True
3626,202,8,Nia,fiber loft,Nia@fiber loft,3626,3626,3626,3626,3626,3626,v57-replay-03626,True
3627,202,9,Ari,glasshouse,Ari@glasshouse,3627,3627,3627,3627,3627,3627,v57-replay-03627,True
3628,202,10,Fay,river gate,Fay@river gate,3628,3628,3628,3628,3628,3628,v57-replay-03628,True
3629,202,11,Milo,west hearth,Milo@west hearth,3629,3629,3629,3629,3629,3629,v57-replay-03629,True
3630,202,12,Sera,rain court,Sera@rain court,3630,3630,3630,3630,3630,3630,v57-replay-03630,True
3631,202,13,Tovan,tool alcove,Tovan@tool alcove,3631,3631,3631,3631,3631,3631,v57-replay-03631,True
3632,202,14,Nia,fiber loft,Nia@fiber loft,3632,3632,3632,3632,3632,3632,v57-replay-03632,True
3633,202,15,Ari,glasshouse,Ari@glasshouse,3633,3633,3633,3633,3633,3633,v57-replay-03633,True
3634,202,16,Fay,river gate,Fay@river gate,3634,3634,3634,3634,3634,3634,v57-replay-03634,True
3635,202,17,Milo,west hearth,Milo@west hearth,3635,3635,3635,3635,3635,3635,v57-replay-03635,True
3636,203,0,Sera,tool alcove,Sera@tool alcove,3636,3636,3636,3636,3636,3636,v57-replay-03636,True
3637,203,1,Tovan,fiber loft,Tovan@fiber loft,3637,3637,3637,3637,3637,3637,v57-replay-03637,True
3638,203,2,Nia,glasshouse,Nia@glasshouse,3638,3638,3638,3638,3638,3638,v57-replay-03638,True
3639,203,3,Ari,river gate,Ari@river gate,3639,3639,3639,3639,3639,3639,v57-replay-03639,True
3640,203,4,Fay,west hearth,Fay@west hearth,3640,3640,3640,3640,3640,3640,v57-replay-03640,True
3641,203,5,Milo,rain court,Milo@rain court,3641,3641,3641,3641,3641,3641,v57-replay-03641,True
3642,203,6,Sera,tool alcove,Sera@tool alcove,3642,3642,3642,3642,3642,3642,v57-replay-03642,True
3643,203,7,Tovan,fiber loft,Tovan@fiber loft,3643,3643,3643,3643,3643,3643,v57-replay-03643,True
3644,203,8,Nia,glasshouse,Nia@glasshouse,3644,3644,3644,3644,3644,3644,v57-replay-03644,True
3645,203,9,Ari,river gate,Ari@river gate,3645,3645,3645,3645,3645,3645,v57-replay-03645,True
3646,203,10,Fay,west hearth,Fay@west hearth,3646,3646,3646,3646,3646,3646,v57-replay-03646,True
3647,203,11,Milo,rain court,Milo@rain court,3647,3647,3647,3647,3647,3647,v57-replay-03647,True
3648,203,12,Sera,tool alcove,Sera@tool alcove,3648,3648,3648,3648,3648,3648,v57-replay-03648,True
3649,203,13,Tovan,fiber loft,Tovan@fiber loft,3649,3649,3649,3649,3649,3649,v57-replay-03649,True
3650,203,14,Nia,glasshouse,Nia@glasshouse,3650,3650,3650,3650,3650,3650,v57-replay-03650,True
3651,203,15,Ari,river gate,Ari@river gate,3651,3651,3651,3651,3651,3651,v57-replay-03651,True
3652,203,16,Fay,west hearth,Fay@west hearth,3652,3652,3652,3652,3652,3652,v57-replay-03652,True
3653,203,17,Milo,rain court,Milo@rain court,3653,3653,3653,3653,3653,3653,v57-replay-03653,True
3654,204,0,Sera,fiber loft,Sera@fiber loft,3654,3654,3654,3654,3654,3654,v57-replay-03654,True
3655,204,1,Tovan,glasshouse,Tovan@glasshouse,3655,3655,3655,3655,3655,3655,v57-replay-03655,True
3656,204,2,Nia,river gate,Nia@river gate,3656,3656,3656,3656,3656,3656,v57-replay-03656,True
3657,204,3,Ari,west hearth,Ari@west hearth,3657,3657,3657,3657,3657,3657,v57-replay-03657,True
3658,204,4,Fay,rain court,Fay@rain court,3658,3658,3658,3658,3658,3658,v57-replay-03658,True
3659,204,5,Milo,tool alcove,Milo@tool alcove,3659,3659,3659,3659,3659,3659,v57-replay-03659,True
3660,204,6,Sera,fiber loft,Sera@fiber loft,3660,3660,3660,3660,3660,3660,v57-replay-03660,True
3661,204,7,Tovan,glasshouse,Tovan@glasshouse,3661,3661,3661,3661,3661,3661,v57-replay-03661,True
3662,204,8,Nia,river gate,Nia@river gate,3662,3662,3662,3662,3662,3662,v57-replay-03662,True
3663,204,9,Ari,west hearth,Ari@west hearth,3663,3663,3663,3663,3663,3663,v57-replay-03663,True
3664,204,10,Fay,rain court,Fay@rain court,3664,3664,3664,3664,3664,3664,v57-replay-03664,True
3665,204,11,Milo,tool alcove,Milo@tool alcove,3665,3665,3665,3665,3665,3665,v57-replay-03665,True
3666,204,12,Sera,fiber loft,Sera@fiber loft,3666,3666,3666,3666,3666,3666,v57-replay-03666,True
3667,204,13,Tovan,glasshouse,Tovan@glasshouse,3667,3667,3667,3667,3667,3667,v57-replay-03667,True
3668,204,14,Nia,river gate,Nia@river gate,3668,3668,3668,3668,3668,3668,v57-replay-03668,True
3669,204,15,Ari,west hearth,Ari@west hearth,3669,3669,3669,3669,3669,3669,v57-replay-03669,True
3670,204,16,Fay,rain court,Fay@rain court,3670,3670,3670,3670,3670,3670,v57-replay-03670,True
3671,204,17,Milo,tool alcove,Milo@tool alcove,3671,3671,3671,3671,3671,3671,v57-replay-03671,True
3672,205,0,Sera,glasshouse,Sera@glasshouse,3672,3672,3672,3672,3672,3672,v57-replay-03672,True
3673,205,1,Tovan,river gate,Tovan@river gate,3673,3673,3673,3673,3673,3673,v57-replay-03673,True
3674,205,2,Nia,west hearth,Nia@west hearth,3674,3674,3674,3674,3674,3674,v57-replay-03674,True
3675,205,3,Ari,rain court,Ari@rain court,3675,3675,3675,3675,3675,3675,v57-replay-03675,True
3676,205,4,Fay,tool alcove,Fay@tool alcove,3676,3676,3676,3676,3676,3676,v57-replay-03676,True
3677,205,5,Milo,fiber loft,Milo@fiber loft,3677,3677,3677,3677,3677,3677,v57-replay-03677,True
3678,205,6,Sera,glasshouse,Sera@glasshouse,3678,3678,3678,3678,3678,3678,v57-replay-03678,True
3679,205,7,Tovan,river gate,Tovan@river gate,3679,3679,3679,3679,3679,3679,v57-replay-03679,True
3680,205,8,Nia,west hearth,Nia@west hearth,3680,3680,3680,3680,3680,3680,v57-replay-03680,True
3681,205,9,Ari,rain court,Ari@rain court,3681,3681,3681,3681,3681,3681,v57-replay-03681,True
3682,205,10,Fay,tool alcove,Fay@tool alcove,3682,3682,3682,3682,3682,3682,v57-replay-03682,True
3683,205,11,Milo,fiber loft,Milo@fiber loft,3683,3683,3683,3683,3683,3683,v57-replay-03683,True
3684,205,12,Sera,glasshouse,Sera@glasshouse,3684,3684,3684,3684,3684,3684,v57-replay-03684,True
3685,205,13,Tovan,river gate,Tovan@river gate,3685,3685,3685,3685,3685,3685,v57-replay-03685,True
3686,205,14,Nia,west hearth,Nia@west hearth,3686,3686,3686,3686,3686,3686,v57-replay-03686,True
3687,205,15,Ari,rain court,Ari@rain court,3687,3687,3687,3687,3687,3687,v57-replay-03687,True
3688,205,16,Fay,tool alcove,Fay@tool alcove,3688,3688,3688,3688,3688,3688,v57-replay-03688,True
3689,205,17,Milo,fiber loft,Milo@fiber loft,3689,3689,3689,3689,3689,3689,v57-replay-03689,True
3690,206,0,Sera,river gate,Sera@river gate,3690,3690,3690,3690,3690,3690,v57-replay-03690,True
3691,206,1,Tovan,west hearth,Tovan@west hearth,3691,3691,3691,3691,3691,3691,v57-replay-03691,True
