tick_id,day,settlement_id,room_id,action,temperature,wetness,pain,energy,comfort,arousal,body_delta_reason,care_action_available,body_state_visible,localstorage_body_key
607,51,archive,arrival court,rest,0.612,0.862,0.002,0.095,0.752,0.02,environmental exposure,True,True,ssrm.v39.body.archive
608,51,signal,lens room,dry_off,0.95,0.794,0.0,0.416,0.96,0.02,environmental exposure,True,True,ssrm.v39.body.signal
609,51,orchard,seed lane,move_north,0.96,0.866,0.018,0.11,0.94,0.02262,environmental exposure,True,True,ssrm.v39.body.orchard
610,51,repair_ring,bell alcove,inspect_object,0.797,0.242,0.0,0.089,0.908,0.02,movement effort,True,True,ssrm.v39.body.repair_ring
611,51,riverbend,arrival court,dry_off,0.748,0.885,0.0,0.416,0.96,0.130848,environmental exposure,True,True,ssrm.v39.body.riverbend
612,52,roofward,glass stair,move_east,0.935,0.659,0.01,0.085,0.9,0.02,environmental exposure,True,True,ssrm.v39.body.roofward
613,52,archive,arrival court,pick_up_object,0.616,0.902,0.0,0.089,0.732,0.020236,environmental exposure,True,True,ssrm.v39.body.archive
614,52,signal,lens room,talk_resident,0.96,0.79,0.0,0.41,0.96,0.02,environmental exposure,True,True,ssrm.v39.body.signal
615,52,orchard,satchel shed,wait_for_schedule,0.96,0.862,0.014,0.104,0.946,0.020308,environmental exposure,True,True,ssrm.v39.body.orchard
616,52,repair_ring,bell alcove,warm_up,0.827,0.238,0.0,0.083,0.943,0.02,care/rest action,True,True,ssrm.v39.body.repair_ring
617,52,riverbend,plank hall,talk_resident,0.752,0.925,0.0,0.41,0.94,0.128818,environmental exposure,True,True,ssrm.v39.body.riverbend
618,52,roofward,warm lane,wait_for_schedule,0.96,0.655,0.006,0.079,0.906,0.02,environmental exposure,True,True,ssrm.v39.body.roofward
619,52,archive,arrival court,warm_up,0.646,0.94,0.0,0.083,0.767,0.020432,environmental exposure,True,True,ssrm.v39.body.archive
620,52,signal,lens room,avoid_hazard,0.96,0.786,0.0,0.404,0.96,0.02,environmental exposure,True,True,ssrm.v39.body.signal
621,52,orchard,seed lane,move_east,0.96,0.902,0.01,0.079,0.926,0.02,environmental exposure,True,True,ssrm.v39.body.orchard
622,52,repair_ring,arrival court,pick_up_object,0.802,0.234,0.0,0.077,0.923,0.02,environmental exposure,True,True,ssrm.v39.body.repair_ring
623,52,riverbend,plank hall,avoid_hazard,0.756,0.94,0.03,0.404,0.92,0.128078,environmental exposure,True,True,ssrm.v39.body.riverbend
624,53,roofward,ledger loft,inspect_object,0.96,0.651,0.002,0.073,0.912,0.02,movement effort,True,True,ssrm.v39.body.roofward
625,53,archive,arrival court,place_object,0.65,0.94,0.0,0.077,0.747,0.020868,environmental exposure,True,True,ssrm.v39.body.archive
626,53,signal,lens room,ask_dialect_memory,0.96,0.782,0.0,0.398,0.96,0.02,environmental exposure,True,True,ssrm.v39.body.signal
627,53,orchard,seed lane,rest,0.96,0.94,0.0,0.114,0.96,0.02,environmental exposure,True,True,ssrm.v39.body.orchard
628,53,repair_ring,arrival court,dry_off,0.777,0.199,0.0,0.071,0.958,0.02,environmental exposure,True,True,ssrm.v39.body.repair_ring
629,53,riverbend,dry ridge,ask_dialect_memory,0.76,0.936,0.026,0.398,0.926,0.127106,movement effort,True,True,ssrm.v39.body.riverbend
630,53,roofward,ledger loft,rest,0.96,0.647,0.0,0.108,0.947,0.02,care/rest action,True,True,ssrm.v39.body.roofward
631,53,archive,arrival court,dry_off,0.654,0.94,0.0,0.071,0.782,0.020884,environmental exposure,True,True,ssrm.v39.body.archive
632,53,signal,arrival court,move_north,0.96,0.822,0.018,0.373,0.94,0.02,environmental exposure,True,True,ssrm.v39.body.signal
633,53,orchard,seed lane,inspect_object,0.96,0.94,0.0,0.108,0.94,0.02,environmental exposure,True,True,ssrm.v39.body.orchard
634,53,repair_ring,wire bench,place_object,0.807,0.195,0.0,0.065,0.96,0.02,environmental exposure,True,True,ssrm.v39.body.repair_ring
635,53,riverbend,arrival court,move_north,0.735,0.932,0.022,0.373,0.906,0.126214,environmental exposure,True,True,ssrm.v39.body.riverbend
636,54,roofward,arrival court,pick_up_object,0.96,0.687,0.0,0.102,0.927,0.02,environmental exposure,True,True,ssrm.v39.body.roofward
637,54,archive,arrival court,talk_resident,0.658,0.94,0.0,0.065,0.762,0.02114,environmental exposure,True,True,ssrm.v39.body.archive
638,54,signal,mast base,wait_for_schedule,0.935,0.818,0.014,0.367,0.92,0.02,environmental exposure,True,True,ssrm.v39.body.signal
639,54,orchard,seed lane,warm_up,0.96,0.94,0.0,0.102,0.96,0.02,environmental exposure,True,True,ssrm.v39.body.orchard
640,54,repair_ring,wire bench,avoid_hazard,0.837,0.191,0.0,0.06,0.96,0.02,environmental exposure,True,True,ssrm.v39.body.repair_ring
641,54,riverbend,dry ridge,wait_for_schedule,0.739,0.928,0.018,0.367,0.912,0.12509,movement effort,True,True,ssrm.v39.body.riverbend
642,54,roofward,arrival court,warm_up,0.96,0.727,0.0,0.096,0.96,0.02,environmental exposure,True,True,ssrm.v39.body.roofward
643,54,archive,arrival court,avoid_hazard,0.662,0.94,0.03,0.06,0.742,0.022536,environmental exposure,True,True,ssrm.v39.body.archive
644,54,signal,lantern walk,move_east,0.939,0.814,0.01,0.342,0.926,0.02,movement effort,True,True,ssrm.v39.body.signal
645,54,orchard,seed lane,pick_up_object,0.96,0.94,0.0,0.096,0.94,0.02,environmental exposure,True,True,ssrm.v39.body.orchard
646,54,repair_ring,spark lane,talk_resident,0.841,0.231,0.0,0.06,0.94,0.02,environmental exposure,True,True,ssrm.v39.body.repair_ring
647,54,riverbend,arrival court,move_east,0.714,0.924,0.014,0.342,0.892,0.124046,environmental exposure,True,True,ssrm.v39.body.riverbend
648,55,roofward,glass stair,place_object,0.935,0.723,0.0,0.09,0.94,0.02,environmental exposure,True,True,ssrm.v39.body.roofward
649,55,archive,arrival court,ask_dialect_memory,0.666,0.94,0.026,0.06,0.722,0.024052,environmental exposure,True,True,ssrm.v39.body.archive
650,55,signal,lantern walk,rest,0.943,0.81,0.0,0.377,0.96,0.02,care/rest action,True,True,ssrm.v39.body.signal
651,55,orchard,seed lane,dry_off,0.96,0.94,0.0,0.09,0.96,0.02,environmental exposure,True,True,ssrm.v39.body.orchard
652,55,repair_ring,bell alcove,move_north,0.845,0.227,0.0,0.06,0.946,0.02,movement effort,True,True,ssrm.v39.body.repair_ring
653,55,riverbend,arrival court,rest,0.689,0.92,0.0,0.377,0.927,0.122122,environmental exposure,True,True,ssrm.v39.body.riverbend
654,55,roofward,glass stair,dry_off,0.91,0.688,0.0,0.084,0.96,0.02,environmental exposure,True,True,ssrm.v39.body.roofward
655,55,archive,spool room,move_north,0.67,0.936,0.022,0.06,0.728,0.025336,movement effort,True,True,ssrm.v39.body.archive
656,55,signal,lantern walk,inspect_object,0.947,0.806,0.0,0.371,0.96,0.02,movement effort,True,True,ssrm.v39.body.signal
657,55,orchard,seed lane,place_object,0.96,0.94,0.0,0.084,0.94,0.02,environmental exposure,True,True,ssrm.v39.body.orchard
658,55,repair_ring,arrival court,ask_dialect_memory,0.82,0.223,0.0,0.06,0.926,0.02,environmental exposure,True,True,ssrm.v39.body.repair_ring
659,55,riverbend,arrival court,inspect_object,0.664,0.916,0.0,0.371,0.907,0.120398,environmental exposure,True,True,ssrm.v39.body.riverbend
660,56,archive,ink niche,ask_dialect_memory,0.7,0.932,0.018,0.06,0.734,0.026388,environmental exposure,True,True,ssrm.v39.body.archive
661,56,signal,lantern walk,rest,0.951,0.802,0.0,0.406,0.96,0.02,care/rest action,True,True,ssrm.v39.body.signal
662,56,orchard,seed lane,dry_off,0.96,0.94,0.0,0.078,0.96,0.02,environmental exposure,True,True,ssrm.v39.body.orchard
663,56,repair_ring,spark lane,move_north,0.824,0.263,0.018,0.06,0.906,0.02,environmental exposure,True,True,ssrm.v39.body.repair_ring
664,56,riverbend,arrival court,rest,0.639,0.912,0.0,0.406,0.942,0.118214,environmental exposure,True,True,ssrm.v39.body.riverbend
665,56,roofward,glass stair,dry_off,0.885,0.653,0.0,0.078,0.96,0.02,environmental exposure,True,True,ssrm.v39.body.roofward
666,56,archive,arrival court,move_north,0.704,0.94,0.036,0.06,0.714,0.0283,environmental exposure,True,True,ssrm.v39.body.archive
667,56,signal,lantern walk,inspect_object,0.955,0.798,0.0,0.4,0.96,0.02,movement effort,True,True,ssrm.v39.body.signal
668,56,orchard,seed lane,place_object,0.96,0.94,0.0,0.072,0.94,0.02,environmental exposure,True,True,ssrm.v39.body.orchard
669,56,repair_ring,spark lane,ask_dialect_memory,0.828,0.303,0.014,0.06,0.886,0.02,environmental exposure,True,True,ssrm.v39.body.repair_ring
670,56,riverbend,plank hall,inspect_object,0.643,0.94,0.0,0.4,0.922,0.11655,environmental exposure,True,True,ssrm.v39.body.riverbend
671,56,roofward,glass stair,place_object,0.86,0.649,0.0,0.072,0.94,0.02,environmental exposure,True,True,ssrm.v39.body.roofward
672,57,archive,stone stacks,wait_for_schedule,0.679,0.936,0.032,0.06,0.694,0.030292,environmental exposure,True,True,ssrm.v39.body.archive
673,57,signal,lantern walk,warm_up,0.96,0.794,0.0,0.394,0.96,0.02,care/rest action,True,True,ssrm.v39.body.signal
674,57,orchard,seed lane,avoid_hazard,0.96,0.94,0.03,0.066,0.92,0.02,environmental exposure,True,True,ssrm.v39.body.orchard
675,57,repair_ring,arrival court,move_east,0.803,0.299,0.01,0.06,0.866,0.02,environmental exposure,True,True,ssrm.v39.body.repair_ring
676,57,riverbend,plank hall,warm_up,0.673,0.94,0.0,0.394,0.957,0.114466,environmental exposure,True,True,ssrm.v39.body.riverbend
677,57,roofward,warm lane,avoid_hazard,0.89,0.645,0.0,0.066,0.946,0.02,environmental exposure,True,True,ssrm.v39.body.roofward
678,57,archive,spool room,move_east,0.683,0.932,0.028,0.06,0.7,0.032052,movement effort,True,True,ssrm.v39.body.archive
679,57,signal,lantern walk,pick_up_object,0.96,0.79,0.0,0.388,0.96,0.02,movement effort,True,True,ssrm.v39.body.signal
680,57,orchard,seed lane,talk_resident,0.96,0.94,0.026,0.06,0.9,0.02,environmental exposure,True,True,ssrm.v39.body.orchard
681,57,repair_ring,spark lane,wait_for_schedule,0.807,0.339,0.006,0.06,0.846,0.02,environmental exposure,True,True,ssrm.v39.body.repair_ring
682,57,riverbend,dry ridge,pick_up_object,0.677,0.936,0.0,0.388,0.96,0.112306,movement effort,True,True,ssrm.v39.body.riverbend
683,57,roofward,warm lane,talk_resident,0.92,0.641,0.0,0.06,0.952,0.02,environmental exposure,True,True,ssrm.v39.body.roofward
684,58,archive,spool room,rest,0.687,0.928,0.01,0.095,0.735,0.032812,care/rest action,True,True,ssrm.v39.body.archive
685,58,signal,lantern walk,dry_off,0.96,0.755,0.0,0.382,0.96,0.02,care/rest action,True,True,ssrm.v39.body.signal
686,58,orchard,market plank,move_north,0.935,0.936,0.022,0.06,0.88,0.02,environmental exposure,True,True,ssrm.v39.body.orchard
687,58,repair_ring,spark lane,inspect_object,0.811,0.379,0.002,0.06,0.826,0.02,environmental exposure,True,True,ssrm.v39.body.repair_ring
688,58,riverbend,dry ridge,dry_off,0.681,0.901,0.0,0.382,0.96,0.109796,care/rest action,True,True,ssrm.v39.body.riverbend
689,58,roofward,arrival court,move_north,0.924,0.681,0.018,0.06,0.932,0.02,environmental exposure,True,True,ssrm.v39.body.roofward
690,58,archive,spool room,inspect_object,0.691,0.924,0.006,0.089,0.741,0.03334,movement effort,True,True,ssrm.v39.body.archive
691,58,signal,lantern walk,place_object,0.96,0.751,0.0,0.376,0.96,0.02,movement effort,True,True,ssrm.v39.body.signal
692,58,orchard,market plank,ask_dialect_memory,0.91,0.932,0.018,0.06,0.86,0.02,environmental exposure,True,True,ssrm.v39.body.orchard
693,58,repair_ring,spark lane,rest,0.815,0.419,0.0,0.095,0.861,0.02,environmental exposure,True,True,ssrm.v39.body.repair_ring
694,58,riverbend,kit alcove,place_object,0.711,0.897,0.0,0.376,0.96,0.107246,environmental exposure,True,True,ssrm.v39.body.riverbend
695,58,roofward,arrival court,ask_dialect_memory,0.928,0.721,0.014,0.06,0.912,0.02,environmental exposure,True,True,ssrm.v39.body.roofward
696,59,archive,spool room,warm_up,0.721,0.92,0.002,0.083,0.776,0.033288,care/rest action,True,True,ssrm.v39.body.archive
697,59,signal,lantern walk,avoid_hazard,0.96,0.747,0.0,0.37,0.96,0.02,movement effort,True,True,ssrm.v39.body.signal
698,59,orchard,satchel shed,move_east,0.94,0.928,0.014,0.06,0.866,0.02,environmental exposure,True,True,ssrm.v39.body.orchard
699,59,repair_ring,spark lane,pick_up_object,0.819,0.459,0.0,0.089,0.841,0.02,environmental exposure,True,True,ssrm.v39.body.repair_ring
700,59,riverbend,kit alcove,avoid_hazard,0.741,0.893,0.0,0.37,0.96,0.104656,environmental exposure,True,True,ssrm.v39.body.riverbend
701,59,roofward,warm lane,move_east,0.958,0.717,0.01,0.06,0.918,0.02,environmental exposure,True,True,ssrm.v39.body.roofward
702,59,archive,spool room,pick_up_object,0.725,0.916,0.0,0.077,0.782,0.033064,movement effort,True,True,ssrm.v39.body.archive
703,59,signal,lantern walk,talk_resident,0.96,0.743,0.0,0.364,0.96,0.02,movement effort,True,True,ssrm.v39.body.signal
704,59,orchard,arrival court,wait_for_schedule,0.944,0.924,0.01,0.06,0.872,0.02,movement effort,True,True,ssrm.v39.body.orchard
705,59,repair_ring,spark lane,warm_up,0.849,0.499,0.0,0.083,0.876,0.02,environmental exposure,True,True,ssrm.v39.body.repair_ring
706,59,riverbend,arrival court,talk_resident,0.716,0.889,0.0,0.364,0.94,0.102266,environmental exposure,True,True,ssrm.v39.body.riverbend
707,59,roofward,arrival court,wait_for_schedule,0.96,0.757,0.006,0.06,0.898,0.02,environmental exposure,True,True,ssrm.v39.body.roofward
708,60,archive,spool room,dry_off,0.729,0.881,0.0,0.071,0.817,0.03207,care/rest action,True,True,ssrm.v39.body.archive
709,60,signal,arrival court,move_north,0.96,0.783,0.018,0.339,0.94,0.02,environmental exposure,True,True,ssrm.v39.body.signal
710,60,orchard,arrival court,inspect_object,0.948,0.92,0.006,0.06,0.878,0.02,movement effort,True,True,ssrm.v39.body.orchard
711,60,repair_ring,spark lane,place_object,0.853,0.539,0.0,0.077,0.856,0.02,environmental exposure,True,True,ssrm.v39.body.repair_ring
712,60,riverbend,plank hall,move_north,0.72,0.929,0.018,0.339,0.92,0.101056,environmental exposure,True,True,ssrm.v39.body.riverbend
713,60,roofward,glass stair,inspect_object,0.935,0.753,0.002,0.06,0.878,0.02,environmental exposure,True,True,ssrm.v39.body.roofward
714,60,archive,spool room,place_object,0.733,0.877,0.0,0.065,0.823,0.030964,movement effort,True,True,ssrm.v39.body.archive
715,60,signal,arrival court,ask_dialect_memory,0.96,0.823,0.014,0.333,0.92,0.02,environmental exposure,True,True,ssrm.v39.body.signal
716,60,orchard,arrival court,rest,0.952,0.916,0.0,0.095,0.913,0.02,care/rest action,True,True,ssrm.v39.body.orchard
717,60,repair_ring,spark lane,dry_off,0.857,0.579,0.0,0.071,0.891,0.02,environmental exposure,True,True,ssrm.v39.body.repair_ring
718,60,riverbend,dry ridge,ask_dialect_memory,0.724,0.925,0.014,0.333,0.926,0.099614,movement effort,True,True,ssrm.v39.body.riverbend
719,60,roofward,glass stair,rest,0.91,0.749,0.0,0.095,0.913,0.02,environmental exposure,True,True,ssrm.v39.body.roofward
720,61,archive,ink niche,avoid_hazard,0.763,0.873,0.0,0.06,0.829,0.029746,environmental exposure,True,True,ssrm.v39.body.archive
721,61,signal,lantern walk,move_east,0.96,0.819,0.01,0.308,0.926,0.02,movement effort,True,True,ssrm.v39.body.signal
722,61,orchard,arrival court,pick_up_object,0.956,0.912,0.0,0.089,0.919,0.02,movement effort,True,True,ssrm.v39.body.orchard
723,61,repair_ring,spark lane,talk_resident,0.861,0.619,0.0,0.065,0.871,0.02,environmental exposure,True,True,ssrm.v39.body.repair_ring
724,61,riverbend,kit alcove,move_east,0.754,0.921,0.01,0.308,0.932,0.09794,environmental exposure,True,True,ssrm.v39.body.riverbend
725,61,roofward,warm lane,pick_up_object,0.94,0.745,0.0,0.089,0.919,0.02,environmental exposure,True,True,ssrm.v39.body.roofward
726,61,archive,ink niche,talk_resident,0.793,0.869,0.0,0.06,0.835,0.028416,environmental exposure,True,True,ssrm.v39.body.archive
727,61,signal,arrival court,wait_for_schedule,0.96,0.859,0.006,0.302,0.906,0.02,environmental exposure,True,True,ssrm.v39.body.signal
728,61,orchard,arrival court,warm_up,0.96,0.908,0.0,0.083,0.954,0.02,care/rest action,True,True,ssrm.v39.body.orchard
729,61,repair_ring,spark lane,avoid_hazard,0.865,0.659,0.03,0.06,0.851,0.02,environmental exposure,True,True,ssrm.v39.body.repair_ring
730,61,riverbend,arrival court,wait_for_schedule,0.729,0.917,0.006,0.302,0.912,0.096346,environmental exposure,True,True,ssrm.v39.body.riverbend
731,61,roofward,warm lane,warm_up,0.96,0.741,0.0,0.083,0.954,0.02,environmental exposure,True,True,ssrm.v39.body.roofward
732,62,archive,arrival court,move_north,0.797,0.909,0.018,0.06,0.815,0.028266,environmental exposure,True,True,ssrm.v39.body.archive
733,62,signal,arrival court,inspect_object,0.96,0.899,0.002,0.296,0.886,0.02,environmental exposure,True,True,ssrm.v39.body.signal
734,62,orchard,arrival court,place_object,0.96,0.904,0.0,0.077,0.96,0.02,movement effort,True,True,ssrm.v39.body.orchard
735,62,repair_ring,spark lane,ask_dialect_memory,0.869,0.699,0.026,0.06,0.831,0.02,environmental exposure,True,True,ssrm.v39.body.repair_ring
736,62,riverbend,arrival court,inspect_object,0.704,0.913,0.002,0.296,0.892,0.094832,environmental exposure,True,True,ssrm.v39.body.riverbend
737,62,roofward,ledger loft,place_object,0.96,0.737,0.0,0.077,0.96,0.02,movement effort,True,True,ssrm.v39.body.roofward
738,62,archive,arrival court,ask_dialect_memory,0.801,0.94,0.014,0.06,0.795,0.028546,environmental exposure,True,True,ssrm.v39.body.archive
739,62,signal,arrival court,rest,0.96,0.939,0.0,0.331,0.921,0.02,environmental exposure,True,True,ssrm.v39.body.signal
740,62,orchard,arrival court,dry_off,0.96,0.869,0.0,0.071,0.96,0.02,care/rest action,True,True,ssrm.v39.body.orchard
741,62,repair_ring,arrival court,move_north,0.844,0.695,0.022,0.06,0.811,0.02,environmental exposure,True,True,ssrm.v39.body.repair_ring
742,62,riverbend,arrival court,rest,0.679,0.909,0.0,0.331,0.927,0.092798,environmental exposure,True,True,ssrm.v39.body.riverbend
743,62,roofward,ledger loft,dry_off,0.96,0.702,0.0,0.071,0.96,0.02,care/rest action,True,True,ssrm.v39.body.roofward
744,63,signal,mast base,inspect_object,0.935,0.935,0.0,0.325,0.901,0.02,environmental exposure,True,True,ssrm.v39.body.signal
745,63,orchard,arrival court,place_object,0.96,0.865,0.0,0.065,0.96,0.02,movement effort,True,True,ssrm.v39.body.orchard
746,63,repair_ring,arrival court,ask_dialect_memory,0.819,0.691,0.018,0.06,0.791,0.02,environmental exposure,True,True,ssrm.v39.body.repair_ring
747,63,riverbend,arrival court,inspect_object,0.654,0.905,0.0,0.325,0.907,0.090964,environmental exposure,True,True,ssrm.v39.body.riverbend
748,63,roofward,ledger loft,place_object,0.96,0.698,0.0,0.065,0.96,0.02,movement effort,True,True,ssrm.v39.body.roofward
749,63,archive,stone stacks,ask_dialect_memory,0.776,0.936,0.01,0.06,0.775,0.028906,environmental exposure,True,True,ssrm.v39.body.archive
750,63,signal,mast base,rest,0.91,0.931,0.0,0.36,0.936,0.02,environmental exposure,True,True,ssrm.v39.body.signal
751,63,orchard,arrival court,dry_off,0.96,0.83,0.0,0.06,0.96,0.02,care/rest action,True,True,ssrm.v39.body.orchard
752,63,repair_ring,wire bench,move_north,0.849,0.687,0.014,0.06,0.797,0.02,environmental exposure,True,True,ssrm.v39.body.repair_ring
753,63,riverbend,arrival court,rest,0.629,0.901,0.0,0.36,0.942,0.08867,environmental exposure,True,True,ssrm.v39.body.riverbend
754,63,roofward,ledger loft,dry_off,0.96,0.663,0.0,0.06,0.96,0.02,care/rest action,True,True,ssrm.v39.body.roofward
755,63,archive,ink niche,move_north,0.806,0.932,0.006,0.06,0.781,0.029034,environmental exposure,True,True,ssrm.v39.body.archive
756,64,signal,lantern walk,pick_up_object,0.914,0.927,0.0,0.354,0.942,0.02,movement effort,True,True,ssrm.v39.body.signal
757,64,orchard,arrival court,talk_resident,0.96,0.826,0.0,0.06,0.96,0.02,movement effort,True,True,ssrm.v39.body.orchard
758,64,repair_ring,spark lane,wait_for_schedule,0.853,0.727,0.01,0.06,0.777,0.02,environmental exposure,True,True,ssrm.v39.body.repair_ring
759,64,riverbend,arrival court,pick_up_object,0.604,0.897,0.0,0.354,0.922,0.086576,environmental exposure,True,True,ssrm.v39.body.riverbend
760,64,roofward,ledger loft,talk_resident,0.96,0.659,0.0,0.06,0.96,0.02,movement effort,True,True,ssrm.v39.body.roofward
761,64,archive,stone stacks,wait_for_schedule,0.781,0.928,0.002,0.06,0.761,0.029242,environmental exposure,True,True,ssrm.v39.body.archive
762,64,signal,lantern walk,warm_up,0.944,0.923,0.0,0.348,0.96,0.02,care/rest action,True,True,ssrm.v39.body.signal
763,64,orchard,arrival court,avoid_hazard,0.96,0.822,0.0,0.06,0.96,0.02,movement effort,True,True,ssrm.v39.body.orchard
764,64,repair_ring,bell alcove,move_east,0.857,0.723,0.006,0.06,0.783,0.02,movement effort,True,True,ssrm.v39.body.repair_ring
765,64,riverbend,arrival court,warm_up,0.579,0.893,0.0,0.348,0.957,0.084022,environmental exposure,True,True,ssrm.v39.body.riverbend
766,64,roofward,arrival court,avoid_hazard,0.96,0.699,0.03,0.06,0.94,0.02,environmental exposure,True,True,ssrm.v39.body.roofward
767,64,archive,ink niche,move_east,0.811,0.924,0.0,0.06,0.767,0.029278,environmental exposure,True,True,ssrm.v39.body.archive
768,65,signal,lens room,place_object,0.96,0.919,0.0,0.342,0.96,0.02,environmental exposure,True,True,ssrm.v39.body.signal
769,65,orchard,arrival court,ask_dialect_memory,0.96,0.818,0.0,0.06,0.96,0.02,movement effort,True,True,ssrm.v39.body.orchard
770,65,repair_ring,bell alcove,rest,0.861,0.719,0.0,0.095,0.818,0.02,care/rest action,True,True,ssrm.v39.body.repair_ring
771,65,riverbend,arrival court,place_object,0.554,0.889,0.0,0.342,0.937,0.081668,environmental exposure,True,True,ssrm.v39.body.riverbend
772,65,roofward,arrival court,ask_dialect_memory,0.96,0.739,0.026,0.06,0.92,0.02,environmental exposure,True,True,ssrm.v39.body.roofward
773,65,archive,ink niche,rest,0.841,0.92,0.0,0.095,0.802,0.028854,environmental exposure,True,True,ssrm.v39.body.archive
774,65,signal,lens room,dry_off,0.96,0.884,0.0,0.336,0.96,0.02,environmental exposure,True,True,ssrm.v39.body.signal
775,65,orchard,market plank,move_north,0.935,0.814,0.0,0.06,0.94,0.02,environmental exposure,True,True,ssrm.v39.body.orchard
776,65,repair_ring,bell alcove,inspect_object,0.865,0.715,0.0,0.089,0.824,0.02,movement effort,True,True,ssrm.v39.body.repair_ring
777,65,riverbend,arrival court,dry_off,0.529,0.854,0.0,0.336,0.96,0.078688,environmental exposure,True,True,ssrm.v39.body.riverbend
778,65,roofward,glass stair,move_north,0.935,0.735,0.022,0.06,0.9,0.02,environmental exposure,True,True,ssrm.v39.body.roofward
779,65,archive,ink niche,inspect_object,0.871,0.916,0.0,0.089,0.808,0.028318,environmental exposure,True,True,ssrm.v39.body.archive
780,66,signal,arrival court,talk_resident,0.96,0.924,0.0,0.33,0.94,0.02,environmental exposure,True,True,ssrm.v39.body.signal
781,66,orchard,arrival court,wait_for_schedule,0.939,0.81,0.0,0.06,0.946,0.02,movement effort,True,True,ssrm.v39.body.orchard
782,66,repair_ring,bell alcove,warm_up,0.895,0.711,0.0,0.083,0.859,0.02,care/rest action,True,True,ssrm.v39.body.repair_ring
783,66,riverbend,arrival court,talk_resident,0.504,0.85,0.0,0.33,0.94,0.075908,environmental exposure,True,True,ssrm.v39.body.riverbend
784,66,roofward,warm lane,wait_for_schedule,0.96,0.731,0.018,0.06,0.906,0.02,environmental exposure,True,True,ssrm.v39.body.roofward
785,66,archive,ink niche,warm_up,0.901,0.912,0.0,0.083,0.843,0.027322,environmental exposure,True,True,ssrm.v39.body.archive
786,66,signal,arrival court,avoid_hazard,0.96,0.94,0.03,0.324,0.92,0.02,environmental exposure,True,True,ssrm.v39.body.signal
787,66,orchard,market plank,move_east,0.914,0.806,0.0,0.06,0.926,0.02,environmental exposure,True,True,ssrm.v39.body.orchard
788,66,repair_ring,bell alcove,pick_up_object,0.899,0.707,0.0,0.077,0.865,0.02,movement effort,True,True,ssrm.v39.body.repair_ring
789,66,riverbend,arrival court,avoid_hazard,0.479,0.846,0.03,0.324,0.92,0.074228,environmental exposure,True,True,ssrm.v39.body.riverbend
790,66,roofward,ledger loft,move_east,0.96,0.727,0.014,0.06,0.912,0.02,movement effort,True,True,ssrm.v39.body.roofward
791,66,archive,ink niche,pick_up_object,0.931,0.908,0.0,0.077,0.849,0.026214,environmental exposure,True,True,ssrm.v39.body.archive
792,67,signal,mast base,ask_dialect_memory,0.935,0.936,0.026,0.318,0.9,0.02,environmental exposure,True,True,ssrm.v39.body.signal
793,67,orchard,market plank,rest,0.889,0.802,0.0,0.095,0.96,0.02,environmental exposure,True,True,ssrm.v39.body.orchard
794,67,repair_ring,bell alcove,dry_off,0.903,0.672,0.0,0.071,0.9,0.02,care/rest action,True,True,ssrm.v39.body.repair_ring
795,67,riverbend,arrival court,ask_dialect_memory,0.454,0.842,0.026,0.318,0.9,0.072628,environmental exposure,True,True,ssrm.v39.body.riverbend
796,67,roofward,ledger loft,rest,0.96,0.723,0.0,0.095,0.947,0.02,care/rest action,True,True,ssrm.v39.body.roofward
797,67,archive,ink niche,dry_off,0.96,0.873,0.0,0.071,0.884,0.024336,environmental exposure,True,True,ssrm.v39.body.archive
798,67,signal,lantern walk,move_north,0.939,0.932,0.022,0.293,0.906,0.02,movement effort,True,True,ssrm.v39.body.signal
799,67,orchard,market plank,inspect_object,0.864,0.798,0.0,0.089,0.94,0.02,environmental exposure,True,True,ssrm.v39.body.orchard
800,67,repair_ring,bell alcove,place_object,0.907,0.668,0.0,0.065,0.906,0.02,movement effort,True,True,ssrm.v39.body.repair_ring
801,67,riverbend,dry ridge,move_north,0.458,0.838,0.022,0.293,0.906,0.070796,movement effort,True,True,ssrm.v39.body.riverbend
802,67,roofward,arrival court,inspect_object,0.96,0.763,0.0,0.089,0.927,0.02,environmental exposure,True,True,ssrm.v39.body.roofward
803,67,archive,ink niche,place_object,0.96,0.869,0.0,0.065,0.89,0.022346,environmental exposure,True,True,ssrm.v39.body.archive
804,68,signal,lens room,wait_for_schedule,0.96,0.928,0.018,0.287,0.912,0.02,environmental exposure,True,True,ssrm.v39.body.signal
805,68,orchard,market plank,warm_up,0.839,0.794,0.0,0.083,0.96,0.02,environmental exposure,True,True,ssrm.v39.body.orchard
806,68,repair_ring,bell alcove,avoid_hazard,0.911,0.664,0.0,0.06,0.912,0.02,movement effort,True,True,ssrm.v39.body.repair_ring
807,68,riverbend,arrival court,wait_for_schedule,0.433,0.834,0.018,0.287,0.886,0.069044,environmental exposure,True,True,ssrm.v39.body.riverbend
808,68,roofward,arrival court,warm_up,0.96,0.803,0.0,0.083,0.96,0.02,environmental exposure,True,True,ssrm.v39.body.roofward
809,68,archive,arrival court,avoid_hazard,0.96,0.909,0.03,0.06,0.87,0.021896,environmental exposure,True,True,ssrm.v39.body.archive
810,68,signal,arrival court,move_east,0.96,0.94,0.014,0.262,0.892,0.02,environmental exposure,True,True,ssrm.v39.body.signal
