tick_id,day,settlement_id,avatar_x,avatar_y,local_room,nearby_object,movement_action,collision_guard,sensory_cue_visible,movement_saved
0,1,riverbend,0.455,0.5,arrival court,memory marker,step,True,river slap; cedar resin; cold spray,True
851,71,orchard,0.59,0.5,resident threshold,memory marker,step,True,cart creak; apple soil; damp air,True
852,72,riverbend,0.545,0.538,arrival court,memory marker,step,True,river slap; cedar resin; cold spray,True
853,72,roofward,0.59,0.5,arrival court,memory marker,step,True,hinge ticks; thyme paper; warm draft,True
854,72,archive,0.455,0.462,arrival court,memory marker,step,True,page flutter; ink linen; cool stone,True
855,72,signal,0.545,0.538,arrival court,ritual gate,step,True,static crickets; lamp oil; cool dusk,True
856,72,orchard,0.59,0.5,ritual lane,memory marker,step,True,cart creak; apple soil; damp air,True
857,72,repair_ring,0.455,0.462,ritual lane,owned tool,step,True,bell hum; hot copper; warm metal,True
858,72,riverbend,0.5,0.5,ritual lane,ritual gate,step,True,river slap; cedar resin; cold spray,True
859,72,roofward,0.59,0.5,ritual lane,memory marker,step,True,hinge ticks; thyme paper; warm draft,True
860,72,archive,0.5,0.5,resident threshold,owned tool,step,True,page flutter; ink linen; cool stone,True
861,72,signal,0.5,0.5,resident threshold,memory marker,step,True,static crickets; lamp oil; cool dusk,True
862,72,orchard,0.59,0.5,resident threshold,memory marker,step,True,cart creak; apple soil; damp air,True
863,72,repair_ring,0.5,0.5,resident threshold,memory marker,step,True,bell hum; hot copper; warm metal,True
