tick,day,cause_action,affected_resident,affected_resource,immediate_feedback,delayed_feedback,recovery_action,recoverable,consequence_visible_in_ui,audit_link
4867,271,offer_help,Nia,wood,trust/debt/schedule changed visibly,visible after return and in audit replay,finish task,True,True,audit:v60:tick:04867:resident:nia
4868,271,return_tool,Ari,care,trust/debt/schedule changed visibly,visible after return and in audit replay,apologize,True,True,audit:v60:tick:04868:resident:ari
4869,271,inspect_memory,Fay,water,state observed without history rewrite,visible after return and in audit replay,return tool,True,True,audit:v60:tick:04869:resident:fay
4870,271,enter,Milo,wood,state observed without history rewrite,visible after return and in audit replay,offer help,True,True,audit:v60:tick:04870:resident:milo
4871,271,talk,Sera,care,state observed without history rewrite,visible after return and in audit replay,give space,True,True,audit:v60:tick:04871:resident:sera
4872,271,offer_help,Tovan,water,trust/debt/schedule changed visibly,visible after return and in audit replay,wait,True,True,audit:v60:tick:04872:resident:tovan
4873,271,return_tool,Nia,wood,trust/debt/schedule changed visibly,visible after return and in audit replay,finish task,True,True,audit:v60:tick:04873:resident:nia
4874,271,inspect_memory,Ari,care,state observed without history rewrite,visible after return and in audit replay,apologize,True,True,audit:v60:tick:04874:resident:ari
4875,271,enter,Fay,water,state observed without history rewrite,visible after return and in audit replay,return tool,True,True,audit:v60:tick:04875:resident:fay
4876,271,talk,Milo,wood,state observed without history rewrite,visible after return and in audit replay,offer help,True,True,audit:v60:tick:04876:resident:milo
4877,271,offer_help,Sera,care,trust/debt/schedule changed visibly,visible after return and in audit replay,give space,True,True,audit:v60:tick:04877:resident:sera
4878,272,inspect_memory,Tovan,water,state observed without history rewrite,visible after return and in audit replay,wait,True,True,audit:v60:tick:04878:resident:tovan
4879,272,enter,Nia,wood,state observed without history rewrite,visible after return and in audit replay,finish task,True,True,audit:v60:tick:04879:resident:nia
4880,272,talk,Ari,care,state observed without history rewrite,visible after return and in audit replay,apologize,True,True,audit:v60:tick:04880:resident:ari
4881,272,offer_help,Fay,water,trust/debt/schedule changed visibly,visible after return and in audit replay,return tool,True,True,audit:v60:tick:04881:resident:fay
4882,272,return_tool,Milo,wood,trust/debt/schedule changed visibly,visible after return and in audit replay,offer help,True,True,audit:v60:tick:04882:resident:milo
4883,272,inspect_memory,Sera,care,state observed without history rewrite,visible after return and in audit replay,give space,True,True,audit:v60:tick:04883:resident:sera
4884,272,enter,Tovan,water,state observed without history rewrite,visible after return and in audit replay,wait,True,True,audit:v60:tick:04884:resident:tovan
4885,272,talk,Nia,wood,state observed without history rewrite,visible after return and in audit replay,finish task,True,True,audit:v60:tick:04885:resident:nia
4886,272,offer_help,Ari,care,trust/debt/schedule changed visibly,visible after return and in audit replay,apologize,True,True,audit:v60:tick:04886:resident:ari
4887,272,return_tool,Fay,water,trust/debt/schedule changed visibly,visible after return and in audit replay,return tool,True,True,audit:v60:tick:04887:resident:fay
4888,272,inspect_memory,Milo,wood,state observed without history rewrite,visible after return and in audit replay,offer help,True,True,audit:v60:tick:04888:resident:milo
4889,272,enter,Sera,care,state observed without history rewrite,visible after return and in audit replay,give space,True,True,audit:v60:tick:04889:resident:sera
4890,272,talk,Tovan,water,state observed without history rewrite,visible after return and in audit replay,wait,True,True,audit:v60:tick:04890:resident:tovan
4891,272,offer_help,Nia,wood,trust/debt/schedule changed visibly,visible after return and in audit replay,finish task,True,True,audit:v60:tick:04891:resident:nia
4892,272,return_tool,Ari,care,trust/debt/schedule changed visibly,visible after return and in audit replay,apologize,True,True,audit:v60:tick:04892:resident:ari
4893,272,inspect_memory,Fay,water,state observed without history rewrite,visible after return and in audit replay,return tool,True,True,audit:v60:tick:04893:resident:fay
4894,272,enter,Milo,wood,state observed without history rewrite,visible after return and in audit replay,offer help,True,True,audit:v60:tick:04894:resident:milo
4895,272,talk,Sera,care,state observed without history rewrite,visible after return and in audit replay,give space,True,True,audit:v60:tick:04895:resident:sera
4896,273,return_tool,Tovan,water,trust/debt/schedule changed visibly,visible after return and in audit replay,wait,True,True,audit:v60:tick:04896:resident:tovan
4897,273,inspect_memory,Nia,wood,state observed without history rewrite,visible after return and in audit replay,finish task,True,True,audit:v60:tick:04897:resident:nia
4898,273,enter,Ari,care,state observed without history rewrite,visible after return and in audit replay,apologize,True,True,audit:v60:tick:04898:resident:ari
4899,273,talk,Fay,water,state observed without history rewrite,visible after return and in audit replay,return tool,True,True,audit:v60:tick:04899:resident:fay
4900,273,offer_help,Milo,wood,trust/debt/schedule changed visibly,visible after return and in audit replay,offer help,True,True,audit:v60:tick:04900:resident:milo
4901,273,return_tool,Sera,care,trust/debt/schedule changed visibly,visible after return and in audit replay,give space,True,True,audit:v60:tick:04901:resident:sera
4902,273,inspect_memory,Tovan,water,state observed without history rewrite,visible after return and in audit replay,wait,True,True,audit:v60:tick:04902:resident:tovan
4903,273,enter,Nia,wood,state observed without history rewrite,visible after return and in audit replay,finish task,True,True,audit:v60:tick:04903:resident:nia
4904,273,talk,Ari,care,state observed without history rewrite,visible after return and in audit replay,apologize,True,True,audit:v60:tick:04904:resident:ari
4905,273,offer_help,Fay,water,trust/debt/schedule changed visibly,visible after return and in audit replay,return tool,True,True,audit:v60:tick:04905:resident:fay
4906,273,return_tool,Milo,wood,trust/debt/schedule changed visibly,visible after return and in audit replay,offer help,True,True,audit:v60:tick:04906:resident:milo
4907,273,inspect_memory,Sera,care,state observed without history rewrite,visible after return and in audit replay,give space,True,True,audit:v60:tick:04907:resident:sera
4908,273,enter,Tovan,water,state observed without history rewrite,visible after return and in audit replay,wait,True,True,audit:v60:tick:04908:resident:tovan
4909,273,talk,Nia,wood,state observed without history rewrite,visible after return and in audit replay,finish task,True,True,audit:v60:tick:04909:resident:nia
4910,273,offer_help,Ari,care,trust/debt/schedule changed visibly,visible after return and in audit replay,apologize,True,True,audit:v60:tick:04910:resident:ari
4911,273,return_tool,Fay,water,trust/debt/schedule changed visibly,visible after return and in audit replay,return tool,True,True,audit:v60:tick:04911:resident:fay
4912,273,inspect_memory,Milo,wood,state observed without history rewrite,visible after return and in audit replay,offer help,True,True,audit:v60:tick:04912:resident:milo
4913,273,enter,Sera,care,state observed without history rewrite,visible after return and in audit replay,give space,True,True,audit:v60:tick:04913:resident:sera
4914,274,offer_help,Tovan,water,trust/debt/schedule changed visibly,visible after return and in audit replay,wait,True,True,audit:v60:tick:04914:resident:tovan
4915,274,return_tool,Nia,wood,trust/debt/schedule changed visibly,visible after return and in audit replay,finish task,True,True,audit:v60:tick:04915:resident:nia
4916,274,inspect_memory,Ari,care,state observed without history rewrite,visible after return and in audit replay,apologize,True,True,audit:v60:tick:04916:resident:ari
4917,274,enter,Fay,water,state observed without history rewrite,visible after return and in audit replay,return tool,True,True,audit:v60:tick:04917:resident:fay
4918,274,talk,Milo,wood,state observed without history rewrite,visible after return and in audit replay,offer help,True,True,audit:v60:tick:04918:resident:milo
4919,274,offer_help,Sera,care,trust/debt/schedule changed visibly,visible after return and in audit replay,give space,True,True,audit:v60:tick:04919:resident:sera
4920,274,return_tool,Tovan,water,trust/debt/schedule changed visibly,visible after return and in audit replay,wait,True,True,audit:v60:tick:04920:resident:tovan
4921,274,inspect_memory,Nia,wood,state observed without history rewrite,visible after return and in audit replay,finish task,True,True,audit:v60:tick:04921:resident:nia
4922,274,enter,Ari,care,state observed without history rewrite,visible after return and in audit replay,apologize,True,True,audit:v60:tick:04922:resident:ari
4923,274,talk,Fay,water,state observed without history rewrite,visible after return and in audit replay,return tool,True,True,audit:v60:tick:04923:resident:fay
4924,274,offer_help,Milo,wood,trust/debt/schedule changed visibly,visible after return and in audit replay,offer help,True,True,audit:v60:tick:04924:resident:milo
4925,274,return_tool,Sera,care,trust/debt/schedule changed visibly,visible after return and in audit replay,give space,True,True,audit:v60:tick:04925:resident:sera
4926,274,inspect_memory,Tovan,water,state observed without history rewrite,visible after return and in audit replay,wait,True,True,audit:v60:tick:04926:resident:tovan
4927,274,enter,Nia,wood,state observed without history rewrite,visible after return and in audit replay,finish task,True,True,audit:v60:tick:04927:resident:nia
4928,274,talk,Ari,care,state observed without history rewrite,visible after return and in audit replay,apologize,True,True,audit:v60:tick:04928:resident:ari
4929,274,offer_help,Fay,water,trust/debt/schedule changed visibly,visible after return and in audit replay,return tool,True,True,audit:v60:tick:04929:resident:fay
4930,274,return_tool,Milo,wood,trust/debt/schedule changed visibly,visible after return and in audit replay,offer help,True,True,audit:v60:tick:04930:resident:milo
4931,274,inspect_memory,Sera,care,state observed without history rewrite,visible after return and in audit replay,give space,True,True,audit:v60:tick:04931:resident:sera
4932,275,talk,Tovan,water,state observed without history rewrite,visible after return and in audit replay,wait,True,True,audit:v60:tick:04932:resident:tovan
4933,275,offer_help,Nia,wood,trust/debt/schedule changed visibly,visible after return and in audit replay,finish task,True,True,audit:v60:tick:04933:resident:nia
4934,275,return_tool,Ari,care,trust/debt/schedule changed visibly,visible after return and in audit replay,apologize,True,True,audit:v60:tick:04934:resident:ari
4935,275,inspect_memory,Fay,water,state observed without history rewrite,visible after return and in audit replay,return tool,True,True,audit:v60:tick:04935:resident:fay
4936,275,enter,Milo,wood,state observed without history rewrite,visible after return and in audit replay,offer help,True,True,audit:v60:tick:04936:resident:milo
4937,275,talk,Sera,care,state observed without history rewrite,visible after return and in audit replay,give space,True,True,audit:v60:tick:04937:resident:sera
4938,275,offer_help,Tovan,water,trust/debt/schedule changed visibly,visible after return and in audit replay,wait,True,True,audit:v60:tick:04938:resident:tovan
4939,275,return_tool,Nia,wood,trust/debt/schedule changed visibly,visible after return and in audit replay,finish task,True,True,audit:v60:tick:04939:resident:nia
4940,275,inspect_memory,Ari,care,state observed without history rewrite,visible after return and in audit replay,apologize,True,True,audit:v60:tick:04940:resident:ari
4941,275,enter,Fay,water,state observed without history rewrite,visible after return and in audit replay,return tool,True,True,audit:v60:tick:04941:resident:fay
4942,275,talk,Milo,wood,state observed without history rewrite,visible after return and in audit replay,offer help,True,True,audit:v60:tick:04942:resident:milo
4943,275,offer_help,Sera,care,trust/debt/schedule changed visibly,visible after return and in audit replay,give space,True,True,audit:v60:tick:04943:resident:sera
4944,275,return_tool,Tovan,water,trust/debt/schedule changed visibly,visible after return and in audit replay,wait,True,True,audit:v60:tick:04944:resident:tovan
4945,275,inspect_memory,Nia,wood,state observed without history rewrite,visible after return and in audit replay,finish task,True,True,audit:v60:tick:04945:resident:nia
4946,275,enter,Ari,care,state observed without history rewrite,visible after return and in audit replay,apologize,True,True,audit:v60:tick:04946:resident:ari
4947,275,talk,Fay,water,state observed without history rewrite,visible after return and in audit replay,return tool,True,True,audit:v60:tick:04947:resident:fay
4948,275,offer_help,Milo,wood,trust/debt/schedule changed visibly,visible after return and in audit replay,offer help,True,True,audit:v60:tick:04948:resident:milo
4949,275,return_tool,Sera,care,trust/debt/schedule changed visibly,visible after return and in audit replay,give space,True,True,audit:v60:tick:04949:resident:sera
4950,276,enter,Tovan,water,state observed without history rewrite,visible after return and in audit replay,wait,True,True,audit:v60:tick:04950:resident:tovan
4951,276,talk,Nia,wood,state observed without history rewrite,visible after return and in audit replay,finish task,True,True,audit:v60:tick:04951:resident:nia
4952,276,offer_help,Ari,care,trust/debt/schedule changed visibly,visible after return and in audit replay,apologize,True,True,audit:v60:tick:04952:resident:ari
4953,276,return_tool,Fay,water,trust/debt/schedule changed visibly,visible after return and in audit replay,return tool,True,True,audit:v60:tick:04953:resident:fay
4954,276,inspect_memory,Milo,wood,state observed without history rewrite,visible after return and in audit replay,offer help,True,True,audit:v60:tick:04954:resident:milo
4955,276,enter,Sera,care,state observed without history rewrite,visible after return and in audit replay,give space,True,True,audit:v60:tick:04955:resident:sera
4956,276,talk,Tovan,water,state observed without history rewrite,visible after return and in audit replay,wait,True,True,audit:v60:tick:04956:resident:tovan
4957,276,offer_help,Nia,wood,trust/debt/schedule changed visibly,visible after return and in audit replay,finish task,True,True,audit:v60:tick:04957:resident:nia
4958,276,return_tool,Ari,care,trust/debt/schedule changed visibly,visible after return and in audit replay,apologize,True,True,audit:v60:tick:04958:resident:ari
4959,276,inspect_memory,Fay,water,state observed without history rewrite,visible after return and in audit replay,return tool,True,True,audit:v60:tick:04959:resident:fay
4960,276,enter,Milo,wood,state observed without history rewrite,visible after return and in audit replay,offer help,True,True,audit:v60:tick:04960:resident:milo
4961,276,talk,Sera,care,state observed without history rewrite,visible after return and in audit replay,give space,True,True,audit:v60:tick:04961:resident:sera
4962,276,offer_help,Tovan,water,trust/debt/schedule changed visibly,visible after return and in audit replay,wait,True,True,audit:v60:tick:04962:resident:tovan
4963,276,return_tool,Nia,wood,trust/debt/schedule changed visibly,visible after return and in audit replay,finish task,True,True,audit:v60:tick:04963:resident:nia
4964,276,inspect_memory,Ari,care,state observed without history rewrite,visible after return and in audit replay,apologize,True,True,audit:v60:tick:04964:resident:ari
4965,276,enter,Fay,water,state observed without history rewrite,visible after return and in audit replay,return tool,True,True,audit:v60:tick:04965:resident:fay
4966,276,talk,Milo,wood,state observed without history rewrite,visible after return and in audit replay,offer help,True,True,audit:v60:tick:04966:resident:milo
4967,276,offer_help,Sera,care,trust/debt/schedule changed visibly,visible after return and in audit replay,give space,True,True,audit:v60:tick:04967:resident:sera
4968,277,inspect_memory,Tovan,water,state observed without history rewrite,visible after return and in audit replay,wait,True,True,audit:v60:tick:04968:resident:tovan
4969,277,enter,Nia,wood,state observed without history rewrite,visible after return and in audit replay,finish task,True,True,audit:v60:tick:04969:resident:nia
4970,277,talk,Ari,care,state observed without history rewrite,visible after return and in audit replay,apologize,True,True,audit:v60:tick:04970:resident:ari
4971,277,offer_help,Fay,water,trust/debt/schedule changed visibly,visible after return and in audit replay,return tool,True,True,audit:v60:tick:04971:resident:fay
4972,277,return_tool,Milo,wood,trust/debt/schedule changed visibly,visible after return and in audit replay,offer help,True,True,audit:v60:tick:04972:resident:milo
4973,277,inspect_memory,Sera,care,state observed without history rewrite,visible after return and in audit replay,give space,True,True,audit:v60:tick:04973:resident:sera
4974,277,enter,Tovan,water,state observed without history rewrite,visible after return and in audit replay,wait,True,True,audit:v60:tick:04974:resident:tovan
4975,277,talk,Nia,wood,state observed without history rewrite,visible after return and in audit replay,finish task,True,True,audit:v60:tick:04975:resident:nia
4976,277,offer_help,Ari,care,trust/debt/schedule changed visibly,visible after return and in audit replay,apologize,True,True,audit:v60:tick:04976:resident:ari
4977,277,return_tool,Fay,water,trust/debt/schedule changed visibly,visible after return and in audit replay,return tool,True,True,audit:v60:tick:04977:resident:fay
4978,277,inspect_memory,Milo,wood,state observed without history rewrite,visible after return and in audit replay,offer help,True,True,audit:v60:tick:04978:resident:milo
4979,277,enter,Sera,care,state observed without history rewrite,visible after return and in audit replay,give space,True,True,audit:v60:tick:04979:resident:sera
4980,277,talk,Tovan,water,state observed without history rewrite,visible after return and in audit replay,wait,True,True,audit:v60:tick:04980:resident:tovan
4981,277,offer_help,Nia,wood,trust/debt/schedule changed visibly,visible after return and in audit replay,finish task,True,True,audit:v60:tick:04981:resident:nia
4982,277,return_tool,Ari,care,trust/debt/schedule changed visibly,visible after return and in audit replay,apologize,True,True,audit:v60:tick:04982:resident:ari
4983,277,inspect_memory,Fay,water,state observed without history rewrite,visible after return and in audit replay,return tool,True,True,audit:v60:tick:04983:resident:fay
4984,277,enter,Milo,wood,state observed without history rewrite,visible after return and in audit replay,offer help,True,True,audit:v60:tick:04984:resident:milo
4985,277,talk,Sera,care,state observed without history rewrite,visible after return and in audit replay,give space,True,True,audit:v60:tick:04985:resident:sera
4986,278,return_tool,Tovan,water,trust/debt/schedule changed visibly,visible after return and in audit replay,wait,True,True,audit:v60:tick:04986:resident:tovan
4987,278,inspect_memory,Nia,wood,state observed without history rewrite,visible after return and in audit replay,finish task,True,True,audit:v60:tick:04987:resident:nia
4988,278,enter,Ari,care,state observed without history rewrite,visible after return and in audit replay,apologize,True,True,audit:v60:tick:04988:resident:ari
4989,278,talk,Fay,water,state observed without history rewrite,visible after return and in audit replay,return tool,True,True,audit:v60:tick:04989:resident:fay
4990,278,offer_help,Milo,wood,trust/debt/schedule changed visibly,visible after return and in audit replay,offer help,True,True,audit:v60:tick:04990:resident:milo
4991,278,return_tool,Sera,care,trust/debt/schedule changed visibly,visible after return and in audit replay,give space,True,True,audit:v60:tick:04991:resident:sera
4992,278,inspect_memory,Tovan,water,state observed without history rewrite,visible after return and in audit replay,wait,True,True,audit:v60:tick:04992:resident:tovan
4993,278,enter,Nia,wood,state observed without history rewrite,visible after return and in audit replay,finish task,True,True,audit:v60:tick:04993:resident:nia
4994,278,talk,Ari,care,state observed without history rewrite,visible after return and in audit replay,apologize,True,True,audit:v60:tick:04994:resident:ari
4995,278,offer_help,Fay,water,trust/debt/schedule changed visibly,visible after return and in audit replay,return tool,True,True,audit:v60:tick:04995:resident:fay
4996,278,return_tool,Milo,wood,trust/debt/schedule changed visibly,visible after return and in audit replay,offer help,True,True,audit:v60:tick:04996:resident:milo
4997,278,inspect_memory,Sera,care,state observed without history rewrite,visible after return and in audit replay,give space,True,True,audit:v60:tick:04997:resident:sera
4998,278,enter,Tovan,water,state observed without history rewrite,visible after return and in audit replay,wait,True,True,audit:v60:tick:04998:resident:tovan
4999,278,talk,Nia,wood,state observed without history rewrite,visible after return and in audit replay,finish task,True,True,audit:v60:tick:04999:resident:nia
5000,278,offer_help,Ari,care,trust/debt/schedule changed visibly,visible after return and in audit replay,apologize,True,True,audit:v60:tick:05000:resident:ari
5001,278,return_tool,Fay,water,trust/debt/schedule changed visibly,visible after return and in audit replay,return tool,True,True,audit:v60:tick:05001:resident:fay
5002,278,inspect_memory,Milo,wood,state observed without history rewrite,visible after return and in audit replay,offer help,True,True,audit:v60:tick:05002:resident:milo
5003,278,enter,Sera,care,state observed without history rewrite,visible after return and in audit replay,give space,True,True,audit:v60:tick:05003:resident:sera
5004,279,offer_help,Tovan,water,trust/debt/schedule changed visibly,visible after return and in audit replay,wait,True,True,audit:v60:tick:05004:resident:tovan
5005,279,return_tool,Nia,wood,trust/debt/schedule changed visibly,visible after return and in audit replay,finish task,True,True,audit:v60:tick:05005:resident:nia
5006,279,inspect_memory,Ari,care,state observed without history rewrite,visible after return and in audit replay,apologize,True,True,audit:v60:tick:05006:resident:ari
5007,279,enter,Fay,water,state observed without history rewrite,visible after return and in audit replay,return tool,True,True,audit:v60:tick:05007:resident:fay
5008,279,talk,Milo,wood,state observed without history rewrite,visible after return and in audit replay,offer help,True,True,audit:v60:tick:05008:resident:milo
5009,279,offer_help,Sera,care,trust/debt/schedule changed visibly,visible after return and in audit replay,give space,True,True,audit:v60:tick:05009:resident:sera
5010,279,return_tool,Tovan,water,trust/debt/schedule changed visibly,visible after return and in audit replay,wait,True,True,audit:v60:tick:05010:resident:tovan
5011,279,inspect_memory,Nia,wood,state observed without history rewrite,visible after return and in audit replay,finish task,True,True,audit:v60:tick:05011:resident:nia
5012,279,enter,Ari,care,state observed without history rewrite,visible after return and in audit replay,apologize,True,True,audit:v60:tick:05012:resident:ari
5013,279,talk,Fay,water,state observed without history rewrite,visible after return and in audit replay,return tool,True,True,audit:v60:tick:05013:resident:fay
5014,279,offer_help,Milo,wood,trust/debt/schedule changed visibly,visible after return and in audit replay,offer help,True,True,audit:v60:tick:05014:resident:milo
5015,279,return_tool,Sera,care,trust/debt/schedule changed visibly,visible after return and in audit replay,give space,True,True,audit:v60:tick:05015:resident:sera
5016,279,inspect_memory,Tovan,water,state observed without history rewrite,visible after return and in audit replay,wait,True,True,audit:v60:tick:05016:resident:tovan
5017,279,enter,Nia,wood,state observed without history rewrite,visible after return and in audit replay,finish task,True,True,audit:v60:tick:05017:resident:nia
5018,279,talk,Ari,care,state observed without history rewrite,visible after return and in audit replay,apologize,True,True,audit:v60:tick:05018:resident:ari
5019,279,offer_help,Fay,water,trust/debt/schedule changed visibly,visible after return and in audit replay,return tool,True,True,audit:v60:tick:05019:resident:fay
5020,279,return_tool,Milo,wood,trust/debt/schedule changed visibly,visible after return and in audit replay,offer help,True,True,audit:v60:tick:05020:resident:milo
5021,279,inspect_memory,Sera,care,state observed without history rewrite,visible after return and in audit replay,give space,True,True,audit:v60:tick:05021:resident:sera
5022,280,talk,Tovan,water,state observed without history rewrite,visible after return and in audit replay,wait,True,True,audit:v60:tick:05022:resident:tovan
5023,280,offer_help,Nia,wood,trust/debt/schedule changed visibly,visible after return and in audit replay,finish task,True,True,audit:v60:tick:05023:resident:nia
5024,280,return_tool,Ari,care,trust/debt/schedule changed visibly,visible after return and in audit replay,apologize,True,True,audit:v60:tick:05024:resident:ari
5025,280,inspect_memory,Fay,water,state observed without history rewrite,visible after return and in audit replay,return tool,True,True,audit:v60:tick:05025:resident:fay
5026,280,enter,Milo,wood,state observed without history rewrite,visible after return and in audit replay,offer help,True,True,audit:v60:tick:05026:resident:milo
5027,280,talk,Sera,care,state observed without history rewrite,visible after return and in audit replay,give space,True,True,audit:v60:tick:05027:resident:sera
5028,280,offer_help,Tovan,water,trust/debt/schedule changed visibly,visible after return and in audit replay,wait,True,True,audit:v60:tick:05028:resident:tovan
5029,280,return_tool,Nia,wood,trust/debt/schedule changed visibly,visible after return and in audit replay,finish task,True,True,audit:v60:tick:05029:resident:nia
5030,280,inspect_memory,Ari,care,state observed without history rewrite,visible after return and in audit replay,apologize,True,True,audit:v60:tick:05030:resident:ari
5031,280,enter,Fay,water,state observed without history rewrite,visible after return and in audit replay,return tool,True,True,audit:v60:tick:05031:resident:fay
5032,280,talk,Milo,wood,state observed without history rewrite,visible after return and in audit replay,offer help,True,True,audit:v60:tick:05032:resident:milo
5033,280,offer_help,Sera,care,trust/debt/schedule changed visibly,visible after return and in audit replay,give space,True,True,audit:v60:tick:05033:resident:sera
5034,280,return_tool,Tovan,water,trust/debt/schedule changed visibly,visible after return and in audit replay,wait,True,True,audit:v60:tick:05034:resident:tovan
5035,280,inspect_memory,Nia,wood,state observed without history rewrite,visible after return and in audit replay,finish task,True,True,audit:v60:tick:05035:resident:nia
5036,280,enter,Ari,care,state observed without history rewrite,visible after return and in audit replay,apologize,True,True,audit:v60:tick:05036:resident:ari
5037,280,talk,Fay,water,state observed without history rewrite,visible after return and in audit replay,return tool,True,True,audit:v60:tick:05037:resident:fay
5038,280,offer_help,Milo,wood,trust/debt/schedule changed visibly,visible after return and in audit replay,offer help,True,True,audit:v60:tick:05038:resident:milo
5039,280,return_tool,Sera,care,trust/debt/schedule changed visibly,visible after return and in audit replay,give space,True,True,audit:v60:tick:05039:resident:sera
5040,281,enter,Tovan,water,state observed without history rewrite,visible after return and in audit replay,wait,True,True,audit:v60:tick:05040:resident:tovan
5041,281,talk,Nia,wood,state observed without history rewrite,visible after return and in audit replay,finish task,True,True,audit:v60:tick:05041:resident:nia
5042,281,offer_help,Ari,care,trust/debt/schedule changed visibly,visible after return and in audit replay,apologize,True,True,audit:v60:tick:05042:resident:ari
5043,281,return_tool,Fay,water,trust/debt/schedule changed visibly,visible after return and in audit replay,return tool,True,True,audit:v60:tick:05043:resident:fay
5044,281,inspect_memory,Milo,wood,state observed without history rewrite,visible after return and in audit replay,offer help,True,True,audit:v60:tick:05044:resident:milo
5045,281,enter,Sera,care,state observed without history rewrite,visible after return and in audit replay,give space,True,True,audit:v60:tick:05045:resident:sera
5046,281,talk,Tovan,water,state observed without history rewrite,visible after return and in audit replay,wait,True,True,audit:v60:tick:05046:resident:tovan
5047,281,offer_help,Nia,wood,trust/debt/schedule changed visibly,visible after return and in audit replay,finish task,True,True,audit:v60:tick:05047:resident:nia
5048,281,return_tool,Ari,care,trust/debt/schedule changed visibly,visible after return and in audit replay,apologize,True,True,audit:v60:tick:05048:resident:ari
5049,281,inspect_memory,Fay,water,state observed without history rewrite,visible after return and in audit replay,return tool,True,True,audit:v60:tick:05049:resident:fay
5050,281,enter,Milo,wood,state observed without history rewrite,visible after return and in audit replay,offer help,True,True,audit:v60:tick:05050:resident:milo
5051,281,talk,Sera,care,state observed without history rewrite,visible after return and in audit replay,give space,True,True,audit:v60:tick:05051:resident:sera
5052,281,offer_help,Tovan,water,trust/debt/schedule changed visibly,visible after return and in audit replay,wait,True,True,audit:v60:tick:05052:resident:tovan
5053,281,return_tool,Nia,wood,trust/debt/schedule changed visibly,visible after return and in audit replay,finish task,True,True,audit:v60:tick:05053:resident:nia
5054,281,inspect_memory,Ari,care,state observed without history rewrite,visible after return and in audit replay,apologize,True,True,audit:v60:tick:05054:resident:ari
5055,281,enter,Fay,water,state observed without history rewrite,visible after return and in audit replay,return tool,True,True,audit:v60:tick:05055:resident:fay
5056,281,talk,Milo,wood,state observed without history rewrite,visible after return and in audit replay,offer help,True,True,audit:v60:tick:05056:resident:milo
5057,281,offer_help,Sera,care,trust/debt/schedule changed visibly,visible after return and in audit replay,give space,True,True,audit:v60:tick:05057:resident:sera
5058,282,inspect_memory,Tovan,water,state observed without history rewrite,visible after return and in audit replay,wait,True,True,audit:v60:tick:05058:resident:tovan
5059,282,enter,Nia,wood,state observed without history rewrite,visible after return and in audit replay,finish task,True,True,audit:v60:tick:05059:resident:nia
5060,282,talk,Ari,care,state observed without history rewrite,visible after return and in audit replay,apologize,True,True,audit:v60:tick:05060:resident:ari
5061,282,offer_help,Fay,water,trust/debt/schedule changed visibly,visible after return and in audit replay,return tool,True,True,audit:v60:tick:05061:resident:fay
5062,282,return_tool,Milo,wood,trust/debt/schedule changed visibly,visible after return and in audit replay,offer help,True,True,audit:v60:tick:05062:resident:milo
5063,282,inspect_memory,Sera,care,state observed without history rewrite,visible after return and in audit replay,give space,True,True,audit:v60:tick:05063:resident:sera
5064,282,enter,Tovan,water,state observed without history rewrite,visible after return and in audit replay,wait,True,True,audit:v60:tick:05064:resident:tovan
5065,282,talk,Nia,wood,state observed without history rewrite,visible after return and in audit replay,finish task,True,True,audit:v60:tick:05065:resident:nia
5066,282,offer_help,Ari,care,trust/debt/schedule changed visibly,visible after return and in audit replay,apologize,True,True,audit:v60:tick:05066:resident:ari
5067,282,return_tool,Fay,water,trust/debt/schedule changed visibly,visible after return and in audit replay,return tool,True,True,audit:v60:tick:05067:resident:fay
5068,282,inspect_memory,Milo,wood,state observed without history rewrite,visible after return and in audit replay,offer help,True,True,audit:v60:tick:05068:resident:milo
5069,282,enter,Sera,care,state observed without history rewrite,visible after return and in audit replay,give space,True,True,audit:v60:tick:05069:resident:sera
5070,282,talk,Tovan,water,state observed without history rewrite,visible after return and in audit replay,wait,True,True,audit:v60:tick:05070:resident:tovan
5071,282,offer_help,Nia,wood,trust/debt/schedule changed visibly,visible after return and in audit replay,finish task,True,True,audit:v60:tick:05071:resident:nia
5072,282,return_tool,Ari,care,trust/debt/schedule changed visibly,visible after return and in audit replay,apologize,True,True,audit:v60:tick:05072:resident:ari
5073,282,inspect_memory,Fay,water,state observed without history rewrite,visible after return and in audit replay,return tool,True,True,audit:v60:tick:05073:resident:fay
5074,282,enter,Milo,wood,state observed without history rewrite,visible after return and in audit replay,offer help,True,True,audit:v60:tick:05074:resident:milo
5075,282,talk,Sera,care,state observed without history rewrite,visible after return and in audit replay,give space,True,True,audit:v60:tick:05075:resident:sera
5076,283,return_tool,Tovan,water,trust/debt/schedule changed visibly,visible after return and in audit replay,wait,True,True,audit:v60:tick:05076:resident:tovan
5077,283,inspect_memory,Nia,wood,state observed without history rewrite,visible after return and in audit replay,finish task,True,True,audit:v60:tick:05077:resident:nia
5078,283,enter,Ari,care,state observed without history rewrite,visible after return and in audit replay,apologize,True,True,audit:v60:tick:05078:resident:ari
5079,283,talk,Fay,water,state observed without history rewrite,visible after return and in audit replay,return tool,True,True,audit:v60:tick:05079:resident:fay
5080,283,offer_help,Milo,wood,trust/debt/schedule changed visibly,visible after return and in audit replay,offer help,True,True,audit:v60:tick:05080:resident:milo
