tick_id,day,session_id,settlement_id,tool_name,claimant_id,holder_id,dispute_reason,resolution_option,ownership_boundary_visible,refusal_possible,avatar_can_override,handoff_or_defer_visible,trust_before,trust_after,dispute_bounded
2864,160,canvas-session-027,glass_harbor,net shuttle,Sera,Nia,lamp keeper objects,resident leads,True,True,False,True,0.95,0.95,True
2865,160,canvas-session-027,cinder_garden,calendar stylus,Juno,Pax,heat makes tool unsafe,ask first,True,True,False,True,0.95,0.95,True
2866,160,canvas-session-027,lichen_bridge,tension peg,Luma,Rin,meal token reserved,wait turn,True,True,False,True,0.95,0.95,True
2867,160,canvas-session-027,orchid_engine,gear brush,Dax,Eli,valve keeper refuses,use spare,True,True,False,True,0.95,0.95,True
2868,160,canvas-session-027,moss_ward,ledger awl,Tala,Ari,tool was promised,defer task,True,True,False,True,0.95,0.95,True
2869,160,canvas-session-027,glass_harbor,wick clamp,Nia,Oren,borrow token missing,resident leads,True,True,False,True,0.95,0.95,True
2870,160,canvas-session-027,cinder_garden,basket hook,Pax,Vale,seed caller has claim,ask first,True,True,False,True,0.95,0.95,True
2871,160,canvas-session-027,lichen_bridge,ledger punch,Rin,Sol,signal order unclear,wait turn,True,True,False,True,0.95,0.95,True
2872,160,canvas-session-027,orchid_engine,valve key,Eli,Bea,orchid rest period,use spare,True,True,False,True,0.95,0.95,True
2873,160,canvas-session-027,moss_ward,loom hook,Ari,Fay,owner still using it,defer task,True,True,False,True,0.95,0.95,True
2874,160,canvas-session-027,glass_harbor,rope gauge,Oren,Puck,net lane crowded,resident leads,True,True,False,True,0.95,0.95,True
2875,160,canvas-session-027,cinder_garden,shade mallet,Vale,Wren,basket count mismatch,ask first,True,True,False,True,0.95,0.95,True
2876,160,canvas-session-027,lichen_bridge,bell file,Sol,Kio,tension keeper objects,wait turn,True,True,False,True,0.95,0.95,True
2877,160,canvas-session-027,orchid_engine,lamp tongs,Bea,Cai,gear lane blocked,use spare,True,True,False,True,0.95,0.95,True
2878,160,canvas-session-027,moss_ward,reed knife,Fay,Milo,unsafe handoff,defer task,True,True,False,True,0.95,0.95,True
2879,160,canvas-session-027,glass_harbor,net shuttle,Puck,Sera,lamp keeper objects,resident leads,True,True,False,True,0.95,0.95,True
2880,161,canvas-session-027,lichen_bridge,bell file,Luma,Rin,meal token reserved,defer task,True,True,False,True,0.95,0.95,True
2881,161,canvas-session-027,orchid_engine,lamp tongs,Dax,Eli,valve keeper refuses,resident leads,True,True,False,True,0.95,0.95,True
2882,161,canvas-session-027,moss_ward,reed knife,Tala,Ari,tool was promised,ask first,True,True,False,True,0.95,0.95,True
2883,161,canvas-session-027,glass_harbor,net shuttle,Nia,Oren,borrow token missing,wait turn,True,True,False,True,0.95,0.95,True
2884,161,canvas-session-027,cinder_garden,calendar stylus,Pax,Vale,seed caller has claim,use spare,True,True,False,True,0.95,0.95,True
2885,161,canvas-session-027,lichen_bridge,tension peg,Rin,Sol,signal order unclear,defer task,True,True,False,True,0.95,0.95,True
2886,161,canvas-session-027,orchid_engine,gear brush,Eli,Bea,orchid rest period,resident leads,True,True,False,True,0.95,0.95,True
2887,161,canvas-session-027,moss_ward,ledger awl,Ari,Fay,owner still using it,ask first,True,True,False,True,0.95,0.95,True
2888,161,canvas-session-027,glass_harbor,wick clamp,Oren,Puck,net lane crowded,wait turn,True,True,False,True,0.95,0.95,True
2889,161,canvas-session-027,cinder_garden,basket hook,Vale,Wren,basket count mismatch,use spare,True,True,False,True,0.95,0.95,True
2890,161,canvas-session-027,lichen_bridge,ledger punch,Sol,Kio,tension keeper objects,defer task,True,True,False,True,0.95,0.95,True
2891,161,canvas-session-027,orchid_engine,valve key,Bea,Cai,gear lane blocked,resident leads,True,True,False,True,0.95,0.95,True
2892,161,canvas-session-027,moss_ward,loom hook,Fay,Milo,unsafe handoff,ask first,True,True,False,True,0.95,0.95,True
2893,161,canvas-session-027,glass_harbor,rope gauge,Puck,Sera,lamp keeper objects,wait turn,True,True,False,True,0.95,0.95,True
2894,161,canvas-session-027,cinder_garden,shade mallet,Wren,Juno,heat makes tool unsafe,use spare,True,True,False,True,0.95,0.95,True
2895,161,canvas-session-027,lichen_bridge,bell file,Kio,Luma,meal token reserved,defer task,True,True,False,True,0.95,0.95,True
2896,161,canvas-session-027,orchid_engine,lamp tongs,Cai,Dax,valve keeper refuses,resident leads,True,True,False,True,0.95,0.95,True
2897,161,canvas-session-027,moss_ward,reed knife,Milo,Tala,tool was promised,ask first,True,True,False,True,0.95,0.95,True
2898,162,canvas-session-027,cinder_garden,shade mallet,Pax,Vale,seed caller has claim,resident leads,True,True,False,True,0.95,0.95,True
2899,162,canvas-session-027,lichen_bridge,bell file,Rin,Sol,signal order unclear,ask first,True,True,False,True,0.95,0.95,True
2900,162,canvas-session-027,orchid_engine,lamp tongs,Eli,Bea,orchid rest period,wait turn,True,True,False,True,0.95,0.95,True
2901,162,canvas-session-027,moss_ward,reed knife,Ari,Fay,owner still using it,use spare,True,True,False,True,0.95,0.95,True
2902,162,canvas-session-027,glass_harbor,net shuttle,Oren,Puck,net lane crowded,defer task,True,True,False,True,0.95,0.95,True
2903,162,canvas-session-027,cinder_garden,calendar stylus,Vale,Wren,basket count mismatch,resident leads,True,True,False,True,0.95,0.95,True
2904,162,canvas-session-027,lichen_bridge,tension peg,Sol,Kio,tension keeper objects,ask first,True,True,False,True,0.95,0.95,True
2905,162,canvas-session-027,orchid_engine,gear brush,Bea,Cai,gear lane blocked,wait turn,True,True,False,True,0.95,0.95,True
2906,162,canvas-session-027,moss_ward,ledger awl,Fay,Milo,unsafe handoff,use spare,True,True,False,True,0.95,0.95,True
2907,162,canvas-session-027,glass_harbor,wick clamp,Puck,Sera,lamp keeper objects,defer task,True,True,False,True,0.95,0.95,True
2908,162,canvas-session-027,cinder_garden,basket hook,Wren,Juno,heat makes tool unsafe,resident leads,True,True,False,True,0.95,0.95,True
2909,162,canvas-session-027,lichen_bridge,ledger punch,Kio,Luma,meal token reserved,ask first,True,True,False,True,0.95,0.95,True
2910,162,canvas-session-027,orchid_engine,valve key,Cai,Dax,valve keeper refuses,wait turn,True,True,False,True,0.95,0.95,True
2911,162,canvas-session-027,moss_ward,loom hook,Milo,Tala,tool was promised,use spare,True,True,False,True,0.95,0.95,True
2912,162,canvas-session-027,glass_harbor,rope gauge,Sera,Nia,borrow token missing,defer task,True,True,False,True,0.95,0.95,True
2913,162,canvas-session-027,cinder_garden,shade mallet,Juno,Pax,seed caller has claim,resident leads,True,True,False,True,0.95,0.95,True
2914,162,canvas-session-027,lichen_bridge,bell file,Luma,Rin,signal order unclear,ask first,True,True,False,True,0.95,0.95,True
2915,162,canvas-session-027,orchid_engine,lamp tongs,Dax,Eli,orchid rest period,wait turn,True,True,False,True,0.95,0.95,True
2916,163,canvas-session-028,glass_harbor,rope gauge,Oren,Puck,net lane crowded,ask first,True,True,False,True,0.95,0.95,True
2917,163,canvas-session-028,cinder_garden,shade mallet,Vale,Wren,basket count mismatch,wait turn,True,True,False,True,0.95,0.95,True
2918,163,canvas-session-028,lichen_bridge,bell file,Sol,Kio,tension keeper objects,use spare,True,True,False,True,0.95,0.95,True
2919,163,canvas-session-028,orchid_engine,lamp tongs,Bea,Cai,gear lane blocked,defer task,True,True,False,True,0.95,0.95,True
2920,163,canvas-session-028,moss_ward,reed knife,Fay,Milo,unsafe handoff,resident leads,True,True,False,True,0.95,0.95,True
2921,163,canvas-session-028,glass_harbor,net shuttle,Puck,Sera,lamp keeper objects,ask first,True,True,False,True,0.95,0.95,True
2922,163,canvas-session-028,cinder_garden,calendar stylus,Wren,Juno,heat makes tool unsafe,wait turn,True,True,False,True,0.95,0.95,True
2923,163,canvas-session-028,lichen_bridge,tension peg,Kio,Luma,meal token reserved,use spare,True,True,False,True,0.95,0.95,True
2924,163,canvas-session-028,orchid_engine,gear brush,Cai,Dax,valve keeper refuses,defer task,True,True,False,True,0.95,0.95,True
2925,163,canvas-session-028,moss_ward,ledger awl,Milo,Tala,tool was promised,resident leads,True,True,False,True,0.95,0.95,True
2926,163,canvas-session-028,glass_harbor,wick clamp,Sera,Nia,borrow token missing,ask first,True,True,False,True,0.95,0.95,True
2927,163,canvas-session-028,cinder_garden,basket hook,Juno,Pax,seed caller has claim,wait turn,True,True,False,True,0.95,0.95,True
2928,163,canvas-session-028,lichen_bridge,ledger punch,Luma,Rin,signal order unclear,use spare,True,True,False,True,0.95,0.95,True
2929,163,canvas-session-028,orchid_engine,valve key,Dax,Eli,orchid rest period,defer task,True,True,False,True,0.95,0.95,True
2930,163,canvas-session-028,moss_ward,loom hook,Tala,Ari,owner still using it,resident leads,True,True,False,True,0.95,0.95,True
2931,163,canvas-session-028,glass_harbor,rope gauge,Nia,Oren,net lane crowded,ask first,True,True,False,True,0.95,0.95,True
2932,163,canvas-session-028,cinder_garden,shade mallet,Pax,Vale,basket count mismatch,wait turn,True,True,False,True,0.95,0.95,True
2933,163,canvas-session-028,lichen_bridge,bell file,Rin,Sol,tension keeper objects,use spare,True,True,False,True,0.95,0.95,True
2934,164,canvas-session-028,moss_ward,loom hook,Fay,Milo,unsafe handoff,wait turn,True,True,False,True,0.95,0.95,True
2935,164,canvas-session-028,glass_harbor,rope gauge,Puck,Sera,lamp keeper objects,use spare,True,True,False,True,0.95,0.95,True
2936,164,canvas-session-028,cinder_garden,shade mallet,Wren,Juno,heat makes tool unsafe,defer task,True,True,False,True,0.95,0.95,True
2937,164,canvas-session-028,lichen_bridge,bell file,Kio,Luma,meal token reserved,resident leads,True,True,False,True,0.95,0.95,True
2938,164,canvas-session-028,orchid_engine,lamp tongs,Cai,Dax,valve keeper refuses,ask first,True,True,False,True,0.95,0.95,True
2939,164,canvas-session-028,moss_ward,reed knife,Milo,Tala,tool was promised,wait turn,True,True,False,True,0.95,0.95,True
2940,164,canvas-session-028,glass_harbor,net shuttle,Sera,Nia,borrow token missing,use spare,True,True,False,True,0.95,0.95,True
2941,164,canvas-session-028,cinder_garden,calendar stylus,Juno,Pax,seed caller has claim,defer task,True,True,False,True,0.95,0.95,True
2942,164,canvas-session-028,lichen_bridge,tension peg,Luma,Rin,signal order unclear,resident leads,True,True,False,True,0.95,0.95,True
2943,164,canvas-session-028,orchid_engine,gear brush,Dax,Eli,orchid rest period,ask first,True,True,False,True,0.95,0.95,True
2944,164,canvas-session-028,moss_ward,ledger awl,Tala,Ari,owner still using it,wait turn,True,True,False,True,0.95,0.95,True
2945,164,canvas-session-028,glass_harbor,wick clamp,Nia,Oren,net lane crowded,use spare,True,True,False,True,0.95,0.95,True
2946,164,canvas-session-028,cinder_garden,basket hook,Pax,Vale,basket count mismatch,defer task,True,True,False,True,0.95,0.95,True
2947,164,canvas-session-028,lichen_bridge,ledger punch,Rin,Sol,tension keeper objects,resident leads,True,True,False,True,0.95,0.95,True
2948,164,canvas-session-028,orchid_engine,valve key,Eli,Bea,gear lane blocked,ask first,True,True,False,True,0.95,0.95,True
2949,164,canvas-session-028,moss_ward,loom hook,Ari,Fay,unsafe handoff,wait turn,True,True,False,True,0.95,0.95,True
2950,164,canvas-session-028,glass_harbor,rope gauge,Oren,Puck,lamp keeper objects,use spare,True,True,False,True,0.95,0.95,True
2951,164,canvas-session-028,cinder_garden,shade mallet,Vale,Wren,heat makes tool unsafe,defer task,True,True,False,True,0.95,0.95,True
2952,165,canvas-session-028,orchid_engine,valve key,Cai,Dax,valve keeper refuses,use spare,True,True,False,True,0.95,0.95,True
2953,165,canvas-session-028,moss_ward,loom hook,Milo,Tala,tool was promised,defer task,True,True,False,True,0.95,0.95,True
2954,165,canvas-session-028,glass_harbor,rope gauge,Sera,Nia,borrow token missing,resident leads,True,True,False,True,0.95,0.95,True
2955,165,canvas-session-028,cinder_garden,shade mallet,Juno,Pax,seed caller has claim,ask first,True,True,False,True,0.95,0.95,True
2956,165,canvas-session-028,lichen_bridge,bell file,Luma,Rin,signal order unclear,wait turn,True,True,False,True,0.95,0.95,True
2957,165,canvas-session-028,orchid_engine,lamp tongs,Dax,Eli,orchid rest period,use spare,True,True,False,True,0.95,0.95,True
2958,165,canvas-session-028,moss_ward,reed knife,Tala,Ari,owner still using it,defer task,True,True,False,True,0.95,0.95,True
2959,165,canvas-session-028,glass_harbor,net shuttle,Nia,Oren,net lane crowded,resident leads,True,True,False,True,0.95,0.95,True
2960,165,canvas-session-028,cinder_garden,calendar stylus,Pax,Vale,basket count mismatch,ask first,True,True,False,True,0.95,0.95,True
2961,165,canvas-session-028,lichen_bridge,tension peg,Rin,Sol,tension keeper objects,wait turn,True,True,False,True,0.95,0.95,True
2962,165,canvas-session-028,orchid_engine,gear brush,Eli,Bea,gear lane blocked,use spare,True,True,False,True,0.95,0.95,True
2963,165,canvas-session-028,moss_ward,ledger awl,Ari,Fay,unsafe handoff,defer task,True,True,False,True,0.95,0.95,True
2964,165,canvas-session-028,glass_harbor,wick clamp,Oren,Puck,lamp keeper objects,resident leads,True,True,False,True,0.95,0.95,True
2965,165,canvas-session-028,cinder_garden,basket hook,Vale,Wren,heat makes tool unsafe,ask first,True,True,False,True,0.95,0.95,True
2966,165,canvas-session-028,lichen_bridge,ledger punch,Sol,Kio,meal token reserved,wait turn,True,True,False,True,0.95,0.95,True
2967,165,canvas-session-028,orchid_engine,valve key,Bea,Cai,valve keeper refuses,use spare,True,True,False,True,0.95,0.95,True
2968,165,canvas-session-028,moss_ward,loom hook,Fay,Milo,tool was promised,defer task,True,True,False,True,0.95,0.95,True
2969,165,canvas-session-028,glass_harbor,rope gauge,Puck,Sera,borrow token missing,resident leads,True,True,False,True,0.95,0.95,True
2970,166,canvas-session-028,lichen_bridge,ledger punch,Luma,Rin,signal order unclear,defer task,True,True,False,True,0.95,0.95,True
2971,166,canvas-session-028,orchid_engine,valve key,Dax,Eli,orchid rest period,resident leads,True,True,False,True,0.95,0.95,True
2972,166,canvas-session-028,moss_ward,loom hook,Tala,Ari,owner still using it,ask first,True,True,False,True,0.95,0.95,True
2973,166,canvas-session-028,glass_harbor,rope gauge,Nia,Oren,net lane crowded,wait turn,True,True,False,True,0.95,0.95,True
2974,166,canvas-session-028,cinder_garden,shade mallet,Pax,Vale,basket count mismatch,use spare,True,True,False,True,0.95,0.95,True
2975,166,canvas-session-028,lichen_bridge,bell file,Rin,Sol,tension keeper objects,defer task,True,True,False,True,0.95,0.95,True
2976,166,canvas-session-028,orchid_engine,lamp tongs,Eli,Bea,gear lane blocked,resident leads,True,True,False,True,0.95,0.95,True
2977,166,canvas-session-028,moss_ward,reed knife,Ari,Fay,unsafe handoff,ask first,True,True,False,True,0.95,0.95,True
2978,166,canvas-session-028,glass_harbor,net shuttle,Oren,Puck,lamp keeper objects,wait turn,True,True,False,True,0.95,0.95,True
2979,166,canvas-session-028,cinder_garden,calendar stylus,Vale,Wren,heat makes tool unsafe,use spare,True,True,False,True,0.95,0.95,True
2980,166,canvas-session-028,lichen_bridge,tension peg,Sol,Kio,meal token reserved,defer task,True,True,False,True,0.95,0.95,True
2981,166,canvas-session-028,orchid_engine,gear brush,Bea,Cai,valve keeper refuses,resident leads,True,True,False,True,0.95,0.95,True
2982,166,canvas-session-028,moss_ward,ledger awl,Fay,Milo,tool was promised,ask first,True,True,False,True,0.95,0.95,True
2983,166,canvas-session-028,glass_harbor,wick clamp,Puck,Sera,borrow token missing,wait turn,True,True,False,True,0.95,0.95,True
2984,166,canvas-session-028,cinder_garden,basket hook,Wren,Juno,seed caller has claim,use spare,True,True,False,True,0.95,0.95,True
2985,166,canvas-session-028,lichen_bridge,ledger punch,Kio,Luma,signal order unclear,defer task,True,True,False,True,0.95,0.95,True
2986,166,canvas-session-028,orchid_engine,valve key,Cai,Dax,orchid rest period,resident leads,True,True,False,True,0.95,0.95,True
2987,166,canvas-session-028,moss_ward,loom hook,Milo,Tala,owner still using it,ask first,True,True,False,True,0.95,0.95,True
2988,167,canvas-session-028,cinder_garden,basket hook,Pax,Vale,basket count mismatch,resident leads,True,True,False,True,0.95,0.95,True
2989,167,canvas-session-028,lichen_bridge,ledger punch,Rin,Sol,tension keeper objects,ask first,True,True,False,True,0.95,0.95,True
2990,167,canvas-session-028,orchid_engine,valve key,Eli,Bea,gear lane blocked,wait turn,True,True,False,True,0.95,0.95,True
2991,167,canvas-session-028,moss_ward,loom hook,Ari,Fay,unsafe handoff,use spare,True,True,False,True,0.95,0.95,True
2992,167,canvas-session-028,glass_harbor,rope gauge,Oren,Puck,lamp keeper objects,defer task,True,True,False,True,0.95,0.95,True
2993,167,canvas-session-028,cinder_garden,shade mallet,Vale,Wren,heat makes tool unsafe,resident leads,True,True,False,True,0.95,0.95,True
2994,167,canvas-session-028,lichen_bridge,bell file,Sol,Kio,meal token reserved,ask first,True,True,False,True,0.95,0.95,True
2995,167,canvas-session-028,orchid_engine,lamp tongs,Bea,Cai,valve keeper refuses,wait turn,True,True,False,True,0.95,0.95,True
2996,167,canvas-session-028,moss_ward,reed knife,Fay,Milo,tool was promised,use spare,True,True,False,True,0.95,0.95,True
2997,167,canvas-session-028,glass_harbor,net shuttle,Puck,Sera,borrow token missing,defer task,True,True,False,True,0.95,0.95,True
2998,167,canvas-session-028,cinder_garden,calendar stylus,Wren,Juno,seed caller has claim,resident leads,True,True,False,True,0.95,0.95,True
2999,167,canvas-session-028,lichen_bridge,tension peg,Kio,Luma,signal order unclear,ask first,True,True,False,True,0.95,0.95,True
3000,167,canvas-session-028,orchid_engine,gear brush,Cai,Dax,orchid rest period,wait turn,True,True,False,True,0.95,0.95,True
3001,167,canvas-session-028,moss_ward,ledger awl,Milo,Tala,owner still using it,use spare,True,True,False,True,0.95,0.95,True
3002,167,canvas-session-028,glass_harbor,wick clamp,Sera,Nia,net lane crowded,defer task,True,True,False,True,0.95,0.95,True
3003,167,canvas-session-028,cinder_garden,basket hook,Juno,Pax,basket count mismatch,resident leads,True,True,False,True,0.95,0.95,True
3004,167,canvas-session-028,lichen_bridge,ledger punch,Luma,Rin,tension keeper objects,ask first,True,True,False,True,0.95,0.95,True
3005,167,canvas-session-028,orchid_engine,valve key,Dax,Eli,gear lane blocked,wait turn,True,True,False,True,0.95,0.95,True
3006,168,canvas-session-028,glass_harbor,wick clamp,Oren,Puck,lamp keeper objects,ask first,True,True,False,True,0.95,0.95,True
3007,168,canvas-session-028,cinder_garden,basket hook,Vale,Wren,heat makes tool unsafe,wait turn,True,True,False,True,0.95,0.95,True
3008,168,canvas-session-028,lichen_bridge,ledger punch,Sol,Kio,meal token reserved,use spare,True,True,False,True,0.95,0.95,True
3009,168,canvas-session-028,orchid_engine,valve key,Bea,Cai,valve keeper refuses,defer task,True,True,False,True,0.95,0.95,True
3010,168,canvas-session-028,moss_ward,loom hook,Fay,Milo,tool was promised,resident leads,True,True,False,True,0.95,0.95,True
3011,168,canvas-session-028,glass_harbor,rope gauge,Puck,Sera,borrow token missing,ask first,True,True,False,True,0.95,0.95,True
3012,168,canvas-session-028,cinder_garden,shade mallet,Wren,Juno,seed caller has claim,wait turn,True,True,False,True,0.95,0.95,True
3013,168,canvas-session-028,lichen_bridge,bell file,Kio,Luma,signal order unclear,use spare,True,True,False,True,0.95,0.95,True
3014,168,canvas-session-028,orchid_engine,lamp tongs,Cai,Dax,orchid rest period,defer task,True,True,False,True,0.95,0.95,True
3015,168,canvas-session-028,moss_ward,reed knife,Milo,Tala,owner still using it,resident leads,True,True,False,True,0.95,0.95,True
3016,168,canvas-session-028,glass_harbor,net shuttle,Sera,Nia,net lane crowded,ask first,True,True,False,True,0.95,0.95,True
3017,168,canvas-session-028,cinder_garden,calendar stylus,Juno,Pax,basket count mismatch,wait turn,True,True,False,True,0.95,0.95,True
3018,168,canvas-session-028,lichen_bridge,tension peg,Luma,Rin,tension keeper objects,use spare,True,True,False,True,0.95,0.95,True
3019,168,canvas-session-028,orchid_engine,gear brush,Dax,Eli,gear lane blocked,defer task,True,True,False,True,0.95,0.95,True
3020,168,canvas-session-028,moss_ward,ledger awl,Tala,Ari,unsafe handoff,resident leads,True,True,False,True,0.95,0.95,True
3021,168,canvas-session-028,glass_harbor,wick clamp,Nia,Oren,lamp keeper objects,ask first,True,True,False,True,0.95,0.95,True
3022,168,canvas-session-028,cinder_garden,basket hook,Pax,Vale,heat makes tool unsafe,wait turn,True,True,False,True,0.95,0.95,True
3023,168,canvas-session-028,lichen_bridge,ledger punch,Rin,Sol,meal token reserved,use spare,True,True,False,True,0.95,0.95,True
3024,169,canvas-session-029,moss_ward,ledger awl,Fay,Milo,tool was promised,wait turn,True,True,False,True,0.95,0.95,True
3025,169,canvas-session-029,glass_harbor,wick clamp,Puck,Sera,borrow token missing,use spare,True,True,False,True,0.95,0.95,True
3026,169,canvas-session-029,cinder_garden,basket hook,Wren,Juno,seed caller has claim,defer task,True,True,False,True,0.95,0.95,True
3027,169,canvas-session-029,lichen_bridge,ledger punch,Kio,Luma,signal order unclear,resident leads,True,True,False,True,0.95,0.95,True
3028,169,canvas-session-029,orchid_engine,valve key,Cai,Dax,orchid rest period,ask first,True,True,False,True,0.95,0.95,True
3029,169,canvas-session-029,moss_ward,loom hook,Milo,Tala,owner still using it,wait turn,True,True,False,True,0.95,0.95,True
3030,169,canvas-session-029,glass_harbor,rope gauge,Sera,Nia,net lane crowded,use spare,True,True,False,True,0.95,0.95,True
3031,169,canvas-session-029,cinder_garden,shade mallet,Juno,Pax,basket count mismatch,defer task,True,True,False,True,0.95,0.95,True
3032,169,canvas-session-029,lichen_bridge,bell file,Luma,Rin,tension keeper objects,resident leads,True,True,False,True,0.95,0.95,True
3033,169,canvas-session-029,orchid_engine,lamp tongs,Dax,Eli,gear lane blocked,ask first,True,True,False,True,0.95,0.95,True
3034,169,canvas-session-029,moss_ward,reed knife,Tala,Ari,unsafe handoff,wait turn,True,True,False,True,0.95,0.95,True
3035,169,canvas-session-029,glass_harbor,net shuttle,Nia,Oren,lamp keeper objects,use spare,True,True,False,True,0.95,0.95,True
3036,169,canvas-session-029,cinder_garden,calendar stylus,Pax,Vale,heat makes tool unsafe,defer task,True,True,False,True,0.95,0.95,True
3037,169,canvas-session-029,lichen_bridge,tension peg,Rin,Sol,meal token reserved,resident leads,True,True,False,True,0.95,0.95,True
3038,169,canvas-session-029,orchid_engine,gear brush,Eli,Bea,valve keeper refuses,ask first,True,True,False,True,0.95,0.95,True
3039,169,canvas-session-029,moss_ward,ledger awl,Ari,Fay,tool was promised,wait turn,True,True,False,True,0.95,0.95,True
3040,169,canvas-session-029,glass_harbor,wick clamp,Oren,Puck,borrow token missing,use spare,True,True,False,True,0.95,0.95,True
3041,169,canvas-session-029,cinder_garden,basket hook,Vale,Wren,seed caller has claim,defer task,True,True,False,True,0.95,0.95,True
3042,170,canvas-session-029,orchid_engine,gear brush,Cai,Dax,orchid rest period,use spare,True,True,False,True,0.95,0.95,True
3043,170,canvas-session-029,moss_ward,ledger awl,Milo,Tala,owner still using it,defer task,True,True,False,True,0.95,0.95,True
3044,170,canvas-session-029,glass_harbor,wick clamp,Sera,Nia,net lane crowded,resident leads,True,True,False,True,0.95,0.95,True
3045,170,canvas-session-029,cinder_garden,basket hook,Juno,Pax,basket count mismatch,ask first,True,True,False,True,0.95,0.95,True
3046,170,canvas-session-029,lichen_bridge,ledger punch,Luma,Rin,tension keeper objects,wait turn,True,True,False,True,0.95,0.95,True
3047,170,canvas-session-029,orchid_engine,valve key,Dax,Eli,gear lane blocked,use spare,True,True,False,True,0.95,0.95,True
3048,170,canvas-session-029,moss_ward,loom hook,Tala,Ari,unsafe handoff,defer task,True,True,False,True,0.95,0.95,True
3049,170,canvas-session-029,glass_harbor,rope gauge,Nia,Oren,lamp keeper objects,resident leads,True,True,False,True,0.95,0.95,True
3050,170,canvas-session-029,cinder_garden,shade mallet,Pax,Vale,heat makes tool unsafe,ask first,True,True,False,True,0.95,0.95,True
3051,170,canvas-session-029,lichen_bridge,bell file,Rin,Sol,meal token reserved,wait turn,True,True,False,True,0.95,0.95,True
3052,170,canvas-session-029,orchid_engine,lamp tongs,Eli,Bea,valve keeper refuses,use spare,True,True,False,True,0.95,0.95,True
3053,170,canvas-session-029,moss_ward,reed knife,Ari,Fay,tool was promised,defer task,True,True,False,True,0.95,0.95,True
3054,170,canvas-session-029,glass_harbor,net shuttle,Oren,Puck,borrow token missing,resident leads,True,True,False,True,0.95,0.95,True
3055,170,canvas-session-029,cinder_garden,calendar stylus,Vale,Wren,seed caller has claim,ask first,True,True,False,True,0.95,0.95,True
3056,170,canvas-session-029,lichen_bridge,tension peg,Sol,Kio,signal order unclear,wait turn,True,True,False,True,0.95,0.95,True
3057,170,canvas-session-029,orchid_engine,gear brush,Bea,Cai,orchid rest period,use spare,True,True,False,True,0.95,0.95,True
3058,170,canvas-session-029,moss_ward,ledger awl,Fay,Milo,owner still using it,defer task,True,True,False,True,0.95,0.95,True
3059,170,canvas-session-029,glass_harbor,wick clamp,Puck,Sera,net lane crowded,resident leads,True,True,False,True,0.95,0.95,True
3060,171,canvas-session-029,lichen_bridge,tension peg,Luma,Rin,tension keeper objects,defer task,True,True,False,True,0.95,0.95,True
3061,171,canvas-session-029,orchid_engine,gear brush,Dax,Eli,gear lane blocked,resident leads,True,True,False,True,0.95,0.95,True
3062,171,canvas-session-029,moss_ward,ledger awl,Tala,Ari,unsafe handoff,ask first,True,True,False,True,0.95,0.95,True
3063,171,canvas-session-029,glass_harbor,wick clamp,Nia,Oren,lamp keeper objects,wait turn,True,True,False,True,0.95,0.95,True
3064,171,canvas-session-029,cinder_garden,basket hook,Pax,Vale,heat makes tool unsafe,use spare,True,True,False,True,0.95,0.95,True
3065,171,canvas-session-029,lichen_bridge,ledger punch,Rin,Sol,meal token reserved,defer task,True,True,False,True,0.95,0.95,True
3066,171,canvas-session-029,orchid_engine,valve key,Eli,Bea,valve keeper refuses,resident leads,True,True,False,True,0.95,0.95,True
3067,171,canvas-session-029,moss_ward,loom hook,Ari,Fay,tool was promised,ask first,True,True,False,True,0.95,0.95,True
3068,171,canvas-session-029,glass_harbor,rope gauge,Oren,Puck,borrow token missing,wait turn,True,True,False,True,0.95,0.95,True
3069,171,canvas-session-029,cinder_garden,shade mallet,Vale,Wren,seed caller has claim,use spare,True,True,False,True,0.95,0.95,True
3070,171,canvas-session-029,lichen_bridge,bell file,Sol,Kio,signal order unclear,defer task,True,True,False,True,0.95,0.95,True
3071,171,canvas-session-029,orchid_engine,lamp tongs,Bea,Cai,orchid rest period,resident leads,True,True,False,True,0.95,0.95,True
3072,171,canvas-session-029,moss_ward,reed knife,Fay,Milo,owner still using it,ask first,True,True,False,True,0.95,0.95,True
3073,171,canvas-session-029,glass_harbor,net shuttle,Puck,Sera,net lane crowded,wait turn,True,True,False,True,0.95,0.95,True
3074,171,canvas-session-029,cinder_garden,calendar stylus,Wren,Juno,basket count mismatch,use spare,True,True,False,True,0.95,0.95,True
3075,171,canvas-session-029,lichen_bridge,tension peg,Kio,Luma,tension keeper objects,defer task,True,True,False,True,0.95,0.95,True
3076,171,canvas-session-029,orchid_engine,gear brush,Cai,Dax,gear lane blocked,resident leads,True,True,False,True,0.95,0.95,True
3077,171,canvas-session-029,moss_ward,ledger awl,Milo,Tala,unsafe handoff,ask first,True,True,False,True,0.95,0.95,True
3078,172,canvas-session-029,cinder_garden,calendar stylus,Pax,Vale,heat makes tool unsafe,resident leads,True,True,False,True,0.95,0.95,True
3079,172,canvas-session-029,lichen_bridge,tension peg,Rin,Sol,meal token reserved,ask first,True,True,False,True,0.95,0.95,True
3080,172,canvas-session-029,orchid_engine,gear brush,Eli,Bea,valve keeper refuses,wait turn,True,True,False,True,0.95,0.95,True
3081,172,canvas-session-029,moss_ward,ledger awl,Ari,Fay,tool was promised,use spare,True,True,False,True,0.95,0.95,True
