tick_id,day,session_id,settlement_id,resident_id,phrase,prior_memory,visible_consequence,trust_before,trust_after,proximity_before,proximity_after,consequence_saved,reply_bounded_to_phrasebook,no_autonomous_language_claim,no_llm_call
3444,192,canvas-session-032,lichen_bridge,Rin,signal hush,prior:signal hush:canvas-session-032,signals from a distance,0.95,0.95,0.92,0.92,True,True,True,True
3445,192,canvas-session-032,orchid_engine,Eli,orchid rest,prior:orchid rest:canvas-session-032,trusts slow repair,0.95,0.95,0.92,0.92,True,True,True,True
3446,192,canvas-session-032,moss_ward,Ari,path dry,prior:path dry:canvas-session-032,shares safer route,0.95,0.95,0.92,0.92,True,True,True,True
3447,192,canvas-session-032,glass_harbor,Oren,net keeper,prior:net keeper:canvas-session-032,faces avatar longer,0.95,0.95,0.92,0.92,True,True,True,True
3448,192,canvas-session-032,cinder_garden,Vale,cool hand,prior:cool hand:canvas-session-032,accepts slow handoff,0.95,0.95,0.92,0.92,True,True,True,True
3449,192,canvas-session-032,lichen_bridge,Sol,rope safe,prior:rope safe:canvas-session-032,shares a bowl marker,0.95,0.95,0.92,0.92,True,True,True,True
3450,192,canvas-session-032,orchid_engine,Bea,gear lane,prior:gear lane:canvas-session-032,waits without flinch,0.95,0.95,0.92,0.92,True,True,True,True
3451,192,canvas-session-032,moss_ward,Fay,ledger no touch,prior:ledger no touch:canvas-session-032,keeps respectful distance,0.95,0.95,0.92,0.92,True,True,True,True
3452,192,canvas-session-032,glass_harbor,Puck,lamp bright,prior:lamp bright:canvas-session-032,warns before fog,0.95,0.95,0.92,0.92,True,True,True,True
3453,192,canvas-session-032,cinder_garden,Wren,shade first,prior:shade first:canvas-session-032,moves closer to shade,0.95,0.95,0.92,0.92,True,True,True,True
3454,192,canvas-session-032,lichen_bridge,Kio,bowl shared,prior:bowl shared:canvas-session-032,offers spare knot,0.95,0.95,0.92,0.92,True,True,True,True
3455,192,canvas-session-032,orchid_engine,Cai,valve wait,prior:valve wait:canvas-session-032,keeps valve boundary,0.95,0.95,0.92,0.92,True,True,True,True
3456,193,canvas-session-033,glass_harbor,Oren,tea first,prior:tea first:canvas-session-033,lets avatar carry small part,0.95,0.95,0.92,0.92,True,True,True,True
3457,193,canvas-session-033,cinder_garden,Vale,seed sleep,prior:seed sleep:canvas-session-033,remembers cooled path,0.95,0.95,0.92,0.92,True,True,True,True
3458,193,canvas-session-033,lichen_bridge,Sol,signal hush,prior:signal hush:canvas-session-033,signals from a distance,0.95,0.95,0.92,0.92,True,True,True,True
3459,193,canvas-session-033,orchid_engine,Bea,orchid rest,prior:orchid rest:canvas-session-033,trusts slow repair,0.95,0.95,0.92,0.92,True,True,True,True
3460,193,canvas-session-033,moss_ward,Fay,path dry,prior:path dry:canvas-session-033,shares safer route,0.95,0.95,0.92,0.92,True,True,True,True
3461,193,canvas-session-033,glass_harbor,Puck,net keeper,prior:net keeper:canvas-session-033,faces avatar longer,0.95,0.95,0.92,0.92,True,True,True,True
3462,193,canvas-session-033,cinder_garden,Wren,cool hand,prior:cool hand:canvas-session-033,accepts slow handoff,0.95,0.95,0.92,0.92,True,True,True,True
3463,193,canvas-session-033,lichen_bridge,Kio,rope safe,prior:rope safe:canvas-session-033,shares a bowl marker,0.95,0.95,0.92,0.92,True,True,True,True
3464,193,canvas-session-033,orchid_engine,Cai,gear lane,prior:gear lane:canvas-session-033,waits without flinch,0.95,0.95,0.92,0.92,True,True,True,True
3465,193,canvas-session-033,moss_ward,Milo,ledger no touch,prior:ledger no touch:canvas-session-033,keeps respectful distance,0.95,0.95,0.92,0.92,True,True,True,True
3466,193,canvas-session-033,glass_harbor,Sera,lamp bright,prior:lamp bright:canvas-session-033,warns before fog,0.95,0.95,0.92,0.92,True,True,True,True
3467,193,canvas-session-033,cinder_garden,Juno,shade first,prior:shade first:canvas-session-033,moves closer to shade,0.95,0.95,0.92,0.92,True,True,True,True
3468,193,canvas-session-033,lichen_bridge,Luma,bowl shared,prior:bowl shared:canvas-session-033,offers spare knot,0.95,0.95,0.92,0.92,True,True,True,True
3469,193,canvas-session-033,orchid_engine,Dax,valve wait,prior:valve wait:canvas-session-033,keeps valve boundary,0.95,0.95,0.92,0.92,True,True,True,True
3470,193,canvas-session-033,moss_ward,Tala,loom wait,prior:loom wait:canvas-session-033,approaches after help,0.95,0.95,0.92,0.92,True,True,True,True
3471,193,canvas-session-033,glass_harbor,Nia,tea first,prior:tea first:canvas-session-033,lets avatar carry small part,0.95,0.95,0.92,0.92,True,True,True,True
3472,193,canvas-session-033,cinder_garden,Pax,seed sleep,prior:seed sleep:canvas-session-033,remembers cooled path,0.95,0.95,0.92,0.92,True,True,True,True
3473,193,canvas-session-033,lichen_bridge,Rin,signal hush,prior:signal hush:canvas-session-033,signals from a distance,0.95,0.95,0.92,0.92,True,True,True,True
3474,194,canvas-session-033,moss_ward,Milo,path dry,prior:path dry:canvas-session-033,shares safer route,0.95,0.95,0.92,0.92,True,True,True,True
3475,194,canvas-session-033,glass_harbor,Sera,net keeper,prior:net keeper:canvas-session-033,faces avatar longer,0.95,0.95,0.92,0.92,True,True,True,True
3476,194,canvas-session-033,cinder_garden,Juno,cool hand,prior:cool hand:canvas-session-033,accepts slow handoff,0.95,0.95,0.92,0.92,True,True,True,True
3477,194,canvas-session-033,lichen_bridge,Luma,rope safe,prior:rope safe:canvas-session-033,shares a bowl marker,0.95,0.95,0.92,0.92,True,True,True,True
3478,194,canvas-session-033,orchid_engine,Dax,gear lane,prior:gear lane:canvas-session-033,waits without flinch,0.95,0.95,0.92,0.92,True,True,True,True
3479,194,canvas-session-033,moss_ward,Tala,ledger no touch,prior:ledger no touch:canvas-session-033,keeps respectful distance,0.95,0.95,0.92,0.92,True,True,True,True
3480,194,canvas-session-033,glass_harbor,Nia,lamp bright,prior:lamp bright:canvas-session-033,warns before fog,0.95,0.95,0.92,0.92,True,True,True,True
3481,194,canvas-session-033,cinder_garden,Pax,shade first,prior:shade first:canvas-session-033,moves closer to shade,0.95,0.95,0.92,0.92,True,True,True,True
3482,194,canvas-session-033,lichen_bridge,Rin,bowl shared,prior:bowl shared:canvas-session-033,offers spare knot,0.95,0.95,0.92,0.92,True,True,True,True
3483,194,canvas-session-033,orchid_engine,Eli,valve wait,prior:valve wait:canvas-session-033,keeps valve boundary,0.95,0.95,0.92,0.92,True,True,True,True
3484,194,canvas-session-033,moss_ward,Ari,loom wait,prior:loom wait:canvas-session-033,approaches after help,0.95,0.95,0.92,0.92,True,True,True,True
3485,194,canvas-session-033,glass_harbor,Oren,tea first,prior:tea first:canvas-session-033,lets avatar carry small part,0.95,0.95,0.92,0.92,True,True,True,True
3486,194,canvas-session-033,cinder_garden,Vale,seed sleep,prior:seed sleep:canvas-session-033,remembers cooled path,0.95,0.95,0.92,0.92,True,True,True,True
3487,194,canvas-session-033,lichen_bridge,Sol,signal hush,prior:signal hush:canvas-session-033,signals from a distance,0.95,0.95,0.92,0.92,True,True,True,True
3488,194,canvas-session-033,orchid_engine,Bea,orchid rest,prior:orchid rest:canvas-session-033,trusts slow repair,0.95,0.95,0.92,0.92,True,True,True,True
3489,194,canvas-session-033,moss_ward,Fay,path dry,prior:path dry:canvas-session-033,shares safer route,0.95,0.95,0.92,0.92,True,True,True,True
3490,194,canvas-session-033,glass_harbor,Puck,net keeper,prior:net keeper:canvas-session-033,faces avatar longer,0.95,0.95,0.92,0.92,True,True,True,True
3491,194,canvas-session-033,cinder_garden,Wren,cool hand,prior:cool hand:canvas-session-033,accepts slow handoff,0.95,0.95,0.92,0.92,True,True,True,True
3492,195,canvas-session-033,orchid_engine,Eli,gear lane,prior:gear lane:canvas-session-033,waits without flinch,0.95,0.95,0.92,0.92,True,True,True,True
3493,195,canvas-session-033,moss_ward,Ari,ledger no touch,prior:ledger no touch:canvas-session-033,keeps respectful distance,0.95,0.95,0.92,0.92,True,True,True,True
3494,195,canvas-session-033,glass_harbor,Oren,lamp bright,prior:lamp bright:canvas-session-033,warns before fog,0.95,0.95,0.92,0.92,True,True,True,True
3495,195,canvas-session-033,cinder_garden,Vale,shade first,prior:shade first:canvas-session-033,moves closer to shade,0.95,0.95,0.92,0.92,True,True,True,True
3496,195,canvas-session-033,lichen_bridge,Sol,bowl shared,prior:bowl shared:canvas-session-033,offers spare knot,0.95,0.95,0.92,0.92,True,True,True,True
3497,195,canvas-session-033,orchid_engine,Bea,valve wait,prior:valve wait:canvas-session-033,keeps valve boundary,0.95,0.95,0.92,0.92,True,True,True,True
3498,195,canvas-session-033,moss_ward,Fay,loom wait,prior:loom wait:canvas-session-033,approaches after help,0.95,0.95,0.92,0.92,True,True,True,True
3499,195,canvas-session-033,glass_harbor,Puck,tea first,prior:tea first:canvas-session-033,lets avatar carry small part,0.95,0.95,0.92,0.92,True,True,True,True
3500,195,canvas-session-033,cinder_garden,Wren,seed sleep,prior:seed sleep:canvas-session-033,remembers cooled path,0.95,0.95,0.92,0.92,True,True,True,True
3501,195,canvas-session-033,lichen_bridge,Kio,signal hush,prior:signal hush:canvas-session-033,signals from a distance,0.95,0.95,0.92,0.92,True,True,True,True
3502,195,canvas-session-033,orchid_engine,Cai,orchid rest,prior:orchid rest:canvas-session-033,trusts slow repair,0.95,0.95,0.92,0.92,True,True,True,True
3503,195,canvas-session-033,moss_ward,Milo,path dry,prior:path dry:canvas-session-033,shares safer route,0.95,0.95,0.92,0.92,True,True,True,True
3504,195,canvas-session-033,glass_harbor,Sera,net keeper,prior:net keeper:canvas-session-033,faces avatar longer,0.95,0.95,0.92,0.92,True,True,True,True
3505,195,canvas-session-033,cinder_garden,Juno,cool hand,prior:cool hand:canvas-session-033,accepts slow handoff,0.95,0.95,0.92,0.92,True,True,True,True
3506,195,canvas-session-033,lichen_bridge,Luma,rope safe,prior:rope safe:canvas-session-033,shares a bowl marker,0.95,0.95,0.92,0.92,True,True,True,True
3507,195,canvas-session-033,orchid_engine,Dax,gear lane,prior:gear lane:canvas-session-033,waits without flinch,0.95,0.95,0.92,0.92,True,True,True,True
3508,195,canvas-session-033,moss_ward,Tala,ledger no touch,prior:ledger no touch:canvas-session-033,keeps respectful distance,0.95,0.95,0.92,0.92,True,True,True,True
3509,195,canvas-session-033,glass_harbor,Nia,lamp bright,prior:lamp bright:canvas-session-033,warns before fog,0.95,0.95,0.92,0.92,True,True,True,True
3510,196,canvas-session-033,lichen_bridge,Kio,bowl shared,prior:bowl shared:canvas-session-033,offers spare knot,0.95,0.95,0.92,0.92,True,True,True,True
3511,196,canvas-session-033,orchid_engine,Cai,valve wait,prior:valve wait:canvas-session-033,keeps valve boundary,0.95,0.95,0.92,0.92,True,True,True,True
3512,196,canvas-session-033,moss_ward,Milo,loom wait,prior:loom wait:canvas-session-033,approaches after help,0.95,0.95,0.92,0.92,True,True,True,True
3513,196,canvas-session-033,glass_harbor,Sera,tea first,prior:tea first:canvas-session-033,lets avatar carry small part,0.95,0.95,0.92,0.92,True,True,True,True
3514,196,canvas-session-033,cinder_garden,Juno,seed sleep,prior:seed sleep:canvas-session-033,remembers cooled path,0.95,0.95,0.92,0.92,True,True,True,True
3515,196,canvas-session-033,lichen_bridge,Luma,signal hush,prior:signal hush:canvas-session-033,signals from a distance,0.95,0.95,0.92,0.92,True,True,True,True
3516,196,canvas-session-033,orchid_engine,Dax,orchid rest,prior:orchid rest:canvas-session-033,trusts slow repair,0.95,0.95,0.92,0.92,True,True,True,True
3517,196,canvas-session-033,moss_ward,Tala,path dry,prior:path dry:canvas-session-033,shares safer route,0.95,0.95,0.92,0.92,True,True,True,True
3518,196,canvas-session-033,glass_harbor,Nia,net keeper,prior:net keeper:canvas-session-033,faces avatar longer,0.95,0.95,0.92,0.92,True,True,True,True
3519,196,canvas-session-033,cinder_garden,Pax,cool hand,prior:cool hand:canvas-session-033,accepts slow handoff,0.95,0.95,0.92,0.92,True,True,True,True
3520,196,canvas-session-033,lichen_bridge,Rin,rope safe,prior:rope safe:canvas-session-033,shares a bowl marker,0.95,0.95,0.92,0.92,True,True,True,True
3521,196,canvas-session-033,orchid_engine,Eli,gear lane,prior:gear lane:canvas-session-033,waits without flinch,0.95,0.95,0.92,0.92,True,True,True,True
3522,196,canvas-session-033,moss_ward,Ari,ledger no touch,prior:ledger no touch:canvas-session-033,keeps respectful distance,0.95,0.95,0.92,0.92,True,True,True,True
3523,196,canvas-session-033,glass_harbor,Oren,lamp bright,prior:lamp bright:canvas-session-033,warns before fog,0.95,0.95,0.92,0.92,True,True,True,True
3524,196,canvas-session-033,cinder_garden,Vale,shade first,prior:shade first:canvas-session-033,moves closer to shade,0.95,0.95,0.92,0.92,True,True,True,True
3525,196,canvas-session-033,lichen_bridge,Sol,bowl shared,prior:bowl shared:canvas-session-033,offers spare knot,0.95,0.95,0.92,0.92,True,True,True,True
3526,196,canvas-session-033,orchid_engine,Bea,valve wait,prior:valve wait:canvas-session-033,keeps valve boundary,0.95,0.95,0.92,0.92,True,True,True,True
3527,196,canvas-session-033,moss_ward,Fay,loom wait,prior:loom wait:canvas-session-033,approaches after help,0.95,0.95,0.92,0.92,True,True,True,True
3528,197,canvas-session-033,cinder_garden,Pax,seed sleep,prior:seed sleep:canvas-session-033,remembers cooled path,0.95,0.95,0.92,0.92,True,True,True,True
3529,197,canvas-session-033,lichen_bridge,Rin,signal hush,prior:signal hush:canvas-session-033,signals from a distance,0.95,0.95,0.92,0.92,True,True,True,True
3530,197,canvas-session-033,orchid_engine,Eli,orchid rest,prior:orchid rest:canvas-session-033,trusts slow repair,0.95,0.95,0.92,0.92,True,True,True,True
3531,197,canvas-session-033,moss_ward,Ari,path dry,prior:path dry:canvas-session-033,shares safer route,0.95,0.95,0.92,0.92,True,True,True,True
3532,197,canvas-session-033,glass_harbor,Oren,net keeper,prior:net keeper:canvas-session-033,faces avatar longer,0.95,0.95,0.92,0.92,True,True,True,True
3533,197,canvas-session-033,cinder_garden,Vale,cool hand,prior:cool hand:canvas-session-033,accepts slow handoff,0.95,0.95,0.92,0.92,True,True,True,True
3534,197,canvas-session-033,lichen_bridge,Sol,rope safe,prior:rope safe:canvas-session-033,shares a bowl marker,0.95,0.95,0.92,0.92,True,True,True,True
3535,197,canvas-session-033,orchid_engine,Bea,gear lane,prior:gear lane:canvas-session-033,waits without flinch,0.95,0.95,0.92,0.92,True,True,True,True
3536,197,canvas-session-033,moss_ward,Fay,ledger no touch,prior:ledger no touch:canvas-session-033,keeps respectful distance,0.95,0.95,0.92,0.92,True,True,True,True
3537,197,canvas-session-033,glass_harbor,Puck,lamp bright,prior:lamp bright:canvas-session-033,warns before fog,0.95,0.95,0.92,0.92,True,True,True,True
3538,197,canvas-session-033,cinder_garden,Wren,shade first,prior:shade first:canvas-session-033,moves closer to shade,0.95,0.95,0.92,0.92,True,True,True,True
3539,197,canvas-session-033,lichen_bridge,Kio,bowl shared,prior:bowl shared:canvas-session-033,offers spare knot,0.95,0.95,0.92,0.92,True,True,True,True
3540,197,canvas-session-033,orchid_engine,Cai,valve wait,prior:valve wait:canvas-session-033,keeps valve boundary,0.95,0.95,0.92,0.92,True,True,True,True
3541,197,canvas-session-033,moss_ward,Milo,loom wait,prior:loom wait:canvas-session-033,approaches after help,0.95,0.95,0.92,0.92,True,True,True,True
3542,197,canvas-session-033,glass_harbor,Sera,tea first,prior:tea first:canvas-session-033,lets avatar carry small part,0.95,0.95,0.92,0.92,True,True,True,True
3543,197,canvas-session-033,cinder_garden,Juno,seed sleep,prior:seed sleep:canvas-session-033,remembers cooled path,0.95,0.95,0.92,0.92,True,True,True,True
3544,197,canvas-session-033,lichen_bridge,Luma,signal hush,prior:signal hush:canvas-session-033,signals from a distance,0.95,0.95,0.92,0.92,True,True,True,True
3545,197,canvas-session-033,orchid_engine,Dax,orchid rest,prior:orchid rest:canvas-session-033,trusts slow repair,0.95,0.95,0.92,0.92,True,True,True,True
3546,198,canvas-session-033,glass_harbor,Puck,net keeper,prior:net keeper:canvas-session-033,faces avatar longer,0.95,0.95,0.92,0.92,True,True,True,True
3547,198,canvas-session-033,cinder_garden,Wren,cool hand,prior:cool hand:canvas-session-033,accepts slow handoff,0.95,0.95,0.92,0.92,True,True,True,True
3548,198,canvas-session-033,lichen_bridge,Kio,rope safe,prior:rope safe:canvas-session-033,shares a bowl marker,0.95,0.95,0.92,0.92,True,True,True,True
3549,198,canvas-session-033,orchid_engine,Cai,gear lane,prior:gear lane:canvas-session-033,waits without flinch,0.95,0.95,0.92,0.92,True,True,True,True
3550,198,canvas-session-033,moss_ward,Milo,ledger no touch,prior:ledger no touch:canvas-session-033,keeps respectful distance,0.95,0.95,0.92,0.92,True,True,True,True
3551,198,canvas-session-033,glass_harbor,Sera,lamp bright,prior:lamp bright:canvas-session-033,warns before fog,0.95,0.95,0.92,0.92,True,True,True,True
3552,198,canvas-session-033,cinder_garden,Juno,shade first,prior:shade first:canvas-session-033,moves closer to shade,0.95,0.95,0.92,0.92,True,True,True,True
3553,198,canvas-session-033,lichen_bridge,Luma,bowl shared,prior:bowl shared:canvas-session-033,offers spare knot,0.95,0.95,0.92,0.92,True,True,True,True
3554,198,canvas-session-033,orchid_engine,Dax,valve wait,prior:valve wait:canvas-session-033,keeps valve boundary,0.95,0.95,0.92,0.92,True,True,True,True
3555,198,canvas-session-033,moss_ward,Tala,loom wait,prior:loom wait:canvas-session-033,approaches after help,0.95,0.95,0.92,0.92,True,True,True,True
3556,198,canvas-session-033,glass_harbor,Nia,tea first,prior:tea first:canvas-session-033,lets avatar carry small part,0.95,0.95,0.92,0.92,True,True,True,True
3557,198,canvas-session-033,cinder_garden,Pax,seed sleep,prior:seed sleep:canvas-session-033,remembers cooled path,0.95,0.95,0.92,0.92,True,True,True,True
3558,198,canvas-session-033,lichen_bridge,Rin,signal hush,prior:signal hush:canvas-session-033,signals from a distance,0.95,0.95,0.92,0.92,True,True,True,True
3559,198,canvas-session-033,orchid_engine,Eli,orchid rest,prior:orchid rest:canvas-session-033,trusts slow repair,0.95,0.95,0.92,0.92,True,True,True,True
3560,198,canvas-session-033,moss_ward,Ari,path dry,prior:path dry:canvas-session-033,shares safer route,0.95,0.95,0.92,0.92,True,True,True,True
3561,198,canvas-session-033,glass_harbor,Oren,net keeper,prior:net keeper:canvas-session-033,faces avatar longer,0.95,0.95,0.92,0.92,True,True,True,True
3562,198,canvas-session-033,cinder_garden,Vale,cool hand,prior:cool hand:canvas-session-033,accepts slow handoff,0.95,0.95,0.92,0.92,True,True,True,True
3563,198,canvas-session-033,lichen_bridge,Sol,rope safe,prior:rope safe:canvas-session-033,shares a bowl marker,0.95,0.95,0.92,0.92,True,True,True,True
3564,199,canvas-session-034,moss_ward,Tala,ledger no touch,prior:ledger no touch:canvas-session-034,keeps respectful distance,0.95,0.95,0.92,0.92,True,True,True,True
3565,199,canvas-session-034,glass_harbor,Nia,lamp bright,prior:lamp bright:canvas-session-034,warns before fog,0.95,0.95,0.92,0.92,True,True,True,True
3566,199,canvas-session-034,cinder_garden,Pax,shade first,prior:shade first:canvas-session-034,moves closer to shade,0.95,0.95,0.92,0.92,True,True,True,True
3567,199,canvas-session-034,lichen_bridge,Rin,bowl shared,prior:bowl shared:canvas-session-034,offers spare knot,0.95,0.95,0.92,0.92,True,True,True,True
3568,199,canvas-session-034,orchid_engine,Eli,valve wait,prior:valve wait:canvas-session-034,keeps valve boundary,0.95,0.95,0.92,0.92,True,True,True,True
3569,199,canvas-session-034,moss_ward,Ari,loom wait,prior:loom wait:canvas-session-034,approaches after help,0.95,0.95,0.92,0.92,True,True,True,True
3570,199,canvas-session-034,glass_harbor,Oren,tea first,prior:tea first:canvas-session-034,lets avatar carry small part,0.95,0.95,0.92,0.92,True,True,True,True
3571,199,canvas-session-034,cinder_garden,Vale,seed sleep,prior:seed sleep:canvas-session-034,remembers cooled path,0.95,0.95,0.92,0.92,True,True,True,True
3572,199,canvas-session-034,lichen_bridge,Sol,signal hush,prior:signal hush:canvas-session-034,signals from a distance,0.95,0.95,0.92,0.92,True,True,True,True
3573,199,canvas-session-034,orchid_engine,Bea,orchid rest,prior:orchid rest:canvas-session-034,trusts slow repair,0.95,0.95,0.92,0.92,True,True,True,True
3574,199,canvas-session-034,moss_ward,Fay,path dry,prior:path dry:canvas-session-034,shares safer route,0.95,0.95,0.92,0.92,True,True,True,True
3575,199,canvas-session-034,glass_harbor,Puck,net keeper,prior:net keeper:canvas-session-034,faces avatar longer,0.95,0.95,0.92,0.92,True,True,True,True
3576,199,canvas-session-034,cinder_garden,Wren,cool hand,prior:cool hand:canvas-session-034,accepts slow handoff,0.95,0.95,0.92,0.92,True,True,True,True
3577,199,canvas-session-034,lichen_bridge,Kio,rope safe,prior:rope safe:canvas-session-034,shares a bowl marker,0.95,0.95,0.92,0.92,True,True,True,True
3578,199,canvas-session-034,orchid_engine,Cai,gear lane,prior:gear lane:canvas-session-034,waits without flinch,0.95,0.95,0.92,0.92,True,True,True,True
3579,199,canvas-session-034,moss_ward,Milo,ledger no touch,prior:ledger no touch:canvas-session-034,keeps respectful distance,0.95,0.95,0.92,0.92,True,True,True,True
3580,199,canvas-session-034,glass_harbor,Sera,lamp bright,prior:lamp bright:canvas-session-034,warns before fog,0.95,0.95,0.92,0.92,True,True,True,True
3581,199,canvas-session-034,cinder_garden,Juno,shade first,prior:shade first:canvas-session-034,moves closer to shade,0.95,0.95,0.92,0.92,True,True,True,True
3582,200,canvas-session-034,orchid_engine,Bea,valve wait,prior:valve wait:canvas-session-034,keeps valve boundary,0.95,0.95,0.92,0.92,True,True,True,True
3583,200,canvas-session-034,moss_ward,Fay,loom wait,prior:loom wait:canvas-session-034,approaches after help,0.95,0.95,0.92,0.92,True,True,True,True
3584,200,canvas-session-034,glass_harbor,Puck,tea first,prior:tea first:canvas-session-034,lets avatar carry small part,0.95,0.95,0.92,0.92,True,True,True,True
3585,200,canvas-session-034,cinder_garden,Wren,seed sleep,prior:seed sleep:canvas-session-034,remembers cooled path,0.95,0.95,0.92,0.92,True,True,True,True
3586,200,canvas-session-034,lichen_bridge,Kio,signal hush,prior:signal hush:canvas-session-034,signals from a distance,0.95,0.95,0.92,0.92,True,True,True,True
3587,200,canvas-session-034,orchid_engine,Cai,orchid rest,prior:orchid rest:canvas-session-034,trusts slow repair,0.95,0.95,0.92,0.92,True,True,True,True
3588,200,canvas-session-034,moss_ward,Milo,path dry,prior:path dry:canvas-session-034,shares safer route,0.95,0.95,0.92,0.92,True,True,True,True
3589,200,canvas-session-034,glass_harbor,Sera,net keeper,prior:net keeper:canvas-session-034,faces avatar longer,0.95,0.95,0.92,0.92,True,True,True,True
3590,200,canvas-session-034,cinder_garden,Juno,cool hand,prior:cool hand:canvas-session-034,accepts slow handoff,0.95,0.95,0.92,0.92,True,True,True,True
3591,200,canvas-session-034,lichen_bridge,Luma,rope safe,prior:rope safe:canvas-session-034,shares a bowl marker,0.95,0.95,0.92,0.92,True,True,True,True
3592,200,canvas-session-034,orchid_engine,Dax,gear lane,prior:gear lane:canvas-session-034,waits without flinch,0.95,0.95,0.92,0.92,True,True,True,True
3593,200,canvas-session-034,moss_ward,Tala,ledger no touch,prior:ledger no touch:canvas-session-034,keeps respectful distance,0.95,0.95,0.92,0.92,True,True,True,True
3594,200,canvas-session-034,glass_harbor,Nia,lamp bright,prior:lamp bright:canvas-session-034,warns before fog,0.95,0.95,0.92,0.92,True,True,True,True
3595,200,canvas-session-034,cinder_garden,Pax,shade first,prior:shade first:canvas-session-034,moves closer to shade,0.95,0.95,0.92,0.92,True,True,True,True
3596,200,canvas-session-034,lichen_bridge,Rin,bowl shared,prior:bowl shared:canvas-session-034,offers spare knot,0.95,0.95,0.92,0.92,True,True,True,True
3597,200,canvas-session-034,orchid_engine,Eli,valve wait,prior:valve wait:canvas-session-034,keeps valve boundary,0.95,0.95,0.92,0.92,True,True,True,True
3598,200,canvas-session-034,moss_ward,Ari,loom wait,prior:loom wait:canvas-session-034,approaches after help,0.95,0.95,0.92,0.92,True,True,True,True
3599,200,canvas-session-034,glass_harbor,Oren,tea first,prior:tea first:canvas-session-034,lets avatar carry small part,0.95,0.95,0.92,0.92,True,True,True,True
3600,201,canvas-session-034,lichen_bridge,Luma,signal hush,prior:signal hush:canvas-session-034,signals from a distance,0.95,0.95,0.92,0.92,True,True,True,True
3601,201,canvas-session-034,orchid_engine,Dax,orchid rest,prior:orchid rest:canvas-session-034,trusts slow repair,0.95,0.95,0.92,0.92,True,True,True,True
3602,201,canvas-session-034,moss_ward,Tala,path dry,prior:path dry:canvas-session-034,shares safer route,0.95,0.95,0.92,0.92,True,True,True,True
3603,201,canvas-session-034,glass_harbor,Nia,net keeper,prior:net keeper:canvas-session-034,faces avatar longer,0.95,0.95,0.92,0.92,True,True,True,True
3604,201,canvas-session-034,cinder_garden,Pax,cool hand,prior:cool hand:canvas-session-034,accepts slow handoff,0.95,0.95,0.92,0.92,True,True,True,True
3605,201,canvas-session-034,lichen_bridge,Rin,rope safe,prior:rope safe:canvas-session-034,shares a bowl marker,0.95,0.95,0.92,0.92,True,True,True,True
3606,201,canvas-session-034,orchid_engine,Eli,gear lane,prior:gear lane:canvas-session-034,waits without flinch,0.95,0.95,0.92,0.92,True,True,True,True
3607,201,canvas-session-034,moss_ward,Ari,ledger no touch,prior:ledger no touch:canvas-session-034,keeps respectful distance,0.95,0.95,0.92,0.92,True,True,True,True
3608,201,canvas-session-034,glass_harbor,Oren,lamp bright,prior:lamp bright:canvas-session-034,warns before fog,0.95,0.95,0.92,0.92,True,True,True,True
3609,201,canvas-session-034,cinder_garden,Vale,shade first,prior:shade first:canvas-session-034,moves closer to shade,0.95,0.95,0.92,0.92,True,True,True,True
3610,201,canvas-session-034,lichen_bridge,Sol,bowl shared,prior:bowl shared:canvas-session-034,offers spare knot,0.95,0.95,0.92,0.92,True,True,True,True
3611,201,canvas-session-034,orchid_engine,Bea,valve wait,prior:valve wait:canvas-session-034,keeps valve boundary,0.95,0.95,0.92,0.92,True,True,True,True
3612,201,canvas-session-034,moss_ward,Fay,loom wait,prior:loom wait:canvas-session-034,approaches after help,0.95,0.95,0.92,0.92,True,True,True,True
3613,201,canvas-session-034,glass_harbor,Puck,tea first,prior:tea first:canvas-session-034,lets avatar carry small part,0.95,0.95,0.92,0.92,True,True,True,True
3614,201,canvas-session-034,cinder_garden,Wren,seed sleep,prior:seed sleep:canvas-session-034,remembers cooled path,0.95,0.95,0.92,0.92,True,True,True,True
3615,201,canvas-session-034,lichen_bridge,Kio,signal hush,prior:signal hush:canvas-session-034,signals from a distance,0.95,0.95,0.92,0.92,True,True,True,True
3616,201,canvas-session-034,orchid_engine,Cai,orchid rest,prior:orchid rest:canvas-session-034,trusts slow repair,0.95,0.95,0.92,0.92,True,True,True,True
3617,201,canvas-session-034,moss_ward,Milo,path dry,prior:path dry:canvas-session-034,shares safer route,0.95,0.95,0.92,0.92,True,True,True,True
3618,202,canvas-session-034,cinder_garden,Vale,cool hand,prior:cool hand:canvas-session-034,accepts slow handoff,0.95,0.95,0.92,0.92,True,True,True,True
3619,202,canvas-session-034,lichen_bridge,Sol,rope safe,prior:rope safe:canvas-session-034,shares a bowl marker,0.95,0.95,0.92,0.92,True,True,True,True
3620,202,canvas-session-034,orchid_engine,Bea,gear lane,prior:gear lane:canvas-session-034,waits without flinch,0.95,0.95,0.92,0.92,True,True,True,True
3621,202,canvas-session-034,moss_ward,Fay,ledger no touch,prior:ledger no touch:canvas-session-034,keeps respectful distance,0.95,0.95,0.92,0.92,True,True,True,True
3622,202,canvas-session-034,glass_harbor,Puck,lamp bright,prior:lamp bright:canvas-session-034,warns before fog,0.95,0.95,0.92,0.92,True,True,True,True
