tick_id,day,settlement_id,scheduler_slice,wall_clock_ms,heartbeat_hz,flower_phase,active_resident_count,due_task_count,queue_latency_ms,scheduler_drift_ms,realtime_coherent,visible_scheduler_panel
997,63,roofward,day:63:slice:05,249250,8.26,0.000534,2,2,73,0,True,True
998,63,archive,day:63:slice:06,249500,6.46,0.084402,2,3,107,7,True,True
999,63,signal,day:63:slice:07,249750,9.19,0.168269,2,1,126,-9,True,True
1000,63,orchard,day:63:slice:08,250000,5.68,0.252137,2,2,118,-2,True,True
1001,63,repair_ring,day:63:slice:09,250250,10.04,0.336004,2,3,69,5,True,True
1002,63,riverbend,day:63:slice:10,250500,7.85,0.958333,2,1,100,-11,False,True
1003,63,roofward,day:63:slice:11,250750,8.24,0.042201,2,2,92,-4,True,True
1004,63,archive,day:63:slice:12,251000,6.44,0.126068,2,3,102,3,True,True
1005,63,signal,day:63:slice:13,251250,9.17,0.209936,2,1,136,10,True,True
1006,63,orchard,day:63:slice:14,251500,5.74,0.293803,2,2,66,-6,True,True
1007,63,repair_ring,day:63:slice:15,251750,10.1,0.377671,2,3,64,1,True,True
1008,64,riverbend,day:64:slice:00,252000,7.83,0.0,2,2,102,9,True,True
1009,64,roofward,day:64:slice:01,252250,8.22,0.083868,2,3,109,-7,True,True
1010,64,archive,day:64:slice:02,252500,6.42,0.167735,2,1,101,0,True,True
1011,64,signal,day:64:slice:03,252750,9.15,0.251603,2,2,64,7,True,True
1012,64,orchard,day:64:slice:04,253000,5.72,0.33547,2,3,83,-9,True,True
1013,64,repair_ring,day:64:slice:05,253250,10.08,0.419338,2,1,75,-2,True,True
1014,64,riverbend,day:64:slice:06,253500,7.89,0.041667,2,2,97,5,True,True
1015,64,roofward,day:64:slice:07,253750,8.28,0.125534,2,3,128,-11,False,True
1016,64,archive,day:64:slice:08,254000,6.4,0.209402,2,1,120,-4,True,True
1017,64,signal,day:64:slice:09,254250,9.13,0.293269,2,2,59,3,True,True
1018,64,orchard,day:64:slice:10,254500,5.7,0.377137,2,3,93,10,True,True
1019,64,repair_ring,day:64:slice:11,254750,10.06,0.461004,2,1,94,-6,True,True
1020,64,riverbend,day:64:slice:12,255000,7.87,0.083333,2,2,92,1,True,True
1021,64,roofward,day:64:slice:13,255250,8.26,0.167201,2,3,126,8,True,True
1022,64,archive,day:64:slice:14,255500,6.46,0.251068,2,1,68,-8,True,True
1023,64,signal,day:64:slice:15,255750,9.19,0.334936,2,2,60,-1,True,True
1024,65,orchard,day:65:slice:00,256000,5.68,0.418803,2,1,92,7,True,True
1025,65,repair_ring,day:65:slice:01,256250,10.04,0.502671,2,2,111,-9,True,True
1026,65,riverbend,day:65:slice:02,256500,7.85,0.125,2,3,103,-2,True,True
1027,65,roofward,day:65:slice:03,256750,8.24,0.208868,2,1,125,5,True,True
1028,65,archive,day:65:slice:04,257000,6.44,0.292735,2,2,85,-11,False,True
1029,65,signal,day:65:slice:05,257250,9.17,0.376603,2,3,77,-4,True,True
1030,65,orchard,day:65:slice:06,257500,5.74,0.46047,2,1,87,3,True,True
1031,65,repair_ring,day:65:slice:07,257750,10.1,0.544338,2,2,121,10,True,True
1032,65,riverbend,day:65:slice:08,258000,7.83,0.166667,2,3,122,-6,True,True
1033,65,roofward,day:65:slice:09,258250,8.22,0.250534,2,1,49,1,True,True
1034,65,archive,day:65:slice:10,258500,6.42,0.334402,2,2,83,8,True,True
1035,65,signal,day:65:slice:11,258750,9.15,0.418269,2,3,96,-8,True,True
1036,65,orchard,day:65:slice:12,259000,5.72,0.502137,2,1,88,-1,True,True
1037,65,repair_ring,day:65:slice:13,259250,10.08,0.586004,2,2,116,6,True,True
1038,65,riverbend,day:65:slice:14,259500,7.89,0.208333,2,3,141,-10,False,True
1039,65,roofward,day:65:slice:15,259750,8.28,0.292201,2,1,62,-3,True,True
1040,66,archive,day:66:slice:00,260000,6.4,0.376068,2,3,82,5,True,True
1041,66,signal,day:66:slice:01,260250,9.13,0.459936,2,1,113,-11,False,True
1042,66,orchard,day:66:slice:02,260500,5.7,0.543803,2,2,105,-4,True,True
1043,66,repair_ring,day:66:slice:03,260750,10.06,0.627671,2,3,115,3,True,True
1044,66,riverbend,day:66:slice:04,261000,7.87,0.25,2,1,78,10,True,True
1045,66,roofward,day:66:slice:05,261250,8.26,0.333868,2,2,79,-6,True,True
1046,66,archive,day:66:slice:06,261500,6.46,0.417735,2,3,77,1,True,True
1047,66,signal,day:66:slice:07,261750,9.19,0.501603,2,1,111,8,True,True
1048,66,orchard,day:66:slice:08,262000,5.68,0.58547,2,2,124,-8,True,True
1049,66,repair_ring,day:66:slice:09,262250,10.04,0.669338,2,3,45,-1,True,True
1050,66,riverbend,day:66:slice:10,262500,7.85,0.291667,2,1,73,6,True,True
1051,66,roofward,day:66:slice:11,262750,8.24,0.375534,2,2,98,-10,True,True
1052,66,archive,day:66:slice:12,263000,6.44,0.459402,2,3,90,-3,True,True
1053,66,signal,day:66:slice:13,263250,9.17,0.543269,2,1,106,4,True,True
1054,66,orchard,day:66:slice:14,263500,5.74,0.627137,2,2,140,11,False,True
1055,66,repair_ring,day:66:slice:15,263750,10.1,0.711004,2,3,64,-5,True,True
1056,67,riverbend,day:67:slice:00,264000,7.83,0.333333,2,2,72,3,True,True
1057,67,roofward,day:67:slice:01,264250,8.22,0.417201,2,3,106,10,True,True
1058,67,archive,day:67:slice:02,264500,6.42,0.501068,2,1,107,-6,True,True
1059,67,signal,day:67:slice:03,264750,9.15,0.584936,2,2,105,1,True,True
1060,67,orchard,day:67:slice:04,265000,5.72,0.668803,2,3,68,8,True,True
1061,67,repair_ring,day:67:slice:05,265250,10.08,0.752671,2,1,81,-8,True,True
1062,67,riverbend,day:67:slice:06,265500,7.89,0.375,2,2,73,-1,True,True
1063,67,roofward,day:67:slice:07,265750,8.28,0.458868,2,3,101,6,True,True
1064,67,archive,day:67:slice:08,266000,6.4,0.542735,2,1,126,-10,True,True
1065,67,signal,day:67:slice:09,266250,9.13,0.626603,2,2,118,-3,True,True
1066,67,orchard,day:67:slice:10,266500,5.7,0.71047,2,3,63,4,True,True
1067,67,repair_ring,day:67:slice:11,266750,10.06,0.794338,2,1,97,11,False,True
1068,67,riverbend,day:67:slice:12,267000,7.87,0.416667,2,2,92,-5,True,True
1069,67,roofward,day:67:slice:13,267250,8.26,0.500534,2,3,96,2,True,True
1070,67,archive,day:67:slice:14,267500,6.46,0.584402,2,1,130,9,True,True
1071,67,signal,day:67:slice:15,267750,9.19,0.668269,2,2,66,-7,True,True
1072,68,orchard,day:68:slice:00,268000,5.68,0.752137,2,1,62,1,True,True
1073,68,repair_ring,day:68:slice:01,268250,10.04,0.836004,2,2,96,8,True,True
1074,68,riverbend,day:68:slice:02,268500,7.85,0.458333,2,3,109,-8,True,True
1075,68,roofward,day:68:slice:03,268750,8.24,0.542201,2,1,101,-1,True,True
1076,68,archive,day:68:slice:04,269000,6.44,0.626068,2,2,129,6,True,True
1077,68,signal,day:68:slice:05,269250,9.17,0.709936,2,3,83,-10,True,True
1078,68,orchard,day:68:slice:06,269500,5.74,0.793803,2,1,75,-3,True,True
1079,68,repair_ring,day:68:slice:07,269750,10.1,0.877671,2,2,91,4,True,True
1080,68,riverbend,day:68:slice:08,270000,7.83,0.5,2,3,125,11,False,True
1081,68,roofward,day:68:slice:09,270250,8.22,0.583868,2,1,120,-5,True,True
1082,68,archive,day:68:slice:10,270500,6.42,0.667735,2,2,53,2,True,True
1083,68,signal,day:68:slice:11,270750,9.15,0.751603,2,3,87,9,True,True
1084,68,orchard,day:68:slice:12,271000,5.72,0.83547,2,1,94,-7,True,True
1085,68,repair_ring,day:68:slice:13,271250,10.08,0.919338,2,2,86,0,True,True
1086,68,riverbend,day:68:slice:14,271500,7.89,0.541667,2,3,120,7,True,True
1087,68,roofward,day:68:slice:15,271750,8.28,0.625534,2,1,139,-9,True,True
1088,69,archive,day:69:slice:00,272000,6.4,0.709402,2,3,58,-1,True,True
1089,69,signal,day:69:slice:01,272250,9.13,0.793269,2,1,86,6,True,True
1090,69,orchard,day:69:slice:02,272500,5.7,0.877137,2,2,111,-10,True,True
1091,69,repair_ring,day:69:slice:03,272750,10.06,0.961004,2,3,103,-3,True,True
1092,69,riverbend,day:69:slice:04,273000,7.87,0.583333,2,1,119,4,True,True
1093,69,roofward,day:69:slice:05,273250,8.26,0.667201,2,2,82,11,False,True
1094,69,archive,day:69:slice:06,273500,6.46,0.751068,2,3,77,-5,True,True
1095,69,signal,day:69:slice:07,273750,9.19,0.834936,2,1,81,2,True,True
1096,69,orchard,day:69:slice:08,274000,5.68,0.918803,2,2,115,9,True,True
1097,69,repair_ring,day:69:slice:09,274250,10.04,0.002671,2,3,122,-7,True,True
1098,69,riverbend,day:69:slice:10,274500,7.85,0.625,2,1,43,0,True,True
1099,69,roofward,day:69:slice:11,274750,8.24,0.708868,2,2,77,7,True,True
1100,69,archive,day:69:slice:12,275000,6.44,0.792735,2,3,96,-9,True,True
1101,69,signal,day:69:slice:13,275250,9.17,0.876603,2,1,88,-2,True,True
1102,69,orchard,day:69:slice:14,275500,5.74,0.96047,2,2,110,5,True,True
1103,69,repair_ring,day:69:slice:15,275750,10.1,0.044338,2,3,141,-11,False,True
1104,70,roofward,day:70:slice:00,276000,8.21,0.74359,2,2,60,-3,True,True
1105,70,archive,day:70:slice:01,276250,6.41,0.827457,2,3,76,4,True,True
1106,70,signal,day:70:slice:02,276500,9.14,0.911325,2,1,110,11,False,True
1107,70,orchard,day:70:slice:03,276750,5.71,0.995192,2,2,105,-5,True,True
1108,70,repair_ring,day:70:slice:04,277000,10.07,0.07906,2,3,109,2,True,True
1109,70,riverbend,day:70:slice:05,277250,7.88,0.701389,2,1,72,9,True,True
1110,70,roofward,day:70:slice:06,277500,8.27,0.785256,2,2,79,-7,True,True
1111,70,archive,day:70:slice:07,277750,6.47,0.869124,2,3,71,0,True,True
1112,70,signal,day:70:slice:08,278000,9.12,0.952991,2,1,105,7,True,True
1113,70,orchard,day:70:slice:09,278250,5.69,0.036859,2,2,124,-9,True,True
1114,70,repair_ring,day:70:slice:10,278500,10.05,0.120726,2,3,116,-2,True,True
1115,70,riverbend,day:70:slice:11,278750,7.86,0.743056,2,1,67,5,True,True
1116,70,roofward,day:70:slice:12,279000,8.25,0.826923,2,2,98,-11,False,True
1117,70,archive,day:70:slice:13,279250,6.45,0.910791,2,3,90,-4,True,True
1118,70,signal,day:70:slice:14,279500,9.18,0.994658,2,1,100,3,True,True
1119,70,orchard,day:70:slice:15,279750,5.75,0.078526,2,2,134,10,True,True
1120,71,repair_ring,day:71:slice:00,280000,10.03,0.162393,2,1,62,-5,True,True
1121,71,riverbend,day:71:slice:01,280250,7.84,0.784722,2,2,66,2,True,True
1122,71,roofward,day:71:slice:02,280500,8.23,0.86859,2,3,100,9,True,True
1123,71,archive,day:71:slice:03,280750,6.43,0.952457,2,1,107,-7,True,True
1124,71,signal,day:71:slice:04,281000,9.16,0.036325,2,2,99,0,True,True
1125,71,orchard,day:71:slice:05,281250,5.73,0.120192,2,3,133,7,True,True
1126,71,repair_ring,day:71:slice:06,281500,10.09,0.20406,2,1,81,-9,True,True
1127,71,riverbend,day:71:slice:07,281750,7.9,0.826389,2,2,73,-2,True,True
1128,71,roofward,day:71:slice:08,282000,8.21,0.910256,2,3,95,5,True,True
1129,71,archive,day:71:slice:09,282250,6.41,0.994124,2,1,126,-11,False,True
1130,71,signal,day:71:slice:10,282500,9.14,0.077991,2,2,118,-4,True,True
1131,71,orchard,day:71:slice:11,282750,5.71,0.161859,2,3,57,3,True,True
1132,71,repair_ring,day:71:slice:12,283000,10.07,0.245726,2,1,91,10,True,True
1133,71,riverbend,day:71:slice:13,283250,7.88,0.868056,2,2,92,-6,True,True
1134,71,roofward,day:71:slice:14,283500,8.27,0.951923,2,3,90,1,True,True
1135,71,archive,day:71:slice:15,283750,6.47,0.035791,2,1,124,8,True,True
1136,72,signal,day:72:slice:00,284000,9.12,0.119658,2,3,64,-7,True,True
1137,72,orchard,day:72:slice:01,284250,5.69,0.203526,2,1,56,0,True,True
1138,72,repair_ring,day:72:slice:02,284500,10.05,0.287393,2,2,90,7,True,True
1139,72,riverbend,day:72:slice:03,284750,7.86,0.909722,2,3,109,-9,True,True
1140,72,roofward,day:72:slice:04,285000,8.25,0.99359,2,1,101,-2,True,True
1141,72,archive,day:72:slice:05,285250,6.45,0.077457,2,2,123,5,True,True
1142,72,signal,day:72:slice:06,285500,9.18,0.161325,2,3,83,-11,False,True
1143,72,orchard,day:72:slice:07,285750,5.75,0.245192,2,1,75,-4,True,True
1144,72,repair_ring,day:72:slice:08,286000,10.03,0.32906,2,2,85,3,True,True
1145,72,riverbend,day:72:slice:09,286250,7.84,0.951389,2,3,119,10,True,True
1146,72,roofward,day:72:slice:10,286500,8.23,0.035256,2,1,120,-6,True,True
1147,72,archive,day:72:slice:11,286750,6.43,0.119124,2,2,47,1,True,True
1148,72,signal,day:72:slice:12,287000,9.16,0.202991,2,3,81,8,True,True
1149,72,orchard,day:72:slice:13,287250,5.73,0.286859,2,1,94,-8,True,True
1150,72,repair_ring,day:72:slice:14,287500,10.09,0.370726,2,2,86,-1,True,True
1151,72,riverbend,day:72:slice:15,287750,7.9,0.993056,2,3,114,6,True,True
1152,73,roofward,day:73:slice:00,288000,8.21,0.076923,2,2,137,-9,True,True
1153,73,archive,day:73:slice:01,288250,6.41,0.160791,2,3,58,-2,True,True
1154,73,signal,day:73:slice:02,288500,9.14,0.244658,2,1,80,5,True,True
1155,73,orchard,day:73:slice:03,288750,5.71,0.328526,2,2,111,-11,False,True
1156,73,repair_ring,day:73:slice:04,289000,10.07,0.412393,2,3,103,-4,True,True
1157,73,riverbend,day:73:slice:05,289250,7.88,0.034722,2,1,113,3,True,True
1158,73,roofward,day:73:slice:06,289500,8.27,0.11859,2,2,76,10,True,True
1159,73,archive,day:73:slice:07,289750,6.47,0.202457,2,3,77,-6,True,True
1160,73,signal,day:73:slice:08,290000,9.12,0.286325,2,1,75,1,True,True
1161,73,orchard,day:73:slice:09,290250,5.69,0.370192,2,2,109,8,True,True
1162,73,repair_ring,day:73:slice:10,290500,10.05,0.45406,2,3,122,-8,True,True
1163,73,riverbend,day:73:slice:11,290750,7.86,0.076389,2,1,114,-1,True,True
1164,73,roofward,day:73:slice:12,291000,8.25,0.160256,2,2,71,6,True,True
1165,73,archive,day:73:slice:13,291250,6.45,0.244124,2,3,96,-10,True,True
1166,73,signal,day:73:slice:14,291500,9.18,0.327991,2,1,88,-3,True,True
1167,73,orchard,day:73:slice:15,291750,5.75,0.411859,2,2,104,4,True,True
1168,74,repair_ring,day:74:slice:00,292000,10.03,0.495726,2,1,139,-11,False,True
1169,74,riverbend,day:74:slice:01,292250,7.84,0.118056,2,2,60,-4,True,True
1170,74,roofward,day:74:slice:02,292500,8.23,0.201923,2,3,70,3,True,True
1171,74,archive,day:74:slice:03,292750,6.43,0.285791,2,1,104,10,True,True
1172,74,signal,day:74:slice:04,293000,9.16,0.369658,2,2,105,-6,True,True
1173,74,orchard,day:74:slice:05,293250,5.73,0.453526,2,3,103,1,True,True
1174,74,repair_ring,day:74:slice:06,293500,10.09,0.537393,2,1,66,8,True,True
1175,74,riverbend,day:74:slice:07,293750,7.9,0.159722,2,2,79,-8,True,True
1176,74,roofward,day:74:slice:08,294000,8.21,0.24359,2,3,71,-1,True,True
1177,74,archive,day:74:slice:09,294250,6.41,0.327457,2,1,99,6,True,True
1178,74,signal,day:74:slice:10,294500,9.14,0.411325,2,2,124,-10,True,True
1179,74,orchard,day:74:slice:11,294750,5.71,0.495192,2,3,116,-3,True,True
1180,74,repair_ring,day:74:slice:12,295000,10.07,0.57906,2,1,61,4,True,True
1181,74,riverbend,day:74:slice:13,295250,7.88,0.201389,2,2,95,11,False,True
1182,74,roofward,day:74:slice:14,295500,8.27,0.285256,2,3,90,-5,True,True
1183,74,archive,day:74:slice:15,295750,6.47,0.369124,2,1,94,2,True,True
1184,75,signal,day:75:slice:00,296000,9.12,0.452991,2,3,132,10,True,True
1185,75,orchard,day:75:slice:01,296250,5.69,0.536859,2,1,62,-6,True,True
1186,75,repair_ring,day:75:slice:02,296500,10.05,0.620726,2,2,60,1,True,True
1187,75,riverbend,day:75:slice:03,296750,7.86,0.243056,2,3,94,8,True,True
1188,75,roofward,day:75:slice:04,297000,8.25,0.326923,2,1,107,-8,True,True
1189,75,archive,day:75:slice:05,297250,6.45,0.410791,2,2,99,-1,True,True
1190,75,signal,day:75:slice:06,297500,9.18,0.494658,2,3,127,6,True,True
1191,75,orchard,day:75:slice:07,297750,5.75,0.578526,2,1,81,-10,True,True
1192,75,repair_ring,day:75:slice:08,298000,10.03,0.662393,2,2,73,-3,True,True
1193,75,riverbend,day:75:slice:09,298250,7.84,0.284722,2,3,89,4,True,True
1194,75,roofward,day:75:slice:10,298500,8.23,0.36859,2,1,123,11,False,True
1195,75,archive,day:75:slice:11,298750,6.43,0.452457,2,2,118,-5,True,True
1196,75,signal,day:75:slice:12,299000,9.16,0.536325,2,3,51,2,True,True
1197,75,orchard,day:75:slice:13,299250,5.73,0.620192,2,1,85,9,True,True
1198,75,repair_ring,day:75:slice:14,299500,10.09,0.70406,2,2,92,-7,True,True
1199,75,riverbend,day:75:slice:15,299750,7.9,0.326389,2,3,84,0,True,True
1200,76,roofward,day:76:slice:00,300000,8.21,0.410256,2,2,122,8,True,True
1201,76,archive,day:76:slice:01,300250,6.41,0.494124,2,3,135,-8,True,True
1202,76,signal,day:76:slice:02,300500,9.14,0.577991,2,1,56,-1,True,True
1203,76,orchard,day:76:slice:03,300750,5.71,0.661859,2,2,84,6,True,True
1204,76,repair_ring,day:76:slice:04,301000,10.07,0.745726,2,3,109,-10,True,True
1205,76,riverbend,day:76:slice:05,301250,7.88,0.368056,2,1,101,-3,True,True
1206,76,roofward,day:76:slice:06,301500,8.27,0.451923,2,2,117,4,True,True
1207,76,archive,day:76:slice:07,301750,6.47,0.535791,2,3,80,11,False,True
1208,76,signal,day:76:slice:08,302000,9.12,0.619658,2,1,75,-5,True,True
1209,76,orchard,day:76:slice:09,302250,5.69,0.703526,2,2,79,2,True,True
1210,76,repair_ring,day:76:slice:10,302500,10.05,0.787393,2,3,113,9,True,True
1211,76,riverbend,day:76:slice:11,302750,7.86,0.409722,2,1,120,-7,True,True
1212,76,roofward,day:76:slice:12,303000,8.25,0.49359,2,2,112,0,True,True
1213,76,archive,day:76:slice:13,303250,6.45,0.577457,2,3,75,7,True,True
1214,76,signal,day:76:slice:14,303500,9.18,0.661325,2,1,94,-9,True,True
1215,76,orchard,day:76:slice:15,303750,5.75,0.745192,2,2,86,-2,True,True
1216,77,repair_ring,day:77:slice:00,304000,10.03,0.82906,2,1,112,6,True,True
1217,77,riverbend,day:77:slice:01,304250,7.84,0.451389,2,2,137,-10,True,True
1218,77,roofward,day:77:slice:02,304500,8.23,0.535256,2,3,58,-3,True,True
1219,77,archive,day:77:slice:03,304750,6.43,0.619124,2,1,74,4,True,True
1220,77,signal,day:77:slice:04,305000,9.16,0.702991,2,2,108,11,False,True
1221,77,orchard,day:77:slice:05,305250,5.73,0.786859,2,3,103,-5,True,True
1222,77,repair_ring,day:77:slice:06,305500,10.09,0.870726,2,1,107,2,True,True
1223,77,riverbend,day:77:slice:07,305750,7.9,0.493056,2,2,70,9,True,True
1224,77,roofward,day:77:slice:08,306000,8.21,0.576923,2,3,77,-7,True,True
1225,77,archive,day:77:slice:09,306250,6.41,0.660791,2,1,69,0,True,True
1226,77,signal,day:77:slice:10,306500,9.14,0.744658,2,2,103,7,True,True
1227,77,orchard,day:77:slice:11,306750,5.71,0.828526,2,3,122,-9,True,True
1228,77,repair_ring,day:77:slice:12,307000,10.07,0.912393,2,1,114,-2,True,True
1229,77,riverbend,day:77:slice:13,307250,7.88,0.534722,2,2,65,5,True,True
1230,77,roofward,day:77:slice:14,307500,8.27,0.61859,2,3,96,-11,False,True
1231,77,archive,day:77:slice:15,307750,6.47,0.702457,2,1,88,-4,True,True
1232,78,signal,day:78:slice:00,308000,9.12,0.786325,2,3,102,4,True,True
1233,78,orchard,day:78:slice:01,308250,5.69,0.870192,2,1,136,11,False,True
1234,78,repair_ring,day:78:slice:02,308500,10.05,0.95406,2,2,60,-5,True,True
1235,78,riverbend,day:78:slice:03,308750,7.86,0.576389,2,3,64,2,True,True
1236,78,roofward,day:78:slice:04,309000,8.25,0.660256,2,1,98,9,True,True
1237,78,archive,day:78:slice:05,309250,6.45,0.744124,2,2,105,-7,True,True
1238,78,signal,day:78:slice:06,309500,9.18,0.827991,2,3,97,0,True,True
1239,78,orchard,day:78:slice:07,309750,5.75,0.911859,2,1,131,7,True,True
1240,78,repair_ring,day:78:slice:08,310000,10.03,0.995726,2,2,79,-9,True,True
1241,78,riverbend,day:78:slice:09,310250,7.84,0.618056,2,3,71,-2,True,True
1242,78,roofward,day:78:slice:10,310500,8.23,0.701923,2,1,93,5,True,True
1243,78,archive,day:78:slice:11,310750,6.43,0.785791,2,2,124,-11,False,True
1244,78,signal,day:78:slice:12,311000,9.16,0.869658,2,3,116,-4,True,True
1245,78,orchard,day:78:slice:13,311250,5.73,0.953526,2,1,55,3,True,True
1246,78,repair_ring,day:78:slice:14,311500,10.09,0.037393,2,2,89,10,True,True
1247,78,riverbend,day:78:slice:15,311750,7.9,0.659722,2,3,90,-6,True,True
1248,79,roofward,day:79:slice:00,312000,8.21,0.74359,2,2,92,2,True,True
1249,79,archive,day:79:slice:01,312250,6.41,0.827457,2,3,126,9,True,True
1250,79,signal,day:79:slice:02,312500,9.14,0.911325,2,1,133,-7,True,True
1251,79,orchard,day:79:slice:03,312750,5.71,0.995192,2,2,54,0,True,True
1252,79,repair_ring,day:79:slice:04,313000,10.07,0.07906,2,3,88,7,True,True
1253,79,riverbend,day:79:slice:05,313250,7.88,0.701389,2,1,107,-9,True,True
1254,79,roofward,day:79:slice:06,313500,8.27,0.785256,2,2,99,-2,True,True
1255,79,archive,day:79:slice:07,313750,6.47,0.869124,2,3,121,5,True,True
1256,79,signal,day:79:slice:08,314000,9.12,0.952991,2,1,81,-11,False,True
1257,79,orchard,day:79:slice:09,314250,5.69,0.036859,2,2,73,-4,True,True
1258,79,repair_ring,day:79:slice:10,314500,10.05,0.120726,2,3,83,3,True,True
1259,79,riverbend,day:79:slice:11,314750,7.86,0.743056,2,1,117,10,True,True
1260,79,roofward,day:79:slice:12,315000,8.25,0.826923,2,2,118,-6,True,True
1261,79,archive,day:79:slice:13,315250,6.45,0.910791,2,3,45,1,True,True
1262,79,signal,day:79:slice:14,315500,9.18,0.994658,2,1,79,8,True,True
1263,79,orchard,day:79:slice:15,315750,5.75,0.078526,2,2,92,-8,True,True
1264,80,riverbend,day:80:slice:00,316000,7.83,0.777778,2,1,82,0,True,True
1265,80,roofward,day:80:slice:01,316250,8.22,0.861645,2,2,116,7,True,True
1266,80,archive,day:80:slice:02,316500,6.42,0.945513,2,3,135,-9,True,True
1267,80,signal,day:80:slice:03,316750,9.15,0.02938,2,1,56,-2,True,True
1268,80,orchard,day:80:slice:04,317000,5.72,0.113248,2,2,78,5,True,True
1269,80,repair_ring,day:80:slice:05,317250,10.08,0.197115,2,3,109,-11,False,True
1270,80,riverbend,day:80:slice:06,317500,7.89,0.819444,2,1,101,-4,True,True
1271,80,roofward,day:80:slice:07,317750,8.28,0.903312,2,2,111,3,True,True
1272,80,archive,day:80:slice:08,318000,6.4,0.987179,2,3,74,10,True,True
1273,80,signal,day:80:slice:09,318250,9.13,0.071047,2,1,75,-6,True,True
1274,80,orchard,day:80:slice:10,318500,5.7,0.154915,2,2,73,1,True,True
1275,80,repair_ring,day:80:slice:11,318750,10.06,0.238782,2,3,107,8,True,True
1276,80,riverbend,day:80:slice:12,319000,7.87,0.861111,2,1,120,-8,True,True
1277,80,roofward,day:80:slice:13,319250,8.26,0.944979,2,2,112,-1,True,True
1278,80,archive,day:80:slice:14,319500,6.46,0.028846,2,3,69,6,True,True
1279,80,signal,day:80:slice:15,319750,9.19,0.112714,2,1,94,-10,True,True
1280,81,orchard,day:81:slice:00,320000,5.68,0.196581,2,3,84,-2,True,True
1281,81,repair_ring,day:81:slice:01,320250,10.04,0.280449,2,1,106,5,True,True
1282,81,riverbend,day:81:slice:02,320500,7.85,0.902778,2,2,137,-11,False,True
1283,81,roofward,day:81:slice:03,320750,8.24,0.986645,2,3,58,-4,True,True
1284,81,archive,day:81:slice:04,321000,6.44,0.070513,2,1,68,3,True,True
1285,81,signal,day:81:slice:05,321250,9.17,0.15438,2,2,102,10,True,True
1286,81,orchard,day:81:slice:06,321500,5.74,0.238248,2,3,103,-6,True,True
1287,81,repair_ring,day:81:slice:07,321750,10.1,0.322115,2,1,101,1,True,True
1288,81,riverbend,day:81:slice:08,322000,7.83,0.944444,2,2,135,8,True,True
1289,81,roofward,day:81:slice:09,322250,8.22,0.028312,2,3,77,-8,True,True
1290,81,archive,day:81:slice:10,322500,6.42,0.112179,2,1,69,-1,True,True
1291,81,signal,day:81:slice:11,322750,9.15,0.196047,2,2,97,6,True,True
1292,81,orchard,day:81:slice:12,323000,5.72,0.279915,2,3,122,-10,True,True
1293,81,repair_ring,day:81:slice:13,323250,10.08,0.363782,2,1,114,-3,True,True
1294,81,riverbend,day:81:slice:14,323500,7.89,0.986111,2,2,59,4,True,True
1295,81,roofward,day:81:slice:15,323750,8.28,0.069979,2,3,93,11,False,True
1296,82,archive,day:82:slice:00,324000,6.4,0.153846,2,2,86,-4,True,True
1297,82,signal,day:82:slice:01,324250,9.13,0.237714,2,3,96,3,True,True
1298,82,orchard,day:82:slice:02,324500,5.7,0.321581,2,1,130,10,True,True
1299,82,repair_ring,day:82:slice:03,324750,10.06,0.405449,2,2,60,-6,True,True
1300,82,riverbend,day:82:slice:04,325000,7.87,0.027778,2,3,58,1,True,True
1301,82,roofward,day:82:slice:05,325250,8.26,0.111645,2,1,92,8,True,True
1302,82,archive,day:82:slice:06,325500,6.46,0.195513,2,2,105,-8,True,True
1303,82,signal,day:82:slice:07,325750,9.19,0.27938,2,3,97,-1,True,True
1304,82,orchard,day:82:slice:08,326000,5.68,0.363248,2,1,125,6,True,True
1305,82,repair_ring,day:82:slice:09,326250,10.04,0.447115,2,2,79,-10,True,True
1306,82,riverbend,day:82:slice:10,326500,7.85,0.069444,2,3,71,-3,True,True
1307,82,roofward,day:82:slice:11,326750,8.24,0.153312,2,1,87,4,True,True
1308,82,archive,day:82:slice:12,327000,6.44,0.237179,2,2,121,11,False,True
1309,82,signal,day:82:slice:13,327250,9.17,0.321047,2,3,116,-5,True,True
1310,82,orchard,day:82:slice:14,327500,5.74,0.404915,2,1,49,2,True,True
1311,82,repair_ring,day:82:slice:15,327750,10.1,0.488782,2,2,83,9,True,True
1312,83,riverbend,day:83:slice:00,328000,7.83,0.111111,2,1,88,-6,True,True
1313,83,roofward,day:83:slice:01,328250,8.22,0.194979,2,2,86,1,True,True
1314,83,archive,day:83:slice:02,328500,6.42,0.278846,2,3,120,8,True,True
1315,83,signal,day:83:slice:03,328750,9.15,0.362714,2,1,133,-8,True,True
1316,83,orchard,day:83:slice:04,329000,5.72,0.446581,2,2,54,-1,True,True
1317,83,repair_ring,day:83:slice:05,329250,10.08,0.530449,2,3,82,6,True,True
1318,83,riverbend,day:83:slice:06,329500,7.89,0.152778,2,1,107,-10,True,True
1319,83,roofward,day:83:slice:07,329750,8.28,0.236645,2,2,99,-3,True,True
1320,83,archive,day:83:slice:08,330000,6.4,0.320513,2,3,115,4,True,True
1321,83,signal,day:83:slice:09,330250,9.13,0.40438,2,1,78,11,False,True
1322,83,orchard,day:83:slice:10,330500,5.7,0.488248,2,2,73,-5,True,True
