tick_id,day,settlement_id,resident_id,turn_index,avatar_phrase,resident_phrase,intent,response_key,confidence_before,confidence_after,misunderstanding_risk,bounded_phrasebook,no_llm_call,private_workspace_not_dumped,frequency_hz,flower_phase
2259,126,moss_ward,Fay,451,I wait,warm cup first,respect boundary,step_back,0.86,0.86,0.04,True,True,True,43.9846,0.584333
2260,126,glass_harbor,Puck,452,I ask net owner,lamp stays bright,answer bounded phrase,answer_known,0.86,0.86,0.04,True,True,True,45.1316,0.601963
2261,126,cinder_garden,Wren,452,I offer cool stone,cool hand means wait,repair uncertainty,ask_clarify,0.86,0.86,0.04,True,True,True,47.6986,0.627593
2262,126,lichen_bridge,Kio,452,I do not step on rope,bell has keeper,repair uncertainty,gesture_repair,0.86,0.86,0.04,True,True,True,46.3756,0.621222
2263,126,orchid_engine,Cai,452,I need translation,say it with palms,repair uncertainty,admit_unknown,0.86,0.86,0.04,True,True,True,48.7126,0.648852
2264,126,moss_ward,Milo,452,I wait,warm cup first,offer bounded aid,offer_trade,0.86,0.86,0.04,True,True,True,44.0696,0.607481
2265,126,glass_harbor,Sera,453,I ask net owner,lamp stays bright,respect boundary,step_back,0.86,0.86,0.04,True,True,True,45.2166,0.625111
2266,126,cinder_garden,Juno,453,I offer cool stone,cool hand means wait,answer bounded phrase,answer_known,0.86,0.86,0.04,True,True,True,47.7836,0.650741
2267,126,lichen_bridge,Luma,453,I do not step on rope,bell has keeper,repair uncertainty,ask_clarify,0.86,0.86,0.04,True,True,True,46.4606,0.64437
2268,127,moss_ward,Ari,453,I offer trade,blanket path clear,repair uncertainty,admit_unknown,0.86,0.86,0.04,True,True,True,44.1376,0.626833
2269,127,glass_harbor,Oren,454,I do not dim lamp,fog catcher closed,offer bounded aid,offer_trade,0.86,0.86,0.04,True,True,True,45.2846,0.644463
2270,127,cinder_garden,Vale,454,I need translation,repeat without hurry,respect boundary,step_back,0.86,0.86,0.04,True,True,True,47.8516,0.670093
2271,127,lichen_bridge,Sol,454,I touch rope post,signal hush first,answer bounded phrase,answer_known,0.86,0.86,0.04,True,True,True,46.5286,0.663722
2272,127,orchid_engine,Bea,453,I ask valve custom,orchid lamp rests,repair uncertainty,ask_clarify,0.86,0.86,0.04,True,True,True,48.8656,0.691352
2273,127,moss_ward,Fay,454,I offer trade,blanket path clear,repair uncertainty,gesture_repair,0.86,0.86,0.04,True,True,True,44.2226,0.649981
2274,127,glass_harbor,Puck,455,I do not dim lamp,fog catcher closed,repair uncertainty,admit_unknown,0.86,0.86,0.04,True,True,True,45.3696,0.667611
2275,127,cinder_garden,Wren,455,I need translation,repeat without hurry,offer bounded aid,offer_trade,0.86,0.86,0.04,True,True,True,47.9366,0.693241
2276,127,lichen_bridge,Kio,455,I touch rope post,signal hush first,respect boundary,step_back,0.86,0.86,0.04,True,True,True,46.6136,0.68687
2277,127,orchid_engine,Cai,454,I ask valve custom,orchid lamp rests,answer bounded phrase,answer_known,0.86,0.86,0.04,True,True,True,48.9506,0.7145
2278,127,moss_ward,Milo,455,I offer trade,blanket path clear,repair uncertainty,ask_clarify,0.86,0.86,0.04,True,True,True,44.3076,0.67313
2279,127,glass_harbor,Sera,456,I do not dim lamp,fog catcher closed,repair uncertainty,gesture_repair,0.86,0.86,0.04,True,True,True,45.4546,0.690759
2280,127,cinder_garden,Juno,456,I need translation,repeat without hurry,repair uncertainty,admit_unknown,0.86,0.86,0.04,True,True,True,48.0216,0.716389
2281,127,lichen_bridge,Luma,456,I touch rope post,signal hush first,offer bounded aid,offer_trade,0.86,0.86,0.04,True,True,True,46.6986,0.710019
2282,127,orchid_engine,Dax,455,I ask valve custom,orchid lamp rests,respect boundary,step_back,0.86,0.86,0.04,True,True,True,49.0356,0.737648
2283,127,moss_ward,Tala,456,I offer trade,blanket path clear,answer bounded phrase,answer_known,0.86,0.86,0.04,True,True,True,44.3926,0.696278
2284,127,glass_harbor,Nia,457,I do not dim lamp,fog catcher closed,repair uncertainty,ask_clarify,0.86,0.86,0.04,True,True,True,45.5396,0.713907
2285,127,cinder_garden,Pax,457,I need translation,repeat without hurry,repair uncertainty,gesture_repair,0.86,0.86,0.04,True,True,True,48.1066,0.739537
2286,128,orchid_engine,Bea,456,I do not turn key,cup before engine,offer bounded aid,offer_trade,0.86,0.86,0.04,True,True,True,49.1036,0.757
2287,128,moss_ward,Fay,457,I need translation,speak slower,respect boundary,step_back,0.86,0.86,0.04,True,True,True,44.4606,0.71563
2288,128,glass_harbor,Puck,458,I wait by lamp,tea before crossing,answer bounded phrase,answer_known,0.86,0.86,0.04,True,True,True,45.6076,0.733259
2289,128,cinder_garden,Wren,458,I ask seed path,seed rows sleep,repair uncertainty,ask_clarify,0.86,0.86,0.04,True,True,True,48.1746,0.758889
2290,128,lichen_bridge,Kio,457,I offer rope help,meal room welcomes,repair uncertainty,gesture_repair,0.86,0.86,0.04,True,True,True,46.8516,0.752519
2291,128,orchid_engine,Cai,457,I do not turn key,cup before engine,repair uncertainty,admit_unknown,0.86,0.86,0.04,True,True,True,49.1886,0.780148
2292,128,moss_ward,Milo,458,I need translation,speak slower,offer bounded aid,offer_trade,0.86,0.86,0.04,True,True,True,44.5456,0.738778
2293,128,glass_harbor,Sera,459,I wait by lamp,tea before crossing,respect boundary,step_back,0.86,0.86,0.04,True,True,True,45.6926,0.756407
2294,128,cinder_garden,Juno,459,I ask seed path,seed rows sleep,answer bounded phrase,answer_known,0.86,0.86,0.04,True,True,True,48.2596,0.782037
2295,128,lichen_bridge,Luma,458,I offer rope help,meal room welcomes,repair uncertainty,ask_clarify,0.86,0.86,0.04,True,True,True,46.9366,0.775667
2296,128,orchid_engine,Dax,458,I do not turn key,cup before engine,repair uncertainty,gesture_repair,0.86,0.86,0.04,True,True,True,49.2736,0.803296
2297,128,moss_ward,Tala,459,I need translation,speak slower,repair uncertainty,admit_unknown,0.86,0.86,0.04,True,True,True,44.6306,0.761926
2298,128,glass_harbor,Nia,460,I wait by lamp,tea before crossing,offer bounded aid,offer_trade,0.86,0.86,0.04,True,True,True,45.7776,0.779556
2299,128,cinder_garden,Pax,460,I ask seed path,seed rows sleep,respect boundary,step_back,0.86,0.86,0.04,True,True,True,48.3446,0.805185
2300,128,lichen_bridge,Rin,459,I offer rope help,meal room welcomes,answer bounded phrase,answer_known,0.86,0.86,0.04,True,True,True,47.0216,0.798815
2301,128,orchid_engine,Eli,459,I do not turn key,cup before engine,repair uncertainty,ask_clarify,0.86,0.86,0.04,True,True,True,49.3586,0.826444
2302,128,moss_ward,Ari,460,I need translation,speak slower,repair uncertainty,gesture_repair,0.86,0.86,0.04,True,True,True,44.7156,0.785074
2303,128,glass_harbor,Oren,461,I wait by lamp,tea before crossing,repair uncertainty,admit_unknown,0.86,0.86,0.04,True,True,True,45.8626,0.802704
2304,129,lichen_bridge,Kio,460,I need translation,gesture again,respect boundary,step_back,0.86,0.86,0.04,True,True,True,47.0896,0.818167
2305,129,orchid_engine,Cai,460,I wait outside ring,valve listener first,answer bounded phrase,answer_known,0.86,0.86,0.04,True,True,True,49.4266,0.845796
2306,129,moss_ward,Milo,461,I ask rain custom,rain clay is named,repair uncertainty,ask_clarify,0.86,0.86,0.04,True,True,True,44.7836,0.804426
2307,129,glass_harbor,Sera,462,I offer salt token,net has keeper,repair uncertainty,gesture_repair,0.86,0.86,0.04,True,True,True,45.9306,0.822056
2308,129,cinder_garden,Juno,461,I do not cross rows,ash path open,repair uncertainty,admit_unknown,0.86,0.86,0.04,True,True,True,48.4976,0.847685
2309,129,lichen_bridge,Luma,461,I need translation,gesture again,offer bounded aid,offer_trade,0.86,0.86,0.04,True,True,True,47.1746,0.841315
2310,129,orchid_engine,Dax,461,I wait outside ring,valve listener first,respect boundary,step_back,0.86,0.86,0.04,True,True,True,49.5116,0.868944
2311,129,moss_ward,Tala,462,I ask rain custom,rain clay is named,answer bounded phrase,answer_known,0.86,0.86,0.04,True,True,True,44.8686,0.827574
2312,129,glass_harbor,Nia,463,I offer salt token,net has keeper,repair uncertainty,ask_clarify,0.86,0.86,0.04,True,True,True,46.0156,0.845204
2313,129,cinder_garden,Pax,462,I do not cross rows,ash path open,repair uncertainty,gesture_repair,0.86,0.86,0.04,True,True,True,48.5826,0.870833
2314,129,lichen_bridge,Rin,462,I need translation,gesture again,repair uncertainty,admit_unknown,0.86,0.86,0.04,True,True,True,47.2596,0.864463
2315,129,orchid_engine,Eli,462,I wait outside ring,valve listener first,offer bounded aid,offer_trade,0.86,0.86,0.04,True,True,True,49.5966,0.892093
2316,129,moss_ward,Ari,463,I ask rain custom,rain clay is named,respect boundary,step_back,0.86,0.86,0.04,True,True,True,44.9536,0.850722
2317,129,glass_harbor,Oren,464,I offer salt token,net has keeper,answer bounded phrase,answer_known,0.86,0.86,0.04,True,True,True,46.1006,0.868352
2318,129,cinder_garden,Vale,463,I do not cross rows,ash path open,repair uncertainty,ask_clarify,0.86,0.86,0.04,True,True,True,48.6676,0.893981
2319,129,lichen_bridge,Sol,463,I need translation,gesture again,repair uncertainty,gesture_repair,0.86,0.86,0.04,True,True,True,47.3446,0.887611
2320,129,orchid_engine,Bea,463,I wait outside ring,valve listener first,repair uncertainty,admit_unknown,0.86,0.86,0.04,True,True,True,49.6816,0.915241
2321,129,moss_ward,Fay,464,I ask rain custom,rain clay is named,offer bounded aid,offer_trade,0.86,0.86,0.04,True,True,True,45.0386,0.87387
2322,130,cinder_garden,Juno,464,I bow to shade,shade cloth first,answer bounded phrase,answer_known,0.86,0.86,0.04,True,True,True,48.7356,0.913333
2323,130,lichen_bridge,Luma,464,I ask bell custom,rope has tension,repair uncertainty,ask_clarify,0.86,0.86,0.04,True,True,True,47.4126,0.906963
2324,130,orchid_engine,Dax,464,I offer gear cloth,gear lane open,repair uncertainty,gesture_repair,0.86,0.86,0.04,True,True,True,49.7496,0.934593
2325,130,moss_ward,Tala,465,I do not touch,trade can wait,repair uncertainty,admit_unknown,0.86,0.86,0.04,True,True,True,45.1066,0.893222
2326,130,glass_harbor,Nia,465,I need translation,repeat with bell,offer bounded aid,offer_trade,0.86,0.86,0.04,True,True,True,46.2536,0.910852
2327,130,cinder_garden,Pax,465,I bow to shade,shade cloth first,respect boundary,step_back,0.86,0.86,0.04,True,True,True,48.8206,0.936481
2328,130,lichen_bridge,Rin,465,I ask bell custom,rope has tension,answer bounded phrase,answer_known,0.86,0.86,0.04,True,True,True,47.4976,0.930111
2329,130,orchid_engine,Eli,465,I offer gear cloth,gear lane open,repair uncertainty,ask_clarify,0.86,0.86,0.04,True,True,True,49.8346,0.957741
2330,130,moss_ward,Ari,466,I do not touch,trade can wait,repair uncertainty,gesture_repair,0.86,0.86,0.04,True,True,True,45.1916,0.91637
2331,130,glass_harbor,Oren,466,I need translation,repeat with bell,repair uncertainty,admit_unknown,0.86,0.86,0.04,True,True,True,46.3386,0.934
2332,130,cinder_garden,Vale,466,I bow to shade,shade cloth first,offer bounded aid,offer_trade,0.86,0.86,0.04,True,True,True,48.9056,0.95963
2333,130,lichen_bridge,Sol,466,I ask bell custom,rope has tension,respect boundary,step_back,0.86,0.86,0.04,True,True,True,47.5826,0.953259
2334,130,orchid_engine,Bea,466,I offer gear cloth,gear lane open,answer bounded phrase,answer_known,0.86,0.86,0.04,True,True,True,49.9196,0.980889
2335,130,moss_ward,Fay,467,I do not touch,trade can wait,repair uncertainty,ask_clarify,0.86,0.86,0.04,True,True,True,45.2766,0.939519
2336,130,glass_harbor,Puck,467,I need translation,repeat with bell,repair uncertainty,gesture_repair,0.86,0.86,0.04,True,True,True,46.4236,0.957148
2337,130,cinder_garden,Wren,467,I bow to shade,shade cloth first,repair uncertainty,admit_unknown,0.86,0.86,0.04,True,True,True,48.9906,0.982778
2338,130,lichen_bridge,Kio,467,I ask bell custom,rope has tension,offer bounded aid,offer_trade,0.86,0.86,0.04,True,True,True,47.6676,0.976407
2339,130,orchid_engine,Cai,467,I offer gear cloth,gear lane open,respect boundary,step_back,0.86,0.86,0.04,True,True,True,50.0046,0.004037
2340,131,glass_harbor,Nia,468,I ask net owner,lamp stays bright,repair uncertainty,ask_clarify,0.86,0.86,0.04,True,True,True,46.4916,0.9765
2341,131,cinder_garden,Pax,468,I offer cool stone,cool hand means wait,repair uncertainty,gesture_repair,0.86,0.86,0.04,True,True,True,49.0586,0.00213
2342,131,lichen_bridge,Rin,468,I do not step on rope,bell has keeper,repair uncertainty,admit_unknown,0.86,0.86,0.04,True,True,True,47.7356,0.995759
2343,131,orchid_engine,Eli,468,I need translation,say it with palms,offer bounded aid,offer_trade,0.86,0.86,0.04,True,True,True,50.0726,0.023389
2344,131,moss_ward,Ari,468,I wait,warm cup first,respect boundary,step_back,0.86,0.86,0.04,True,True,True,45.4296,0.982019
2345,131,glass_harbor,Oren,469,I ask net owner,lamp stays bright,answer bounded phrase,answer_known,0.86,0.86,0.04,True,True,True,46.5766,0.999648
2346,131,cinder_garden,Vale,469,I offer cool stone,cool hand means wait,repair uncertainty,ask_clarify,0.86,0.86,0.04,True,True,True,49.1436,0.025278
2347,131,lichen_bridge,Sol,469,I do not step on rope,bell has keeper,repair uncertainty,gesture_repair,0.86,0.86,0.04,True,True,True,47.8206,0.018907
2348,131,orchid_engine,Bea,469,I need translation,say it with palms,repair uncertainty,admit_unknown,0.86,0.86,0.04,True,True,True,50.1576,0.046537
2349,131,moss_ward,Fay,469,I wait,warm cup first,offer bounded aid,offer_trade,0.86,0.86,0.04,True,True,True,45.5146,0.005167
2350,131,glass_harbor,Puck,470,I ask net owner,lamp stays bright,respect boundary,step_back,0.86,0.86,0.04,True,True,True,46.6616,0.022796
2351,131,cinder_garden,Wren,470,I offer cool stone,cool hand means wait,answer bounded phrase,answer_known,0.86,0.86,0.04,True,True,True,49.2286,0.048426
2352,131,lichen_bridge,Kio,470,I do not step on rope,bell has keeper,repair uncertainty,ask_clarify,0.86,0.86,0.04,True,True,True,47.9056,0.042056
2353,131,orchid_engine,Cai,470,I need translation,say it with palms,repair uncertainty,gesture_repair,0.86,0.86,0.04,True,True,True,50.2426,0.069685
2354,131,moss_ward,Milo,470,I wait,warm cup first,repair uncertainty,admit_unknown,0.86,0.86,0.04,True,True,True,45.5996,0.028315
2355,131,glass_harbor,Sera,471,I ask net owner,lamp stays bright,offer bounded aid,offer_trade,0.86,0.86,0.04,True,True,True,46.7466,0.045944
2356,131,cinder_garden,Juno,471,I offer cool stone,cool hand means wait,respect boundary,step_back,0.86,0.86,0.04,True,True,True,49.3136,0.071574
2357,131,lichen_bridge,Luma,471,I do not step on rope,bell has keeper,answer bounded phrase,answer_known,0.86,0.86,0.04,True,True,True,47.9906,0.065204
2358,132,moss_ward,Ari,471,I offer trade,blanket path clear,repair uncertainty,gesture_repair,0.86,0.86,0.04,True,True,True,45.6676,0.047667
2359,132,glass_harbor,Oren,472,I do not dim lamp,fog catcher closed,repair uncertainty,admit_unknown,0.86,0.86,0.04,True,True,True,46.8146,0.065296
2360,132,cinder_garden,Vale,472,I need translation,repeat without hurry,offer bounded aid,offer_trade,0.86,0.86,0.04,True,True,True,49.3816,0.090926
2361,132,lichen_bridge,Sol,472,I touch rope post,signal hush first,respect boundary,step_back,0.86,0.86,0.04,True,True,True,48.0586,0.084556
2362,132,orchid_engine,Bea,471,I ask valve custom,orchid lamp rests,answer bounded phrase,answer_known,0.86,0.86,0.04,True,True,True,50.3956,0.112185
2363,132,moss_ward,Fay,472,I offer trade,blanket path clear,repair uncertainty,ask_clarify,0.86,0.86,0.04,True,True,True,45.7526,0.070815
2364,132,glass_harbor,Puck,473,I do not dim lamp,fog catcher closed,repair uncertainty,gesture_repair,0.86,0.86,0.04,True,True,True,46.8996,0.088444
2365,132,cinder_garden,Wren,473,I need translation,repeat without hurry,repair uncertainty,admit_unknown,0.86,0.86,0.04,True,True,True,49.4666,0.114074
2366,132,lichen_bridge,Kio,473,I touch rope post,signal hush first,offer bounded aid,offer_trade,0.86,0.86,0.04,True,True,True,48.1436,0.107704
2367,132,orchid_engine,Cai,472,I ask valve custom,orchid lamp rests,respect boundary,step_back,0.86,0.86,0.04,True,True,True,50.4806,0.135333
2368,132,moss_ward,Milo,473,I offer trade,blanket path clear,answer bounded phrase,answer_known,0.86,0.86,0.04,True,True,True,45.8376,0.093963
2369,132,glass_harbor,Sera,474,I do not dim lamp,fog catcher closed,repair uncertainty,ask_clarify,0.86,0.86,0.04,True,True,True,46.9846,0.111593
2370,132,cinder_garden,Juno,474,I need translation,repeat without hurry,repair uncertainty,gesture_repair,0.86,0.86,0.04,True,True,True,49.5516,0.137222
2371,132,lichen_bridge,Luma,474,I touch rope post,signal hush first,repair uncertainty,admit_unknown,0.86,0.86,0.04,True,True,True,48.2286,0.130852
2372,132,orchid_engine,Dax,473,I ask valve custom,orchid lamp rests,offer bounded aid,offer_trade,0.86,0.86,0.04,True,True,True,50.5656,0.158481
2373,132,moss_ward,Tala,474,I offer trade,blanket path clear,respect boundary,step_back,0.86,0.86,0.04,True,True,True,45.9226,0.117111
2374,132,glass_harbor,Nia,475,I do not dim lamp,fog catcher closed,answer bounded phrase,answer_known,0.86,0.86,0.04,True,True,True,47.0696,0.134741
2375,132,cinder_garden,Pax,475,I need translation,repeat without hurry,repair uncertainty,ask_clarify,0.86,0.86,0.04,True,True,True,49.6366,0.16037
2376,133,orchid_engine,Bea,474,I do not turn key,cup before engine,repair uncertainty,admit_unknown,0.86,0.86,0.04,True,True,True,50.6336,0.177833
2377,133,moss_ward,Fay,475,I need translation,speak slower,offer bounded aid,offer_trade,0.86,0.86,0.04,True,True,True,45.9906,0.136463
2378,133,glass_harbor,Puck,476,I wait by lamp,tea before crossing,respect boundary,step_back,0.86,0.86,0.04,True,True,True,47.1376,0.154093
2379,133,cinder_garden,Wren,476,I ask seed path,seed rows sleep,answer bounded phrase,answer_known,0.86,0.86,0.04,True,True,True,49.7046,0.179722
2380,133,lichen_bridge,Kio,475,I offer rope help,meal room welcomes,repair uncertainty,ask_clarify,0.86,0.86,0.04,True,True,True,48.3816,0.173352
2381,133,orchid_engine,Cai,475,I do not turn key,cup before engine,repair uncertainty,gesture_repair,0.86,0.86,0.04,True,True,True,50.7186,0.200981
2382,133,moss_ward,Milo,476,I need translation,speak slower,repair uncertainty,admit_unknown,0.86,0.86,0.04,True,True,True,46.0756,0.159611
2383,133,glass_harbor,Sera,477,I wait by lamp,tea before crossing,offer bounded aid,offer_trade,0.86,0.86,0.04,True,True,True,47.2226,0.177241
2384,133,cinder_garden,Juno,477,I ask seed path,seed rows sleep,respect boundary,step_back,0.86,0.86,0.04,True,True,True,49.7896,0.20287
2385,133,lichen_bridge,Luma,476,I offer rope help,meal room welcomes,answer bounded phrase,answer_known,0.86,0.86,0.04,True,True,True,48.4666,0.1965
2386,133,orchid_engine,Dax,476,I do not turn key,cup before engine,repair uncertainty,ask_clarify,0.86,0.86,0.04,True,True,True,50.8036,0.22413
2387,133,moss_ward,Tala,477,I need translation,speak slower,repair uncertainty,gesture_repair,0.86,0.86,0.04,True,True,True,46.1606,0.182759
2388,133,glass_harbor,Nia,478,I wait by lamp,tea before crossing,repair uncertainty,admit_unknown,0.86,0.86,0.04,True,True,True,47.3076,0.200389
2389,133,cinder_garden,Pax,478,I ask seed path,seed rows sleep,offer bounded aid,offer_trade,0.86,0.86,0.04,True,True,True,49.8746,0.226019
2390,133,lichen_bridge,Rin,477,I offer rope help,meal room welcomes,respect boundary,step_back,0.86,0.86,0.04,True,True,True,48.5516,0.219648
2391,133,orchid_engine,Eli,477,I do not turn key,cup before engine,answer bounded phrase,answer_known,0.86,0.86,0.04,True,True,True,50.8886,0.247278
2392,133,moss_ward,Ari,478,I need translation,speak slower,repair uncertainty,ask_clarify,0.86,0.86,0.04,True,True,True,46.2456,0.205907
2393,133,glass_harbor,Oren,479,I wait by lamp,tea before crossing,repair uncertainty,gesture_repair,0.86,0.86,0.04,True,True,True,47.3926,0.223537
2394,134,lichen_bridge,Kio,478,I need translation,gesture again,offer bounded aid,offer_trade,0.86,0.86,0.04,True,True,True,48.6196,0.239
2395,134,orchid_engine,Cai,478,I wait outside ring,valve listener first,respect boundary,step_back,0.86,0.86,0.04,True,True,True,50.9566,0.26663
2396,134,moss_ward,Milo,479,I ask rain custom,rain clay is named,answer bounded phrase,answer_known,0.86,0.86,0.04,True,True,True,46.3136,0.225259
2397,134,glass_harbor,Sera,480,I offer salt token,net has keeper,repair uncertainty,ask_clarify,0.86,0.86,0.04,True,True,True,47.4606,0.242889
2398,134,cinder_garden,Juno,479,I do not cross rows,ash path open,repair uncertainty,gesture_repair,0.86,0.86,0.04,True,True,True,50.0276,0.268519
2399,134,lichen_bridge,Luma,479,I need translation,gesture again,repair uncertainty,admit_unknown,0.86,0.86,0.04,True,True,True,48.7046,0.262148
2400,134,orchid_engine,Dax,479,I wait outside ring,valve listener first,offer bounded aid,offer_trade,0.86,0.86,0.04,True,True,True,51.0416,0.289778
2401,134,moss_ward,Tala,480,I ask rain custom,rain clay is named,respect boundary,step_back,0.86,0.86,0.04,True,True,True,46.3986,0.248407
2402,134,glass_harbor,Nia,481,I offer salt token,net has keeper,answer bounded phrase,answer_known,0.86,0.86,0.04,True,True,True,47.5456,0.266037
2403,134,cinder_garden,Pax,480,I do not cross rows,ash path open,repair uncertainty,ask_clarify,0.86,0.86,0.04,True,True,True,50.1126,0.291667
2404,134,lichen_bridge,Rin,480,I need translation,gesture again,repair uncertainty,gesture_repair,0.86,0.86,0.04,True,True,True,48.7896,0.285296
2405,134,orchid_engine,Eli,480,I wait outside ring,valve listener first,repair uncertainty,admit_unknown,0.86,0.86,0.04,True,True,True,51.1266,0.312926
2406,134,moss_ward,Ari,481,I ask rain custom,rain clay is named,offer bounded aid,offer_trade,0.86,0.86,0.04,True,True,True,46.4836,0.271556
2407,134,glass_harbor,Oren,482,I offer salt token,net has keeper,respect boundary,step_back,0.86,0.86,0.04,True,True,True,47.6306,0.289185
2408,134,cinder_garden,Vale,481,I do not cross rows,ash path open,answer bounded phrase,answer_known,0.86,0.86,0.04,True,True,True,50.1976,0.314815
2409,134,lichen_bridge,Sol,481,I need translation,gesture again,repair uncertainty,ask_clarify,0.86,0.86,0.04,True,True,True,48.8746,0.308444
2410,134,orchid_engine,Bea,481,I wait outside ring,valve listener first,repair uncertainty,gesture_repair,0.86,0.86,0.04,True,True,True,51.2116,0.336074
2411,134,moss_ward,Fay,482,I ask rain custom,rain clay is named,repair uncertainty,admit_unknown,0.86,0.86,0.04,True,True,True,46.5686,0.294704
2412,135,cinder_garden,Juno,482,I bow to shade,shade cloth first,respect boundary,step_back,0.86,0.86,0.04,True,True,True,50.2656,0.334167
2413,135,lichen_bridge,Luma,482,I ask bell custom,rope has tension,answer bounded phrase,answer_known,0.86,0.86,0.04,True,True,True,48.9426,0.327796
2414,135,orchid_engine,Dax,482,I offer gear cloth,gear lane open,repair uncertainty,ask_clarify,0.86,0.86,0.04,True,True,True,51.2796,0.355426
2415,135,moss_ward,Tala,483,I do not touch,trade can wait,repair uncertainty,gesture_repair,0.86,0.86,0.04,True,True,True,46.6366,0.314056
2416,135,glass_harbor,Nia,483,I need translation,repeat with bell,repair uncertainty,admit_unknown,0.86,0.86,0.04,True,True,True,47.7836,0.331685
2417,135,cinder_garden,Pax,483,I bow to shade,shade cloth first,offer bounded aid,offer_trade,0.86,0.86,0.04,True,True,True,50.3506,0.357315
2418,135,lichen_bridge,Rin,483,I ask bell custom,rope has tension,respect boundary,step_back,0.86,0.86,0.04,True,True,True,49.0276,0.350944
2419,135,orchid_engine,Eli,483,I offer gear cloth,gear lane open,answer bounded phrase,answer_known,0.86,0.86,0.04,True,True,True,51.3646,0.378574
2420,135,moss_ward,Ari,484,I do not touch,trade can wait,repair uncertainty,ask_clarify,0.86,0.86,0.04,True,True,True,46.7216,0.337204
2421,135,glass_harbor,Oren,484,I need translation,repeat with bell,repair uncertainty,gesture_repair,0.86,0.86,0.04,True,True,True,47.8686,0.354833
2422,135,cinder_garden,Vale,484,I bow to shade,shade cloth first,repair uncertainty,admit_unknown,0.86,0.86,0.04,True,True,True,50.4356,0.380463
2423,135,lichen_bridge,Sol,484,I ask bell custom,rope has tension,offer bounded aid,offer_trade,0.86,0.86,0.04,True,True,True,49.1126,0.374093
2424,135,orchid_engine,Bea,484,I offer gear cloth,gear lane open,respect boundary,step_back,0.86,0.86,0.04,True,True,True,51.4496,0.401722
2425,135,moss_ward,Fay,485,I do not touch,trade can wait,answer bounded phrase,answer_known,0.86,0.86,0.04,True,True,True,46.8066,0.360352
2426,135,glass_harbor,Puck,485,I need translation,repeat with bell,repair uncertainty,ask_clarify,0.86,0.86,0.04,True,True,True,47.9536,0.377981
2427,135,cinder_garden,Wren,485,I bow to shade,shade cloth first,repair uncertainty,gesture_repair,0.86,0.86,0.04,True,True,True,50.5206,0.403611
2428,135,lichen_bridge,Kio,485,I ask bell custom,rope has tension,repair uncertainty,admit_unknown,0.86,0.86,0.04,True,True,True,49.1976,0.397241
2429,135,orchid_engine,Cai,485,I offer gear cloth,gear lane open,offer bounded aid,offer_trade,0.86,0.86,0.04,True,True,True,51.5346,0.42487
2430,136,glass_harbor,Nia,486,I ask net owner,lamp stays bright,answer bounded phrase,answer_known,0.86,0.86,0.04,True,True,True,48.0216,0.397333
2431,136,cinder_garden,Pax,486,I offer cool stone,cool hand means wait,repair uncertainty,ask_clarify,0.86,0.86,0.04,True,True,True,50.5886,0.422963
2432,136,lichen_bridge,Rin,486,I do not step on rope,bell has keeper,repair uncertainty,gesture_repair,0.86,0.86,0.04,True,True,True,49.2656,0.416593
2433,136,orchid_engine,Eli,486,I need translation,say it with palms,repair uncertainty,admit_unknown,0.86,0.86,0.04,True,True,True,51.6026,0.444222
2434,136,moss_ward,Ari,486,I wait,warm cup first,offer bounded aid,offer_trade,0.86,0.86,0.04,True,True,True,46.9596,0.402852
2435,136,glass_harbor,Oren,487,I ask net owner,lamp stays bright,respect boundary,step_back,0.86,0.86,0.04,True,True,True,48.1066,0.420481
2436,136,cinder_garden,Vale,487,I offer cool stone,cool hand means wait,answer bounded phrase,answer_known,0.86,0.86,0.04,True,True,True,50.6736,0.446111
2437,136,lichen_bridge,Sol,487,I do not step on rope,bell has keeper,repair uncertainty,ask_clarify,0.86,0.86,0.04,True,True,True,49.3506,0.439741
2438,136,orchid_engine,Bea,487,I need translation,say it with palms,repair uncertainty,gesture_repair,0.86,0.86,0.04,True,True,True,51.6876,0.46737
2439,136,moss_ward,Fay,487,I wait,warm cup first,repair uncertainty,admit_unknown,0.86,0.86,0.04,True,True,True,47.0446,0.426
2440,136,glass_harbor,Puck,488,I ask net owner,lamp stays bright,offer bounded aid,offer_trade,0.86,0.86,0.04,True,True,True,48.1916,0.44363
2441,136,cinder_garden,Wren,488,I offer cool stone,cool hand means wait,respect boundary,step_back,0.86,0.86,0.04,True,True,True,50.7586,0.469259
2442,136,lichen_bridge,Kio,488,I do not step on rope,bell has keeper,answer bounded phrase,answer_known,0.86,0.86,0.04,True,True,True,49.4356,0.462889
2443,136,orchid_engine,Cai,488,I need translation,say it with palms,repair uncertainty,ask_clarify,0.86,0.86,0.04,True,True,True,51.7726,0.490519
2444,136,moss_ward,Milo,488,I wait,warm cup first,repair uncertainty,gesture_repair,0.86,0.86,0.04,True,True,True,47.1296,0.449148
2445,136,glass_harbor,Sera,489,I ask net owner,lamp stays bright,repair uncertainty,admit_unknown,0.86,0.86,0.04,True,True,True,48.2766,0.466778
2446,136,cinder_garden,Juno,489,I offer cool stone,cool hand means wait,offer bounded aid,offer_trade,0.86,0.86,0.04,True,True,True,50.8436,0.492407
2447,136,lichen_bridge,Luma,489,I do not step on rope,bell has keeper,respect boundary,step_back,0.86,0.86,0.04,True,True,True,49.5206,0.486037
